,Wild Dash Zip,Book Book,Cuban Rhythm,Cheers,My Mates Barney,Ayaya,Mia Special,Our Mate Rocco
08-01-2023 18:19:19.562611,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:20.574484,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:21.624029,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:22.647549,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:23.894986,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:24.971460,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:26.080989,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:27.270537,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:28.384344,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:29.404057,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:30.467758,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:31.587361,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:32.545544,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:33.635582,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:34.681838,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:35.703567,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:36.688711,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:37.934190,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:38.981686,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:40.090055,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:41.212456,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:42.202409,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:43.186846,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:44.345724,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:45.420617,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:46.412618,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:47.437667,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:48.489877,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:49.560228,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:50.626135,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:51.796477,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:52.830181,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:53.807293,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:54.788949,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:55.824817,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:56.974838,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:58.210586,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:19:59.384058,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:00.432824,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:01.439873,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:02.528306,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:03.683091,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:04.812202,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:05.899717,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:07.030702,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:08.130567,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:09.187066,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:10.273246,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:11.282096,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:12.332202,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:13.377306,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:14.551368,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:15.613361,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:16.738483,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:17.770041,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:18.747197,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:19.793542,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:20.942013,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:21.993718,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:20:22.985089,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.4, 6.24)","(3.7, 6.8, 4.471739130434782)","(8.5, 17.5, 13.428571428571429)","(5.0, 10.5, 8.036)","(6.0, 10.5, 9.7)","(18.0, 60.0, 29.090909090909093)"
