,Alvin Delight,Ulna,Thai Time,Smug Doug,Son Of Brock,Marrying,Fernbank Flyer,Sally Sugar
07-12-2022 13:40:32.741730,"(61.0, 520.0, 441.33333333333337)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 14.32)","(12.0, 26.0, 20.0)","(2.0, 2.9, 2.3368)","(18.0, 70.0, 37.1875)","(4.4, 10.0, 9.3)","(21.0, 75.0, 42.5)"
07-12-2022 13:40:34.419017,"(61.0, 520.0, 441.33333333333337)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 14.32)","(12.0, 26.0, 20.0)","(2.0, 2.9, 2.3368)","(18.0, 70.0, 37.1875)","(4.4, 10.0, 9.3)","(21.0, 75.0, 42.5)"
07-12-2022 13:40:35.967180,"(61.0, 520.0, 441.33333333333337)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 14.32)","(12.0, 26.0, 20.0)","(2.0, 2.9, 2.3368)","(18.0, 70.0, 37.1875)","(4.4, 10.0, 9.3)","(21.0, 75.0, 42.5)"
07-12-2022 13:40:37.488482,"(61.0, 520.0, 441.33333333333337)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 14.32)","(12.0, 26.0, 20.0)","(2.0, 2.9, 2.3368)","(18.0, 70.0, 37.1875)","(4.4, 10.0, 9.3)","(21.0, 75.0, 42.5)"
07-12-2022 13:40:38.868476,"(61.0, 520.0, 441.33333333333337)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 15.700000000000001)","(12.0, 26.0, 20.0)","(2.0, 2.9, 2.3368)","(18.0, 70.0, 37.1875)","(4.4, 10.0, 9.3)","(21.0, 75.0, 42.5)"
07-12-2022 13:40:40.227136,"(61.0, 520.0, 441.33333333333337)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 15.700000000000001)","(12.0, 26.0, 20.0)","(2.0, 2.9, 2.3368)","(18.0, 70.0, 37.1875)","(4.4, 10.0, 9.3)","(21.0, 75.0, 42.5)"
07-12-2022 13:40:41.798519,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 19.6375)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.9, 2.3368)","(18.0, 70.0, 31.818181818181817)","(4.4, 10.0, 9.3)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:40:43.235511,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 19.6375)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.9, 2.3368)","(18.0, 70.0, 31.818181818181817)","(4.4, 10.0, 9.3)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:40:44.603126,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 19.6375)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.9, 2.3368)","(18.0, 70.0, 31.818181818181817)","(4.4, 10.0, 9.3)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:40:46.724354,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 19.6375)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.9, 2.3368)","(18.0, 70.0, 31.818181818181817)","(4.4, 10.0, 9.3)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:40:48.259152,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 19.6375)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.9, 2.3368)","(18.0, 70.0, 31.818181818181817)","(4.4, 10.0, 9.3)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:40:49.643460,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 19.6375)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.9, 2.3971428571428572)","(18.0, 70.0, 31.818181818181817)","(4.4, 10.0, 9.3)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:40:50.914783,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 19.6375)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.9, 2.572857142857143)","(18.0, 70.0, 31.818181818181817)","(4.4, 10.0, 9.3)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:40:52.211674,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 19.6375)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.572857142857143)","(18.0, 70.0, 31.818181818181817)","(4.4, 10.0, 9.3)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:40:53.625502,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 19.6375)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.572857142857143)","(18.0, 70.0, 31.818181818181817)","(4.4, 10.0, 9.3)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:40:55.150426,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 19.6375)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.572857142857143)","(18.0, 70.0, 31.818181818181817)","(4.4, 10.0, 9.3)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:40:56.739885,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 19.6375)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.572857142857143)","(18.0, 70.0, 31.818181818181817)","(4.4, 10.0, 9.3)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:40:58.229046,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 15.9)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.572857142857143)","(18.0, 70.0, 31.818181818181817)","(4.4, 10.0, 9.3)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:40:59.589787,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 15.9)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.3296)","(18.0, 70.0, 31.818181818181817)","(4.4, 10.0, 9.3)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:00.899313,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 15.9)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.3296)","(18.0, 70.0, 31.818181818181817)","(4.4, 10.0, 9.3)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:02.372177,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 16.857142857142858)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.3296)","(18.0, 70.0, 40.285714285714285)","(4.4, 10.0, 8.120000000000001)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:03.779646,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 16.857142857142858)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.3296)","(18.0, 70.0, 42.0)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:05.269080,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 16.857142857142858)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.3296)","(18.0, 70.0, 28.4)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:06.677186,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 16.857142857142858)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.3296)","(18.0, 70.0, 28.4)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:08.123981,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 16.857142857142858)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.3296)","(18.0, 70.0, 28.4)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:09.515546,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 16.857142857142858)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.3296)","(18.0, 70.0, 28.4)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:10.918703,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 16.857142857142858)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.3296)","(18.0, 70.0, 28.4)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:12.323122,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 16.857142857142858)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.3296)","(18.0, 70.0, 28.4)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:13.630948,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 16.857142857142858)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.3296)","(18.0, 70.0, 28.4)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:15.025226,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 16.857142857142858)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.3296)","(18.0, 70.0, 28.4)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:16.446849,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 16.857142857142858)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.3296)","(18.0, 70.0, 28.4)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:17.982681,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 16.857142857142858)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.3296)","(18.0, 70.0, 28.4)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:19.438937,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 16.857142857142858)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.3296)","(18.0, 70.0, 28.4)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:20.982211,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 16.5)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.388571428571429)","(18.0, 70.0, 28.4)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:22.446566,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.371428571428572)","(7.0, 22.0, 17.5)","(12.0, 26.0, 22.666666666666668)","(2.0, 2.88, 2.388571428571429)","(18.0, 70.0, 28.4)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:24.105893,"(61.0, 520.0, 284.0)","(4.0, 6.0, 5.228571428571428)","(7.0, 22.0, 17.5)","(12.0, 26.0, 22.77777777777778)","(2.0, 2.88, 2.6745454545454543)","(18.0, 70.0, 28.4)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:25.488786,"(61.0, 520.0, 284.0)","(4.0, 5.8, 4.5)","(7.0, 22.0, 17.5)","(12.0, 26.0, 22.77777777777778)","(2.0, 2.82, 2.2933333333333334)","(18.0, 70.0, 28.4)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:27.027655,"(61.0, 520.0, 284.0)","(4.0, 5.9, 4.5)","(7.0, 22.0, 17.5)","(12.0, 26.0, 22.77777777777778)","(2.0, 2.84, 2.2933333333333334)","(18.0, 70.0, 28.4)","(4.4, 10.0, 8.16)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:28.394001,"(61.0, 520.0, 284.0)","(4.0, 5.9, 4.5)","(7.0, 22.0, 17.5)","(12.0, 26.0, 22.77777777777778)","(2.0, 2.84, 2.2933333333333334)","(18.0, 70.0, 28.4)","(4.4, 10.0, 9.32857142857143)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:29.913697,"(61.0, 520.0, 284.0)","(4.0, 5.9, 4.911111111111111)","(7.0, 22.0, 17.5)","(12.0, 26.0, 22.77777777777778)","(2.0, 2.84, 2.2933333333333334)","(18.0, 70.0, 28.4)","(4.4, 10.0, 9.32857142857143)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:31.434415,"(61.0, 520.0, 284.0)","(4.0, 5.8, 4.911111111111111)","(7.0, 22.0, 17.5)","(12.0, 26.0, 22.77777777777778)","(2.0, 2.84, 2.2933333333333334)","(18.0, 70.0, 29.2)","(4.4, 10.0, 9.32857142857143)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:33.082794,"(61.0, 520.0, 284.0)","(4.0, 5.8, 4.911111111111111)","(7.0, 22.0, 17.5)","(12.0, 26.0, 22.77777777777778)","(2.0, 2.84, 2.2933333333333334)","(18.0, 70.0, 29.2)","(4.4, 10.0, 9.32857142857143)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:34.585014,"(61.0, 520.0, 284.0)","(4.0, 5.8, 4.911111111111111)","(7.0, 22.0, 17.5)","(12.0, 26.0, 22.77777777777778)","(2.0, 2.84, 2.2933333333333334)","(18.0, 70.0, 29.2)","(4.4, 10.0, 9.32857142857143)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:35.905602,"(61.0, 520.0, 284.0)","(4.0, 5.8, 4.911111111111111)","(7.0, 22.0, 17.5)","(12.0, 26.0, 22.77777777777778)","(2.0, 2.84, 2.2933333333333334)","(18.0, 70.0, 29.2)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:37.256781,"(61.0, 520.0, 284.0)","(4.0, 5.8, 4.911111111111111)","(7.0, 22.0, 17.5)","(12.0, 26.0, 22.77777777777778)","(2.0, 2.84, 2.2933333333333334)","(18.0, 70.0, 29.2)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:38.615035,"(61.0, 520.0, 284.0)","(4.0, 5.8, 4.911111111111111)","(7.0, 22.0, 17.5)","(12.0, 26.0, 22.77777777777778)","(2.0, 2.84, 2.2933333333333334)","(18.0, 70.0, 29.2)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:40.012358,"(61.0, 520.0, 284.0)","(4.0, 5.8, 4.911111111111111)","(7.0, 22.0, 17.5)","(12.0, 26.0, 22.77777777777778)","(2.0, 2.84, 2.2933333333333334)","(18.0, 70.0, 29.2)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:41.357336,"(61.0, 520.0, 284.0)","(4.0, 5.8, 4.911111111111111)","(7.0, 22.0, 17.5)","(12.0, 26.0, 22.77777777777778)","(2.0, 2.84, 2.2933333333333334)","(18.0, 70.0, 29.2)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:42.718503,"(61.0, 520.0, 284.0)","(4.0, 5.8, 4.911111111111111)","(7.0, 22.0, 17.5)","(12.0, 26.0, 22.77777777777778)","(2.0, 2.84, 2.2933333333333334)","(18.0, 70.0, 29.2)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:44.048906,"(61.0, 520.0, 284.0)","(4.0, 5.8, 4.911111111111111)","(7.0, 22.0, 17.5)","(12.0, 26.0, 22.77777777777778)","(2.0, 2.84, 2.2933333333333334)","(18.0, 70.0, 29.2)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:41:45.353380,"(61.0, 520.0, 441.33333333333337)","(4.0, 5.8, 4.911111111111111)","(7.0, 22.0, 17.5)","(12.0, 26.0, 22.9)","(2.0, 2.84, 2.2933333333333334)","(18.0, 70.0, 33.57142857142857)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 42.5)"
07-12-2022 13:41:46.776413,"(61.0, 520.0, 441.33333333333337)","(4.0, 5.8, 4.911111111111111)","(7.0, 22.0, 17.5)","(12.0, 26.0, 23.0)","(2.0, 2.84, 2.2933333333333334)","(18.0, 70.0, 47.91666666666667)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 42.5)"
07-12-2022 13:41:48.104928,"(61.0, 520.0, 441.33333333333337)","(4.0, 5.8, 4.911111111111111)","(7.0, 22.0, 17.5)","(12.0, 26.0, 23.0)","(2.0, 2.84, 2.2933333333333334)","(18.0, 70.0, 47.91666666666667)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 42.5)"
07-12-2022 13:41:49.401547,"(61.0, 520.0, 441.33333333333337)","(4.0, 5.8, 4.911111111111111)","(7.0, 22.0, 17.5)","(12.0, 26.0, 23.0)","(2.0, 2.84, 2.2933333333333334)","(18.0, 70.0, 47.91666666666667)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 42.5)"
07-12-2022 13:41:50.875546,"(61.0, 520.0, 441.33333333333337)","(4.0, 5.8, 4.911111111111111)","(7.0, 22.0, 17.5)","(12.0, 26.0, 23.0)","(2.0, 2.84, 2.2933333333333334)","(18.0, 70.0, 47.91666666666667)","(4.4, 10.0, 9.127272727272727)","(21.0, 75.0, 42.5)"
