,Gladiator Hulk,Spring Ammo,Uforo Bale,Bonnie Gal,Pinjarra Bale,Jasmin Bale
07-01-2023 19:44:50.280626,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:44:51.149552,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:44:52.063904,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:44:53.081681,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:44:53.997524,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:44:54.899825,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:44:55.929902,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:44:56.847328,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:44:57.772070,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:44:58.737419,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:44:59.693830,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:00.607115,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:01.509235,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:02.488823,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:03.480198,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:04.415344,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:05.262311,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:06.197475,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:07.206574,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:08.238324,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:09.215088,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:10.138451,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:11.146641,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:12.138768,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:13.051188,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:13.961646,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:14.926137,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:15.954470,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:16.881612,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:17.855951,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:18.842837,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:19.728757,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:20.587701,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:21.570407,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:22.692096,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:23.722634,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:24.640569,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:25.493559,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:26.486929,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:27.526093,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:28.511534,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:29.470244,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:30.366980,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:31.259084,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:32.156409,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:33.075075,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:34.073267,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:35.136985,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:36.094881,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:36.990168,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:37.905520,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:38.899189,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:39.857471,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:40.783561,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:41.834540,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:42.876370,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:43.887631,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:44.847704,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:45.701453,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:46.610780,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:47.566276,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:48.592846,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:49.511533,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:50.516047,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:51.498644,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:52.387301,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:53.276934,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:54.297640,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:55.329404,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:56.321662,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:57.238373,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:58.171702,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:45:59.161900,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:46:00.169036,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:46:01.075464,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:46:02.007194,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:46:02.996230,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:46:04.000076,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:46:04.911932,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:46:05.791737,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:46:06.733710,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:46:07.728182,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:46:08.673273,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:46:09.644884,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:46:10.583683,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:46:11.467894,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:46:12.423250,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:46:13.355920,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:46:14.311145,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:46:15.305088,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:46:16.229737,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
07-01-2023 19:46:17.096114,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.934782608695652)","(5.0, 9.4, 5.800000000000001)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.6947368421052635)"
