,Gladiator Hulk,Spring Ammo,Uforo Bale,Bonnie Gal,Pinjarra Bale,Jasmin Bale
07-01-2023 19:53:24.299297,"(8.0, 14.5, 12.653846153846153)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 9.1)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:25.379330,"(8.0, 14.5, 12.653846153846153)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 9.1)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:26.525510,"(8.0, 14.5, 12.653846153846153)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 9.1)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:27.533963,"(8.0, 14.5, 12.653846153846153)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 9.1)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:28.508572,"(8.0, 14.5, 12.653846153846153)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 9.1)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:29.556014,"(8.0, 14.5, 12.653846153846153)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 9.1)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:30.539301,"(8.0, 14.5, 12.653846153846153)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 9.1)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:31.606095,"(8.0, 14.5, 12.653846153846153)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 9.1)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:32.530244,"(8.0, 14.5, 12.653846153846153)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 9.1)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:33.457431,"(8.0, 14.5, 12.653846153846153)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 9.1)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:34.477765,"(8.0, 14.5, 12.653846153846153)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 9.1)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:35.580654,"(8.0, 14.5, 12.653846153846153)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 9.1)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:36.544602,"(8.0, 14.5, 12.653846153846153)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 9.1)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:37.559612,"(8.0, 14.5, 12.653846153846153)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 9.1)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:38.479220,"(8.0, 14.5, 12.653846153846153)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 9.1)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:39.470697,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 9.1)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:40.568037,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 9.1)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:41.589651,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.32857142857143)","(16.0, 46.0, 36.33333333333333)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:42.621840,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.32857142857143)","(16.0, 46.0, 36.33333333333333)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:43.627397,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.0875)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:44.536910,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.0875)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:45.503400,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.0875)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:46.501695,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.0875)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:47.523967,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.0875)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:48.633897,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.0875)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:49.571161,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.0875)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:50.600320,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.0875)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:51.584664,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.0875)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:52.653902,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.0875)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:53.782612,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.0875)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:54.776873,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.0875)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:55.812639,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.0875)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:56.983158,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.0875)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:57.874247,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.0875)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:53:58.934517,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.0875)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:00.034000,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.0875)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:01.141640,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 31.5)","(5.0, 9.4, 8.0875)","(16.0, 46.0, 27.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:02.248177,"(8.0, 14.5, 12.785714285714285)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 23.333333333333332)","(5.0, 9.4, 7.685714285714286)","(16.0, 46.0, 21.0625)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:03.270754,"(8.0, 14.5, 12.9)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 23.333333333333332)","(5.0, 9.4, 7.685714285714286)","(16.0, 46.0, 21.0625)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:04.334368,"(8.0, 14.5, 12.9)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 23.333333333333332)","(5.0, 9.4, 7.685714285714286)","(16.0, 46.0, 21.0625)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:05.521380,"(8.0, 14.5, 12.9)","(1.6, 1.99, 1.9433333333333334)","(20.0, 42.0, 23.333333333333332)","(5.0, 9.4, 7.685714285714286)","(16.0, 44.0, 29.75)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:06.664142,"(8.0, 14.5, 12.9)","(1.6, 1.99, 1.945)","(20.0, 42.0, 23.333333333333332)","(5.0, 9.4, 7.685714285714286)","(16.0, 42.0, 29.75)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:07.705777,"(8.0, 14.5, 12.9)","(1.6, 1.99, 1.945)","(20.0, 42.0, 23.333333333333332)","(5.0, 9.4, 7.685714285714286)","(16.0, 42.0, 29.75)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:08.758498,"(8.0, 14.5, 12.9)","(1.6, 1.99, 1.945)","(20.0, 42.0, 23.333333333333332)","(5.0, 9.4, 7.7953488372093025)","(16.0, 42.0, 29.75)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:09.867933,"(8.0, 14.5, 12.9)","(1.6, 1.99, 1.945)","(20.0, 42.0, 23.333333333333332)","(5.0, 9.4, 7.7953488372093025)","(16.0, 42.0, 29.75)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:10.931729,"(8.0, 14.5, 12.9)","(1.6, 1.99, 1.945)","(20.0, 42.0, 23.333333333333332)","(5.0, 9.2, 8.474074074074073)","(16.0, 42.0, 21.583333333333332)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:12.041243,"(8.0, 14.5, 12.9)","(1.6, 1.99, 1.945)","(20.0, 42.0, 23.333333333333332)","(5.0, 9.2, 8.474074074074073)","(16.0, 42.0, 37.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:13.165517,"(8.0, 14.5, 12.9)","(1.6, 1.99, 1.945)","(20.0, 42.0, 23.333333333333332)","(5.0, 9.2, 8.474074074074073)","(16.0, 42.0, 37.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:14.166740,"(8.0, 14.5, 12.9)","(1.6, 1.99, 1.945)","(20.0, 42.0, 23.333333333333332)","(5.0, 9.2, 7.672727272727273)","(16.0, 42.0, 37.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:15.340802,"(8.0, 14.5, 12.9)","(1.6, 1.99, 1.945)","(20.0, 42.0, 23.333333333333332)","(5.0, 9.2, 7.672727272727273)","(16.0, 42.0, 37.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:16.506645,"(8.0, 14.5, 12.9)","(1.6, 1.99, 1.945)","(20.0, 42.0, 23.333333333333332)","(5.0, 9.2, 7.672727272727273)","(16.0, 42.0, 37.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:17.535064,"(8.0, 14.5, 12.9)","(1.6, 1.99, 1.945)","(20.0, 42.0, 23.333333333333332)","(5.0, 9.2, 7.672727272727273)","(16.0, 42.0, 37.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:18.566987,"(8.0, 14.5, 12.9)","(1.6, 1.99, 1.945)","(20.0, 42.0, 23.333333333333332)","(5.0, 9.2, 7.672727272727273)","(16.0, 42.0, 37.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:19.606251,"(8.0, 14.5, 12.9)","(1.6, 1.99, 1.945)","(20.0, 42.0, 23.333333333333332)","(5.0, 9.2, 7.672727272727273)","(16.0, 42.0, 37.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:20.638930,"(8.0, 14.5, 12.9)","(1.6, 1.99, 1.945)","(20.0, 42.0, 23.333333333333332)","(5.0, 9.2, 7.672727272727273)","(16.0, 42.0, 37.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:21.810656,"(8.0, 14.5, 12.9)","(1.6, 1.99, 1.945)","(20.0, 42.0, 23.333333333333332)","(5.0, 9.2, 7.672727272727273)","(16.0, 42.0, 37.0)","(4.6, 5.1, 5.012499999999999)"
07-01-2023 19:54:23.008474,"(8.0, 14.5, 12.9)","(1.6, 1.99, 1.945)","(20.0, 42.0, 24.8)","(5.0, 9.2, 8.1)","(16.0, 42.0, 30.470588235294116)","(4.6, 5.1, 5.05)"
07-01-2023 19:54:24.002353,"(8.0, 15.0, 14.428571428571429)","(1.6, 1.99, 1.9466666666666668)","(20.0, 40.0, 24.8)","(5.0, 9.0, 8.1)","(16.0, 42.0, 30.470588235294116)","(4.6, 5.1, 5.05)"
07-01-2023 19:54:25.085323,"(8.0, 15.0, 14.428571428571429)","(1.6, 1.99, 1.9483333333333333)","(20.0, 38.0, 26.666666666666668)","(5.0, 8.8, 8.433333333333334)","(16.0, 42.0, 30.470588235294116)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:26.124018,"(8.0, 15.0, 14.428571428571429)","(1.6, 1.99, 1.9483333333333333)","(20.0, 38.0, 26.666666666666668)","(5.0, 8.8, 8.433333333333334)","(16.0, 42.0, 30.470588235294116)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:27.218439,"(8.0, 15.0, 14.333333333333334)","(1.6, 1.99, 1.9483333333333333)","(20.0, 38.0, 22.88888888888889)","(5.0, 8.8, 8.56842105263158)","(16.0, 42.0, 35.875)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:28.309189,"(8.0, 15.0, 14.333333333333334)","(1.6, 1.99, 1.8292857142857142)","(20.0, 38.0, 22.88888888888889)","(5.0, 8.8, 8.47)","(16.0, 42.0, 20.666666666666668)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:29.376311,"(8.0, 15.0, 14.333333333333334)","(1.6, 1.99, 1.8441666666666667)","(20.0, 38.0, 26.0)","(5.0, 8.8, 8.47)","(16.0, 42.0, 20.666666666666668)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:30.473109,"(8.0, 15.0, 14.333333333333334)","(1.6, 1.99, 1.8441666666666667)","(20.0, 36.0, 26.0)","(5.0, 8.8, 8.47)","(16.0, 42.0, 20.666666666666668)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:31.632042,"(8.0, 15.0, 14.333333333333334)","(1.6, 1.99, 1.8441666666666667)","(20.0, 36.0, 22.5)","(5.0, 8.8, 8.47)","(16.0, 42.0, 20.666666666666668)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:32.750641,"(8.0, 15.0, 14.333333333333334)","(1.6, 1.99, 1.8441666666666667)","(20.0, 36.0, 25.333333333333332)","(5.0, 8.8, 8.47)","(16.0, 42.0, 20.666666666666668)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:33.661828,"(8.0, 15.0, 14.333333333333334)","(1.6, 1.99, 1.85)","(20.0, 34.0, 25.333333333333332)","(5.0, 8.8, 8.47)","(16.0, 42.0, 20.666666666666668)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:34.774477,"(8.0, 15.0, 14.333333333333334)","(1.6, 1.99, 1.85)","(20.0, 34.0, 25.333333333333332)","(5.0, 8.8, 7.469767441860466)","(16.0, 42.0, 20.666666666666668)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:35.951811,"(8.0, 15.0, 14.333333333333334)","(1.6, 1.99, 1.8833333333333333)","(20.0, 34.0, 22.625)","(5.0, 8.8, 8.488888888888889)","(16.0, 42.0, 20.666666666666668)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:37.071207,"(8.0, 15.0, 14.333333333333334)","(1.6, 1.98, 1.8822222222222222)","(20.0, 34.0, 24.666666666666668)","(5.0, 8.6, 8.389473684210525)","(16.0, 42.0, 20.666666666666668)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:38.077339,"(8.0, 15.0, 14.333333333333334)","(1.6, 1.98, 1.8822222222222222)","(20.0, 32.0, 24.666666666666668)","(5.0, 8.6, 8.389473684210525)","(16.0, 42.0, 20.666666666666668)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:39.174575,"(8.0, 15.0, 14.333333333333334)","(1.6, 1.98, 1.8822222222222222)","(20.0, 32.0, 22.0)","(5.0, 8.6, 8.389473684210525)","(16.0, 42.0, 20.666666666666668)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:40.408523,"(8.0, 15.0, 14.333333333333334)","(1.6, 1.98, 1.8822222222222222)","(20.0, 32.0, 24.0)","(5.0, 8.6, 8.011764705882353)","(16.0, 42.0, 20.666666666666668)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:41.666508,"(8.0, 15.0, 14.166666666666666)","(1.6, 1.98, 1.8866666666666667)","(20.0, 30.0, 26.0)","(5.0, 8.6, 8.142857142857142)","(16.0, 42.0, 20.666666666666668)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:42.909361,"(8.0, 15.0, 14.166666666666666)","(1.6, 1.98, 1.8911111111111112)","(20.0, 32.0, 22.0)","(5.0, 8.4, 8.142857142857142)","(16.0, 42.0, 20.666666666666668)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:44.062771,"(8.0, 15.0, 14.166666666666666)","(1.6, 1.98, 1.8911111111111112)","(20.0, 30.0, 22.0)","(5.0, 8.4, 8.142857142857142)","(16.0, 42.0, 20.666666666666668)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:45.267831,"(8.0, 15.0, 14.166666666666666)","(1.6, 1.98, 1.8911111111111112)","(20.0, 29.0, 25.0)","(5.0, 8.4, 8.040000000000001)","(16.0, 42.0, 20.666666666666668)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:46.429731,"(8.0, 15.0, 14.166666666666666)","(1.6, 1.98, 1.8911111111111112)","(20.0, 29.0, 25.0)","(5.0, 8.4, 8.040000000000001)","(16.0, 42.0, 24.545454545454547)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:47.666942,"(8.0, 15.0, 14.166666666666666)","(1.6, 1.98, 1.8911111111111112)","(20.0, 29.0, 22.0)","(5.0, 8.4, 8.040000000000001)","(16.0, 42.0, 24.545454545454547)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:49.319857,"(8.0, 15.0, 14.166666666666666)","(1.6, 1.98, 1.8911111111111112)","(20.0, 28.0, 24.5)","(5.0, 8.4, 8.040000000000001)","(16.0, 42.0, 29.46666666666667)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:50.550758,"(8.0, 15.0, 14.166666666666666)","(1.6, 1.98, 1.8911111111111112)","(20.0, 28.0, 24.5)","(5.0, 8.4, 8.040000000000001)","(16.0, 42.0, 35.733333333333334)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:51.610625,"(8.0, 15.0, 14.166666666666666)","(1.6, 1.98, 1.8911111111111112)","(20.0, 28.0, 24.5)","(5.0, 8.4, 8.040000000000001)","(16.0, 42.0, 35.733333333333334)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:52.720134,"(8.0, 15.0, 14.166666666666666)","(1.6, 1.98, 1.8911111111111112)","(20.0, 28.0, 22.0)","(5.0, 8.4, 8.040000000000001)","(16.0, 42.0, 35.733333333333334)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:53.927272,"(8.0, 15.0, 13.814814814814815)","(1.6, 1.98, 1.8911111111111112)","(20.0, 28.0, 22.0)","(5.0, 8.4, 8.040000000000001)","(16.0, 42.0, 35.733333333333334)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:55.075888,"(8.0, 15.0, 11.88888888888889)","(1.6, 1.98, 1.8911111111111112)","(20.0, 28.0, 24.0)","(5.0, 8.4, 8.040000000000001)","(16.0, 42.0, 35.733333333333334)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:56.224341,"(8.0, 15.0, 11.88888888888889)","(1.6, 1.98, 1.8955555555555557)","(20.0, 27.0, 22.0)","(5.0, 8.4, 8.040000000000001)","(16.0, 42.0, 35.733333333333334)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:57.427216,"(8.0, 15.0, 11.88888888888889)","(1.6, 1.98, 1.8955555555555557)","(20.0, 27.0, 23.5)","(5.0, 8.4, 8.040000000000001)","(16.0, 42.0, 35.733333333333334)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:58.578716,"(8.0, 15.0, 11.88888888888889)","(1.6, 1.98, 1.9325)","(20.0, 26.0, 23.5)","(5.0, 8.4, 8.040000000000001)","(16.0, 42.0, 26.666666666666668)","(4.6, 5.1, 5.029999999999999)"
07-01-2023 19:54:59.736932,"(8.0, 15.0, 11.88888888888889)","(1.6, 1.98, 1.9325)","(20.0, 26.0, 21.714285714285715)","(5.0, 8.4, 8.040000000000001)","(16.0, 42.0, 30.5)","(4.6, 5.1, 5.0)"
07-01-2023 19:55:00.814507,"(8.0, 15.0, 11.88888888888889)","(1.6, 1.98, 1.9438095238095239)","(20.0, 26.0, 22.0)","(5.0, 8.4, 8.040000000000001)","(16.0, 42.0, 30.5)","(4.6, 5.1, 5.0)"
07-01-2023 19:55:02.313355,"(8.0, 15.0, 11.88888888888889)","(1.6, 1.98, 1.9438095238095239)","(20.0, 26.0, 22.0)","(5.0, 8.4, 8.040000000000001)","(16.0, 42.0, 30.5)","(4.6, 5.1, 5.0)"
07-01-2023 19:55:04.506833,"(8.0, 15.0, 12.0)","(1.6, 1.98, 1.9438095238095239)","(20.0, 26.0, 22.0)","(5.0, 8.4, 8.040000000000001)","(16.0, 42.0, 30.5)","(4.6, 5.1, 5.0)"
07-01-2023 19:55:05.736566,"(8.0, 15.0, 12.0)","(1.6, 1.98, 1.9438095238095239)","(20.0, 26.0, 22.0)","(5.0, 8.4, 8.040000000000001)","(16.0, 42.0, 30.0)","(4.6, 5.1, 5.0)"
07-01-2023 19:55:06.903935,"(8.0, 15.0, 12.0)","(1.6, 1.98, 1.9438095238095239)","(20.0, 26.0, 22.0)","(5.0, 8.4, 7.7368421052631575)","(16.0, 42.0, 30.0)","(4.6, 5.1, 5.0)"
07-01-2023 19:55:08.021403,"(8.0, 15.0, 12.0)","(1.6, 1.98, 1.9438095238095239)","(20.0, 26.0, 22.0)","(5.0, 8.4, 7.7368421052631575)","(16.0, 42.0, 35.57142857142857)","(4.6, 5.1, 5.0)"
07-01-2023 19:55:09.168923,"(8.0, 15.0, 11.88888888888889)","(1.6, 1.98, 1.9438095238095239)","(20.0, 26.0, 22.0)","(5.0, 8.4, 7.7368421052631575)","(16.0, 42.0, 35.57142857142857)","(4.6, 5.1, 5.0)"
07-01-2023 19:55:10.297620,"(8.0, 15.0, 11.88888888888889)","(1.6, 1.98, 1.9438095238095239)","(20.0, 26.0, 22.0)","(5.0, 8.4, 7.7368421052631575)","(16.0, 42.0, 35.57142857142857)","(4.6, 5.1, 5.0)"
07-01-2023 19:55:11.458024,"(8.0, 15.0, 11.88888888888889)","(1.6, 1.98, 1.9438095238095239)","(20.0, 26.0, 22.0)","(5.0, 8.4, 7.7368421052631575)","(16.0, 42.0, 35.57142857142857)","(4.6, 5.1, 5.0)"
07-01-2023 19:55:12.625198,"(8.0, 15.0, 11.88888888888889)","(1.6, 1.98, 1.9438095238095239)","(20.0, 26.0, 22.0)","(5.0, 8.4, 7.32)","(16.0, 42.0, 35.57142857142857)","(4.6, 5.1, 5.0)"
07-01-2023 19:55:13.795041,"(8.0, 15.0, 11.88888888888889)","(1.6, 1.98, 1.9438095238095239)","(20.0, 26.0, 22.0)","(5.0, 8.4, 7.32)","(16.0, 42.0, 35.57142857142857)","(4.6, 5.1, 5.0)"
07-01-2023 19:55:15.032214,"(8.0, 15.0, 11.88888888888889)","(1.6, 1.98, 1.9438095238095239)","(20.0, 26.0, 22.0)","(5.0, 8.4, 7.32)","(16.0, 42.0, 35.57142857142857)","(4.6, 5.1, 5.0)"
07-01-2023 19:55:16.140747,"(8.0, 15.0, 11.88888888888889)","(1.6, 1.98, 1.9438095238095239)","(20.0, 26.0, 22.0)","(5.0, 8.4, 7.32)","(16.0, 42.0, 35.57142857142857)","(4.6, 5.1, 5.0)"
07-01-2023 19:55:17.246035,"(8.0, 14.5, 13.0)","(1.6, 1.98, 1.8900000000000001)","(20.0, 26.0, 22.0)","(5.0, 8.4, 7.32)","(16.0, 42.0, 27.333333333333332)","(4.6, 5.1, 5.0)"
07-01-2023 19:55:18.453054,"(8.0, 14.5, 13.0)","(1.6, 1.98, 1.9472727272727273)","(20.0, 26.0, 22.0)","(5.0, 8.4, 7.32)","(16.0, 42.0, 34.666666666666664)","(4.6, 5.1, 5.0)"
07-01-2023 19:55:19.599032,"(8.0, 14.5, 13.0)","(1.6, 1.98, 1.9472727272727273)","(20.0, 26.0, 22.0)","(5.0, 8.4, 7.32)","(16.0, 42.0, 34.666666666666664)","(4.6, 5.1, 5.0)"
07-01-2023 19:55:20.754402,"(8.0, 14.5, 13.0)","(1.6, 1.98, 1.9472727272727273)","(20.0, 26.0, 22.0)","(5.0, 8.4, 7.32)","(16.0, 42.0, 34.666666666666664)","(4.6, 5.1, 5.0)"
07-01-2023 19:55:21.894490,"(8.0, 14.5, 13.0)","(1.6, 1.98, 1.9472727272727273)","(20.0, 26.0, 22.0)","(5.0, 8.4, 7.32)","(16.0, 42.0, 34.666666666666664)","(4.6, 5.1, 5.0)"
