,Little Winnie,Its Luigi,Fritter,Meehan Magpie,Angry Betty,Jocularity,Avery Charm,Tonics Girl
05-01-2023 13:31:46.329300,"(10.0, 26.0, 15.6)","(15.0, 40.0, 23.214285714285715)","(14.0, 30.0, 17.857142857142858)","(1.9, 2.64, 1.932173913043478)","(4.0, 7.4, 4.983333333333333)","(16.0, 140.0, 44.16666666666667)","(31.0, 120.0, 67.22222222222223)","(4.8, 7.4, 5.0375000000000005)"
05-01-2023 13:31:47.469390,"(10.0, 26.0, 15.6)","(15.0, 40.0, 23.214285714285715)","(14.0, 30.0, 17.857142857142858)","(1.9, 2.64, 1.932173913043478)","(4.0, 7.4, 4.5875)","(16.0, 140.0, 44.16666666666667)","(31.0, 120.0, 67.22222222222223)","(4.8, 7.4, 5.0375000000000005)"
05-01-2023 13:31:48.539336,"(10.0, 26.0, 15.6)","(15.0, 40.0, 23.214285714285715)","(14.0, 30.0, 17.857142857142858)","(1.9, 2.64, 1.932173913043478)","(4.0, 7.4, 4.5875)","(16.0, 140.0, 44.16666666666667)","(31.0, 120.0, 67.22222222222223)","(4.8, 7.4, 5.0375000000000005)"
05-01-2023 13:31:49.665161,"(10.0, 26.0, 15.6)","(15.0, 40.0, 23.214285714285715)","(14.0, 30.0, 14.7)","(1.9, 2.64, 1.9528571428571428)","(4.0, 7.4, 4.5875)","(16.0, 140.0, 37.77777777777778)","(31.0, 120.0, 37.2)","(4.8, 7.4, 5.0375000000000005)"
05-01-2023 13:31:50.790694,"(10.0, 26.0, 14.857142857142858)","(15.0, 40.0, 23.214285714285715)","(14.0, 30.0, 15.6)","(1.9, 2.64, 1.9528571428571428)","(4.0, 7.4, 4.5875)","(16.0, 140.0, 37.77777777777778)","(31.0, 120.0, 37.2)","(4.8, 7.4, 5.0375000000000005)"
05-01-2023 13:31:52.340705,"(10.0, 26.0, 14.857142857142858)","(15.0, 40.0, 23.214285714285715)","(14.0, 30.0, 15.6)","(1.9, 2.64, 1.9528571428571428)","(4.0, 7.4, 4.5875)","(16.0, 140.0, 37.77777777777778)","(31.0, 120.0, 37.2)","(4.8, 7.4, 5.0375000000000005)"
05-01-2023 13:31:53.723923,"(10.0, 26.0, 14.857142857142858)","(15.0, 40.0, 23.214285714285715)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.055)","(4.0, 7.4, 4.5875)","(16.0, 140.0, 37.77777777777778)","(31.0, 120.0, 37.2)","(4.8, 7.4, 5.0375000000000005)"
05-01-2023 13:31:54.970592,"(10.0, 26.0, 14.857142857142858)","(15.0, 40.0, 23.214285714285715)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.055)","(4.0, 7.4, 4.5875)","(16.0, 140.0, 37.77777777777778)","(31.0, 120.0, 35.07692307692308)","(4.8, 7.4, 5.057142857142857)"
05-01-2023 13:31:56.209286,"(10.0, 26.0, 16.823529411764707)","(15.0, 40.0, 23.214285714285715)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.055)","(4.0, 7.4, 4.5875)","(16.0, 140.0, 37.77777777777778)","(31.0, 120.0, 35.07692307692308)","(4.8, 7.2, 5.057142857142857)"
05-01-2023 13:31:57.398695,"(10.0, 26.0, 16.823529411764707)","(15.0, 40.0, 23.214285714285715)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.07125)","(4.0, 7.4, 4.5875)","(16.0, 140.0, 37.77777777777778)","(31.0, 120.0, 35.07692307692308)","(4.8, 7.2, 5.64)"
05-01-2023 13:31:58.717127,"(10.0, 26.0, 16.823529411764707)","(15.0, 40.0, 23.214285714285715)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.07125)","(4.0, 7.4, 5.031578947368422)","(16.0, 140.0, 37.77777777777778)","(31.0, 120.0, 35.07692307692308)","(4.8, 7.2, 5.057142857142857)"
05-01-2023 13:31:59.965900,"(10.0, 26.0, 16.823529411764707)","(15.0, 40.0, 23.214285714285715)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.07125)","(4.0, 7.4, 5.031578947368422)","(16.0, 140.0, 37.77777777777778)","(31.0, 120.0, 35.07692307692308)","(4.8, 7.2, 5.057142857142857)"
05-01-2023 13:32:01.255501,"(10.0, 26.0, 16.823529411764707)","(15.0, 40.0, 21.2)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.03875)","(4.0, 7.4, 5.031578947368422)","(16.0, 140.0, 73.14285714285714)","(31.0, 120.0, 35.07692307692308)","(4.8, 7.2, 5.057142857142857)"
05-01-2023 13:32:02.539942,"(10.0, 26.0, 16.823529411764707)","(15.0, 40.0, 21.2)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.03875)","(4.0, 7.4, 5.031578947368422)","(16.0, 140.0, 36.888888888888886)","(31.0, 120.0, 36.0)","(4.8, 7.2, 5.057142857142857)"
05-01-2023 13:32:03.783169,"(10.0, 26.0, 16.823529411764707)","(15.0, 40.0, 21.2)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.055)","(4.0, 7.4, 5.189473684210526)","(16.0, 140.0, 36.888888888888886)","(31.0, 120.0, 36.0)","(4.8, 7.2, 5.057142857142857)"
05-01-2023 13:32:04.989424,"(10.0, 26.0, 16.823529411764707)","(15.0, 40.0, 21.2)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.055)","(4.0, 7.4, 5.189473684210526)","(16.0, 140.0, 36.888888888888886)","(31.0, 120.0, 36.0)","(4.8, 7.2, 5.057142857142857)"
05-01-2023 13:32:06.354313,"(10.0, 26.0, 16.823529411764707)","(15.0, 40.0, 21.2)","(14.0, 30.0, 15.6)","(1.9, 2.64, 1.9342857142857142)","(4.0, 7.4, 5.189473684210526)","(16.0, 140.0, 36.888888888888886)","(31.0, 120.0, 36.0)","(4.8, 7.2, 5.057142857142857)"
05-01-2023 13:32:07.617258,"(10.0, 26.0, 16.823529411764707)","(15.0, 40.0, 21.2)","(14.0, 30.0, 15.6)","(1.9, 2.64, 1.925)","(4.0, 7.4, 5.189473684210526)","(16.0, 140.0, 36.888888888888886)","(31.0, 120.0, 36.0)","(4.8, 7.2, 5.057142857142857)"
05-01-2023 13:32:08.910589,"(10.0, 26.0, 16.823529411764707)","(15.0, 40.0, 21.2)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.055)","(4.0, 7.4, 5.7555555555555555)","(16.0, 140.0, 36.888888888888886)","(31.0, 120.0, 36.0)","(4.8, 7.2, 5.083333333333334)"
05-01-2023 13:32:10.258253,"(10.0, 24.0, 17.23076923076923)","(15.0, 40.0, 21.2)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.055)","(4.0, 7.2, 5.7555555555555555)","(16.0, 140.0, 36.888888888888886)","(31.0, 120.0, 36.0)","(4.8, 7.0, 4.909090909090909)"
05-01-2023 13:32:11.443978,"(10.0, 24.0, 17.23076923076923)","(15.0, 40.0, 21.2)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.055)","(4.0, 7.2, 5.7555555555555555)","(16.0, 140.0, 36.888888888888886)","(31.0, 120.0, 36.0)","(4.8, 7.0, 5.3999999999999995)"
05-01-2023 13:32:12.679649,"(10.0, 24.0, 17.23076923076923)","(15.0, 40.0, 21.2)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.055)","(4.0, 7.2, 5.7555555555555555)","(16.0, 140.0, 36.888888888888886)","(31.0, 120.0, 36.0)","(4.8, 5.6, 5.3999999999999995)"
05-01-2023 13:32:13.859644,"(10.0, 24.0, 17.23076923076923)","(15.0, 40.0, 21.2)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.055)","(4.0, 7.2, 5.7555555555555555)","(16.0, 140.0, 36.888888888888886)","(31.0, 120.0, 36.0)","(4.8, 5.6, 5.3999999999999995)"
05-01-2023 13:32:15.005463,"(10.0, 24.0, 17.23076923076923)","(15.0, 40.0, 21.2)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.055)","(4.0, 7.2, 5.24)","(16.0, 140.0, 36.888888888888886)","(31.0, 120.0, 36.0)","(4.8, 5.6, 5.3999999999999995)"
05-01-2023 13:32:16.287138,"(10.0, 25.0, 16.846153846153847)","(15.0, 40.0, 21.2)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.2066666666666666)","(4.0, 7.4, 5.866666666666667)","(16.0, 140.0, 36.888888888888886)","(31.0, 120.0, 36.92307692307692)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:32:17.731003,"(10.0, 23.0, 16.846153846153847)","(15.0, 40.0, 21.2)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.2066666666666666)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 36.888888888888886)","(31.0, 120.0, 36.92307692307692)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:32:19.005947,"(10.0, 23.0, 16.846153846153847)","(15.0, 40.0, 22.642857142857142)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.2066666666666666)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 47.2)","(31.0, 120.0, 36.92307692307692)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:32:20.412908,"(10.0, 23.0, 16.846153846153847)","(15.0, 38.0, 24.3)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.2066666666666666)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 47.2)","(31.0, 120.0, 36.92307692307692)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:32:21.697865,"(10.0, 23.0, 16.846153846153847)","(15.0, 36.0, 24.3)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.2066666666666666)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 47.2)","(31.0, 120.0, 36.92307692307692)","(4.8, 5.6, 5.535294117647059)"
05-01-2023 13:32:22.919336,"(10.0, 23.0, 16.846153846153847)","(15.0, 36.0, 24.3)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.07125)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 47.2)","(31.0, 120.0, 36.92307692307692)","(4.8, 5.6, 5.538888888888889)"
05-01-2023 13:32:24.115473,"(10.0, 22.0, 17.5)","(15.0, 36.0, 24.3)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.0875)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 47.2)","(31.0, 120.0, 36.92307692307692)","(4.8, 5.6, 5.538888888888889)"
05-01-2023 13:32:25.252851,"(10.0, 22.0, 17.5)","(15.0, 36.0, 24.3)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.0875)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 47.2)","(31.0, 120.0, 36.92307692307692)","(4.8, 5.6, 5.538888888888889)"
05-01-2023 13:32:26.358153,"(10.0, 22.0, 17.5)","(15.0, 36.0, 24.3)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.0875)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 47.2)","(31.0, 120.0, 36.92307692307692)","(4.8, 5.6, 5.538888888888889)"
05-01-2023 13:32:27.586580,"(10.0, 22.0, 17.5)","(15.0, 36.0, 24.3)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.0875)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 47.2)","(31.0, 120.0, 36.92307692307692)","(4.8, 5.6, 5.538888888888889)"
05-01-2023 13:32:28.769724,"(10.0, 22.0, 17.5)","(15.0, 36.0, 24.3)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.0875)","(4.0, 7.2, 5.32)","(16.0, 140.0, 38.666666666666664)","(31.0, 120.0, 38.76923076923077)","(4.8, 5.6, 5.457142857142856)"
05-01-2023 13:32:30.142602,"(10.0, 25.0, 19.666666666666664)","(15.0, 36.0, 24.3)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.156111111111111)","(4.0, 7.4, 5.866666666666667)","(16.0, 140.0, 38.666666666666664)","(31.0, 120.0, 38.76923076923077)","(4.8, 5.6, 5.457142857142856)"
05-01-2023 13:32:31.348282,"(10.0, 24.0, 16.055555555555557)","(15.0, 36.0, 24.3)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.156111111111111)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 38.666666666666664)","(31.0, 120.0, 40.61538461538461)","(4.8, 5.6, 5.457142857142856)"
05-01-2023 13:32:32.556752,"(10.0, 24.0, 15.894736842105264)","(15.0, 36.0, 24.3)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.1429411764705883)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 38.666666666666664)","(31.0, 120.0, 40.61538461538461)","(4.8, 5.6, 5.42)"
05-01-2023 13:32:33.852614,"(10.0, 24.0, 15.894736842105264)","(15.0, 36.0, 24.3)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.1429411764705883)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 58.54545454545455)","(31.0, 120.0, 40.61538461538461)","(4.8, 5.6, 5.42)"
05-01-2023 13:32:35.212349,"(10.0, 24.0, 15.894736842105264)","(15.0, 36.0, 24.3)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.1429411764705883)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 58.54545454545455)","(31.0, 120.0, 40.61538461538461)","(4.8, 5.6, 5.42)"
05-01-2023 13:32:36.530428,"(10.0, 24.0, 18.5)","(15.0, 36.0, 24.3)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.192222222222222)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 58.54545454545455)","(31.0, 120.0, 40.61538461538461)","(4.8, 5.6, 5.466666666666667)"
05-01-2023 13:32:37.815017,"(10.0, 23.0, 18.0)","(15.0, 36.0, 24.3)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.1525)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 58.54545454545455)","(31.0, 120.0, 40.61538461538461)","(4.8, 5.6, 5.466666666666667)"
05-01-2023 13:32:39.029884,"(10.0, 23.0, 18.0)","(15.0, 36.0, 24.3)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.1525)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 58.54545454545455)","(31.0, 120.0, 40.61538461538461)","(4.8, 5.6, 5.466666666666667)"
05-01-2023 13:32:40.306367,"(10.0, 23.0, 18.0)","(15.0, 36.0, 24.3)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.1525)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 58.54545454545455)","(31.0, 120.0, 40.61538461538461)","(4.8, 5.6, 5.466666666666667)"
05-01-2023 13:32:41.532464,"(10.0, 23.0, 18.0)","(15.0, 36.0, 24.3)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.1525)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 58.54545454545455)","(31.0, 120.0, 40.61538461538461)","(4.8, 5.6, 5.466666666666667)"
05-01-2023 13:32:42.711581,"(10.0, 16.0, 14.5)","(15.0, 36.0, 21.375)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.1525)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 58.54545454545455)","(31.0, 120.0, 40.61538461538461)","(4.8, 5.6, 5.466666666666667)"
05-01-2023 13:32:43.955675,"(10.0, 22.0, 16.6)","(15.0, 36.0, 21.375)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.221111111111111)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 58.54545454545455)","(31.0, 120.0, 40.61538461538461)","(4.8, 5.6, 5.508333333333333)"
05-01-2023 13:32:45.226219,"(10.0, 21.0, 15.285714285714285)","(15.0, 36.0, 21.375)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.185)","(4.0, 7.2, 5.866666666666667)","(16.0, 140.0, 58.54545454545455)","(31.0, 120.0, 40.61538461538461)","(4.8, 5.6, 5.508333333333333)"
05-01-2023 13:32:46.447855,"(10.0, 21.0, 14.333333333333334)","(15.0, 36.0, 21.375)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.2270588235294118)","(4.0, 7.2, 5.9222222222222225)","(16.0, 140.0, 58.54545454545455)","(31.0, 120.0, 40.61538461538461)","(4.8, 5.6, 5.433333333333333)"
05-01-2023 13:32:47.647887,"(10.0, 21.0, 14.333333333333334)","(15.0, 36.0, 21.375)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.2175000000000002)","(4.0, 7.2, 5.825)","(16.0, 140.0, 58.54545454545455)","(31.0, 120.0, 40.61538461538461)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:32:48.815411,"(10.0, 21.0, 14.333333333333334)","(15.0, 36.0, 21.375)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.2175000000000002)","(4.0, 7.2, 5.977777777777778)","(16.0, 140.0, 71.6923076923077)","(31.0, 120.0, 40.61538461538461)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:32:49.915615,"(10.0, 21.0, 13.916666666666666)","(15.0, 36.0, 21.375)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.185)","(4.0, 7.2, 7.08)","(16.0, 140.0, 42.22222222222222)","(31.0, 120.0, 40.61538461538461)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:32:51.059602,"(10.0, 22.0, 14.875)","(15.0, 36.0, 21.375)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.185)","(4.0, 7.6, 6.066666666666666)","(16.0, 140.0, 42.22222222222222)","(31.0, 120.0, 40.61538461538461)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:32:52.178400,"(10.0, 21.0, 13.916666666666666)","(15.0, 36.0, 21.375)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.16875)","(4.0, 7.4, 6.066666666666666)","(16.0, 140.0, 42.22222222222222)","(31.0, 120.0, 36.0)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:32:53.374874,"(10.0, 21.0, 13.916666666666666)","(15.0, 36.0, 21.375)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.16875)","(4.0, 7.4, 6.066666666666666)","(16.0, 140.0, 42.22222222222222)","(31.0, 120.0, 36.0)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:32:54.893323,"(10.0, 21.0, 13.916666666666666)","(15.0, 36.0, 21.375)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.16875)","(4.0, 7.4, 6.066666666666666)","(16.0, 140.0, 42.22222222222222)","(31.0, 120.0, 36.0)","(4.8, 5.6, 5.433333333333333)"
05-01-2023 13:32:56.341953,"(10.0, 21.0, 13.916666666666666)","(15.0, 36.0, 21.375)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.16875)","(4.0, 7.4, 6.066666666666666)","(16.0, 140.0, 42.22222222222222)","(31.0, 120.0, 36.0)","(4.8, 5.6, 5.433333333333333)"
05-01-2023 13:32:57.534850,"(10.0, 21.0, 13.916666666666666)","(15.0, 36.0, 21.375)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.2355555555555555)","(4.0, 7.4, 6.066666666666666)","(16.0, 140.0, 42.22222222222222)","(31.0, 120.0, 36.0)","(4.8, 5.6, 5.433333333333333)"
05-01-2023 13:32:58.804689,"(10.0, 22.0, 14.083333333333334)","(15.0, 36.0, 21.375)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.20125)","(4.0, 7.4, 6.066666666666666)","(16.0, 140.0, 42.22222222222222)","(31.0, 120.0, 36.0)","(4.8, 5.6, 5.433333333333333)"
05-01-2023 13:33:00.205638,"(10.0, 22.0, 14.083333333333334)","(15.0, 36.0, 21.375)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.20125)","(4.0, 7.4, 6.066666666666666)","(16.0, 140.0, 42.22222222222222)","(31.0, 120.0, 36.0)","(4.8, 5.6, 5.433333333333333)"
05-01-2023 13:33:01.596949,"(10.0, 22.0, 14.083333333333334)","(15.0, 36.0, 21.375)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.20125)","(4.0, 7.4, 5.463157894736842)","(16.0, 140.0, 42.22222222222222)","(31.0, 120.0, 36.0)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:33:02.864066,"(10.0, 22.0, 14.083333333333334)","(15.0, 36.0, 21.375)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.20125)","(4.0, 7.2, 5.463157894736842)","(16.0, 140.0, 42.22222222222222)","(31.0, 120.0, 36.0)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:33:04.202177,"(10.0, 22.0, 14.083333333333334)","(15.0, 36.0, 21.375)","(14.0, 30.0, 15.6)","(1.9, 2.64, 2.20125)","(4.0, 7.2, 5.463157894736842)","(16.0, 140.0, 42.22222222222222)","(31.0, 120.0, 36.0)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:33:05.504773,"(10.0, 23.0, 13.117647058823529)","(15.0, 36.0, 21.375)","(14.0, 30.0, 14.416666666666666)","(1.9, 2.64, 2.2644444444444445)","(4.0, 7.2, 5.888888888888889)","(16.0, 140.0, 44.0)","(31.0, 120.0, 49.25)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:33:06.761448,"(10.0, 22.0, 13.058823529411764)","(15.0, 36.0, 21.375)","(14.0, 30.0, 15.31578947368421)","(1.9, 2.64, 2.23375)","(4.0, 7.0, 5.888888888888889)","(16.0, 140.0, 44.0)","(31.0, 110.0, 49.25)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:33:08.016180,"(10.0, 22.0, 13.0)","(15.0, 36.0, 24.3)","(14.0, 30.0, 15.31578947368421)","(1.9, 2.64, 2.23375)","(4.0, 7.0, 5.888888888888889)","(16.0, 140.0, 44.0)","(31.0, 110.0, 49.25)","(4.8, 5.6, 5.2)"
05-01-2023 13:33:09.469015,"(10.0, 22.0, 13.0)","(15.0, 36.0, 33.214285714285715)","(14.0, 30.0, 15.31578947368421)","(1.9, 2.64, 2.23375)","(4.0, 7.0, 5.888888888888889)","(16.0, 140.0, 45.77777777777778)","(31.0, 110.0, 49.25)","(4.8, 5.6, 5.433333333333333)"
05-01-2023 13:33:10.875640,"(10.0, 22.0, 13.0)","(15.0, 36.0, 33.214285714285715)","(14.0, 30.0, 15.31578947368421)","(1.9, 2.64, 2.23375)","(4.0, 7.0, 5.888888888888889)","(16.0, 140.0, 45.77777777777778)","(31.0, 110.0, 49.25)","(4.8, 5.6, 5.433333333333333)"
05-01-2023 13:33:12.299420,"(10.0, 22.0, 13.0)","(15.0, 36.0, 33.214285714285715)","(14.0, 30.0, 15.31578947368421)","(1.9, 2.64, 2.2662500000000003)","(4.0, 7.0, 5.888888888888889)","(16.0, 140.0, 69.33333333333334)","(31.0, 110.0, 49.25)","(4.8, 5.6, 5.433333333333333)"
05-01-2023 13:33:13.619829,"(10.0, 21.0, 13.916666666666666)","(15.0, 36.0, 33.214285714285715)","(14.0, 30.0, 16.05)","(1.9, 2.64, 2.2662500000000003)","(4.0, 7.0, 5.888888888888889)","(16.0, 140.0, 69.33333333333334)","(31.0, 110.0, 49.25)","(4.8, 5.6, 5.433333333333333)"
05-01-2023 13:33:14.911087,"(10.0, 21.0, 13.0)","(15.0, 36.0, 33.214285714285715)","(14.0, 30.0, 21.28125)","(1.9, 2.64, 2.2662500000000003)","(4.0, 7.0, 5.888888888888889)","(16.0, 140.0, 69.33333333333334)","(31.0, 110.0, 49.25)","(4.8, 5.6, 5.433333333333333)"
05-01-2023 13:33:16.228862,"(10.0, 21.0, 13.0)","(15.0, 36.0, 33.214285714285715)","(14.0, 30.0, 21.28125)","(1.9, 2.64, 2.2662500000000003)","(4.0, 7.0, 5.888888888888889)","(16.0, 140.0, 69.33333333333334)","(31.0, 110.0, 49.25)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:33:17.543861,"(10.0, 21.0, 13.0)","(15.0, 36.0, 33.214285714285715)","(14.0, 30.0, 21.28125)","(1.9, 2.64, 2.2662500000000003)","(4.0, 7.0, 5.888888888888889)","(16.0, 140.0, 69.33333333333334)","(31.0, 110.0, 46.75)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:33:18.775879,"(10.0, 21.0, 13.0)","(15.0, 36.0, 33.214285714285715)","(14.0, 30.0, 21.28125)","(1.9, 2.64, 2.3222222222222224)","(4.0, 7.0, 5.888888888888889)","(16.0, 140.0, 69.33333333333334)","(31.0, 100.0, 46.75)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:33:20.020381,"(10.0, 20.0, 13.75)","(15.0, 38.0, 31.384615384615383)","(14.0, 30.0, 21.28125)","(1.9, 2.64, 2.3222222222222224)","(4.0, 7.0, 5.333333333333333)","(16.0, 140.0, 69.33333333333334)","(31.0, 100.0, 46.75)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:33:21.190079,"(10.0, 20.0, 13.0)","(15.0, 38.0, 30.586206896551722)","(14.0, 30.0, 21.28125)","(1.9, 2.64, 2.3222222222222224)","(4.0, 7.0, 5.333333333333333)","(16.0, 140.0, 69.33333333333334)","(31.0, 100.0, 46.75)","(4.8, 5.6, 5.449999999999999)"
05-01-2023 13:33:22.682113,"(10.0, 20.0, 13.0)","(15.0, 38.0, 23.0)","(14.0, 30.0, 17.727272727272727)","(1.9, 2.64, 2.29875)","(4.0, 7.0, 5.333333333333333)","(16.0, 140.0, 69.33333333333334)","(31.0, 100.0, 46.75)","(4.8, 5.6, 5.433333333333333)"
05-01-2023 13:33:24.609105,"(10.0, 20.0, 13.0)","(15.0, 38.0, 23.0)","(14.0, 30.0, 17.727272727272727)","(1.9, 2.64, 2.29875)","(4.0, 7.0, 5.333333333333333)","(16.0, 140.0, 69.33333333333334)","(31.0, 100.0, 46.75)","(4.8, 5.6, 5.433333333333333)"
05-01-2023 13:33:25.829428,"(10.0, 20.0, 13.0)","(15.0, 38.0, 31.0)","(14.0, 30.0, 22.058823529411764)","(1.9, 2.64, 2.336666666666667)","(4.0, 7.0, 5.333333333333333)","(16.0, 140.0, 69.33333333333334)","(31.0, 100.0, 46.75)","(4.8, 5.6, 5.433333333333333)"
05-01-2023 13:33:27.059689,"(10.0, 19.5, 13.666666666666666)","(15.0, 38.0, 31.0)","(14.0, 30.0, 22.058823529411764)","(1.9, 2.64, 2.192222222222222)","(4.0, 7.0, 5.333333333333333)","(16.0, 140.0, 69.33333333333334)","(31.0, 100.0, 46.75)","(4.8, 5.6, 5.433333333333333)"
05-01-2023 13:33:28.392995,"(10.0, 19.5, 13.666666666666666)","(15.0, 38.0, 19.363636363636363)","(14.0, 30.0, 16.95)","(1.9, 2.64, 2.1525)","(4.0, 7.0, 5.333333333333333)","(16.0, 140.0, 69.33333333333334)","(31.0, 100.0, 46.75)","(4.8, 5.6, 5.433333333333333)"
05-01-2023 13:33:29.627911,"(10.0, 19.5, 13.666666666666666)","(15.0, 38.0, 19.363636363636363)","(14.0, 30.0, 21.3)","(1.9, 2.64, 2.185)","(4.0, 7.0, 5.333333333333333)","(16.0, 140.0, 69.33333333333334)","(31.0, 100.0, 46.75)","(4.8, 5.6, 5.433333333333333)"
05-01-2023 13:33:30.956973,"(10.0, 19.5, 13.0)","(15.0, 38.0, 19.363636363636363)","(14.0, 30.0, 21.3)","(1.9, 2.64, 2.185)","(4.0, 7.0, 5.333333333333333)","(16.0, 140.0, 69.33333333333334)","(31.0, 100.0, 46.75)","(4.8, 5.6, 5.433333333333333)"
05-01-2023 13:33:32.392106,"(10.0, 19.5, 13.277777777777779)","(15.0, 38.0, 19.363636363636363)","(14.0, 30.0, 21.3)","(1.9, 2.64, 2.1525)","(4.0, 7.0, 5.1375)","(16.0, 140.0, 69.33333333333334)","(31.0, 100.0, 35.0)","(4.8, 5.6, 5.433333333333333)"
