,Meatloaf,Phantom Ace,Palesa Bale,Nighthawk Angel,Goldstar Darwin,Tea Time Tiger,Captain Tim,Goldstar Hope
09-01-2023 09:38:07.226769,"(8.0, 32.0, 27.0)","(2.9, 3.05, 2.994736842105263)","(5.5, 7.8, 6.45)","(4.8, 5.9, 5.666666666666667)","(4.8, 7.2, 6.986666666666666)","(15.0, 22.0, 19.75)","(61.0, 540.0, 312.22222222222223)","(6.5, 13.0, 11.457142857142857)"
09-01-2023 09:38:08.364085,"(8.0, 32.0, 29.647058823529413)","(2.9, 3.0, 2.9945454545454546)","(5.5, 7.8, 6.45)","(4.8, 5.9, 5.666666666666667)","(4.8, 7.2, 6.986666666666666)","(15.0, 23.0, 19.75)","(61.0, 540.0, 312.22222222222223)","(6.5, 13.0, 11.457142857142857)"
09-01-2023 09:38:09.516244,"(8.0, 32.0, 30.51851851851852)","(2.9, 3.0, 2.9857142857142858)","(5.5, 7.8, 6.490909090909091)","(4.8, 5.9, 5.666666666666667)","(4.8, 7.2, 6.953846153846154)","(15.0, 23.0, 20.833333333333332)","(61.0, 540.0, 432.10526315789474)","(6.5, 13.0, 11.457142857142857)"
09-01-2023 09:38:10.592360,"(8.0, 32.0, 28.666666666666664)","(2.9, 3.0, 2.9857142857142858)","(5.5, 7.8, 6.490909090909091)","(4.8, 5.9, 5.666666666666667)","(4.8, 7.2, 6.953846153846154)","(15.0, 23.0, 20.833333333333332)","(61.0, 540.0, 433.3333333333333)","(6.5, 13.0, 11.457142857142857)"
09-01-2023 09:38:11.601873,"(8.0, 32.0, 22.588235294117645)","(2.9, 3.0, 2.9857142857142858)","(5.5, 7.8, 6.490909090909091)","(4.8, 5.9, 5.666666666666667)","(4.8, 7.2, 6.953846153846154)","(15.0, 23.0, 20.833333333333332)","(61.0, 550.0, 433.3333333333333)","(6.5, 13.0, 11.457142857142857)"
09-01-2023 09:38:12.661422,"(8.0, 29.0, 27.299999999999997)","(2.9, 3.0, 2.9857142857142858)","(5.5, 7.8, 6.490909090909091)","(4.8, 5.9, 5.666666666666667)","(4.8, 7.2, 6.986666666666666)","(15.0, 23.0, 20.833333333333332)","(61.0, 550.0, 433.3333333333333)","(6.5, 13.0, 11.457142857142857)"
09-01-2023 09:38:13.656361,"(8.0, 29.0, 24.75)","(2.9, 3.0, 2.9857142857142858)","(5.5, 7.8, 6.490909090909091)","(4.8, 5.9, 5.666666666666667)","(4.8, 7.2, 6.986666666666666)","(15.0, 23.0, 20.833333333333332)","(61.0, 550.0, 433.3333333333333)","(6.5, 13.0, 11.457142857142857)"
09-01-2023 09:38:14.699415,"(8.0, 29.0, 28.15)","(2.9, 3.0, 2.9857142857142858)","(5.5, 7.8, 6.54)","(4.8, 5.9, 5.586956521739131)","(4.8, 7.2, 7.027027027027027)","(15.0, 23.0, 20.833333333333332)","(61.0, 550.0, 433.3333333333333)","(6.5, 13.0, 11.457142857142857)"
09-01-2023 09:38:15.726280,"(8.0, 29.0, 24.875)","(2.9, 3.0, 2.9857142857142858)","(5.5, 7.6, 6.4799999999999995)","(4.8, 5.9, 5.586956521739131)","(4.8, 7.2, 7.069565217391304)","(15.0, 23.0, 20.2)","(61.0, 550.0, 433.3333333333333)","(6.5, 13.0, 11.457142857142857)"
09-01-2023 09:38:16.731355,"(8.0, 29.0, 24.875)","(2.9, 3.0, 2.9857142857142858)","(5.5, 7.4, 6.311111111111111)","(4.8, 5.9, 5.586956521739131)","(4.8, 7.2, 7.069565217391304)","(15.0, 23.0, 19.571428571428573)","(61.0, 550.0, 433.3333333333333)","(6.5, 13.0, 11.457142857142857)"
09-01-2023 09:38:17.782548,"(8.0, 29.0, 22.4)","(2.9, 3.0, 2.9857142857142858)","(5.5, 7.2, 6.553846153846154)","(4.8, 5.9, 5.586956521739131)","(4.8, 7.2, 7.069565217391304)","(15.0, 21.0, 20.035714285714285)","(61.0, 550.0, 439.4736842105263)","(6.5, 13.0, 11.457142857142857)"
09-01-2023 09:38:18.799931,"(8.0, 29.0, 17.0)","(2.9, 3.0, 2.9857142857142858)","(5.5, 7.2, 6.3428571428571425)","(4.8, 5.9, 5.557142857142858)","(4.8, 7.2, 7.069565217391304)","(15.0, 21.0, 20.035714285714285)","(61.0, 550.0, 208.33333333333331)","(6.5, 13.0, 11.92)"
09-01-2023 09:38:19.840275,"(8.0, 29.0, 17.0)","(2.9, 3.0, 2.9857142857142858)","(5.5, 7.2, 6.48)","(4.8, 5.9, 5.513636363636364)","(4.8, 7.2, 7.111111111111112)","(15.0, 21.0, 20.15625)","(61.0, 550.0, 500.95238095238096)","(6.5, 13.0, 11.866666666666667)"
09-01-2023 09:38:20.819175,"(8.0, 29.0, 17.0)","(2.9, 3.0, 2.9857142857142858)","(5.5, 7.2, 6.423529411764706)","(4.8, 5.9, 5.513636363636364)","(4.8, 7.2, 7.111111111111112)","(15.0, 21.0, 20.205882352941178)","(61.0, 540.0, 500.95238095238096)","(6.5, 13.0, 11.3)"
09-01-2023 09:38:21.911685,"(8.0, 29.0, 17.0)","(2.9, 3.0, 2.9857142857142858)","(5.5, 7.2, 6.171428571428572)","(4.8, 5.9, 5.513636363636364)","(4.8, 7.2, 7.111111111111112)","(15.0, 21.0, 20.205882352941178)","(61.0, 540.0, 502.72727272727275)","(6.5, 13.0, 11.08)"
09-01-2023 09:38:23.017416,"(8.0, 28.0, 19.0)","(2.9, 3.0, 2.9857142857142858)","(5.5, 7.2, 6.171428571428572)","(4.8, 5.9, 5.513636363636364)","(4.8, 7.2, 7.133333333333334)","(15.0, 21.0, 19.285714285714285)","(61.0, 540.0, 502.72727272727275)","(6.5, 13.0, 11.4)"
09-01-2023 09:38:24.148702,"(8.0, 27.0, 25.0)","(2.9, 3.0, 2.9857142857142858)","(5.5, 7.2, 6.142372881355932)","(4.8, 5.9, 5.513636363636364)","(4.8, 7.2, 7.152941176470589)","(15.0, 21.0, 19.666666666666668)","(61.0, 540.0, 502.72727272727275)","(6.5, 13.0, 12.040000000000001)"
09-01-2023 09:38:25.262426,"(8.0, 27.0, 22.333333333333336)","(2.9, 3.0, 2.9857142857142858)","(5.5, 7.2, 6.233333333333333)","(4.8, 5.9, 5.513636363636364)","(4.8, 7.2, 7.152941176470589)","(15.0, 21.0, 20.325)","(61.0, 540.0, 502.72727272727275)","(6.5, 13.0, 11.4)"
09-01-2023 09:38:26.271739,"(8.5, 27.0, 20.636363636363637)","(2.8, 3.0, 2.9857142857142858)","(5.5, 7.2, 6.233333333333333)","(4.6, 5.9, 5.513636363636364)","(4.8, 7.2, 7.152941176470589)","(15.0, 21.0, 20.205882352941178)","(61.0, 540.0, 502.72727272727275)","(7.0, 13.0, 11.418750000000001)"
09-01-2023 09:38:27.342420,"(8.5, 27.0, 24.789473684210527)","(2.8, 3.1, 3.031578947368421)","(5.5, 7.2, 6.4714285714285715)","(4.6, 5.9, 5.513636363636364)","(4.8, 7.2, 7.152941176470589)","(15.0, 21.0, 20.205882352941178)","(61.0, 540.0, 502.72727272727275)","(7.0, 13.5, 11.17142857142857)"
09-01-2023 09:38:28.441916,"(8.5, 27.0, 24.789473684210527)","(2.8, 3.1, 3.031578947368421)","(5.5, 7.2, 6.68)","(4.6, 5.9, 5.513636363636364)","(4.8, 7.2, 7.152941176470589)","(15.0, 21.0, 20.205882352941178)","(61.0, 540.0, 901.4285714285713)","(7.0, 13.0, 11.17142857142857)"
09-01-2023 09:38:29.603914,"(8.5, 27.0, 21.96)","(2.8, 3.1, 3.025)","(5.5, 7.0, 6.304347826086957)","(4.6, 5.9, 5.513636363636364)","(4.8, 7.2, 7.163636363636364)","(15.0, 21.0, 20.205882352941178)","(61.0, 940.0, 778.0)","(7.0, 13.0, 12.314285714285713)"
09-01-2023 09:38:30.748158,"(8.5, 27.0, 22.333333333333332)","(2.8, 3.1, 3.025)","(5.5, 7.2, 6.533333333333333)","(4.6, 5.9, 5.513636363636364)","(4.8, 7.2, 7.163636363636364)","(15.0, 21.0, 18.11111111111111)","(61.0, 940.0, 549.047619047619)","(7.0, 13.0, 12.314285714285713)"
09-01-2023 09:38:31.813212,"(8.5, 27.0, 22.333333333333332)","(2.8, 3.1, 3.025)","(5.5, 7.2, 6.504347826086957)","(4.6, 5.9, 5.513636363636364)","(4.8, 7.2, 7.1875)","(15.0, 21.0, 18.4)","(61.0, 570.0, 549.047619047619)","(7.0, 13.0, 11.95)"
09-01-2023 09:38:32.900577,"(8.5, 27.0, 18.32142857142857)","(2.8, 3.1, 3.025)","(5.5, 7.2, 6.6482758620689655)","(4.6, 5.9, 5.513636363636364)","(4.8, 7.2, 7.1875)","(15.0, 21.0, 18.473684210526315)","(61.0, 570.0, 549.047619047619)","(7.0, 13.0, 11.67142857142857)"
09-01-2023 09:38:33.954960,"(8.5, 27.0, 17.25)","(2.8, 3.15, 3.075)","(5.5, 7.2, 6.6482758620689655)","(4.6, 5.9, 5.5)","(4.8, 7.2, 7.1875)","(15.0, 21.0, 18.473684210526315)","(61.0, 570.0, 496.66666666666663)","(7.0, 12.5, 11.314285714285715)"
09-01-2023 09:38:35.021763,"(8.5, 27.0, 18.9)","(2.8, 3.15, 3.13125)","(5.5, 7.2, 6.6482758620689655)","(4.6, 5.9, 5.5)","(5.0, 7.2, 7.1875)","(14.0, 21.0, 18.473684210526315)","(61.0, 570.0, 496.66666666666663)","(7.0, 12.0, 11.314285714285715)"
09-01-2023 09:38:36.103055,"(8.5, 27.0, 18.9)","(2.8, 3.15, 3.13125)","(5.5, 7.2, 6.6482758620689655)","(4.6, 5.9, 5.5)","(5.0, 7.2, 7.1875)","(14.0, 21.0, 18.3)","(61.0, 570.0, 496.66666666666663)","(7.0, 12.0, 11.314285714285715)"
09-01-2023 09:38:37.238979,"(8.5, 27.0, 18.9)","(2.8, 3.35, 3.276415094339623)","(5.5, 7.2, 6.584615384615385)","(4.6, 5.9, 5.5)","(5.0, 7.2, 7.1875)","(14.0, 21.0, 18.428571428571427)","(61.0, 570.0, 496.66666666666663)","(7.0, 12.0, 10.8)"
09-01-2023 09:38:38.354849,"(8.5, 27.0, 18.9)","(2.8, 3.35, 3.276415094339623)","(5.5, 7.2, 6.584615384615385)","(4.6, 5.9, 5.5)","(5.0, 7.2, 7.1875)","(14.0, 21.0, 17.142857142857142)","(61.0, 570.0, 482.0)","(7.0, 12.0, 10.8)"
09-01-2023 09:38:39.431518,"(8.5, 25.0, 24.0)","(2.8, 3.35, 3.276415094339623)","(5.5, 7.2, 6.584615384615385)","(4.6, 5.9, 5.6647058823529415)","(5.0, 7.2, 7.1875)","(14.0, 21.0, 17.142857142857142)","(61.0, 570.0, 426.6666666666667)","(7.0, 12.0, 10.785714285714286)"
09-01-2023 09:38:40.470313,"(8.5, 25.0, 20.11111111111111)","(2.8, 3.35, 3.254878048780488)","(5.5, 7.2, 6.584615384615385)","(4.6, 5.9, 5.614285714285715)","(5.0, 7.2, 7.1875)","(14.0, 21.0, 17.142857142857142)","(61.0, 570.0, 426.6666666666667)","(7.0, 12.5, 10.785714285714286)"
09-01-2023 09:38:41.524918,"(8.5, 25.0, 22.46153846153846)","(2.8, 3.35, 3.254878048780488)","(5.5, 7.2, 6.584615384615385)","(4.6, 5.9, 5.614285714285715)","(5.0, 7.2, 7.1875)","(14.0, 21.0, 19.0)","(61.0, 570.0, 426.6666666666667)","(7.0, 12.5, 11.9)"
09-01-2023 09:38:42.599840,"(8.5, 25.0, 22.46153846153846)","(2.8, 3.3, 3.1285714285714286)","(5.5, 7.2, 6.584615384615385)","(4.6, 5.9, 5.614285714285715)","(5.0, 7.2, 7.1875)","(14.0, 21.0, 19.0)","(61.0, 570.0, 426.6666666666667)","(7.0, 12.5, 12.448275862068966)"
09-01-2023 09:38:43.686594,"(8.5, 25.0, 20.11111111111111)","(2.8, 3.3, 3.124)","(5.5, 7.2, 6.584615384615385)","(4.6, 5.9, 5.614285714285715)","(5.0, 7.2, 7.1875)","(14.0, 21.0, 19.428571428571427)","(61.0, 570.0, 426.6666666666667)","(7.0, 12.5, 12.0)"
09-01-2023 09:38:44.758012,"(8.5, 25.0, 22.46153846153846)","(2.8, 3.3, 3.124)","(5.5, 7.2, 6.584615384615385)","(4.6, 5.9, 5.639130434782609)","(5.0, 7.2, 7.1875)","(14.0, 20.0, 18.3)","(61.0, 570.0, 426.6666666666667)","(7.0, 14.0, 11.690909090909091)"
09-01-2023 09:38:45.795899,"(8.5, 25.0, 22.46153846153846)","(2.8, 3.3, 3.126666666666667)","(5.5, 7.2, 6.584615384615385)","(4.6, 5.9, 5.639130434782609)","(5.0, 7.2, 7.1875)","(14.0, 19.5, 18.3)","(61.0, 570.0, 426.6666666666667)","(7.0, 13.0, 11.863157894736842)"
09-01-2023 09:38:46.907040,"(8.5, 25.0, 22.46153846153846)","(2.8, 3.3, 3.1216216216216215)","(5.5, 7.2, 6.584615384615385)","(4.6, 5.9, 5.681818181818182)","(5.0, 7.2, 7.1875)","(14.0, 19.5, 18.3)","(61.0, 570.0, 426.6666666666667)","(7.0, 13.0, 11.2)"
09-01-2023 09:38:47.969252,"(8.5, 25.0, 22.46153846153846)","(2.8, 3.3, 3.1216216216216215)","(5.5, 7.2, 6.584615384615385)","(4.6, 5.9, 5.681818181818182)","(5.0, 7.2, 7.1875)","(15.0, 19.5, 18.3)","(61.0, 570.0, 426.6666666666667)","(7.0, 13.0, 11.26)"
09-01-2023 09:38:49.041203,"(8.5, 24.0, 20.833333333333332)","(2.8, 3.3, 3.1216216216216215)","(5.5, 7.2, 6.584615384615385)","(4.6, 5.9, 5.681818181818182)","(5.0, 7.2, 7.187096774193549)","(15.0, 19.5, 18.3)","(61.0, 570.0, 426.6666666666667)","(7.0, 12.5, 11.26)"
09-01-2023 09:38:50.051208,"(8.5, 24.0, 23.269230769230766)","(2.8, 3.3, 3.1216216216216215)","(5.5, 7.2, 6.7272727272727275)","(4.6, 5.9, 5.673584905660378)","(5.0, 7.2, 7.187096774193549)","(15.0, 19.5, 18.3)","(61.0, 570.0, 307.5)","(7.0, 12.5, 10.96)"
09-01-2023 09:38:51.029990,"(8.5, 24.0, 23.269230769230766)","(2.8, 3.3, 3.1216216216216215)","(5.5, 7.2, 6.760000000000001)","(4.6, 5.8, 5.671794871794871)","(5.0, 7.2, 7.187096774193549)","(15.0, 19.5, 18.3)","(61.0, 570.0, 307.5)","(7.0, 12.0, 10.96)"
09-01-2023 09:38:52.052170,"(8.5, 24.0, 23.269230769230766)","(2.8, 3.3, 3.1216216216216215)","(5.5, 7.2, 6.760000000000001)","(4.6, 5.8, 5.6152173913043475)","(5.0, 7.2, 7.187096774193549)","(15.0, 19.5, 18.3)","(61.0, 570.0, 307.5)","(7.0, 12.0, 10.96)"
09-01-2023 09:38:53.102076,"(8.5, 24.0, 23.269230769230766)","(2.8, 3.3, 3.182142857142857)","(5.5, 7.2, 6.760000000000001)","(4.6, 5.8, 5.57027027027027)","(5.0, 7.2, 7.187096774193549)","(15.0, 19.5, 18.3)","(61.0, 570.0, 307.5)","(7.0, 12.0, 10.96)"
09-01-2023 09:38:54.170731,"(8.5, 24.0, 23.269230769230766)","(2.8, 3.3, 3.182142857142857)","(5.5, 7.2, 6.760000000000001)","(4.6, 5.8, 5.575862068965518)","(5.0, 7.2, 7.068965517241379)","(15.0, 19.5, 19.1)","(61.0, 570.0, 307.5)","(7.0, 12.0, 10.96)"
09-01-2023 09:38:55.286447,"(8.5, 24.0, 23.269230769230766)","(2.8, 3.3, 3.1565217391304348)","(5.5, 7.2, 6.760000000000001)","(4.6, 5.7, 5.5285714285714285)","(5.0, 7.4, 7.068965517241379)","(15.0, 19.5, 18.357142857142858)","(61.0, 570.0, 307.5)","(7.0, 12.0, 10.96)"
09-01-2023 09:38:56.258205,"(8.5, 24.0, 23.269230769230766)","(2.8, 3.3, 3.1565217391304348)","(5.5, 7.2, 6.760000000000001)","(4.6, 5.7, 5.5285714285714285)","(5.0, 7.4, 7.068965517241379)","(15.0, 19.5, 18.357142857142858)","(61.0, 570.0, 307.5)","(7.0, 12.0, 10.818181818181818)"
09-01-2023 09:38:57.276085,"(8.5, 24.0, 23.269230769230766)","(2.8, 3.3, 3.178125)","(5.5, 7.2, 6.760000000000001)","(4.6, 5.7, 5.477777777777778)","(5.0, 7.4, 7.068965517241379)","(15.0, 19.5, 18.357142857142858)","(61.0, 570.0, 453.3333333333333)","(7.0, 12.0, 11.35)"
09-01-2023 09:38:58.466927,"(8.5, 24.0, 22.5)","(2.8, 3.3, 3.2071428571428573)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.472727272727273)","(5.0, 7.4, 7.068965517241379)","(15.0, 19.5, 18.357142857142858)","(61.0, 570.0, 453.3333333333333)","(7.0, 12.0, 11.35)"
09-01-2023 09:38:59.669414,"(8.5, 24.0, 22.5)","(2.8, 3.3, 3.2071428571428573)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.472727272727273)","(5.0, 7.4, 7.096774193548387)","(15.0, 19.5, 17.9)","(61.0, 570.0, 453.3333333333333)","(7.0, 12.0, 11.35)"
09-01-2023 09:39:00.752474,"(8.5, 24.0, 22.714285714285715)","(2.8, 3.3, 3.2096774193548385)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.472727272727273)","(5.0, 7.4, 7.096774193548387)","(15.0, 19.5, 17.9)","(61.0, 570.0, 453.3333333333333)","(7.0, 12.0, 11.35)"
09-01-2023 09:39:01.814285,"(8.5, 24.0, 22.714285714285715)","(2.8, 3.3, 3.182926829268293)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.472727272727273)","(5.0, 7.4, 7.096774193548387)","(15.0, 19.5, 17.9)","(61.0, 570.0, 453.3333333333333)","(7.0, 12.0, 11.35)"
09-01-2023 09:39:02.822996,"(8.5, 24.0, 22.714285714285715)","(2.8, 3.3, 3.182926829268293)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.472727272727273)","(5.0, 7.4, 7.096774193548387)","(15.0, 19.5, 17.9)","(61.0, 570.0, 453.3333333333333)","(7.0, 12.0, 11.35)"
09-01-2023 09:39:03.959162,"(8.5, 25.0, 21.666666666666668)","(2.8, 3.25, 3.17)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.472727272727273)","(5.0, 7.4, 7.096774193548387)","(15.0, 18.5, 17.3)","(61.0, 570.0, 453.3333333333333)","(7.0, 12.0, 11.35)"
09-01-2023 09:39:05.080210,"(8.5, 25.0, 19.285714285714285)","(2.8, 3.25, 3.183333333333333)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.472727272727273)","(5.0, 7.4, 7.096774193548387)","(15.0, 18.5, 18.142857142857142)","(61.0, 570.0, 883.5714285714286)","(7.0, 12.0, 11.35)"
09-01-2023 09:39:06.193662,"(8.5, 25.0, 23.421052631578945)","(2.8, 3.25, 3.183333333333333)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.472727272727273)","(5.0, 7.4, 7.096774193548387)","(15.0, 18.5, 18.142857142857142)","(61.0, 940.0, 540.0)","(7.0, 12.0, 11.35)"
09-01-2023 09:39:07.245254,"(8.5, 25.0, 23.421052631578945)","(2.8, 3.25, 3.183333333333333)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.472727272727273)","(5.0, 7.4, 7.096774193548387)","(15.0, 18.5, 18.142857142857142)","(61.0, 570.0, 542.0)","(7.0, 12.0, 11.35)"
09-01-2023 09:39:08.336725,"(8.5, 25.0, 21.666666666666668)","(2.8, 3.25, 3.183333333333333)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.472727272727273)","(5.0, 7.4, 7.096774193548387)","(15.0, 18.5, 18.142857142857142)","(61.0, 570.0, 542.0)","(7.0, 12.0, 11.35)"
09-01-2023 09:39:09.425774,"(10.0, 25.0, 23.421052631578945)","(2.7, 3.25, 3.183333333333333)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.472727272727273)","(5.0, 7.4, 7.096774193548387)","(15.0, 18.5, 17.923076923076923)","(81.0, 570.0, 542.0)","(7.5, 12.0, 11.35)"
09-01-2023 09:39:10.536482,"(10.0, 25.0, 21.666666666666668)","(2.7, 3.2, 3.0285714285714285)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.4222222222222225)","(5.0, 7.4, 7.096774193548387)","(15.0, 18.5, 17.923076923076923)","(81.0, 570.0, 542.0)","(7.5, 12.0, 11.35)"
09-01-2023 09:39:11.607072,"(10.0, 25.0, 23.421052631578945)","(2.7, 3.2, 3.1073684210526316)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.5)","(5.0, 7.4, 7.096774193548387)","(15.0, 18.5, 17.923076923076923)","(81.0, 570.0, 542.0)","(7.5, 12.0, 11.35)"
09-01-2023 09:39:12.705572,"(10.0, 25.0, 23.421052631578945)","(2.7, 3.2, 3.0186046511627906)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.5)","(5.0, 7.4, 7.096774193548387)","(15.0, 18.5, 17.923076923076923)","(81.0, 570.0, 459.4736842105263)","(7.5, 12.0, 11.35)"
09-01-2023 09:39:13.750173,"(10.0, 25.0, 23.421052631578945)","(2.7, 3.2, 3.0170212765957447)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.5)","(5.0, 7.4, 7.096774193548387)","(15.0, 18.5, 17.923076923076923)","(81.0, 570.0, 459.4736842105263)","(7.5, 12.0, 11.35)"
09-01-2023 09:39:14.795405,"(10.0, 25.0, 23.421052631578945)","(2.7, 3.2, 3.0170212765957447)","(5.5, 7.2, 6.8965517241379315)","(4.6, 5.7, 5.5)","(5.0, 7.4, 7.096774193548387)","(15.0, 18.5, 17.923076923076923)","(81.0, 570.0, 459.4736842105263)","(7.5, 12.0, 11.35)"
09-01-2023 09:39:15.862218,"(10.0, 25.0, 21.666666666666668)","(2.7, 3.2, 3.0170212765957447)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.491666666666667)","(5.0, 7.4, 7.096774193548387)","(15.0, 18.5, 17.923076923076923)","(81.0, 570.0, 459.4736842105263)","(7.5, 12.0, 11.35)"
09-01-2023 09:39:17.014124,"(10.0, 25.0, 23.421052631578945)","(2.7, 3.2, 3.0170212765957447)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.491666666666667)","(5.0, 7.4, 7.096774193548387)","(15.0, 18.5, 17.923076923076923)","(81.0, 570.0, 459.4736842105263)","(7.5, 12.0, 11.35)"
09-01-2023 09:39:18.182448,"(10.0, 25.0, 23.421052631578945)","(2.7, 3.2, 3.0170212765957447)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.491666666666667)","(5.0, 7.4, 7.096774193548387)","(15.0, 18.5, 17.923076923076923)","(81.0, 570.0, 459.4736842105263)","(7.5, 12.0, 11.35)"
09-01-2023 09:39:19.328496,"(10.0, 24.0, 21.166666666666668)","(2.7, 3.2, 3.028)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.491666666666667)","(5.0, 7.4, 7.096774193548387)","(15.0, 18.5, 18.071428571428573)","(81.0, 570.0, 459.4736842105263)","(7.5, 12.0, 11.35)"
09-01-2023 09:39:20.400142,"(10.0, 24.0, 23.470588235294116)","(2.7, 3.25, 3.0606060606060606)","(5.5, 7.2, 6.8965517241379315)","(4.6, 5.7, 5.402380952380953)","(5.0, 7.4, 7.096774193548387)","(15.0, 18.5, 17.833333333333332)","(81.0, 570.0, 453.3333333333333)","(7.5, 12.0, 11.35)"
09-01-2023 09:39:21.413589,"(10.0, 24.0, 19.75)","(2.7, 3.25, 3.066666666666667)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.402380952380953)","(5.0, 7.4, 7.096774193548387)","(15.0, 18.5, 17.0)","(81.0, 570.0, 883.5714285714286)","(7.5, 12.0, 11.35)"
09-01-2023 09:39:22.457537,"(10.0, 24.0, 19.75)","(2.7, 3.25, 3.13)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.283333333333333)","(5.0, 7.4, 7.096774193548387)","(15.0, 18.5, 18.03125)","(81.0, 940.0, 883.5714285714286)","(7.5, 12.0, 11.35)"
09-01-2023 09:39:23.551092,"(10.0, 24.0, 19.75)","(2.7, 3.25, 3.13)","(5.5, 7.2, 6.885714285714286)","(4.6, 5.7, 5.283333333333333)","(5.0, 7.4, 7.096774193548387)","(15.0, 18.5, 18.03125)","(81.0, 940.0, 540.0)","(7.5, 12.0, 11.5)"
09-01-2023 09:39:24.702811,"(10.0, 24.0, 22.785714285714285)","(2.7, 3.25, 3.13)","(5.5, 7.2, 7.151470588235294)","(4.6, 5.7, 5.283333333333333)","(5.0, 7.4, 7.146341463414634)","(15.0, 18.5, 17.75)","(81.0, 570.0, 467.5)","(7.5, 12.0, 11.5)"
09-01-2023 09:39:25.845965,"(10.0, 24.0, 22.785714285714285)","(2.7, 3.25, 3.13)","(5.5, 7.2, 7.153521126760563)","(4.6, 5.7, 5.283333333333333)","(5.0, 7.4, 7.229508196721311)","(15.0, 18.5, 17.75)","(81.0, 570.0, 467.5)","(7.5, 12.0, 11.5)"
09-01-2023 09:39:26.924931,"(10.0, 24.0, 22.785714285714285)","(2.7, 3.25, 3.13)","(5.5, 7.2, 7.153521126760563)","(4.6, 5.7, 5.283333333333333)","(5.0, 7.4, 7.229508196721311)","(15.0, 18.5, 17.25)","(81.0, 570.0, 467.5)","(7.5, 12.0, 11.5)"
09-01-2023 09:39:27.968832,"(10.0, 24.0, 22.785714285714285)","(2.7, 3.25, 3.13)","(5.5, 7.6, 7.3999999999999995)","(4.6, 5.7, 5.283333333333333)","(5.0, 7.4, 7.229508196721311)","(15.0, 18.5, 17.25)","(81.0, 570.0, 467.5)","(7.5, 12.0, 11.5)"
09-01-2023 09:39:29.023381,"(10.0, 24.0, 22.583333333333336)","(2.7, 3.25, 3.13)","(5.5, 7.6, 7.4363636363636365)","(4.6, 5.7, 5.283333333333333)","(5.0, 7.4, 7.229508196721311)","(15.0, 18.5, 17.25)","(81.0, 570.0, 313.75)","(7.5, 12.0, 11.5)"
09-01-2023 09:39:30.141702,"(10.0, 24.0, 22.583333333333336)","(2.7, 3.25, 3.13)","(5.5, 8.8, 8.685714285714287)","(4.6, 5.7, 5.280645161290323)","(5.0, 7.4, 7.253521126760564)","(15.0, 18.5, 17.25)","(81.0, 570.0, 467.5)","(7.5, 12.0, 11.5)"
09-01-2023 09:39:31.234085,"(10.0, 24.0, 22.583333333333336)","(2.7, 3.25, 3.13)","(5.5, 8.8, 8.685714285714287)","(4.6, 5.7, 5.280645161290323)","(5.0, 7.4, 7.280459770114943)","(15.0, 18.5, 17.25)","(81.0, 570.0, 467.5)","(7.5, 12.0, 11.5)"
09-01-2023 09:39:32.313152,"(10.0, 24.0, 22.583333333333336)","(2.7, 3.25, 3.13)","(5.5, 8.8, 8.685714285714287)","(4.6, 5.7, 5.280645161290323)","(5.0, 7.4, 7.280459770114943)","(15.0, 18.5, 17.25)","(81.0, 570.0, 467.5)","(7.5, 12.0, 11.5)"
09-01-2023 09:39:33.357958,"(10.0, 24.0, 22.583333333333336)","(2.7, 3.25, 3.1136363636363638)","(5.5, 8.8, 8.625)","(4.6, 5.7, 5.280645161290323)","(5.0, 7.4, 7.280459770114943)","(15.0, 18.5, 17.25)","(81.0, 570.0, 467.5)","(7.5, 12.0, 11.5)"
09-01-2023 09:39:34.430753,"(10.0, 24.0, 22.583333333333336)","(2.7, 3.2, 3.1142857142857143)","(5.5, 8.6, 8.2)","(4.6, 5.6, 5.317647058823529)","(5.0, 7.4, 7.320689655172414)","(15.0, 18.5, 17.25)","(81.0, 570.0, 467.5)","(7.5, 12.0, 11.5)"
