,Happy As,Jogalong Blue,Eagle Uno,Im Freyja,Laker,Caribbean Spice,Knight Walker,Pocket More For Less Nz,Nightwatch Star,Caesars Rockstar
05-01-2023 13:45:06.535471,"(6.0, 5.7, 5.546666666666667)","(3.7, 5.5, 5.433333333333334)","(4.8, 4.6, 4.566666666666666)","(51.0, 80.0, 61.25)","(71.0, 140.0, 126.66666666666667)","(101.0, 210.0, 180.0)","(31.0, 50.0, 40.666666666666664)","(4.2, 99999, 99990)","(4.4, 7.4, 6.95)","(16.0, 26.0, 23.25)"
05-01-2023 13:45:07.837407,"(6.0, 5.7, 5.525)","(3.7, 5.7, 5.6625000000000005)","(4.8, 4.5, 4.37027027027027)","(51.0, 80.0, 61.25)","(71.0, 140.0, 134.0)","(101.0, 210.0, 180.0)","(31.0, 50.0, 40.666666666666664)","(4.2, 99999, 99990)","(4.4, 7.4, 7.28)","(16.0, 27.0, 22.5)"
05-01-2023 13:45:09.087357,"(6.0, 5.7, 5.525)","(3.7, 5.7, 5.677777777777778)","(4.8, 4.5, 4.328571428571428)","(51.0, 80.0, 61.25)","(71.0, 140.0, 134.0)","(101.0, 210.0, 180.0)","(31.0, 50.0, 40.666666666666664)","(4.2, 99999, 99990)","(4.4, 7.4, 7.3500000000000005)","(16.0, 27.0, 22.5)"
05-01-2023 13:45:10.351401,"(6.0, 5.7, 5.525)","(3.7, 5.7, 5.677777777777778)","(4.8, 4.5, 4.328571428571428)","(51.0, 80.0, 61.25)","(71.0, 140.0, 134.0)","(101.0, 210.0, 180.0)","(31.0, 50.0, 40.666666666666664)","(4.2, 99999, 99990)","(4.4, 7.4, 7.3500000000000005)","(16.0, 27.0, 22.5)"
05-01-2023 13:45:11.622382,"(6.0, 5.7, 5.525)","(3.7, 5.7, 5.677777777777778)","(4.8, 4.5, 4.2176470588235295)","(51.0, 80.0, 61.25)","(71.0, 140.0, 134.0)","(101.0, 210.0, 180.0)","(31.0, 50.0, 42.333333333333336)","(4.2, 99999, 99990)","(4.4, 7.4, 7.3500000000000005)","(16.0, 27.0, 23.333333333333332)"
05-01-2023 13:45:12.915681,"(6.0, 5.7, 5.576470588235294)","(3.7, 5.7, 5.677777777777778)","(4.8, 4.5, 4.276744186046511)","(51.0, 80.0, 61.25)","(71.0, 140.0, 130.0)","(101.0, 210.0, 180.0)","(31.0, 55.0, 42.333333333333336)","(4.2, 99999, 99990)","(4.4, 7.4, 7.3500000000000005)","(16.0, 26.0, 22.666666666666668)"
05-01-2023 13:45:14.298747,"(6.0, 5.7, 5.576470588235294)","(3.7, 5.7, 5.677777777777778)","(4.8, 4.5, 4.314285714285714)","(51.0, 80.0, 61.25)","(71.0, 140.0, 135.55555555555554)","(101.0, 210.0, 197.5)","(31.0, 55.0, 42.333333333333336)","(4.2, 99999, 99990)","(4.4, 7.4, 7.3500000000000005)","(16.0, 26.0, 22.666666666666668)"
05-01-2023 13:45:15.458863,"(6.0, 5.7, 5.576470588235294)","(3.7, 5.7, 5.677777777777778)","(4.8, 4.6, 4.314285714285714)","(51.0, 80.0, 61.25)","(71.0, 140.0, 135.55555555555554)","(101.0, 210.0, 185.0)","(31.0, 55.0, 45.5)","(4.2, 99999, 99990)","(4.4, 7.4, 7.325)","(16.0, 26.0, 22.8)"
05-01-2023 13:45:16.689296,"(6.0, 5.7, 5.55)","(3.7, 5.7, 5.653846153846154)","(4.8, 5.0, 4.895161290322581)","(51.0, 80.0, 61.25)","(71.0, 140.0, 130.0)","(101.0, 210.0, 147.5)","(31.0, 55.0, 45.5)","(4.2, 99999, 99990)","(4.4, 7.4, 7.279999999999999)","(16.0, 26.0, 22.8)"
05-01-2023 13:45:17.943283,"(6.0, 5.5, 5.3374999999999995)","(3.7, 5.7, 5.6647058823529415)","(4.8, 5.0, 4.733333333333333)","(51.0, 80.0, 61.25)","(71.0, 140.0, 130.0)","(101.0, 200.0, 166.66666666666669)","(31.0, 55.0, 45.5)","(4.2, 99999, 99990)","(4.4, 7.6, 7.16)","(16.0, 26.0, 22.2)"
05-01-2023 13:45:19.411134,"(6.0, 5.5, 5.305)","(3.7, 5.7, 5.0140625)","(4.8, 5.0, 4.968253968253968)","(51.0, 80.0, 61.25)","(71.0, 140.0, 130.0)","(101.0, 200.0, 140.0)","(31.0, 55.0, 45.5)","(4.2, 99999, 99990)","(4.4, 7.4, 7.24)","(16.0, 25.0, 20.666666666666668)"
05-01-2023 13:45:20.834933,"(6.0, 5.5, 5.2562500000000005)","(3.7, 5.3, 5.0140625)","(4.8, 5.0, 4.968253968253968)","(51.0, 80.0, 61.25)","(71.0, 140.0, 130.0)","(101.0, 200.0, 140.0)","(31.0, 55.0, 45.5)","(4.2, 99999, 99990)","(4.4, 7.4, 9.379591836734694)","(16.0, 25.0, 20.666666666666668)"
05-01-2023 13:45:22.139008,"(6.0, 5.5, 5.2562500000000005)","(3.7, 5.3, 5.0375)","(4.8, 5.1, 4.885714285714285)","(51.0, 80.0, 61.25)","(71.0, 140.0, 133.33333333333334)","(101.0, 150.0, 133.33333333333334)","(31.0, 55.0, 45.5)","(4.2, 99999, 99990)","(4.4, 9.4, 9.379591836734694)","(16.0, 25.0, 23.555555555555557)"
05-01-2023 13:45:23.357147,"(6.0, 5.4, 5.275)","(3.7, 5.3, 5.02)","(4.8, 5.1, 5.030769230769231)","(51.0, 75.0, 58.333333333333336)","(71.0, 140.0, 130.0)","(101.0, 150.0, 137.5)","(31.0, 55.0, 47.5)","(4.2, 99999, 99990)","(4.4, 8.2, 8.146666666666667)","(16.0, 25.0, 23.166666666666668)"
05-01-2023 13:45:24.679058,"(6.0, 5.4, 5.275)","(3.7, 5.3, 4.944444444444445)","(4.8, 5.0, 4.75)","(51.0, 70.0, 60.0)","(71.0, 140.0, 130.0)","(101.0, 150.0, 130.0)","(31.0, 55.0, 47.5)","(4.2, 99999, 99990)","(4.4, 8.2, 9.013333333333332)","(16.0, 25.0, 21.666666666666668)"
