,Happy As,Jogalong Blue,Eagle Uno,Im Freyja,Laker,Caribbean Spice,Knight Walker,Pocket More For Less Nz,Nightwatch Star,Caesars Rockstar
05-01-2023 13:42:27.898998,"(7.0, 9.0, 8.25)","(3.1, 4.7, 4.45)","(5.0, 6.2, 6.050000000000001)","(71.0, 110.0, 89.23076923076923)","(101.0, 100.0, 96.66666666666667)","(101.0, 220.0, 192.0)","(31.0, 75.0, 60.0)","(4.4, 99999, 99990)","(3.8, 4.9, 4.7)","(17.0, 32.0, 23.25)"
05-01-2023 13:42:29.128199,"(7.0, 9.0, 8.25)","(3.1, 4.7, 4.654098360655738)","(5.0, 6.2, 6.050000000000001)","(71.0, 110.0, 89.23076923076923)","(101.0, 100.0, 96.66666666666667)","(101.0, 220.0, 192.0)","(31.0, 75.0, 60.0)","(4.4, 99999, 99990)","(3.8, 4.9, 4.7615384615384615)","(17.0, 32.0, 20.72222222222222)"
05-01-2023 13:42:30.394287,"(7.0, 9.0, 8.25)","(3.1, 4.7, 4.535294117647059)","(5.0, 6.2, 6.050000000000001)","(71.0, 110.0, 75.71428571428571)","(101.0, 100.0, 104.0909090909091)","(101.0, 220.0, 192.0)","(31.0, 75.0, 52.666666666666664)","(4.4, 99999, 99990)","(3.8, 4.9, 4.550000000000001)","(17.0, 32.0, 23.3)"
05-01-2023 13:42:31.613183,"(7.0, 9.0, 8.6)","(3.1, 4.7, 4.576470588235295)","(5.0, 6.2, 6.11)","(71.0, 110.0, 75.71428571428571)","(101.0, 120.0, 104.0909090909091)","(101.0, 220.0, 192.0)","(31.0, 70.0, 48.333333333333336)","(4.4, 99999, 99990)","(3.8, 4.9, 4.709090909090909)","(17.0, 32.0, 21.333333333333332)"
05-01-2023 13:42:32.787261,"(7.0, 9.0, 8.6)","(3.1, 4.7, 4.572727272727273)","(5.0, 6.2, 6.11)","(71.0, 110.0, 87.5)","(101.0, 100.0, 94.0)","(101.0, 220.0, 192.0)","(31.0, 70.0, 51.5)","(4.4, 99999, 99990)","(3.8, 4.9, 4.925000000000001)","(17.0, 32.0, 21.333333333333332)"
05-01-2023 13:42:33.977062,"(7.0, 9.0, 8.6)","(3.1, 5.0, 4.7)","(5.0, 5.9, 5.8428571428571425)","(71.0, 110.0, 87.5)","(101.0, 100.0, 100.0)","(101.0, 220.0, 192.0)","(31.0, 65.0, 51.5)","(4.4, 99999, 99990)","(3.8, 5.0, 5.15)","(17.0, 32.0, 24.5)"
05-01-2023 13:42:35.112624,"(7.0, 9.0, 8.6)","(3.1, 5.0, 4.65)","(5.0, 5.9, 5.8428571428571425)","(71.0, 110.0, 87.5)","(101.0, 110.0, 103.18181818181819)","(101.0, 220.0, 192.0)","(31.0, 65.0, 42.5)","(4.4, 99999, 99990)","(3.8, 5.2, 5.15)","(16.0, 32.0, 24.5)"
05-01-2023 13:42:36.254322,"(7.0, 9.0, 8.6)","(3.1, 5.0, 4.65)","(5.0, 5.9, 5.8428571428571425)","(71.0, 110.0, 87.5)","(101.0, 110.0, 97.0)","(101.0, 220.0, 192.0)","(31.0, 65.0, 42.5)","(4.4, 99999, 99990)","(3.8, 5.2, 5.15)","(16.0, 32.0, 24.5)"
05-01-2023 13:42:37.435906,"(7.0, 9.0, 8.6)","(3.1, 5.0, 4.490909090909091)","(5.0, 5.9, 5.8428571428571425)","(71.0, 110.0, 87.5)","(101.0, 100.0, 97.0)","(101.0, 220.0, 192.0)","(31.0, 65.0, 42.5)","(4.4, 99999, 99990)","(3.8, 5.2, 5.3090909090909095)","(16.0, 32.0, 24.5)"
05-01-2023 13:42:38.612082,"(7.0, 9.0, 8.788235294117648)","(3.1, 5.0, 4.766666666666667)","(5.0, 5.9, 5.8428571428571425)","(71.0, 110.0, 87.5)","(101.0, 100.0, 100.55555555555556)","(101.0, 220.0, 192.0)","(31.0, 65.0, 54.583333333333336)","(4.4, 99999, 99990)","(3.8, 5.5, 5.111111111111111)","(16.0, 32.0, 24.5)"
05-01-2023 13:42:39.824203,"(7.0, 9.0, 8.788235294117648)","(3.1, 5.0, 4.377777777777778)","(5.0, 5.9, 5.8428571428571425)","(71.0, 110.0, 87.5)","(101.0, 120.0, 100.0)","(101.0, 220.0, 192.0)","(31.0, 65.0, 54.583333333333336)","(4.4, 99999, 99990)","(3.8, 5.5, 5.294117647058823)","(16.0, 32.0, 24.5)"
05-01-2023 13:42:41.048504,"(7.0, 9.0, 8.788235294117648)","(3.1, 5.0, 4.44)","(5.0, 5.9, 5.8428571428571425)","(71.0, 110.0, 87.5)","(101.0, 110.0, 95.0)","(101.0, 220.0, 192.0)","(31.0, 65.0, 54.583333333333336)","(4.4, 99999, 99990)","(3.9, 5.5, 5.294117647058823)","(16.0, 32.0, 24.5)"
05-01-2023 13:42:42.266489,"(7.0, 9.0, 8.788235294117648)","(3.1, 5.0, 4.44)","(5.0, 5.9, 5.8428571428571425)","(71.0, 110.0, 87.5)","(101.0, 100.0, 95.0)","(101.0, 220.0, 192.0)","(31.0, 65.0, 54.583333333333336)","(4.4, 99999, 99990)","(3.9, 5.5, 5.294117647058823)","(16.0, 32.0, 24.5)"
05-01-2023 13:42:43.498423,"(7.0, 9.0, 8.788235294117648)","(3.1, 5.0, 4.44)","(5.0, 5.9, 5.8428571428571425)","(71.0, 110.0, 87.5)","(101.0, 100.0, 100.0)","(101.0, 220.0, 186.66666666666669)","(31.0, 65.0, 54.583333333333336)","(4.4, 99999, 99990)","(3.9, 5.5, 5.294117647058823)","(16.0, 32.0, 24.5)"
05-01-2023 13:42:44.645085,"(7.0, 9.0, 8.788235294117648)","(3.1, 5.0, 4.806896551724138)","(5.0, 5.9, 5.8428571428571425)","(71.0, 110.0, 87.5)","(81.0, 110.0, 95.0)","(101.0, 220.0, 186.66666666666669)","(31.0, 65.0, 54.583333333333336)","(4.4, 99999, 99990)","(3.9, 5.5, 5.294117647058823)","(16.0, 32.0, 24.5)"
05-01-2023 13:42:45.822683,"(7.0, 9.0, 8.788235294117648)","(3.1, 5.0, 4.806896551724138)","(5.0, 5.9, 5.8428571428571425)","(71.0, 110.0, 87.5)","(81.0, 100.0, 97.0)","(101.0, 220.0, 186.66666666666669)","(31.0, 65.0, 54.583333333333336)","(4.4, 99999, 99990)","(3.9, 5.5, 5.294117647058823)","(16.0, 32.0, 24.5)"
05-01-2023 13:42:47.078470,"(7.0, 9.0, 8.788235294117648)","(3.1, 5.0, 4.891111111111111)","(5.0, 5.9, 5.8428571428571425)","(71.0, 110.0, 87.5)","(81.0, 100.0, 100.55555555555556)","(101.0, 220.0, 186.66666666666669)","(31.0, 65.0, 54.583333333333336)","(4.4, 99999, 99990)","(3.9, 5.5, 5.294117647058823)","(16.0, 32.0, 27.0)"
05-01-2023 13:42:48.256073,"(7.0, 11.5, 9.75)","(3.1, 5.0, 4.611111111111111)","(5.0, 5.9, 5.827272727272727)","(71.0, 110.0, 87.5)","(81.0, 120.0, 97.72727272727272)","(101.0, 220.0, 190.0)","(31.0, 65.0, 51.5)","(4.4, 99999, 99990)","(3.9, 5.5, 5.294117647058823)","(16.0, 32.0, 23.0)"
05-01-2023 13:42:49.409778,"(7.0, 12.5, 8.409090909090908)","(3.1, 5.0, 4.611111111111111)","(5.0, 5.9, 5.8428571428571425)","(71.0, 110.0, 76.66666666666667)","(81.0, 120.0, 95.0)","(101.0, 220.0, 190.0)","(31.0, 65.0, 54.61538461538461)","(4.4, 99999, 99990)","(3.9, 5.5, 5.294117647058823)","(16.0, 32.0, 23.0)"
05-01-2023 13:42:50.555674,"(7.0, 11.5, 9.166666666666666)","(3.1, 5.0, 4.688888888888888)","(5.0, 5.9, 5.8428571428571425)","(71.0, 110.0, 76.66666666666667)","(81.0, 100.0, 95.0)","(101.0, 220.0, 190.0)","(31.0, 65.0, 54.61538461538461)","(4.4, 99999, 99990)","(3.9, 5.5, 5.294117647058823)","(16.0, 32.0, 23.0)"
05-01-2023 13:42:51.708978,"(7.0, 11.0, 9.0)","(3.1, 5.0, 4.688888888888888)","(5.0, 5.9, 5.8428571428571425)","(71.0, 110.0, 71.11111111111111)","(81.0, 100.0, 97.0)","(101.0, 220.0, 190.0)","(31.0, 65.0, 54.61538461538461)","(4.4, 99999, 99990)","(3.9, 5.5, 5.294117647058823)","(16.0, 32.0, 23.0)"
05-01-2023 13:42:52.931185,"(7.0, 10.5, 8.966666666666667)","(3.1, 5.0, 4.688888888888888)","(5.0, 6.2, 6.1)","(71.0, 110.0, 71.11111111111111)","(81.0, 100.0, 97.0)","(101.0, 220.0, 190.0)","(31.0, 65.0, 54.61538461538461)","(4.4, 99999, 99990)","(3.9, 5.5, 5.294117647058823)","(16.0, 32.0, 23.0)"
05-01-2023 13:42:54.140835,"(7.0, 10.5, 8.866666666666667)","(3.1, 5.0, 4.688888888888888)","(5.0, 6.2, 6.1)","(71.0, 100.0, 80.0)","(81.0, 100.0, 97.0)","(101.0, 220.0, 186.66666666666669)","(31.0, 65.0, 54.61538461538461)","(4.4, 99999, 99990)","(3.9, 5.5, 5.294117647058823)","(16.0, 32.0, 23.0)"
05-01-2023 13:42:55.335072,"(7.0, 10.5, 8.866666666666667)","(3.1, 5.0, 4.688888888888888)","(5.0, 6.0, 5.8545454545454545)","(71.0, 95.0, 74.0)","(81.0, 100.0, 100.55555555555556)","(101.0, 220.0, 186.66666666666669)","(31.0, 65.0, 54.61538461538461)","(4.4, 99999, 99990)","(3.9, 5.5, 5.333333333333333)","(16.0, 32.0, 27.0)"
05-01-2023 13:42:56.549105,"(7.0, 10.5, 9.1875)","(3.1, 5.0, 4.688888888888888)","(5.0, 6.0, 5.875)","(61.0, 95.0, 74.0)","(81.0, 120.0, 100.0)","(101.0, 220.0, 186.66666666666669)","(31.0, 65.0, 51.53846153846154)","(4.4, 99999, 99990)","(3.9, 5.5, 5.333333333333333)","(16.0, 32.0, 23.0)"
05-01-2023 13:42:57.692583,"(7.0, 10.0, 9.11111111111111)","(3.1, 5.0, 4.688888888888888)","(5.0, 6.0, 6.1)","(61.0, 95.0, 74.0)","(81.0, 110.0, 95.0)","(101.0, 220.0, 186.66666666666669)","(31.0, 60.0, 51.53846153846154)","(4.4, 99999, 99990)","(3.9, 5.5, 5.333333333333333)","(16.0, 32.0, 23.0)"
05-01-2023 13:42:58.847955,"(7.0, 10.0, 9.25)","(3.1, 4.9, 4.72)","(5.0, 6.2, 6.1)","(61.0, 95.0, 74.0)","(81.0, 100.0, 95.0)","(101.0, 220.0, 186.66666666666669)","(31.0, 60.0, 48.666666666666664)","(4.4, 99999, 99990)","(3.9, 5.5, 5.333333333333333)","(16.0, 32.0, 23.0)"
05-01-2023 13:43:00.001680,"(7.0, 10.0, 9.25)","(3.1, 4.9, 4.866666666666667)","(5.0, 6.2, 6.1)","(61.0, 95.0, 74.0)","(81.0, 100.0, 95.0)","(101.0, 220.0, 186.66666666666669)","(31.0, 50.0, 48.666666666666664)","(4.4, 99999, 99990)","(3.9, 5.5, 5.3076923076923075)","(16.0, 32.0, 20.75)"
05-01-2023 13:43:01.215480,"(7.0, 10.0, 9.25)","(3.1, 4.9, 4.800000000000001)","(5.0, 6.2, 6.1)","(61.0, 95.0, 74.0)","(81.0, 100.0, 97.0)","(101.0, 220.0, 186.66666666666669)","(31.0, 50.0, 48.46153846153846)","(4.4, 99999, 99990)","(3.9, 5.5, 5.444444444444445)","(16.0, 32.0, 24.5)"
05-01-2023 13:43:02.408355,"(7.0, 10.0, 9.25)","(3.1, 4.9, 4.6499999999999995)","(5.0, 6.2, 6.1)","(61.0, 95.0, 74.0)","(81.0, 100.0, 98.75)","(101.0, 220.0, 186.66666666666669)","(31.0, 55.0, 49.0)","(4.4, 99999, 99990)","(3.9, 5.5, 5.3076923076923075)","(16.0, 32.0, 22.4)"
05-01-2023 13:43:03.554662,"(7.0, 10.0, 9.25)","(3.1, 4.8, 4.6499999999999995)","(5.0, 6.2, 6.1)","(61.0, 95.0, 68.75)","(81.0, 100.0, 91.66666666666667)","(101.0, 220.0, 186.66666666666669)","(31.0, 50.0, 49.0)","(4.4, 99999, 99990)","(3.9, 5.5, 5.3076923076923075)","(16.0, 32.0, 20.375)"
05-01-2023 13:43:04.694330,"(7.0, 11.5, 9.5)","(3.1, 5.0, 4.85)","(5.0, 6.2, 6.1)","(61.0, 95.0, 68.75)","(81.0, 100.0, 91.66666666666667)","(101.0, 220.0, 186.66666666666669)","(31.0, 50.0, 47.91666666666667)","(4.4, 99999, 99990)","(3.9, 5.5, 5.3076923076923075)","(16.0, 32.0, 20.375)"
05-01-2023 13:43:05.901766,"(7.0, 11.5, 9.3125)","(3.1, 5.0, 4.859999999999999)","(5.0, 6.2, 6.1)","(61.0, 95.0, 65.0)","(81.0, 100.0, 89.28571428571429)","(101.0, 220.0, 186.66666666666669)","(31.0, 55.0, 48.5)","(4.4, 99999, 99990)","(3.9, 5.5, 5.32)","(16.0, 32.0, 18.285714285714285)"
05-01-2023 13:43:07.109435,"(7.0, 11.0, 9.2)","(3.1, 5.0, 4.9)","(5.0, 6.2, 6.1)","(61.0, 95.0, 65.0)","(81.0, 100.0, 89.28571428571429)","(101.0, 220.0, 186.66666666666669)","(31.0, 50.0, 49.0)","(4.4, 99999, 99990)","(3.9, 5.4, 5.42)","(16.0, 32.0, 21.333333333333332)"
05-01-2023 13:43:08.318402,"(7.0, 10.5, 9.1875)","(3.1, 5.0, 4.58)","(5.0, 6.2, 6.1)","(61.0, 95.0, 60.714285714285715)","(81.0, 100.0, 89.28571428571429)","(101.0, 220.0, 186.66666666666669)","(31.0, 50.0, 47.91666666666667)","(4.4, 99999, 99990)","(3.9, 5.5, 5.466666666666667)","(16.0, 32.0, 22.4)"
05-01-2023 13:43:09.520595,"(7.0, 10.5, 9.375)","(3.1, 5.0, 4.58)","(5.0, 6.2, 6.1)","(61.0, 95.0, 60.714285714285715)","(81.0, 100.0, 91.0)","(101.0, 220.0, 186.66666666666669)","(31.0, 55.0, 47.91666666666667)","(4.4, 99999, 99990)","(3.9, 5.5, 5.466666666666667)","(16.0, 32.0, 20.375)"
05-01-2023 13:43:10.643838,"(7.0, 10.5, 9.375)","(3.1, 5.0, 4.688888888888888)","(5.0, 6.2, 6.1)","(61.0, 95.0, 60.714285714285715)","(81.0, 100.0, 91.0)","(101.0, 220.0, 164.44444444444446)","(31.0, 55.0, 47.91666666666667)","(4.4, 99999, 99990)","(3.9, 5.5, 5.653333333333333)","(16.0, 32.0, 20.375)"
05-01-2023 13:43:11.808462,"(7.0, 10.5, 9.675)","(3.1, 5.0, 4.859999999999999)","(5.0, 6.2, 6.1)","(61.0, 95.0, 60.714285714285715)","(81.0, 100.0, 91.0)","(101.0, 220.0, 186.66666666666669)","(31.0, 55.0, 48.5)","(4.4, 99999, 99990)","(3.9, 5.7, 5.322222222222222)","(16.0, 32.0, 19.944444444444443)"
05-01-2023 13:43:13.187591,"(7.0, 10.5, 9.11111111111111)","(3.1, 5.0, 4.825)","(5.0, 6.2, 6.1)","(61.0, 95.0, 60.0)","(81.0, 100.0, 97.93103448275862)","(101.0, 220.0, 200.0)","(31.0, 50.0, 48.5)","(4.4, 99999, 99990)","(3.9, 5.6, 5.428571428571429)","(16.0, 32.0, 20.375)"
05-01-2023 13:43:14.461169,"(7.0, 10.0, 9.11111111111111)","(3.1, 4.9, 4.825)","(5.0, 6.2, 6.1)","(61.0, 95.0, 60.0)","(81.0, 100.0, 94.375)","(101.0, 220.0, 200.0)","(31.0, 50.0, 47.91666666666667)","(4.4, 99999, 99990)","(3.9, 5.6, 5.385714285714285)","(16.0, 32.0, 20.375)"
05-01-2023 13:43:15.686359,"(7.0, 10.0, 9.44)","(3.1, 5.2, 4.95)","(5.0, 6.2, 6.1)","(61.0, 90.0, 60.0)","(81.0, 100.0, 95.9090909090909)","(101.0, 220.0, 200.0)","(31.0, 55.0, 47.91666666666667)","(4.4, 99999, 99990)","(3.9, 5.6, 5.247058823529412)","(16.0, 32.0, 18.285714285714285)"
05-01-2023 13:43:17.192903,"(7.0, 10.0, 9.661538461538461)","(3.1, 5.2, 4.8)","(5.0, 6.2, 6.1)","(61.0, 90.0, 61.0)","(81.0, 100.0, 95.9090909090909)","(101.0, 220.0, 164.44444444444446)","(31.0, 55.0, 48.5)","(4.4, 99999, 99990)","(3.9, 5.3, 5.247058823529412)","(16.0, 32.0, 19.944444444444443)"
05-01-2023 13:43:18.779052,"(7.0, 10.0, 8.4)","(3.2, 5.1, 4.86)","(4.8, 6.2, 6.1)","(61.0, 85.0, 59.285714285714285)","(81.0, 100.0, 95.9090909090909)","(101.0, 220.0, 210.90909090909093)","(31.0, 50.0, 47.91666666666667)","(4.2, 99999, 99990)","(4.0, 5.3, 5.247058823529412)","(16.0, 32.0, 19.944444444444443)"
05-01-2023 13:43:20.172279,"(7.0, 9.8, 8.257142857142858)","(3.2, 5.1, 4.666666666666666)","(4.8, 6.2, 6.1)","(61.0, 85.0, 59.285714285714285)","(81.0, 100.0, 95.9090909090909)","(101.0, 220.0, 220.0)","(31.0, 55.0, 49.9)","(4.2, 99999, 99990)","(4.0, 5.3, 5.247058823529412)","(16.0, 32.0, 19.944444444444443)"
05-01-2023 13:43:21.577511,"(7.0, 9.6, 8.228571428571428)","(3.2, 5.0, 4.6499999999999995)","(4.8, 6.2, 6.1)","(61.0, 85.0, 59.285714285714285)","(81.0, 100.0, 95.9090909090909)","(101.0, 230.0, 220.0)","(31.0, 55.0, 113.33333333333333)","(4.2, 99999, 99990)","(4.0, 5.3, 5.247058823529412)","(16.0, 32.0, 19.944444444444443)"
05-01-2023 13:43:22.885730,"(7.0, 9.6, 8.228571428571428)","(3.2, 4.9, 4.6499999999999995)","(4.8, 6.2, 6.1)","(61.0, 85.0, 59.285714285714285)","(81.0, 100.0, 95.9090909090909)","(101.0, 230.0, 216.25)","(31.0, 150.0, 70.0)","(4.2, 99999, 99990)","(4.0, 5.3, 5.247058823529412)","(16.0, 32.0, 19.944444444444443)"
05-01-2023 13:43:24.120022,"(7.0, 9.6, 8.228571428571428)","(3.2, 4.8, 4.492307692307692)","(4.8, 6.2, 6.1)","(61.0, 85.0, 59.285714285714285)","(81.0, 100.0, 95.9090909090909)","(101.0, 230.0, 220.0)","(31.0, 130.0, 68.0)","(4.2, 99999, 99990)","(4.0, 5.3, 5.2625)","(16.0, 32.0, 19.944444444444443)"
05-01-2023 13:43:25.542011,"(7.0, 9.6, 8.228571428571428)","(3.2, 4.8, 4.64)","(4.8, 6.2, 6.1)","(61.0, 85.0, 59.285714285714285)","(81.0, 100.0, 95.9090909090909)","(101.0, 230.0, 220.0)","(31.0, 110.0, 64.0)","(4.2, 99999, 99990)","(4.0, 5.3, 5.2625)","(16.0, 32.0, 19.944444444444443)"
05-01-2023 13:43:26.911294,"(7.0, 9.6, 8.228571428571428)","(3.2, 4.8, 4.672727272727273)","(4.8, 6.2, 6.1)","(61.0, 85.0, 62.5)","(81.0, 100.0, 95.9090909090909)","(101.0, 230.0, 220.0)","(31.0, 100.0, 64.0)","(4.2, 99999, 99990)","(4.0, 5.3, 5.533333333333333)","(16.0, 32.0, 19.944444444444443)"
05-01-2023 13:43:28.235214,"(7.0, 9.6, 8.228571428571428)","(3.2, 4.7, 4.626315789473685)","(4.8, 6.2, 6.1)","(61.0, 85.0, 59.285714285714285)","(81.0, 100.0, 95.9090909090909)","(101.0, 230.0, 216.25)","(31.0, 100.0, 53.333333333333336)","(4.2, 99999, 99990)","(4.0, 5.8, 5.466666666666667)","(16.0, 32.0, 19.944444444444443)"
05-01-2023 13:43:29.439799,"(7.0, 9.6, 8.228571428571428)","(3.2, 4.7, 4.626315789473685)","(4.8, 6.2, 6.1)","(61.0, 85.0, 59.285714285714285)","(81.0, 100.0, 95.9090909090909)","(101.0, 230.0, 216.25)","(31.0, 100.0, 74.0)","(4.2, 99999, 99990)","(4.0, 5.8, 5.466666666666667)","(16.0, 32.0, 20.333333333333332)"
05-01-2023 13:43:30.567936,"(7.0, 9.6, 8.228571428571428)","(3.2, 4.7, 4.626315789473685)","(4.8, 6.2, 6.1)","(61.0, 85.0, 59.285714285714285)","(81.0, 100.0, 95.9090909090909)","(101.0, 230.0, 216.25)","(31.0, 90.0, 74.0)","(4.2, 99999, 99990)","(4.0, 5.8, 5.466666666666667)","(16.0, 32.0, 20.333333333333332)"
05-01-2023 13:43:31.672745,"(7.0, 9.6, 8.228571428571428)","(3.2, 4.7, 4.622222222222223)","(4.8, 6.2, 6.1)","(61.0, 85.0, 59.285714285714285)","(81.0, 100.0, 95.9090909090909)","(101.0, 230.0, 216.25)","(31.0, 90.0, 62.5)","(4.2, 99999, 99990)","(4.0, 5.8, 5.503703703703704)","(16.0, 32.0, 22.0)"
05-01-2023 13:43:33.047203,"(7.0, 9.6, 8.769230769230768)","(3.2, 4.7, 4.633333333333334)","(4.8, 6.0, 5.846153846153846)","(61.0, 85.0, 61.0)","(81.0, 100.0, 91.66666666666667)","(101.0, 230.0, 216.25)","(31.0, 85.0, 62.5)","(4.2, 99999, 99990)","(4.0, 5.8, 5.503703703703704)","(16.0, 32.0, 27.75)"
05-01-2023 13:43:34.200120,"(7.0, 9.6, 8.769230769230768)","(3.2, 4.7, 4.6647058823529415)","(4.8, 6.0, 5.846153846153846)","(61.0, 85.0, 61.0)","(81.0, 120.0, 106.53846153846155)","(101.0, 230.0, 220.0)","(31.0, 85.0, 52.85714285714286)","(4.2, 99999, 99990)","(4.0, 5.8, 5.503703703703704)","(16.0, 60.0, 19.428571428571427)"
05-01-2023 13:43:35.432173,"(7.0, 9.6, 8.769230769230768)","(3.2, 4.7, 4.633333333333334)","(4.8, 6.0, 5.95)","(61.0, 85.0, 61.0)","(81.0, 110.0, 95.71428571428571)","(101.0, 230.0, 220.0)","(31.0, 85.0, 52.85714285714286)","(4.2, 99999, 99990)","(4.0, 5.8, 5.68)","(16.0, 40.0, 25.6)"
05-01-2023 13:43:36.841290,"(7.0, 9.6, 8.769230769230768)","(3.2, 4.7, 4.6647058823529415)","(4.8, 6.0, 5.85)","(61.0, 85.0, 63.333333333333336)","(81.0, 110.0, 97.0)","(101.0, 230.0, 220.0)","(31.0, 85.0, 59.42857142857143)","(4.2, 99999, 99990)","(4.0, 5.8, 5.68)","(16.0, 40.0, 22.375)"
05-01-2023 13:43:38.092216,"(7.0, 9.6, 8.618181818181817)","(3.2, 4.7, 4.6647058823529415)","(4.8, 6.6, 5.816666666666666)","(61.0, 80.0, 63.333333333333336)","(81.0, 100.0, 97.0)","(101.0, 230.0, 220.0)","(31.0, 80.0, 66.9090909090909)","(4.2, 99999, 99990)","(4.0, 5.8, 5.658823529411764)","(16.0, 40.0, 20.416666666666668)"
05-01-2023 13:43:39.371744,"(7.0, 9.6, 8.618181818181817)","(3.2, 4.7, 4.6647058823529415)","(4.8, 6.4, 5.816666666666666)","(61.0, 80.0, 63.333333333333336)","(81.0, 100.0, 97.0)","(101.0, 230.0, 220.0)","(31.0, 80.0, 45.5)","(4.2, 99999, 99990)","(4.0, 5.8, 5.658823529411764)","(16.0, 40.0, 20.416666666666668)"
05-01-2023 13:43:40.538420,"(7.0, 9.6, 8.618181818181817)","(3.4, 4.7, 4.6647058823529415)","(5.0, 6.4, 5.8374999999999995)","(51.0, 80.0, 63.333333333333336)","(71.0, 100.0, 100.55555555555556)","(101.0, 230.0, 220.0)","(26.0, 80.0, 45.5)","(4.2, 99999, 99990)","(4.0, 5.8, 5.658823529411764)","(15.0, 40.0, 18.18181818181818)"
