,Elettrica,Banana Queen,Zelady Luck,Silk Tie,Sweet Mercy,Empress El,Arranmore,Flying Tyrol,Carolina Fire
04-01-2023 14:23:08.345277,"(2.9, 3.2, 3.1690391459074734)","(3.9, 4.4, 4.32)","(12.0, 15.5, 14.5)","(26.0, 36.0, 35.917808219178085)","(3.9, 5.0, 4.992469879518072)","(26.0, 42.0, 39.82608695652174)","(11.0, 13.5, 13.272727272727273)","(51.0, 80.0, 75.38461538461539)","(21.0, 27.0, 26.25)"
04-01-2023 14:23:09.454849,"(2.9, 3.2, 3.172222222222222)","(3.9, 4.4, 4.32)","(12.0, 15.5, 14.5)","(26.0, 36.0, 35.917808219178085)","(3.9, 5.0, 4.992469879518072)","(26.0, 42.0, 39.82608695652174)","(11.0, 13.5, 13.272727272727273)","(51.0, 80.0, 75.38461538461539)","(21.0, 27.0, 27.32941176470588)"
04-01-2023 14:23:10.629509,"(2.9, 3.2, 3.1626582278481012)","(3.9, 4.4, 4.31264367816092)","(12.0, 15.0, 14.923913043478262)","(26.0, 36.0, 35.916666666666664)","(3.9, 5.0, 4.992469879518072)","(26.0, 42.0, 39.82608695652174)","(11.0, 13.5, 13.2)","(51.0, 80.0, 75.38461538461539)","(21.0, 28.0, 27.32941176470588)"
04-01-2023 14:23:11.747947,"(2.9, 3.2, 3.15916955017301)","(3.9, 4.4, 4.31264367816092)","(12.0, 15.0, 14.923913043478262)","(26.0, 36.0, 35.916666666666664)","(4.0, 5.0, 4.998281786941581)","(26.0, 42.0, 39.82608695652174)","(11.0, 13.5, 13.25)","(51.0, 80.0, 75.38461538461539)","(21.0, 28.0, 26.59259259259259)"
04-01-2023 14:23:12.845801,"(2.9, 3.2, 3.163478260869565)","(3.9, 4.3, 4.242857142857143)","(12.0, 15.0, 14.931372549019608)","(26.0, 36.0, 35.916666666666664)","(4.0, 5.0, 4.9982456140350875)","(26.0, 42.0, 39.82608695652174)","(11.0, 13.5, 13.214285714285714)","(51.0, 80.0, 75.38461538461539)","(21.0, 28.0, 26.272727272727273)"
04-01-2023 14:23:13.979999,"(2.9, 3.2, 3.163948497854077)","(3.9, 4.3, 4.241721854304636)","(12.0, 15.0, 14.95959595959596)","(26.0, 36.0, 35.916666666666664)","(4.0, 5.0, 4.9982456140350875)","(26.0, 42.0, 39.68627450980392)","(11.0, 14.0, 13.13888888888889)","(51.0, 80.0, 75.0)","(21.0, 28.0, 27.384615384615383)"
04-01-2023 14:23:15.303041,"(2.9, 3.2, 3.1625748502994013)","(3.9, 4.3, 4.258536585365854)","(12.0, 15.0, 14.922330097087379)","(26.0, 36.0, 35.916666666666664)","(4.0, 5.0, 4.998239436619718)","(26.0, 40.0, 39.69230769230769)","(11.0, 14.0, 13.13888888888889)","(51.0, 80.0, 73.15789473684211)","(21.0, 29.0, 27.384615384615383)"
04-01-2023 14:23:16.388647,"(2.9, 3.2, 3.1625748502994013)","(3.9, 4.3, 4.258536585365854)","(12.0, 15.0, 14.922330097087379)","(26.0, 36.0, 35.916666666666664)","(4.0, 5.0, 4.998239436619718)","(26.0, 40.0, 39.69230769230769)","(11.0, 14.0, 13.075757575757576)","(51.0, 80.0, 73.80952380952381)","(21.0, 29.0, 27.384615384615383)"
04-01-2023 14:23:17.448195,"(2.9, 3.2, 3.1625748502994013)","(3.9, 4.3, 4.258536585365854)","(12.0, 15.0, 14.922330097087379)","(26.0, 36.0, 35.922077922077925)","(4.0, 5.0, 4.998239436619718)","(26.0, 40.0, 39.76119402985075)","(11.0, 14.0, 13.075757575757576)","(51.0, 80.0, 73.80952380952381)","(21.0, 29.0, 26.5)"
04-01-2023 14:23:18.544987,"(2.9, 3.2, 3.1643835616438354)","(3.9, 4.3, 4.234615384615385)","(12.0, 15.0, 14.922330097087379)","(26.0, 36.0, 35.922077922077925)","(4.2, 5.0, 4.998239436619718)","(26.0, 40.0, 39.76119402985075)","(11.0, 14.0, 13.075757575757576)","(51.0, 80.0, 73.80952380952381)","(21.0, 28.0, 26.454545454545453)"
04-01-2023 14:23:19.686106,"(2.9, 3.2, 3.1678294573643413)","(3.9, 4.3, 4.204545454545455)","(12.0, 15.0, 14.95959595959596)","(26.0, 36.0, 35.922077922077925)","(4.2, 5.0, 5.052380952380952)","(26.0, 40.0, 39.45454545454545)","(11.0, 14.0, 13.075757575757576)","(51.0, 80.0, 73.80952380952381)","(21.0, 28.0, 26.454545454545453)"
04-01-2023 14:23:20.784638,"(2.9, 3.2, 3.189655172413793)","(3.9, 4.2, 4.143329532497149)","(12.0, 15.0, 14.951219512195122)","(26.0, 36.0, 34.0)","(4.2, 5.1, 5.06)","(26.0, 40.0, 38.47761194029851)","(11.0, 14.0, 13.33695652173913)","(51.0, 80.0, 74.34782608695652)","(21.0, 28.0, 27.037037037037038)"
04-01-2023 14:23:21.874047,"(2.9, 3.15, 3.143435754189944)","(3.8, 4.2, 4.140668202764977)","(12.0, 15.0, 14.919191919191919)","(26.0, 34.0, 33.62162162162162)","(4.2, 5.1, 5.033057851239669)","(26.0, 42.0, 38.529411764705884)","(11.0, 14.0, 13.407766990291263)","(51.0, 80.0, 74.8)","(21.0, 28.0, 26.36842105263158)"
04-01-2023 14:23:22.972833,"(2.9, 3.25, 3.21864406779661)","(3.8, 4.2, 4.1390532544378695)","(12.0, 15.0, 14.927272727272728)","(26.0, 34.0, 33.62162162162162)","(4.2, 5.2, 5.095238095238095)","(26.0, 42.0, 39.16129032258065)","(11.0, 14.0, 12.923529411764706)","(51.0, 80.0, 74.8)","(21.0, 27.0, 26.36842105263158)"
04-01-2023 14:23:24.109477,"(2.9, 3.25, 3.2301724137931034)","(3.8, 4.2, 4.1390532544378695)","(12.0, 15.0, 14.917525773195877)","(26.0, 34.0, 33.62162162162162)","(4.2, 5.1, 5.095238095238095)","(26.0, 42.0, 39.16129032258065)","(11.0, 14.0, 12.994505494505495)","(51.0, 80.0, 74.8)","(21.0, 27.0, 26.36842105263158)"
04-01-2023 14:23:25.192512,"(2.8, 3.25, 3.22317880794702)","(3.8, 4.2, 4.138323353293413)","(12.0, 15.0, 14.917525773195877)","(26.0, 34.0, 33.62162162162162)","(4.2, 5.1, 5.095238095238095)","(26.0, 42.0, 39.16129032258065)","(11.0, 14.0, 12.910714285714286)","(51.0, 80.0, 74.8)","(21.0, 27.0, 26.36842105263158)"
04-01-2023 14:23:26.330507,"(2.8, 3.25, 3.214159292035398)","(3.8, 4.2, 4.138277511961722)","(12.0, 15.0, 14.917525773195877)","(26.0, 34.0, 33.62162162162162)","(4.2, 5.2, 5.1060606060606055)","(26.0, 42.0, 39.170731707317074)","(11.0, 14.0, 12.805084745762711)","(51.0, 80.0, 74.8)","(21.0, 27.0, 26.36842105263158)"
04-01-2023 14:23:27.461189,"(2.8, 3.25, 3.2126168224299065)","(3.8, 4.2, 4.138277511961722)","(12.0, 15.0, 14.917525773195877)","(26.0, 34.0, 33.62162162162162)","(4.2, 5.2, 5.036842105263158)","(26.0, 42.0, 39.68)","(11.0, 13.5, 12.635135135135135)","(51.0, 80.0, 76.15384615384616)","(21.0, 27.0, 26.458333333333332)"
04-01-2023 14:23:28.640462,"(2.8, 3.2, 3.18018018018018)","(3.8, 4.2, 4.132058047493404)","(12.0, 15.0, 14.958762886597938)","(26.0, 34.0, 33.810810810810814)","(4.2, 5.2, 5.034313725490196)","(26.0, 42.0, 39.95348837209302)","(11.0, 13.0, 12.720588235294118)","(51.0, 80.0, 76.15384615384616)","(21.0, 27.0, 26.51851851851852)"
04-01-2023 14:23:29.767105,"(2.8, 3.2, 3.1584677419354836)","(3.8, 4.2, 4.131968295904888)","(12.0, 15.0, 14.85)","(26.0, 34.0, 34.916666666666664)","(4.2, 5.1, 5.082716049382716)","(26.0, 42.0, 40.36363636363637)","(11.0, 13.0, 12.76923076923077)","(51.0, 80.0, 77.1875)","(21.0, 27.0, 26.606060606060606)"
04-01-2023 14:23:30.859619,"(2.8, 3.2, 3.1914634146341463)","(3.8, 4.2, 4.139386503067485)","(12.0, 15.0, 14.85)","(26.0, 36.0, 34.86274509803921)","(4.2, 5.1, 5.078082191780822)","(26.0, 42.0, 40.61538461538461)","(11.0, 13.0, 12.682692307692308)","(51.0, 80.0, 77.1875)","(21.0, 27.0, 26.566666666666666)"
04-01-2023 14:23:31.927614,"(2.8, 3.25, 3.1799999999999997)","(3.8, 4.2, 4.138078291814947)","(12.0, 15.0, 14.75)","(26.0, 36.0, 34.86274509803921)","(4.2, 5.1, 5.064772727272727)","(26.0, 42.0, 40.4)","(11.0, 13.0, 12.669642857142858)","(51.0, 80.0, 77.1875)","(21.0, 27.0, 26.566666666666666)"
04-01-2023 14:23:33.000076,"(2.8, 3.25, 3.1799999999999997)","(3.8, 4.2, 4.138004750593824)","(12.0, 15.0, 14.666666666666666)","(26.0, 36.0, 34.12903225806452)","(4.2, 5.1, 5.064772727272727)","(26.0, 42.0, 40.4)","(11.0, 13.0, 12.669642857142858)","(51.0, 80.0, 77.1875)","(21.0, 27.0, 26.458333333333332)"
04-01-2023 14:23:34.053699,"(2.8, 3.25, 3.2252808988764046)","(3.8, 4.2, 4.158923996584116)","(12.0, 15.0, 14.88888888888889)","(26.0, 36.0, 34.53164556962025)","(4.2, 5.0, 4.934790874524715)","(26.0, 42.0, 40.476190476190474)","(11.0, 13.0, 12.686274509803921)","(51.0, 80.0, 74.61538461538461)","(21.0, 27.0, 26.458333333333332)"
04-01-2023 14:23:35.147062,"(2.8, 3.25, 3.2252808988764046)","(3.8, 4.2, 4.160420315236427)","(12.0, 15.5, 14.602189781021897)","(26.0, 36.0, 34.86666666666667)","(4.2, 5.0, 4.934790874524715)","(26.0, 42.0, 40.476190476190474)","(11.0, 13.0, 12.686274509803921)","(51.0, 80.0, 75.35714285714286)","(21.0, 27.0, 26.35)"
04-01-2023 14:23:36.248504,"(2.8, 3.25, 3.2245664739884394)","(3.8, 4.2, 4.162898814949863)","(12.0, 15.5, 14.675324675324676)","(26.0, 36.0, 34.86666666666667)","(4.2, 5.0, 4.933911368015415)","(26.0, 42.0, 40.93333333333333)","(11.0, 13.0, 12.652173913043478)","(51.0, 80.0, 75.0)","(21.0, 27.0, 26.35)"
04-01-2023 14:23:37.351265,"(2.8, 3.25, 3.204854368932039)","(3.8, 4.2, 4.164066852367688)","(12.0, 15.0, 14.864864864864865)","(26.0, 36.0, 35.2)","(4.2, 5.0, 4.936298932384342)","(26.0, 42.0, 41.111111111111114)","(11.0, 13.0, 12.703703703703704)","(51.0, 80.0, 75.18518518518519)","(21.0, 27.0, 26.458333333333332)"
04-01-2023 14:23:38.416521,"(2.8, 3.25, 3.216058394160584)","(3.8, 4.2, 4.1594347464671655)","(12.0, 15.0, 14.876288659793815)","(26.0, 36.0, 35.12820512820513)","(4.2, 5.0, 4.936298932384342)","(26.0, 42.0, 41.111111111111114)","(11.0, 13.0, 12.673469387755102)","(51.0, 80.0, 75.18518518518519)","(21.0, 27.0, 26.458333333333332)"
04-01-2023 14:23:39.492141,"(2.8, 3.2, 3.172020725388601)","(3.8, 4.2, 4.160292921074044)","(12.0, 15.0, 14.5625)","(26.0, 36.0, 35.75)","(4.2, 5.0, 4.9378472222222225)","(26.0, 42.0, 41.42857142857143)","(11.0, 13.0, 12.636363636363637)","(51.0, 80.0, 75.18518518518519)","(21.0, 27.0, 26.458333333333332)"
04-01-2023 14:23:40.578489,"(2.9, 3.2, 3.177752293577982)","(3.8, 4.2, 4.159802306425041)","(13.0, 15.0, 14.5625)","(26.0, 38.0, 34.608695652173914)","(4.2, 5.0, 4.943354430379747)","(26.0, 42.0, 41.5)","(11.0, 13.0, 12.573170731707316)","(51.0, 80.0, 75.51724137931035)","(21.0, 27.0, 26.51851851851852)"
04-01-2023 14:23:41.670482,"(2.9, 3.2, 3.181529850746269)","(3.8, 4.2, 4.163225320271288)","(13.0, 14.5, 14.477477477477478)","(26.0, 38.0, 36.16470588235294)","(4.2, 5.0, 4.943799058084773)","(26.0, 42.0, 41.5625)","(11.0, 13.0, 12.583333333333334)","(51.0, 80.0, 75.48387096774194)","(21.0, 27.0, 26.566666666666666)"
04-01-2023 14:23:42.731173,"(2.9, 3.2, 3.179878048780488)","(3.8, 4.2, 4.164067524115755)","(13.0, 15.0, 14.703947368421053)","(26.0, 38.0, 36.46913580246913)","(4.2, 5.0, 4.948833034111311)","(26.0, 42.0, 41.19626168224299)","(11.0, 13.0, 12.523809523809524)","(51.0, 80.0, 72.5)","(21.0, 27.0, 26.76923076923077)"
04-01-2023 14:23:43.839405,"(2.8, 3.3, 3.290255785627284)","(3.8, 4.1, 4.095409836065573)","(12.0, 15.0, 14.829787234042554)","(26.0, 38.0, 36.46913580246913)","(4.2, 5.0, 4.948833034111311)","(26.0, 44.0, 41.16981132075472)","(11.0, 13.0, 12.927927927927929)","(51.0, 75.0, 72.77777777777777)","(21.0, 27.0, 26.76923076923077)"
04-01-2023 14:23:44.955842,"(2.8, 3.3, 3.290441176470588)","(3.8, 4.1, 4.07293956043956)","(12.0, 15.0, 14.829787234042554)","(26.0, 38.0, 36.46913580246913)","(4.2, 5.0, 4.928030303030304)","(26.0, 44.0, 41.16981132075472)","(11.0, 13.0, 12.764150943396226)","(51.0, 75.0, 73.0)","(21.0, 27.0, 26.434782608695652)"
04-01-2023 14:23:46.091852,"(2.8, 3.3, 3.2960662525879916)","(3.8, 4.1, 4.079229711141678)","(12.0, 15.0, 14.71875)","(26.0, 36.0, 35.333333333333336)","(4.2, 5.0, 4.927480916030534)","(26.0, 44.0, 41.16981132075472)","(11.0, 13.5, 12.817460317460318)","(51.0, 75.0, 71.96428571428571)","(21.0, 27.0, 26.434782608695652)"
04-01-2023 14:23:47.166720,"(2.8, 3.3, 3.2963671128107075)","(3.8, 4.1, 4.079229711141678)","(12.0, 15.0, 14.71875)","(26.0, 36.0, 35.343283582089555)","(4.2, 5.0, 4.930992736077482)","(26.0, 44.0, 42.19047619047619)","(11.0, 13.5, 13.173469387755102)","(51.0, 75.0, 72.16666666666667)","(21.0, 27.0, 26.5)"
04-01-2023 14:23:48.310140,"(2.8, 3.35, 3.2694690265486726)","(3.8, 4.1, 4.084929356357928)","(12.0, 15.0, 14.635135135135135)","(26.0, 36.0, 35.9622641509434)","(4.2, 5.0, 4.930992736077482)","(26.0, 44.0, 41.79710144927536)","(11.0, 13.5, 13.127906976744185)","(51.0, 75.0, 72.4074074074074)","(21.0, 27.0, 26.5)"
04-01-2023 14:23:49.400425,"(2.8, 3.35, 3.2566298342541438)","(3.8, 4.1, 4.0840531561461795)","(12.0, 15.0, 14.696629213483146)","(26.0, 36.0, 35.964285714285715)","(4.2, 5.0, 4.930992736077482)","(26.0, 44.0, 41.79710144927536)","(11.0, 13.5, 13.127906976744185)","(51.0, 75.0, 72.4074074074074)","(21.0, 27.0, 26.5)"
04-01-2023 14:23:50.537315,"(2.9, 3.35, 3.2554545454545454)","(3.8, 4.1, 4.082608695652174)","(12.0, 15.0, 14.763157894736842)","(26.0, 36.0, 36.71641791044776)","(4.2, 5.0, 4.835555555555556)","(26.0, 44.0, 41.945945945945944)","(11.0, 13.5, 13.458333333333334)","(51.0, 75.0, 72.66666666666667)","(21.0, 27.0, 26.653846153846153)"
04-01-2023 14:23:51.663573,"(2.9, 3.3, 3.269189189189189)","(3.8, 4.1, 4.091337907375643)","(12.0, 15.0, 14.590909090909092)","(26.0, 38.0, 36.63492063492063)","(4.2, 4.9, 4.85036231884058)","(26.0, 44.0, 42.1)","(11.0, 13.5, 13.454545454545455)","(51.0, 75.0, 72.66666666666667)","(21.0, 27.0, 26.653846153846153)"
04-01-2023 14:23:52.835267,"(2.9, 3.25, 3.2468487394957983)","(3.8, 4.1, 4.0914163090128755)","(12.0, 15.0, 14.6)","(26.0, 38.0, 37.01587301587301)","(4.2, 4.9, 4.850541516245487)","(26.0, 44.0, 42.1)","(11.0, 13.5, 13.455882352941176)","(51.0, 75.0, 72.74193548387096)","(21.0, 27.0, 26.653846153846153)"
04-01-2023 14:23:53.978856,"(2.9, 3.25, 3.246559633027523)","(3.8, 4.1, 4.0914163090128755)","(12.0, 15.0, 14.6)","(26.0, 38.0, 37.10144927536232)","(4.2, 4.9, 4.83394495412844)","(26.0, 44.0, 42.1)","(11.0, 13.5, 13.333333333333334)","(51.0, 75.0, 72.74193548387096)","(21.0, 27.0, 26.547619047619047)"
04-01-2023 14:23:55.105018,"(2.9, 3.3, 3.254457831325301)","(3.8, 4.1, 4.073159303882195)","(12.0, 15.0, 14.6)","(26.0, 38.0, 37.10144927536232)","(4.2, 4.9, 4.839240506329114)","(26.0, 44.0, 42.075949367088604)","(11.0, 13.5, 13.333333333333334)","(51.0, 75.0, 72.74193548387096)","(21.0, 27.0, 26.130434782608695)"
04-01-2023 14:23:56.245035,"(2.9, 3.3, 3.249636803874092)","(3.8, 4.1, 4.074930939226519)","(12.0, 15.0, 14.80327868852459)","(26.0, 38.0, 37.23456790123457)","(4.2, 4.9, 4.800806451612903)","(31.0, 44.0, 42.34782608695652)","(11.0, 13.5, 13.465116279069768)","(51.0, 75.0, 73.10810810810811)","(21.0, 27.0, 26.5)"
04-01-2023 14:23:57.366676,"(2.9, 3.3, 3.2722666666666664)","(3.8, 4.1, 4.076901408450704)","(12.0, 15.0, 14.80327868852459)","(26.0, 38.0, 37.31868131868132)","(4.2, 4.9, 4.794166666666667)","(31.0, 44.0, 42.34782608695652)","(11.0, 13.5, 13.465116279069768)","(51.0, 75.0, 73.10810810810811)","(21.0, 27.0, 26.5)"
04-01-2023 14:23:58.438574,"(2.9, 3.3, 3.2624548736462096)","(3.8, 4.1, 4.077222222222222)","(12.0, 15.0, 14.80327868852459)","(26.0, 38.0, 37.333333333333336)","(4.2, 4.9, 4.755208333333333)","(31.0, 44.0, 41.50769230769231)","(11.0, 13.5, 13.454545454545455)","(51.0, 75.0, 73.10810810810811)","(21.0, 27.0, 26.5)"
04-01-2023 14:23:59.613617,"(2.9, 3.3, 3.2609022556390976)","(3.8, 4.1, 4.079322512350035)","(13.0, 15.0, 15.274193548387096)","(26.0, 38.0, 37.34736842105263)","(4.2, 4.8, 4.919387755102041)","(31.0, 42.0, 41.529411764705884)","(11.0, 13.5, 13.463414634146341)","(51.0, 75.0, 72.92682926829268)","(21.0, 27.0, 26.545454545454547)"
04-01-2023 14:24:00.732691,"(2.9, 3.3, 3.2584795321637428)","(3.8, 4.1, 4.079882525697504)","(13.0, 15.5, 14.666666666666666)","(26.0, 38.0, 37.34736842105263)","(4.2, 5.0, 4.915176151761518)","(31.0, 42.0, 41.50769230769231)","(11.0, 13.5, 13.244755244755245)","(51.0, 75.0, 73.04878048780488)","(21.0, 27.0, 26.62162162162162)"
04-01-2023 14:24:01.854193,"(2.9, 3.3, 3.2581081081081082)","(3.8, 4.1, 4.082930631332814)","(13.0, 16.0, 15.551282051282051)","(26.0, 38.0, 37.34736842105263)","(4.2, 5.0, 4.9344933469805525)","(31.0, 42.0, 41.483870967741936)","(11.0, 14.0, 13.225352112676056)","(51.0, 75.0, 73.04878048780488)","(21.0, 27.0, 26.641025641025642)"
04-01-2023 14:24:02.948007,"(2.9, 3.25, 3.2274691358024694)","(3.8, 4.1, 4.080887372013652)","(13.0, 16.0, 15.543478260869565)","(26.0, 38.0, 37.38)","(4.2, 5.0, 4.906969696969697)","(31.0, 42.0, 41.45762711864407)","(11.0, 14.0, 13.241379310344827)","(51.0, 75.0, 73.28947368421052)","(21.0, 27.0, 26.641025641025642)"
04-01-2023 14:24:04.024979,"(2.9, 3.25, 3.2278443113772455)","(3.8, 4.1, 4.081217838765008)","(13.0, 16.0, 15.212765957446809)","(26.0, 38.0, 37.47457627118644)","(4.2, 5.0, 4.925840092699884)","(31.0, 42.0, 41.333333333333336)","(11.0, 14.0, 13.197080291970803)","(51.0, 75.0, 73.28947368421052)","(21.0, 27.0, 26.58823529411765)"
04-01-2023 14:24:05.135067,"(2.9, 3.35, 3.270377358490566)","(3.8, 4.1, 4.084503190519599)","(13.0, 16.0, 15.416666666666666)","(26.0, 38.0, 36.34586466165413)","(4.2, 5.0, 4.894270833333334)","(31.0, 42.0, 40.763636363636365)","(11.0, 14.0, 13.216417910447761)","(51.0, 75.0, 73.28947368421052)","(21.0, 27.0, 26.65)"
04-01-2023 14:24:06.399773,"(2.9, 3.35, 3.253669724770642)","(3.8, 4.1, 4.083970856102003)","(13.0, 16.0, 15.76923076923077)","(26.0, 38.0, 36.349514563106794)","(4.4, 4.9, 4.894368600682594)","(31.0, 42.0, 39.9)","(11.0, 14.0, 13.192307692307692)","(51.0, 75.0, 73.28947368421052)","(21.0, 27.0, 26.6)"
04-01-2023 14:24:07.562490,"(2.9, 3.35, 3.253669724770642)","(3.8, 4.1, 4.083970856102003)","(13.0, 16.0, 15.76923076923077)","(26.0, 38.0, 36.349514563106794)","(4.4, 4.9, 4.859433962264151)","(31.0, 40.0, 39.9)","(11.0, 14.0, 13.192307692307692)","(51.0, 75.0, 73.28947368421052)","(21.0, 27.0, 26.662650602409638)"
04-01-2023 14:24:08.668706,"(2.9, 3.35, 3.3007042253521126)","(3.8, 4.1, 4.082452642073778)","(13.0, 16.0, 15.76923076923077)","(26.0, 38.0, 36.349514563106794)","(4.4, 4.9, 4.842666666666667)","(31.0, 40.0, 41.01754385964912)","(11.0, 14.0, 13.286764705882353)","(51.0, 75.0, 73.46153846153847)","(21.0, 27.0, 26.714285714285715)"
04-01-2023 14:24:09.975061,"(2.9, 3.35, 3.3112546125461253)","(3.8, 4.0, 3.9884057971014495)","(13.0, 16.5, 16.036363636363635)","(26.0, 36.0, 35.355555555555554)","(4.4, 4.9, 4.868224299065421)","(31.0, 42.0, 40.701298701298704)","(11.0, 14.0, 13.689102564102564)","(51.0, 75.0, 77.29729729729729)","(21.0, 27.0, 26.64406779661017)"
04-01-2023 14:24:11.198394,"(2.9, 3.35, 3.3112546125461253)","(3.8, 4.0, 3.992239467849224)","(13.0, 16.5, 16.048672566371682)","(26.0, 36.0, 35.425)","(4.4, 4.9, 4.797814207650273)","(31.0, 42.0, 40.602739726027394)","(11.0, 14.0, 13.738461538461538)","(51.0, 80.0, 76.75)","(21.0, 27.0, 26.633333333333333)"
04-01-2023 14:24:12.369757,"(2.9, 3.35, 3.2839622641509436)","(3.8, 4.0, 3.992239467849224)","(13.0, 16.5, 16.048672566371682)","(26.0, 36.0, 35.56190476190476)","(4.4, 4.8, 4.797101449275362)","(26.0, 42.0, 40.84090909090909)","(11.0, 14.0, 13.81858407079646)","(51.0, 80.0, 76.75)","(21.0, 27.0, 26.633333333333333)"
04-01-2023 14:24:13.539884,"(2.9, 3.3, 3.2632758620689652)","(3.8, 4.0, 3.992239467849224)","(13.0, 16.5, 16.048672566371682)","(26.0, 36.0, 35.56190476190476)","(4.4, 4.8, 4.791954022988506)","(26.0, 42.0, 40.70886075949367)","(11.0, 14.0, 13.81858407079646)","(51.0, 80.0, 76.82926829268293)","(21.0, 27.0, 26.633333333333333)"
04-01-2023 14:24:14.666202,"(2.9, 3.3, 3.257172131147541)","(3.8, 4.1, 4.05)","(13.0, 16.5, 16.048672566371682)","(26.0, 36.0, 35.458333333333336)","(4.4, 4.9, 4.724210526315789)","(26.0, 42.0, 41.333333333333336)","(11.0, 14.0, 13.81858407079646)","(51.0, 80.0, 76.82926829268293)","(21.0, 27.0, 26.633333333333333)"
04-01-2023 14:24:15.788006,"(2.9, 3.3, 3.271164021164021)","(3.7, 4.1, 4.087387387387387)","(13.0, 16.5, 15.798245614035087)","(26.0, 36.0, 35.17857142857143)","(4.4, 4.8, 4.724210526315789)","(26.0, 42.0, 40.111827956989245)","(11.0, 14.0, 13.810185185185185)","(51.0, 80.0, 76.82926829268293)","(21.0, 27.0, 26.633333333333333)"
04-01-2023 14:24:16.923382,"(2.9, 3.3, 3.2515127388535032)","(3.7, 4.1, 4.0978378378378375)","(13.0, 15.5, 15.320987654320987)","(26.0, 36.0, 35.17857142857143)","(4.4, 4.8, 4.724210526315789)","(26.0, 42.0, 38.29535864978903)","(11.0, 14.0, 13.730263157894736)","(51.0, 80.0, 76.82926829268293)","(21.0, 27.0, 26.633333333333333)"
04-01-2023 14:24:18.134478,"(2.9, 3.3, 3.2514890282131663)","(3.7, 4.2, 4.102737940026075)","(13.0, 16.5, 15.64)","(26.0, 36.0, 35.333333333333336)","(4.2, 4.8, 4.731081081081081)","(31.0, 42.0, 38.28752642706131)","(11.0, 14.0, 13.758064516129032)","(51.0, 80.0, 78.28571428571428)","(21.0, 27.0, 26.258064516129032)"
04-01-2023 14:24:19.325170,"(2.9, 3.3, 3.2233924611973395)","(3.7, 4.2, 4.111868390129259)","(13.0, 16.5, 15.841836734693878)","(26.0, 36.0, 35.333333333333336)","(4.2, 4.8, 4.731081081081081)","(31.0, 42.0, 38.37938144329897)","(11.0, 14.0, 13.82)","(51.0, 80.0, 78.53658536585365)","(21.0, 27.0, 26.520833333333332)"
04-01-2023 14:24:20.540284,"(2.9, 3.25, 3.242764578833693)","(3.7, 4.2, 4.141412742382271)","(13.0, 16.5, 15.9625)","(26.0, 36.0, 35.28089887640449)","(4.2, 4.8, 4.7698795180722895)","(31.0, 42.0, 38.34927234927235)","(11.0, 14.0, 13.722222222222221)","(51.0, 80.0, 79.21052631578948)","(21.0, 27.0, 25.510791366906474)"
04-01-2023 14:24:21.803413,"(2.9, 3.25, 3.241486810551559)","(3.7, 4.2, 4.141241379310345)","(13.0, 16.5, 16.06923076923077)","(26.0, 36.0, 35.753846153846155)","(4.2, 4.8, 4.848444444444445)","(31.0, 42.0, 41.10526315789474)","(11.0, 14.0, 13.859375)","(51.0, 80.0, 79.0)","(21.0, 26.0, 25.626373626373628)"
04-01-2023 14:24:22.989298,"(2.9, 3.3, 3.259295612009238)","(3.7, 4.2, 4.150423216444982)","(13.0, 16.5, 15.336363636363636)","(26.0, 36.0, 35.78378378378378)","(4.2, 4.9, 4.848444444444445)","(31.0, 42.0, 41.10526315789474)","(11.0, 14.0, 13.846875)","(51.0, 80.0, 81.15384615384616)","(21.0, 26.0, 25.629834254143645)"
04-01-2023 14:24:24.240881,"(2.9, 3.3, 3.2633529411764703)","(3.7, 4.2, 4.135205364626991)","(13.0, 15.0, 14.98)","(26.0, 36.0, 35.47826086956522)","(4.2, 4.9, 4.88062015503876)","(31.0, 42.0, 41.64383561643836)","(11.0, 14.0, 13.858381502890174)","(51.0, 85.0, 79.28571428571429)","(21.0, 26.0, 25.586021505376344)"
04-01-2023 14:24:25.563241,"(2.9, 3.25, 3.242377495462795)","(3.7, 4.2, 4.1353138075313804)","(13.0, 15.0, 14.983870967741936)","(26.0, 36.0, 35.55555555555556)","(4.2, 4.9, 4.880539499036609)","(31.0, 42.0, 41.6)","(11.0, 14.0, 13.80859375)","(51.0, 85.0, 79.28571428571429)","(21.0, 26.0, 25.586021505376344)"
04-01-2023 14:24:26.912760,"(2.9, 3.25, 3.2434990439770557)","(3.7, 4.2, 4.138363171355499)","(13.0, 15.0, 15.357142857142858)","(26.0, 38.0, 35.473684210526315)","(4.2, 4.9, 4.88050193050193)","(31.0, 42.0, 41.6)","(11.0, 14.0, 13.800813008130081)","(51.0, 85.0, 79.28571428571429)","(21.0, 26.0, 25.656626506024097)"
04-01-2023 14:24:28.228783,"(2.9, 3.2, 3.198304020100503)","(3.7, 4.2, 4.138363171355499)","(13.0, 16.5, 15.314814814814815)","(26.0, 38.0, 35.6)","(4.2, 4.9, 4.885000000000001)","(26.0, 42.0, 41.7319587628866)","(11.0, 14.0, 13.800813008130081)","(51.0, 85.0, 79.28571428571429)","(21.0, 26.0, 25.645962732919255)"
