,Midnight Feast,Auntie Clare,Violets Girl,Flaming Galah,Destini Fresco,Flying Poet
10,"[datetime.datetime(2022, 11, 28, 17, 54, 19, 133694), 1.45, 1.94]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 133694), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 133694), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 133694), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 133694), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 133694), 10.0, 20.0]"
11,"[datetime.datetime(2022, 11, 28, 17, 54, 20, 239942), 1.45, 1.94]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 239942), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 239942), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 239942), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 239942), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 239942), 10.0, 20.0]"
12,"[datetime.datetime(2022, 11, 28, 17, 54, 21, 342060), 1.45, 1.94]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 342060), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 342060), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 342060), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 342060), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 342060), 10.0, 20.0]"
13,"[datetime.datetime(2022, 11, 28, 17, 54, 22, 446807), 1.45, 1.94]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 446807), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 446807), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 446807), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 446807), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 446807), 10.0, 20.0]"
14,"[datetime.datetime(2022, 11, 28, 17, 54, 23, 546425), 1.45, 1.94]","[datetime.datetime(2022, 11, 28, 17, 54, 23, 546425), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 23, 546425), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 23, 546425), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 23, 546425), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 23, 546425), 10.0, 20.0]"
15,"[datetime.datetime(2022, 11, 28, 17, 54, 24, 673468), 1.45, 1.94]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 673468), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 673468), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 673468), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 673468), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 673468), 10.0, 20.0]"
16,"[datetime.datetime(2022, 11, 28, 17, 54, 25, 769745), 1.45, 1.94]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 769745), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 769745), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 769745), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 769745), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 769745), 10.0, 20.0]"
17,"[datetime.datetime(2022, 11, 28, 17, 54, 26, 876298), 1.45, 1.8]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 876298), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 876298), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 876298), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 876298), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 876298), 10.0, 20.0]"
18,"[datetime.datetime(2022, 11, 28, 17, 54, 27, 981243), 1.45, 1.8]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 981243), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 981243), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 981243), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 981243), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 981243), 10.0, 20.0]"
19,"[datetime.datetime(2022, 11, 28, 17, 54, 29, 85827), 1.45, 1.8]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 85827), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 85827), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 85827), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 85827), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 85827), 10.0, 20.0]"
20,"[datetime.datetime(2022, 11, 28, 17, 54, 30, 189425), 1.45, 1.8]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 189425), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 189425), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 189425), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 189425), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 189425), 10.0, 20.0]"
21,"[datetime.datetime(2022, 11, 28, 17, 54, 31, 285553), 1.45, 1.8]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 285553), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 285553), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 285553), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 285553), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 285553), 10.0, 20.0]"
22,"[datetime.datetime(2022, 11, 28, 17, 54, 32, 400573), 1.45, 1.8]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 400573), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 400573), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 400573), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 400573), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 400573), 10.0, 20.0]"
23,"[datetime.datetime(2022, 11, 28, 17, 54, 33, 500733), 1.45, 1.8]","[datetime.datetime(2022, 11, 28, 17, 54, 33, 500733), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 33, 500733), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 33, 500733), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 33, 500733), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 33, 500733), 10.0, 20.0]"
24,"[datetime.datetime(2022, 11, 28, 17, 54, 34, 606003), 1.45, 1.8]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 606003), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 606003), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 606003), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 606003), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 606003), 10.0, 20.0]"
25,"[datetime.datetime(2022, 11, 28, 17, 54, 35, 724030), 1.45, 1.8]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 724030), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 724030), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 724030), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 724030), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 724030), 10.0, 20.0]"
26,"[datetime.datetime(2022, 11, 28, 17, 54, 36, 834867), 1.45, 1.83]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 834867), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 834867), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 834867), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 834867), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 834867), 10.0, 21.0]"
27,"[datetime.datetime(2022, 11, 28, 17, 54, 37, 980098), 1.45, 1.83]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 980098), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 980098), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 980098), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 980098), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 980098), 10.0, 21.0]"
28,"[datetime.datetime(2022, 11, 28, 17, 54, 39, 94626), 1.45, 1.84]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 94626), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 94626), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 94626), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 94626), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 94626), 10.0, 19.5]"
29,"[datetime.datetime(2022, 11, 28, 17, 54, 40, 231707), 1.45, 1.84]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 231707), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 231707), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 231707), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 231707), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 231707), 10.0, 19.5]"
30,"[datetime.datetime(2022, 11, 28, 17, 54, 41, 342504), 1.45, 1.84]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 342504), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 342504), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 342504), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 342504), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 342504), 10.0, 19.5]"
31,"[datetime.datetime(2022, 11, 28, 17, 54, 42, 469946), 1.45, 1.84]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 469946), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 469946), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 469946), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 469946), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 469946), 10.0, 19.5]"
32,"[datetime.datetime(2022, 11, 28, 17, 54, 43, 585214), 1.45, 1.84]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 585214), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 585214), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 585214), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 585214), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 585214), 10.0, 19.5]"
33,"[datetime.datetime(2022, 11, 28, 17, 54, 44, 706030), 1.45, 1.84]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 706030), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 706030), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 706030), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 706030), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 706030), 10.0, 19.5]"
34,"[datetime.datetime(2022, 11, 28, 17, 54, 45, 803761), 1.45, 1.84]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 803761), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 803761), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 803761), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 803761), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 803761), 10.0, 19.5]"
35,"[datetime.datetime(2022, 11, 28, 17, 54, 46, 917032), 1.45, 1.84]","[datetime.datetime(2022, 11, 28, 17, 54, 46, 917032), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 46, 917032), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 46, 917032), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 46, 917032), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 46, 917032), 10.0, 19.5]"
36,"[datetime.datetime(2022, 11, 28, 17, 54, 48, 26827), 1.45, 1.84]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 26827), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 26827), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 26827), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 26827), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 26827), 10.0, 19.5]"
37,"[datetime.datetime(2022, 11, 28, 17, 54, 49, 135392), 1.45, 1.84]","[datetime.datetime(2022, 11, 28, 17, 54, 49, 135392), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 49, 135392), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 49, 135392), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 49, 135392), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 49, 135392), 10.0, 19.5]"
38,"[datetime.datetime(2022, 11, 28, 17, 54, 50, 264548), 1.45, 1.84]","[datetime.datetime(2022, 11, 28, 17, 54, 50, 264548), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 54, 50, 264548), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 50, 264548), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 50, 264548), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 50, 264548), 10.0, 19.5]"
39,"[datetime.datetime(2022, 11, 28, 17, 54, 51, 385533), 1.45, 1.92]","[datetime.datetime(2022, 11, 28, 17, 54, 51, 385533), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 17, 54, 51, 385533), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 51, 385533), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 51, 385533), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 51, 385533), 10.0, 19.5]"
40,"[datetime.datetime(2022, 11, 28, 17, 54, 52, 497855), 1.45, 1.92]","[datetime.datetime(2022, 11, 28, 17, 54, 52, 497855), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 17, 54, 52, 497855), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 52, 497855), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 52, 497855), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 52, 497855), 10.0, 19.5]"
41,"[datetime.datetime(2022, 11, 28, 17, 54, 53, 599386), 1.45, 1.92]","[datetime.datetime(2022, 11, 28, 17, 54, 53, 599386), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 17, 54, 53, 599386), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 53, 599386), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 53, 599386), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 53, 599386), 10.0, 19.5]"
42,"[datetime.datetime(2022, 11, 28, 17, 54, 54, 775966), 1.45, 1.92]","[datetime.datetime(2022, 11, 28, 17, 54, 54, 775966), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 17, 54, 54, 775966), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 54, 775966), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 54, 775966), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 54, 775966), 10.0, 19.5]"
43,"[datetime.datetime(2022, 11, 28, 17, 54, 55, 898000), 1.45, 1.92]","[datetime.datetime(2022, 11, 28, 17, 54, 55, 898000), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 17, 54, 55, 898000), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 55, 898000), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 55, 898000), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 55, 898000), 10.0, 19.5]"
44,"[datetime.datetime(2022, 11, 28, 17, 54, 57, 24457), 1.45, 1.92]","[datetime.datetime(2022, 11, 28, 17, 54, 57, 24457), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 17, 54, 57, 24457), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 57, 24457), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 57, 24457), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 57, 24457), 10.0, 19.5]"
45,"[datetime.datetime(2022, 11, 28, 17, 54, 58, 141725), 1.45, 1.92]","[datetime.datetime(2022, 11, 28, 17, 54, 58, 141725), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 17, 54, 58, 141725), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 58, 141725), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 58, 141725), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 58, 141725), 10.0, 19.5]"
46,"[datetime.datetime(2022, 11, 28, 17, 54, 59, 272233), 1.45, 1.92]","[datetime.datetime(2022, 11, 28, 17, 54, 59, 272233), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 17, 54, 59, 272233), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 54, 59, 272233), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 54, 59, 272233), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 54, 59, 272233), 10.0, 19.5]"
47,"[datetime.datetime(2022, 11, 28, 17, 55, 0, 401521), 1.45, 1.92]","[datetime.datetime(2022, 11, 28, 17, 55, 0, 401521), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 17, 55, 0, 401521), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 55, 0, 401521), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 55, 0, 401521), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 55, 0, 401521), 10.0, 19.5]"
48,"[datetime.datetime(2022, 11, 28, 17, 55, 1, 500569), 1.45, 1.92]","[datetime.datetime(2022, 11, 28, 17, 55, 1, 500569), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 17, 55, 1, 500569), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 55, 1, 500569), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 55, 1, 500569), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 55, 1, 500569), 10.0, 19.5]"
49,"[datetime.datetime(2022, 11, 28, 17, 55, 2, 604301), 1.45, 1.92]","[datetime.datetime(2022, 11, 28, 17, 55, 2, 604301), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 17, 55, 2, 604301), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 55, 2, 604301), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 55, 2, 604301), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 55, 2, 604301), 10.0, 19.5]"
50,"[datetime.datetime(2022, 11, 28, 17, 55, 3, 713433), 1.45, 1.92]","[datetime.datetime(2022, 11, 28, 17, 55, 3, 713433), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 17, 55, 3, 713433), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 55, 3, 713433), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 55, 3, 713433), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 55, 3, 713433), 10.0, 19.5]"
51,"[datetime.datetime(2022, 11, 28, 17, 55, 4, 846885), 1.45, 1.92]","[datetime.datetime(2022, 11, 28, 17, 55, 4, 846885), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 17, 55, 4, 846885), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 55, 4, 846885), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 55, 4, 846885), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 55, 4, 846885), 10.0, 19.5]"
52,"[datetime.datetime(2022, 11, 28, 17, 55, 5, 973159), 1.45, 1.92]","[datetime.datetime(2022, 11, 28, 17, 55, 5, 973159), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 17, 55, 5, 973159), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 55, 5, 973159), 2.3, 2.96]","[datetime.datetime(2022, 11, 28, 17, 55, 5, 973159), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 55, 5, 973159), 10.0, 19.5]"
53,"[datetime.datetime(2022, 11, 28, 17, 55, 7, 77106), 1.45, 1.92]","[datetime.datetime(2022, 11, 28, 17, 55, 7, 77106), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 17, 55, 7, 77106), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 55, 7, 77106), 2.3, 2.96]","[datetime.datetime(2022, 11, 28, 17, 55, 7, 77106), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 55, 7, 77106), 10.0, 19.5]"
