,Jean Luc Nz,Kowalski Analysis,Celestial Gossip,Yianni,Kosimo,Silent Major Nz,Ozzie Battler,Huli Nien,Bettor Be The Bomb,Vintage Cheddar Nz
07-01-2023 19:38:38.895367,"(15.0, 99999, 99990)","(1.65, 1.85, 1.8414285714285714)","(31.0, 48.0, 43.2)","(91.0, 170.0, 158.0)","(31.0, 42.0, 39.75)","(51.0, 99999, 99990)","(101.0, 90.0, 88.33333333333333)","(6.0, 6.6, 6.574358974358974)","(9.0, 9.8, 10.015384615384615)","(5.0, 99999, 99990)"
07-01-2023 19:38:40.127996,"(15.0, 99999, 99990)","(1.65, 1.85, 1.820967741935484)","(31.0, 48.0, 43.2)","(91.0, 170.0, 158.0)","(31.0, 42.0, 39.6)","(51.0, 99999, 99990)","(101.0, 90.0, 88.33333333333333)","(6.0, 6.6, 6.574358974358974)","(9.0, 10.5, 10.015384615384615)","(5.0, 99999, 99990)"
07-01-2023 19:38:41.294795,"(15.0, 99999, 99990)","(1.65, 1.85, 1.820967741935484)","(31.0, 48.0, 42.0)","(91.0, 170.0, 158.0)","(31.0, 42.0, 36.0)","(51.0, 99999, 99990)","(101.0, 90.0, 88.33333333333333)","(6.0, 6.6, 6.574358974358974)","(9.0, 10.5, 10.015384615384615)","(5.0, 99999, 99990)"
07-01-2023 19:38:42.528126,"(15.0, 99999, 99990)","(1.65, 1.85, 1.820967741935484)","(31.0, 48.0, 42.0)","(91.0, 170.0, 147.5)","(31.0, 42.0, 38.57142857142857)","(51.0, 99999, 99990)","(101.0, 90.0, 88.33333333333333)","(6.0, 6.6, 6.493023255813954)","(9.0, 10.5, 9.7125)","(5.0, 99999, 99990)"
07-01-2023 19:38:43.808022,"(15.0, 99999, 99990)","(1.65, 1.85, 1.8207317073170732)","(31.0, 48.0, 43.0)","(91.0, 170.0, 147.5)","(31.0, 42.0, 38.4)","(51.0, 99999, 99990)","(101.0, 90.0, 100.76923076923077)","(6.0, 6.8, 6.488888888888889)","(9.0, 10.5, 10.054545454545455)","(5.0, 99999, 99990)"
07-01-2023 19:38:45.091819,"(15.0, 99999, 99990)","(1.65, 1.85, 1.8265060240963855)","(31.0, 48.0, 43.0)","(91.0, 170.0, 147.5)","(31.0, 42.0, 38.4)","(51.0, 99999, 99990)","(101.0, 120.0, 100.76923076923077)","(6.0, 6.8, 6.488888888888889)","(9.0, 10.5, 10.25)","(5.0, 99999, 99990)"
07-01-2023 19:38:46.432639,"(15.0, 99999, 99990)","(1.65, 1.85, 1.8285714285714287)","(31.0, 48.0, 43.0)","(91.0, 170.0, 147.5)","(31.0, 42.0, 38.4)","(51.0, 99999, 99990)","(101.0, 120.0, 100.76923076923077)","(6.0, 6.8, 6.488888888888889)","(9.0, 10.5, 10.25)","(5.0, 99999, 99990)"
07-01-2023 19:38:47.809763,"(15.0, 99999, 99990)","(1.65, 1.85, 1.8327433628318586)","(31.0, 48.0, 43.0)","(91.0, 170.0, 147.5)","(31.0, 42.0, 38.4)","(51.0, 99999, 99990)","(101.0, 120.0, 104.375)","(6.0, 6.8, 6.488888888888889)","(9.0, 10.5, 10.25)","(5.0, 99999, 99990)"
07-01-2023 19:38:49.246452,"(15.0, 99999, 99990)","(1.65, 1.85, 1.8327433628318586)","(31.0, 48.0, 43.0)","(91.0, 170.0, 147.5)","(31.0, 42.0, 37.6)","(51.0, 99999, 99990)","(101.0, 120.0, 104.375)","(6.0, 6.8, 6.447619047619048)","(9.0, 10.5, 9.404255319148936)","(5.0, 99999, 99990)"
07-01-2023 19:38:50.635036,"(15.0, 99999, 99990)","(1.65, 1.85, 1.8559813084112151)","(31.0, 48.0, 43.0)","(91.0, 170.0, 147.5)","(31.0, 40.0, 37.6)","(51.0, 99999, 99990)","(101.0, 120.0, 104.375)","(6.0, 6.6, 6.445454545454545)","(9.0, 9.8, 9.206249999999999)","(5.0, 99999, 99990)"
07-01-2023 19:38:52.027553,"(15.0, 99999, 99990)","(1.65, 1.86, 1.8559813084112151)","(31.0, 48.0, 43.0)","(91.0, 170.0, 147.5)","(31.0, 40.0, 37.6)","(51.0, 99999, 99990)","(101.0, 120.0, 104.375)","(6.0, 6.6, 6.316666666666666)","(9.0, 9.8, 9.299999999999999)","(5.0, 99999, 99990)"
07-01-2023 19:38:53.371641,"(15.0, 99999, 99990)","(1.65, 1.86, 1.8590611353711792)","(31.0, 48.0, 43.0)","(91.0, 170.0, 147.5)","(31.0, 40.0, 37.6)","(51.0, 99999, 99990)","(101.0, 120.0, 104.375)","(6.0, 6.6, 6.297777777777778)","(9.0, 9.6, 9.299999999999999)","(5.0, 99999, 99990)"
07-01-2023 19:38:54.767523,"(15.0, 99999, 99990)","(1.65, 1.86, 1.866830985915493)","(31.0, 48.0, 43.0)","(91.0, 170.0, 147.5)","(31.0, 40.0, 37.6)","(51.0, 99999, 99990)","(101.0, 120.0, 104.375)","(6.0, 6.6, 6.235714285714286)","(9.0, 9.6, 9.299999999999999)","(5.0, 99999, 99990)"
07-01-2023 19:38:56.199073,"(15.0, 99999, 99990)","(1.65, 1.87, 1.9028571428571428)","(31.0, 48.0, 43.0)","(91.0, 170.0, 150.0)","(31.0, 40.0, 37.6)","(51.0, 99999, 99990)","(101.0, 120.0, 104.375)","(6.0, 6.6, 6.211428571428572)","(9.0, 9.6, 9.399999999999999)","(5.0, 99999, 99990)"
07-01-2023 19:38:57.553794,"(15.0, 99999, 99990)","(1.65, 1.91, 1.9236363636363636)","(31.0, 48.0, 43.0)","(91.0, 180.0, 150.0)","(31.0, 40.0, 37.6)","(51.0, 99999, 99990)","(101.0, 120.0, 104.375)","(6.0, 6.6, 6.21)","(9.0, 9.6, 9.399999999999999)","(5.0, 99999, 99990)"
07-01-2023 19:38:58.892670,"(15.0, 99999, 99990)","(1.65, 1.94, 1.930625)","(31.0, 48.0, 43.0)","(91.0, 180.0, 150.0)","(31.0, 40.0, 37.2)","(61.0, 99999, 99990)","(91.0, 120.0, 104.375)","(6.0, 6.6, 6.222222222222222)","(8.0, 9.6, 8.207407407407407)","(5.0, 99999, 99990)"
07-01-2023 19:39:00.219358,"(15.0, 99999, 99990)","(1.7, 1.94, 1.9364285714285714)","(31.0, 48.0, 40.5)","(101.0, 180.0, 150.0)","(31.0, 42.0, 37.2)","(61.0, 99999, 99990)","(91.0, 120.0, 113.33333333333333)","(6.0, 6.4, 6.222222222222222)","(8.0, 8.8, 8.313793103448276)","(5.0, 99999, 99990)"
07-01-2023 19:39:01.498391,"(15.0, 99999, 99990)","(1.7, 1.94, 1.93875)","(31.0, 48.0, 40.5)","(101.0, 180.0, 150.0)","(31.0, 42.0, 37.2)","(61.0, 99999, 99990)","(91.0, 120.0, 113.33333333333333)","(6.0, 6.4, 6.222222222222222)","(8.0, 8.8, 8.322222222222221)","(5.0, 99999, 99990)"
07-01-2023 19:39:02.763727,"(15.0, 99999, 99990)","(1.7, 1.96, 1.9573913043478262)","(31.0, 48.0, 40.5)","(101.0, 180.0, 150.0)","(31.0, 42.0, 37.2)","(61.0, 99999, 99990)","(91.0, 120.0, 113.33333333333333)","(6.0, 6.4, 6.222222222222222)","(8.0, 8.8, 8.322222222222221)","(5.0, 99999, 99990)"
07-01-2023 19:39:04.094775,"(15.0, 99999, 99990)","(1.7, 1.96, 1.9573913043478262)","(31.0, 48.0, 40.5)","(101.0, 180.0, 160.0)","(31.0, 42.0, 37.2)","(61.0, 99999, 99990)","(91.0, 120.0, 113.33333333333333)","(6.0, 6.4, 6.222222222222222)","(8.0, 8.8, 8.322222222222221)","(5.0, 99999, 99990)"
07-01-2023 19:39:05.536830,"(15.0, 99999, 99990)","(1.7, 1.96, 1.9580645161290322)","(31.0, 48.0, 40.5)","(101.0, 180.0, 160.0)","(31.0, 42.0, 37.2)","(61.0, 99999, 99990)","(91.0, 120.0, 113.33333333333333)","(6.0, 6.4, 6.222222222222222)","(8.0, 8.8, 8.329411764705881)","(6.5, 99999, 99990)"
07-01-2023 19:39:06.895674,"(15.0, 99999, 99990)","(1.7, 1.96, 1.9580645161290322)","(31.0, 48.0, 40.5)","(101.0, 180.0, 160.0)","(31.0, 40.0, 38.666666666666664)","(61.0, 99999, 99990)","(91.0, 120.0, 108.57142857142857)","(6.0, 6.4, 5.909090909090909)","(8.0, 8.8, 8.68)","(6.5, 99999, 99990)"
07-01-2023 19:39:08.502168,"(15.0, 99999, 99990)","(1.65, 2.08, 2.0551724137931036)","(31.0, 48.0, 41.0)","(101.0, 180.0, 144.28571428571428)","(31.0, 40.0, 37.333333333333336)","(61.0, 99999, 99990)","(91.0, 120.0, 115.0)","(6.0, 6.2, 5.909090909090909)","(7.5, 9.4, 8.755555555555555)","(6.5, 99999, 99990)"
07-01-2023 19:39:10.060452,"(15.0, 99999, 99990)","(1.65, 2.08, 2.027586206896552)","(31.0, 44.0, 41.0)","(101.0, 170.0, 140.0)","(31.0, 38.0, 36.57142857142857)","(61.0, 99999, 99990)","(91.0, 120.0, 113.75)","(6.0, 6.2, 5.870588235294117)","(7.5, 9.2, 8.690909090909091)","(6.5, 99999, 99990)"
07-01-2023 19:39:11.590647,"(15.0, 99999, 99990)","(1.65, 2.04, 1.9975)","(31.0, 44.0, 36.666666666666664)","(101.0, 160.0, 140.0)","(31.0, 38.0, 36.666666666666664)","(61.0, 99999, 99990)","(91.0, 120.0, 113.75)","(5.5, 6.2, 5.95)","(7.0, 9.2, 8.75)","(6.5, 99999, 99990)"
07-01-2023 19:39:13.117620,"(15.0, 99999, 99990)","(1.65, 2.06, 1.9475)","(31.0, 42.0, 35.6)","(101.0, 160.0, 140.0)","(31.0, 38.0, 36.666666666666664)","(61.0, 99999, 99990)","(91.0, 120.0, 113.75)","(5.5, 6.2, 5.923076923076923)","(7.0, 9.2, 8.670588235294117)","(6.5, 99999, 99990)"
07-01-2023 19:39:14.747973,"(15.0, 99999, 99990)","(1.65, 1.95, 1.9322950819672131)","(31.0, 42.0, 38.0)","(101.0, 160.0, 140.0)","(31.0, 38.0, 37.333333333333336)","(61.0, 99999, 99990)","(91.0, 120.0, 115.0)","(5.5, 6.2, 5.9)","(7.0, 9.0, 8.670588235294117)","(6.5, 99999, 99990)"
07-01-2023 19:39:16.233646,"(15.0, 99999, 99990)","(1.65, 1.95, 1.9406896551724138)","(31.0, 42.0, 37.77777777777778)","(101.0, 160.0, 140.0)","(31.0, 38.0, 37.6)","(61.0, 99999, 99990)","(91.0, 120.0, 110.0)","(5.5, 6.2, 6.057894736842106)","(7.0, 9.0, 8.65)","(6.5, 99999, 99990)"
07-01-2023 19:39:17.769668,"(15.0, 99999, 99990)","(1.65, 1.95, 1.98825)","(31.0, 44.0, 37.42857142857143)","(101.0, 160.0, 140.0)","(31.0, 38.0, 37.6)","(61.0, 99999, 99990)","(91.0, 120.0, 110.0)","(5.5, 6.2, 6.03125)","(7.0, 9.0, 8.618181818181819)","(6.5, 99999, 99990)"
07-01-2023 19:39:19.267098,"(15.0, 99999, 99990)","(1.65, 1.99, 1.98825)","(31.0, 46.0, 37.25)","(101.0, 160.0, 140.0)","(31.0, 38.0, 37.0)","(61.0, 99999, 99990)","(91.0, 120.0, 110.0)","(5.5, 6.2, 6.03125)","(7.0, 9.0, 8.618181818181819)","(6.5, 99999, 99990)"
07-01-2023 19:39:20.796782,"(15.0, 99999, 99990)","(1.65, 1.99, 1.988132530120482)","(31.0, 46.0, 40.0)","(101.0, 160.0, 140.0)","(31.0, 38.0, 37.0)","(61.0, 99999, 99990)","(91.0, 120.0, 110.0)","(5.5, 6.2, 6.026086956521739)","(7.0, 9.0, 8.563636363636363)","(6.5, 99999, 99990)"
07-01-2023 19:39:22.329092,"(15.0, 99999, 99990)","(1.65, 1.99, 1.988132530120482)","(31.0, 44.0, 40.0)","(101.0, 160.0, 140.0)","(31.0, 38.0, 37.0)","(61.0, 99999, 99990)","(91.0, 120.0, 110.0)","(5.5, 6.2, 5.942857142857143)","(7.0, 8.6, 8.634782608695652)","(6.5, 99999, 99990)"
07-01-2023 19:39:23.879434,"(15.0, 99999, 99990)","(1.65, 2.02, 2.0164864864864867)","(31.0, 46.0, 37.25)","(101.0, 160.0, 140.0)","(31.0, 38.0, 37.0)","(61.0, 99999, 99990)","(91.0, 120.0, 110.0)","(5.5, 6.2, 5.939622641509434)","(7.0, 9.0, 8.616)","(6.5, 99999, 99990)"
07-01-2023 19:39:25.481001,"(15.0, 99999, 99990)","(1.65, 2.02, 2.00375)","(31.0, 46.0, 37.25)","(101.0, 160.0, 140.0)","(31.0, 38.0, 37.0)","(61.0, 99999, 99990)","(91.0, 120.0, 115.0)","(5.5, 6.2, 6.083333333333333)","(7.0, 9.0, 8.554285714285715)","(6.5, 99999, 99990)"
07-01-2023 19:39:26.932029,"(15.0, 99999, 99990)","(1.65, 2.02, 1.9654285714285713)","(31.0, 46.0, 37.25)","(101.0, 160.0, 140.0)","(31.0, 38.0, 37.0)","(61.0, 99999, 99990)","(91.0, 120.0, 107.5)","(5.5, 6.2, 6.090909090909091)","(7.0, 9.0, 8.563636363636364)","(6.5, 99999, 99990)"
07-01-2023 19:39:28.479332,"(15.0, 99999, 99990)","(1.65, 1.98, 1.9562857142857142)","(31.0, 46.0, 37.25)","(101.0, 160.0, 140.0)","(31.0, 38.0, 37.0)","(61.0, 99999, 99990)","(91.0, 120.0, 107.5)","(5.5, 6.2, 6.118918918918919)","(7.0, 9.0, 8.563636363636364)","(6.5, 99999, 99990)"
07-01-2023 19:39:29.999352,"(15.0, 99999, 99990)","(1.65, 1.98, 1.9921367521367521)","(31.0, 46.0, 37.25)","(91.0, 160.0, 140.0)","(31.0, 38.0, 37.0)","(61.0, 99999, 99990)","(91.0, 120.0, 107.5)","(5.5, 6.4, 6.11578947368421)","(7.0, 8.8, 8.445454545454545)","(6.5, 99999, 99990)"
07-01-2023 19:39:31.527048,"(15.0, 99999, 99990)","(1.65, 2.0, 1.98993006993007)","(31.0, 46.0, 37.25)","(91.0, 160.0, 140.0)","(31.0, 38.0, 37.0)","(61.0, 99999, 99990)","(91.0, 120.0, 113.0)","(5.5, 6.4, 6.118918918918919)","(7.0, 8.8, 8.29)","(6.5, 99999, 99990)"
07-01-2023 19:39:32.949074,"(15.0, 99999, 99990)","(1.65, 2.0, 1.9894666666666667)","(31.0, 46.0, 37.25)","(91.0, 160.0, 140.0)","(31.0, 38.0, 36.57142857142857)","(61.0, 99999, 99990)","(91.0, 120.0, 113.0)","(5.5, 6.4, 6.118918918918919)","(7.0, 8.8, 8.177777777777777)","(6.5, 99999, 99990)"
07-01-2023 19:39:34.414282,"(15.0, 99999, 99990)","(1.65, 1.99, 1.9878021978021978)","(31.0, 46.0, 39.0)","(91.0, 160.0, 140.0)","(31.0, 40.0, 36.57142857142857)","(61.0, 99999, 99990)","(91.0, 120.0, 113.0)","(5.5, 6.4, 5.958333333333334)","(7.0, 8.2, 8.327272727272728)","(6.5, 99999, 99990)"
07-01-2023 19:39:35.859817,"(15.0, 99999, 99990)","(1.65, 1.99, 1.9876190476190476)","(31.0, 46.0, 39.2)","(91.0, 160.0, 135.0)","(31.0, 40.0, 36.5)","(61.0, 99999, 99990)","(91.0, 120.0, 113.0)","(5.5, 6.0, 5.958333333333334)","(7.0, 8.4, 8.327272727272728)","(6.5, 99999, 99990)"
07-01-2023 19:39:37.351344,"(15.0, 99999, 99990)","(1.65, 1.99, 1.9876190476190476)","(31.0, 44.0, 39.2)","(91.0, 160.0, 135.0)","(31.0, 38.0, 36.5)","(61.0, 99999, 99990)","(91.0, 120.0, 113.0)","(5.5, 6.0, 5.958333333333334)","(7.0, 8.4, 8.327272727272728)","(6.5, 99999, 99990)"
07-01-2023 19:39:38.887846,"(15.0, 99999, 99990)","(1.65, 1.99, 1.9968281938325991)","(31.0, 44.0, 39.0)","(91.0, 160.0, 135.0)","(31.0, 38.0, 36.5)","(61.0, 99999, 99990)","(91.0, 120.0, 116.875)","(5.5, 6.0, 5.958333333333334)","(7.0, 8.4, 8.327272727272728)","(6.5, 99999, 99990)"
07-01-2023 19:39:40.320208,"(15.0, 99999, 99990)","(1.65, 2.0, 1.9968281938325991)","(31.0, 42.0, 39.0)","(91.0, 160.0, 135.0)","(31.0, 38.0, 36.5)","(61.0, 99999, 99990)","(91.0, 120.0, 116.875)","(5.5, 6.0, 5.958333333333334)","(7.0, 8.4, 8.327272727272728)","(6.5, 99999, 99990)"
07-01-2023 19:39:41.714480,"(15.0, 99999, 99990)","(1.65, 2.0, 1.9968281938325991)","(31.0, 42.0, 39.0)","(91.0, 160.0, 135.0)","(31.0, 38.0, 36.5)","(61.0, 99999, 99990)","(91.0, 120.0, 116.875)","(5.5, 6.0, 5.958333333333334)","(7.0, 8.4, 8.327272727272728)","(6.5, 99999, 99990)"
07-01-2023 19:39:43.228576,"(15.0, 99999, 99990)","(1.65, 2.0, 1.9968281938325991)","(31.0, 42.0, 38.8)","(91.0, 160.0, 135.0)","(31.0, 38.0, 36.5)","(61.0, 99999, 99990)","(91.0, 120.0, 116.875)","(5.5, 6.0, 5.958333333333334)","(7.0, 8.4, 8.327272727272728)","(6.5, 99999, 99990)"
07-01-2023 19:39:44.739920,"(15.0, 99999, 99990)","(1.65, 2.0, 1.9965217391304348)","(31.0, 42.0, 38.8)","(91.0, 160.0, 135.0)","(31.0, 38.0, 36.0)","(61.0, 99999, 99990)","(91.0, 130.0, 117.27272727272728)","(5.5, 6.0, 5.928571428571429)","(7.0, 8.6, 8.42)","(6.5, 99999, 99990)"
07-01-2023 19:39:46.333806,"(15.0, 99999, 99990)","(1.65, 1.99, 1.9864583333333332)","(31.0, 44.0, 39.2)","(91.0, 160.0, 131.42857142857142)","(31.0, 38.0, 36.0)","(61.0, 99999, 99990)","(91.0, 130.0, 117.27272727272728)","(5.5, 6.0, 5.846153846153846)","(7.0, 8.6, 8.42)","(6.5, 99999, 99990)"
07-01-2023 19:39:47.816227,"(15.0, 99999, 99990)","(1.65, 1.99, 1.9864583333333332)","(31.0, 44.0, 39.333333333333336)","(91.0, 160.0, 131.42857142857142)","(31.0, 38.0, 36.0)","(61.0, 99999, 99990)","(91.0, 130.0, 117.27272727272728)","(5.5, 6.0, 5.846153846153846)","(7.0, 8.6, 8.42)","(6.5, 99999, 99990)"
07-01-2023 19:39:49.178998,"(15.0, 99999, 99990)","(1.65, 1.99, 1.9877049180327868)","(31.0, 42.0, 34.4)","(91.0, 160.0, 131.42857142857142)","(31.0, 38.0, 36.0)","(51.0, 99999, 99990)","(91.0, 130.0, 117.27272727272728)","(5.5, 6.0, 5.833333333333333)","(7.0, 8.6, 8.299999999999999)","(7.0, 99999, 99990)"
07-01-2023 19:39:50.481310,"(15.0, 99999, 99990)","(1.65, 1.99, 1.9877049180327868)","(31.0, 38.0, 33.0)","(91.0, 160.0, 135.0)","(31.0, 38.0, 37.0)","(51.0, 99999, 99990)","(91.0, 130.0, 117.27272727272728)","(5.5, 6.0, 5.825)","(7.0, 8.6, 8.299999999999999)","(7.0, 99999, 99990)"
07-01-2023 19:39:51.858199,"(15.0, 99999, 99990)","(1.65, 2.0, 1.991219512195122)","(31.0, 38.0, 36.333333333333336)","(91.0, 160.0, 135.0)","(31.0, 38.0, 37.0)","(51.0, 99999, 99990)","(91.0, 130.0, 117.27272727272728)","(5.5, 6.0, 5.825)","(7.0, 8.6, 8.299999999999999)","(7.0, 99999, 99990)"
07-01-2023 19:39:53.194361,"(15.0, 99999, 99990)","(1.65, 2.0, 2.006023166023166)","(31.0, 38.0, 36.333333333333336)","(91.0, 160.0, 135.0)","(31.0, 38.0, 37.0)","(51.0, 99999, 99990)","(91.0, 130.0, 117.27272727272728)","(5.5, 6.0, 5.825)","(7.0, 8.6, 8.299999999999999)","(7.0, 99999, 99990)"
07-01-2023 19:39:54.570240,"(15.0, 99999, 99990)","(1.65, 2.02, 2.006023166023166)","(31.0, 38.0, 34.76923076923077)","(91.0, 160.0, 135.0)","(31.0, 38.0, 36.8)","(51.0, 99999, 99990)","(91.0, 130.0, 117.27272727272728)","(5.5, 6.0, 5.674074074074074)","(7.0, 8.6, 8.466666666666667)","(7.0, 99999, 99990)"
07-01-2023 19:39:55.835254,"(15.0, 99999, 99990)","(1.65, 2.02, 2.006023166023166)","(31.0, 44.0, 34.76923076923077)","(91.0, 160.0, 135.0)","(31.0, 38.0, 36.8)","(51.0, 99999, 99990)","(91.0, 130.0, 117.27272727272728)","(5.5, 6.0, 5.736363636363636)","(7.0, 8.6, 8.466666666666667)","(7.0, 99999, 99990)"
07-01-2023 19:39:57.145152,"(15.0, 99999, 99990)","(1.65, 2.02, 1.994019138755981)","(31.0, 44.0, 39.09090909090909)","(91.0, 160.0, 135.0)","(31.0, 38.0, 36.8)","(51.0, 99999, 99990)","(91.0, 130.0, 117.27272727272728)","(5.5, 5.9, 5.933333333333334)","(7.0, 8.6, 8.457142857142857)","(7.0, 99999, 99990)"
07-01-2023 19:39:58.678776,"(15.0, 99999, 99990)","(1.65, 2.02, 2.0002185792349727)","(31.0, 44.0, 39.09090909090909)","(91.0, 160.0, 135.0)","(31.0, 38.0, 31.6)","(51.0, 99999, 99990)","(91.0, 130.0, 125.625)","(5.5, 6.0, 5.966666666666667)","(7.0, 8.8, 8.457142857142857)","(7.0, 99999, 99990)"
07-01-2023 19:40:00.104299,"(15.0, 99999, 99990)","(1.65, 2.02, 1.9874261603375527)","(31.0, 44.0, 39.09090909090909)","(91.0, 160.0, 135.0)","(31.0, 38.0, 31.6)","(51.0, 99999, 99990)","(91.0, 130.0, 125.625)","(5.5, 6.0, 5.966666666666667)","(7.0, 8.8, 8.457142857142857)","(7.0, 99999, 99990)"
07-01-2023 19:40:01.529496,"(15.0, 99999, 99990)","(1.75, 2.02, 1.9874261603375527)","(26.0, 44.0, 39.09090909090909)","(91.0, 160.0, 131.42857142857142)","(31.0, 38.0, 35.2)","(51.0, 99999, 99990)","(81.0, 130.0, 125.625)","(5.0, 6.0, 5.966666666666667)","(6.5, 8.8, 8.333333333333334)","(7.0, 99999, 99990)"
07-01-2023 19:40:02.888578,"(15.0, 99999, 99990)","(1.75, 2.02, 1.9874261603375527)","(26.0, 44.0, 39.09090909090909)","(91.0, 160.0, 131.42857142857142)","(31.0, 40.0, 35.2)","(51.0, 99999, 99990)","(81.0, 130.0, 125.625)","(5.0, 6.0, 5.1058252427184465)","(6.5, 8.6, 8.7)","(7.0, 99999, 99990)"
07-01-2023 19:40:04.236773,"(15.0, 99999, 99990)","(1.75, 2.0, 1.9925)","(26.0, 44.0, 39.09090909090909)","(91.0, 160.0, 131.42857142857142)","(31.0, 40.0, 35.2)","(51.0, 99999, 99990)","(81.0, 130.0, 125.625)","(5.0, 5.3, 5.1058252427184465)","(6.5, 8.8, 8.742857142857144)","(7.0, 99999, 99990)"
07-01-2023 19:40:05.679452,"(15.0, 99999, 99990)","(1.75, 2.0, 2.006851851851852)","(26.0, 44.0, 41.42857142857143)","(91.0, 160.0, 147.14285714285714)","(31.0, 40.0, 36.8)","(51.0, 99999, 99990)","(81.0, 130.0, 125.625)","(5.0, 5.3, 5.219277108433735)","(6.5, 8.8, 8.600000000000001)","(7.0, 99999, 99990)"
07-01-2023 19:40:07.135119,"(15.0, 99999, 99990)","(1.75, 2.02, 2.0084257206208425)","(26.0, 46.0, 41.42857142857143)","(91.0, 160.0, 147.14285714285714)","(31.0, 40.0, 38.666666666666664)","(51.0, 99999, 99990)","(81.0, 130.0, 115.0)","(5.0, 5.3, 5.219277108433735)","(6.5, 8.8, 8.433333333333334)","(7.0, 99999, 99990)"
07-01-2023 19:40:08.545937,"(15.0, 99999, 99990)","(1.75, 2.02, 2.0084257206208425)","(26.0, 46.0, 41.42857142857143)","(91.0, 160.0, 147.14285714285714)","(31.0, 44.0, 41.0)","(51.0, 99999, 99990)","(81.0, 130.0, 115.0)","(5.0, 5.3, 5.216842105263158)","(6.5, 8.6, 8.314285714285715)","(7.0, 99999, 99990)"
07-01-2023 19:40:09.929517,"(15.0, 99999, 99990)","(1.75, 2.04, 2.021190476190476)","(26.0, 46.0, 41.42857142857143)","(91.0, 160.0, 147.14285714285714)","(31.0, 46.0, 41.0)","(51.0, 99999, 99990)","(81.0, 130.0, 115.0)","(5.0, 5.3, 5.216842105263158)","(6.5, 8.4, 8.314285714285715)","(7.0, 99999, 99990)"
07-01-2023 19:40:11.332122,"(15.0, 99999, 99990)","(1.75, 2.04, 2.0274103585657373)","(26.0, 46.0, 42.0)","(91.0, 160.0, 147.14285714285714)","(31.0, 46.0, 41.0)","(51.0, 99999, 99990)","(81.0, 130.0, 115.0)","(5.0, 5.3, 5.217777777777778)","(6.5, 8.4, 8.314285714285715)","(7.0, 99999, 99990)"
07-01-2023 19:40:12.916629,"(15.0, 99999, 99990)","(1.75, 2.04, 1.994438775510204)","(26.0, 46.0, 42.0)","(91.0, 160.0, 147.14285714285714)","(31.0, 46.0, 36.625)","(51.0, 99999, 99990)","(81.0, 130.0, 115.0)","(5.0, 5.3, 5.218181818181819)","(6.5, 8.4, 8.345454545454546)","(7.0, 99999, 99990)"
07-01-2023 19:40:14.360152,"(16.0, 99999, 99990)","(1.75, 2.0, 1.9934275618374557)","(26.0, 46.0, 40.57142857142857)","(91.0, 160.0, 147.14285714285714)","(31.0, 46.0, 37.0)","(51.0, 99999, 99990)","(81.0, 130.0, 115.0)","(5.0, 5.3, 5.218181818181819)","(6.5, 8.6, 8.45)","(7.0, 99999, 99990)"
07-01-2023 19:40:15.877255,"(16.0, 99999, 99990)","(1.75, 2.0, 1.9934275618374557)","(26.0, 44.0, 40.57142857142857)","(91.0, 160.0, 147.14285714285714)","(31.0, 40.0, 37.0)","(51.0, 99999, 99990)","(81.0, 130.0, 115.0)","(5.0, 5.3, 5.218181818181819)","(6.5, 8.8, 8.418181818181818)","(7.0, 99999, 99990)"
07-01-2023 19:40:17.317575,"(16.0, 99999, 99990)","(1.75, 2.0, 1.9901612903225807)","(26.0, 44.0, 40.57142857142857)","(91.0, 160.0, 147.14285714285714)","(31.0, 40.0, 36.5)","(51.0, 99999, 99990)","(81.0, 130.0, 124.28571428571428)","(5.0, 5.3, 5.218181818181819)","(6.5, 8.8, 8.564285714285715)","(7.0, 99999, 99990)"
07-01-2023 19:40:18.782058,"(16.0, 99999, 99990)","(1.75, 2.0, 1.9903351955307262)","(26.0, 44.0, 40.57142857142857)","(91.0, 160.0, 147.14285714285714)","(31.0, 46.0, 36.5)","(51.0, 99999, 99990)","(81.0, 130.0, 124.28571428571428)","(5.0, 5.3, 5.203846153846154)","(6.5, 8.8, 8.564285714285715)","(7.0, 99999, 99990)"
07-01-2023 19:40:20.361762,"(16.0, 99999, 99990)","(1.75, 2.0, 1.9855230125523013)","(26.0, 44.0, 40.57142857142857)","(91.0, 160.0, 161.11111111111111)","(31.0, 46.0, 36.416666666666664)","(51.0, 99999, 99990)","(81.0, 130.0, 124.28571428571428)","(5.0, 5.3, 5.203846153846154)","(6.5, 8.8, 8.714285714285715)","(7.0, 99999, 99990)"
07-01-2023 19:40:21.854868,"(16.0, 99999, 99990)","(1.75, 2.0, 1.9824509803921568)","(26.0, 44.0, 40.57142857142857)","(91.0, 200.0, 160.0)","(31.0, 46.0, 36.5)","(51.0, 99999, 99990)","(81.0, 130.0, 124.28571428571428)","(5.0, 5.3, 5.203846153846154)","(6.5, 8.8, 8.676923076923078)","(7.0, 99999, 99990)"
07-01-2023 19:40:23.201826,"(16.0, 99999, 99990)","(1.75, 2.0, 1.9841428571428572)","(26.0, 44.0, 40.0)","(91.0, 190.0, 155.0)","(31.0, 46.0, 36.416666666666664)","(51.0, 99999, 99990)","(81.0, 130.0, 124.28571428571428)","(5.0, 5.3, 5.203846153846154)","(6.5, 8.8, 8.611764705882354)","(7.0, 99999, 99990)"
