,Beach Magic,Animado,The General Nz,Woodlea Diego Nz,Rollyarrrz Nz,Katacha Man,Jaccka Wally Nz,The Irish Eagle,Prince Joy,Blackjack Bart
07-01-2023 19:32:03.848219,"(8.0, 11.0, 10.459999999999999)","(1.45, 1.75, 1.7322641509433963)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 44.0)","(26.0, 99999, 99990)","(17.0, 24.0, 21.666666666666668)","(6.0, 9.0, 7.5)","(41.0, 110.0, 78.0)"
07-01-2023 19:32:05.253835,"(8.0, 11.0, 10.459999999999999)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 44.0)","(26.0, 99999, 99990)","(17.0, 24.0, 21.666666666666668)","(6.0, 9.0, 7.5)","(41.0, 110.0, 78.0)"
07-01-2023 19:32:06.635945,"(8.0, 11.0, 10.459999999999999)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 44.0)","(26.0, 99999, 99990)","(17.0, 24.0, 21.666666666666668)","(6.0, 9.0, 7.5)","(41.0, 110.0, 78.0)"
07-01-2023 19:32:07.967848,"(8.0, 11.0, 10.459999999999999)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 44.0)","(26.0, 99999, 99990)","(17.0, 24.0, 21.666666666666668)","(6.0, 9.0, 7.5)","(41.0, 110.0, 78.0)"
07-01-2023 19:32:09.225158,"(8.0, 11.0, 10.459999999999999)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 44.0)","(26.0, 99999, 99990)","(17.0, 24.0, 21.666666666666668)","(6.0, 9.0, 7.5)","(41.0, 110.0, 78.0)"
07-01-2023 19:32:10.433907,"(8.0, 11.0, 10.459999999999999)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 44.0)","(26.0, 99999, 99990)","(17.0, 24.0, 21.666666666666668)","(6.0, 9.0, 7.5)","(41.0, 110.0, 82.0)"
07-01-2023 19:32:11.698347,"(8.0, 11.0, 10.459999999999999)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 21.666666666666668)","(6.0, 9.0, 7.5)","(41.0, 100.0, 82.0)"
07-01-2023 19:32:12.971699,"(8.0, 11.0, 10.459999999999999)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 21.666666666666668)","(6.0, 9.0, 7.5)","(41.0, 100.0, 78.66666666666666)"
07-01-2023 19:32:14.328103,"(8.0, 11.0, 10.459999999999999)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 21.666666666666668)","(6.0, 9.0, 7.5)","(41.0, 95.0, 78.66666666666666)"
07-01-2023 19:32:15.662296,"(8.0, 11.0, 10.459999999999999)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 21.666666666666668)","(6.0, 9.0, 7.5)","(41.0, 95.0, 78.66666666666666)"
07-01-2023 19:32:17.057756,"(8.0, 11.0, 10.459999999999999)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 21.666666666666668)","(6.0, 9.0, 7.5)","(41.0, 95.0, 78.66666666666666)"
07-01-2023 19:32:18.314657,"(8.0, 11.0, 10.459999999999999)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 21.666666666666668)","(6.0, 9.0, 7.5)","(41.0, 95.0, 78.66666666666666)"
07-01-2023 19:32:19.632794,"(8.0, 11.0, 10.459999999999999)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 21.666666666666668)","(6.0, 9.0, 7.5)","(41.0, 95.0, 78.66666666666666)"
07-01-2023 19:32:20.919786,"(8.0, 11.0, 10.459999999999999)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 21.666666666666668)","(6.0, 9.0, 7.5)","(41.0, 95.0, 78.66666666666666)"
07-01-2023 19:32:22.217480,"(8.0, 11.0, 10.459999999999999)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 21.666666666666668)","(6.0, 9.0, 7.5)","(41.0, 95.0, 78.66666666666666)"
07-01-2023 19:32:23.563646,"(8.0, 11.0, 10.459999999999999)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 76.2)"
07-01-2023 19:32:24.860947,"(8.0, 11.0, 10.459999999999999)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 76.2)"
07-01-2023 19:32:26.121873,"(8.0, 11.0, 10.314285714285715)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:27.338816,"(8.0, 11.0, 10.314285714285715)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:28.509027,"(8.0, 11.0, 10.314285714285715)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:29.685028,"(8.0, 11.0, 10.314285714285715)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:30.949575,"(8.0, 11.0, 10.314285714285715)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:32.246388,"(8.0, 11.0, 10.314285714285715)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:33.590342,"(8.0, 11.0, 10.314285714285715)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:34.957313,"(8.0, 11.0, 10.314285714285715)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:36.213429,"(8.0, 11.0, 10.314285714285715)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:37.461502,"(8.0, 11.0, 10.314285714285715)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:38.617089,"(8.0, 11.0, 10.314285714285715)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:39.825840,"(8.0, 11.0, 10.314285714285715)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:41.023264,"(8.0, 11.0, 10.314285714285715)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:42.319125,"(8.0, 11.0, 10.314285714285715)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:43.690601,"(8.0, 11.0, 10.314285714285715)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:45.019893,"(8.0, 11.0, 10.314285714285715)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 51.2)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:46.272008,"(8.0, 11.0, 10.3)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:47.719081,"(8.0, 11.0, 10.3)","(1.45, 1.75, 1.745)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:49.099580,"(8.0, 11.0, 10.3)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:50.435010,"(8.0, 11.0, 10.3)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 24.0, 23.0)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:51.744349,"(8.0, 11.0, 10.3)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 24.0, 21.421052631578945)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:53.106978,"(8.0, 11.0, 10.3)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 24.0, 21.421052631578945)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:54.438470,"(8.0, 11.0, 10.3)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 24.0, 21.421052631578945)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:55.772058,"(8.0, 11.0, 10.3)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 24.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:57.043862,"(8.0, 11.0, 10.3)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:58.365100,"(8.0, 11.0, 10.3)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:32:59.647873,"(8.0, 11.0, 10.3)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:00.945714,"(8.0, 11.0, 10.3)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:02.335473,"(8.0, 11.0, 10.3)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:03.644013,"(8.0, 11.0, 10.3)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:04.948652,"(8.0, 11.0, 10.3)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:06.245980,"(8.0, 11.0, 10.3)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:07.535625,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:08.913632,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:10.436070,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:11.727340,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:13.046484,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:14.393452,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:15.713380,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:17.048519,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:18.331311,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:19.690423,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:20.990740,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:22.258222,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:23.531607,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:24.890419,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.0)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:26.302437,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
