,Gracie Bale,Sunnyside Zeus,Lochinvar Jazz,Tough Tears,Entranced,Change Of Habit,Go Bang
14-12-2022 12:40:25.567449,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 18.75)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 22.884615384615387)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 14.75)"
14-12-2022 12:40:26.790695,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 18.75)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 22.884615384615387)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 14.75)"
14-12-2022 12:40:27.964115,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 18.75)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 22.884615384615387)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 14.75)"
14-12-2022 12:40:29.188883,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 18.75)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 22.884615384615387)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 14.75)"
14-12-2022 12:40:30.423082,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 18.75)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 22.884615384615387)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 14.75)"
14-12-2022 12:40:31.604728,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 18.75)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 22.884615384615387)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 14.75)"
14-12-2022 12:40:32.795862,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 18.75)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 22.884615384615387)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 14.75)"
14-12-2022 12:40:33.903274,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 18.75)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 19.0625)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.125)"
14-12-2022 12:40:35.063246,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 15.727272727272727)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 19.0625)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.125)"
14-12-2022 12:40:36.269090,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 15.727272727272727)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 19.0625)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.125)"
14-12-2022 12:40:37.462573,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 16.09090909090909)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:40:38.668806,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 16.09090909090909)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:40:39.898092,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 16.09090909090909)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:40:41.084874,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 16.09090909090909)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:40:42.319050,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 16.09090909090909)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:40:43.672020,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 16.09090909090909)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:40:44.894985,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 16.09090909090909)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:40:46.131545,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 16.09090909090909)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:40:47.352719,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 16.09090909090909)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:40:48.567785,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 16.09090909090909)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:40:49.594864,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 16.09090909090909)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:40:50.702089,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:40:51.848205,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:40:53.084463,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:40:54.327443,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:40:55.531774,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:40:56.741584,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:40:57.840293,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:40:58.936910,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:40:59.986786,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:01.145752,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:02.462894,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:03.877120,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:05.202229,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:06.439460,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:07.633286,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:08.693129,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:09.682916,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:10.719019,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:11.947567,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:13.160914,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:14.375427,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:15.578695,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:16.720621,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:17.918599,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:19.067728,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:20.058833,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:21.151249,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:22.272845,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:23.462782,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:24.687026,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:25.870726,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:26.998598,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:28.109702,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:29.063411,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:30.142736,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:31.309809,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:32.448831,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:33.697805,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:34.914151,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:36.144171,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:37.330376,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:38.398534,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:39.438350,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:40.593800,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.625)","(21.0, 75.0, 41.875)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:41.716750,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 16.09090909090909)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:42.923432,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 16.09090909090909)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:44.266073,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 16.09090909090909)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 19.375)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:45.507290,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:46.713891,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:47.916229,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:49.071713,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:50.397079,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:51.644078,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
14-12-2022 12:41:52.923398,"(2.4, 3.65, 3.2818181818181817)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 6.133333333333333)","(10.0, 17.5, 13.4375)"
