,Gracie Bale,Sunnyside Zeus,Lochinvar Jazz,Tough Tears,Entranced,Change Of Habit,Go Bang
14-12-2022 12:50:53.490205,"(2.4, 3.4, 2.95)","(2.9, 3.9, 3.7625)","(11.0, 27.0, 15.75)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.821052631578947)","(10.0, 17.0, 15.5)"
14-12-2022 12:50:54.418608,"(2.4, 3.4, 2.95)","(2.9, 3.9, 3.7625)","(11.0, 27.0, 15.75)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.821052631578947)","(10.0, 17.0, 15.5)"
14-12-2022 12:50:55.406711,"(2.4, 3.4, 2.95)","(2.9, 3.9, 3.7375)","(11.0, 27.0, 15.75)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 15.5)"
14-12-2022 12:50:56.377438,"(2.4, 3.4, 2.95)","(2.9, 3.9, 3.8)","(11.0, 27.0, 15.75)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 15.5)"
14-12-2022 12:50:57.423102,"(2.4, 3.4, 2.95)","(2.9, 3.9, 3.7625)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 15.5)"
14-12-2022 12:50:58.492373,"(2.4, 3.4, 2.95)","(2.9, 3.9, 3.7625)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 15.5)"
14-12-2022 12:50:59.663234,"(2.4, 3.4, 2.95)","(2.9, 3.9, 3.7625)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:00.970006,"(2.4, 3.4, 2.95)","(2.9, 3.9, 3.7625)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:02.085382,"(2.4, 3.4, 2.95)","(2.9, 3.9, 3.8277777777777775)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:03.121539,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.8277777777777775)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:04.118910,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.8277777777777775)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:05.062250,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.8277777777777775)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:05.982263,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.7375)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:06.900297,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.7625)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:07.871332,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.7625)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:08.835273,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.7625)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:09.862175,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.7625)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:10.832743,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.7375)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:11.841958,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.8)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:12.842760,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.7625)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:13.775083,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.7625)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:14.717855,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.7625)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:15.633801,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.7375)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:16.572054,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.8)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:17.539660,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.7625)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:18.769721,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.7625)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:19.867741,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.7625)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:21.036017,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.7625)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 15.5)"
14-12-2022 12:51:22.157278,"(2.4, 3.4, 2.9699999999999998)","(2.9, 3.9, 3.7375)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.333333333333332)"
14-12-2022 12:51:23.193687,"(2.4, 3.4, 3.0324999999999998)","(2.9, 3.9, 3.55)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.333333333333332)"
14-12-2022 12:51:24.191095,"(2.4, 3.4, 2.99)","(2.9, 3.9, 3.55)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.333333333333332)"
14-12-2022 12:51:25.133598,"(2.4, 3.4, 2.99)","(2.9, 3.9, 3.515)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.333333333333332)"
14-12-2022 12:51:26.066126,"(2.4, 3.4, 2.99)","(2.9, 3.9, 3.515)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.333333333333332)"
14-12-2022 12:51:27.048460,"(2.4, 3.4, 2.99)","(2.9, 3.9, 3.515)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.333333333333332)"
14-12-2022 12:51:28.004166,"(2.4, 3.4, 2.99)","(2.9, 3.9, 3.5966666666666667)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.333333333333332)"
14-12-2022 12:51:28.973848,"(2.4, 3.4, 2.99)","(2.9, 3.9, 3.5966666666666667)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.333333333333332)"
14-12-2022 12:51:29.988959,"(2.4, 3.4, 2.99)","(2.9, 3.9, 3.5966666666666667)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.333333333333332)"
14-12-2022 12:51:30.998788,"(2.4, 3.4, 2.99)","(2.9, 3.9, 3.5966666666666667)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.333333333333332)"
14-12-2022 12:51:32.034446,"(2.4, 3.4, 2.99)","(2.9, 3.9, 3.445)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.333333333333332)"
14-12-2022 12:51:33.047609,"(2.4, 3.4, 2.99)","(2.9, 3.9, 3.445)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.333333333333332)"
14-12-2022 12:51:34.083851,"(2.4, 3.4, 2.99)","(2.9, 3.9, 3.515)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.333333333333332)"
14-12-2022 12:51:35.085123,"(2.4, 3.4, 2.99)","(2.9, 3.9, 3.515)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.333333333333332)"
14-12-2022 12:51:36.041266,"(2.4, 3.4, 2.99)","(2.9, 3.9, 3.515)","(11.0, 29.0, 16.083333333333332)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 13.59090909090909)"
14-12-2022 12:51:37.012121,"(2.4, 3.4, 2.99)","(2.9, 3.9, 3.515)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 13.59090909090909)"
14-12-2022 12:51:37.997626,"(2.4, 3.4, 2.99)","(2.9, 3.9, 3.445)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 13.59090909090909)"
14-12-2022 12:51:39.098504,"(2.4, 3.4, 2.99)","(2.9, 3.9, 3.55)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 13.59090909090909)"
14-12-2022 12:51:40.047796,"(2.4, 3.4, 2.99)","(2.9, 3.9, 3.515)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:51:40.967223,"(2.4, 3.4, 3.05)","(2.9, 3.9, 3.515)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:51:42.071314,"(2.4, 3.4, 3.01)","(2.9, 3.9, 3.515)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:51:43.082177,"(2.4, 3.4, 2.854)","(2.9, 3.9, 3.4916666666666667)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:51:44.193488,"(2.4, 3.4, 3.01)","(2.9, 3.9, 3.55)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:51:45.341557,"(2.4, 3.4, 3.01)","(2.9, 3.9, 3.515)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.90909090909091)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:51:46.426143,"(2.4, 3.4, 2.854)","(2.9, 3.9, 3.55)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:51:47.431211,"(2.4, 3.4, 3.01)","(2.9, 3.9, 3.515)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:51:48.553150,"(2.4, 3.4, 3.01)","(2.9, 3.9, 3.445)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:51:49.622964,"(2.4, 3.4, 3.01)","(2.9, 3.9, 3.445)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:51:50.746852,"(2.4, 3.4, 3.01)","(2.9, 3.9, 3.445)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:51:51.758044,"(2.4, 3.4, 3.01)","(2.9, 3.9, 3.445)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:51:52.722839,"(2.4, 3.4, 3.01)","(2.9, 3.9, 3.445)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:51:53.627356,"(2.4, 3.4, 3.01)","(2.9, 3.9, 3.55)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:51:54.534235,"(2.4, 3.4, 2.854)","(2.9, 3.9, 3.515)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:51:55.471746,"(2.4, 3.4, 3.01)","(2.9, 3.9, 3.515)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:51:56.417849,"(2.4, 3.4, 2.854)","(2.9, 3.9, 3.4916666666666667)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:51:57.415809,"(2.4, 3.4, 2.854)","(2.9, 3.9, 3.4916666666666667)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:51:58.444698,"(2.4, 3.4, 3.0675)","(2.9, 3.9, 3.445)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:51:59.460750,"(2.4, 3.4, 2.882)","(2.9, 3.9, 3.55)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:00.540398,"(2.4, 3.4, 2.882)","(2.9, 3.9, 3.55)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:01.607525,"(2.4, 3.4, 2.882)","(2.9, 3.9, 3.55)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:02.763958,"(2.4, 3.4, 2.882)","(2.9, 3.9, 3.5966666666666667)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:03.829159,"(2.4, 3.4, 3.0300000000000002)","(2.9, 3.9, 3.5966666666666667)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:04.864766,"(2.4, 3.4, 3.0300000000000002)","(2.9, 3.9, 3.5966666666666667)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:05.898876,"(2.4, 3.4, 3.0300000000000002)","(2.9, 3.9, 3.5966666666666667)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:06.931084,"(2.4, 3.4, 3.0300000000000002)","(2.9, 3.9, 3.445)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:07.866844,"(2.4, 3.4, 3.0300000000000002)","(2.9, 3.9, 3.445)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:08.817991,"(2.4, 3.4, 3.0300000000000002)","(2.9, 3.9, 3.445)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:09.731610,"(2.4, 3.4, 3.0300000000000002)","(2.9, 3.9, 3.55)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:10.896741,"(2.4, 3.4, 2.882)","(2.9, 3.9, 3.55)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:11.942390,"(2.4, 3.4, 2.882)","(2.9, 3.9, 3.55)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:12.919577,"(2.4, 3.4, 2.882)","(2.9, 3.9, 3.4916666666666667)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:13.913404,"(2.4, 3.4, 3.0300000000000002)","(2.9, 3.9, 3.445)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:14.954477,"(2.4, 3.4, 3.0300000000000002)","(2.9, 3.9, 3.445)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.257142857142857)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:15.990262,"(2.4, 3.4, 3.0300000000000002)","(2.9, 3.9, 3.445)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.466666666666667)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:17.174143,"(2.4, 3.4, 3.0300000000000002)","(2.9, 3.9, 3.55)","(11.0, 29.0, 15.05)","(21.0, 75.0, 37.30434782608695)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.553846153846154)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:18.346211,"(2.4, 3.4, 2.882)","(2.9, 3.9, 3.55)","(11.0, 29.0, 15.05)","(21.0, 75.0, 38.875)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.553846153846154)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:19.521175,"(2.4, 3.4, 2.882)","(2.9, 3.9, 3.55)","(11.0, 29.0, 15.05)","(21.0, 75.0, 38.875)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.553846153846154)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:20.646465,"(2.4, 3.4, 2.882)","(2.9, 3.9, 3.4916666666666667)","(11.0, 29.0, 15.05)","(21.0, 75.0, 38.875)","(12.0, 29.0, 19.0)","(4.6, 8.4, 6.553846153846154)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:21.777373,"(2.4, 3.4, 3.0300000000000002)","(2.9, 3.9, 3.364705882352941)","(11.0, 29.0, 15.05)","(21.0, 75.0, 38.875)","(12.0, 29.0, 19.0)","(4.6, 8.4, 7.177777777777778)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:22.855175,"(2.4, 3.4, 2.882)","(2.9, 3.9, 3.457894736842105)","(11.0, 29.0, 15.05)","(21.0, 75.0, 38.875)","(12.0, 29.0, 19.0)","(4.6, 8.4, 7.177777777777778)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:23.892010,"(2.4, 3.4, 2.882)","(2.9, 3.9, 3.457894736842105)","(11.0, 29.0, 15.05)","(21.0, 75.0, 42.78947368421053)","(12.0, 29.0, 19.0)","(4.6, 8.4, 7.177777777777778)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:24.897401,"(2.4, 3.4, 2.882)","(2.9, 3.9, 3.457894736842105)","(12.0, 29.0, 15.05)","(21.0, 75.0, 42.78947368421053)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.553846153846154)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:25.882427,"(2.4, 3.4, 2.882)","(2.9, 3.9, 3.3842105263157896)","(12.0, 29.0, 15.05)","(21.0, 75.0, 42.78947368421053)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.553846153846154)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:26.909272,"(2.4, 3.4, 2.882)","(2.9, 3.9, 3.3842105263157896)","(12.0, 29.0, 15.05)","(21.0, 75.0, 42.78947368421053)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.553846153846154)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:27.836461,"(2.4, 3.4, 2.882)","(2.9, 3.9, 3.3842105263157896)","(12.0, 29.0, 15.05)","(21.0, 75.0, 42.78947368421053)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.553846153846154)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:28.834937,"(2.4, 3.4, 2.882)","(2.9, 3.9, 3.3842105263157896)","(12.0, 29.0, 15.05)","(21.0, 75.0, 42.78947368421053)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.933333333333334)","(10.0, 17.0, 14.058823529411764)"
14-12-2022 12:52:29.876999,"(2.4, 3.4, 2.882)","(2.9, 3.9, 3.4210526315789473)","(12.0, 29.0, 15.05)","(21.0, 75.0, 42.78947368421053)","(12.0, 29.0, 21.5)","(4.6, 8.4, 6.933333333333334)","(10.0, 17.0, 14.058823529411764)"
