,Side Street Dave,Parley Street,Warfront Fighter,Passed By Paul,Assets Included,Dontteasethetiger,Chef,Singandcryindubai,Lil Latigo,Katzumoto,Morethansoultitle,Winning Magic
11-01-2023 08:49:00.279559,"(21.0, 99999, 99990)","(4.4, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(5.0, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(6.0, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:01.499963,"(21.0, 99999, 99990)","(4.4, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(5.0, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(6.0, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:02.751897,"(21.0, 99999, 99990)","(4.4, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(5.0, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(6.0, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:04.035097,"(21.0, 99999, 99990)","(4.4, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(5.0, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(6.0, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:05.336749,"(21.0, 99999, 99990)","(4.4, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(5.0, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(6.0, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:06.600233,"(21.0, 99999, 99990)","(4.4, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(5.0, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(6.0, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:07.862671,"(21.0, 99999, 99990)","(4.4, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(5.0, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(6.0, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:09.103922,"(21.0, 99999, 99990)","(4.4, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(5.0, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(6.0, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:10.364414,"(21.0, 99999, 99990)","(4.4, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(5.0, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(6.0, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:11.634765,"(21.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(5.0, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(6.0, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:12.856543,"(21.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(5.0, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(6.0, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:14.116417,"(21.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(5.0, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(6.0, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:15.416611,"(21.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(5.0, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(6.0, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:16.716199,"(21.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(5.0, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(6.0, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:17.978052,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(6.0, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:19.211472,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(6.0, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:20.503472,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(6.0, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:21.751515,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:22.963433,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:24.185149,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:25.445233,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:26.711361,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:27.967171,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:29.239560,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:30.484023,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:31.742265,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:33.008047,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:34.289809,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:35.532235,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:36.883915,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:38.130460,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:39.391508,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:40.620783,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:41.927027,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:43.217069,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:44.424258,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:45.632176,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:46.906818,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:48.146709,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:49.381562,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:50.587658,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:51.882791,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:53.187472,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:54.437597,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:55.692706,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:56.928820,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:58.239243,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:49:59.457900,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:50:00.723722,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:50:01.980731,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:50:03.325497,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)"
11-01-2023 08:50:04.596315,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:05.843499,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:07.136859,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:08.424329,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:09.654722,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:10.889694,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:12.176268,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:13.434276,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:14.658163,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:15.950768,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:17.251282,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:18.488225,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:19.710266,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:20.923154,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:22.232909,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:23.463409,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:24.713338,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:25.984664,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:27.295146,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:28.527149,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:29.761199,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:31.042976,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
11-01-2023 08:50:32.291204,"(21.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)","(8.0, 99999, 99990)","(11.0, 99999, 99990)","(5.5, 99999, 99990)","(61.0, 99999, 99990)","(8.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 99999, 99990)"
