,Lucretia Ann,Block Busted,Willows Friend,Rogue Temptation,Tuzla Bale,Big City Nights,After Hours
08-12-2022 15:22:57.503440,"(5.5, 11.0, 5.96)","(2.8, 3.7, 3.512)","(3.9, 8.6, 7.05)","(15.0, 110.0, 51.5625)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.76)"
08-12-2022 15:22:58.598237,"(5.5, 11.0, 5.96)","(2.8, 3.7, 3.512)","(3.9, 8.6, 7.05)","(15.0, 110.0, 51.5625)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.76)"
08-12-2022 15:22:59.713754,"(5.5, 11.0, 5.96)","(2.8, 3.7, 3.512)","(3.9, 8.6, 7.05)","(15.0, 110.0, 51.5625)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.76)"
08-12-2022 15:23:00.783647,"(5.5, 11.0, 5.96)","(2.8, 3.7, 3.512)","(3.9, 8.6, 7.05)","(15.0, 110.0, 51.5625)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.76)"
08-12-2022 15:23:01.739170,"(5.5, 11.0, 5.96)","(2.8, 3.7, 3.512)","(3.9, 8.6, 7.05)","(15.0, 110.0, 51.5625)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.76)"
08-12-2022 15:23:02.817322,"(5.5, 11.0, 5.96)","(2.8, 3.7, 3.512)","(3.9, 8.6, 7.05)","(15.0, 110.0, 51.5625)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.76)"
08-12-2022 15:23:03.862117,"(5.5, 11.0, 5.96)","(2.8, 3.7, 3.512)","(3.9, 8.6, 7.05)","(15.0, 110.0, 51.5625)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.76)"
08-12-2022 15:23:04.958089,"(5.5, 11.0, 5.96)","(2.8, 3.75, 3.1999999999999997)","(3.9, 8.6, 7.05)","(15.0, 110.0, 51.5625)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.76)"
08-12-2022 15:23:06.057418,"(5.5, 11.0, 5.96)","(2.8, 3.7, 3.0733333333333333)","(3.9, 8.6, 7.05)","(15.0, 110.0, 51.875)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.76)"
08-12-2022 15:23:07.136498,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 7.05)","(15.0, 110.0, 51.875)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.76)"
08-12-2022 15:23:08.614217,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 7.05)","(15.0, 110.0, 51.875)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.76)"
08-12-2022 15:23:09.762380,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 7.05)","(15.0, 110.0, 51.875)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.76)"
08-12-2022 15:23:10.829861,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 7.05)","(15.0, 110.0, 51.875)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.76)"
08-12-2022 15:23:12.101480,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 7.05)","(15.0, 110.0, 51.875)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.76)"
08-12-2022 15:23:13.308976,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 7.05)","(15.0, 110.0, 51.875)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.76)"
08-12-2022 15:23:14.409132,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 7.05)","(15.0, 110.0, 51.875)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.76)"
08-12-2022 15:23:15.530817,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 51.875)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.76)"
08-12-2022 15:23:16.726716,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 51.875)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.76)"
08-12-2022 15:23:17.974101,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 57.22222222222222)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.76)"
08-12-2022 15:23:19.027568,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 57.22222222222222)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 3.9, 3.8475)"
08-12-2022 15:23:20.369450,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 57.22222222222222)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:21.639272,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:22.957874,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:24.117809,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:25.288612,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:26.405326,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:27.377319,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:28.550632,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:29.727751,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:30.894822,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:32.093253,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:33.246739,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:34.434308,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:35.491316,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0142857142857142)","(3.9, 8.6, 8.070588235294117)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:36.630081,"(5.5, 11.0, 5.96)","(2.8, 4.5, 2.9775)","(3.9, 8.6, 8.070588235294117)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:37.818381,"(5.5, 11.0, 5.96)","(2.8, 3.6, 3.0)","(3.9, 8.6, 8.070588235294117)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:38.981453,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.1111111111111107)","(3.9, 8.6, 8.070588235294117)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:40.131075,"(5.5, 11.0, 5.96)","(2.8, 3.5, 3.12)","(3.9, 8.6, 8.070588235294117)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:41.167021,"(5.5, 11.0, 5.96)","(2.8, 3.5, 3.12)","(3.9, 8.6, 8.070588235294117)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:42.324951,"(5.5, 11.0, 5.96)","(2.8, 3.5, 3.12)","(3.9, 8.6, 8.070588235294117)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:43.421403,"(5.5, 11.0, 5.96)","(2.8, 3.5, 3.12)","(3.9, 8.6, 8.070588235294117)","(15.0, 110.0, 50.9375)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:44.574031,"(5.5, 11.0, 5.96)","(2.8, 3.5, 3.12)","(3.9, 8.6, 8.070588235294117)","(15.0, 110.0, 51.25)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:45.678706,"(5.5, 11.0, 5.96)","(2.8, 3.5, 3.12)","(3.9, 8.6, 8.070588235294117)","(15.0, 110.0, 51.25)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:46.805920,"(5.5, 11.0, 5.96)","(2.8, 3.5, 3.12)","(3.9, 8.6, 8.070588235294117)","(15.0, 110.0, 51.25)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:47.859860,"(5.5, 11.0, 5.96)","(2.8, 3.5, 3.12)","(3.9, 8.6, 8.070588235294117)","(15.0, 110.0, 51.25)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:49.009195,"(5.5, 11.0, 5.96)","(2.8, 3.5, 3.12)","(3.9, 8.6, 6.35)","(15.0, 110.0, 51.25)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:50.387311,"(5.5, 11.0, 5.96)","(2.8, 3.5, 3.12)","(3.9, 8.6, 7.05)","(15.0, 110.0, 51.5625)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:51.453814,"(5.5, 11.0, 5.96)","(2.8, 3.5, 3.12)","(3.9, 8.6, 7.05)","(15.0, 110.0, 51.5625)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:52.493918,"(5.5, 11.0, 5.96)","(2.8, 3.5, 3.12)","(3.9, 8.6, 7.05)","(15.0, 110.0, 51.5625)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:53.661271,"(5.5, 11.0, 5.96)","(2.8, 3.5, 3.12)","(3.9, 8.6, 5.8100000000000005)","(15.0, 110.0, 51.5625)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:54.809121,"(5.5, 11.0, 5.96)","(2.8, 3.5, 3.12)","(3.9, 8.6, 5.8100000000000005)","(15.0, 110.0, 51.5625)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:55.951466,"(5.5, 11.0, 5.96)","(2.8, 3.5, 3.12)","(3.9, 8.6, 5.8100000000000005)","(15.0, 110.0, 51.5625)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:57.176816,"(5.5, 11.0, 5.96)","(2.8, 3.5, 3.12)","(3.9, 8.6, 5.8100000000000005)","(15.0, 110.0, 51.5625)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
08-12-2022 15:23:58.420128,"(5.5, 11.0, 5.96)","(2.8, 3.5, 3.12)","(3.9, 8.6, 5.8100000000000005)","(15.0, 110.0, 51.5625)","(10.0, 24.0, 18.375)","(31.0, 240.0, 81.0)","(2.9, 4.0, 3.8475)"
