,Lucretia Ann,Block Busted,Willows Friend,Rogue Temptation,Tuzla Bale,Big City Nights,After Hours
08-12-2022 15:34:47.547709,"(5.0, 12.0, 9.17142857142857)","(2.8, 3.4, 2.821333333333333)","(3.7, 7.8, 6.9)","(16.0, 80.0, 73.5)","(10.0, 30.0, 26.166666666666664)","(26.0, 110.0, 57.285714285714285)","(3.0, 3.95, 3.644285714285714)"
08-12-2022 15:34:48.688057,"(5.0, 11.5, 7.884615384615384)","(2.8, 3.4, 2.821333333333333)","(3.7, 7.8, 7.2)","(16.0, 80.0, 74.22222222222223)","(10.0, 30.0, 26.166666666666664)","(26.0, 110.0, 57.285714285714285)","(3.0, 3.95, 3.236666666666667)"
08-12-2022 15:34:49.896571,"(5.0, 11.5, 7.184615384615385)","(2.8, 3.4, 2.821333333333333)","(3.7, 8.0, 7.2)","(16.0, 80.0, 74.22222222222223)","(10.0, 30.0, 26.166666666666664)","(26.0, 110.0, 57.285714285714285)","(3.0, 3.95, 3.644285714285714)"
08-12-2022 15:34:51.036512,"(5.0, 11.5, 8.933333333333334)","(2.8, 3.4, 2.821333333333333)","(3.7, 8.0, 7.2)","(16.0, 80.0, 74.22222222222223)","(10.0, 30.0, 26.166666666666664)","(26.0, 110.0, 57.285714285714285)","(3.0, 3.95, 3.644285714285714)"
08-12-2022 15:34:52.158786,"(5.0, 11.5, 11.054545454545455)","(2.8, 3.4, 2.821333333333333)","(3.7, 8.0, 7.6)","(16.0, 80.0, 74.22222222222223)","(10.0, 30.0, 26.166666666666664)","(26.0, 110.0, 57.285714285714285)","(3.0, 3.95, 3.236666666666667)"
08-12-2022 15:34:53.393124,"(5.0, 12.0, 9.17142857142857)","(2.8, 3.4, 2.821333333333333)","(3.7, 8.4, 7.15)","(16.0, 80.0, 74.22222222222223)","(10.0, 30.0, 26.166666666666664)","(26.0, 110.0, 57.285714285714285)","(3.0, 3.95, 3.644285714285714)"
08-12-2022 15:34:54.501345,"(5.0, 12.0, 7.914285714285715)","(2.8, 3.4, 2.821333333333333)","(3.7, 8.2, 7.042857142857143)","(16.0, 80.0, 74.22222222222223)","(10.0, 30.0, 26.166666666666664)","(26.0, 110.0, 57.285714285714285)","(3.0, 3.95, 3.236666666666667)"
08-12-2022 15:34:55.624528,"(5.0, 12.0, 7.988235294117647)","(2.8, 3.4, 2.821333333333333)","(3.7, 8.2, 7.042857142857143)","(16.0, 80.0, 74.22222222222223)","(10.0, 30.0, 26.166666666666664)","(26.0, 110.0, 57.285714285714285)","(3.0, 3.95, 3.644285714285714)"
08-12-2022 15:34:56.792783,"(5.0, 11.5, 7.9375)","(2.8, 3.4, 2.821333333333333)","(3.7, 8.2, 7.246153846153846)","(16.0, 80.0, 74.22222222222223)","(10.0, 30.0, 26.166666666666664)","(26.0, 110.0, 57.285714285714285)","(3.0, 3.95, 3.644285714285714)"
08-12-2022 15:34:57.957848,"(5.0, 11.5, 7.9375)","(2.8, 3.4, 2.821333333333333)","(3.7, 8.6, 7.066666666666667)","(16.0, 80.0, 74.22222222222223)","(10.0, 30.0, 26.166666666666664)","(26.0, 110.0, 57.285714285714285)","(3.0, 3.95, 3.644285714285714)"
08-12-2022 15:34:59.155201,"(5.0, 11.5, 7.9375)","(2.8, 3.35, 2.875)","(3.7, 8.4, 7.3999999999999995)","(16.0, 80.0, 74.22222222222223)","(10.0, 30.0, 26.166666666666664)","(26.0, 110.0, 57.285714285714285)","(3.0, 3.95, 3.644285714285714)"
08-12-2022 15:35:00.454587,"(5.0, 11.0, 10.257142857142856)","(2.8, 3.35, 2.875)","(3.7, 8.2, 7.327272727272726)","(16.0, 80.0, 74.22222222222223)","(10.0, 30.0, 26.166666666666664)","(26.0, 110.0, 57.285714285714285)","(3.0, 3.95, 3.644285714285714)"
08-12-2022 15:35:01.589982,"(5.0, 12.0, 7.988235294117647)","(2.8, 3.35, 2.875)","(3.7, 8.2, 7.327272727272726)","(16.0, 80.0, 74.22222222222223)","(10.0, 30.0, 26.166666666666664)","(26.0, 110.0, 57.285714285714285)","(3.0, 3.95, 3.644285714285714)"
08-12-2022 15:35:02.605950,"(5.0, 12.0, 7.988235294117647)","(2.8, 3.35, 2.875)","(3.7, 8.2, 7.327272727272726)","(16.0, 80.0, 74.22222222222223)","(10.0, 30.0, 26.166666666666664)","(26.0, 110.0, 57.285714285714285)","(3.0, 3.95, 3.644285714285714)"
08-12-2022 15:35:03.701754,"(5.0, 12.0, 7.988235294117647)","(2.8, 3.35, 2.875)","(3.7, 8.2, 6.95)","(16.0, 80.0, 74.22222222222223)","(10.0, 30.0, 26.166666666666664)","(26.0, 110.0, 57.285714285714285)","(3.0, 3.95, 3.6)"
08-12-2022 15:35:04.930368,"(5.0, 11.5, 7.766666666666667)","(2.8, 3.35, 2.875)","(3.7, 8.0, 6.95)","(16.0, 80.0, 76.75)","(10.0, 30.0, 27.7)","(26.0, 110.0, 46.35714285714286)","(3.0, 3.95, 3.5380000000000003)"
08-12-2022 15:35:06.087287,"(5.0, 11.0, 8.5)","(2.8, 3.35, 2.875)","(3.7, 8.0, 6.95)","(16.0, 80.0, 76.75)","(10.0, 30.0, 27.7)","(26.0, 110.0, 46.35714285714286)","(3.0, 3.95, 3.5380000000000003)"
08-12-2022 15:35:07.280076,"(5.0, 10.5, 9.0)","(2.8, 3.35, 2.875)","(3.7, 8.0, 6.010526315789474)","(16.0, 80.0, 76.75)","(10.0, 30.0, 27.7)","(26.0, 110.0, 46.35714285714286)","(3.0, 3.95, 3.074)"
08-12-2022 15:35:08.569567,"(5.0, 10.5, 7.8)","(2.8, 3.35, 2.875)","(3.7, 8.0, 6.010526315789474)","(16.0, 80.0, 76.75)","(10.0, 30.0, 27.80952380952381)","(26.0, 110.0, 71.26086956521739)","(3.0, 3.85, 2.9582)"
08-12-2022 15:35:09.754845,"(5.0, 10.5, 7.8)","(2.8, 3.35, 2.875)","(3.7, 8.0, 6.75)","(16.0, 80.0, 76.75)","(10.0, 30.0, 27.80952380952381)","(26.0, 110.0, 71.26086956521739)","(3.0, 3.85, 2.9582)"
08-12-2022 15:35:10.871674,"(5.0, 9.8, 9.422222222222222)","(2.8, 3.35, 2.875)","(3.7, 7.6, 6.75)","(16.0, 80.0, 76.75)","(10.0, 30.0, 27.80952380952381)","(26.0, 110.0, 71.26086956521739)","(3.0, 3.85, 2.9582)"
08-12-2022 15:35:12.106425,"(5.0, 9.8, 9.4)","(2.8, 3.35, 2.875)","(3.7, 7.6, 6.75)","(16.0, 80.0, 76.75)","(10.0, 30.0, 28.275)","(26.0, 110.0, 71.26086956521739)","(3.0, 3.85, 3.0014285714285713)"
08-12-2022 15:35:13.393026,"(5.0, 9.8, 7.7)","(2.8, 3.35, 2.875)","(3.7, 7.6, 6.09)","(16.0, 80.0, 76.75)","(10.0, 30.0, 28.275)","(26.0, 110.0, 71.26086956521739)","(3.0, 3.8, 3.002307692307692)"
08-12-2022 15:35:14.588515,"(5.0, 10.0, 7.619999999999999)","(2.8, 3.35, 2.875)","(3.7, 7.8, 5.995)","(16.0, 80.0, 76.75)","(10.0, 30.0, 28.275)","(26.0, 110.0, 71.26086956521739)","(3.0, 3.75, 3.002307692307692)"
08-12-2022 15:35:15.691809,"(5.0, 10.0, 8.6)","(2.8, 3.35, 2.875)","(3.7, 7.8, 5.995)","(16.0, 80.0, 76.75)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.0)","(3.0, 3.75, 2.975217391304348)"
08-12-2022 15:35:16.834718,"(5.0, 10.0, 7.9)","(2.8, 3.35, 2.875)","(3.7, 7.8, 6.09)","(16.0, 80.0, 76.75)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.0)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:18.009313,"(5.0, 10.0, 7.9)","(2.8, 3.35, 2.875)","(3.7, 7.8, 7.15)","(16.0, 80.0, 76.75)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.0)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:19.174725,"(5.0, 10.0, 7.9)","(2.8, 3.35, 2.875)","(3.7, 8.4, 6.575)","(16.0, 80.0, 73.88235294117646)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.0)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:20.302637,"(5.0, 10.0, 7.9)","(2.8, 3.35, 2.875)","(3.7, 8.6, 6.575)","(16.0, 80.0, 65.71428571428572)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.0)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:21.476306,"(5.0, 10.0, 8.18)","(2.8, 3.35, 2.875)","(3.7, 8.6, 6.575)","(16.0, 80.0, 72.3076923076923)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.0)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:22.737596,"(5.0, 10.0, 9.246153846153845)","(2.8, 3.35, 2.875)","(3.7, 8.6, 6.575)","(16.0, 80.0, 72.3076923076923)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.0)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:23.834235,"(5.0, 10.0, 8.18)","(2.8, 3.35, 2.875)","(3.7, 8.6, 6.575)","(16.0, 80.0, 72.3076923076923)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.0)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:25.015588,"(5.0, 10.0, 8.18)","(2.8, 3.35, 2.875)","(3.7, 8.6, 6.575)","(16.0, 80.0, 72.3076923076923)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.0)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:26.171115,"(5.0, 10.0, 8.483333333333334)","(2.8, 3.35, 2.875)","(3.7, 8.6, 6.575)","(16.0, 80.0, 72.3076923076923)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.0)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:27.286219,"(5.0, 10.0, 8.483333333333334)","(2.8, 3.35, 2.875)","(3.7, 8.6, 6.575)","(16.0, 80.0, 72.3076923076923)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.0)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:28.455155,"(5.0, 10.0, 9.241666666666667)","(2.8, 3.35, 2.875)","(3.7, 8.6, 6.575)","(16.0, 80.0, 72.3076923076923)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.0)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:29.615672,"(5.0, 10.0, 9.042105263157895)","(2.8, 3.35, 2.875)","(3.7, 8.6, 6.575)","(16.0, 80.0, 72.3076923076923)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.0)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:30.859570,"(5.0, 10.0, 9.042105263157895)","(2.8, 3.35, 2.875)","(3.7, 8.6, 6.575)","(16.0, 80.0, 72.3076923076923)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.0)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:32.078736,"(5.0, 10.0, 8.6)","(2.8, 3.35, 2.875)","(3.7, 8.6, 6.575)","(16.0, 80.0, 72.3076923076923)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.0)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:33.176799,"(5.0, 10.0, 9.236363636363636)","(2.8, 3.35, 2.875)","(3.7, 8.6, 6.575)","(16.0, 80.0, 72.3076923076923)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.0)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:34.392420,"(5.0, 10.0, 9.236363636363636)","(2.8, 3.35, 2.875)","(3.7, 8.6, 6.575)","(16.0, 80.0, 72.3076923076923)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.0)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:35.517783,"(5.0, 10.0, 9.011764705882353)","(2.8, 3.35, 2.875)","(3.7, 8.6, 6.575)","(16.0, 80.0, 72.3076923076923)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.0)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:36.750924,"(5.0, 10.0, 8.716666666666667)","(2.8, 3.35, 2.875)","(3.7, 8.6, 6.575)","(16.0, 80.0, 72.3076923076923)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.0)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:37.998493,"(5.0, 10.0, 8.716666666666667)","(2.8, 3.35, 2.875)","(3.7, 8.6, 6.575)","(16.0, 80.0, 72.3076923076923)","(10.0, 30.0, 28.275)","(26.0, 110.0, 71.26086956521739)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:39.159283,"(5.0, 10.0, 9.23)","(2.8, 3.35, 2.875)","(3.7, 8.6, 6.575)","(16.0, 80.0, 72.3076923076923)","(10.0, 30.0, 28.275)","(26.0, 110.0, 71.26086956521739)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:40.455260,"(5.0, 10.0, 8.973333333333333)","(2.8, 3.35, 2.875)","(3.7, 8.6, 6.575)","(16.0, 80.0, 72.3076923076923)","(10.0, 30.0, 28.275)","(26.0, 110.0, 71.26086956521739)","(3.0, 3.75, 2.955)"
08-12-2022 15:35:41.590641,"(5.0, 10.0, 8.833333333333334)","(2.8, 3.35, 2.875)","(3.7, 8.6, 6.575)","(16.0, 80.0, 40.0)","(10.0, 30.0, 28.275)","(26.0, 110.0, 71.26086956521739)","(3.0, 3.75, 3.058333333333333)"
08-12-2022 15:35:42.757423,"(5.0, 10.0, 8.833333333333334)","(2.8, 3.35, 3.171875)","(3.7, 8.6, 6.575)","(16.0, 60.0, 45.06666666666666)","(10.0, 30.0, 28.275)","(26.0, 110.0, 71.26086956521739)","(3.0, 3.65, 3.058333333333333)"
08-12-2022 15:35:43.951599,"(5.0, 10.0, 9.222222222222221)","(2.8, 3.35, 3.171875)","(3.7, 8.6, 6.575)","(16.0, 60.0, 45.06666666666666)","(10.0, 30.0, 28.275)","(26.0, 110.0, 71.26086956521739)","(3.0, 3.65, 3.058333333333333)"
08-12-2022 15:35:45.117012,"(5.0, 10.0, 8.923076923076923)","(2.8, 3.35, 3.171875)","(3.7, 8.6, 6.575)","(16.0, 60.0, 45.06666666666666)","(10.0, 30.0, 28.275)","(26.0, 110.0, 73.33333333333334)","(3.0, 3.65, 3.058333333333333)"
08-12-2022 15:35:46.318847,"(5.0, 10.0, 8.923076923076923)","(2.8, 3.35, 3.171875)","(3.7, 8.6, 6.575)","(16.0, 60.0, 45.06666666666666)","(10.0, 30.0, 28.275)","(26.0, 110.0, 73.33333333333334)","(3.0, 3.65, 3.058333333333333)"
08-12-2022 15:35:47.569110,"(5.0, 10.0, 8.95)","(2.8, 3.35, 3.171875)","(3.7, 8.4, 7.15)","(16.0, 60.0, 42.76923076923077)","(10.0, 30.0, 28.275)","(26.0, 110.0, 48.714285714285715)","(3.0, 3.65, 3.058333333333333)"
08-12-2022 15:35:48.774465,"(5.0, 10.0, 8.95)","(2.8, 3.35, 3.090909090909091)","(3.7, 8.6, 6.65)","(16.0, 60.0, 42.76923076923077)","(10.0, 30.0, 28.275)","(26.0, 110.0, 50.285714285714285)","(3.0, 3.65, 3.058333333333333)"
08-12-2022 15:35:50.320584,"(5.0, 10.0, 8.95)","(2.8, 3.3, 3.04)","(3.7, 8.6, 6.8)","(16.0, 55.0, 35.96551724137931)","(10.0, 30.0, 28.275)","(26.0, 110.0, 50.285714285714285)","(3.0, 3.65, 3.058333333333333)"
08-12-2022 15:35:51.643651,"(5.0, 10.0, 8.95)","(2.8, 3.3, 2.912363636363636)","(3.7, 8.6, 6.8)","(16.0, 55.0, 36.5)","(10.0, 30.0, 28.275)","(26.0, 110.0, 63.55555555555556)","(3.0, 3.65, 3.058333333333333)"
08-12-2022 15:35:53.347214,"(5.0, 10.0, 9.066666666666666)","(2.8, 3.3, 2.912363636363636)","(3.7, 8.6, 6.8)","(16.0, 50.0, 36.5)","(10.0, 30.0, 28.275)","(26.0, 110.0, 63.55555555555556)","(3.0, 3.65, 3.058333333333333)"
08-12-2022 15:35:54.806907,"(5.0, 10.0, 6.675)","(2.8, 3.3, 2.976)","(3.7, 8.6, 7.3500000000000005)","(16.0, 50.0, 36.5)","(10.0, 30.0, 28.275)","(26.0, 110.0, 74.92307692307692)","(3.0, 3.65, 3.058333333333333)"
08-12-2022 15:35:56.233090,"(5.0, 10.0, 13.116666666666667)","(2.8, 3.2, 2.8952941176470586)","(3.7, 8.8, 7.05)","(16.0, 50.0, 43.66666666666667)","(10.0, 30.0, 28.275)","(26.0, 110.0, 60.666666666666664)","(3.0, 3.65, 3.058333333333333)"
08-12-2022 15:35:57.536612,"(5.0, 14.5, 13.350000000000001)","(2.8, 3.2, 2.8952941176470586)","(3.7, 8.2, 7.05)","(16.0, 46.0, 43.66666666666667)","(10.0, 30.0, 28.275)","(26.0, 110.0, 60.666666666666664)","(3.0, 3.65, 3.058333333333333)"
08-12-2022 15:35:58.791480,"(5.0, 14.5, 13.350000000000001)","(2.8, 3.2, 2.8952941176470586)","(3.7, 8.2, 7.05)","(16.0, 46.0, 43.66666666666667)","(10.0, 30.0, 28.275)","(26.0, 110.0, 60.666666666666664)","(3.0, 3.65, 3.058333333333333)"
08-12-2022 15:35:59.876601,"(5.0, 14.0, 12.933333333333334)","(2.8, 3.2, 2.8952941176470586)","(3.7, 8.2, 7.05)","(16.0, 46.0, 43.66666666666667)","(10.0, 30.0, 28.275)","(26.0, 110.0, 60.666666666666664)","(3.0, 3.65, 3.058333333333333)"
08-12-2022 15:36:01.049527,"(5.0, 14.0, 10.968421052631578)","(2.8, 3.2, 2.8546666666666667)","(3.7, 8.8, 7.3500000000000005)","(16.0, 48.0, 45.33333333333333)","(10.0, 30.0, 28.275)","(26.0, 110.0, 62.0)","(3.0, 3.65, 3.058333333333333)"
08-12-2022 15:36:02.367370,"(5.0, 14.0, 10.968421052631578)","(2.8, 3.2, 2.8546666666666667)","(3.7, 8.8, 7.3500000000000005)","(16.0, 48.0, 37.0)","(10.0, 30.0, 28.275)","(26.0, 110.0, 66.8)","(3.0, 3.65, 3.058333333333333)"
08-12-2022 15:36:03.595226,"(5.0, 14.0, 9.24102564102564)","(2.8, 3.2, 2.8546666666666667)","(3.7, 8.8, 7.3500000000000005)","(16.0, 48.0, 37.0)","(10.0, 30.0, 28.275)","(26.0, 110.0, 76.76923076923077)","(3.0, 3.65, 3.058333333333333)"
08-12-2022 15:36:04.874387,"(5.0, 13.0, 11.2)","(2.8, 3.2, 2.8546666666666667)","(3.7, 8.8, 7.3500000000000005)","(16.0, 48.0, 43.333333333333336)","(10.0, 30.0, 28.275)","(26.0, 110.0, 76.76923076923077)","(3.0, 3.65, 3.058333333333333)"
08-12-2022 15:36:06.068468,"(5.0, 13.0, 11.2)","(2.8, 3.2, 2.8546666666666667)","(3.7, 8.8, 7.3500000000000005)","(16.0, 48.0, 51.714285714285715)","(10.0, 30.0, 28.275)","(26.0, 110.0, 76.76923076923077)","(3.0, 3.65, 3.05)"
08-12-2022 15:36:07.244175,"(5.0, 13.0, 11.2)","(2.8, 3.2, 3.0076923076923077)","(3.7, 8.8, 7.3500000000000005)","(16.0, 55.0, 50.8)","(10.0, 30.0, 28.275)","(26.0, 110.0, 76.76923076923077)","(3.0, 3.6, 3.05)"
08-12-2022 15:36:08.492086,"(5.0, 13.0, 9.1)","(2.8, 3.15, 3.0076923076923077)","(3.7, 8.8, 6.8)","(16.0, 55.0, 50.8)","(10.0, 30.0, 28.275)","(26.0, 110.0, 76.76923076923077)","(3.0, 3.6, 3.05)"
08-12-2022 15:36:09.777474,"(5.0, 13.0, 9.1)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.6, 6.8)","(16.0, 55.0, 50.8)","(10.0, 30.0, 28.275)","(26.0, 110.0, 63.33333333333333)","(3.0, 3.6, 3.05)"
08-12-2022 15:36:10.925039,"(5.0, 13.0, 9.1)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.6, 6.8)","(16.0, 55.0, 50.8)","(10.0, 30.0, 28.275)","(26.0, 110.0, 63.33333333333333)","(3.0, 3.6, 3.05)"
08-12-2022 15:36:11.941046,"(5.0, 13.0, 9.1)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.6, 6.8)","(16.0, 55.0, 50.8)","(10.0, 30.0, 28.275)","(26.0, 110.0, 63.33333333333333)","(3.0, 3.6, 3.05)"
08-12-2022 15:36:13.193217,"(5.0, 12.5, 10.6625)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.6, 7.3500000000000005)","(16.0, 55.0, 50.8)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.05)"
08-12-2022 15:36:14.363748,"(5.0, 12.0, 11.6)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.8, 6.1416666666666675)","(16.0, 55.0, 50.8)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.05)"
08-12-2022 15:36:15.563819,"(5.0, 12.0, 11.6)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.8, 6.1416666666666675)","(16.0, 55.0, 66.8)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.05)"
08-12-2022 15:36:16.760444,"(5.0, 12.5, 8.889473684210525)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.8, 6.1230769230769235)","(16.0, 75.0, 38.125)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.05)"
08-12-2022 15:36:17.943370,"(5.0, 12.0, 11.6)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.8, 6.1230769230769235)","(16.0, 70.0, 38.125)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.05)"
08-12-2022 15:36:19.170208,"(5.0, 12.0, 9.91578947368421)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.8, 7.3500000000000005)","(16.0, 70.0, 42.8)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.05)"
08-12-2022 15:36:20.173660,"(5.0, 11.5, 10.385714285714286)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.8, 7.3500000000000005)","(16.0, 70.0, 42.8)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.05)"
08-12-2022 15:36:21.242214,"(5.0, 11.0, 9.3)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.8, 7.3500000000000005)","(16.0, 70.0, 42.8)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.05)"
08-12-2022 15:36:22.389281,"(5.0, 10.5, 10.236363636363636)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.8, 6.1416666666666675)","(16.0, 70.0, 42.8)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.05)"
08-12-2022 15:36:23.447696,"(5.0, 10.5, 10.236363636363636)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.8, 6.1416666666666675)","(16.0, 70.0, 42.8)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.05)"
08-12-2022 15:36:24.572225,"(5.0, 10.5, 10.236363636363636)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.8, 7.3500000000000005)","(16.0, 70.0, 49.714285714285715)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.0)"
08-12-2022 15:36:25.614483,"(5.0, 10.5, 10.236363636363636)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.8, 7.3500000000000005)","(16.0, 60.0, 46.666666666666664)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.0)"
08-12-2022 15:36:26.582728,"(5.0, 10.5, 10.236363636363636)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.8, 6.1416666666666675)","(16.0, 60.0, 46.666666666666664)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.0)"
08-12-2022 15:36:27.618979,"(5.0, 10.5, 10.236363636363636)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.8, 6.031818181818182)","(16.0, 60.0, 46.666666666666664)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.0)"
08-12-2022 15:36:28.706855,"(5.0, 10.5, 10.236363636363636)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.4, 6.8)","(16.0, 60.0, 46.666666666666664)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.0)"
08-12-2022 15:36:29.812745,"(5.0, 10.5, 10.236363636363636)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.6, 6.8)","(16.0, 60.0, 46.666666666666664)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.0)"
08-12-2022 15:36:30.928826,"(5.0, 10.5, 10.236363636363636)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.6, 7.3500000000000005)","(16.0, 60.0, 46.666666666666664)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.0)"
08-12-2022 15:36:32.000814,"(5.0, 10.5, 10.236363636363636)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.8, 7.3500000000000005)","(16.0, 60.0, 46.666666666666664)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.0)"
08-12-2022 15:36:33.117528,"(5.0, 10.5, 10.236363636363636)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.8, 7.3500000000000005)","(16.0, 60.0, 46.666666666666664)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.0)"
08-12-2022 15:36:34.184379,"(5.0, 10.5, 10.236363636363636)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.8, 7.3500000000000005)","(16.0, 60.0, 46.666666666666664)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.0)"
08-12-2022 15:36:35.303718,"(5.0, 10.5, 10.236363636363636)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.8, 7.3500000000000005)","(16.0, 60.0, 46.666666666666664)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.0)"
08-12-2022 15:36:36.401924,"(5.0, 10.5, 10.236363636363636)","(2.8, 3.15, 2.9187499999999997)","(3.7, 8.8, 7.3500000000000005)","(16.0, 60.0, 46.666666666666664)","(10.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.0)"
08-12-2022 15:36:37.327321,"(5.5, 10.5, 10.236363636363636)","(2.8, 3.15, 2.9187499999999997)","(3.8, 8.8, 7.3500000000000005)","(17.0, 60.0, 46.666666666666664)","(11.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.0)"
08-12-2022 15:36:38.366575,"(5.5, 10.5, 9.05)","(2.8, 3.15, 2.9187499999999997)","(3.8, 8.8, 7.3500000000000005)","(17.0, 60.0, 45.6)","(11.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.0)"
08-12-2022 15:36:39.480957,"(5.5, 10.5, 9.05)","(2.8, 3.15, 2.9187499999999997)","(3.8, 8.8, 7.3500000000000005)","(17.0, 60.0, 45.6)","(11.0, 30.0, 28.275)","(26.0, 110.0, 83.75)","(3.0, 3.6, 3.0)"
