,Eastbro Tex,Torque To The Max,Dartesian,Taleggio,Furiosa,Eagles Response,Whata Reactor,Fortyfive Rock,Go Jo Jolt
15-12-2022 14:31:54.567940,"(3.1, 4.3, 3.907142857142857)","(7.5, 9.4, 9.2)","(101.0, 260.0, 243.33333333333334)","(6.5, 8.2, 7.575)","(15.0, 22.0, 19.5)","(20.0, 32.0, 28.0)","(3.8, 5.2, 4.628571428571429)","(20.0, 32.0, 30.46153846153846)","(4.4, 5.9, 5.572727272727273)"
15-12-2022 14:31:55.867734,"(3.1, 4.3, 3.907142857142857)","(7.5, 9.4, 9.2)","(101.0, 260.0, 243.33333333333334)","(6.5, 8.2, 7.575)","(15.0, 22.0, 19.857142857142858)","(20.0, 32.0, 28.0)","(3.8, 5.2, 4.866666666666667)","(20.0, 32.0, 30.46153846153846)","(4.4, 5.9, 5.572727272727273)"
15-12-2022 14:31:57.205562,"(3.1, 4.3, 3.907142857142857)","(7.5, 9.4, 9.133333333333333)","(101.0, 260.0, 243.33333333333334)","(6.5, 8.0, 7.68)","(15.0, 22.0, 19.857142857142858)","(20.0, 32.0, 28.0)","(3.8, 5.2, 4.866666666666667)","(20.0, 32.0, 30.46153846153846)","(4.4, 5.9, 5.572727272727273)"
15-12-2022 14:31:58.562082,"(3.1, 4.3, 3.907142857142857)","(7.5, 9.4, 9.133333333333333)","(101.0, 260.0, 243.33333333333334)","(6.5, 8.0, 7.68)","(15.0, 22.0, 19.857142857142858)","(20.0, 32.0, 21.10989010989011)","(3.8, 5.2, 4.7)","(20.0, 32.0, 30.46153846153846)","(4.4, 5.9, 5.42)"
15-12-2022 14:31:59.931038,"(3.1, 4.3, 3.802380952380952)","(7.5, 9.4, 9.133333333333333)","(101.0, 260.0, 243.33333333333334)","(6.5, 8.0, 8.78857142857143)","(15.0, 22.0, 19.857142857142858)","(20.0, 23.0, 21.06741573033708)","(3.8, 5.2, 4.7)","(20.0, 32.0, 30.46153846153846)","(4.4, 5.9, 5.572727272727273)"
15-12-2022 14:32:01.243156,"(3.1, 4.1, 3.925)","(7.5, 9.4, 9.133333333333333)","(101.0, 260.0, 243.33333333333334)","(6.5, 8.8, 8.25)","(15.0, 22.0, 19.857142857142858)","(20.0, 23.0, 27.6)","(3.8, 5.2, 4.7)","(20.0, 32.0, 30.46153846153846)","(4.4, 5.9, 5.572727272727273)"
15-12-2022 14:32:02.774763,"(3.1, 4.1, 3.85)","(7.5, 9.4, 9.133333333333333)","(101.0, 260.0, 243.33333333333334)","(6.5, 8.4, 7.88)","(15.0, 22.0, 19.954545454545453)","(20.0, 32.0, 23.5)","(3.8, 5.2, 4.966666666666667)","(20.0, 32.0, 30.46153846153846)","(4.4, 5.9, 5.653846153846154)"
15-12-2022 14:32:04.547110,"(3.1, 4.1, 3.5076923076923077)","(7.5, 9.4, 9.44)","(101.0, 260.0, 243.33333333333334)","(6.5, 8.2, 8.022222222222222)","(15.0, 22.0, 21.333333333333332)","(20.0, 32.0, 29.555555555555557)","(3.8, 5.2, 5.015789473684211)","(20.0, 32.0, 30.46153846153846)","(4.4, 5.9, 5.433333333333334)"
15-12-2022 14:32:06.044540,"(3.1, 4.1, 3.473333333333333)","(7.5, 9.6, 9.2)","(101.0, 260.0, 243.33333333333334)","(6.5, 8.2, 8.125)","(15.0, 22.0, 20.25)","(20.0, 32.0, 26.53846153846154)","(3.8, 5.2, 5.071428571428571)","(20.0, 32.0, 28.8)","(4.4, 5.9, 5.665217391304348)"
15-12-2022 14:32:07.503347,"(3.1, 3.95, 3.425)","(7.5, 9.6, 9.48)","(101.0, 260.0, 243.33333333333334)","(6.5, 8.2, 8.17142857142857)","(15.0, 22.0, 21.0)","(20.0, 30.0, 26.53846153846154)","(3.8, 5.2, 4.9750000000000005)","(20.0, 32.0, 28.8)","(4.4, 5.9, 5.58)"
15-12-2022 14:32:08.938656,"(3.1, 3.55, 3.425)","(7.5, 9.6, 9.215686274509803)","(101.0, 260.0, 718.3333333333334)","(6.5, 8.2, 8.74)","(15.0, 22.0, 21.57142857142857)","(20.0, 30.0, 26.53846153846154)","(3.8, 5.2, 5.133333333333333)","(20.0, 32.0, 28.666666666666668)","(4.4, 5.9, 5.782352941176471)"
15-12-2022 14:32:10.453694,"(3.2, 3.75, 3.6529411764705886)","(7.5, 10.0, 9.137931034482758)","(101.0, 830.0, 694.0)","(6.5, 8.8, 8.55)","(15.0, 22.0, 20.2)","(20.0, 30.0, 24.333333333333332)","(3.8, 5.3, 5.225)","(20.0, 34.0, 28.666666666666668)","(4.4, 5.9, 5.827272727272727)"
15-12-2022 14:32:11.895768,"(3.2, 3.7, 3.6529411764705886)","(7.5, 10.0, 9.137931034482758)","(101.0, 830.0, 694.0)","(6.5, 8.8, 8.504761904761905)","(15.0, 22.0, 20.333333333333332)","(20.0, 29.0, 24.53846153846154)","(3.8, 5.3, 5.225)","(20.0, 34.0, 30.11111111111111)","(4.4, 5.9, 5.7)"
15-12-2022 14:32:13.364019,"(3.2, 3.65, 3.4944444444444445)","(7.5, 9.8, 9.64)","(101.0, 830.0, 694.0)","(6.5, 8.6, 8.48)","(15.0, 21.0, 21.0)","(20.0, 28.0, 24.53846153846154)","(3.8, 5.3, 5.225)","(20.0, 34.0, 31.307692307692307)","(4.4, 5.9, 5.8500000000000005)"
15-12-2022 14:32:14.929477,"(3.1, 3.6, 3.5611111111111113)","(7.5, 9.8, 9.64)","(101.0, 830.0, 694.0)","(6.5, 8.6, 8.23076923076923)","(15.0, 22.0, 19.857142857142858)","(20.0, 28.0, 23.27777777777778)","(3.9, 5.3, 5.2318181818181815)","(20.0, 34.0, 30.818181818181817)","(4.4, 5.9, 5.800000000000001)"
15-12-2022 14:32:16.463722,"(3.1, 3.6, 3.5631578947368423)","(7.5, 10.0, 9.129032258064516)","(101.0, 830.0, 694.0)","(6.5, 9.0, 8.23076923076923)","(15.0, 22.0, 19.083333333333332)","(20.0, 28.0, 23.555555555555557)","(3.9, 5.3, 5.116666666666666)","(20.0, 34.0, 30.818181818181817)","(4.4, 5.9, 5.933333333333334)"
15-12-2022 14:32:17.832347,"(3.1, 3.6, 3.5631578947368423)","(7.5, 10.0, 9.129032258064516)","(101.0, 830.0, 694.0)","(6.5, 9.0, 8.443243243243243)","(15.0, 22.0, 19.375)","(19.0, 28.0, 23.555555555555557)","(3.9, 5.3, 4.858823529411764)","(20.0, 34.0, 30.818181818181817)","(4.4, 6.2, 5.933333333333334)"
15-12-2022 14:32:19.119898,"(3.1, 3.6, 3.439583333333333)","(7.5, 10.0, 9.129032258064516)","(101.0, 830.0, 694.0)","(6.5, 9.0, 8.443243243243243)","(15.0, 22.0, 19.375)","(19.0, 28.0, 23.555555555555557)","(3.9, 5.3, 4.858823529411764)","(20.0, 34.0, 30.818181818181817)","(4.4, 6.2, 6.189473684210527)"
15-12-2022 14:32:20.496001,"(3.0, 3.6, 3.439583333333333)","(7.5, 10.0, 9.129032258064516)","(101.0, 830.0, 694.0)","(6.5, 9.0, 8.411428571428571)","(15.0, 22.0, 19.375)","(19.0, 28.0, 23.555555555555557)","(4.0, 5.3, 4.858823529411764)","(20.0, 34.0, 30.818181818181817)","(4.4, 6.2, 6.1)"
15-12-2022 14:32:21.950572,"(3.0, 3.6, 3.3697368421052634)","(7.5, 10.5, 9.8)","(101.0, 830.0, 694.0)","(6.5, 9.0, 8.411764705882353)","(15.0, 22.0, 19.375)","(19.0, 28.0, 23.555555555555557)","(4.0, 5.3, 4.858823529411764)","(20.0, 34.0, 30.818181818181817)","(4.4, 6.6, 6.1)"
15-12-2022 14:32:23.326855,"(3.0, 3.6, 3.3697368421052634)","(7.5, 10.0, 9.885714285714286)","(101.0, 830.0, 694.0)","(6.5, 9.0, 8.411764705882353)","(15.0, 22.0, 19.375)","(19.0, 28.0, 21.0)","(4.0, 5.3, 5.1421052631578945)","(21.0, 34.0, 30.818181818181817)","(4.4, 6.6, 6.284210526315789)"
15-12-2022 14:32:24.621044,"(3.0, 3.6, 3.2153846153846155)","(7.5, 10.0, 9.885714285714286)","(101.0, 830.0, 694.0)","(6.5, 9.0, 8.411214953271028)","(15.0, 22.0, 19.0625)","(19.0, 26.0, 23.625)","(4.0, 5.3, 5.685714285714285)","(21.0, 34.0, 32.63636363636363)","(4.4, 6.6, 6.1454545454545455)"
15-12-2022 14:32:25.907343,"(3.0, 3.5, 3.435)","(7.5, 10.0, 9.7)","(101.0, 830.0, 596.6666666666667)","(6.5, 9.0, 8.416666666666668)","(15.0, 23.0, 20.833333333333332)","(19.0, 25.0, 22.0)","(4.0, 5.8, 5.657142857142857)","(21.0, 34.0, 32.63636363636363)","(4.4, 6.8, 6.45)"
15-12-2022 14:32:27.300375,"(3.0, 3.45, 3.225)","(7.5, 10.0, 9.596428571428572)","(101.0, 820.0, 596.6666666666667)","(6.5, 9.0, 8.416666666666668)","(15.0, 22.0, 20.454545454545453)","(19.0, 24.0, 24.285714285714285)","(4.0, 5.8, 5.521428571428571)","(21.0, 34.0, 32.63636363636363)","(4.4, 6.8, 6.154545454545454)"
15-12-2022 14:32:28.773105,"(3.0, 3.4, 3.1021739130434782)","(7.5, 10.5, 9.88)","(101.0, 820.0, 596.6666666666667)","(6.5, 9.0, 8.41764705882353)","(15.0, 23.0, 20.846153846153847)","(19.0, 25.0, 24.90909090909091)","(4.0, 5.8, 5.366666666666666)","(21.0, 34.0, 32.63636363636363)","(4.4, 6.6, 5.923809523809524)"
15-12-2022 14:32:30.150739,"(2.9, 3.35, 3.1021739130434782)","(7.5, 10.0, 9.88)","(101.0, 820.0, 596.6666666666667)","(6.5, 9.0, 8.455045871559633)","(15.0, 22.0, 20.846153846153847)","(19.0, 29.0, 23.4)","(4.0, 5.8, 5.3769230769230765)","(21.0, 34.0, 32.63636363636363)","(4.4, 6.4, 5.917857142857144)"
15-12-2022 14:32:31.542172,"(2.9, 3.35, 3.1534482758620688)","(7.5, 10.0, 9.683870967741935)","(101.0, 820.0, 596.6666666666667)","(6.5, 9.0, 8.455045871559633)","(15.0, 22.0, 20.846153846153847)","(19.0, 29.0, 24.692307692307693)","(4.0, 5.8, 5.3769230769230765)","(21.0, 34.0, 32.63636363636363)","(4.4, 6.4, 5.917857142857144)"
15-12-2022 14:32:32.843618,"(2.9, 3.3, 3.146153846153846)","(8.0, 10.5, 9.683870967741935)","(101.0, 820.0, 596.6666666666667)","(6.5, 9.0, 8.455045871559633)","(15.0, 22.0, 22.0)","(19.0, 29.0, 25.0)","(4.0, 5.8, 5.445161290322581)","(21.0, 34.0, 32.63636363636363)","(4.6, 6.4, 6.051612903225807)"
15-12-2022 14:32:34.176262,"(2.9, 3.2, 3.08)","(8.0, 10.0, 9.84)","(101.0, 820.0, 596.6666666666667)","(6.5, 9.0, 8.455045871559633)","(15.0, 25.0, 19.958333333333332)","(19.0, 28.0, 24.18181818181818)","(4.0, 5.8, 5.378260869565217)","(21.0, 34.0, 32.63636363636363)","(4.6, 6.4, 6.066666666666666)"
15-12-2022 14:32:35.585698,"(2.9, 3.15, 3.02)","(8.0, 10.0, 9.871428571428572)","(101.0, 820.0, 596.6666666666667)","(6.5, 9.0, 8.455045871559633)","(15.0, 25.0, 19.95)","(19.0, 28.0, 24.18181818181818)","(4.0, 5.7, 5.378260869565217)","(21.0, 34.0, 32.75)","(4.6, 6.4, 6.066666666666666)"
15-12-2022 14:32:36.970829,"(2.9, 3.15, 3.02)","(8.0, 10.0, 9.871428571428572)","(101.0, 820.0, 380.0)","(6.5, 9.0, 8.455045871559633)","(15.0, 24.0, 19.95)","(19.0, 28.0, 25.428571428571427)","(4.0, 5.7, 5.417142857142857)","(21.0, 34.0, 32.75)","(4.6, 6.4, 6.066666666666666)"
15-12-2022 14:32:38.253667,"(2.9, 3.15, 3.0196666666666667)","(8.0, 10.0, 9.871428571428572)","(101.0, 820.0, 380.0)","(6.5, 9.0, 8.455045871559633)","(15.0, 24.0, 19.95)","(19.0, 28.0, 25.428571428571427)","(4.0, 5.7, 5.425000000000001)","(21.0, 34.0, 32.75)","(4.6, 6.4, 6.05)"
15-12-2022 14:32:39.387053,"(2.9, 3.15, 3.0196666666666667)","(8.0, 10.0, 9.871428571428572)","(101.0, 820.0, 380.0)","(6.5, 9.0, 8.455045871559633)","(15.0, 24.0, 19.95)","(19.0, 28.0, 25.2)","(4.0, 5.7, 5.5)","(21.0, 34.0, 31.0)","(4.6, 6.4, 6.05)"
15-12-2022 14:32:40.558077,"(2.9, 3.1, 3.04)","(8.0, 10.5, 9.803333333333333)","(101.0, 820.0, 380.0)","(6.5, 9.0, 8.455045871559633)","(15.0, 24.0, 20.4)","(19.0, 30.0, 24.0)","(4.0, 5.6, 5.557142857142857)","(21.0, 36.0, 32.76923076923077)","(4.6, 6.4, 6.15)"
15-12-2022 14:32:41.726071,"(2.9, 3.05, 2.994285714285714)","(8.0, 10.5, 9.803333333333333)","(101.0, 760.0, 693.3333333333334)","(6.5, 9.0, 8.157142857142857)","(15.0, 24.0, 19.866666666666667)","(19.0, 29.0, 26.0)","(4.0, 5.6, 5.49375)","(21.0, 36.0, 33.75)","(4.6, 6.4, 5.68)"
15-12-2022 14:32:42.986280,"(2.9, 3.1, 3.05)","(8.0, 10.5, 9.976190476190476)","(101.0, 760.0, 642.0)","(6.5, 8.8, 8.376470588235295)","(15.0, 25.0, 22.0)","(19.0, 29.0, 25.5)","(4.0, 5.7, 5.5875)","(21.0, 36.0, 33.75)","(4.6, 6.4, 5.95)"
15-12-2022 14:32:44.205576,"(2.9, 3.2, 2.9833333333333334)","(8.0, 11.0, 10.133333333333333)","(101.0, 760.0, 694.4444444444445)","(6.5, 8.8, 8.569230769230769)","(15.0, 24.0, 21.5)","(19.0, 28.0, 24.4)","(4.0, 5.7, 5.565)","(21.0, 36.0, 33.75)","(4.6, 6.2, 5.4)"
15-12-2022 14:32:45.365093,"(2.9, 3.2, 3.072)","(8.0, 11.0, 10.028571428571428)","(101.0, 760.0, 694.4444444444445)","(6.5, 8.8, 8.569230769230769)","(15.0, 24.0, 22.5)","(19.0, 28.0, 24.666666666666668)","(4.0, 5.7, 5.492307692307692)","(21.0, 36.0, 33.75)","(4.6, 6.2, 5.714285714285714)"
15-12-2022 14:32:46.588245,"(2.9, 3.35, 3.165)","(8.0, 11.0, 10.165217391304347)","(101.0, 760.0, 694.4444444444445)","(6.5, 8.8, 8.571428571428571)","(15.0, 23.0, 21.8)","(19.0, 28.0, 24.22222222222222)","(4.0, 5.8, 5.633333333333334)","(21.0, 36.0, 33.42857142857143)","(4.6, 6.0, 5.416666666666667)"
15-12-2022 14:32:47.838892,"(2.9, 3.3, 3.230769230769231)","(8.0, 10.5, 10.330769230769231)","(101.0, 760.0, 694.4444444444445)","(6.5, 8.8, 8.222018348623852)","(15.0, 23.0, 21.8)","(19.0, 27.0, 22.96666666666667)","(4.0, 5.8, 5.55)","(21.0, 36.0, 33.42857142857143)","(4.6, 6.0, 5.39375)"
15-12-2022 14:32:49.277398,"(2.8, 3.25, 3.185714285714286)","(8.0, 10.5, 10.292307692307693)","(101.0, 760.0, 694.4444444444445)","(6.5, 9.0, 8.256140350877192)","(15.0, 23.0, 21.8)","(18.0, 26.0, 22.884615384615383)","(4.2, 5.8, 5.675)","(21.0, 36.0, 33.42857142857143)","(4.6, 5.9, 5.476470588235294)"
15-12-2022 14:32:50.704765,"(2.8, 3.25, 3.19)","(8.0, 10.5, 10.292307692307693)","(101.0, 760.0, 694.4444444444445)","(6.5, 9.0, 8.454545454545455)","(15.0, 23.0, 21.90909090909091)","(18.0, 25.0, 21.25)","(4.2, 5.8, 5.705263157894737)","(21.0, 36.0, 32.72727272727273)","(4.6, 5.9, 5.2615384615384615)"
15-12-2022 14:32:51.988433,"(2.8, 3.25, 3.15)","(8.0, 11.0, 10.328000000000001)","(101.0, 760.0, 694.4444444444445)","(7.0, 9.0, 8.68888888888889)","(16.0, 23.0, 22.307692307692307)","(18.0, 25.0, 21.25)","(4.2, 5.8, 5.730769230769231)","(21.0, 36.0, 32.72727272727273)","(4.6, 5.6, 5.288888888888889)"
15-12-2022 14:32:53.376942,"(2.8, 3.25, 3.1636363636363636)","(8.0, 11.0, 10.368421052631579)","(101.0, 760.0, 694.4444444444445)","(7.0, 8.8, 8.68888888888889)","(16.0, 25.0, 21.5)","(18.0, 25.0, 21.25)","(4.2, 5.8, 5.721739130434782)","(21.0, 36.0, 33.75)","(4.6, 5.6, 5.2727272727272725)"
15-12-2022 14:32:54.665222,"(2.8, 3.2, 3.1933333333333334)","(8.0, 11.0, 10.7)","(101.0, 760.0, 642.0)","(7.0, 8.8, 8.528571428571428)","(16.0, 25.0, 18.833333333333332)","(17.0, 25.0, 22.142857142857142)","(4.2, 5.8, 5.927272727272727)","(21.0, 36.0, 32.0)","(4.6, 5.6, 5.861904761904762)"
15-12-2022 14:32:55.908796,"(2.8, 3.2, 3.194827586206897)","(8.0, 9.8, 9.72)","(101.0, 760.0, 642.0)","(7.0, 9.0, 8.544)","(16.0, 19.5, 18.683673469387756)","(17.0, 25.0, 20.5)","(4.2, 6.0, 6.1)","(21.0, 36.0, 34.0)","(4.6, 5.9, 5.796428571428571)"
15-12-2022 14:32:57.227927,"(2.8, 3.2, 3.0636363636363635)","(8.0, 9.6, 9.507692307692308)","(101.0, 760.0, 642.0)","(7.0, 9.0, 8.544)","(16.0, 20.0, 18.683673469387756)","(17.0, 25.0, 20.5)","(4.2, 6.2, 5.975)","(21.0, 36.0, 32.111111111111114)","(4.6, 5.8, 6.08)"
15-12-2022 14:32:58.480257,"(2.8, 3.15, 3.0357142857142856)","(8.0, 9.2, 9.028571428571428)","(101.0, 760.0, 495.0)","(7.0, 9.0, 8.628571428571428)","(16.0, 20.0, 19.15686274509804)","(17.0, 25.0, 23.25)","(4.2, 6.0, 6.074193548387097)","(21.0, 36.0, 31.714285714285715)","(4.6, 6.2, 5.860869565217391)"
15-12-2022 14:32:59.745553,"(2.8, 3.15, 3.1198275862068967)","(8.0, 9.2, 9.136842105263158)","(101.0, 760.0, 495.0)","(7.0, 9.0, 8.791304347826086)","(16.0, 20.0, 19.15686274509804)","(17.0, 24.0, 23.625)","(4.2, 6.2, 6.197619047619048)","(21.0, 36.0, 31.714285714285715)","(4.6, 6.0, 5.930434782608696)"
15-12-2022 14:33:00.909621,"(2.8, 3.15, 3.0555555555555554)","(8.0, 9.2, 9.136842105263158)","(101.0, 760.0, 500.0)","(7.0, 8.6, 8.65)","(16.0, 20.0, 19.145833333333332)","(17.0, 24.0, 22.846153846153847)","(4.2, 6.4, 6.24)","(21.0, 36.0, 32.0)","(4.6, 6.0, 5.88235294117647)"
15-12-2022 14:33:02.195138,"(2.8, 3.1, 2.943187250996016)","(8.0, 9.4, 9.280000000000001)","(101.0, 760.0, 500.0)","(7.0, 8.8, 8.21311475409836)","(16.0, 20.0, 19.068181818181817)","(17.0, 25.0, 21.666666666666668)","(4.2, 6.4, 6.166666666666667)","(21.0, 36.0, 32.5)","(4.6, 6.0, 6.08)"
15-12-2022 14:33:03.433819,"(2.8, 3.1, 2.920952380952381)","(8.0, 9.4, 9.280000000000001)","(101.0, 760.0, 413.33333333333337)","(7.0, 9.0, 8.21311475409836)","(16.0, 20.0, 19.068181818181817)","(17.0, 22.0, 21.666666666666668)","(4.2, 6.6, 6.166666666666667)","(21.0, 40.0, 32.5)","(4.6, 6.2, 6.08)"
15-12-2022 14:33:04.688175,"(2.8, 3.05, 2.9299999999999997)","(8.0, 9.4, 9.25)","(101.0, 760.0, 413.33333333333337)","(7.0, 9.0, 8.232)","(15.0, 20.0, 19.068181818181817)","(17.0, 22.0, 19.789473684210527)","(4.2, 6.6, 6.173076923076923)","(21.0, 40.0, 32.5)","(4.6, 6.2, 6.08)"
15-12-2022 14:33:05.934447,"(2.8, 3.05, 2.953225806451613)","(8.0, 9.4, 9.333333333333334)","(101.0, 760.0, 413.33333333333337)","(7.0, 9.0, 8.232)","(15.0, 20.0, 19.068181818181817)","(17.0, 25.0, 20.25862068965517)","(4.2, 6.6, 6.173076923076923)","(21.0, 40.0, 32.5)","(4.6, 6.2, 6.08)"
15-12-2022 14:33:07.132870,"(2.8, 3.05, 2.8833333333333333)","(8.0, 9.4, 9.333333333333334)","(101.0, 760.0, 413.33333333333337)","(7.0, 9.0, 8.23265306122449)","(15.0, 20.0, 19.068181818181817)","(17.0, 25.0, 20.833333333333332)","(4.2, 6.6, 6.176470588235294)","(21.0, 40.0, 34.4)","(4.6, 6.2, 5.927272727272727)"
15-12-2022 14:33:08.407616,"(2.8, 3.05, 2.8593421052631576)","(8.0, 9.8, 9.35)","(101.0, 760.0, 413.33333333333337)","(7.0, 9.0, 8.23265306122449)","(15.0, 20.0, 18.7)","(17.0, 25.0, 20.806451612903224)","(4.2, 6.6, 6.233898305084746)","(21.0, 38.0, 35.0)","(4.6, 6.4, 5.890322580645162)"
15-12-2022 14:33:09.677411,"(2.8, 3.05, 2.9265263157894736)","(8.0, 9.8, 9.35)","(101.0, 760.0, 413.33333333333337)","(7.0, 9.0, 8.23265306122449)","(15.0, 19.0, 18.5)","(17.0, 25.0, 20.806451612903224)","(4.2, 6.6, 6.233898305084746)","(21.0, 38.0, 35.0)","(4.6, 6.2, 5.890322580645162)"
15-12-2022 14:33:11.029955,"(2.8, 3.05, 2.9265263157894736)","(8.0, 9.8, 9.35)","(101.0, 760.0, 413.33333333333337)","(7.0, 9.0, 8.23265306122449)","(15.0, 19.0, 18.5)","(17.0, 25.0, 20.925925925925927)","(4.4, 6.6, 6.221052631578948)","(21.0, 38.0, 35.0)","(4.6, 6.2, 5.890322580645162)"
15-12-2022 14:33:12.275932,"(2.8, 3.05, 2.938157894736842)","(8.0, 9.8, 9.35)","(101.0, 760.0, 413.33333333333337)","(7.0, 9.0, 8.23265306122449)","(15.0, 19.0, 18.76923076923077)","(17.0, 25.0, 21.75)","(4.4, 6.6, 6.221052631578948)","(21.0, 38.0, 35.0)","(4.6, 6.2, 5.890322580645162)"
15-12-2022 14:33:13.466195,"(2.8, 3.05, 2.9136363636363636)","(8.0, 9.8, 9.35)","(101.0, 760.0, 413.33333333333337)","(7.0, 9.0, 8.23265306122449)","(15.0, 19.0, 18.76923076923077)","(17.0, 23.0, 21.75)","(4.4, 6.6, 6.221052631578948)","(21.0, 38.0, 35.0)","(4.6, 6.2, 5.890322580645162)"
15-12-2022 14:33:14.693919,"(2.8, 3.05, 2.9136363636363636)","(8.0, 9.8, 9.35)","(101.0, 760.0, 426.66666666666663)","(7.0, 9.0, 8.23265306122449)","(15.0, 19.0, 18.76923076923077)","(17.0, 23.0, 21.75)","(4.4, 6.6, 6.034285714285715)","(21.0, 38.0, 35.0)","(4.6, 6.2, 5.939130434782609)"
15-12-2022 14:33:15.968343,"(2.8, 3.05, 2.995)","(8.0, 9.8, 9.5)","(101.0, 760.0, 426.66666666666663)","(7.0, 9.0, 8.23265306122449)","(15.0, 19.0, 18.76923076923077)","(17.0, 23.0, 21.75)","(4.4, 6.6, 6.034285714285715)","(21.0, 38.0, 35.0)","(4.6, 6.2, 5.939130434782609)"
15-12-2022 14:33:17.227028,"(2.8, 3.05, 2.9183673469387754)","(8.0, 9.8, 9.5)","(101.0, 760.0, 426.66666666666663)","(7.0, 9.0, 8.447058823529412)","(15.0, 19.0, 18.666666666666668)","(17.0, 23.0, 21.88888888888889)","(4.4, 6.6, 6.2700000000000005)","(21.0, 40.0, 36.4)","(4.6, 6.2, 5.857142857142857)"
15-12-2022 14:33:18.553705,"(2.8, 3.05, 2.9348214285714285)","(8.0, 9.8, 9.5)","(101.0, 760.0, 426.66666666666663)","(7.0, 9.0, 8.447058823529412)","(15.0, 19.0, 18.857142857142858)","(17.0, 23.0, 22.23076923076923)","(4.4, 6.6, 6.2700000000000005)","(21.0, 40.0, 36.72727272727273)","(4.6, 6.2, 5.857142857142857)"
15-12-2022 14:33:19.731466,"(2.8, 3.05, 2.9348214285714285)","(8.0, 9.8, 9.5)","(101.0, 760.0, 426.66666666666663)","(7.0, 9.0, 8.447058823529412)","(15.0, 19.0, 18.857142857142858)","(17.0, 23.0, 22.23076923076923)","(4.4, 6.6, 6.2700000000000005)","(21.0, 40.0, 36.72727272727273)","(4.6, 6.2, 5.857142857142857)"
15-12-2022 14:33:21.030002,"(2.8, 3.05, 2.8130434782608695)","(8.0, 9.8, 9.338461538461537)","(101.0, 760.0, 510.0)","(7.0, 9.0, 8.514285714285714)","(15.0, 19.0, 18.575)","(17.0, 23.0, 21.48)","(4.4, 6.6, 6.428571428571429)","(21.0, 44.0, 41.142857142857146)","(4.6, 6.4, 5.9512820512820515)"
15-12-2022 14:33:22.227957,"(2.8, 2.9, 2.8130434782608695)","(8.0, 10.0, 9.338461538461537)","(101.0, 760.0, 510.0)","(7.0, 9.0, 8.66)","(15.0, 20.0, 18.642857142857142)","(17.0, 25.0, 21.615384615384617)","(4.4, 6.6, 6.414285714285715)","(21.0, 44.0, 41.142857142857146)","(4.6, 6.4, 5.9512820512820515)"
15-12-2022 14:33:23.563702,"(2.8, 2.9, 2.8027027027027027)","(8.0, 10.0, 9.426666666666668)","(101.0, 760.0, 510.0)","(7.0, 9.0, 8.66)","(15.0, 20.0, 18.642857142857142)","(17.0, 25.0, 21.615384615384617)","(4.4, 6.8, 6.673684210526316)","(21.0, 44.0, 42.333333333333336)","(4.6, 6.4, 6.002272727272728)"
15-12-2022 14:33:24.792281,"(2.8, 2.9, 2.8076923076923075)","(8.0, 10.0, 9.426666666666668)","(101.0, 760.0, 510.0)","(7.0, 9.0, 8.66)","(15.0, 20.0, 18.642857142857142)","(17.0, 25.0, 21.615384615384617)","(4.4, 6.8, 6.533333333333333)","(21.0, 44.0, 42.333333333333336)","(4.6, 6.4, 6.002272727272728)"
15-12-2022 14:33:26.001589,"(2.8, 2.9, 2.8076923076923075)","(8.0, 9.8, 9.457142857142857)","(101.0, 760.0, 510.0)","(7.0, 9.0, 8.66)","(15.0, 20.0, 18.642857142857142)","(17.0, 25.0, 21.615384615384617)","(4.4, 6.8, 6.533333333333333)","(21.0, 44.0, 42.333333333333336)","(4.6, 6.4, 6.002272727272728)"
15-12-2022 14:33:27.294928,"(2.6, 2.9, 2.8076923076923075)","(8.0, 9.8, 9.457142857142857)","(101.0, 760.0, 510.0)","(7.0, 9.0, 8.66)","(15.0, 20.0, 18.642857142857142)","(17.0, 25.0, 21.615384615384617)","(4.6, 6.8, 6.533333333333333)","(21.0, 44.0, 42.333333333333336)","(4.6, 6.4, 6.050000000000001)"
15-12-2022 14:33:28.608574,"(2.6, 2.9, 2.8076923076923075)","(8.0, 9.8, 9.457142857142857)","(101.0, 760.0, 510.0)","(7.0, 9.0, 8.66)","(15.0, 20.0, 18.642857142857142)","(17.0, 25.0, 21.615384615384617)","(4.6, 6.8, 6.533333333333333)","(21.0, 44.0, 40.0)","(4.6, 6.4, 6.171428571428572)"
15-12-2022 14:33:29.889259,"(2.6, 2.9, 2.8076923076923075)","(8.0, 9.8, 9.457142857142857)","(101.0, 760.0, 510.0)","(7.0, 9.0, 8.66)","(15.0, 20.0, 19.535714285714285)","(17.0, 25.0, 21.76923076923077)","(4.6, 6.8, 6.533333333333333)","(21.0, 44.0, 40.0)","(4.6, 6.6, 6.208695652173913)"
15-12-2022 14:33:31.236340,"(2.6, 2.88, 2.8049999999999997)","(8.0, 9.8, 9.457142857142857)","(101.0, 760.0, 495.0)","(7.0, 9.0, 8.66)","(15.0, 20.0, 19.535714285714285)","(17.0, 25.0, 21.76923076923077)","(4.6, 6.8, 6.533333333333333)","(21.0, 44.0, 40.0)","(4.6, 6.8, 6.449999999999999)"
