,Reggies Brother,Speed Badke,Calder,Muttons Mates,Desleys Girl,White Snake,Moment Of Glory,Aces Up
07-01-2023 19:19:55.625162,"(4.0, 4.9, 4.425000000000001)","(2.9, 3.8, 3.1225806451612903)","(6.0, 7.6, 6.466666666666667)","(18.0, 40.0, 26.5)","(5.5, 10.5, 8.95)","(6.0, 18.0, 15.142857142857142)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 17.976190476190474)"
07-01-2023 19:19:56.725097,"(4.0, 4.9, 4.425000000000001)","(2.9, 3.8, 3.1225806451612903)","(6.0, 7.8, 6.466666666666667)","(18.0, 40.0, 26.5)","(5.5, 10.5, 8.95)","(6.0, 18.0, 15.142857142857142)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 17.976190476190474)"
07-01-2023 19:19:57.957778,"(4.0, 4.9, 4.425000000000001)","(2.9, 3.8, 3.1225806451612903)","(6.0, 7.8, 7.375)","(18.0, 40.0, 26.5)","(5.5, 10.5, 8.95)","(6.0, 18.0, 15.5)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 17.976190476190474)"
07-01-2023 19:19:59.151114,"(4.0, 4.9, 4.425000000000001)","(2.9, 3.8, 3.6383333333333336)","(6.0, 7.6, 7.375)","(18.0, 40.0, 34.6)","(5.5, 10.5, 8.95)","(6.0, 18.0, 15.5)","(19.0, 34.0, 25.57894736842105)","(10.0, 18.5, 17.59090909090909)"
07-01-2023 19:20:00.455151,"(4.0, 4.9, 4.017857142857143)","(2.9, 3.7, 3.6383333333333336)","(6.0, 7.6, 7.375)","(18.0, 40.0, 34.6)","(5.5, 10.5, 8.95)","(6.0, 18.0, 15.5)","(19.0, 34.0, 25.57894736842105)","(10.0, 18.5, 17.59090909090909)"
07-01-2023 19:20:01.779473,"(4.0, 4.9, 4.017857142857143)","(2.9, 3.7, 3.6383333333333336)","(6.0, 7.6, 7.375)","(18.0, 40.0, 34.6)","(5.5, 10.5, 8.95)","(6.0, 18.0, 15.5)","(19.0, 34.0, 25.57894736842105)","(10.0, 18.5, 17.59090909090909)"
07-01-2023 19:20:02.967217,"(4.0, 4.9, 4.017857142857143)","(2.9, 3.7, 3.6630000000000003)","(6.0, 7.4, 7.044444444444444)","(18.0, 40.0, 34.33333333333333)","(5.5, 10.5, 8.629032258064516)","(6.0, 18.0, 15.0)","(19.0, 34.0, 25.57894736842105)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:04.194670,"(4.0, 4.9, 4.017857142857143)","(2.9, 3.7, 3.6564705882352944)","(6.0, 7.4, 7.044444444444444)","(18.0, 40.0, 34.33333333333333)","(5.5, 10.5, 8.6875)","(6.0, 18.0, 15.0)","(19.0, 34.0, 25.57894736842105)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:05.375031,"(4.0, 4.9, 4.017857142857143)","(2.9, 3.7, 3.6564705882352944)","(6.0, 7.4, 7.044444444444444)","(18.0, 40.0, 34.33333333333333)","(5.5, 10.5, 8.6875)","(6.0, 18.0, 15.0)","(19.0, 34.0, 25.57894736842105)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:06.638466,"(4.0, 4.9, 4.375)","(2.9, 3.7, 3.68)","(6.0, 7.4, 7.2)","(18.0, 40.0, 33.33333333333333)","(5.5, 10.5, 8.6875)","(6.0, 18.0, 15.0)","(19.0, 34.0, 25.57894736842105)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:07.836815,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.68)","(6.0, 7.4, 7.2)","(18.0, 40.0, 33.33333333333333)","(5.5, 10.5, 8.6875)","(6.0, 18.0, 15.0)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:08.965508,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.68)","(6.0, 7.4, 7.2)","(18.0, 40.0, 33.33333333333333)","(5.5, 10.5, 8.6875)","(6.0, 18.0, 15.0)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:10.021505,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.68)","(6.0, 7.4, 7.2)","(18.0, 40.0, 33.33333333333333)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 15.0)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:11.130281,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.68)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 15.0)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:12.150737,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.68)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 15.0)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:13.172524,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.68)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 15.0)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:14.245157,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.68)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 15.0)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:15.339484,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.68)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 15.0)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:16.480445,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6805263157894736)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 15.0)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:17.666997,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 15.714285714285714)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:19.028500,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 15.714285714285714)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:20.270853,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 17.0)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:21.523725,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 17.2)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:22.780478,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 17.2)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:23.935287,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 17.2)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:25.192011,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 17.2)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:26.523905,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 17.2)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:27.602199,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 17.2)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:28.595327,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 17.2)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:29.659978,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 17.2)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:30.774576,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 17.2)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:31.823607,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 17.2)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:32.989238,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 17.2)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:34.076134,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 17.2)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:35.310756,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 17.2)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:36.602927,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 17.2)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:37.793118,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 17.2)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:39.193444,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 17.2)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:40.356786,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 17.2)","(19.0, 34.0, 25.57894736842105)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:41.471996,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.0)","(5.5, 10.5, 9.085365853658537)","(6.0, 18.0, 17.2)","(19.0, 34.0, 25.57894736842105)","(10.0, 18.5, 18.023809523809526)"
07-01-2023 19:20:42.692739,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 33.18181818181818)","(5.5, 10.5, 8.776)","(6.0, 18.0, 17.6)","(19.0, 34.0, 29.454545454545453)","(10.0, 18.5, 19.2)"
07-01-2023 19:20:43.957174,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 33.18181818181818)","(5.5, 9.0, 8.747826086956522)","(6.0, 18.5, 18.4)","(19.0, 32.0, 29.454545454545453)","(10.0, 19.5, 19.2)"
07-01-2023 19:20:45.222626,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 36.05263157894737)","(5.5, 8.8, 8.747826086956522)","(6.0, 19.5, 19.142857142857142)","(19.0, 32.0, 29.454545454545453)","(10.0, 19.5, 19.2)"
07-01-2023 19:20:46.343469,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.64)","(6.0, 7.4, 7.2)","(18.0, 40.0, 38.63636363636363)","(5.5, 8.8, 8.939130434782609)","(6.0, 23.0, 20.1875)","(19.0, 32.0, 29.454545454545453)","(10.0, 19.5, 19.2)"
07-01-2023 19:20:47.493227,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.65625)","(6.0, 7.4, 7.2)","(18.0, 40.0, 38.63636363636363)","(5.5, 9.0, 8.939130434782609)","(6.0, 23.0, 20.76923076923077)","(19.0, 32.0, 29.454545454545453)","(10.0, 19.5, 19.2)"
07-01-2023 19:20:48.941689,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.658823529411765)","(6.0, 7.4, 7.2)","(18.0, 40.0, 38.63636363636363)","(5.5, 9.0, 8.939130434782609)","(6.0, 22.0, 20.76923076923077)","(19.0, 32.0, 29.454545454545453)","(10.0, 19.5, 19.2)"
07-01-2023 19:20:50.303257,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.680555555555556)","(6.0, 7.4, 7.2)","(18.0, 40.0, 38.63636363636363)","(5.5, 9.0, 8.939130434782609)","(6.0, 22.0, 20.76923076923077)","(19.0, 32.0, 28.799999999999997)","(10.0, 19.5, 19.2)"
07-01-2023 19:20:51.703044,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.680555555555556)","(6.0, 7.4, 7.2)","(18.0, 40.0, 38.63636363636363)","(5.5, 9.0, 8.939130434782609)","(6.0, 22.0, 20.76923076923077)","(19.0, 30.0, 28.799999999999997)","(10.0, 19.5, 19.2)"
07-01-2023 19:20:53.117020,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.680555555555556)","(6.0, 7.4, 7.2)","(18.0, 40.0, 38.63636363636363)","(5.5, 9.0, 8.939130434782609)","(6.0, 22.0, 20.76923076923077)","(19.0, 30.0, 27.0)","(10.0, 19.5, 18.68181818181818)"
07-01-2023 19:20:54.539903,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6566666666666667)","(6.0, 7.4, 6.36)","(18.0, 40.0, 38.63636363636363)","(5.5, 9.0, 8.907692307692308)","(6.0, 22.0, 20.76923076923077)","(19.0, 29.0, 27.0)","(10.0, 19.5, 18.633333333333333)"
07-01-2023 19:20:55.767026,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6566666666666667)","(6.0, 7.4, 6.094736842105263)","(18.0, 40.0, 38.63636363636363)","(5.5, 9.0, 8.94)","(6.0, 22.0, 20.76923076923077)","(19.0, 29.0, 27.0)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:20:56.958972,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6740000000000004)","(6.0, 7.4, 6.85)","(18.0, 40.0, 38.63636363636363)","(5.5, 9.0, 8.945454545454545)","(6.0, 22.0, 20.76923076923077)","(19.0, 28.0, 27.0)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:20:58.228844,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6740000000000004)","(6.0, 7.0, 6.85)","(18.0, 40.0, 38.63636363636363)","(5.5, 9.0, 9.078260869565216)","(6.0, 22.0, 20.76923076923077)","(19.0, 28.0, 22.5)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:20:59.510767,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6740000000000004)","(6.0, 7.0, 6.85)","(18.0, 40.0, 38.63636363636363)","(5.5, 9.2, 9.078260869565216)","(6.0, 22.0, 20.76923076923077)","(19.0, 28.0, 24.23076923076923)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:00.776852,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6740000000000004)","(6.0, 7.0, 6.5)","(18.0, 40.0, 38.63636363636363)","(5.5, 9.2, 9.078260869565216)","(6.0, 22.0, 20.76923076923077)","(19.0, 27.0, 24.23076923076923)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:02.081939,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6740000000000004)","(6.0, 7.0, 6.5)","(18.0, 40.0, 38.63636363636363)","(5.5, 9.2, 9.078260869565216)","(6.0, 22.0, 20.76923076923077)","(20.0, 27.0, 21.681818181818183)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:03.265171,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6740000000000004)","(6.0, 7.0, 6.5)","(18.0, 40.0, 37.66666666666667)","(5.5, 9.2, 9.078260869565216)","(6.0, 22.0, 19.2)","(20.0, 27.0, 25.2)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:04.543117,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6740000000000004)","(6.0, 7.0, 6.5)","(18.0, 40.0, 38.0)","(5.5, 9.2, 9.078260869565216)","(6.0, 22.0, 20.444444444444443)","(20.0, 26.0, 25.2)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:05.803130,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6740000000000004)","(6.0, 7.0, 6.5)","(18.0, 40.0, 38.0)","(5.5, 9.2, 9.078260869565216)","(6.0, 22.0, 20.444444444444443)","(20.0, 26.0, 21.428571428571427)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:07.033729,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6750000000000003)","(6.0, 7.0, 6.136)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.2, 9.078260869565216)","(6.0, 22.0, 20.6)","(20.0, 26.0, 24.3)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:08.139683,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6750000000000003)","(6.0, 7.0, 6.136)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.2, 9.078260869565216)","(6.0, 22.0, 20.6)","(20.0, 25.0, 24.3)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:09.277454,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6808823529411767)","(6.0, 7.0, 6.136)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.2, 9.078260869565216)","(6.0, 22.0, 20.6)","(20.0, 25.0, 24.3)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:10.384104,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6808823529411767)","(6.0, 7.0, 6.136)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.2, 9.078260869565216)","(6.0, 22.0, 20.6)","(20.0, 25.0, 24.3)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:11.520323,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6808823529411767)","(6.0, 7.0, 6.136)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.2, 9.078260869565216)","(6.0, 22.0, 20.6)","(20.0, 25.0, 21.0)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:12.616257,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6808823529411767)","(6.0, 7.0, 6.136)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.2, 9.078260869565216)","(6.0, 22.0, 20.6)","(20.0, 25.0, 23.0)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:13.840074,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6808823529411767)","(6.0, 7.0, 6.136)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.2, 9.078260869565216)","(6.0, 22.0, 20.6)","(20.0, 24.0, 23.0)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:15.060808,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6808823529411767)","(6.0, 7.0, 6.136)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.2, 9.078260869565216)","(6.0, 22.0, 20.6)","(20.0, 24.0, 23.0)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:16.326904,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6808823529411767)","(6.0, 7.0, 6.136)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.2, 9.078260869565216)","(6.0, 22.0, 20.6)","(20.0, 24.0, 23.0)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:17.416599,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6808823529411767)","(6.0, 7.0, 6.136)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.2, 9.078260869565216)","(6.0, 22.0, 20.6)","(20.0, 24.0, 19.666666666666668)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:18.613949,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6808823529411767)","(6.0, 7.0, 6.136)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.2, 9.078260869565216)","(6.0, 22.0, 20.6)","(20.0, 24.0, 22.166666666666668)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:19.801918,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6808823529411767)","(6.0, 7.0, 6.382857142857143)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.2, 9.078260869565216)","(6.0, 22.0, 20.7)","(20.0, 23.0, 22.166666666666668)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:21.004556,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6808823529411767)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.2, 8.64)","(6.0, 22.0, 20.285714285714285)","(21.0, 23.0, 22.166666666666668)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:22.265690,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6808823529411767)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 19.38888888888889)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:23.596308,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6814285714285715)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 19.38888888888889)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:24.797229,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6814285714285715)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 19.38888888888889)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:25.980253,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6814285714285715)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 19.38888888888889)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:27.133869,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6814285714285715)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 19.38888888888889)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:28.348152,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6814285714285715)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 19.38888888888889)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:29.602647,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6814285714285715)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 19.38888888888889)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:30.845243,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6814285714285715)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 19.38888888888889)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:32.221123,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6814285714285715)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 19.38888888888889)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:33.648962,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6814285714285715)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 19.38888888888889)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:35.043988,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.6814285714285715)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 19.38888888888889)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:36.602720,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.653846153846154)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.25)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:37.896240,"(4.0, 4.8, 4.375)","(2.9, 3.7, 3.653846153846154)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.25)","(10.0, 19.0, 17.77777777777778)"
