,Dusty Rubble,Exsensible,Hamaki,Mr Kennedy,Mr Showman,Questar,Jabali Belle,Scarlett Aplenty
15-12-2022 12:44:55.145106,"(101.0, 530.0, 515.0)","(2.5, 2.94, 2.9236363636363634)","(1.95, 2.16, 2.1169105691056913)","(7.0, 12.0, 11.790697674418604)","(91.0, 210.0, 185.0)","(71.0, 180.0, 156.0)","(11.0, 15.0, 15.714285714285714)","(41.0, 80.0, 74.0)"
15-12-2022 12:44:56.504685,"(101.0, 530.0, 515.0)","(2.5, 2.94, 2.9236363636363634)","(1.95, 2.16, 2.0883783783783785)","(7.0, 12.0, 11.790697674418604)","(91.0, 210.0, 185.0)","(71.0, 180.0, 156.0)","(11.0, 16.0, 15.714285714285714)","(41.0, 80.0, 74.0)"
15-12-2022 12:44:57.767018,"(101.0, 530.0, 465.0)","(2.5, 2.94, 2.9236363636363634)","(1.95, 2.16, 2.075)","(7.0, 12.0, 11.790697674418604)","(91.0, 210.0, 185.0)","(71.0, 180.0, 156.0)","(11.0, 16.0, 15.714285714285714)","(41.0, 80.0, 74.0)"
15-12-2022 12:44:58.894881,"(101.0, 530.0, 486.0)","(2.5, 2.94, 2.93125)","(1.95, 2.16, 2.075)","(7.0, 12.0, 11.790697674418604)","(91.0, 210.0, 185.0)","(71.0, 180.0, 156.0)","(11.0, 16.0, 15.714285714285714)","(41.0, 80.0, 74.0)"
15-12-2022 12:45:00.070144,"(101.0, 530.0, 480.0)","(2.5, 2.94, 2.9322222222222223)","(1.95, 2.06, 2.0595121951219513)","(7.0, 12.0, 11.790697674418604)","(91.0, 210.0, 185.0)","(71.0, 180.0, 156.0)","(11.0, 16.0, 15.8)","(41.0, 80.0, 74.0)"
15-12-2022 12:45:01.101813,"(101.0, 540.0, 503.3333333333333)","(2.5, 2.94, 2.93125)","(1.95, 2.16, 2.0595121951219513)","(7.0, 12.0, 11.790697674418604)","(91.0, 210.0, 185.0)","(71.0, 180.0, 156.0)","(11.0, 16.0, 15.8)","(41.0, 80.0, 74.0)"
15-12-2022 12:45:02.268155,"(101.0, 540.0, 510.0)","(2.5, 2.94, 2.93125)","(1.95, 2.16, 2.057777777777778)","(7.0, 12.0, 11.790697674418604)","(91.0, 210.0, 185.0)","(71.0, 180.0, 156.0)","(11.0, 16.0, 15.8)","(41.0, 80.0, 74.0)"
15-12-2022 12:45:03.474650,"(101.0, 540.0, 503.3333333333333)","(2.5, 2.98, 2.910799289520426)","(1.95, 2.14, 2.044578313253012)","(7.0, 12.0, 12.290322580645162)","(91.0, 210.0, 178.33333333333334)","(71.0, 180.0, 160.0)","(11.0, 16.0, 16.57017543859649)","(41.0, 80.0, 74.44444444444444)"
15-12-2022 12:45:04.682866,"(101.0, 540.0, 503.3333333333333)","(2.5, 2.98, 2.962222222222222)","(1.95, 2.0, 2.0324324324324325)","(7.0, 12.5, 12.371428571428572)","(91.0, 220.0, 195.0)","(71.0, 180.0, 163.33333333333334)","(11.0, 17.0, 16.166666666666668)","(41.0, 80.0, 75.45454545454545)"
15-12-2022 12:45:05.794808,"(101.0, 540.0, 515.0)","(2.5, 2.98, 2.962222222222222)","(1.9, 2.04, 2.0324324324324325)","(7.0, 12.5, 12.371428571428572)","(91.0, 220.0, 195.0)","(71.0, 180.0, 163.33333333333334)","(11.0, 16.5, 16.166666666666668)","(41.0, 80.0, 75.45454545454545)"
15-12-2022 12:45:06.942767,"(101.0, 540.0, 513.3333333333334)","(2.5, 2.98, 2.962222222222222)","(1.9, 2.04, 2.0347169811320756)","(7.0, 12.5, 11.75)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 163.33333333333334)","(11.0, 16.5, 16.166666666666668)","(41.0, 80.0, 78.66666666666667)"
15-12-2022 12:45:08.035697,"(101.0, 540.0, 513.3333333333334)","(2.5, 2.98, 2.962222222222222)","(1.9, 2.04, 2.0347169811320756)","(7.0, 12.5, 11.75)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 163.33333333333334)","(11.0, 16.5, 16.166666666666668)","(41.0, 80.0, 78.66666666666667)"
15-12-2022 12:45:09.120324,"(101.0, 540.0, 510.0)","(2.5, 2.98, 2.962222222222222)","(1.9, 2.04, 2.0347169811320756)","(7.0, 12.5, 11.75)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 163.33333333333334)","(11.0, 16.5, 16.166666666666668)","(41.0, 80.0, 78.66666666666667)"
15-12-2022 12:45:10.279407,"(101.0, 540.0, 510.0)","(2.5, 2.98, 2.962222222222222)","(1.9, 2.04, 2.033978494623656)","(7.0, 12.5, 12.026315789473685)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 163.33333333333334)","(11.0, 16.5, 16.166666666666668)","(41.0, 80.0, 78.66666666666667)"
15-12-2022 12:45:11.465741,"(101.0, 540.0, 510.0)","(2.5, 2.98, 2.962222222222222)","(1.9, 2.04, 2.033978494623656)","(7.0, 12.5, 12.026315789473685)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 163.33333333333334)","(11.0, 16.5, 16.166666666666668)","(41.0, 80.0, 78.66666666666667)"
15-12-2022 12:45:12.708219,"(101.0, 540.0, 510.0)","(2.5, 2.98, 2.962222222222222)","(1.9, 2.04, 2.033978494623656)","(7.0, 12.5, 12.026315789473685)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 163.33333333333334)","(11.0, 16.5, 16.166666666666668)","(41.0, 80.0, 78.66666666666667)"
15-12-2022 12:45:13.916478,"(101.0, 540.0, 475.0)","(2.5, 2.98, 2.962222222222222)","(1.9, 2.04, 2.033978494623656)","(7.0, 12.5, 12.026315789473685)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 164.6153846153846)","(11.0, 16.5, 16.166666666666668)","(41.0, 80.0, 78.66666666666667)"
15-12-2022 12:45:15.082654,"(101.0, 540.0, 475.0)","(2.5, 2.98, 2.962222222222222)","(1.9, 2.04, 2.03552)","(7.0, 12.5, 11.9)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 164.6153846153846)","(11.0, 16.5, 16.166666666666668)","(41.0, 80.0, 78.66666666666667)"
15-12-2022 12:45:16.183047,"(101.0, 540.0, 475.0)","(2.5, 2.98, 2.962222222222222)","(1.9, 2.04, 2.03552)","(7.0, 12.5, 11.9)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 165.71428571428572)","(11.0, 16.5, 16.456521739130434)","(41.0, 80.0, 78.33333333333333)"
15-12-2022 12:45:17.450039,"(101.0, 540.0, 507.5)","(2.5, 2.98, 2.9627146814404433)","(1.9, 2.08, 2.060952380952381)","(7.0, 12.5, 11.9)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 165.71428571428572)","(11.0, 16.5, 16.3)","(41.0, 80.0, 78.75)"
15-12-2022 12:45:18.644064,"(101.0, 540.0, 500.0)","(2.5, 2.98, 2.9627146814404433)","(1.9, 2.08, 2.05741935483871)","(7.0, 12.5, 11.9)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 165.71428571428572)","(11.0, 17.0, 16.3)","(41.0, 80.0, 78.75)"
15-12-2022 12:45:19.731150,"(101.0, 540.0, 510.0)","(2.5, 2.98, 2.9627146814404433)","(1.9, 2.08, 2.05741935483871)","(7.0, 12.5, 11.9)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 155.0)","(11.0, 17.0, 16.3)","(41.0, 80.0, 78.75)"
15-12-2022 12:45:20.983942,"(101.0, 540.0, 510.0)","(2.5, 2.98, 2.9627146814404433)","(1.9, 2.08, 2.05741935483871)","(7.0, 12.5, 11.9)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 155.0)","(11.0, 17.0, 16.3)","(41.0, 80.0, 78.75)"
15-12-2022 12:45:22.103978,"(101.0, 540.0, 506.6666666666667)","(2.5, 2.98, 2.9627146814404433)","(1.9, 2.08, 2.05741935483871)","(7.0, 12.5, 11.9)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 164.0)","(11.0, 17.0, 16.3)","(41.0, 80.0, 78.75)"
15-12-2022 12:45:23.180946,"(101.0, 540.0, 510.0)","(2.5, 2.98, 2.9627146814404433)","(1.9, 2.08, 2.05741935483871)","(7.0, 12.5, 11.9)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 164.0)","(11.0, 17.0, 16.24705882352941)","(41.0, 80.0, 78.75)"
15-12-2022 12:45:24.415451,"(101.0, 540.0, 510.0)","(2.5, 2.98, 2.9627146814404433)","(1.9, 2.08, 2.05741935483871)","(7.0, 12.5, 11.9)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 164.0)","(11.0, 17.0, 16.296703296703296)","(41.0, 80.0, 78.75)"
15-12-2022 12:45:25.469904,"(101.0, 540.0, 516.6666666666666)","(2.5, 2.98, 2.9627146814404433)","(1.9, 2.08, 2.05741935483871)","(7.0, 12.5, 11.9)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 164.0)","(11.0, 17.0, 16.296703296703296)","(41.0, 80.0, 78.75)"
15-12-2022 12:45:26.528737,"(101.0, 540.0, 516.6666666666666)","(2.5, 2.98, 2.9627146814404433)","(1.9, 2.08, 2.063132530120482)","(7.0, 12.5, 11.9)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 164.0)","(11.0, 17.0, 16.296703296703296)","(41.0, 80.0, 78.75)"
15-12-2022 12:45:27.556132,"(101.0, 540.0, 516.6666666666666)","(2.5, 2.98, 2.962222222222222)","(1.9, 2.08, 2.0504225352112675)","(7.0, 12.5, 11.9)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 164.0)","(11.0, 17.0, 16.098591549295776)","(41.0, 80.0, 78.66666666666667)"
15-12-2022 12:45:28.607079,"(101.0, 540.0, 516.6666666666666)","(2.5, 2.98, 2.9413622291021673)","(1.9, 2.08, 2.0623529411764707)","(7.5, 12.5, 11.9)","(91.0, 220.0, 186.66666666666666)","(71.0, 180.0, 164.0)","(11.0, 17.0, 16.34090909090909)","(51.0, 80.0, 78.66666666666667)"
15-12-2022 12:45:29.807079,"(101.0, 540.0, 516.6666666666666)","(2.5, 2.98, 2.9445454545454544)","(1.9, 2.1, 2.0274074074074075)","(7.5, 12.5, 11.9)","(91.0, 210.0, 176.66666666666666)","(71.0, 170.0, 165.0)","(11.0, 16.5, 16.181818181818183)","(51.0, 80.0, 78.66666666666667)"
15-12-2022 12:45:31.065045,"(101.0, 540.0, 520.0)","(2.5, 2.98, 2.9606968641114983)","(1.9, 2.08, 2.0742564102564103)","(7.5, 12.5, 11.9)","(91.0, 210.0, 191.8181818181818)","(71.0, 170.0, 164.0)","(11.0, 16.5, 16.333333333333332)","(51.0, 80.0, 78.23529411764706)"
15-12-2022 12:45:32.284029,"(101.0, 540.0, 523.3333333333334)","(2.5, 2.98, 2.9606968641114983)","(1.9, 2.08, 2.0742564102564103)","(7.5, 12.5, 11.6)","(91.0, 210.0, 191.8181818181818)","(71.0, 180.0, 164.0)","(11.0, 16.5, 16.03030303030303)","(51.0, 80.0, 78.23529411764706)"
15-12-2022 12:45:33.472283,"(101.0, 540.0, 526.6666666666666)","(2.5, 2.98, 2.9606968641114983)","(1.9, 2.08, 2.0359245283018867)","(7.5, 12.5, 12.125)","(91.0, 210.0, 191.8181818181818)","(71.0, 180.0, 164.0)","(11.0, 17.0, 16.010309278350515)","(51.0, 80.0, 77.5)"
15-12-2022 12:45:34.854681,"(101.0, 540.0, 526.6666666666666)","(2.5, 2.98, 2.9415277777777775)","(1.9, 2.12, 2.022307692307692)","(7.5, 12.5, 12.09090909090909)","(91.0, 210.0, 176.66666666666666)","(71.0, 180.0, 164.0)","(11.0, 17.0, 16.010309278350515)","(51.0, 80.0, 76.66666666666667)"
15-12-2022 12:45:36.179555,"(101.0, 540.0, 526.6666666666666)","(2.5, 2.98, 2.9415277777777775)","(1.9, 2.12, 2.02234375)","(7.5, 12.5, 12.09090909090909)","(91.0, 210.0, 176.66666666666666)","(71.0, 180.0, 164.0)","(11.0, 17.0, 16.020408163265305)","(51.0, 80.0, 76.66666666666667)"
15-12-2022 12:45:37.564535,"(101.0, 540.0, 526.6666666666666)","(2.5, 2.98, 2.9415277777777775)","(1.9, 2.12, 2.0231578947368423)","(7.5, 12.5, 12.09090909090909)","(91.0, 210.0, 176.66666666666666)","(71.0, 180.0, 164.0)","(11.0, 17.0, 16.010309278350515)","(51.0, 80.0, 76.66666666666667)"
15-12-2022 12:45:39.101003,"(101.0, 540.0, 526.6666666666666)","(2.5, 2.98, 2.9415277777777775)","(1.9, 2.12, 2.0231578947368423)","(7.5, 12.5, 12.09090909090909)","(91.0, 210.0, 176.66666666666666)","(71.0, 180.0, 164.0)","(11.0, 17.0, 16.010309278350515)","(51.0, 80.0, 76.66666666666667)"
15-12-2022 12:45:40.622050,"(101.0, 540.0, 526.6666666666666)","(2.5, 2.98, 2.9415277777777775)","(1.9, 2.12, 2.035740740740741)","(7.5, 12.5, 12.078125)","(91.0, 210.0, 176.66666666666666)","(71.0, 180.0, 164.0)","(11.0, 17.0, 15.753246753246753)","(51.0, 80.0, 70.95238095238095)"
15-12-2022 12:45:41.970717,"(101.0, 540.0, 526.6666666666666)","(2.5, 2.98, 2.9414754098360656)","(1.9, 2.12, 2.0625)","(7.5, 12.5, 11.625)","(91.0, 210.0, 176.66666666666666)","(71.0, 180.0, 165.0)","(11.0, 17.0, 15.753246753246753)","(51.0, 75.0, 71.81818181818181)"
15-12-2022 12:45:43.200488,"(101.0, 540.0, 526.6666666666666)","(2.5, 2.98, 2.954285714285714)","(1.9, 2.1, 2.0215625)","(7.5, 13.0, 12.013513513513514)","(91.0, 210.0, 176.66666666666666)","(71.0, 170.0, 160.0)","(11.0, 17.0, 16.0)","(51.0, 75.0, 70.55555555555556)"
15-12-2022 12:45:44.371829,"(101.0, 540.0, 526.6666666666666)","(2.5, 2.96, 2.954285714285714)","(1.85, 2.12, 2.0215625)","(8.0, 12.5, 12.013513513513514)","(101.0, 210.0, 176.66666666666666)","(71.0, 170.0, 157.5)","(12.0, 16.5, 16.25)","(51.0, 75.0, 71.66666666666667)"
15-12-2022 12:45:45.431963,"(101.0, 540.0, 526.6666666666666)","(2.5, 2.96, 2.9527272727272726)","(1.85, 2.12, 2.0355172413793103)","(8.0, 12.5, 12.013513513513514)","(101.0, 210.0, 176.66666666666666)","(71.0, 180.0, 157.5)","(12.0, 16.5, 16.25)","(51.0, 75.0, 71.66666666666667)"
15-12-2022 12:45:46.477096,"(101.0, 540.0, 526.6666666666666)","(2.5, 2.96, 2.9544827586206894)","(1.85, 2.12, 2.0342105263157895)","(8.0, 12.5, 12.013513513513514)","(101.0, 210.0, 176.66666666666666)","(71.0, 180.0, 157.5)","(12.0, 16.5, 16.4375)","(51.0, 75.0, 71.81818181818181)"
15-12-2022 12:45:47.514491,"(101.0, 540.0, 475.0)","(2.5, 2.96, 2.9544827586206894)","(1.85, 2.08, 2.0342105263157895)","(8.0, 12.5, 12.013513513513514)","(101.0, 210.0, 176.66666666666666)","(71.0, 180.0, 157.5)","(12.0, 16.5, 16.4375)","(51.0, 75.0, 71.81818181818181)"
15-12-2022 12:45:48.665161,"(101.0, 540.0, 475.0)","(2.5, 2.96, 2.9544827586206894)","(1.8, 2.08, 2.0342105263157895)","(8.0, 12.5, 12.013513513513514)","(101.0, 210.0, 176.66666666666666)","(71.0, 180.0, 157.5)","(12.0, 16.5, 16.4375)","(51.0, 75.0, 71.81818181818181)"
15-12-2022 12:45:49.768768,"(101.0, 540.0, 475.0)","(2.5, 2.96, 2.946086956521739)","(1.8, 2.08, 2.0288235294117647)","(8.0, 12.5, 12.013513513513514)","(101.0, 210.0, 176.66666666666666)","(71.0, 180.0, 157.5)","(12.0, 16.5, 16.4375)","(51.0, 75.0, 71.81818181818181)"
15-12-2022 12:45:50.887058,"(101.0, 540.0, 475.0)","(2.5, 2.96, 2.946086956521739)","(1.8, 2.08, 2.0288235294117647)","(8.0, 12.5, 12.013513513513514)","(101.0, 210.0, 176.66666666666666)","(71.0, 180.0, 157.5)","(12.0, 16.5, 16.4375)","(51.0, 75.0, 71.81818181818181)"
15-12-2022 12:45:52.076489,"(101.0, 540.0, 496.6666666666667)","(2.5, 2.96, 2.946086956521739)","(1.8, 2.08, 2.0288235294117647)","(8.0, 12.5, 12.013513513513514)","(101.0, 210.0, 176.66666666666666)","(71.0, 180.0, 160.0)","(12.0, 16.5, 16.4375)","(51.0, 75.0, 71.81818181818181)"
15-12-2022 12:45:53.183489,"(101.0, 540.0, 500.0)","(2.5, 2.96, 2.946086956521739)","(1.8, 2.08, 2.0288235294117647)","(8.0, 12.5, 12.013513513513514)","(101.0, 210.0, 176.66666666666666)","(71.0, 170.0, 157.5)","(12.0, 16.5, 16.4375)","(51.0, 75.0, 71.81818181818181)"
15-12-2022 12:45:54.419525,"(101.0, 540.0, 513.3333333333334)","(2.5, 2.96, 2.946086956521739)","(1.8, 2.08, 2.0288235294117647)","(8.0, 12.5, 12.013513513513514)","(101.0, 210.0, 176.66666666666666)","(71.0, 180.0, 160.0)","(12.0, 16.5, 16.40909090909091)","(51.0, 75.0, 70.625)"
15-12-2022 12:45:55.755795,"(101.0, 540.0, 516.6666666666666)","(2.5, 2.96, 2.9353846153846153)","(1.8, 2.08, 2.0288235294117647)","(8.0, 12.5, 12.013513513513514)","(101.0, 210.0, 176.66666666666666)","(71.0, 170.0, 157.5)","(12.0, 16.5, 16.023809523809526)","(51.0, 75.0, 71.0)"
15-12-2022 12:45:56.820137,"(101.0, 540.0, 520.0)","(2.5, 2.96, 2.959047619047619)","(1.8, 2.08, 2.0288235294117647)","(8.0, 12.5, 12.013513513513514)","(101.0, 210.0, 176.66666666666666)","(71.0, 180.0, 157.5)","(12.0, 16.5, 16.214285714285715)","(51.0, 75.0, 72.08333333333333)"
15-12-2022 12:45:58.038250,"(101.0, 540.0, 523.3333333333334)","(2.5, 2.96, 2.959230769230769)","(1.8, 2.08, 2.0255555555555556)","(8.0, 12.5, 12.013513513513514)","(101.0, 210.0, 176.66666666666666)","(71.0, 180.0, 157.5)","(12.0, 16.5, 16.214285714285715)","(51.0, 75.0, 72.08333333333333)"
15-12-2022 12:45:59.287427,"(101.0, 540.0, 523.3333333333334)","(2.5, 2.96, 2.9567567567567568)","(1.8, 2.08, 2.0244117647058824)","(8.0, 12.5, 12.013513513513514)","(101.0, 210.0, 176.66666666666666)","(71.0, 180.0, 157.5)","(12.0, 16.5, 16.214285714285715)","(51.0, 75.0, 72.08333333333333)"
15-12-2022 12:46:00.580289,"(101.0, 540.0, 526.6666666666666)","(2.5, 2.96, 2.9567567567567568)","(1.8, 2.08, 2.0235820895522387)","(8.0, 12.5, 11.868421052631579)","(101.0, 210.0, 176.66666666666666)","(71.0, 180.0, 157.5)","(12.0, 16.5, 16.205882352941178)","(51.0, 75.0, 72.3076923076923)"
15-12-2022 12:46:01.861228,"(101.0, 540.0, 526.6666666666666)","(2.5, 2.96, 2.9571681415929203)","(1.8, 2.08, 2.0603125)","(8.0, 12.5, 12.013513513513514)","(101.0, 210.0, 205.0)","(71.0, 180.0, 157.5)","(12.0, 16.5, 16.425925925925927)","(51.0, 75.0, 72.08333333333333)"
15-12-2022 12:46:03.163390,"(101.0, 540.0, 520.0)","(2.5, 2.96, 2.9557522123893807)","(1.8, 2.08, 2.0252173913043476)","(8.0, 12.5, 12.013513513513514)","(101.0, 310.0, 276.6666666666667)","(71.0, 180.0, 157.5)","(12.0, 16.5, 15.90625)","(51.0, 75.0, 72.08333333333333)"
15-12-2022 12:46:04.405298,"(101.0, 540.0, 525.0)","(2.5, 2.96, 2.9557522123893807)","(1.8, 2.08, 2.0120388349514564)","(8.0, 12.5, 12.0625)","(101.0, 470.0, 325.0)","(71.0, 180.0, 157.5)","(12.0, 16.0, 16.3)","(51.0, 75.0, 71.36363636363636)"
15-12-2022 12:46:05.619946,"(101.0, 540.0, 530.0)","(2.5, 2.96, 2.9226190476190474)","(1.8, 2.02, 2.019957627118644)","(8.0, 12.5, 11.268817204301076)","(101.0, 450.0, 412.72727272727275)","(71.0, 180.0, 175.0)","(12.0, 16.5, 16.11111111111111)","(51.0, 75.0, 69.51612903225806)"
15-12-2022 12:46:06.813153,"(101.0, 540.0, 475.0)","(2.5, 2.98, 2.9401652892561985)","(1.8, 2.02, 2.019957627118644)","(8.0, 12.0, 11.268817204301076)","(101.0, 430.0, 412.72727272727275)","(71.0, 180.0, 175.0)","(12.0, 17.0, 16.044776119402986)","(51.0, 75.0, 70.14285714285714)"
15-12-2022 12:46:07.974265,"(101.0, 540.0, 475.0)","(2.5, 2.98, 2.9299653979238753)","(1.8, 2.08, 2.0322033898305083)","(8.0, 12.0, 11.191489361702128)","(101.0, 440.0, 297.5)","(71.0, 180.0, 174.28571428571428)","(12.0, 17.0, 16.044776119402986)","(51.0, 75.0, 69.6875)"
15-12-2022 12:46:09.179611,"(101.0, 540.0, 475.0)","(2.5, 2.98, 2.9299653979238753)","(1.8, 2.08, 2.0322033898305083)","(8.0, 12.0, 11.232323232323232)","(101.0, 440.0, 288.0)","(71.0, 180.0, 174.28571428571428)","(12.0, 17.0, 16.181818181818183)","(51.0, 75.0, 69.51612903225806)"
15-12-2022 12:46:10.557275,"(101.0, 540.0, 507.5)","(2.5, 2.98, 2.9258426966292133)","(1.8, 2.08, 2.0372340425531914)","(8.0, 12.0, 11.232323232323232)","(101.0, 440.0, 340.0)","(71.0, 180.0, 175.55555555555554)","(12.0, 16.5, 16.333333333333332)","(51.0, 75.0, 70.14285714285714)"
15-12-2022 12:46:11.854641,"(101.0, 540.0, 500.0)","(2.5, 2.98, 2.9267403314917124)","(1.8, 2.08, 2.0353333333333334)","(8.0, 12.0, 11.232323232323232)","(101.0, 430.0, 340.0)","(71.0, 180.0, 175.55555555555554)","(12.0, 16.5, 16.4375)","(51.0, 75.0, 69.51612903225806)"
15-12-2022 12:46:13.017435,"(101.0, 540.0, 475.0)","(2.5, 2.98, 2.9267403314917124)","(1.8, 2.08, 2.0353333333333334)","(8.0, 12.0, 11.232323232323232)","(101.0, 430.0, 340.0)","(71.0, 180.0, 175.55555555555554)","(12.0, 16.5, 16.098591549295776)","(51.0, 75.0, 69.51612903225806)"
15-12-2022 12:46:14.180786,"(101.0, 540.0, 510.0)","(2.5, 2.98, 2.9267403314917124)","(1.8, 2.08, 2.032142857142857)","(8.0, 12.0, 11.262135922330097)","(101.0, 430.0, 340.0)","(71.0, 180.0, 175.55555555555554)","(12.0, 17.0, 16.098591549295776)","(51.0, 75.0, 69.33333333333333)"
15-12-2022 12:46:15.440798,"(101.0, 540.0, 510.0)","(2.5, 2.98, 2.9267403314917124)","(1.8, 2.08, 2.066633416458853)","(8.0, 12.0, 11.275510204081632)","(101.0, 430.0, 259.5)","(71.0, 180.0, 175.55555555555554)","(12.0, 17.0, 16.102941176470587)","(51.0, 75.0, 69.48275862068965)"
15-12-2022 12:46:16.757350,"(101.0, 540.0, 513.3333333333334)","(2.5, 2.98, 2.9285057471264366)","(1.8, 2.08, 2.0575862068965516)","(8.0, 12.0, 11.24468085106383)","(101.0, 440.0, 261.875)","(71.0, 180.0, 175.55555555555554)","(12.0, 17.0, 16.03174603174603)","(51.0, 75.0, 69.48275862068965)"
15-12-2022 12:46:18.040490,"(101.0, 540.0, 516.6666666666666)","(2.5, 2.98, 2.92624)","(1.8, 2.06, 2.057685950413223)","(8.0, 12.0, 11.275510204081632)","(101.0, 440.0, 261.875)","(71.0, 180.0, 175.55555555555554)","(12.0, 17.0, 16.03174603174603)","(51.0, 75.0, 69.48275862068965)"
15-12-2022 12:46:19.309574,"(101.0, 540.0, 520.0)","(2.5, 2.98, 2.92624)","(1.8, 2.06, 2.028695652173913)","(8.0, 12.0, 11.275510204081632)","(101.0, 440.0, 261.875)","(71.0, 180.0, 176.0)","(12.0, 17.0, 16.03174603174603)","(51.0, 75.0, 68.82352941176471)"
15-12-2022 12:46:20.479801,"(101.0, 540.0, 520.0)","(2.5, 2.98, 2.926877470355731)","(1.8, 2.06, 2.028695652173913)","(8.0, 12.0, 11.275510204081632)","(101.0, 440.0, 261.875)","(71.0, 180.0, 176.0)","(12.0, 17.0, 16.03174603174603)","(51.0, 70.0, 68.82352941176471)"
15-12-2022 12:46:21.607301,"(101.0, 540.0, 515.0)","(2.5, 2.98, 2.9363636363636365)","(1.8, 2.06, 2.028695652173913)","(8.0, 12.0, 11.24468085106383)","(101.0, 440.0, 278.3333333333333)","(71.0, 180.0, 175.0)","(12.0, 17.0, 16.055555555555557)","(51.0, 70.0, 68.82352941176471)"
15-12-2022 12:46:22.960538,"(101.0, 540.0, 526.6666666666666)","(2.5, 2.98, 2.961025641025641)","(1.8, 2.06, 2.0571045576407507)","(8.0, 12.0, 11.310679611650485)","(101.0, 420.0, 364.2857142857143)","(71.0, 180.0, 175.0)","(12.0, 16.5, 16.029411764705884)","(51.0, 70.0, 68.82352941176471)"
15-12-2022 12:46:24.305916,"(101.0, 540.0, 526.6666666666666)","(2.5, 2.98, 2.947591240875912)","(1.8, 2.06, 2.054198473282443)","(8.0, 12.0, 11.29)","(101.0, 410.0, 374.44444444444446)","(71.0, 180.0, 176.0)","(12.0, 16.5, 16.283783783783782)","(51.0, 70.0, 68.82352941176471)"
15-12-2022 12:46:25.613266,"(101.0, 540.0, 515.0)","(2.5, 2.98, 2.947591240875912)","(1.8, 2.06, 2.054198473282443)","(8.0, 12.0, 11.29)","(91.0, 410.0, 374.44444444444446)","(71.0, 180.0, 176.0)","(12.0, 16.5, 16.283783783783782)","(51.0, 70.0, 68.82352941176471)"
15-12-2022 12:46:26.934036,"(101.0, 550.0, 503.84615384615387)","(2.5, 2.98, 2.947591240875912)","(1.8, 2.06, 2.054198473282443)","(8.0, 12.0, 11.29)","(91.0, 410.0, 337.1428571428571)","(71.0, 180.0, 176.0)","(12.0, 16.5, 16.283783783783782)","(51.0, 70.0, 68.82352941176471)"
15-12-2022 12:46:28.230852,"(101.0, 550.0, 507.14285714285717)","(2.5, 2.98, 2.947591240875912)","(1.8, 2.06, 2.05098814229249)","(8.0, 12.0, 11.29)","(91.0, 410.0, 337.1428571428571)","(71.0, 210.0, 207.5)","(12.0, 16.5, 16.283783783783782)","(51.0, 70.0, 68.88888888888889)"
15-12-2022 12:46:29.524178,"(101.0, 550.0, 522.3076923076923)","(2.5, 2.96, 2.956774193548387)","(1.8, 2.06, 2.0307692307692307)","(8.0, 12.0, 11.75)","(91.0, 410.0, 217.5)","(71.0, 210.0, 207.5)","(12.0, 16.5, 16.32857142857143)","(51.0, 70.0, 69.375)"
15-12-2022 12:46:30.814014,"(101.0, 550.0, 522.5)","(2.5, 2.98, 2.9446017699115044)","(1.8, 2.06, 2.0300000000000002)","(8.0, 12.0, 11.921052631578947)","(91.0, 410.0, 215.55555555555554)","(71.0, 210.0, 206.66666666666666)","(12.0, 16.5, 15.755102040816327)","(51.0, 70.0, 69.58333333333333)"
15-12-2022 12:46:32.170734,"(101.0, 550.0, 447.8571428571429)","(2.5, 2.98, 2.9611)","(1.8, 2.06, 2.019285714285714)","(8.0, 12.0, 12.38888888888889)","(91.0, 410.0, 200.0)","(71.0, 210.0, 186.0)","(12.0, 16.0, 15.871428571428572)","(51.0, 70.0, 69.66666666666667)"
15-12-2022 12:46:33.529157,"(101.0, 550.0, 448.46153846153845)","(2.5, 2.98, 2.9611)","(1.8, 2.06, 2.0383739837398376)","(8.0, 12.5, 12.4)","(91.0, 410.0, 279.09090909090907)","(71.0, 210.0, 204.28571428571428)","(12.0, 16.0, 16.32857142857143)","(51.0, 70.0, 67.5)"
