,Wingman Dan,Runaway Babe,Just Slick,November,Chidobe,High Suite,Kentucky Showman,Public Servant
08-01-2023 19:17:51.804449,"(2.4, 2.72, 2.71)","(2.2, 2.66, 2.641538461538462)","(10.0, 13.0, 12.785714285714286)","(8.5, 24.0, 23.307692307692307)","(41.0, 110.0, 104.16666666666666)","(41.0, 65.0, 60.45454545454545)","(8.0, 12.5, 12.357142857142858)","(51.0, 75.0, 72.5)"
08-01-2023 19:17:53.082280,"(2.4, 2.72, 2.705)","(2.2, 2.66, 2.637)","(10.0, 13.0, 12.785714285714286)","(8.5, 24.0, 23.307692307692307)","(41.0, 110.0, 104.16666666666666)","(41.0, 65.0, 60.45454545454545)","(8.0, 13.0, 12.365853658536585)","(51.0, 75.0, 68.0)"
08-01-2023 19:17:54.307808,"(2.4, 2.72, 2.6733333333333333)","(2.2, 2.64, 2.637)","(10.0, 13.0, 12.777777777777779)","(8.5, 24.0, 23.142857142857142)","(41.0, 110.0, 104.16666666666666)","(41.0, 65.0, 61.875)","(8.0, 13.0, 12.8)","(51.0, 70.0, 83.07692307692308)"
08-01-2023 19:17:55.490976,"(2.4, 2.72, 2.6900000000000004)","(2.2, 2.62, 2.6180000000000003)","(10.0, 13.0, 12.636363636363637)","(8.5, 24.0, 23.0625)","(41.0, 110.0, 104.16666666666666)","(41.0, 65.0, 61.875)","(8.0, 13.0, 12.8)","(51.0, 85.0, 83.07692307692308)"
08-01-2023 19:17:56.614842,"(2.4, 2.72, 2.708)","(2.2, 2.62, 2.6180000000000003)","(10.0, 13.0, 12.636363636363637)","(8.5, 24.0, 22.833333333333332)","(41.0, 110.0, 104.16666666666666)","(41.0, 65.0, 61.875)","(8.0, 13.0, 13.385714285714286)","(51.0, 85.0, 83.07692307692308)"
08-01-2023 19:17:57.712790,"(2.4, 2.7, 2.68)","(2.2, 2.62, 2.6180000000000003)","(10.0, 13.0, 12.777777777777779)","(8.5, 24.0, 22.764705882352942)","(41.0, 110.0, 104.16666666666666)","(41.0, 65.0, 61.875)","(8.0, 13.5, 13.763157894736842)","(51.0, 85.0, 83.07692307692308)"
08-01-2023 19:17:58.928856,"(2.4, 2.68, 2.6742857142857144)","(2.2, 2.62, 2.6145454545454547)","(10.0, 13.0, 12.636363636363637)","(8.5, 24.0, 22.764705882352942)","(41.0, 110.0, 104.16666666666666)","(41.0, 65.0, 61.875)","(8.0, 14.0, 13.78048780487805)","(51.0, 85.0, 83.07692307692308)"
08-01-2023 19:18:00.246599,"(2.4, 2.7, 2.688)","(2.2, 2.62, 2.6321739130434785)","(10.0, 13.0, 12.636363636363637)","(8.5, 24.0, 23.0)","(41.0, 110.0, 104.16666666666666)","(41.0, 65.0, 61.875)","(8.0, 14.0, 13.462962962962964)","(51.0, 85.0, 77.64705882352942)"
08-01-2023 19:18:01.519875,"(2.4, 2.66, 2.6592592592592594)","(2.2, 2.64, 2.6321739130434785)","(10.0, 13.0, 12.777777777777779)","(8.5, 24.0, 23.307692307692307)","(41.0, 110.0, 104.16666666666666)","(41.0, 65.0, 61.875)","(8.0, 13.5, 13.208333333333334)","(51.0, 85.0, 80.0)"
08-01-2023 19:18:02.768147,"(2.4, 2.7, 2.664)","(2.2, 2.64, 2.6321739130434785)","(10.0, 13.0, 12.875)","(8.5, 24.0, 23.307692307692307)","(41.0, 110.0, 104.16666666666666)","(41.0, 65.0, 61.875)","(8.0, 13.5, 13.208333333333334)","(51.0, 85.0, 80.0)"
08-01-2023 19:18:03.971723,"(2.4, 2.7, 2.664)","(2.2, 2.64, 2.6321739130434785)","(10.0, 13.0, 12.7)","(8.5, 24.0, 23.727272727272727)","(41.0, 110.0, 104.16666666666666)","(41.0, 65.0, 61.875)","(8.0, 13.5, 13.272727272727273)","(51.0, 85.0, 77.64705882352942)"
08-01-2023 19:18:05.171992,"(2.4, 2.7, 2.652)","(2.2, 2.64, 2.6321739130434785)","(10.0, 13.0, 12.7)","(8.5, 24.0, 23.727272727272727)","(41.0, 110.0, 108.18181818181819)","(41.0, 65.0, 61.875)","(8.0, 13.5, 13.272727272727273)","(51.0, 85.0, 77.64705882352942)"
08-01-2023 19:18:06.523195,"(2.4, 2.7, 2.664)","(2.2, 2.64, 2.6321739130434785)","(10.0, 13.0, 12.875)","(8.5, 24.0, 23.0)","(41.0, 110.0, 104.16666666666666)","(41.0, 65.0, 61.875)","(8.0, 13.5, 13.272727272727273)","(51.0, 85.0, 105.0)"
08-01-2023 19:18:07.842803,"(2.4, 2.7, 2.664)","(2.2, 2.64, 2.6321739130434785)","(10.0, 13.0, 12.875)","(8.5, 24.0, 23.0)","(41.0, 110.0, 104.16666666666666)","(41.0, 65.0, 61.875)","(8.0, 13.5, 13.272727272727273)","(51.0, 110.0, 83.33333333333333)"
08-01-2023 19:18:09.073333,"(2.4, 2.7, 2.681538461538462)","(2.2, 2.64, 2.6321739130434785)","(10.0, 13.0, 12.071428571428571)","(8.5, 24.0, 23.0)","(41.0, 110.0, 104.16666666666666)","(41.0, 65.0, 61.875)","(8.0, 13.5, 13.272727272727273)","(51.0, 120.0, 81.92307692307692)"
08-01-2023 19:18:10.313261,"(2.3, 2.7, 2.664)","(2.2, 2.64, 2.6321739130434785)","(10.0, 12.5, 12.05)","(11.0, 24.0, 23.0)","(41.0, 110.0, 104.16666666666666)","(41.0, 65.0, 61.875)","(8.5, 13.5, 13.272727272727273)","(51.0, 120.0, 79.66666666666667)"
08-01-2023 19:18:11.609922,"(2.3, 2.72, 2.6900000000000004)","(2.2, 2.64, 2.6316)","(10.0, 12.5, 12.05)","(11.0, 24.0, 23.0)","(41.0, 110.0, 104.16666666666666)","(41.0, 65.0, 61.875)","(8.5, 13.5, 13.272727272727273)","(51.0, 120.0, 79.66666666666667)"
08-01-2023 19:18:12.885827,"(2.3, 2.72, 2.692)","(2.2, 2.64, 2.6316)","(10.0, 12.5, 12.05)","(11.0, 24.0, 22.666666666666668)","(41.0, 110.0, 104.16666666666666)","(41.0, 65.0, 61.875)","(8.5, 13.5, 13.272727272727273)","(51.0, 120.0, 79.66666666666667)"
08-01-2023 19:18:14.163224,"(2.3, 2.72, 2.692)","(2.2, 2.64, 2.6316)","(10.0, 12.5, 12.05)","(11.0, 23.0, 22.384615384615383)","(41.0, 110.0, 104.16666666666666)","(41.0, 65.0, 61.875)","(8.5, 13.5, 13.272727272727273)","(51.0, 120.0, 79.66666666666667)"
08-01-2023 19:18:15.431160,"(2.3, 2.72, 2.7036363636363636)","(2.2, 2.64, 2.6316)","(10.0, 12.5, 12.166666666666666)","(11.0, 23.0, 22.636363636363637)","(41.0, 110.0, 108.4090909090909)","(41.0, 65.0, 61.875)","(8.5, 13.5, 13.272727272727273)","(51.0, 120.0, 79.66666666666667)"
08-01-2023 19:18:16.726616,"(2.3, 2.72, 2.688)","(2.2, 2.64, 2.63625)","(10.0, 12.5, 12.166666666666666)","(11.0, 23.0, 22.636363636363637)","(41.0, 110.0, 107.94117647058823)","(41.0, 65.0, 61.875)","(8.5, 13.5, 13.272727272727273)","(51.0, 120.0, 79.66666666666667)"
08-01-2023 19:18:17.953440,"(2.3, 2.72, 2.688)","(2.2, 2.64, 2.6351515151515152)","(10.0, 12.5, 12.21875)","(11.0, 23.0, 22.764705882352942)","(41.0, 110.0, 108.05555555555556)","(41.0, 65.0, 62.22222222222222)","(8.5, 13.5, 13.285714285714286)","(51.0, 120.0, 79.66666666666667)"
08-01-2023 19:18:19.263912,"(2.3, 2.72, 2.705)","(2.2, 2.62, 2.634871794871795)","(10.0, 12.5, 12.21875)","(11.0, 23.0, 22.77777777777778)","(41.0, 110.0, 105.71428571428572)","(41.0, 65.0, 63.07692307692308)","(8.5, 13.5, 13.285714285714286)","(51.0, 120.0, 74.47368421052632)"
08-01-2023 19:18:20.611557,"(2.3, 2.7, 2.6971428571428575)","(2.2, 2.64, 2.644347826086957)","(10.0, 12.5, 12.21875)","(11.0, 23.0, 22.77777777777778)","(41.0, 110.0, 105.71428571428572)","(41.0, 65.0, 63.333333333333336)","(8.5, 13.5, 13.285714285714286)","(51.0, 110.0, 95.0)"
08-01-2023 19:18:21.893065,"(2.3, 2.7, 2.686315789473684)","(2.2, 2.66, 2.6432558139534885)","(10.0, 12.5, 12.21875)","(11.0, 23.0, 22.77777777777778)","(41.0, 110.0, 105.71428571428572)","(41.0, 65.0, 62.5)","(8.5, 13.5, 13.293103448275861)","(51.0, 100.0, 96.25)"
08-01-2023 19:18:23.205384,"(2.3, 2.7, 2.6838297872340426)","(2.2, 2.66, 2.6432558139534885)","(10.0, 12.5, 12.13888888888889)","(11.0, 23.0, 22.77777777777778)","(41.0, 110.0, 105.71428571428572)","(41.0, 65.0, 83.33333333333334)","(8.5, 13.5, 13.11111111111111)","(51.0, 100.0, 96.25)"
08-01-2023 19:18:24.734285,"(2.3, 2.7, 2.6838297872340426)","(2.2, 2.66, 2.6481481481481484)","(10.0, 12.5, 12.121621621621621)","(11.0, 23.0, 22.789473684210527)","(41.0, 110.0, 105.71428571428572)","(41.0, 85.0, 87.14285714285714)","(8.5, 13.5, 12.370967741935484)","(51.0, 100.0, 87.5)"
08-01-2023 19:18:26.095718,"(2.25, 2.7, 2.6838297872340426)","(2.15, 2.66, 2.6492307692307695)","(9.0, 12.5, 12.121621621621621)","(11.0, 23.0, 22.789473684210527)","(41.0, 110.0, 105.71428571428572)","(41.0, 90.0, 87.14285714285714)","(8.5, 12.5, 11.942307692307692)","(51.0, 100.0, 87.5)"
08-01-2023 19:18:27.354991,"(2.25, 2.7, 2.6838297872340426)","(2.15, 2.66, 2.652)","(9.0, 12.5, 12.121621621621621)","(11.0, 23.0, 22.789473684210527)","(41.0, 110.0, 105.71428571428572)","(41.0, 90.0, 74.34782608695652)","(8.5, 12.0, 12.321428571428571)","(51.0, 100.0, 87.5)"
08-01-2023 19:18:28.591652,"(2.25, 2.7, 2.6838297872340426)","(2.15, 2.66, 2.649714285714286)","(9.0, 12.5, 12.1)","(11.0, 23.0, 22.764705882352942)","(41.0, 110.0, 105.0)","(41.0, 75.0, 74.28571428571429)","(8.5, 12.5, 12.1875)","(51.0, 100.0, 80.0)"
08-01-2023 19:18:29.936814,"(2.25, 2.72, 2.6933333333333334)","(2.15, 2.66, 2.650588235294118)","(9.0, 12.5, 12.1)","(11.0, 23.0, 22.764705882352942)","(41.0, 110.0, 105.0)","(41.0, 75.0, 74.31818181818181)","(8.5, 12.5, 11.9375)","(51.0, 95.0, 78.92857142857143)"
08-01-2023 19:18:31.291893,"(2.25, 2.72, 2.686)","(2.15, 2.66, 2.6551515151515153)","(9.0, 12.5, 12.017241379310345)","(11.0, 23.0, 23.133333333333333)","(41.0, 110.0, 95.0)","(41.0, 75.0, 73.69565217391305)","(8.5, 12.0, 11.869565217391305)","(51.0, 95.0, 73.84615384615384)"
08-01-2023 19:18:32.545428,"(2.25, 2.72, 2.686)","(2.15, 2.66, 2.6566666666666667)","(9.0, 12.5, 12.017241379310345)","(11.0, 25.0, 23.060606060606062)","(41.0, 110.0, 87.5)","(41.0, 75.0, 73.33333333333333)","(8.5, 12.0, 11.869565217391305)","(51.0, 95.0, 73.84615384615384)"
08-01-2023 19:18:33.767287,"(2.25, 2.72, 2.6971428571428575)","(2.15, 2.66, 2.6566666666666667)","(9.0, 12.5, 12.017241379310345)","(11.0, 25.0, 23.821428571428573)","(41.0, 110.0, 87.5)","(41.0, 75.0, 74.0909090909091)","(8.5, 12.0, 11.875)","(51.0, 95.0, 73.84615384615384)"
08-01-2023 19:18:34.993912,"(2.25, 2.72, 2.71)","(2.15, 2.66, 2.6551515151515153)","(9.0, 12.5, 11.85)","(11.0, 25.0, 23.928571428571427)","(41.0, 110.0, 87.5)","(41.0, 75.0, 73.33333333333333)","(8.5, 12.0, 11.886363636363637)","(51.0, 95.0, 73.84615384615384)"
08-01-2023 19:18:36.255766,"(2.25, 2.72, 2.718235294117647)","(2.15, 2.66, 2.6685714285714286)","(9.0, 12.0, 11.55)","(11.0, 25.0, 23.42105263157895)","(41.0, 110.0, 87.5)","(41.0, 75.0, 73.18181818181819)","(8.5, 12.0, 11.886363636363637)","(51.0, 95.0, 73.84615384615384)"
08-01-2023 19:18:37.554228,"(2.25, 2.72, 2.706666666666667)","(2.15, 2.68, 2.6685714285714286)","(9.0, 12.0, 11.5625)","(11.0, 25.0, 23.5)","(41.0, 110.0, 90.0)","(41.0, 75.0, 74.0)","(8.5, 12.0, 11.886363636363637)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 19:18:38.849801,"(2.25, 2.72, 2.6853333333333333)","(2.15, 2.68, 2.6685714285714286)","(9.0, 12.0, 11.5625)","(11.0, 25.0, 23.5)","(41.0, 110.0, 90.0)","(41.0, 75.0, 73.0)","(8.5, 12.0, 11.886363636363637)","(51.0, 95.0, 74.54545454545455)"
08-01-2023 19:18:40.056072,"(2.25, 2.7, 2.6933333333333334)","(2.15, 2.68, 2.6685714285714286)","(9.0, 12.0, 11.5625)","(11.0, 25.0, 23.615384615384617)","(41.0, 100.0, 98.4375)","(41.0, 75.0, 73.0)","(8.5, 12.0, 11.814814814814815)","(51.0, 95.0, 75.0)"
08-01-2023 19:18:41.275039,"(2.25, 2.7, 2.6900000000000004)","(2.15, 2.68, 2.6691891891891895)","(9.0, 12.0, 11.8)","(11.0, 25.0, 23.615384615384617)","(41.0, 100.0, 98.4375)","(41.0, 75.0, 73.18181818181819)","(8.5, 12.0, 11.814814814814815)","(51.0, 95.0, 71.81818181818181)"
08-01-2023 19:18:42.604788,"(2.25, 2.7, 2.698823529411765)","(2.15, 2.68, 2.6691891891891895)","(9.0, 12.0, 11.6)","(11.0, 25.0, 24.23076923076923)","(41.0, 100.0, 98.4375)","(41.0, 75.0, 73.0)","(8.5, 12.0, 11.814814814814815)","(51.0, 90.0, 77.5)"
08-01-2023 19:18:43.868925,"(2.25, 2.7, 2.6984615384615385)","(2.2, 2.68, 2.66974358974359)","(9.0, 12.0, 11.6)","(11.0, 25.0, 24.23076923076923)","(51.0, 100.0, 90.0)","(41.0, 75.0, 70.71428571428571)","(8.5, 12.0, 11.814814814814815)","(41.0, 90.0, 77.5)"
08-01-2023 19:18:45.094024,"(2.25, 2.7, 2.69125)","(2.2, 2.68, 2.66974358974359)","(9.0, 12.0, 11.6)","(11.0, 25.0, 24.23076923076923)","(51.0, 100.0, 90.0)","(41.0, 75.0, 70.71428571428571)","(8.5, 12.0, 11.814814814814815)","(41.0, 90.0, 77.5)"
08-01-2023 19:18:46.278923,"(2.25, 2.7, 2.687777777777778)","(2.2, 2.68, 2.66974358974359)","(9.0, 12.0, 11.6)","(11.0, 25.0, 24.2)","(51.0, 100.0, 90.0)","(41.0, 75.0, 72.6923076923077)","(8.5, 12.0, 11.814814814814815)","(41.0, 90.0, 71.81818181818181)"
08-01-2023 19:18:47.500360,"(2.25, 2.7, 2.687777777777778)","(2.2, 2.68, 2.66974358974359)","(9.0, 12.0, 11.6)","(11.0, 25.0, 24.285714285714285)","(51.0, 100.0, 90.0)","(41.0, 75.0, 72.6923076923077)","(8.5, 12.0, 11.814814814814815)","(41.0, 90.0, 77.5)"
08-01-2023 19:18:48.623133,"(2.25, 2.7, 2.687777777777778)","(2.2, 2.68, 2.66974358974359)","(9.0, 12.0, 11.6)","(11.0, 25.0, 23.94736842105263)","(51.0, 100.0, 90.0)","(41.0, 75.0, 72.6923076923077)","(8.5, 12.0, 11.814814814814815)","(41.0, 90.0, 77.5)"
08-01-2023 19:18:49.842572,"(2.25, 2.7, 2.687777777777778)","(2.2, 2.68, 2.648)","(9.0, 12.0, 11.580645161290322)","(11.0, 24.0, 24.473684210526315)","(51.0, 100.0, 90.0)","(41.0, 75.0, 72.6923076923077)","(8.5, 12.0, 11.814814814814815)","(41.0, 90.0, 71.81818181818181)"
08-01-2023 19:18:51.105566,"(2.25, 2.72, 2.6875)","(2.2, 2.66, 2.6533333333333333)","(9.0, 12.0, 11.566666666666666)","(11.0, 25.0, 23.6875)","(51.0, 100.0, 90.0)","(41.0, 75.0, 72.6923076923077)","(8.5, 12.0, 12.777777777777779)","(41.0, 90.0, 77.5)"
08-01-2023 19:18:52.383818,"(2.25, 2.7, 2.685714285714286)","(2.2, 2.66, 2.646666666666667)","(9.0, 12.0, 11.566666666666666)","(11.0, 24.0, 23.142857142857142)","(51.0, 100.0, 90.0)","(41.0, 75.0, 72.6923076923077)","(8.5, 13.0, 12.863013698630137)","(41.0, 90.0, 83.18181818181819)"
08-01-2023 19:18:53.611635,"(2.25, 2.7, 2.696)","(2.2, 2.66, 2.652)","(9.0, 12.0, 11.566666666666666)","(11.0, 24.0, 22.785714285714285)","(51.0, 100.0, 90.0)","(41.0, 75.0, 72.6923076923077)","(8.5, 13.0, 13.117647058823529)","(41.0, 90.0, 83.18181818181819)"
08-01-2023 19:18:54.845589,"(2.25, 2.7, 2.6914285714285717)","(2.2, 2.64, 2.6384000000000003)","(9.0, 12.0, 11.53125)","(11.0, 23.0, 22.823529411764707)","(51.0, 100.0, 90.0)","(41.0, 75.0, 72.6923076923077)","(8.5, 13.5, 13.088235294117647)","(41.0, 90.0, 77.5)"
08-01-2023 19:18:56.127185,"(2.25, 2.7, 2.688)","(2.2, 2.66, 2.647692307692308)","(9.0, 12.0, 11.53125)","(11.0, 23.0, 23.68)","(51.0, 100.0, 90.0)","(41.0, 75.0, 72.6923076923077)","(8.5, 13.5, 12.846153846153847)","(41.0, 90.0, 83.18181818181819)"
08-01-2023 19:18:57.363925,"(2.25, 2.68, 2.662857142857143)","(2.2, 2.66, 2.6500000000000004)","(9.0, 12.0, 11.53125)","(11.0, 25.0, 23.333333333333332)","(51.0, 100.0, 90.0)","(41.0, 75.0, 74.0909090909091)","(8.5, 13.0, 13.088235294117647)","(41.0, 90.0, 83.18181818181819)"
08-01-2023 19:18:58.488642,"(2.25, 2.62, 2.6090909090909093)","(2.2, 2.66, 2.6500000000000004)","(9.0, 12.0, 11.53125)","(11.0, 25.0, 23.285714285714285)","(51.0, 100.0, 90.0)","(41.0, 75.0, 73.33333333333333)","(8.5, 13.5, 13.088235294117647)","(41.0, 90.0, 71.81818181818181)"
08-01-2023 19:18:59.693594,"(2.25, 2.6, 2.5672727272727274)","(2.2, 2.7, 2.6742857142857144)","(9.0, 12.0, 11.53125)","(11.0, 25.0, 23.285714285714285)","(51.0, 100.0, 90.0)","(41.0, 75.0, 74.0909090909091)","(8.5, 13.5, 13.088235294117647)","(41.0, 90.0, 77.5)"
08-01-2023 19:19:00.930262,"(2.25, 2.6, 2.58)","(2.2, 2.7, 2.704347826086957)","(9.0, 12.0, 11.53125)","(11.0, 25.0, 23.8)","(51.0, 100.0, 90.0)","(41.0, 75.0, 73.33333333333333)","(8.5, 13.5, 13.227272727272727)","(41.0, 90.0, 77.5)"
08-01-2023 19:19:02.191315,"(2.25, 2.6, 2.5733333333333333)","(2.2, 2.72, 2.704347826086957)","(9.0, 12.0, 11.69047619047619)","(11.0, 25.0, 23.6)","(51.0, 100.0, 90.0)","(41.0, 75.0, 73.33333333333333)","(8.5, 13.5, 12.904761904761905)","(41.0, 90.0, 77.5)"
08-01-2023 19:19:03.361077,"(2.25, 2.64, 2.5971428571428574)","(2.2, 2.72, 2.6981818181818182)","(9.0, 12.0, 11.673913043478262)","(11.0, 24.0, 23.714285714285715)","(51.0, 100.0, 98.52941176470588)","(41.0, 75.0, 74.0909090909091)","(8.5, 13.0, 12.863636363636363)","(41.0, 90.0, 71.81818181818181)"
08-01-2023 19:19:04.679052,"(2.25, 2.66, 2.63)","(2.2, 2.7, 2.6957894736842105)","(9.0, 12.0, 11.482758620689655)","(11.0, 24.0, 23.75)","(51.0, 100.0, 98.52941176470588)","(41.0, 75.0, 73.33333333333333)","(8.5, 13.0, 12.727272727272727)","(41.0, 90.0, 80.625)"
08-01-2023 19:19:06.123019,"(2.25, 2.68, 2.6726315789473687)","(2.2, 2.7, 2.6981818181818182)","(9.0, 12.0, 11.533333333333333)","(11.0, 24.0, 23.75)","(51.0, 100.0, 98.52941176470588)","(41.0, 75.0, 73.69565217391305)","(8.5, 13.0, 12.403846153846153)","(41.0, 90.0, 80.625)"
08-01-2023 19:19:07.759117,"(2.25, 2.68, 2.672)","(2.2, 2.72, 2.7)","(9.0, 12.0, 11.533333333333333)","(11.0, 24.0, 23.647058823529413)","(51.0, 100.0, 98.6842105263158)","(41.0, 75.0, 73.69565217391305)","(8.5, 12.5, 12.035714285714286)","(41.0, 90.0, 77.5)"
08-01-2023 19:19:09.576450,"(2.25, 2.68, 2.688)","(2.2, 2.72, 2.7)","(9.0, 12.0, 11.533333333333333)","(11.0, 24.0, 23.75)","(51.0, 100.0, 92.14285714285714)","(41.0, 75.0, 73.69565217391305)","(8.5, 12.5, 11.903846153846153)","(41.0, 90.0, 77.5)"
08-01-2023 19:19:10.860396,"(2.25, 2.7, 2.6914285714285717)","(2.2, 2.72, 2.7)","(9.0, 12.0, 12.142857142857142)","(11.0, 24.0, 24.142857142857142)","(51.0, 95.0, 98.6842105263158)","(41.0, 75.0, 74.31818181818181)","(8.5, 12.0, 12.294117647058824)","(41.0, 90.0, 77.5)"
08-01-2023 19:19:12.094914,"(2.25, 2.56, 2.528888888888889)","(2.2, 2.72, 2.7385714285714284)","(9.0, 12.5, 12.045454545454545)","(11.0, 25.0, 24.217391304347828)","(51.0, 100.0, 98.6842105263158)","(41.0, 75.0, 74.31818181818181)","(8.5, 12.5, 12.65625)","(41.0, 90.0, 71.81818181818181)"
08-01-2023 19:19:13.307064,"(2.25, 2.52, 2.4945454545454546)","(2.2, 2.76, 2.749090909090909)","(9.0, 12.5, 12.045454545454545)","(11.0, 25.0, 23.8)","(51.0, 100.0, 98.6842105263158)","(41.0, 75.0, 74.31818181818181)","(8.5, 13.0, 12.727272727272727)","(41.0, 90.0, 71.81818181818181)"
08-01-2023 19:19:14.578366,"(2.25, 2.5, 2.4699999999999998)","(2.2, 2.78, 2.7849999999999997)","(9.0, 12.5, 12.117647058823529)","(11.0, 25.0, 23.5)","(51.0, 100.0, 98.6842105263158)","(41.0, 75.0, 74.31818181818181)","(8.5, 13.0, 12.535714285714286)","(41.0, 90.0, 81.0)"
08-01-2023 19:19:15.826864,"(2.25, 2.48, 2.476)","(2.2, 2.8, 2.79)","(9.0, 12.5, 12.083333333333334)","(11.0, 25.0, 24.36842105263158)","(51.0, 100.0, 97.5)","(41.0, 75.0, 74.31818181818181)","(8.5, 13.0, 12.535714285714286)","(41.0, 90.0, 81.0)"
08-01-2023 19:19:17.085396,"(2.25, 2.46, 2.456)","(2.2, 2.82, 2.8085714285714283)","(9.0, 12.5, 12.071428571428571)","(11.0, 25.0, 24.36842105263158)","(51.0, 100.0, 97.5)","(41.0, 75.0, 74.31818181818181)","(8.5, 13.0, 12.533333333333333)","(41.0, 90.0, 74.0)"
08-01-2023 19:19:18.286667,"(2.25, 2.48, 2.464)","(2.2, 2.84, 2.8085714285714283)","(9.0, 12.5, 12.071428571428571)","(11.0, 25.0, 24.36842105263158)","(51.0, 100.0, 94.56521739130434)","(41.0, 75.0, 73.125)","(8.5, 13.0, 12.533333333333333)","(41.0, 90.0, 74.0)"
08-01-2023 19:19:19.547238,"(2.25, 2.48, 2.464)","(2.2, 2.84, 2.8052173913043474)","(9.0, 12.5, 12.071428571428571)","(11.0, 25.0, 24.36842105263158)","(51.0, 100.0, 83.33333333333333)","(41.0, 75.0, 73.69565217391305)","(8.5, 13.0, 12.533333333333333)","(41.0, 90.0, 81.0)"
08-01-2023 19:19:20.840419,"(2.25, 2.48, 2.46)","(2.2, 2.84, 2.8188235294117647)","(9.0, 12.5, 12.083333333333334)","(11.0, 25.0, 24.36842105263158)","(51.0, 100.0, 83.33333333333333)","(41.0, 75.0, 73.125)","(8.5, 13.0, 12.458333333333334)","(41.0, 90.0, 65.26315789473684)"
08-01-2023 19:19:22.139235,"(2.25, 2.48, 2.4699999999999998)","(2.2, 2.84, 2.8229629629629627)","(9.0, 12.5, 12.088235294117647)","(11.0, 25.0, 21.714285714285715)","(51.0, 100.0, 85.0)","(41.0, 75.0, 73.125)","(8.5, 12.5, 12.416666666666666)","(41.0, 70.0, 65.26315789473684)"
08-01-2023 19:19:23.378437,"(2.25, 2.5, 2.4651851851851854)","(2.2, 2.84, 2.823076923076923)","(9.0, 12.5, 12.642857142857142)","(11.0, 22.0, 21.2)","(51.0, 95.0, 85.0)","(41.0, 75.0, 73.69565217391305)","(8.5, 13.0, 12.518518518518519)","(41.0, 70.0, 65.26315789473684)"
08-01-2023 19:19:24.700082,"(2.25, 2.5, 2.462727272727273)","(2.2, 2.84, 2.8061538461538458)","(9.0, 13.0, 12.714285714285714)","(11.0, 22.0, 21.5)","(51.0, 95.0, 85.0)","(41.0, 75.0, 73.69565217391305)","(8.5, 13.0, 12.636363636363637)","(41.0, 70.0, 62.5)"
08-01-2023 19:19:25.953052,"(2.25, 2.48, 2.468421052631579)","(2.2, 2.84, 2.829230769230769)","(9.0, 13.0, 12.571428571428571)","(11.0, 22.0, 19.681818181818183)","(51.0, 95.0, 85.0)","(41.0, 75.0, 73.69565217391305)","(8.5, 13.0, 12.555555555555555)","(41.0, 70.0, 62.5)"
08-01-2023 19:19:27.216181,"(2.25, 2.48, 2.468421052631579)","(2.2, 2.84, 2.829230769230769)","(9.0, 13.0, 12.571428571428571)","(11.0, 20.0, 19.681818181818183)","(51.0, 95.0, 85.0)","(41.0, 75.0, 73.69565217391305)","(8.5, 13.0, 12.555555555555555)","(41.0, 70.0, 62.5)"
08-01-2023 19:19:28.494339,"(2.25, 2.48, 2.4433333333333334)","(2.2, 2.86, 2.8314285714285714)","(9.0, 13.0, 12.73913043478261)","(11.0, 22.0, 21.333333333333332)","(51.0, 130.0, 77.89473684210526)","(41.0, 75.0, 73.69565217391305)","(8.5, 13.0, 12.6)","(41.0, 70.0, 62.30769230769231)"
08-01-2023 19:19:29.668214,"(2.25, 2.56, 2.556)","(2.2, 2.84, 2.8314285714285714)","(9.0, 13.0, 12.73913043478261)","(11.0, 22.0, 20.545454545454547)","(51.0, 130.0, 82.85714285714286)","(41.0, 75.0, 73.5)","(8.5, 13.0, 12.636363636363637)","(41.0, 70.0, 62.30769230769231)"
08-01-2023 19:19:30.911014,"(2.25, 2.58, 2.558666666666667)","(2.2, 2.8, 2.788)","(9.0, 12.5, 12.565217391304348)","(11.0, 22.0, 20.923076923076923)","(51.0, 130.0, 85.0)","(41.0, 75.0, 73.5)","(8.5, 13.0, 12.461538461538462)","(41.0, 70.0, 62.30769230769231)"
08-01-2023 19:19:32.186159,"(2.25, 2.58, 2.565)","(2.2, 2.8, 2.773333333333333)","(9.0, 13.0, 12.565217391304348)","(11.0, 22.0, 21.22222222222222)","(51.0, 120.0, 85.0)","(41.0, 75.0, 73.5)","(8.5, 12.5, 12.461538461538462)","(41.0, 70.0, 62.30769230769231)"
08-01-2023 19:19:33.528019,"(2.15, 2.58, 2.5633333333333335)","(2.3, 2.8, 2.773333333333333)","(9.0, 13.0, 12.52)","(11.0, 22.0, 21.22222222222222)","(51.0, 120.0, 90.0)","(41.0, 75.0, 73.5)","(8.5, 12.5, 12.86)","(41.0, 70.0, 62.30769230769231)"
08-01-2023 19:19:34.805466,"(2.15, 2.56, 2.5475)","(2.3, 2.8, 2.7866666666666666)","(9.0, 13.0, 12.52)","(11.0, 22.0, 21.22222222222222)","(51.0, 100.0, 87.5)","(41.0, 75.0, 73.5)","(8.5, 13.0, 12.86)","(41.0, 70.0, 62.30769230769231)"
