,Mozasu Nz,Trigger,Captain Thunderbolt Nz,Steinman Nz,Beancounter,Rocknroll Yankee
09-01-2023 14:41:51.838563,"(3.5, 99999, 99990)","(5.5, 7.8, 7.527272727272727)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(6.0, 6.8, 6.384615384615385)","(6.0, 10.5, 10.145454545454545)"
09-01-2023 14:41:52.985923,"(3.5, 99999, 99990)","(5.5, 7.8, 7.527272727272727)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(6.0, 6.8, 6.523076923076923)","(6.0, 10.5, 10.145454545454545)"
09-01-2023 14:41:54.103321,"(3.5, 99999, 99990)","(5.5, 7.8, 7.527272727272727)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(6.0, 6.8, 6.384615384615385)","(6.0, 10.5, 10.145454545454545)"
09-01-2023 14:41:55.144095,"(3.5, 99999, 99990)","(5.5, 7.8, 7.527272727272727)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(6.0, 6.8, 6.384615384615385)","(6.0, 10.5, 10.145454545454545)"
09-01-2023 14:41:56.163328,"(3.5, 99999, 99990)","(5.5, 7.8, 7.539130434782608)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(6.0, 6.8, 6.341176470588235)","(6.0, 10.5, 10.24)"
09-01-2023 14:41:57.236671,"(3.5, 99999, 99990)","(5.5, 7.4, 7.281818181818182)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(6.0, 6.8, 6.428571428571429)","(6.0, 10.5, 10.24)"
09-01-2023 14:41:58.327085,"(3.5, 99999, 99990)","(5.5, 7.4, 7.281818181818182)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(6.0, 6.8, 6.428571428571429)","(6.0, 10.5, 10.24)"
09-01-2023 14:41:59.446986,"(3.5, 99999, 99990)","(5.5, 7.4, 7.281818181818182)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(6.0, 6.8, 6.482352941176471)","(6.0, 10.5, 10.24)"
09-01-2023 14:42:00.422076,"(3.5, 99999, 99990)","(5.5, 7.4, 7.281818181818182)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(6.0, 6.8, 6.53)","(6.0, 10.5, 10.76)"
09-01-2023 14:42:01.392952,"(3.5, 99999, 99990)","(5.5, 7.4, 7.281818181818182)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(6.0, 6.8, 6.53)","(6.0, 11.0, 10.333333333333334)"
09-01-2023 14:42:02.513162,"(3.5, 99999, 99990)","(5.5, 7.4, 7.281818181818182)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(6.0, 6.8, 6.53)","(6.0, 11.0, 10.333333333333334)"
09-01-2023 14:42:03.623538,"(3.5, 99999, 99990)","(5.5, 7.4, 7.51304347826087)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(6.0, 6.8, 6.53)","(6.0, 11.0, 10.625)"
09-01-2023 14:42:04.702643,"(3.5, 99999, 99990)","(5.5, 8.0, 7.76)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(6.0, 6.8, 6.53)","(6.0, 11.0, 10.666666666666666)"
09-01-2023 14:42:05.738427,"(3.5, 99999, 99990)","(5.5, 7.8, 7.745454545454545)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(6.0, 6.8, 6.53)","(6.0, 11.0, 10.6)"
09-01-2023 14:42:06.708504,"(3.5, 99999, 99990)","(5.5, 8.0, 7.85)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(6.0, 6.8, 6.53)","(6.5, 11.0, 10.6)"
09-01-2023 14:42:07.688842,"(3.5, 99999, 99990)","(5.5, 8.0, 7.85)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(6.0, 6.8, 6.53)","(6.5, 11.0, 10.6)"
09-01-2023 14:42:08.727215,"(3.5, 99999, 99990)","(5.5, 8.4, 8.264615384615384)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(6.0, 6.8, 6.53)","(6.5, 11.0, 11.228571428571428)"
09-01-2023 14:42:09.763795,"(3.5, 99999, 99990)","(5.5, 8.4, 8.337254901960785)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(6.0, 6.8, 6.5120000000000005)","(7.0, 12.0, 11.222222222222221)"
09-01-2023 14:42:10.802165,"(3.5, 99999, 99990)","(5.5, 8.4, 8.337254901960785)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(6.0, 6.8, 6.472727272727273)","(7.0, 12.0, 11.454545454545455)"
09-01-2023 14:42:11.877795,"(3.5, 99999, 99990)","(5.5, 8.4, 8.391489361702128)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(6.0, 6.8, 6.583333333333333)","(7.0, 11.5, 11.416666666666666)"
09-01-2023 14:42:12.945712,"(3.5, 99999, 99990)","(5.5, 9.2, 9.186666666666666)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(6.0, 6.8, 6.609523809523809)","(7.0, 11.5, 11.428571428571429)"
09-01-2023 14:42:13.911471,"(3.5, 99999, 99990)","(5.5, 9.2, 8.836363636363638)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(6.0, 6.8, 6.609523809523809)","(7.0, 11.5, 11.428571428571429)"
09-01-2023 14:42:14.847405,"(3.5, 99999, 99990)","(5.5, 9.4, 9.177777777777779)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(6.0, 6.8, 6.609523809523809)","(7.0, 11.5, 11.45)"
09-01-2023 14:42:15.827476,"(3.5, 99999, 99990)","(5.5, 9.4, 9.23404255319149)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(6.0, 6.8, 6.583333333333333)","(7.0, 11.5, 11.461538461538462)"
09-01-2023 14:42:16.859003,"(3.5, 99999, 99990)","(5.5, 9.4, 9.253333333333332)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(6.0, 6.8, 6.583333333333333)","(7.0, 11.5, 11.45)"
09-01-2023 14:42:17.861950,"(3.5, 99999, 99990)","(5.5, 9.6, 9.598742138364779)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(6.0, 6.8, 6.583333333333333)","(7.0, 11.5, 11.461538461538462)"
09-01-2023 14:42:18.859910,"(3.4, 99999, 99990)","(6.0, 9.8, 9.747191011235955)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(6.0, 6.8, 6.609523809523809)","(7.0, 11.5, 11.46551724137931)"
09-01-2023 14:42:19.853852,"(3.4, 99999, 99990)","(6.0, 9.8, 9.684931506849315)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(6.0, 6.8, 6.609523809523809)","(7.0, 11.5, 11.46551724137931)"
09-01-2023 14:42:20.893729,"(3.4, 99999, 99990)","(6.0, 10.5, 10.0625)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(6.0, 6.8, 6.583333333333333)","(7.0, 11.5, 11.444444444444445)"
09-01-2023 14:42:21.947362,"(3.3, 99999, 99990)","(6.5, 10.5, 10.072222222222223)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(5.5, 6.8, 6.583333333333333)","(7.0, 11.5, 11.444444444444445)"
09-01-2023 14:42:22.890558,"(3.3, 99999, 99990)","(6.5, 10.5, 10.0625)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(5.5, 6.8, 6.583333333333333)","(7.0, 11.5, 11.444444444444445)"
09-01-2023 14:42:23.772701,"(3.3, 99999, 99990)","(6.5, 10.5, 10.0625)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(5.5, 6.8, 6.583333333333333)","(7.0, 11.5, 11.444444444444445)"
09-01-2023 14:42:24.747951,"(3.3, 99999, 99990)","(6.5, 11.0, 10.965447154471544)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(5.5, 7.0, 6.885714285714286)","(7.0, 11.5, 11.46551724137931)"
09-01-2023 14:42:25.827204,"(3.3, 99999, 99990)","(6.5, 11.0, 10.97119341563786)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(5.5, 7.0, 6.781818181818182)","(7.0, 11.5, 11.46551724137931)"
09-01-2023 14:42:26.943937,"(3.3, 99999, 99990)","(6.5, 11.0, 10.97119341563786)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(5.5, 7.0, 6.781818181818182)","(7.0, 11.5, 11.565217391304348)"
09-01-2023 14:42:27.944122,"(3.3, 99999, 99990)","(6.5, 11.0, 10.997844827586206)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(5.5, 7.0, 6.781818181818182)","(7.0, 12.0, 11.615384615384615)"
09-01-2023 14:42:28.853467,"(3.3, 99999, 99990)","(6.5, 11.5, 11.428888888888888)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(5.5, 7.0, 6.781818181818182)","(7.0, 12.0, 11.615384615384615)"
09-01-2023 14:42:29.888527,"(3.3, 99999, 99990)","(6.5, 11.5, 11.424528301886792)","(41.0, 99999, 99990)","(2.3, 99999, 99990)","(5.5, 6.8, 6.32)","(7.0, 12.0, 10.709677419354838)"
09-01-2023 14:42:30.961843,"(3.3, 99999, 99990)","(6.5, 11.5, 11.435483870967742)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.6, 6.21)","(7.0, 12.0, 10.222222222222221)"
09-01-2023 14:42:31.999890,"(3.2, 99999, 99990)","(7.0, 11.5, 11.437106918238994)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.6, 6.21)","(7.0, 12.0, 10.222222222222221)"
09-01-2023 14:42:33.076066,"(3.2, 99999, 99990)","(7.0, 12.0, 11.917582417582418)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.6, 6.21)","(7.0, 12.0, 10.222222222222221)"
09-01-2023 14:42:34.110971,"(3.2, 99999, 99990)","(7.0, 12.0, 11.93313953488372)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.6, 6.21)","(7.0, 12.0, 10.222222222222221)"
09-01-2023 14:42:35.100990,"(3.2, 99999, 99990)","(7.0, 12.5, 12.481481481481481)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.6, 6.21)","(7.0, 12.0, 10.222222222222221)"
09-01-2023 14:42:36.054826,"(3.2, 99999, 99990)","(7.0, 13.0, 12.82716049382716)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.6, 6.21)","(7.0, 12.0, 10.222222222222221)"
09-01-2023 14:42:37.021044,"(3.2, 99999, 99990)","(7.0, 12.5, 12.227272727272727)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.6, 6.21)","(7.0, 12.0, 10.882352941176471)"
09-01-2023 14:42:38.037518,"(3.2, 99999, 99990)","(7.0, 12.5, 12.0)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.6, 6.21)","(7.0, 11.5, 10.617647058823529)"
09-01-2023 14:42:38.998961,"(3.2, 99999, 99990)","(7.0, 12.5, 12.0)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.6, 6.21)","(7.0, 11.5, 10.617647058823529)"
09-01-2023 14:42:39.969179,"(3.2, 99999, 99990)","(7.0, 12.5, 12.0)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.6, 6.21)","(7.0, 11.5, 10.411764705882353)"
09-01-2023 14:42:40.969328,"(3.2, 99999, 99990)","(7.0, 12.5, 12.0)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.6, 6.21)","(7.0, 11.0, 10.538461538461538)"
09-01-2023 14:42:41.997009,"(3.2, 99999, 99990)","(7.0, 12.5, 12.0)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.6, 6.21)","(7.0, 11.0, 10.538461538461538)"
09-01-2023 14:42:42.944624,"(3.2, 99999, 99990)","(7.0, 12.5, 12.0)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.6, 6.272)","(7.0, 11.0, 10.538461538461538)"
09-01-2023 14:42:43.872520,"(3.2, 99999, 99990)","(7.0, 13.0, 12.15625)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.4, 6.308571428571429)","(7.0, 11.0, 10.538461538461538)"
09-01-2023 14:42:45.099251,"(3.2, 99999, 99990)","(7.0, 12.5, 11.868421052631579)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.4, 6.308571428571429)","(7.0, 11.0, 10.62962962962963)"
09-01-2023 14:42:46.620730,"(3.2, 99999, 99990)","(7.0, 12.5, 11.868421052631579)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.4, 6.308571428571429)","(7.0, 11.0, 10.73913043478261)"
09-01-2023 14:42:47.868863,"(3.0, 99999, 99990)","(7.5, 12.5, 11.868421052631579)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.4, 6.321951219512195)","(7.5, 11.0, 10.73913043478261)"
09-01-2023 14:42:48.913609,"(3.0, 99999, 99990)","(7.5, 12.5, 11.868421052631579)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.4, 6.296774193548387)","(7.5, 11.0, 10.73913043478261)"
09-01-2023 14:42:49.929134,"(3.0, 99999, 99990)","(7.5, 12.5, 11.868421052631579)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.4, 6.270588235294118)","(7.5, 11.0, 10.73913043478261)"
09-01-2023 14:42:50.989202,"(3.0, 99999, 99990)","(7.5, 12.5, 11.868421052631579)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.4, 6.270588235294118)","(7.5, 11.0, 10.73913043478261)"
09-01-2023 14:42:52.034911,"(3.0, 99999, 99990)","(7.5, 12.5, 11.868421052631579)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.4, 6.270588235294118)","(7.5, 11.0, 10.73913043478261)"
09-01-2023 14:42:53.017817,"(3.0, 99999, 99990)","(7.5, 12.5, 11.868421052631579)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.4, 6.270588235294118)","(7.5, 11.0, 10.62962962962963)"
09-01-2023 14:42:54.061904,"(3.0, 99999, 99990)","(7.5, 12.5, 11.868421052631579)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.4, 6.270588235294118)","(7.5, 11.0, 10.62962962962963)"
09-01-2023 14:42:55.086329,"(3.0, 99999, 99990)","(7.5, 12.5, 11.804347826086957)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.4, 6.270588235294118)","(7.5, 11.0, 10.62962962962963)"
09-01-2023 14:42:56.205446,"(3.0, 99999, 99990)","(7.5, 12.5, 11.804347826086957)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.4, 6.04)","(7.5, 11.0, 10.62962962962963)"
09-01-2023 14:42:57.264844,"(3.0, 99999, 99990)","(7.5, 12.5, 11.804347826086957)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.2, 5.981818181818182)","(7.5, 11.0, 9.788235294117648)"
09-01-2023 14:42:58.248487,"(3.0, 99999, 99990)","(7.5, 12.5, 12.02)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.2, 5.96)","(7.5, 9.8, 9.784615384615385)"
09-01-2023 14:42:59.323325,"(3.0, 99999, 99990)","(8.5, 12.5, 12.038461538461538)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.2, 5.96)","(7.5, 9.8, 9.784615384615385)"
09-01-2023 14:43:00.489329,"(3.0, 99999, 99990)","(8.5, 12.5, 12.018518518518519)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.5, 6.2, 5.96)","(7.5, 9.8, 9.784615384615385)"
09-01-2023 14:43:01.584665,"(3.0, 99999, 99990)","(8.5, 13.0, 12.35)","(41.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 5.96)","(7.5, 9.8, 9.411764705882353)"
09-01-2023 14:43:02.637132,"(3.0, 99999, 99990)","(8.5, 13.5, 13.176470588235293)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 5.972727272727273)","(7.5, 9.6, 9.309090909090909)"
09-01-2023 14:43:03.770744,"(3.0, 99999, 99990)","(8.5, 14.0, 13.36)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.0)","(7.5, 9.6, 9.371428571428572)"
09-01-2023 14:43:04.838514,"(3.0, 99999, 99990)","(8.5, 14.0, 13.45)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.014814814814815)","(7.5, 9.6, 9.207692307692307)"
09-01-2023 14:43:05.824208,"(3.0, 99999, 99990)","(8.5, 15.5, 14.552631578947368)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.014814814814815)","(7.5, 9.6, 9.24)"
09-01-2023 14:43:06.781609,"(3.0, 99999, 99990)","(8.5, 15.5, 15.38888888888889)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.014814814814815)","(7.5, 9.4, 9.24)"
09-01-2023 14:43:07.775913,"(3.0, 99999, 99990)","(8.5, 15.5, 15.25)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 5.88421052631579)","(7.5, 9.4, 9.066666666666666)"
09-01-2023 14:43:08.776851,"(3.0, 99999, 99990)","(8.5, 16.0, 15.625)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 5.88421052631579)","(7.5, 9.2, 9.066666666666666)"
09-01-2023 14:43:11.388913,"(3.0, 99999, 99990)","(8.5, 16.0, 15.96)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 5.88421052631579)","(7.5, 9.2, 8.88)"
09-01-2023 14:43:12.655554,"(3.0, 99999, 99990)","(8.5, 16.0, 15.96)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 5.88421052631579)","(7.5, 9.2, 8.88)"
09-01-2023 14:43:13.684710,"(3.0, 99999, 99990)","(8.5, 16.5, 16.458333333333332)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 5.94468085106383)","(7.5, 9.0, 8.822222222222223)"
09-01-2023 14:43:14.721575,"(3.0, 99999, 99990)","(8.5, 16.5, 16.4375)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 5.921153846153846)","(7.5, 9.0, 8.822222222222223)"
09-01-2023 14:43:15.815260,"(3.0, 99999, 99990)","(8.5, 15.5, 15.305555555555555)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 5.96)","(7.5, 9.0, 8.822222222222223)"
09-01-2023 14:43:16.905536,"(3.0, 99999, 99990)","(8.5, 15.5, 15.333333333333334)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 5.96)","(7.5, 9.0, 8.822222222222223)"
09-01-2023 14:43:18.094041,"(3.0, 99999, 99990)","(8.5, 15.5, 15.333333333333334)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 5.96)","(7.5, 9.0, 8.71111111111111)"
09-01-2023 14:43:19.198320,"(3.0, 99999, 99990)","(8.5, 15.5, 15.411764705882353)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 5.909090909090909)","(7.5, 9.0, 8.71111111111111)"
09-01-2023 14:43:20.187959,"(3.0, 99999, 99990)","(8.5, 16.0, 15.925)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 5.933333333333334)","(7.5, 9.0, 8.46)"
09-01-2023 14:43:21.354174,"(3.0, 99999, 99990)","(9.0, 17.0, 17.105263157894736)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.114782608695652)","(7.5, 9.0, 8.444444444444445)"
09-01-2023 14:43:22.462776,"(3.0, 99999, 99990)","(9.0, 17.5, 16.76923076923077)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.114782608695652)","(7.5, 9.0, 8.466666666666667)"
09-01-2023 14:43:23.555856,"(3.0, 99999, 99990)","(9.0, 17.0, 16.76923076923077)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.114782608695652)","(7.5, 8.8, 8.466666666666667)"
09-01-2023 14:43:24.644538,"(3.0, 99999, 99990)","(9.0, 17.0, 16.76923076923077)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.123364485981308)","(7.5, 8.8, 8.466666666666667)"
09-01-2023 14:43:25.626440,"(3.0, 99999, 99990)","(9.0, 17.0, 16.8125)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.123364485981308)","(7.5, 8.8, 8.502857142857144)"
09-01-2023 14:43:26.661630,"(3.0, 99999, 99990)","(9.0, 17.0, 16.8125)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.122641509433962)","(7.5, 9.0, 8.502857142857144)"
09-01-2023 14:43:27.707321,"(3.0, 99999, 99990)","(9.0, 17.0, 16.8125)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.122641509433962)","(7.5, 9.0, 8.438709677419356)"
09-01-2023 14:43:28.756996,"(3.0, 99999, 99990)","(9.0, 17.0, 16.8125)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.122641509433962)","(7.5, 9.0, 8.438709677419356)"
09-01-2023 14:43:29.725516,"(3.0, 99999, 99990)","(9.0, 17.0, 16.8125)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.189873417721519)","(7.5, 9.0, 8.502857142857144)"
09-01-2023 14:43:30.675397,"(3.0, 99999, 99990)","(9.0, 17.0, 16.8125)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.17)","(7.5, 9.0, 8.502857142857144)"
09-01-2023 14:43:31.721016,"(3.0, 99999, 99990)","(9.0, 17.0, 16.8125)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.17)","(7.5, 9.0, 8.502857142857144)"
09-01-2023 14:43:32.774606,"(3.0, 99999, 99990)","(9.0, 17.0, 16.8125)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.17)","(7.5, 9.0, 8.505882352941176)"
09-01-2023 14:43:33.844653,"(3.0, 99999, 99990)","(9.0, 17.0, 16.8125)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.178947368421053)","(7.5, 9.0, 8.505882352941176)"
09-01-2023 14:43:34.991820,"(3.0, 99999, 99990)","(9.0, 17.0, 16.8125)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.178947368421053)","(7.5, 9.0, 8.505882352941176)"
09-01-2023 14:43:35.993946,"(3.0, 99999, 99990)","(10.0, 17.0, 16.8125)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.178947368421053)","(7.5, 9.0, 8.505882352941176)"
09-01-2023 14:43:36.991522,"(3.0, 99999, 99990)","(10.0, 17.0, 16.8125)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.178947368421053)","(7.5, 9.0, 8.505882352941176)"
09-01-2023 14:43:38.050167,"(3.0, 99999, 99990)","(10.0, 17.0, 16.8125)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.178947368421053)","(7.5, 9.0, 8.505882352941176)"
09-01-2023 14:43:39.206332,"(3.0, 99999, 99990)","(10.0, 17.0, 16.8125)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.178947368421053)","(7.5, 9.0, 8.505882352941176)"
09-01-2023 14:43:40.556520,"(3.0, 99999, 99990)","(10.0, 17.0, 16.8125)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.181395348837209)","(7.5, 9.0, 8.505882352941176)"
09-01-2023 14:43:41.707656,"(3.0, 99999, 99990)","(10.0, 17.0, 16.8125)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.181395348837209)","(7.5, 9.0, 8.505882352941176)"
09-01-2023 14:43:42.804020,"(3.0, 99999, 99990)","(11.0, 17.0, 16.8125)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.181395348837209)","(7.5, 9.0, 8.475)"
09-01-2023 14:43:44.099392,"(3.0, 99999, 99990)","(11.0, 17.0, 16.8125)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.181395348837209)","(7.5, 9.0, 8.613793103448275)"
09-01-2023 14:43:45.258741,"(3.0, 99999, 99990)","(11.0, 17.0, 16.823529411764707)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.181395348837209)","(7.5, 9.0, 8.618181818181817)"
09-01-2023 14:43:46.467566,"(3.0, 99999, 99990)","(11.0, 17.0, 16.823529411764707)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.178947368421053)","(7.5, 8.8, 8.525)"
09-01-2023 14:43:47.507943,"(3.0, 99999, 99990)","(11.0, 17.0, 16.125)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.2, 6.239506172839507)","(7.5, 8.8, 8.600000000000001)"
09-01-2023 14:43:48.700061,"(3.0, 99999, 99990)","(11.0, 17.5, 17.041666666666668)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.4, 6.2129496402877695)","(7.5, 8.8, 8.646153846153847)"
09-01-2023 14:43:49.866650,"(3.0, 99999, 99990)","(11.0, 17.5, 16.88888888888889)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.4, 6.2129496402877695)","(7.5, 8.8, 8.755555555555556)"
09-01-2023 14:43:50.870591,"(3.0, 99999, 99990)","(11.0, 17.5, 16.88888888888889)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.4, 6.2129496402877695)","(7.5, 8.8, 8.755555555555556)"
09-01-2023 14:43:51.928825,"(3.0, 99999, 99990)","(11.0, 17.5, 16.966666666666665)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.4, 6.2129496402877695)","(7.5, 8.8, 8.733333333333334)"
09-01-2023 14:43:52.998360,"(3.0, 99999, 99990)","(11.0, 17.5, 17.083333333333332)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.4, 6.2129496402877695)","(7.5, 8.8, 8.733333333333334)"
09-01-2023 14:43:54.128389,"(3.0, 99999, 99990)","(11.0, 17.5, 17.083333333333332)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.4, 6.2129496402877695)","(7.5, 8.8, 8.733333333333334)"
09-01-2023 14:43:55.264652,"(3.0, 99999, 99990)","(11.0, 17.5, 17.083333333333332)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.4, 6.2129496402877695)","(7.5, 8.8, 8.563636363636364)"
09-01-2023 14:43:56.351260,"(3.0, 99999, 99990)","(11.0, 17.5, 17.25)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.4, 6.2129496402877695)","(7.5, 9.0, 8.563636363636364)"
09-01-2023 14:43:57.443971,"(3.0, 99999, 99990)","(11.0, 17.5, 17.25)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.4, 6.2129496402877695)","(7.5, 9.0, 8.563636363636364)"
09-01-2023 14:43:58.471005,"(3.0, 99999, 99990)","(11.0, 17.5, 17.25)","(51.0, 99999, 99990)","(2.25, 99999, 99990)","(5.0, 6.4, 6.2129496402877695)","(7.5, 9.0, 8.563636363636364)"
