,Field Regiment,Mishani Conman,Nic Me Some,Ascot Express,Alert And Ready,Ginger Rock
15-12-2022 15:32:50.309130,"(2.35, 2.62, 2.525714285714286)","(8.0, 9.6, 9.013333333333334)","(6.0, 9.2, 8.77142857142857)","(10.0, 14.0, 11.916666666666666)","(6.0, 99999, 99990)","(4.8, 5.4, 5.270967741935484)"
15-12-2022 15:32:51.211921,"(2.35, 2.6, 2.54)","(8.0, 9.6, 9.013333333333334)","(6.0, 9.0, 8.555555555555555)","(10.0, 13.5, 12.5)","(6.0, 99999, 99990)","(4.8, 5.4, 5.326829268292683)"
15-12-2022 15:32:52.090182,"(2.35, 2.6, 2.54)","(8.0, 9.6, 9.348571428571429)","(6.0, 9.0, 8.714285714285714)","(10.0, 14.0, 12.75)","(6.0, 99999, 99990)","(4.8, 5.4, 5.351351351351352)"
15-12-2022 15:32:52.962433,"(2.35, 2.6, 2.54)","(8.0, 9.6, 9.348571428571429)","(6.0, 9.0, 8.714285714285714)","(10.0, 14.0, 13.5)","(6.0, 99999, 99990)","(4.8, 5.4, 5.351351351351352)"
15-12-2022 15:32:53.822325,"(2.35, 2.6, 2.576)","(8.0, 9.6, 9.094736842105263)","(6.0, 9.0, 8.538461538461538)","(10.0, 14.0, 13.46)","(6.0, 99999, 99990)","(4.8, 5.4, 5.290909090909091)"
15-12-2022 15:32:54.667242,"(2.35, 2.6, 2.5617391304347827)","(8.0, 9.6, 9.094736842105263)","(6.0, 9.0, 8.76923076923077)","(10.0, 13.5, 13.166666666666666)","(6.0, 99999, 99990)","(4.8, 5.4, 5.266666666666667)"
15-12-2022 15:32:55.562677,"(2.35, 2.6, 2.591056910569106)","(8.0, 9.6, 9.094736842105263)","(6.0, 9.0, 8.538461538461538)","(10.0, 14.0, 13.5)","(6.0, 99999, 99990)","(4.8, 5.3, 5.233333333333333)"
15-12-2022 15:32:56.501441,"(2.35, 2.6, 2.5917293233082708)","(8.0, 9.6, 8.838095238095237)","(6.0, 9.0, 8.538461538461538)","(10.0, 14.0, 13.785714285714285)","(6.0, 99999, 99990)","(4.8, 5.3, 5.233333333333333)"
15-12-2022 15:32:57.442365,"(2.35, 2.6, 2.5916030534351147)","(8.0, 9.6, 9.254545454545454)","(6.0, 9.0, 8.538461538461538)","(10.0, 14.0, 13.785714285714285)","(6.0, 99999, 99990)","(4.8, 5.3, 5.233333333333333)"
15-12-2022 15:32:58.362243,"(2.35, 2.6, 2.5917293233082708)","(8.0, 9.6, 8.939130434782609)","(6.0, 9.0, 8.538461538461538)","(10.0, 14.0, 13.785714285714285)","(6.0, 99999, 99990)","(4.8, 5.3, 5.283333333333333)"
15-12-2022 15:32:59.255624,"(2.35, 2.6, 2.589423076923077)","(8.0, 9.6, 8.939130434782609)","(6.0, 9.2, 8.584615384615384)","(10.0, 14.0, 13.785714285714285)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:00.093546,"(2.35, 2.6, 2.586915887850467)","(8.0, 9.6, 9.057142857142857)","(6.0, 9.2, 8.584615384615384)","(10.0, 14.0, 13.785714285714285)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:00.926273,"(2.35, 2.6, 2.586915887850467)","(8.0, 9.6, 9.057142857142857)","(6.0, 9.2, 8.43076923076923)","(10.0, 14.0, 13.785714285714285)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:01.784836,"(2.35, 2.6, 2.586915887850467)","(8.0, 9.6, 9.057142857142857)","(6.0, 9.2, 8.43076923076923)","(10.0, 14.0, 13.785714285714285)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:02.734100,"(2.35, 2.52, 2.514761904761905)","(8.0, 9.6, 9.093333333333334)","(6.0, 9.2, 8.472727272727273)","(10.0, 14.0, 13.8125)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:03.684192,"(2.35, 2.6, 2.5895833333333336)","(8.0, 9.6, 9.057142857142857)","(6.0, 9.0, 8.384615384615383)","(10.0, 14.0, 13.785714285714285)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:04.554362,"(2.35, 2.6, 2.59247311827957)","(8.0, 9.6, 9.057142857142857)","(6.0, 9.0, 8.292307692307691)","(10.0, 14.0, 13.958333333333334)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:05.409055,"(2.35, 2.6, 2.592391304347826)","(8.0, 9.6, 9.057142857142857)","(6.0, 9.0, 8.292307692307691)","(10.0, 14.0, 13.958333333333334)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:06.256682,"(2.35, 2.6, 2.5894736842105264)","(8.0, 9.6, 9.057142857142857)","(6.0, 9.0, 8.292307692307691)","(10.0, 14.0, 13.958333333333334)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:07.085955,"(2.35, 2.6, 2.5894736842105264)","(8.0, 9.6, 9.057142857142857)","(6.0, 9.0, 8.292307692307691)","(10.0, 14.0, 13.958333333333334)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:08.032526,"(2.35, 2.6, 2.5894736842105264)","(8.0, 9.6, 9.109677419354838)","(6.0, 9.0, 8.292307692307691)","(10.0, 14.0, 13.958333333333334)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:08.944386,"(2.35, 2.6, 2.5814814814814815)","(8.0, 9.6, 9.109677419354838)","(6.0, 9.0, 8.292307692307691)","(10.0, 14.0, 13.958333333333334)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:09.912450,"(2.35, 2.6, 2.5814814814814815)","(8.0, 9.6, 9.109677419354838)","(6.0, 9.0, 8.292307692307691)","(10.0, 14.0, 13.958333333333334)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:10.811542,"(2.35, 2.64, 2.5309090909090908)","(8.0, 9.6, 9.109677419354838)","(6.0, 9.0, 8.292307692307691)","(10.0, 14.0, 13.958333333333334)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:11.657596,"(2.35, 2.64, 2.5381132075471697)","(8.0, 9.6, 9.109677419354838)","(6.0, 9.0, 8.292307692307691)","(10.0, 14.0, 13.958333333333334)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:12.566054,"(2.35, 2.64, 2.5381132075471697)","(8.0, 9.6, 9.109677419354838)","(6.0, 9.0, 8.292307692307691)","(10.0, 14.0, 13.958333333333334)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:13.482870,"(2.35, 2.64, 2.5381132075471697)","(8.0, 9.6, 9.109677419354838)","(6.0, 9.0, 8.35)","(10.0, 14.0, 13.958333333333334)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:14.392790,"(2.35, 2.64, 2.5381132075471697)","(8.0, 9.6, 9.109677419354838)","(6.0, 9.0, 8.35)","(10.0, 14.0, 13.958333333333334)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:15.276685,"(2.35, 2.64, 2.5341176470588236)","(8.0, 9.6, 9.109677419354838)","(6.0, 9.0, 8.35)","(10.0, 14.0, 13.958333333333334)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:16.141832,"(2.35, 2.64, 2.5341176470588236)","(8.0, 9.6, 9.109677419354838)","(6.0, 9.0, 8.35)","(10.0, 14.0, 13.964285714285714)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:17.057386,"(2.35, 2.64, 2.5381132075471697)","(8.0, 9.6, 9.109677419354838)","(6.0, 9.0, 8.35)","(10.0, 14.0, 13.964285714285714)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:18.039507,"(2.35, 2.62, 2.5808695652173914)","(8.0, 9.6, 9.109677419354838)","(6.0, 9.0, 8.32)","(10.0, 14.0, 13.964285714285714)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:18.974203,"(2.35, 2.62, 2.571851851851852)","(8.0, 9.6, 9.109677419354838)","(6.0, 8.8, 8.305882352941175)","(10.0, 14.0, 13.964285714285714)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:19.879004,"(2.35, 2.62, 2.571851851851852)","(8.0, 9.6, 9.109677419354838)","(6.0, 8.8, 8.338461538461537)","(10.0, 14.0, 13.964285714285714)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:20.731086,"(2.35, 2.62, 2.571851851851852)","(8.0, 9.6, 9.109677419354838)","(6.0, 8.8, 8.338461538461537)","(10.0, 14.0, 13.964285714285714)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:21.592279,"(2.35, 2.62, 2.571851851851852)","(8.0, 9.6, 9.109677419354838)","(6.0, 8.8, 8.338461538461537)","(10.0, 14.0, 13.964285714285714)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:22.485043,"(2.35, 2.62, 2.543529411764706)","(8.0, 9.6, 9.109677419354838)","(6.0, 8.8, 8.338461538461537)","(10.0, 14.0, 13.964285714285714)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:23.396848,"(2.35, 2.62, 2.543529411764706)","(8.0, 9.6, 9.109677419354838)","(6.0, 8.8, 8.338461538461537)","(10.0, 14.0, 13.964285714285714)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:24.359411,"(2.3, 2.62, 2.543529411764706)","(8.0, 9.6, 9.109677419354838)","(5.5, 9.0, 8.314285714285713)","(10.0, 14.0, 13.964285714285714)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:25.284656,"(2.3, 2.62, 2.543529411764706)","(8.0, 9.6, 9.109677419354838)","(5.5, 9.0, 8.314285714285713)","(10.0, 14.0, 13.964285714285714)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:26.197616,"(2.3, 2.62, 2.543529411764706)","(8.0, 9.6, 9.109677419354838)","(5.5, 9.0, 8.314285714285713)","(10.0, 14.0, 13.964285714285714)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:27.070054,"(2.3, 2.62, 2.543529411764706)","(8.0, 9.4, 9.127272727272727)","(5.5, 9.0, 8.314285714285713)","(10.0, 14.0, 13.964285714285714)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:27.948993,"(2.3, 2.62, 2.543529411764706)","(8.0, 9.4, 9.08421052631579)","(5.5, 9.0, 8.314285714285713)","(10.0, 14.0, 13.964285714285714)","(6.0, 99999, 99990)","(4.8, 5.4, 5.2625)"
15-12-2022 15:33:28.804201,"(2.3, 2.62, 2.543529411764706)","(8.0, 9.4, 9.08421052631579)","(5.5, 9.0, 8.314285714285713)","(10.0, 14.0, 13.964285714285714)","(6.0, 99999, 99990)","(4.8, 5.4, 5.485714285714286)"
15-12-2022 15:33:29.704398,"(2.3, 2.62, 2.537894736842105)","(8.0, 9.6, 9.075862068965517)","(5.5, 9.0, 8.32)","(10.0, 14.5, 14.125)","(6.0, 99999, 99990)","(4.8, 5.6, 5.485714285714286)"
15-12-2022 15:33:30.594904,"(2.3, 2.6, 2.585714285714286)","(8.0, 9.6, 9.042424242424243)","(5.5, 9.0, 8.32)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.6, 5.485714285714286)"
15-12-2022 15:33:31.474178,"(2.3, 2.6, 2.5700000000000003)","(8.0, 9.4, 9.100000000000001)","(5.5, 8.8, 8.338461538461537)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.6, 5.66875)"
15-12-2022 15:33:32.394387,"(2.3, 2.6, 2.5700000000000003)","(8.0, 9.4, 9.100000000000001)","(5.5, 8.8, 8.338461538461537)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.7, 5.557142857142857)"
15-12-2022 15:33:33.271418,"(2.3, 2.6, 2.5700000000000003)","(8.0, 9.4, 9.100000000000001)","(5.5, 8.8, 8.338461538461537)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.7, 5.5125)"
15-12-2022 15:33:34.154257,"(2.3, 2.6, 2.598054054054054)","(8.0, 9.4, 9.100000000000001)","(5.5, 8.8, 8.338461538461537)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.7, 5.423076923076923)"
15-12-2022 15:33:35.106800,"(2.3, 2.5, 2.498941798941799)","(8.0, 9.4, 9.100000000000001)","(5.5, 8.8, 8.338461538461537)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.7, 5.635135135135135)"
15-12-2022 15:33:35.994170,"(2.3, 2.62, 2.6125925925925926)","(8.0, 9.6, 9.125)","(5.5, 9.0, 8.466666666666667)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.7, 5.357142857142857)"
15-12-2022 15:33:36.882555,"(2.3, 2.6, 2.599344262295082)","(8.0, 9.6, 9.075862068965517)","(5.5, 9.0, 8.32)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.7, 5.357142857142857)"
15-12-2022 15:33:37.736874,"(2.3, 2.6, 2.598054054054054)","(8.0, 9.6, 9.075862068965517)","(5.5, 9.0, 8.32)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.7, 5.34)"
15-12-2022 15:33:38.643886,"(2.3, 2.6, 2.598054054054054)","(8.0, 9.6, 9.549738219895287)","(5.5, 9.0, 8.32)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.7, 5.34)"
15-12-2022 15:33:39.528799,"(2.3, 2.6, 2.598054054054054)","(8.0, 9.6, 9.549738219895287)","(5.5, 8.8, 8.338461538461537)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.7, 5.34)"
15-12-2022 15:33:40.511599,"(2.3, 2.6, 2.598054054054054)","(8.0, 9.6, 9.549738219895287)","(5.5, 8.8, 8.338461538461537)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.7, 5.328571428571428)"
15-12-2022 15:33:41.422080,"(2.3, 2.6, 2.5625)","(8.0, 9.6, 9.549738219895287)","(5.5, 8.8, 8.338461538461537)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.7, 5.328571428571428)"
15-12-2022 15:33:42.314835,"(2.3, 2.6, 2.576923076923077)","(8.0, 9.6, 9.549738219895287)","(5.5, 8.8, 8.338461538461537)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.7, 5.328571428571428)"
15-12-2022 15:33:43.177703,"(2.3, 2.6, 2.5812500000000003)","(8.0, 9.6, 9.549738219895287)","(5.5, 8.8, 8.338461538461537)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.7, 5.328571428571428)"
15-12-2022 15:33:44.067269,"(2.3, 2.6, 2.5812500000000003)","(8.0, 9.6, 9.549738219895287)","(5.5, 8.8, 8.338461538461537)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.7, 5.328571428571428)"
15-12-2022 15:33:44.966913,"(2.3, 2.58, 2.565714285714286)","(8.0, 10.0, 9.866666666666667)","(5.5, 8.8, 8.338461538461537)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.7, 5.328571428571428)"
15-12-2022 15:33:45.855394,"(2.3, 2.58, 2.546666666666667)","(8.0, 10.0, 9.911111111111111)","(5.5, 8.8, 8.177777777777777)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.4, 5.3375)"
15-12-2022 15:33:46.744067,"(2.3, 2.58, 2.5329411764705885)","(8.0, 10.0, 9.94)","(5.5, 8.8, 8.290909090909091)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.4, 5.3500000000000005)"
15-12-2022 15:33:47.589396,"(2.3, 2.58, 2.5329411764705885)","(8.0, 10.0, 9.94)","(5.5, 8.8, 8.290909090909091)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.4, 5.3500000000000005)"
15-12-2022 15:33:48.470435,"(2.3, 2.58, 2.5329411764705885)","(8.0, 10.0, 9.94)","(5.5, 8.8, 8.290909090909091)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.4, 5.376470588235295)"
15-12-2022 15:33:49.416935,"(2.3, 2.58, 2.526666666666667)","(8.0, 10.0, 9.94)","(5.5, 8.8, 8.290909090909091)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.4, 5.376470588235295)"
15-12-2022 15:33:50.355899,"(2.3, 2.62, 2.5192592592592593)","(8.0, 10.0, 9.94)","(5.5, 8.8, 8.333333333333334)","(10.0, 14.5, 13.807692307692308)","(6.0, 99999, 99990)","(4.8, 5.4, 5.36923076923077)"
15-12-2022 15:33:51.310828,"(2.3, 2.6, 2.5353846153846153)","(8.0, 10.0, 9.94)","(5.5, 8.8, 8.357894736842105)","(10.0, 14.5, 13.75)","(6.0, 99999, 99990)","(4.8, 5.4, 5.36923076923077)"
15-12-2022 15:33:52.216625,"(2.3, 2.6, 2.5025)","(8.0, 10.5, 10.161538461538461)","(5.5, 8.4, 8.355555555555556)","(10.0, 14.5, 13.833333333333334)","(6.0, 99999, 99990)","(4.8, 5.4, 5.376470588235295)"
15-12-2022 15:33:53.102651,"(2.3, 2.48, 2.4792)","(8.0, 10.5, 10.241176470588236)","(5.5, 8.6, 8.207142857142857)","(10.0, 14.5, 13.884615384615385)","(6.0, 99999, 99990)","(4.8, 5.4, 5.376470588235295)"
15-12-2022 15:33:54.024730,"(2.3, 2.48, 2.479090909090909)","(8.0, 10.5, 10.361538461538462)","(5.5, 8.6, 8.18095238095238)","(10.0, 14.5, 14.3)","(6.0, 99999, 99990)","(4.8, 5.4, 5.376470588235295)"
15-12-2022 15:33:54.858765,"(2.3, 2.48, 2.479090909090909)","(8.0, 10.5, 10.361538461538462)","(5.5, 8.6, 8.128571428571428)","(10.0, 14.5, 14.3)","(6.0, 99999, 99990)","(4.8, 5.4, 5.376470588235295)"
15-12-2022 15:33:55.770750,"(2.3, 2.48, 2.479090909090909)","(8.0, 10.5, 10.361538461538462)","(5.5, 8.6, 8.233333333333333)","(10.0, 14.5, 14.3)","(6.0, 99999, 99990)","(4.8, 5.4, 5.5)"
15-12-2022 15:33:56.679763,"(2.3, 2.48, 2.465)","(8.0, 10.5, 10.3875)","(5.5, 8.6, 8.2625)","(10.0, 14.5, 14.3)","(6.0, 99999, 99990)","(4.8, 5.7, 5.61)"
15-12-2022 15:33:57.601702,"(2.3, 2.48, 2.4791011235955054)","(8.0, 11.0, 10.93)","(5.5, 8.6, 8.24)","(10.0, 14.5, 14.3)","(6.0, 99999, 99990)","(4.8, 5.7, 5.34)"
15-12-2022 15:33:58.517932,"(2.3, 2.56, 2.5482105263157897)","(8.0, 12.0, 11.40909090909091)","(5.5, 8.6, 8.24)","(10.0, 14.5, 14.3)","(6.0, 99999, 99990)","(4.8, 5.7, 5.328571428571428)"
15-12-2022 15:33:59.425296,"(2.3, 2.56, 2.451111111111111)","(8.0, 11.5, 11.4)","(5.5, 8.6, 8.514285714285714)","(10.0, 14.5, 14.3)","(6.0, 99999, 99990)","(4.8, 5.7, 5.325)"
15-12-2022 15:34:00.363105,"(2.3, 2.56, 2.508421052631579)","(8.0, 11.0, 10.6)","(5.5, 8.6, 8.545454545454545)","(10.0, 14.5, 14.3)","(6.0, 99999, 99990)","(4.8, 5.6, 5.325)"
15-12-2022 15:34:01.241375,"(2.3, 2.56, 2.4557446808510637)","(8.0, 11.0, 10.377777777777778)","(5.5, 8.6, 8.545454545454545)","(10.0, 14.5, 14.3)","(6.0, 99999, 99990)","(4.8, 5.6, 5.325)"
15-12-2022 15:34:02.132497,"(2.3, 2.56, 2.4557446808510637)","(8.0, 11.0, 10.200000000000001)","(5.5, 8.6, 8.545454545454545)","(10.0, 14.5, 14.3)","(6.0, 99999, 99990)","(4.8, 5.6, 5.325)"
15-12-2022 15:34:03.032146,"(2.3, 2.56, 2.4557446808510637)","(8.0, 11.0, 10.200000000000001)","(5.5, 8.6, 8.545454545454545)","(10.0, 14.5, 14.3)","(6.0, 99999, 99990)","(4.8, 5.6, 5.325)"
15-12-2022 15:34:03.882235,"(2.3, 2.56, 2.444137931034483)","(8.0, 11.0, 10.040000000000001)","(5.5, 8.6, 8.555555555555555)","(10.0, 14.5, 14.3)","(6.0, 99999, 99990)","(4.8, 5.6, 5.325)"
15-12-2022 15:34:04.729917,"(2.3, 2.56, 2.458181818181818)","(8.0, 11.0, 10.040000000000001)","(5.5, 8.6, 8.555555555555555)","(10.0, 14.5, 14.3)","(6.0, 99999, 99990)","(4.8, 5.6, 5.325)"
15-12-2022 15:34:05.637421,"(2.3, 2.56, 2.458181818181818)","(8.0, 11.0, 10.377777777777778)","(5.5, 8.6, 8.555555555555555)","(10.0, 16.5, 15.979166666666666)","(6.0, 99999, 99990)","(4.8, 5.6, 5.325)"
15-12-2022 15:34:06.544775,"(2.3, 2.56, 2.458181818181818)","(8.0, 11.0, 10.377777777777778)","(5.5, 8.6, 8.555555555555555)","(10.0, 16.5, 15.826923076923077)","(6.0, 99999, 99990)","(4.8, 5.6, 5.35)"
15-12-2022 15:34:07.483692,"(2.3, 2.56, 2.458181818181818)","(8.0, 11.0, 10.377777777777778)","(5.5, 8.6, 8.555555555555555)","(10.0, 16.5, 15.826923076923077)","(6.0, 99999, 99990)","(4.8, 5.6, 5.35)"
15-12-2022 15:34:08.408523,"(2.3, 2.56, 2.455)","(8.0, 11.0, 10.377777777777778)","(5.5, 8.6, 8.555555555555555)","(10.0, 16.5, 15.826923076923077)","(6.0, 99999, 99990)","(4.8, 5.6, 5.35)"
15-12-2022 15:34:09.298925,"(2.3, 2.56, 2.464390243902439)","(8.0, 11.0, 10.377777777777778)","(5.5, 8.6, 8.555555555555555)","(10.0, 16.5, 15.826923076923077)","(6.0, 99999, 99990)","(4.8, 5.6, 5.449999999999999)"
15-12-2022 15:34:10.161650,"(2.3, 2.56, 2.448)","(8.0, 11.0, 10.377777777777778)","(5.5, 8.6, 8.555555555555555)","(10.0, 16.5, 15.826923076923077)","(6.0, 99999, 99990)","(4.8, 5.6, 5.5)"
15-12-2022 15:34:11.008619,"(2.3, 2.54, 2.506666666666667)","(8.0, 11.0, 10.040000000000001)","(5.5, 8.6, 8.555555555555555)","(10.0, 16.5, 14.75)","(6.0, 99999, 99990)","(4.8, 5.6, 5.5)"
15-12-2022 15:34:11.912825,"(2.3, 2.54, 2.465)","(8.0, 11.0, 10.040000000000001)","(5.5, 8.6, 8.555555555555555)","(10.0, 16.5, 14.75)","(6.0, 99999, 99990)","(4.8, 5.6, 5.5)"
15-12-2022 15:34:12.829706,"(2.3, 2.4, 2.371142857142857)","(8.0, 11.0, 10.040000000000001)","(5.5, 8.6, 8.555555555555555)","(10.0, 16.5, 15.166666666666666)","(6.0, 99999, 99990)","(4.8, 5.6, 5.449999999999999)"
15-12-2022 15:34:13.792205,"(2.3, 2.38, 2.36625)","(8.0, 11.0, 10.040000000000001)","(5.5, 8.6, 8.555555555555555)","(10.0, 16.5, 15.333333333333334)","(6.0, 99999, 99990)","(4.8, 5.6, 5.477777777777778)"
15-12-2022 15:34:14.670231,"(2.3, 2.38, 2.36625)","(8.0, 11.0, 10.494736842105263)","(5.5, 9.0, 8.584615384615384)","(10.0, 16.5, 15.625)","(6.0, 99999, 99990)","(4.8, 5.6, 5.463636363636364)"
15-12-2022 15:34:15.532741,"(2.3, 2.36, 2.350322580645161)","(8.0, 11.0, 10.272727272727273)","(5.5, 9.0, 8.754545454545454)","(10.0, 16.5, 15.75)","(6.0, 99999, 99990)","(4.8, 5.6, 5.463636363636364)"
15-12-2022 15:34:16.408751,"(2.3, 2.36, 2.350322580645161)","(8.0, 11.0, 10.272727272727273)","(5.5, 9.0, 8.754545454545454)","(10.0, 16.5, 16.0)","(6.0, 99999, 99990)","(4.8, 5.6, 5.574999999999999)"
15-12-2022 15:34:17.290654,"(2.3, 2.32, 2.3051612903225807)","(8.0, 11.0, 10.68)","(5.5, 9.0, 8.785714285714286)","(10.0, 19.0, 16.0)","(6.0, 99999, 99990)","(4.8, 5.6, 5.5777777777777775)"
15-12-2022 15:34:18.408387,"(2.3, 2.32, 2.304739336492891)","(8.0, 11.5, 10.473684210526315)","(5.5, 9.0, 8.600000000000001)","(10.0, 17.5, 16.25)","(6.0, 99999, 99990)","(4.8, 5.6, 5.484210526315789)"
15-12-2022 15:34:19.334852,"(2.3, 2.32, 2.300522875816993)","(8.0, 11.5, 10.81578947368421)","(5.5, 8.8, 8.600000000000001)","(10.0, 17.5, 16.25)","(6.0, 99999, 99990)","(4.8, 5.6, 5.484210526315789)"
15-12-2022 15:34:20.217794,"(2.3, 2.32, 2.300522875816993)","(8.0, 11.5, 10.9)","(5.5, 8.8, 8.600000000000001)","(10.0, 17.5, 16.91176470588235)","(6.0, 99999, 99990)","(4.8, 5.6, 5.477777777777778)"
15-12-2022 15:34:21.076484,"(2.3, 2.32, 2.3087596899224803)","(8.0, 11.5, 10.7)","(5.5, 8.8, 8.611764705882354)","(10.0, 17.0, 16.5)","(6.0, 99999, 99990)","(4.8, 5.6, 5.477777777777778)"
15-12-2022 15:34:21.923460,"(2.3, 2.36, 2.3528)","(8.0, 11.5, 10.642857142857142)","(5.5, 8.8, 8.611764705882354)","(10.0, 17.0, 16.09090909090909)","(6.0, 99999, 99990)","(4.8, 5.6, 5.477777777777778)"
15-12-2022 15:34:22.870891,"(2.3, 2.36, 2.348888888888889)","(8.0, 11.5, 10.5)","(5.5, 8.8, 8.725)","(10.0, 17.0, 16.09090909090909)","(6.0, 99999, 99990)","(4.8, 5.6, 5.477777777777778)"
15-12-2022 15:34:23.776439,"(2.3, 2.3, 2.2859999999999996)","(8.0, 11.5, 10.552631578947368)","(5.5, 9.2, 8.822222222222221)","(10.0, 16.5, 16.125)","(6.0, 99999, 99990)","(4.8, 5.6, 5.574999999999999)"
15-12-2022 15:34:24.851411,"(2.3, 2.3, 2.2542857142857144)","(8.0, 11.5, 10.3)","(5.5, 9.2, 8.835714285714285)","(10.0, 16.5, 16.375)","(6.0, 99999, 99990)","(4.8, 5.6, 5.516666666666667)"
15-12-2022 15:34:25.809708,"(2.3, 2.3, 2.2542857142857144)","(8.0, 11.5, 10.61304347826087)","(5.5, 9.2, 8.835714285714285)","(10.0, 18.0, 17.0)","(6.0, 99999, 99990)","(4.8, 5.6, 5.516666666666667)"
15-12-2022 15:34:26.772580,"(2.3, 2.3, 2.2511111111111113)","(8.0, 11.5, 10.9)","(5.5, 9.2, 8.863999999999999)","(10.0, 18.0, 16.857142857142858)","(6.0, 99999, 99990)","(4.8, 5.6, 5.516666666666667)"
15-12-2022 15:34:27.673291,"(2.3, 2.3, 2.2524324324324323)","(8.0, 11.5, 10.625)","(5.5, 9.2, 8.863999999999999)","(10.0, 18.0, 16.857142857142858)","(6.0, 99999, 99990)","(4.8, 5.6, 5.516666666666667)"
