,Field Regiment,Mishani Conman,Nic Me Some,Ascot Express,Alert And Ready,Ginger Rock
15-12-2022 15:34:28.564326,"(2.3, 2.34, 2.260689655172414)","(8.0, 11.5, 10.625)","(5.5, 9.2, 8.863999999999999)","(10.0, 18.0, 17.333333333333332)","(6.0, 99999, 99990)","(4.8, 5.6, 5.516666666666667)"
15-12-2022 15:34:29.422286,"(2.3, 2.34, 2.265)","(8.0, 11.5, 10.625)","(5.5, 9.2, 8.9375)","(10.0, 17.5, 17.2)","(6.0, 99999, 99990)","(4.8, 5.6, 5.516666666666667)"
15-12-2022 15:34:30.261792,"(2.3, 2.34, 2.281304347826087)","(8.0, 11.5, 10.625)","(5.5, 9.2, 8.9375)","(10.0, 17.5, 17.2)","(6.0, 99999, 99990)","(4.8, 5.6, 5.516666666666667)"
15-12-2022 15:34:31.144480,"(2.3, 2.34, 2.2930434782608695)","(8.0, 11.5, 10.625)","(5.5, 9.2, 8.9375)","(10.0, 17.5, 17.2)","(6.0, 99999, 99990)","(4.8, 5.6, 5.516666666666667)"
15-12-2022 15:34:32.055436,"(2.3, 2.34, 2.2930434782608695)","(8.5, 11.5, 10.625)","(6.0, 9.2, 8.674999999999999)","(10.0, 17.5, 17.071428571428573)","(6.0, 99999, 99990)","(4.8, 5.6, 5.516666666666667)"
15-12-2022 15:34:33.209241,"(2.3, 2.32, 2.2948148148148144)","(8.5, 11.0, 10.555555555555555)","(6.0, 9.0, 8.661538461538461)","(10.0, 18.0, 17.77777777777778)","(6.0, 99999, 99990)","(4.8, 5.6, 5.516666666666667)"
15-12-2022 15:34:34.146318,"(2.3, 2.32, 2.2948148148148144)","(8.5, 11.0, 10.555555555555555)","(6.0, 9.0, 8.661538461538461)","(10.0, 18.0, 17.77777777777778)","(6.0, 99999, 99990)","(4.8, 5.6, 5.516666666666667)"
15-12-2022 15:34:35.023091,"(2.3, 2.3, 2.2817094017094015)","(8.5, 11.5, 10.882352941176471)","(6.0, 9.0, 8.685714285714285)","(10.0, 18.0, 17.77777777777778)","(6.0, 99999, 99990)","(4.8, 5.6, 5.516666666666667)"
15-12-2022 15:34:35.989583,"(2.3, 2.3, 2.265194805194805)","(8.5, 11.5, 10.882352941176471)","(6.0, 9.0, 8.736)","(10.0, 18.0, 17.2)","(6.0, 99999, 99990)","(4.8, 5.6, 5.516666666666667)"
15-12-2022 15:34:37.029250,"(2.3, 2.3, 2.265194805194805)","(8.5, 11.5, 11.0)","(6.0, 9.0, 8.96)","(10.0, 17.5, 17.25)","(6.0, 99999, 99990)","(4.8, 5.6, 5.463636363636364)"
15-12-2022 15:34:38.016088,"(2.25, 2.3, 2.2854347826086956)","(8.5, 11.5, 11.022727272727273)","(6.0, 9.0, 8.96)","(10.0, 17.5, 17.25)","(6.0, 99999, 99990)","(4.8, 5.5, 5.457142857142857)"
15-12-2022 15:34:38.995845,"(2.25, 2.3, 2.2854347826086956)","(8.5, 11.5, 11.0)","(6.0, 9.0, 8.95)","(10.0, 17.5, 17.3125)","(6.0, 99999, 99990)","(4.8, 5.6, 5.44)"
15-12-2022 15:34:40.011301,"(2.25, 2.34, 2.3129411764705883)","(8.5, 11.5, 10.882352941176471)","(6.0, 9.0, 8.95)","(10.0, 17.5, 17.342105263157894)","(6.0, 99999, 99990)","(4.8, 5.6, 5.44)"
15-12-2022 15:34:41.041288,"(2.25, 2.34, 2.3129411764705883)","(8.5, 11.5, 11.0)","(6.0, 9.0, 8.842105263157896)","(10.0, 17.5, 17.342105263157894)","(6.0, 99999, 99990)","(4.8, 5.6, 5.457142857142857)"
15-12-2022 15:34:41.941260,"(2.25, 2.34, 2.331785714285714)","(8.5, 11.5, 11.0)","(6.0, 8.8, 8.657142857142858)","(10.0, 17.5, 17.3)","(6.0, 99999, 99990)","(4.8, 5.6, 5.62)"
15-12-2022 15:34:42.906973,"(2.25, 2.34, 2.331785714285714)","(8.5, 11.5, 11.0)","(6.0, 8.8, 8.624)","(10.0, 18.0, 17.36842105263158)","(6.0, 99999, 99990)","(4.8, 5.7, 5.578048780487805)"
15-12-2022 15:34:43.762434,"(2.25, 2.34, 2.325625)","(8.5, 11.5, 11.0)","(6.0, 8.8, 8.624)","(10.0, 18.0, 17.181818181818183)","(6.0, 99999, 99990)","(4.8, 5.7, 5.578048780487805)"
15-12-2022 15:34:44.684101,"(2.25, 2.34, 2.328181818181818)","(8.5, 11.5, 11.0)","(6.0, 8.8, 8.624)","(10.0, 17.5, 17.342105263157894)","(6.0, 99999, 99990)","(4.8, 5.7, 5.586363636363637)"
15-12-2022 15:34:45.633830,"(2.25, 2.34, 2.325945945945946)","(8.5, 11.5, 11.0)","(6.0, 8.8, 8.624)","(10.0, 17.5, 17.342105263157894)","(6.0, 99999, 99990)","(4.8, 5.7, 5.552941176470588)"
15-12-2022 15:34:46.596581,"(2.25, 2.34, 2.325945945945946)","(8.5, 11.5, 11.0)","(6.0, 8.8, 8.624)","(10.0, 17.5, 17.342105263157894)","(6.0, 99999, 99990)","(4.8, 5.7, 5.586363636363637)"
15-12-2022 15:34:47.585872,"(2.25, 2.34, 2.325945945945946)","(8.5, 11.5, 11.0)","(6.0, 8.8, 8.648275862068965)","(10.0, 17.5, 17.342105263157894)","(6.0, 99999, 99990)","(4.8, 5.7, 5.586363636363637)"
15-12-2022 15:34:48.518977,"(2.25, 2.34, 2.2942857142857145)","(8.5, 11.5, 11.304347826086957)","(6.0, 8.8, 8.778947368421054)","(10.0, 18.0, 17.615384615384617)","(6.0, 99999, 99990)","(4.8, 5.7, 5.392307692307692)"
15-12-2022 15:34:49.413142,"(2.25, 2.34, 2.278461538461538)","(8.5, 11.5, 11.153846153846153)","(6.0, 8.8, 8.778947368421054)","(10.0, 18.0, 16.928571428571427)","(6.0, 99999, 99990)","(4.8, 5.7, 5.357142857142857)"
15-12-2022 15:34:50.342775,"(2.25, 2.34, 2.294285714285714)","(8.5, 11.5, 11.153846153846153)","(6.0, 8.8, 8.778947368421054)","(10.0, 18.0, 16.928571428571427)","(6.0, 99999, 99990)","(4.8, 5.7, 5.357142857142857)"
15-12-2022 15:34:51.219598,"(2.25, 2.34, 2.32)","(8.5, 11.5, 11.153846153846153)","(6.0, 8.8, 8.778947368421054)","(10.0, 18.0, 16.928571428571427)","(6.0, 99999, 99990)","(4.8, 5.7, 5.4)"
15-12-2022 15:34:52.085765,"(2.25, 2.3, 2.265687203791469)","(8.5, 11.5, 11.178571428571429)","(6.0, 8.8, 8.778947368421054)","(10.0, 18.0, 16.928571428571427)","(6.0, 99999, 99990)","(4.8, 5.7, 5.566666666666666)"
15-12-2022 15:34:52.989745,"(2.25, 2.3, 2.289950248756219)","(8.5, 11.5, 11.178571428571429)","(6.0, 8.8, 8.778947368421054)","(10.0, 18.0, 16.928571428571427)","(6.0, 99999, 99990)","(4.8, 5.7, 5.566666666666666)"
15-12-2022 15:34:54.295593,"(2.25, 2.3, 2.299753086419753)","(8.5, 11.5, 11.153846153846153)","(6.0, 8.8, 8.778947368421054)","(10.0, 18.0, 16.928571428571427)","(6.0, 99999, 99990)","(4.8, 5.7, 5.412)"
15-12-2022 15:34:55.294981,"(2.25, 2.3, 2.299753086419753)","(8.5, 11.5, 11.153846153846153)","(6.0, 8.8, 8.778947368421054)","(10.0, 18.0, 16.928571428571427)","(6.0, 99999, 99990)","(4.8, 5.7, 5.557142857142857)"
15-12-2022 15:34:56.301395,"(2.25, 2.28, 2.2605025125628138)","(8.5, 11.5, 11.189655172413794)","(6.0, 9.0, 8.822222222222223)","(10.0, 17.5, 16.954545454545453)","(6.0, 99999, 99990)","(4.8, 5.7, 5.766666666666667)"
15-12-2022 15:34:57.475060,"(2.2, 2.28, 2.2605319148936167)","(8.5, 12.5, 11.041666666666666)","(6.0, 9.2, 8.307692307692308)","(10.0, 19.0, 17.81578947368421)","(6.0, 99999, 99990)","(4.8, 5.8, 5.866666666666667)"
15-12-2022 15:34:58.624468,"(2.2, 2.26, 2.237391304347826)","(8.5, 12.0, 11.357142857142858)","(6.0, 9.0, 8.575)","(10.0, 19.0, 18.071428571428573)","(6.0, 99999, 99990)","(4.8, 5.9, 5.876923076923077)"
15-12-2022 15:34:59.541691,"(2.2, 2.26, 2.2244444444444444)","(8.5, 12.0, 11.289473684210526)","(6.0, 8.8, 8.575)","(10.0, 18.5, 18.071428571428573)","(6.0, 99999, 99990)","(4.8, 5.9, 5.876923076923077)"
15-12-2022 15:35:00.612893,"(2.2, 2.26, 2.2244444444444444)","(8.5, 12.0, 11.325)","(6.0, 8.8, 8.628571428571428)","(10.0, 18.5, 18.071428571428573)","(6.0, 99999, 99990)","(4.8, 5.9, 5.876923076923077)"
15-12-2022 15:35:01.699291,"(2.2, 2.24, 2.2150000000000003)","(8.5, 12.0, 11.25)","(6.0, 8.8, 8.600000000000001)","(10.0, 18.5, 17.954545454545453)","(6.0, 99999, 99990)","(4.8, 5.9, 5.875)"
15-12-2022 15:35:02.965225,"(2.2, 2.24, 2.218947368421053)","(8.5, 12.0, 11.107142857142858)","(6.0, 8.8, 8.600000000000001)","(10.0, 20.0, 19.136363636363637)","(6.0, 99999, 99990)","(4.8, 5.9, 5.875)"
15-12-2022 15:35:04.027620,"(2.2, 2.24, 2.222857142857143)","(8.5, 11.5, 11.15625)","(6.0, 8.8, 8.461538461538462)","(10.0, 19.5, 18.166666666666668)","(6.0, 99999, 99990)","(4.8, 5.9, 5.875)"
15-12-2022 15:35:05.035736,"(2.2, 2.24, 2.21873417721519)","(8.5, 11.5, 11.15625)","(6.0, 8.8, 8.461538461538462)","(10.0, 19.5, 18.166666666666668)","(6.0, 99999, 99990)","(4.8, 5.9, 5.871428571428572)"
15-12-2022 15:35:05.966869,"(2.2, 2.24, 2.21873417721519)","(8.5, 11.5, 11.15625)","(6.0, 8.8, 8.461538461538462)","(10.0, 19.5, 18.166666666666668)","(6.0, 99999, 99990)","(4.8, 5.9, 5.884615384615385)"
15-12-2022 15:35:06.835341,"(2.2, 2.22, 2.2174358974358976)","(8.5, 11.5, 11.15625)","(6.0, 8.8, 8.485714285714286)","(10.0, 19.0, 18.0)","(6.0, 99999, 99990)","(4.8, 5.9, 5.881818181818182)"
15-12-2022 15:35:07.791696,"(2.2, 2.24, 2.2314285714285718)","(8.5, 11.5, 11.15625)","(6.0, 8.8, 8.461538461538462)","(10.0, 19.0, 18.0625)","(6.0, 99999, 99990)","(4.8, 5.9, 5.88)"
15-12-2022 15:35:08.851652,"(2.2, 2.26, 2.221797752808989)","(8.5, 11.5, 10.4)","(6.0, 8.8, 8.506666666666668)","(10.0, 19.0, 18.375)","(6.0, 99999, 99990)","(4.8, 6.0, 5.866666666666667)"
15-12-2022 15:35:09.975441,"(2.2, 2.28, 2.221762854144806)","(8.5, 11.0, 10.421052631578947)","(6.0, 8.8, 8.72)","(10.0, 19.0, 19.41304347826087)","(6.0, 99999, 99990)","(4.8, 6.0, 5.866666666666667)"
15-12-2022 15:35:11.001023,"(2.2, 2.28, 2.240470085470086)","(8.5, 11.0, 10.210526315789474)","(6.0, 8.8, 8.72)","(10.0, 19.5, 19.41304347826087)","(6.0, 99999, 99990)","(4.8, 6.0, 5.866666666666667)"
15-12-2022 15:35:11.948288,"(2.2, 2.28, 2.2445593869731804)","(8.5, 11.0, 10.210526315789474)","(6.0, 8.8, 8.72)","(10.0, 20.0, 19.678571428571427)","(6.0, 99999, 99990)","(4.8, 6.0, 5.866666666666667)"
15-12-2022 15:35:12.886047,"(2.15, 2.28, 2.243654223968566)","(8.5, 11.0, 10.444444444444445)","(6.0, 8.8, 8.72)","(10.0, 21.0, 20.586206896551722)","(6.0, 99999, 99990)","(4.8, 6.0, 5.85)"
15-12-2022 15:35:13.903489,"(2.15, 2.26, 2.22989010989011)","(8.5, 11.0, 10.444444444444445)","(6.0, 8.8, 8.72)","(10.0, 21.0, 20.916666666666668)","(6.0, 99999, 99990)","(4.8, 6.0, 5.866666666666667)"
15-12-2022 15:35:14.869339,"(2.15, 2.26, 2.2280239520958083)","(8.5, 11.0, 10.444444444444445)","(6.0, 8.8, 8.766666666666667)","(10.0, 21.0, 20.925925925925927)","(6.0, 99999, 99990)","(4.8, 6.0, 5.609125475285171)"
15-12-2022 15:35:15.905751,"(2.15, 2.24, 2.223724137931035)","(8.5, 11.0, 10.8125)","(6.0, 9.0, 8.7)","(10.0, 21.0, 20.884615384615383)","(6.0, 99999, 99990)","(4.8, 5.7, 5.609125475285171)"
15-12-2022 15:35:16.867053,"(2.15, 2.24, 2.222074074074074)","(8.5, 12.0, 10.72340425531915)","(6.0, 9.6, 9.56)","(10.0, 21.0, 20.785714285714285)","(6.0, 99999, 99990)","(4.8, 5.7, 5.608604206500956)"
15-12-2022 15:35:17.777683,"(2.15, 2.24, 2.222058823529412)","(8.5, 11.5, 11.11111111111111)","(6.0, 9.6, 9.394594594594594)","(10.0, 21.0, 20.785714285714285)","(6.0, 99999, 99990)","(4.8, 5.7, 5.608604206500956)"
15-12-2022 15:35:18.923611,"(2.1, 2.24, 2.227777777777778)","(8.5, 11.5, 10.967741935483872)","(7.0, 9.8, 9.610000000000001)","(10.0, 21.0, 20.785714285714285)","(6.0, 99999, 99990)","(5.5, 5.7, 5.5048979591836735)"
15-12-2022 15:35:19.862275,"(2.1, 2.24, 2.227777777777778)","(8.5, 11.5, 10.967741935483872)","(7.0, 9.8, 9.65)","(10.0, 21.0, 20.785714285714285)","(6.0, 99999, 99990)","(5.5, 5.7, 5.5048979591836735)"
15-12-2022 15:35:20.767746,"(2.1, 2.24, 2.2273684210526317)","(8.5, 11.5, 10.967741935483872)","(7.0, 9.8, 9.783333333333333)","(10.0, 21.0, 20.785714285714285)","(6.0, 99999, 99990)","(5.5, 5.7, 5.500417536534447)"
15-12-2022 15:35:21.710353,"(2.1, 2.26, 2.226274509803922)","(9.0, 11.5, 10.75)","(7.0, 9.8, 9.764705882352942)","(11.0, 21.0, 20.785714285714285)","(6.0, 99999, 99990)","(5.5, 5.7, 5.500417536534447)"
15-12-2022 15:35:22.843056,"(2.1, 2.26, 2.2300840336134455)","(9.0, 11.5, 10.75)","(7.0, 9.8, 9.776470588235295)","(11.0, 21.0, 20.785714285714285)","(6.0, 99999, 99990)","(5.5, 5.7, 5.500417536534447)"
15-12-2022 15:35:23.919964,"(2.1, 2.24, 2.2027822580645164)","(9.0, 11.5, 10.75)","(7.0, 10.0, 9.787755102040816)","(11.0, 21.0, 20.785714285714285)","(6.0, 99999, 99990)","(5.5, 5.7, 5.500417536534447)"
15-12-2022 15:35:24.955720,"(2.1, 2.24, 2.203094170403588)","(9.0, 11.5, 10.75)","(7.0, 10.0, 9.787755102040816)","(11.0, 22.0, 20.285714285714285)","(6.0, 99999, 99990)","(5.5, 5.7, 5.500417536534447)"
15-12-2022 15:35:25.910787,"(2.1, 2.24, 2.203009814612868)","(9.0, 11.5, 10.75)","(7.0, 10.0, 9.702857142857143)","(11.0, 22.0, 20.46153846153846)","(6.0, 99999, 99990)","(5.5, 5.7, 5.500417536534447)"
15-12-2022 15:35:26.816163,"(2.1, 2.24, 2.2023946784922397)","(9.0, 11.5, 10.173076923076923)","(7.0, 10.0, 9.702857142857143)","(11.0, 22.0, 20.46153846153846)","(6.0, 99999, 99990)","(5.5, 5.7, 5.500417536534447)"
15-12-2022 15:35:27.808632,"(2.1, 2.24, 2.2023946784922397)","(9.0, 11.5, 10.173076923076923)","(7.0, 9.8, 9.7)","(11.0, 22.0, 20.823529411764707)","(6.0, 99999, 99990)","(5.5, 5.7, 5.500417536534447)"
15-12-2022 15:35:28.841959,"(2.1, 2.24, 2.205940212150434)","(9.0, 11.5, 10.173076923076923)","(7.0, 9.8, 9.7)","(11.0, 21.0, 20.823529411764707)","(6.0, 99999, 99990)","(5.5, 5.7, 5.500435729847495)"
15-12-2022 15:35:29.884639,"(2.1, 2.24, 2.205940212150434)","(9.0, 11.0, 10.333333333333334)","(7.0, 9.8, 9.7)","(11.0, 21.0, 20.823529411764707)","(6.0, 99999, 99990)","(5.5, 5.7, 5.500435729847495)"
15-12-2022 15:35:30.819198,"(2.1, 2.24, 2.206015625)","(9.0, 11.0, 10.23076923076923)","(7.0, 9.8, 9.7)","(11.0, 22.0, 20.46153846153846)","(6.0, 99999, 99990)","(5.5, 5.7, 5.500435729847495)"
15-12-2022 15:35:31.715641,"(2.1, 2.24, 2.206015625)","(9.0, 11.0, 10.166666666666666)","(7.0, 9.8, 9.65925925925926)","(11.0, 22.0, 20.46153846153846)","(6.0, 99999, 99990)","(5.5, 5.7, 5.517307692307693)"
15-12-2022 15:35:32.671806,"(2.1, 2.24, 2.223643410852713)","(9.0, 11.0, 10.166666666666666)","(7.0, 9.8, 9.65925925925926)","(11.0, 22.0, 20.258064516129032)","(6.0, 99999, 99990)","(5.5, 5.7, 5.517307692307693)"
15-12-2022 15:35:33.640872,"(2.1, 2.24, 2.222709677419355)","(9.0, 11.0, 10.23076923076923)","(7.0, 9.8, 9.65925925925926)","(11.0, 22.0, 20.296296296296298)","(6.0, 99999, 99990)","(5.5, 5.7, 5.5204545454545455)"
15-12-2022 15:35:34.644945,"(2.1, 2.24, 2.222709677419355)","(9.0, 11.0, 10.23076923076923)","(7.0, 9.8, 9.68421052631579)","(11.0, 22.0, 20.296296296296298)","(6.0, 99999, 99990)","(5.5, 5.7, 5.5204545454545455)"
15-12-2022 15:35:35.632018,"(2.1, 2.24, 2.2251111111111115)","(9.0, 11.0, 10.23076923076923)","(7.0, 9.8, 9.68421052631579)","(11.0, 22.0, 20.296296296296298)","(6.0, 99999, 99990)","(5.5, 5.7, 5.5204545454545455)"
15-12-2022 15:35:36.554166,"(2.1, 2.24, 2.2251111111111115)","(9.0, 11.0, 10.23076923076923)","(7.0, 9.8, 9.733333333333334)","(11.0, 22.0, 20.296296296296298)","(6.0, 99999, 99990)","(5.5, 5.7, 5.5204545454545455)"
15-12-2022 15:35:37.681411,"(2.1, 2.24, 2.2251111111111115)","(9.0, 11.0, 10.23076923076923)","(7.0, 9.8, 9.725714285714286)","(11.0, 22.0, 20.296296296296298)","(6.0, 99999, 99990)","(5.5, 5.7, 5.5204545454545455)"
15-12-2022 15:35:38.654437,"(2.1, 2.24, 2.2251111111111115)","(9.0, 11.0, 10.23076923076923)","(7.0, 9.8, 9.75)","(11.0, 22.0, 20.296296296296298)","(6.0, 99999, 99990)","(5.5, 5.7, 5.5204545454545455)"
15-12-2022 15:35:39.723267,"(2.1, 2.24, 2.2239423076923077)","(9.0, 11.0, 10.23076923076923)","(7.0, 10.0, 9.814285714285715)","(11.0, 22.0, 20.258064516129032)","(6.0, 99999, 99990)","(5.5, 5.6, 5.511111111111111)"
15-12-2022 15:35:40.634984,"(2.1, 2.24, 2.2237614678899082)","(8.5, 11.0, 10.23076923076923)","(7.5, 10.0, 9.814285714285715)","(11.0, 22.0, 20.457142857142856)","(6.0, 99999, 99990)","(5.0, 5.6, 5.8090909090909095)"
15-12-2022 15:35:41.634903,"(2.1, 2.18, 2.1671641791044776)","(8.5, 11.0, 10.23076923076923)","(7.5, 10.5, 10.48076923076923)","(11.0, 22.0, 20.685714285714287)","(6.0, 99999, 99990)","(5.0, 5.9, 5.752173913043478)"
15-12-2022 15:35:42.795114,"(2.1, 2.18, 2.167700348432056)","(8.5, 11.0, 10.545454545454545)","(7.5, 10.5, 10.69047619047619)","(11.0, 22.0, 20.685714285714287)","(6.0, 99999, 99990)","(5.0, 5.9, 5.752173913043478)"
15-12-2022 15:35:43.909707,"(2.1, 2.18, 2.1663442940038684)","(8.5, 11.0, 10.545454545454545)","(7.5, 11.0, 10.69047619047619)","(11.0, 22.0, 20.647058823529413)","(6.0, 99999, 99990)","(5.0, 5.9, 5.752173913043478)"
15-12-2022 15:35:44.993780,"(2.1, 2.18, 2.1663442940038684)","(8.5, 11.0, 10.545454545454545)","(7.5, 11.0, 10.69047619047619)","(11.0, 22.0, 20.647058823529413)","(6.0, 99999, 99990)","(5.0, 5.9, 5.752173913043478)"
15-12-2022 15:35:46.049157,"(2.1, 2.18, 2.1663442940038684)","(8.5, 11.0, 10.545454545454545)","(7.5, 11.0, 10.69047619047619)","(11.0, 22.0, 20.647058823529413)","(6.0, 99999, 99990)","(5.0, 5.9, 5.752173913043478)"
15-12-2022 15:35:47.107032,"(2.1, 2.18, 2.1564935064935065)","(8.5, 11.0, 10.545454545454545)","(7.5, 11.0, 10.69047619047619)","(11.0, 22.0, 20.647058823529413)","(6.0, 99999, 99990)","(5.0, 5.9, 5.752173913043478)"
15-12-2022 15:35:48.159694,"(2.1, 2.18, 2.161047120418848)","(8.5, 11.0, 10.545454545454545)","(7.5, 11.0, 10.852941176470589)","(11.0, 22.0, 20.789473684210527)","(6.0, 99999, 99990)","(5.0, 5.9, 5.725641025641026)"
15-12-2022 15:35:49.219992,"(2.1, 2.2, 2.1996907216494845)","(8.5, 11.0, 10.545454545454545)","(7.5, 11.0, 11.175675675675675)","(11.0, 22.0, 20.57894736842105)","(6.0, 99999, 99990)","(5.0, 5.9, 5.7)"
15-12-2022 15:35:50.343982,"(2.1, 2.2, 2.1995153473344105)","(8.5, 11.0, 10.545454545454545)","(7.5, 11.5, 10.939024390243903)","(11.0, 22.0, 20.6875)","(6.0, 99999, 99990)","(5.0, 5.8, 5.6938775510204085)"
15-12-2022 15:35:51.267419,"(2.1, 2.2, 2.1994423791821562)","(8.5, 11.0, 10.526315789473685)","(7.5, 11.5, 10.939024390243903)","(11.0, 22.0, 20.6875)","(6.0, 99999, 99990)","(5.0, 5.8, 5.6938775510204085)"
15-12-2022 15:35:52.305397,"(2.1, 2.2, 2.1901176470588237)","(8.5, 11.0, 10.526315789473685)","(7.5, 11.0, 11.313953488372093)","(11.0, 22.0, 20.75862068965517)","(6.0, 99999, 99990)","(5.0, 5.8, 5.45)"
15-12-2022 15:35:53.571430,"(2.1, 2.2, 2.1901418439716314)","(8.5, 11.0, 10.526315789473685)","(7.5, 11.5, 11.313953488372093)","(11.0, 22.0, 20.90909090909091)","(6.0, 99999, 99990)","(5.0, 5.5, 5.449315068493151)"
15-12-2022 15:35:54.709250,"(2.1, 2.2, 2.1901418439716314)","(8.5, 11.0, 10.526315789473685)","(7.5, 11.5, 11.375)","(11.0, 22.0, 20.90909090909091)","(6.0, 99999, 99990)","(5.0, 5.5, 5.440322580645161)"
15-12-2022 15:35:55.774476,"(2.1, 2.2, 2.1901418439716314)","(8.5, 11.0, 10.526315789473685)","(7.5, 11.5, 11.0625)","(11.0, 22.0, 20.75862068965517)","(6.0, 99999, 99990)","(5.0, 5.5, 5.5285714285714285)"
15-12-2022 15:35:56.710093,"(2.1, 2.2, 2.1901418439716314)","(8.5, 11.0, 10.903743315508022)","(7.5, 11.5, 11.0625)","(11.0, 22.0, 20.666666666666668)","(6.0, 99999, 99990)","(5.0, 5.7, 5.5137931034482754)"
15-12-2022 15:35:57.652046,"(2.1, 2.2, 2.188820375335121)","(8.5, 11.0, 10.880208333333334)","(7.5, 11.5, 11.041666666666666)","(11.0, 22.0, 20.482758620689655)","(6.0, 99999, 99990)","(5.0, 5.7, 5.5137931034482754)"
15-12-2022 15:35:58.639594,"(2.1, 2.2, 2.1889402173913046)","(8.5, 11.0, 10.880208333333334)","(7.5, 11.5, 11.041666666666666)","(11.0, 22.0, 20.482758620689655)","(6.0, 99999, 99990)","(5.0, 5.7, 5.5137931034482754)"
15-12-2022 15:35:59.549156,"(2.1, 2.2, 2.180810810810811)","(8.5, 11.0, 10.880208333333334)","(7.5, 11.5, 11.041666666666666)","(11.0, 22.0, 20.482758620689655)","(6.0, 99999, 99990)","(5.0, 5.7, 5.5137931034482754)"
15-12-2022 15:36:00.459894,"(2.1, 2.2, 2.1808333333333336)","(8.5, 11.0, 10.880208333333334)","(7.5, 11.5, 11.041666666666666)","(11.0, 22.0, 20.482758620689655)","(6.0, 99999, 99990)","(5.0, 5.7, 5.559574468085106)"
15-12-2022 15:36:01.419521,"(2.05, 2.2, 2.1808333333333336)","(8.5, 11.0, 10.918478260869565)","(7.5, 11.5, 11.041666666666666)","(11.0, 22.0, 20.482758620689655)","(6.0, 99999, 99990)","(5.0, 5.7, 5.592307692307693)"
15-12-2022 15:36:02.393538,"(2.05, 2.2, 2.1808333333333336)","(8.5, 11.0, 10.918478260869565)","(7.5, 11.5, 11.041666666666666)","(11.0, 22.0, 20.482758620689655)","(6.0, 99999, 99990)","(5.0, 5.7, 5.6000000000000005)"
15-12-2022 15:36:03.460072,"(2.05, 2.2, 2.180779944289694)","(8.5, 11.0, 10.918478260869565)","(7.5, 11.5, 11.055555555555555)","(11.0, 22.0, 20.482758620689655)","(6.0, 99999, 99990)","(5.0, 5.7, 5.5423728813559325)"
15-12-2022 15:36:04.454588,"(2.0, 2.2, 2.180779944289694)","(8.5, 11.0, 10.918478260869565)","(7.5, 11.5, 11.055555555555555)","(11.0, 22.0, 20.482758620689655)","(6.0, 99999, 99990)","(5.0, 5.7, 5.51830985915493)"
15-12-2022 15:36:05.410102,"(2.0, 2.2, 2.180779944289694)","(8.5, 11.0, 10.918032786885245)","(7.5, 11.5, 11.055555555555555)","(11.0, 22.0, 20.428571428571427)","(6.0, 99999, 99990)","(5.0, 5.7, 5.477586206896552)"
15-12-2022 15:36:06.296688,"(2.0, 2.2, 2.180779944289694)","(8.5, 11.0, 10.918032786885245)","(7.5, 11.5, 10.840425531914894)","(11.0, 22.0, 20.428571428571427)","(6.0, 99999, 99990)","(5.0, 5.7, 5.5280000000000005)"
15-12-2022 15:36:07.290302,"(2.0, 2.2, 2.180779944289694)","(8.5, 11.0, 10.918032786885245)","(7.5, 11.5, 10.840425531914894)","(11.0, 22.0, 20.428571428571427)","(6.0, 99999, 99990)","(5.0, 5.7, 5.5280000000000005)"
15-12-2022 15:36:08.252162,"(2.0, 2.2, 2.180779944289694)","(8.5, 11.0, 10.918032786885245)","(7.5, 11.5, 10.840425531914894)","(11.0, 22.0, 20.428571428571427)","(6.0, 99999, 99990)","(5.0, 5.7, 5.532467532467533)"
15-12-2022 15:36:09.229976,"(2.0, 2.2, 2.1632000000000002)","(8.5, 11.0, 10.918032786885245)","(7.5, 11.5, 10.840425531914894)","(11.0, 22.0, 20.428571428571427)","(6.0, 99999, 99990)","(5.0, 5.7, 5.532467532467533)"
15-12-2022 15:36:10.177522,"(2.0, 2.2, 2.1632000000000002)","(8.5, 11.0, 10.918032786885245)","(7.5, 11.5, 10.88)","(11.0, 22.0, 20.428571428571427)","(6.0, 99999, 99990)","(5.0, 5.7, 5.520833333333333)"
15-12-2022 15:36:11.053089,"(2.0, 2.2, 2.1648854961832065)","(8.5, 11.0, 10.918032786885245)","(7.5, 11.0, 10.672413793103448)","(11.0, 22.0, 20.428571428571427)","(6.0, 99999, 99990)","(5.0, 5.7, 5.520833333333333)"
15-12-2022 15:36:12.029424,"(2.0, 2.18, 2.173150684931507)","(8.5, 11.0, 10.918032786885245)","(7.5, 11.0, 10.606382978723405)","(11.0, 22.0, 20.428571428571427)","(6.0, 99999, 99990)","(5.0, 5.7, 5.526315789473684)"
15-12-2022 15:36:12.942313,"(2.0, 2.18, 2.170909090909091)","(8.5, 11.0, 10.918032786885245)","(7.5, 11.0, 10.606382978723405)","(11.0, 22.0, 20.428571428571427)","(6.0, 99999, 99990)","(5.0, 5.7, 5.526315789473684)"
15-12-2022 15:36:13.884385,"(2.0, 2.18, 2.17)","(8.5, 11.0, 10.918032786885245)","(7.5, 11.0, 10.606382978723405)","(11.0, 22.0, 20.428571428571427)","(6.0, 99999, 99990)","(5.0, 5.7, 5.573684210526316)"
