,Dollar Signs,Brightly Staring,Aston Esme,Arkansas,All Inn Ryder,Black Tuxedo
08-01-2023 17:41:21.380506,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.2176470588235295)","(21.0, 130.0, 102.5)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:22.592378,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.2176470588235295)","(21.0, 130.0, 102.5)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:23.683181,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.2176470588235295)","(21.0, 130.0, 102.5)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:24.834258,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.2176470588235295)","(21.0, 130.0, 102.5)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:25.970731,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.2176470588235295)","(21.0, 130.0, 100.0)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:27.084252,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.2176470588235295)","(21.0, 130.0, 100.0)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:28.235081,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.2176470588235295)","(21.0, 130.0, 100.0)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:29.311264,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.2176470588235295)","(21.0, 130.0, 100.0)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:30.407375,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.2176470588235295)","(21.0, 130.0, 100.0)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:31.623010,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 130.0, 87.5)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:32.760361,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 140.0, 95.0)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:33.869600,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:35.136096,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:36.176981,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:37.497108,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:38.543408,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:39.600170,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:40.781336,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:41.873753,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:42.965197,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:44.080018,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:45.191323,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:46.235057,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:47.285638,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 140.0, 100.0)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:48.253133,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 130.0, 100.0)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:49.247607,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 130.0, 100.0)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:50.326427,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 130.0, 100.0)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:51.305325,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 130.0, 100.0)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:52.374117,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 130.0, 100.0)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:53.498304,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 130.0, 100.0)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:54.548997,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 130.0, 100.0)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:55.540450,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 130.0, 100.0)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:56.601134,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 130.0, 100.0)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:57.635881,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 130.0, 100.0)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:58.921900,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 130.0, 100.0)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:41:59.987957,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 52.5)","(4.2, 5.5, 5.233333333333333)","(21.0, 130.0, 100.0)","(2.9, 3.7, 3.6612903225806455)"
08-01-2023 17:42:01.002493,"(2.0, 2.3, 2.275)","(13.0, 20.0, 18.25)","(16.0, 65.0, 51.36363636363637)","(4.2, 5.5, 5.25)","(21.0, 130.0, 100.0)","(2.9, 3.7, 3.666666666666667)"
08-01-2023 17:42:02.081074,"(2.0, 2.3, 2.264864864864865)","(13.0, 20.0, 19.3)","(16.0, 65.0, 52.5)","(4.2, 5.4, 5.171428571428571)","(21.0, 130.0, 87.5)","(2.9, 3.7, 3.666666666666667)"
08-01-2023 17:42:03.255421,"(2.0, 2.3, 2.264864864864865)","(13.0, 20.0, 18.136363636363637)","(16.0, 65.0, 58.611111111111114)","(4.2, 5.5, 5.171428571428571)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6625)"
08-01-2023 17:42:04.239389,"(2.0, 2.3, 2.264864864864865)","(13.0, 18.5, 18.136363636363637)","(16.0, 65.0, 58.611111111111114)","(4.2, 5.5, 5.171428571428571)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6454545454545455)"
08-01-2023 17:42:05.312017,"(2.0, 2.3, 2.264864864864865)","(13.0, 18.5, 18.136363636363637)","(16.0, 65.0, 58.611111111111114)","(4.2, 5.5, 5.171428571428571)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6454545454545455)"
08-01-2023 17:42:06.332077,"(2.0, 2.3, 2.252173913043478)","(13.0, 18.5, 18.136363636363637)","(16.0, 65.0, 58.611111111111114)","(4.2, 5.5, 5.171428571428571)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6625)"
08-01-2023 17:42:07.358545,"(2.0, 2.3, 2.252173913043478)","(13.0, 18.5, 17.44736842105263)","(16.0, 65.0, 59.25)","(4.2, 5.5, 5.171428571428571)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6454545454545455)"
08-01-2023 17:42:08.636757,"(2.0, 2.3, 2.252173913043478)","(13.0, 18.5, 17.558823529411764)","(16.0, 65.0, 59.25)","(4.2, 5.5, 5.171428571428571)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6454545454545455)"
08-01-2023 17:42:09.789732,"(2.0, 2.3, 2.252173913043478)","(13.0, 18.5, 17.558823529411764)","(16.0, 65.0, 59.25)","(4.2, 5.5, 5.171428571428571)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.666666666666667)"
08-01-2023 17:42:10.868344,"(2.0, 2.3, 2.252173913043478)","(13.0, 18.5, 17.558823529411764)","(18.0, 65.0, 59.25)","(4.2, 5.5, 5.171428571428571)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.666666666666667)"
08-01-2023 17:42:12.067800,"(2.0, 2.3, 2.252173913043478)","(13.0, 18.5, 17.142857142857142)","(18.0, 65.0, 59.25)","(4.2, 5.5, 5.171428571428571)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6625)"
08-01-2023 17:42:13.262710,"(2.0, 2.3, 2.252173913043478)","(13.0, 17.5, 17.142857142857142)","(18.0, 65.0, 59.25)","(4.2, 5.5, 5.171428571428571)","(21.0, 140.0, 87.5)","(2.9, 3.7, 3.6625)"
08-01-2023 17:42:14.554162,"(2.0, 2.3, 2.252173913043478)","(13.0, 17.5, 17.192307692307693)","(18.0, 65.0, 59.25)","(4.2, 5.5, 5.171428571428571)","(26.0, 140.0, 87.5)","(2.9, 3.7, 3.6454545454545455)"
08-01-2023 17:42:15.646322,"(2.0, 2.3, 2.252173913043478)","(13.0, 17.5, 17.192307692307693)","(19.0, 65.0, 59.25)","(4.2, 5.5, 5.171428571428571)","(26.0, 140.0, 87.5)","(2.9, 3.7, 3.6625)"
08-01-2023 17:42:16.734692,"(2.0, 2.3, 2.252173913043478)","(13.0, 17.5, 17.1)","(19.0, 65.0, 59.25)","(4.2, 5.5, 5.171428571428571)","(26.0, 140.0, 100.0)","(2.9, 3.7, 3.6454545454545455)"
08-01-2023 17:42:17.992368,"(2.0, 2.3, 2.252173913043478)","(13.0, 17.5, 17.1)","(19.0, 65.0, 59.25)","(4.2, 5.5, 5.171428571428571)","(26.0, 130.0, 100.0)","(2.9, 3.7, 3.666666666666667)"
08-01-2023 17:42:19.189599,"(2.0, 2.3, 2.252173913043478)","(13.0, 17.5, 17.142857142857142)","(19.0, 65.0, 59.25)","(4.2, 5.5, 5.171428571428571)","(26.0, 130.0, 100.0)","(2.9, 3.7, 3.666666666666667)"
08-01-2023 17:42:20.395519,"(2.0, 2.3, 2.252173913043478)","(13.0, 17.5, 17.166666666666668)","(19.0, 65.0, 59.25)","(4.2, 5.5, 5.171428571428571)","(26.0, 130.0, 100.0)","(2.9, 3.7, 3.6625)"
08-01-2023 17:42:21.377867,"(2.0, 2.3, 2.25)","(13.0, 17.0, 16.95)","(19.0, 65.0, 59.25)","(4.2, 5.5, 5.171428571428571)","(26.0, 130.0, 100.0)","(2.9, 3.7, 3.6625)"
08-01-2023 17:42:22.399602,"(2.0, 2.3, 2.25)","(13.0, 17.0, 16.95)","(19.0, 65.0, 59.25)","(4.2, 5.5, 5.171428571428571)","(26.0, 130.0, 100.0)","(2.9, 3.7, 3.6625)"
08-01-2023 17:42:23.450965,"(2.0, 2.3, 2.2586206896551726)","(13.0, 17.0, 16.95)","(19.0, 65.0, 59.25)","(4.2, 5.5, 5.171428571428571)","(26.0, 130.0, 97.5)","(2.9, 3.7, 3.6384615384615384)"
08-01-2023 17:42:24.527250,"(2.0, 2.3, 2.2586206896551726)","(13.0, 17.5, 17.1)","(19.0, 65.0, 59.25)","(4.2, 5.5, 5.19375)","(26.0, 130.0, 97.5)","(2.9, 3.7, 3.623809523809524)"
08-01-2023 17:42:25.626584,"(2.0, 2.3, 2.2586206896551726)","(13.0, 17.5, 17.1)","(19.0, 65.0, 59.25)","(4.2, 5.4, 5.19375)","(26.0, 130.0, 108.33333333333334)","(2.9, 3.7, 3.630434782608696)"
08-01-2023 17:42:26.664558,"(2.0, 2.3, 2.2607142857142857)","(13.0, 17.5, 17.142857142857142)","(19.0, 65.0, 59.25)","(4.2, 5.4, 5.19375)","(26.0, 130.0, 108.33333333333334)","(2.9, 3.7, 3.622448979591837)"
08-01-2023 17:42:27.720645,"(2.0, 2.3, 2.2607142857142857)","(13.0, 17.5, 17.142857142857142)","(19.0, 65.0, 59.25)","(4.2, 5.4, 5.19375)","(26.0, 130.0, 86.66666666666667)","(2.9, 3.7, 3.622448979591837)"
08-01-2023 17:42:28.776399,"(2.0, 2.3, 2.2607142857142857)","(13.0, 17.5, 17.142857142857142)","(19.0, 65.0, 59.25)","(4.2, 5.4, 5.19375)","(26.0, 140.0, 108.33333333333334)","(2.9, 3.7, 3.6344827586206896)"
08-01-2023 17:42:29.776639,"(2.0, 2.3, 2.2586206896551726)","(13.0, 17.5, 17.142857142857142)","(19.0, 65.0, 59.25)","(4.2, 5.4, 5.19375)","(26.0, 130.0, 108.33333333333334)","(2.9, 3.7, 3.6344827586206896)"
08-01-2023 17:42:30.799687,"(2.0, 2.3, 2.269387755102041)","(13.0, 17.5, 17.142857142857142)","(19.0, 65.0, 59.25)","(4.2, 5.4, 5.19375)","(26.0, 130.0, 108.33333333333334)","(2.9, 3.7, 3.6344827586206896)"
08-01-2023 17:42:31.860578,"(2.0, 2.3, 2.269387755102041)","(13.0, 17.5, 17.142857142857142)","(19.0, 65.0, 59.25)","(4.2, 5.4, 5.19375)","(26.0, 130.0, 95.0)","(2.9, 3.7, 3.6208333333333336)"
08-01-2023 17:42:32.774460,"(2.0, 2.3, 2.269387755102041)","(13.0, 17.5, 17.142857142857142)","(19.0, 65.0, 59.25)","(4.2, 5.4, 5.19375)","(26.0, 140.0, 95.0)","(2.9, 3.7, 3.6208333333333336)"
08-01-2023 17:42:33.812400,"(2.0, 2.3, 2.269387755102041)","(13.0, 17.5, 17.045454545454547)","(19.0, 65.0, 59.25)","(4.2, 5.4, 5.19375)","(26.0, 140.0, 95.0)","(2.9, 3.7, 3.6208333333333336)"
08-01-2023 17:42:34.784713,"(2.0, 2.3, 2.269387755102041)","(13.0, 17.5, 17.142857142857142)","(19.0, 65.0, 59.25)","(4.2, 5.4, 5.19375)","(26.0, 140.0, 95.0)","(2.9, 3.7, 3.622448979591837)"
08-01-2023 17:42:35.743829,"(2.0, 2.3, 2.272340425531915)","(13.0, 29.0, 27.75)","(19.0, 65.0, 59.25)","(4.2, 5.4, 5.19375)","(26.0, 140.0, 95.0)","(2.9, 3.7, 3.630434782608696)"
08-01-2023 17:42:36.743971,"(2.0, 2.2, 2.1617021276595745)","(13.0, 28.0, 24.333333333333332)","(19.0, 65.0, 59.25)","(4.2, 5.4, 5.171428571428571)","(26.0, 140.0, 95.0)","(2.9, 3.7, 3.623809523809524)"
08-01-2023 17:42:37.686993,"(2.0, 2.2, 2.161748633879782)","(13.0, 28.0, 20.0609756097561)","(19.0, 65.0, 59.25)","(4.2, 5.5, 5.171428571428571)","(26.0, 140.0, 83.75)","(2.9, 3.7, 3.623809523809524)"
08-01-2023 17:42:38.722713,"(2.0, 2.2, 2.160674157303371)","(13.0, 27.0, 19.208333333333332)","(18.0, 65.0, 59.25)","(4.2, 5.5, 5.171428571428571)","(26.0, 140.0, 95.0)","(2.9, 3.7, 3.6384615384615384)"
08-01-2023 17:42:39.728379,"(2.0, 2.2, 2.160674157303371)","(13.0, 27.0, 20.47674418604651)","(18.0, 65.0, 59.25)","(4.2, 5.5, 5.171428571428571)","(26.0, 140.0, 95.0)","(2.9, 3.7, 3.623809523809524)"
08-01-2023 17:42:40.925702,"(2.0, 2.2, 2.160674157303371)","(13.0, 27.0, 19.828125)","(18.0, 65.0, 59.523809523809526)","(4.2, 5.5, 5.171428571428571)","(26.0, 140.0, 95.0)","(2.9, 3.7, 3.6384615384615384)"
08-01-2023 17:42:42.106501,"(2.0, 2.2, 2.160674157303371)","(13.0, 27.0, 19.828125)","(18.0, 65.0, 59.523809523809526)","(4.2, 5.5, 5.171428571428571)","(26.0, 140.0, 95.0)","(2.9, 3.7, 3.630434782608696)"
08-01-2023 17:42:43.124127,"(2.0, 2.2, 2.160674157303371)","(13.0, 27.0, 19.828125)","(18.0, 65.0, 59.523809523809526)","(4.2, 5.5, 5.171428571428571)","(26.0, 140.0, 95.0)","(2.9, 3.7, 3.630434782608696)"
08-01-2023 17:42:44.018053,"(2.0, 2.2, 2.160674157303371)","(13.0, 27.0, 19.828125)","(18.0, 65.0, 59.523809523809526)","(4.2, 5.5, 5.171428571428571)","(26.0, 140.0, 95.0)","(2.9, 3.7, 3.630434782608696)"
08-01-2023 17:42:44.907591,"(2.0, 2.2, 2.0425)","(13.0, 27.0, 19.70175438596491)","(18.0, 65.0, 60.4)","(4.2, 5.8, 5.333333333333333)","(26.0, 140.0, 95.0)","(2.9, 3.85, 3.772222222222222)"
08-01-2023 17:42:45.957765,"(2.0, 2.18, 2.085)","(13.0, 26.0, 20.882978723404257)","(18.0, 65.0, 48.2)","(4.2, 5.8, 5.26)","(26.0, 140.0, 102.5)","(2.9, 3.95, 3.916666666666667)"
08-01-2023 17:42:46.999660,"(2.0, 2.18, 2.0171428571428573)","(13.0, 26.0, 21.375)","(18.0, 65.0, 48.2)","(4.2, 5.8, 5.276470588235294)","(26.0, 140.0, 96.25)","(2.9, 3.95, 3.936666666666667)"
08-01-2023 17:42:48.004632,"(2.0, 2.18, 2.0927272727272728)","(13.0, 26.0, 21.37735849056604)","(18.0, 65.0, 48.2)","(4.2, 5.7, 5.236363636363636)","(26.0, 140.0, 96.25)","(2.9, 3.95, 3.9400000000000004)"
08-01-2023 17:42:49.025521,"(2.0, 2.18, 2.0516666666666667)","(13.0, 26.0, 22.08)","(18.0, 65.0, 48.2)","(4.2, 5.7, 5.236363636363636)","(26.0, 140.0, 103.33333333333333)","(2.9, 3.95, 3.9400000000000004)"
08-01-2023 17:42:50.019268,"(2.0, 2.18, 2.075)","(13.0, 26.0, 21.16393442622951)","(18.0, 65.0, 48.2)","(4.2, 5.7, 5.236363636363636)","(26.0, 130.0, 103.33333333333333)","(2.9, 3.95, 3.9400000000000004)"
08-01-2023 17:42:50.926919,"(2.0, 2.18, 2.0527272727272727)","(13.0, 26.0, 21.46153846153846)","(18.0, 65.0, 48.2)","(4.2, 5.7, 5.236363636363636)","(26.0, 120.0, 93.33333333333333)","(2.9, 3.95, 3.935714285714286)"
08-01-2023 17:42:51.895510,"(2.0, 2.18, 1.999047619047619)","(13.0, 26.0, 21.46153846153846)","(18.0, 65.0, 48.2)","(4.2, 5.7, 5.236363636363636)","(26.0, 120.0, 93.33333333333333)","(2.9, 3.95, 3.935714285714286)"
08-01-2023 17:42:52.889305,"(2.0, 2.18, 1.999047619047619)","(13.0, 26.0, 22.193548387096776)","(18.0, 65.0, 48.2)","(4.2, 5.7, 5.3)","(26.0, 130.0, 93.33333333333333)","(2.9, 3.95, 3.935714285714286)"
08-01-2023 17:42:53.828837,"(2.0, 2.16, 2.046666666666667)","(13.0, 26.0, 23.098360655737704)","(18.0, 65.0, 48.2)","(4.2, 5.7, 5.3)","(26.0, 120.0, 93.33333333333333)","(2.9, 3.95, 3.896875)"
08-01-2023 17:42:54.817443,"(2.0, 2.14, 2.005)","(13.0, 26.0, 23.098360655737704)","(18.0, 65.0, 48.2)","(4.2, 5.7, 5.3)","(26.0, 120.0, 100.0)","(2.9, 4.0, 3.9464285714285716)"
08-01-2023 17:42:55.704978,"(2.0, 2.14, 1.9968181818181818)","(13.0, 26.0, 23.098360655737704)","(18.0, 65.0, 48.2)","(4.2, 5.7, 5.473584905660378)","(26.0, 120.0, 100.0)","(2.9, 4.0, 3.9464285714285716)"
08-01-2023 17:42:56.658231,"(2.0, 2.14, 1.9968181818181818)","(13.0, 26.0, 23.098360655737704)","(18.0, 65.0, 48.2)","(4.2, 5.7, 5.473584905660378)","(26.0, 120.0, 95.0)","(2.9, 4.0, 3.9464285714285716)"
08-01-2023 17:42:57.666455,"(2.0, 2.14, 1.9919736842105262)","(13.0, 26.0, 23.098360655737704)","(18.0, 65.0, 48.2)","(4.2, 5.7, 5.44468085106383)","(26.0, 100.0, 95.0)","(2.9, 4.0, 3.9464285714285716)"
08-01-2023 17:42:58.733027,"(2.0, 2.14, 1.9919736842105262)","(13.0, 26.0, 23.098360655737704)","(18.0, 65.0, 48.2)","(4.2, 5.7, 5.44468085106383)","(26.0, 100.0, 95.0)","(2.9, 4.0, 3.9464285714285716)"
08-01-2023 17:42:59.750461,"(2.0, 2.12, 2.008)","(13.0, 26.0, 23.098360655737704)","(18.0, 65.0, 49.25)","(4.2, 5.7, 5.408571428571428)","(26.0, 100.0, 95.0)","(2.9, 4.0, 3.925)"
08-01-2023 17:43:00.858588,"(2.0, 2.12, 2.1011111111111114)","(13.0, 26.0, 23.098360655737704)","(21.0, 65.0, 56.85714285714286)","(4.2, 5.5, 5.408571428571428)","(26.0, 100.0, 100.0)","(2.9, 4.0, 3.925)"
08-01-2023 17:43:02.173297,"(2.0, 2.12, 2.1033333333333335)","(13.0, 26.0, 23.05)","(21.0, 65.0, 56.85714285714286)","(4.2, 5.5, 5.381632653061224)","(26.0, 120.0, 97.5)","(2.9, 4.0, 3.869047619047619)"
08-01-2023 17:43:03.257459,"(2.0, 2.12, 2.116)","(13.0, 26.0, 23.05)","(21.0, 65.0, 56.85714285714286)","(4.2, 5.7, 5.49655172413793)","(26.0, 120.0, 93.33333333333333)","(2.9, 4.0, 3.9214285714285713)"
08-01-2023 17:43:04.424364,"(2.0, 2.12, 2.1174468085106386)","(13.0, 26.0, 22.066666666666666)","(21.0, 65.0, 56.85714285714286)","(4.2, 5.6, 5.49655172413793)","(26.0, 120.0, 93.33333333333333)","(2.9, 4.0, 3.9214285714285713)"
08-01-2023 17:43:05.429677,"(2.0, 2.12, 2.113846153846154)","(13.0, 26.0, 22.066666666666666)","(21.0, 65.0, 56.85714285714286)","(4.2, 5.6, 5.523076923076923)","(26.0, 120.0, 100.0)","(2.9, 4.0, 3.9365384615384618)"
08-01-2023 17:43:06.329207,"(2.0, 2.14, 2.1361702127659576)","(13.0, 26.0, 22.066666666666666)","(21.0, 65.0, 56.85714285714286)","(4.2, 5.6, 5.523076923076923)","(26.0, 120.0, 90.0)","(2.9, 4.0, 3.9365384615384618)"
08-01-2023 17:43:07.318096,"(2.0, 2.14, 2.1307692307692307)","(13.0, 25.0, 22.75)","(21.0, 65.0, 56.85714285714286)","(4.2, 5.5, 5.488235294117647)","(26.0, 110.0, 90.0)","(2.9, 4.0, 3.9333333333333336)"
08-01-2023 17:43:08.242937,"(2.0, 2.14, 2.128)","(13.0, 25.0, 22.22222222222222)","(21.0, 65.0, 56.85714285714286)","(4.2, 5.6, 5.5852941176470585)","(26.0, 110.0, 90.0)","(2.9, 4.0, 3.7653846153846153)"
08-01-2023 17:43:09.272130,"(2.0, 2.12, 2.115918367346939)","(13.0, 25.0, 21.666666666666668)","(21.0, 65.0, 56.85714285714286)","(4.2, 5.7, 5.473584905660378)","(26.0, 110.0, 90.0)","(2.9, 3.85, 3.7563829787234044)"
08-01-2023 17:43:10.320409,"(2.0, 2.14, 2.1307692307692307)","(13.0, 25.0, 21.19047619047619)","(21.0, 65.0, 56.85714285714286)","(4.2, 5.7, 5.473584905660378)","(26.0, 110.0, 95.0)","(2.9, 3.85, 3.7563829787234044)"
08-01-2023 17:43:11.321933,"(2.0, 2.14, 2.1361702127659576)","(13.0, 25.0, 21.129032258064516)","(21.0, 65.0, 56.85714285714286)","(4.2, 5.7, 5.447368421052632)","(26.0, 110.0, 95.0)","(2.9, 3.85, 3.8092592592592593)"
08-01-2023 17:43:12.250657,"(2.0, 2.14, 2.1361702127659576)","(13.0, 25.0, 21.129032258064516)","(21.0, 65.0, 56.85714285714286)","(4.2, 5.7, 5.447368421052632)","(26.0, 110.0, 95.0)","(2.9, 3.85, 3.8092592592592593)"
08-01-2023 17:43:13.241881,"(2.0, 2.14, 2.132258064516129)","(13.0, 25.0, 21.129032258064516)","(21.0, 65.0, 53.75)","(4.2, 5.7, 5.441379310344828)","(26.0, 110.0, 95.0)","(2.9, 3.85, 3.8127118644067797)"
08-01-2023 17:43:14.242287,"(2.0, 2.14, 2.136842105263158)","(13.0, 25.0, 20.11111111111111)","(21.0, 65.0, 53.75)","(4.2, 5.7, 5.5095238095238095)","(26.0, 110.0, 100.0)","(2.9, 3.85, 3.8108695652173914)"
08-01-2023 17:43:15.127570,"(2.0, 2.14, 2.132258064516129)","(13.0, 25.0, 20.121951219512194)","(21.0, 65.0, 53.75)","(4.2, 5.7, 5.5095238095238095)","(26.0, 120.0, 100.0)","(2.9, 3.85, 3.8108695652173914)"
08-01-2023 17:43:16.228027,"(2.0, 2.14, 2.136842105263158)","(13.0, 25.0, 20.121951219512194)","(21.0, 65.0, 53.75)","(4.2, 5.7, 5.5095238095238095)","(26.0, 100.0, 86.66666666666667)","(2.9, 3.85, 3.8108695652173914)"
