,Spots Like Forty,Energizer Miss,Sweptail,Cumbria Dave,Venetian Fury
09-01-2023 18:06:20.407628,"(6.0, 15.0, 13.961538461538462)","(1.7, 1.83, 1.82)","(3.7, 4.3, 4.184615384615385)","(15.0, 21.0, 18.857142857142858)","(6.0, 12.5, 12.166666666666666)"
09-01-2023 18:06:21.348229,"(6.0, 15.0, 13.961538461538462)","(1.7, 1.82, 1.810909090909091)","(3.7, 4.3, 4.184615384615385)","(15.0, 21.0, 18.857142857142858)","(6.0, 12.5, 12.166666666666666)"
09-01-2023 18:06:22.280910,"(6.0, 15.0, 13.961538461538462)","(1.7, 1.82, 1.810909090909091)","(3.7, 4.3, 4.184615384615385)","(15.0, 21.0, 18.857142857142858)","(6.0, 12.5, 12.166666666666666)"
09-01-2023 18:06:23.177664,"(6.0, 15.0, 13.961538461538462)","(1.7, 1.82, 1.810909090909091)","(3.7, 4.3, 4.184615384615385)","(15.0, 21.0, 18.857142857142858)","(6.0, 12.5, 12.166666666666666)"
09-01-2023 18:06:24.047290,"(6.0, 15.0, 13.961538461538462)","(1.7, 1.82, 1.810909090909091)","(3.7, 4.3, 4.184615384615385)","(15.0, 21.0, 18.857142857142858)","(6.0, 12.5, 12.166666666666666)"
09-01-2023 18:06:24.991230,"(6.0, 15.0, 13.961538461538462)","(1.7, 1.82, 1.8057142857142858)","(3.7, 4.3, 4.184615384615385)","(15.0, 21.0, 19.2)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:25.952016,"(6.0, 15.0, 13.961538461538462)","(1.7, 1.82, 1.8057142857142858)","(3.7, 4.3, 4.184615384615385)","(15.0, 21.0, 19.2)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:26.848248,"(6.0, 15.0, 13.8)","(1.7, 1.82, 1.8057142857142858)","(3.7, 4.3, 4.184615384615385)","(15.0, 21.0, 19.2)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:27.642726,"(6.0, 15.0, 14.0)","(1.7, 1.82, 1.8057142857142858)","(3.7, 4.3, 4.184615384615385)","(15.0, 21.0, 19.2)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:28.584684,"(6.0, 15.0, 14.0)","(1.7, 1.82, 1.8057142857142858)","(3.7, 4.3, 4.184615384615385)","(15.0, 21.0, 19.2)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:29.623559,"(6.0, 15.0, 14.0)","(1.7, 1.82, 1.8057142857142858)","(3.8, 4.3, 4.082758620689655)","(15.0, 21.0, 19.2)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:30.539524,"(6.5, 15.0, 14.205882352941176)","(1.7, 1.82, 1.8057142857142858)","(3.8, 4.3, 4.082758620689655)","(15.0, 21.0, 19.2)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:31.444383,"(6.5, 15.0, 14.1)","(1.7, 1.82, 1.8057142857142858)","(3.8, 4.3, 4.082758620689655)","(15.0, 21.0, 19.2)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:32.282660,"(6.5, 15.0, 14.1)","(1.7, 1.82, 1.8192718446601943)","(3.8, 4.3, 4.199999999999999)","(15.0, 21.0, 19.2)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:33.188871,"(6.5, 15.0, 14.1)","(1.7, 1.83, 1.806)","(3.8, 4.3, 4.225)","(15.0, 21.0, 19.2)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:34.168780,"(6.5, 15.0, 14.1)","(1.7, 1.83, 1.806)","(3.8, 4.3, 4.225)","(15.0, 21.0, 19.2)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:35.086093,"(6.5, 15.0, 14.1)","(1.7, 1.83, 1.806)","(3.8, 4.3, 4.225)","(15.0, 21.0, 19.2)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:35.917139,"(6.5, 15.0, 14.1)","(1.7, 1.83, 1.806)","(3.8, 4.3, 4.225)","(15.0, 21.0, 19.2)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:36.798764,"(6.5, 15.0, 14.1)","(1.7, 1.83, 1.806)","(3.8, 4.3, 4.225)","(15.0, 21.0, 19.2)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:37.732176,"(6.5, 15.0, 14.1)","(1.7, 1.83, 1.82921568627451)","(3.8, 4.3, 4.1499999999999995)","(15.0, 21.0, 19.2)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:38.606836,"(6.5, 15.0, 14.1)","(1.7, 1.83, 1.82921568627451)","(3.8, 4.3, 4.1499999999999995)","(15.0, 21.0, 19.2)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:39.404713,"(6.5, 15.0, 14.1)","(1.7, 1.83, 1.827)","(3.8, 4.3, 4.1499999999999995)","(15.0, 21.0, 19.295454545454547)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:40.239127,"(6.5, 15.0, 14.1)","(1.7, 1.83, 1.827)","(3.8, 4.3, 4.1499999999999995)","(15.0, 21.0, 19.295454545454547)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:41.200656,"(6.5, 15.0, 14.1)","(1.7, 1.83, 1.827)","(3.8, 4.3, 4.190322580645161)","(15.0, 21.0, 19.295454545454547)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:42.076711,"(6.5, 15.0, 14.1)","(1.7, 1.83, 1.8265714285714287)","(3.8, 4.3, 4.190322580645161)","(15.0, 21.0, 19.295454545454547)","(6.0, 12.5, 12.3)"
09-01-2023 18:06:42.923410,"(6.5, 15.0, 14.1)","(1.7, 1.83, 1.8265714285714287)","(3.8, 4.3, 4.190322580645161)","(15.0, 21.0, 19.295454545454547)","(6.0, 12.5, 12.833333333333334)"
09-01-2023 18:06:43.767036,"(6.5, 16.0, 15.1)","(1.7, 1.83, 1.8242857142857143)","(3.8, 4.3, 4.190322580645161)","(15.0, 21.0, 19.295454545454547)","(6.0, 13.0, 12.833333333333334)"
09-01-2023 18:06:44.694780,"(6.5, 16.0, 14.875)","(1.7, 1.83, 1.7936363636363637)","(3.8, 4.3, 4.190322580645161)","(15.0, 21.0, 19.295454545454547)","(6.0, 13.0, 12.166666666666666)"
09-01-2023 18:06:45.642482,"(6.5, 16.0, 14.761904761904763)","(1.7, 1.83, 1.7776923076923077)","(3.8, 4.3, 4.202857142857143)","(15.0, 21.0, 19.295454545454547)","(6.0, 13.5, 12.342105263157894)"
09-01-2023 18:06:46.539769,"(6.5, 16.0, 15.066666666666666)","(1.7, 1.83, 1.7638888888888888)","(3.8, 4.3, 4.214285714285714)","(15.0, 21.0, 19.295454545454547)","(6.0, 13.5, 12.73076923076923)"
09-01-2023 18:06:47.338624,"(6.5, 16.0, 15.045454545454545)","(1.7, 1.83, 1.7638888888888888)","(3.8, 4.3, 4.225)","(15.0, 21.0, 19.295454545454547)","(6.0, 13.5, 12.73076923076923)"
09-01-2023 18:06:48.223422,"(6.5, 16.0, 15.045454545454545)","(1.7, 1.82, 1.7646153846153847)","(3.8, 4.3, 4.225)","(15.0, 21.0, 19.295454545454547)","(6.0, 14.0, 12.81578947368421)"
09-01-2023 18:06:49.157222,"(6.5, 16.0, 15.045454545454545)","(1.7, 1.81, 1.7633333333333334)","(3.8, 4.3, 4.225)","(15.0, 21.0, 19.295454545454547)","(6.0, 14.0, 12.88)"
09-01-2023 18:06:50.125737,"(6.5, 16.0, 15.045454545454545)","(1.7, 1.81, 1.7781818181818183)","(3.8, 4.3, 4.214285714285714)","(15.0, 21.0, 19.295454545454547)","(6.0, 14.0, 12.8)"
09-01-2023 18:06:51.077536,"(6.5, 16.0, 15.045454545454545)","(1.7, 1.81, 1.7866666666666666)","(3.8, 4.3, 4.1499999999999995)","(15.0, 21.0, 19.295454545454547)","(6.0, 14.0, 13.181818181818182)"
09-01-2023 18:06:51.870763,"(6.5, 16.0, 14.6)","(1.7, 1.81, 1.768)","(3.8, 4.3, 4.225)","(15.0, 21.0, 19.295454545454547)","(6.0, 14.0, 13.181818181818182)"
09-01-2023 18:06:52.694456,"(6.5, 16.0, 14.6)","(1.7, 1.8, 1.78)","(3.8, 4.3, 4.225)","(15.0, 21.0, 19.295454545454547)","(6.0, 14.0, 13.333333333333334)"
09-01-2023 18:06:53.611513,"(6.5, 16.0, 14.6)","(1.7, 1.8, 1.7452631578947368)","(3.8, 4.3, 4.225)","(15.0, 21.0, 19.295454545454547)","(6.0, 14.0, 13.333333333333334)"
09-01-2023 18:06:54.524548,"(6.5, 16.0, 14.6)","(1.7, 1.79, 1.74625)","(3.8, 4.3, 4.225)","(15.0, 21.0, 19.295454545454547)","(6.0, 14.0, 13.333333333333334)"
09-01-2023 18:06:55.392783,"(6.5, 16.0, 14.6)","(1.7, 1.78, 1.74)","(3.8, 4.3, 4.214285714285714)","(15.0, 21.0, 19.295454545454547)","(6.0, 14.0, 13.538461538461538)"
09-01-2023 18:06:56.217070,"(6.5, 16.0, 14.6)","(1.7, 1.78, 1.7411764705882353)","(3.8, 4.3, 4.214285714285714)","(15.0, 21.0, 19.043478260869566)","(6.0, 14.0, 13.538461538461538)"
09-01-2023 18:06:57.100038,"(6.5, 16.0, 14.6)","(1.7, 1.78, 1.75)","(3.8, 4.3, 4.214285714285714)","(15.0, 21.0, 19.043478260869566)","(6.0, 14.0, 13.538461538461538)"
09-01-2023 18:06:57.993251,"(6.5, 16.0, 14.6)","(1.7, 1.78, 1.75)","(3.8, 4.3, 4.214285714285714)","(15.0, 21.0, 18.63157894736842)","(6.0, 14.0, 13.538461538461538)"
09-01-2023 18:06:58.887107,"(6.5, 16.0, 14.6)","(1.7, 1.78, 1.75)","(3.8, 4.3, 4.214285714285714)","(15.0, 21.0, 18.857142857142858)","(6.0, 14.0, 13.538461538461538)"
09-01-2023 18:06:59.694002,"(6.5, 16.0, 14.6)","(1.7, 1.78, 1.75)","(3.8, 4.3, 4.214285714285714)","(15.0, 21.0, 18.857142857142858)","(6.0, 14.0, 13.538461538461538)"
09-01-2023 18:07:00.577252,"(6.5, 16.0, 14.6)","(1.7, 1.78, 1.75)","(3.8, 4.3, 4.214285714285714)","(15.0, 21.0, 18.857142857142858)","(6.0, 14.0, 13.538461538461538)"
09-01-2023 18:07:01.543509,"(6.5, 16.0, 15.0)","(1.7, 1.77, 1.7518181818181817)","(3.8, 4.3, 4.166666666666666)","(15.0, 21.0, 19.333333333333332)","(6.0, 14.0, 13.294117647058824)"
09-01-2023 18:07:02.480134,"(6.5, 16.0, 15.416666666666666)","(1.7, 1.74, 1.7316666666666667)","(3.8, 4.3, 4.233333333333333)","(15.0, 21.0, 20.47826086956522)","(6.0, 14.0, 13.529411764705882)"
09-01-2023 18:07:03.302030,"(6.5, 16.0, 15.533333333333333)","(1.7, 1.76, 1.7452631578947368)","(3.8, 4.3, 4.166666666666666)","(15.0, 21.0, 19.956521739130434)","(6.0, 14.0, 13.529411764705882)"
09-01-2023 18:07:04.146472,"(6.5, 16.0, 15.533333333333333)","(1.7, 1.76, 1.7345454545454546)","(3.8, 4.3, 4.1499999999999995)","(15.0, 21.0, 19.956521739130434)","(6.0, 14.0, 13.6)"
09-01-2023 18:07:05.099258,"(6.5, 16.0, 15.533333333333333)","(1.7, 1.76, 1.7525)","(3.8, 4.3, 4.122222222222222)","(15.0, 21.0, 19.956521739130434)","(6.0, 14.0, 13.6)"
09-01-2023 18:07:06.000318,"(6.5, 16.0, 15.533333333333333)","(1.7, 1.76, 1.7553846153846153)","(3.8, 4.3, 4.225)","(15.0, 21.0, 19.956521739130434)","(6.0, 14.0, 13.6)"
09-01-2023 18:07:06.805924,"(6.5, 16.0, 15.533333333333333)","(1.7, 1.76, 1.7553846153846153)","(3.8, 4.3, 4.205882352941177)","(15.0, 21.0, 19.956521739130434)","(6.0, 14.0, 13.428571428571429)"
09-01-2023 18:07:07.730898,"(6.5, 16.0, 15.533333333333333)","(1.7, 1.76, 1.7438461538461538)","(3.8, 4.3, 4.1499999999999995)","(15.0, 21.0, 19.956521739130434)","(6.0, 14.0, 13.5)"
09-01-2023 18:07:08.689885,"(6.5, 16.0, 15.263157894736842)","(1.7, 1.76, 1.7425)","(3.8, 4.3, 4.225)","(15.0, 21.0, 20.2)","(6.0, 14.0, 13.5)"
09-01-2023 18:07:09.631826,"(6.5, 16.0, 15.263157894736842)","(1.7, 1.76, 1.7492307692307691)","(3.8, 4.3, 4.225)","(15.0, 21.0, 20.2)","(6.0, 14.0, 13.333333333333334)"
09-01-2023 18:07:10.489789,"(6.5, 16.0, 15.263157894736842)","(1.7, 1.76, 1.7444444444444445)","(3.9, 4.3, 4.176923076923076)","(15.0, 21.0, 20.2)","(6.0, 14.0, 13.857142857142858)"
09-01-2023 18:07:11.365358,"(6.5, 16.0, 15.416666666666666)","(1.7, 1.76, 1.748)","(3.9, 4.3, 4.133333333333333)","(15.0, 21.0, 20.142857142857142)","(6.0, 14.0, 13.928571428571429)"
09-01-2023 18:07:12.350880,"(6.5, 16.0, 15.533333333333333)","(1.7, 1.76, 1.752)","(3.9, 4.3, 4.133333333333333)","(15.0, 21.0, 20.1)","(6.0, 14.0, 13.928571428571429)"
09-01-2023 18:07:13.355484,"(6.5, 16.0, 15.533333333333333)","(1.7, 1.76, 1.7457142857142858)","(3.9, 4.3, 4.133333333333333)","(15.0, 21.0, 19.8)","(6.0, 14.0, 13.95)"
09-01-2023 18:07:14.236699,"(6.5, 16.0, 15.533333333333333)","(1.7, 1.76, 1.7305882352941175)","(3.9, 4.3, 4.122222222222222)","(15.0, 21.0, 19.8)","(6.0, 14.0, 13.95)"
09-01-2023 18:07:15.064699,"(6.5, 16.0, 15.533333333333333)","(1.7, 1.76, 1.740952380952381)","(3.9, 4.3, 4.1499999999999995)","(15.0, 21.0, 20.04)","(6.0, 14.0, 13.95)"
09-01-2023 18:07:15.984295,"(6.5, 16.0, 15.533333333333333)","(1.7, 1.76, 1.740952380952381)","(3.9, 4.3, 4.122222222222222)","(15.0, 21.0, 20.04)","(6.0, 14.0, 13.9)"
09-01-2023 18:07:17.098602,"(6.5, 16.0, 15.263157894736842)","(1.7, 1.76, 1.7493333333333334)","(3.9, 4.3, 4.1499999999999995)","(15.0, 21.0, 19.933333333333334)","(6.0, 14.0, 14.25)"
09-01-2023 18:07:18.087578,"(6.5, 16.0, 15.263157894736842)","(1.7, 1.76, 1.7493333333333334)","(3.9, 4.3, 4.122222222222222)","(15.0, 21.0, 20.076923076923077)","(6.0, 15.0, 14.5)"
09-01-2023 18:07:19.051533,"(6.5, 16.0, 15.263157894736842)","(1.7, 1.76, 1.7333333333333334)","(3.9, 4.3, 4.122222222222222)","(15.0, 21.0, 20.529411764705884)","(6.0, 16.5, 14.227272727272727)"
09-01-2023 18:07:20.072433,"(6.5, 16.0, 15.533333333333333)","(1.7, 1.74, 1.73)","(3.9, 4.3, 4.122222222222222)","(15.0, 21.0, 20.529411764705884)","(6.0, 16.5, 14.05813953488372)"
09-01-2023 18:07:21.102113,"(6.5, 16.0, 15.727272727272727)","(1.7, 1.74, 1.7284615384615385)","(3.9, 4.3, 4.28125)","(15.0, 21.0, 20.555555555555557)","(6.0, 16.5, 14.05813953488372)"
09-01-2023 18:07:22.079797,"(6.5, 16.0, 15.8)","(1.7, 1.74, 1.72125)","(3.9, 4.3, 4.28125)","(15.0, 21.0, 20.555555555555557)","(6.0, 16.5, 14.661290322580644)"
09-01-2023 18:07:23.010612,"(6.5, 17.5, 16.358695652173914)","(1.7, 1.74, 1.7185714285714286)","(3.9, 4.3, 4.28125)","(15.0, 21.0, 20.555555555555557)","(6.0, 16.5, 14.884615384615385)"
09-01-2023 18:07:24.003742,"(6.5, 17.5, 15.590909090909092)","(1.7, 1.74, 1.731578947368421)","(3.9, 4.3, 4.285714285714286)","(15.0, 21.0, 23.22222222222222)","(6.0, 16.5, 15.333333333333334)"
09-01-2023 18:07:24.988315,"(6.5, 17.5, 15.590909090909092)","(1.7, 1.74, 1.731578947368421)","(3.9, 4.3, 4.26595744680851)","(15.0, 26.0, 22.73076923076923)","(6.0, 16.5, 15.333333333333334)"
09-01-2023 18:07:26.003377,"(6.5, 17.5, 15.574074074074074)","(1.7, 1.74, 1.7319148936170212)","(3.9, 4.3, 4.285714285714286)","(15.0, 26.0, 21.952380952380953)","(6.0, 16.5, 15.333333333333334)"
09-01-2023 18:07:26.975889,"(6.5, 17.5, 15.574074074074074)","(1.7, 1.74, 1.7319148936170212)","(3.9, 4.3, 4.285714285714286)","(15.0, 26.0, 21.952380952380953)","(6.0, 16.5, 15.333333333333334)"
09-01-2023 18:07:27.783783,"(6.5, 17.0, 15.8)","(1.7, 1.74, 1.7319148936170212)","(3.9, 4.3, 4.26595744680851)","(15.0, 26.0, 21.952380952380953)","(6.0, 16.5, 15.333333333333334)"
09-01-2023 18:07:28.682035,"(6.5, 17.0, 16.5625)","(1.7, 1.72, 1.7179166666666665)","(3.9, 4.3, 4.285714285714286)","(15.0, 26.0, 22.73076923076923)","(6.0, 16.5, 15.153846153846153)"
09-01-2023 18:07:29.649295,"(6.5, 17.0, 16.5625)","(1.7, 1.72, 1.7153571428571428)","(3.9, 4.3, 4.176271186440678)","(15.0, 26.0, 23.12121212121212)","(6.0, 16.5, 15.68421052631579)"
09-01-2023 18:07:30.561615,"(6.5, 17.0, 16.73076923076923)","(1.7, 1.72, 1.7153571428571428)","(3.9, 4.4, 4.250847457627119)","(15.0, 26.0, 23.12121212121212)","(6.0, 16.0, 15.290322580645162)"
09-01-2023 18:07:31.428747,"(6.5, 17.0, 16.73076923076923)","(1.7, 1.72, 1.713030303030303)","(3.9, 4.4, 4.204878048780488)","(15.0, 26.0, 23.258064516129032)","(6.0, 16.5, 15.290322580645162)"
09-01-2023 18:07:32.376963,"(7.0, 17.0, 16.73076923076923)","(1.7, 1.72, 1.712112676056338)","(3.8, 4.4, 4.204878048780488)","(15.0, 26.0, 22.22222222222222)","(6.5, 16.5, 15.585365853658537)"
09-01-2023 18:07:33.317702,"(7.0, 17.0, 16.863636363636363)","(1.7, 1.72, 1.712112676056338)","(3.8, 4.4, 4.204878048780488)","(15.0, 26.0, 22.22222222222222)","(6.5, 16.5, 15.585365853658537)"
09-01-2023 18:07:34.231556,"(7.0, 17.5, 16.5)","(1.7, 1.72, 1.7132307692307691)","(3.8, 4.4, 4.204878048780488)","(15.0, 26.0, 22.22222222222222)","(6.5, 16.5, 15.585365853658537)"
09-01-2023 18:07:35.118845,"(7.0, 17.5, 16.5)","(1.7, 1.72, 1.7132307692307691)","(3.8, 4.4, 4.204878048780488)","(15.0, 26.0, 22.22222222222222)","(6.5, 16.5, 15.585365853658537)"
09-01-2023 18:07:35.992874,"(7.0, 17.5, 16.5)","(1.7, 1.72, 1.7132307692307691)","(3.8, 4.4, 4.204878048780488)","(15.0, 26.0, 22.22222222222222)","(6.5, 16.5, 15.585365853658537)"
09-01-2023 18:07:36.997041,"(7.0, 17.5, 16.483870967741936)","(1.7, 1.72, 1.7132307692307691)","(3.8, 4.4, 4.337662337662338)","(15.0, 26.0, 24.068181818181817)","(6.5, 16.5, 15.566666666666666)"
09-01-2023 18:07:37.975496,"(7.0, 17.5, 16.46875)","(1.7, 1.71, 1.7002173913043477)","(3.8, 4.4, 4.306493506493506)","(15.0, 26.0, 24.068181818181817)","(6.5, 16.5, 15.566666666666666)"
09-01-2023 18:07:38.835319,"(7.0, 17.5, 16.46875)","(1.7, 1.71, 1.7011764705882353)","(3.8, 4.4, 4.306493506493506)","(15.0, 26.0, 24.068181818181817)","(6.5, 16.5, 15.55)"
09-01-2023 18:07:39.646531,"(7.0, 17.0, 16.666666666666668)","(1.7, 1.71, 1.69725)","(3.8, 4.4, 4.285714285714286)","(15.0, 25.0, 24.076923076923077)","(6.5, 16.5, 15.55)"
09-01-2023 18:07:40.642930,"(7.0, 17.0, 16.666666666666668)","(1.7, 1.7, 1.6956862745098038)","(3.8, 4.4, 4.2625)","(15.0, 25.0, 24.076923076923077)","(6.5, 16.0, 15.714285714285714)"
09-01-2023 18:07:41.637631,"(7.0, 17.0, 16.666666666666668)","(1.7, 1.7, 1.6956862745098038)","(3.8, 4.4, 4.2468085106382985)","(15.0, 25.0, 22.48)","(6.5, 16.0, 15.137931034482758)"
09-01-2023 18:07:42.592433,"(7.0, 17.0, 16.608695652173914)","(1.7, 1.69, 1.6877499999999999)","(3.8, 4.4, 4.2468085106382985)","(15.0, 25.0, 23.323529411764707)","(6.5, 16.0, 13.8)"
09-01-2023 18:07:43.475138,"(7.0, 18.5, 17.0)","(1.7, 1.69, 1.6894444444444443)","(3.8, 4.4, 4.371428571428572)","(15.0, 25.0, 23.323529411764707)","(6.5, 14.0, 13.875)"
09-01-2023 18:07:44.343573,"(7.0, 18.5, 16.59090909090909)","(1.7, 1.7, 1.6813333333333333)","(3.8, 4.4, 4.352631578947369)","(15.0, 25.0, 23.323529411764707)","(6.5, 14.0, 13.4)"
09-01-2023 18:07:45.302656,"(7.0, 18.5, 16.955882352941178)","(1.7, 1.73, 1.7156)","(3.8, 4.4, 4.3125)","(15.0, 25.0, 23.272727272727273)","(6.5, 14.0, 12.772727272727273)"
09-01-2023 18:07:46.289156,"(7.0, 17.0, 16.375)","(1.7, 1.73, 1.722222222222222)","(3.8, 4.3, 4.241935483870968)","(15.0, 25.0, 23.272727272727273)","(6.5, 13.0, 12.642857142857142)"
09-01-2023 18:07:47.178405,"(7.0, 18.0, 17.5)","(1.7, 1.74, 1.7258064516129032)","(3.8, 4.3, 4.241935483870968)","(15.0, 25.0, 23.272727272727273)","(6.5, 13.0, 13.272727272727273)"
09-01-2023 18:07:48.029395,"(7.0, 17.0, 16.6)","(1.7, 1.74, 1.7216666666666667)","(3.8, 4.3, 4.290909090909091)","(15.0, 25.0, 23.272727272727273)","(6.5, 14.0, 13.272727272727273)"
09-01-2023 18:07:49.004067,"(7.0, 17.0, 16.647058823529413)","(1.7, 1.74, 1.718)","(3.8, 4.3, 4.290909090909091)","(15.0, 25.0, 23.88235294117647)","(6.5, 14.0, 13.272727272727273)"
09-01-2023 18:07:49.945173,"(7.0, 17.0, 16.526315789473685)","(1.7, 1.74, 1.718)","(3.8, 4.3, 4.290909090909091)","(15.0, 25.0, 23.88235294117647)","(6.5, 14.0, 12.875)"
09-01-2023 18:07:50.870656,"(7.0, 17.0, 16.526315789473685)","(1.7, 1.74, 1.718)","(3.8, 4.3, 4.278947368421052)","(15.0, 25.0, 23.0)","(6.5, 14.0, 12.7)"
09-01-2023 18:07:51.667116,"(7.0, 17.0, 16.526315789473685)","(1.7, 1.74, 1.718)","(3.8, 4.4, 4.327272727272727)","(15.0, 23.0, 22.5)","(6.5, 14.0, 12.7)"
09-01-2023 18:07:52.643031,"(7.0, 17.0, 16.526315789473685)","(1.7, 1.73, 1.7161538461538461)","(3.8, 4.4, 4.377777777777778)","(15.0, 23.0, 22.28)","(6.5, 14.0, 12.9)"
09-01-2023 18:07:53.703025,"(7.0, 17.0, 16.526315789473685)","(1.7, 1.73, 1.7144444444444444)","(3.8, 4.4, 4.377272727272728)","(15.0, 23.0, 22.28)","(6.5, 14.0, 12.857142857142858)"
09-01-2023 18:07:54.677560,"(7.0, 17.0, 16.166666666666668)","(1.7, 1.72, 1.7144444444444444)","(3.8, 4.4, 4.380597014925373)","(15.0, 23.0, 22.142857142857142)","(6.5, 14.0, 12.9)"
09-01-2023 18:07:55.601526,"(7.0, 17.0, 16.166666666666668)","(1.7, 1.72, 1.710909090909091)","(3.8, 4.5, 4.380597014925373)","(15.0, 23.0, 22.142857142857142)","(6.5, 14.0, 12.9)"
09-01-2023 18:07:56.497767,"(7.0, 17.0, 16.166666666666668)","(1.7, 1.72, 1.710909090909091)","(3.8, 4.5, 4.387096774193548)","(15.0, 23.0, 22.142857142857142)","(6.5, 14.0, 13.2)"
09-01-2023 18:07:57.374341,"(8.0, 17.0, 16.142857142857142)","(1.6, 1.72, 1.710909090909091)","(3.8, 4.5, 4.417391304347826)","(15.0, 23.0, 22.142857142857142)","(7.0, 14.0, 13.35)"
09-01-2023 18:07:58.389674,"(8.0, 17.0, 16.142857142857142)","(1.6, 1.72, 1.7142857142857142)","(3.8, 4.6, 4.487179487179487)","(15.0, 23.0, 21.956521739130434)","(7.0, 13.5, 13.35)"
09-01-2023 18:07:59.406684,"(8.0, 17.0, 16.142857142857142)","(1.6, 1.72, 1.713170731707317)","(3.8, 4.6, 4.487179487179487)","(15.0, 23.0, 21.956521739130434)","(7.0, 13.5, 13.0)"
09-01-2023 18:08:00.294966,"(8.0, 17.0, 16.357142857142858)","(1.6, 1.72, 1.7154285714285713)","(3.8, 4.6, 4.487179487179487)","(15.0, 23.0, 21.956521739130434)","(7.0, 14.0, 13.2)"
09-01-2023 18:08:01.260836,"(8.0, 17.0, 16.25)","(1.6, 1.74, 1.724)","(3.8, 4.5, 4.417241379310345)","(15.0, 23.0, 21.956521739130434)","(7.0, 14.0, 13.2)"
09-01-2023 18:08:02.244249,"(8.0, 17.0, 16.272727272727273)","(1.6, 1.74, 1.724)","(3.8, 4.5, 4.434782608695652)","(15.0, 23.0, 21.956521739130434)","(7.0, 14.0, 13.2)"
09-01-2023 18:08:03.231925,"(8.0, 17.0, 16.272727272727273)","(1.6, 1.72, 1.7182857142857142)","(3.8, 4.5, 4.434782608695652)","(15.0, 23.0, 21.956521739130434)","(7.0, 14.0, 13.2)"
09-01-2023 18:08:04.134938,"(8.0, 17.0, 16.272727272727273)","(1.6, 1.72, 1.7182857142857142)","(3.8, 4.5, 4.434782608695652)","(15.0, 23.0, 21.956521739130434)","(7.0, 14.0, 13.2)"
09-01-2023 18:08:05.025299,"(8.0, 17.0, 16.272727272727273)","(1.6, 1.72, 1.7182857142857142)","(3.8, 4.5, 4.434782608695652)","(15.0, 23.0, 21.956521739130434)","(7.0, 14.0, 12.666666666666666)"
09-01-2023 18:08:05.972708,"(8.0, 17.0, 16.272727272727273)","(1.6, 1.72, 1.7182857142857142)","(3.8, 4.5, 4.434782608695652)","(15.0, 23.0, 21.956521739130434)","(7.0, 14.0, 12.5)"
09-01-2023 18:08:06.925566,"(8.0, 17.0, 16.272727272727273)","(1.6, 1.72, 1.7182857142857142)","(3.8, 4.5, 4.434782608695652)","(15.0, 23.0, 21.956521739130434)","(7.0, 14.0, 12.5)"
09-01-2023 18:08:07.847935,"(8.0, 17.0, 16.272727272727273)","(1.6, 1.72, 1.7182857142857142)","(3.8, 4.5, 4.434782608695652)","(15.0, 23.0, 21.956521739130434)","(7.0, 14.0, 12.5)"
09-01-2023 18:08:08.721259,"(8.0, 17.0, 16.272727272727273)","(1.6, 1.74, 1.7387878787878788)","(3.8, 4.5, 4.434782608695652)","(15.0, 23.0, 21.956521739130434)","(7.0, 14.0, 12.5)"
09-01-2023 18:08:09.625319,"(8.0, 17.0, 16.272727272727273)","(1.6, 1.74, 1.7387878787878788)","(3.8, 4.5, 4.434782608695652)","(15.0, 23.0, 21.956521739130434)","(7.0, 14.0, 12.5)"
09-01-2023 18:08:10.601399,"(8.0, 17.0, 16.272727272727273)","(1.6, 1.74, 1.7387878787878788)","(3.8, 4.5, 4.434782608695652)","(15.0, 23.0, 21.956521739130434)","(7.0, 14.0, 12.5)"
09-01-2023 18:08:11.599008,"(8.0, 17.0, 16.272727272727273)","(1.6, 1.74, 1.7387878787878788)","(3.8, 4.5, 4.434782608695652)","(15.0, 23.0, 21.956521739130434)","(7.0, 14.0, 12.5)"
09-01-2023 18:08:12.554633,"(8.0, 17.0, 16.5)","(1.6, 1.72, 1.7172972972972973)","(3.8, 4.5, 4.434782608695652)","(15.0, 23.0, 21.956521739130434)","(7.0, 14.0, 12.5)"
