,Rocky Reef,Jonah Love,Canent Percy,Hes Got Swagger,Go Jack,Kinloch Cutie,Bobby Rissole
09-01-2023 18:43:59.179143,"(2.2, 2.5, 2.492258064516129)","(4.6, 6.8, 6.71578947368421)","(81.0, 260.0, 174.28571428571428)","(2.6, 3.2, 3.1514285714285717)","(41.0, 95.0, 92.5)","(6.5, 10.5, 10.275)","(26.0, 75.0, 74.25925925925927)"
09-01-2023 18:44:00.216894,"(2.2, 2.5, 2.492258064516129)","(4.6, 6.8, 6.757142857142857)","(81.0, 260.0, 174.28571428571428)","(2.6, 3.2, 3.1240740740740742)","(41.0, 95.0, 92.5)","(6.5, 10.5, 10.92)","(26.0, 75.0, 73.33333333333333)"
09-01-2023 18:44:01.265510,"(2.2, 2.5, 2.492258064516129)","(4.6, 6.8, 6.757142857142857)","(81.0, 260.0, 174.28571428571428)","(2.6, 3.2, 3.1433333333333335)","(41.0, 95.0, 92.5)","(6.5, 11.0, 10.92156862745098)","(26.0, 75.0, 74.25925925925927)"
09-01-2023 18:44:02.316780,"(2.2, 2.5, 2.4903030303030302)","(4.6, 6.8, 6.71)","(81.0, 260.0, 170.0)","(2.6, 3.2, 3.1433333333333335)","(41.0, 95.0, 92.5)","(6.5, 11.0, 10.948979591836734)","(26.0, 75.0, 73.33333333333333)"
09-01-2023 18:44:03.390579,"(2.2, 2.5, 2.4903030303030302)","(4.6, 6.8, 6.616666666666667)","(81.0, 260.0, 174.28571428571428)","(2.6, 3.2, 3.1270833333333337)","(41.0, 95.0, 92.5)","(6.5, 11.0, 11.166666666666666)","(26.0, 75.0, 73.33333333333333)"
09-01-2023 18:44:04.476436,"(2.2, 2.48, 2.4753333333333334)","(4.6, 6.8, 6.52)","(101.0, 260.0, 170.0)","(2.6, 3.2, 3.1514285714285717)","(41.0, 95.0, 92.5)","(6.5, 11.5, 11.21875)","(31.0, 75.0, 73.33333333333333)"
09-01-2023 18:44:05.634726,"(2.2, 2.48, 2.476111111111111)","(4.6, 6.6, 6.540298507462686)","(101.0, 240.0, 170.0)","(2.6, 3.2, 3.1514285714285717)","(41.0, 95.0, 92.5)","(6.5, 11.5, 11.170731707317072)","(31.0, 75.0, 74.0909090909091)"
09-01-2023 18:44:06.754768,"(2.2, 2.46, 2.456923076923077)","(4.6, 6.6, 6.538461538461538)","(101.0, 240.0, 170.0)","(2.6, 3.2, 3.1764705882352944)","(41.0, 95.0, 92.5)","(6.5, 11.5, 11.2)","(31.0, 75.0, 73.0)"
09-01-2023 18:44:07.872599,"(2.1, 2.46, 2.454285714285714)","(4.8, 6.6, 6.474285714285714)","(101.0, 240.0, 170.0)","(2.6, 3.2, 3.15625)","(51.0, 95.0, 92.5)","(7.0, 11.5, 11.304347826086957)","(41.0, 75.0, 73.0)"
09-01-2023 18:44:09.160543,"(2.1, 2.46, 2.454285714285714)","(4.8, 6.6, 6.474285714285714)","(101.0, 240.0, 178.75)","(2.6, 3.2, 3.15625)","(51.0, 95.0, 92.5)","(7.0, 11.5, 11.2)","(41.0, 75.0, 74.0909090909091)"
09-01-2023 18:44:10.275245,"(2.1, 2.46, 2.454285714285714)","(4.8, 6.6, 6.474285714285714)","(101.0, 240.0, 178.75)","(2.6, 3.2, 3.15625)","(51.0, 95.0, 92.5)","(7.0, 11.5, 11.25)","(41.0, 75.0, 74.0909090909091)"
09-01-2023 18:44:11.535167,"(2.1, 2.46, 2.454285714285714)","(4.8, 6.6, 6.474285714285714)","(101.0, 240.0, 187.5)","(2.6, 3.2, 3.216666666666667)","(51.0, 95.0, 92.5)","(7.0, 11.5, 11.078947368421053)","(41.0, 75.0, 73.0)"
09-01-2023 18:44:12.835545,"(2.1, 2.46, 2.4285714285714284)","(4.8, 6.6, 6.6)","(101.0, 240.0, 178.75)","(2.6, 3.25, 3.207894736842105)","(51.0, 95.0, 92.5)","(7.0, 11.5, 11.26056338028169)","(41.0, 75.0, 73.0)"
09-01-2023 18:44:14.025672,"(2.1, 2.44, 2.4285714285714284)","(4.8, 6.8, 6.537931034482758)","(101.0, 240.0, 178.75)","(2.6, 3.25, 3.223333333333333)","(51.0, 95.0, 92.5)","(7.0, 11.5, 11.26056338028169)","(41.0, 75.0, 74.0909090909091)"
09-01-2023 18:44:15.381567,"(2.1, 2.44, 2.4272727272727272)","(4.8, 6.8, 6.92)","(101.0, 240.0, 178.75)","(2.6, 3.25, 3.223333333333333)","(51.0, 95.0, 92.5)","(7.0, 11.5, 11.370967741935484)","(41.0, 75.0, 74.25925925925927)"
09-01-2023 18:44:16.578686,"(2.1, 2.44, 2.4272727272727272)","(4.8, 7.0, 6.771428571428571)","(101.0, 240.0, 187.5)","(2.6, 3.25, 3.1750000000000003)","(51.0, 95.0, 92.5)","(7.0, 11.5, 11.208333333333334)","(41.0, 75.0, 73.33333333333333)"
09-01-2023 18:44:17.808397,"(2.1, 2.44, 2.4352941176470586)","(4.8, 7.0, 6.866666666666666)","(101.0, 240.0, 187.5)","(2.6, 3.2, 3.14)","(51.0, 95.0, 92.5)","(7.0, 11.5, 12.0)","(41.0, 75.0, 74.25925925925927)"
09-01-2023 18:44:18.908010,"(2.1, 2.44, 2.4322077922077923)","(4.8, 7.0, 6.76)","(101.0, 240.0, 187.5)","(2.6, 3.2, 3.1166666666666667)","(51.0, 95.0, 92.5)","(7.0, 12.5, 11.222222222222221)","(41.0, 75.0, 74.25925925925927)"
09-01-2023 18:44:20.140578,"(2.1, 2.44, 2.4266666666666667)","(4.8, 7.0, 6.76)","(101.0, 240.0, 187.5)","(2.6, 3.2, 3.1478260869565218)","(51.0, 95.0, 92.5)","(7.0, 11.5, 11.370967741935484)","(41.0, 75.0, 73.33333333333333)"
09-01-2023 18:44:21.193529,"(2.1, 2.46, 2.45)","(4.8, 7.0, 6.68)","(101.0, 240.0, 187.5)","(2.6, 3.2, 3.1478260869565218)","(51.0, 95.0, 92.5)","(7.0, 11.5, 11.178571428571429)","(41.0, 75.0, 73.33333333333333)"
09-01-2023 18:44:22.270007,"(2.1, 2.46, 2.457777777777778)","(4.8, 7.0, 6.68)","(101.0, 240.0, 187.5)","(2.6, 3.2, 3.1423076923076922)","(51.0, 95.0, 92.5)","(7.0, 11.5, 11.022522522522522)","(41.0, 75.0, 74.25925925925927)"
09-01-2023 18:44:23.523643,"(2.1, 2.46, 2.457777777777778)","(4.8, 7.0, 6.6499999999999995)","(101.0, 240.0, 187.5)","(2.6, 3.2, 3.1423076923076922)","(51.0, 95.0, 92.5)","(7.0, 11.5, 11.037037037037036)","(41.0, 75.0, 73.33333333333333)"
09-01-2023 18:44:24.603126,"(2.1, 2.46, 2.457777777777778)","(4.8, 7.0, 6.6499999999999995)","(101.0, 240.0, 187.5)","(2.6, 3.2, 3.0973684210526313)","(51.0, 95.0, 93.0)","(7.0, 11.5, 11.78125)","(41.0, 75.0, 73.33333333333333)"
09-01-2023 18:44:25.681142,"(2.1, 2.46, 2.4575)","(4.8, 7.0, 6.644444444444444)","(101.0, 240.0, 187.5)","(2.6, 3.15, 3.0785714285714283)","(51.0, 95.0, 93.0)","(7.0, 12.0, 11.637096774193548)","(41.0, 75.0, 74.25925925925927)"
09-01-2023 18:44:26.836328,"(2.1, 2.48, 2.4555555555555557)","(4.8, 7.0, 6.6499999999999995)","(101.0, 240.0, 187.5)","(2.6, 3.15, 3.1083333333333334)","(51.0, 95.0, 93.0)","(7.5, 12.0, 11.294117647058824)","(41.0, 75.0, 74.25925925925927)"
09-01-2023 18:44:27.947174,"(2.1, 2.48, 2.458)","(4.8, 7.0, 6.6499999999999995)","(101.0, 240.0, 187.5)","(2.6, 3.15, 3.1083333333333334)","(51.0, 95.0, 93.0)","(7.5, 11.5, 11.431818181818182)","(41.0, 75.0, 74.0909090909091)"
09-01-2023 18:44:29.093307,"(2.1, 2.48, 2.458)","(4.8, 7.0, 6.6499999999999995)","(101.0, 240.0, 187.5)","(2.6, 3.15, 3.1083333333333334)","(51.0, 95.0, 81.66666666666667)","(7.5, 11.5, 11.428571428571429)","(41.0, 75.0, 74.0909090909091)"
09-01-2023 18:44:30.182032,"(2.1, 2.48, 2.458)","(4.8, 7.0, 6.6499999999999995)","(101.0, 240.0, 187.5)","(2.6, 3.15, 3.1205882352941177)","(51.0, 95.0, 92.22222222222223)","(7.5, 11.5, 11.272727272727273)","(41.0, 75.0, 73.0)"
09-01-2023 18:44:31.313194,"(2.1, 2.48, 2.458)","(4.8, 7.0, 6.65)","(101.0, 240.0, 187.5)","(2.6, 3.15, 3.1205882352941177)","(51.0, 95.0, 92.22222222222223)","(7.5, 12.0, 11.46875)","(41.0, 75.0, 74.0909090909091)"
09-01-2023 18:44:32.541882,"(2.1, 2.48, 2.453333333333333)","(4.8, 7.0, 6.65)","(101.0, 240.0, 185.0)","(2.6, 3.15, 3.1205882352941177)","(51.0, 95.0, 88.125)","(7.5, 12.0, 11.484848484848484)","(41.0, 75.0, 74.0909090909091)"
09-01-2023 18:44:33.667813,"(2.1, 2.48, 2.453333333333333)","(4.8, 6.8, 6.733333333333333)","(101.0, 230.0, 215.0)","(2.6, 3.15, 3.1338709677419354)","(51.0, 90.0, 87.5)","(7.5, 12.0, 11.49)","(41.0, 75.0, 73.0)"
09-01-2023 18:44:34.725537,"(2.1, 2.48, 2.4563636363636365)","(4.8, 6.8, 6.733333333333333)","(101.0, 230.0, 213.33333333333334)","(2.6, 3.15, 3.1205882352941177)","(51.0, 90.0, 88.18181818181819)","(7.5, 12.0, 11.385542168674698)","(41.0, 75.0, 74.0909090909091)"
09-01-2023 18:44:35.798533,"(2.1, 2.48, 2.4563636363636365)","(4.8, 6.8, 6.733333333333333)","(101.0, 230.0, 195.0)","(2.6, 3.15, 3.1205882352941177)","(51.0, 90.0, 88.57142857142857)","(7.5, 12.0, 11.385542168674698)","(41.0, 75.0, 73.0)"
09-01-2023 18:44:36.955932,"(2.1, 2.48, 2.453333333333333)","(4.8, 6.8, 6.733333333333333)","(101.0, 230.0, 195.0)","(2.6, 3.15, 3.1205882352941177)","(51.0, 90.0, 88.18181818181819)","(7.5, 12.0, 11.385542168674698)","(41.0, 75.0, 74.0909090909091)"
09-01-2023 18:44:38.161122,"(2.1, 2.48, 2.4657142857142857)","(4.8, 6.8, 6.733333333333333)","(101.0, 230.0, 195.0)","(2.6, 3.15, 3.1205882352941177)","(51.0, 90.0, 88.18181818181819)","(7.5, 12.0, 11.385542168674698)","(41.0, 75.0, 74.0909090909091)"
09-01-2023 18:44:39.344937,"(2.1, 2.48, 2.4716666666666667)","(4.8, 6.8, 6.733333333333333)","(101.0, 230.0, 165.0)","(2.6, 3.15, 3.107142857142857)","(51.0, 90.0, 88.18181818181819)","(7.5, 12.0, 11.744186046511627)","(41.0, 75.0, 73.0)"
09-01-2023 18:44:40.491340,"(2.1, 2.48, 2.4716666666666667)","(4.8, 6.8, 6.63076923076923)","(101.0, 240.0, 193.33333333333334)","(2.6, 3.15, 3.127272727272727)","(51.0, 90.0, 87.5)","(7.5, 12.0, 11.81132075471698)","(41.0, 75.0, 73.14814814814815)"
09-01-2023 18:44:41.650125,"(2.1, 2.48, 2.455)","(4.8, 6.8, 6.63076923076923)","(101.0, 240.0, 192.0)","(2.6, 3.15, 3.127272727272727)","(51.0, 90.0, 88.0)","(7.5, 12.0, 11.767857142857142)","(41.0, 75.0, 74.16666666666667)"
09-01-2023 18:44:42.719903,"(2.1, 2.48, 2.455)","(4.8, 6.8, 6.63076923076923)","(101.0, 240.0, 218.0)","(2.6, 3.15, 3.127272727272727)","(51.0, 90.0, 89.0)","(7.5, 12.0, 11.767857142857142)","(41.0, 75.0, 73.14814814814815)"
09-01-2023 18:44:43.843850,"(2.1, 2.48, 2.458)","(4.8, 6.8, 6.625)","(101.0, 230.0, 210.0)","(2.6, 3.15, 3.127272727272727)","(51.0, 90.0, 89.0)","(7.5, 12.0, 11.81132075471698)","(41.0, 75.0, 73.14814814814815)"
09-01-2023 18:44:44.933612,"(2.1, 2.48, 2.458)","(4.8, 6.8, 6.566666666666666)","(101.0, 230.0, 210.0)","(2.6, 3.15, 3.127272727272727)","(51.0, 90.0, 88.0)","(7.5, 12.0, 11.75438596491228)","(41.0, 75.0, 74.16666666666667)"
09-01-2023 18:44:46.050648,"(2.1, 2.48, 2.458)","(4.8, 6.8, 6.548148148148148)","(101.0, 230.0, 210.0)","(2.6, 3.15, 3.127272727272727)","(51.0, 90.0, 88.33333333333333)","(7.5, 12.0, 11.767857142857142)","(41.0, 75.0, 73.14814814814815)"
09-01-2023 18:44:47.228660,"(2.1, 2.48, 2.455)","(4.8, 6.8, 6.573913043478261)","(101.0, 230.0, 210.0)","(2.6, 3.15, 3.127272727272727)","(51.0, 90.0, 88.92857142857143)","(7.5, 12.0, 11.767857142857142)","(41.0, 75.0, 74.16666666666667)"
09-01-2023 18:44:48.462998,"(2.1, 2.48, 2.458)","(4.8, 6.8, 6.573913043478261)","(101.0, 230.0, 210.0)","(2.6, 3.15, 3.127272727272727)","(51.0, 90.0, 87.5)","(7.5, 12.0, 11.767857142857142)","(41.0, 75.0, 73.14814814814815)"
09-01-2023 18:44:49.557794,"(2.1, 2.48, 2.442372881355932)","(4.8, 6.8, 6.573913043478261)","(101.0, 230.0, 210.0)","(2.6, 3.15, 3.127272727272727)","(51.0, 90.0, 87.5)","(7.5, 12.0, 11.8)","(41.0, 75.0, 73.14814814814815)"
09-01-2023 18:44:50.645489,"(2.1, 2.48, 2.442372881355932)","(4.8, 6.8, 6.548148148148148)","(101.0, 230.0, 210.0)","(2.6, 3.15, 3.127272727272727)","(51.0, 90.0, 87.5)","(7.5, 12.0, 11.8)","(41.0, 75.0, 74.16666666666667)"
09-01-2023 18:44:51.819918,"(2.1, 2.48, 2.442372881355932)","(4.8, 6.8, 6.548148148148148)","(101.0, 230.0, 210.0)","(2.6, 3.15, 3.127272727272727)","(51.0, 90.0, 88.5)","(7.5, 12.0, 11.8)","(41.0, 75.0, 73.14814814814815)"
09-01-2023 18:44:52.887380,"(2.1, 2.48, 2.442372881355932)","(4.8, 6.8, 6.548148148148148)","(101.0, 230.0, 210.0)","(2.6, 3.15, 3.132142857142857)","(51.0, 90.0, 89.16666666666667)","(7.5, 12.0, 11.8)","(41.0, 75.0, 74.16666666666667)"
09-01-2023 18:44:53.953720,"(2.1, 2.48, 2.442372881355932)","(4.8, 6.8, 6.548148148148148)","(101.0, 230.0, 190.0)","(2.6, 3.15, 3.132142857142857)","(51.0, 90.0, 89.16666666666667)","(7.5, 12.0, 12.242857142857144)","(41.0, 75.0, 74.16666666666667)"
09-01-2023 18:44:54.940906,"(2.1, 2.48, 2.442372881355932)","(4.8, 6.8, 6.548148148148148)","(101.0, 230.0, 190.0)","(2.6, 3.15, 3.132142857142857)","(51.0, 90.0, 89.16666666666667)","(7.5, 12.5, 11.981481481481481)","(41.0, 75.0, 73.14814814814815)"
09-01-2023 18:44:55.928926,"(2.1, 2.48, 2.442372881355932)","(4.8, 6.8, 6.548148148148148)","(101.0, 230.0, 190.0)","(2.6, 3.15, 3.132142857142857)","(51.0, 90.0, 89.16666666666667)","(7.5, 12.5, 12.041666666666666)","(41.0, 75.0, 74.16666666666667)"
09-01-2023 18:44:56.876684,"(2.1, 2.46, 2.4582142857142855)","(4.8, 6.8, 6.548148148148148)","(101.0, 230.0, 190.0)","(2.6, 3.15, 3.132142857142857)","(51.0, 90.0, 89.16666666666667)","(7.5, 12.5, 12.041666666666666)","(41.0, 75.0, 73.14814814814815)"
09-01-2023 18:44:57.844206,"(2.1, 2.48, 2.452760736196319)","(4.8, 6.8, 6.548148148148148)","(101.0, 230.0, 190.0)","(2.6, 3.15, 3.132142857142857)","(51.0, 90.0, 89.16666666666667)","(7.5, 12.5, 12.0)","(41.0, 75.0, 74.16666666666667)"
09-01-2023 18:44:58.803425,"(2.1, 2.48, 2.452760736196319)","(4.8, 6.8, 6.548148148148148)","(101.0, 230.0, 190.0)","(2.6, 3.15, 3.132142857142857)","(51.0, 90.0, 89.16666666666667)","(7.5, 12.5, 12.0)","(41.0, 75.0, 73.14814814814815)"
09-01-2023 18:44:59.798274,"(2.1, 2.48, 2.452760736196319)","(4.8, 6.8, 6.548148148148148)","(101.0, 230.0, 190.0)","(2.6, 3.15, 3.132142857142857)","(51.0, 90.0, 89.16666666666667)","(7.5, 12.5, 12.0)","(41.0, 75.0, 73.14814814814815)"
09-01-2023 18:45:00.819208,"(2.1, 2.48, 2.452760736196319)","(4.8, 6.8, 6.548148148148148)","(101.0, 230.0, 190.0)","(2.6, 3.15, 3.132758620689655)","(51.0, 90.0, 89.16666666666667)","(7.5, 12.5, 12.0)","(41.0, 75.0, 73.14814814814815)"
09-01-2023 18:45:02.098309,"(2.1, 2.48, 2.4511229946524065)","(4.8, 6.8, 6.468965517241379)","(101.0, 230.0, 190.0)","(2.6, 3.15, 3.0916666666666663)","(51.0, 90.0, 89.16666666666667)","(7.5, 12.5, 12.635416666666666)","(41.0, 75.0, 74.16666666666667)"
09-01-2023 18:45:03.362502,"(2.1, 2.48, 2.4511229946524065)","(4.8, 6.8, 6.507692307692308)","(101.0, 230.0, 211.53846153846155)","(2.6, 3.15, 3.1333333333333333)","(51.0, 90.0, 89.0909090909091)","(7.5, 13.0, 12.425925925925926)","(41.0, 75.0, 73.07692307692308)"
09-01-2023 18:45:04.518431,"(2.1, 2.44, 2.4171428571428573)","(4.8, 6.6, 6.4051282051282055)","(101.0, 230.0, 211.53846153846155)","(2.6, 3.15, 3.207894736842105)","(51.0, 90.0, 89.0909090909091)","(7.5, 12.5, 12.3)","(41.0, 75.0, 72.24137931034483)"
09-01-2023 18:45:05.744236,"(2.1, 2.44, 2.411764705882353)","(4.8, 6.6, 6.4051282051282055)","(101.0, 230.0, 211.53846153846155)","(2.6, 3.25, 3.2363636363636363)","(51.0, 90.0, 89.0909090909091)","(7.5, 12.5, 11.928571428571429)","(41.0, 75.0, 72.24137931034483)"
09-01-2023 18:45:06.792356,"(2.1, 2.42, 2.398181818181818)","(4.8, 6.6, 6.4051282051282055)","(101.0, 230.0, 211.53846153846155)","(2.6, 3.25, 3.208823529411765)","(51.0, 90.0, 89.0909090909091)","(7.5, 12.5, 11.952830188679245)","(41.0, 75.0, 72.24137931034483)"
09-01-2023 18:45:07.832524,"(2.1, 2.44, 2.4243478260869566)","(4.8, 6.6, 6.3076923076923075)","(101.0, 230.0, 211.53846153846155)","(2.6, 3.25, 3.2351063829787234)","(51.0, 90.0, 89.0909090909091)","(7.5, 12.5, 12.191489361702128)","(41.0, 75.0, 72.24137931034483)"
09-01-2023 18:45:08.969388,"(2.1, 2.44, 2.4243478260869566)","(4.8, 6.6, 6.3076923076923075)","(101.0, 230.0, 211.53846153846155)","(2.6, 3.25, 3.227659574468085)","(51.0, 90.0, 89.0909090909091)","(7.5, 12.5, 12.191489361702128)","(41.0, 75.0, 72.24137931034483)"
09-01-2023 18:45:10.102070,"(2.1, 2.44, 2.42)","(4.8, 6.6, 6.3076923076923075)","(101.0, 230.0, 215.0)","(2.6, 3.25, 3.063692946058091)","(51.0, 90.0, 94.28571428571429)","(7.5, 12.5, 12.191489361702128)","(41.0, 75.0, 72.24137931034483)"
09-01-2023 18:45:11.156007,"(2.1, 2.46, 2.4318918918918917)","(4.8, 6.6, 6.3076923076923075)","(101.0, 230.0, 215.0)","(2.6, 3.15, 3.067786561264822)","(51.0, 100.0, 106.25)","(7.5, 12.5, 12.191489361702128)","(41.0, 75.0, 72.24137931034483)"
09-01-2023 18:45:12.205097,"(2.1, 2.46, 2.4318918918918917)","(4.8, 6.6, 6.3076923076923075)","(101.0, 230.0, 207.77777777777777)","(2.6, 3.15, 3.067786561264822)","(51.0, 110.0, 98.57142857142857)","(7.5, 12.5, 12.191489361702128)","(41.0, 75.0, 72.24137931034483)"
09-01-2023 18:45:13.270150,"(2.1, 2.46, 2.4318918918918917)","(4.8, 6.6, 6.3076923076923075)","(101.0, 230.0, 215.71428571428572)","(2.6, 3.15, 3.0680722891566266)","(51.0, 100.0, 98.84615384615384)","(7.5, 12.5, 12.215686274509803)","(41.0, 75.0, 72.24137931034483)"
09-01-2023 18:45:14.269971,"(2.1, 2.46, 2.4383333333333335)","(4.8, 6.6, 6.3076923076923075)","(101.0, 220.0, 186.66666666666666)","(2.6, 3.15, 3.0680722891566266)","(51.0, 100.0, 98.84615384615384)","(7.5, 12.5, 12.346153846153847)","(41.0, 75.0, 72.24137931034483)"
09-01-2023 18:45:15.279098,"(2.1, 2.46, 2.4383333333333335)","(4.8, 6.6, 6.3076923076923075)","(101.0, 220.0, 186.66666666666666)","(2.6, 3.15, 3.0680722891566266)","(51.0, 100.0, 98.84615384615384)","(7.5, 12.5, 12.346153846153847)","(41.0, 75.0, 72.24137931034483)"
09-01-2023 18:45:16.347092,"(2.1, 2.46, 2.442)","(4.8, 6.6, 6.3076923076923075)","(101.0, 220.0, 178.33333333333334)","(2.6, 3.15, 3.0680722891566266)","(51.0, 100.0, 98.84615384615384)","(7.5, 12.5, 12.346153846153847)","(41.0, 75.0, 72.24137931034483)"
09-01-2023 18:45:17.340071,"(2.1, 2.46, 2.4375999999999998)","(4.8, 6.6, 6.388888888888888)","(101.0, 220.0, 178.33333333333334)","(2.6, 3.15, 3.0680722891566266)","(51.0, 100.0, 98.84615384615384)","(7.5, 12.5, 12.346153846153847)","(41.0, 75.0, 72.24137931034483)"
09-01-2023 18:45:18.352017,"(2.1, 2.46, 2.4375999999999998)","(4.8, 6.6, 6.388888888888888)","(101.0, 220.0, 178.33333333333334)","(2.6, 3.15, 3.0680722891566266)","(51.0, 100.0, 98.84615384615384)","(7.5, 12.5, 12.346153846153847)","(41.0, 75.0, 72.24137931034483)"
09-01-2023 18:45:19.515119,"(2.1, 2.46, 2.4375999999999998)","(5.0, 6.6, 6.388888888888888)","(101.0, 220.0, 188.0)","(2.6, 3.15, 3.0680722891566266)","(51.0, 100.0, 98.84615384615384)","(8.0, 12.5, 12.31547619047619)","(41.0, 75.0, 72.24137931034483)"
09-01-2023 18:45:20.477075,"(2.1, 2.4, 2.4)","(5.0, 6.8, 6.709090909090909)","(101.0, 270.0, 204.0)","(2.6, 3.15, 3.0872093023255816)","(51.0, 110.0, 106.42857142857143)","(8.0, 13.0, 12.666666666666666)","(41.0, 75.0, 80.0)"
09-01-2023 18:45:21.468075,"(2.1, 2.42, 2.3993103448275863)","(5.0, 6.8, 6.709090909090909)","(101.0, 270.0, 204.0)","(2.6, 3.15, 3.0999999999999996)","(51.0, 110.0, 106.42857142857143)","(8.0, 13.0, 13.189655172413794)","(41.0, 85.0, 81.8)"
09-01-2023 18:45:22.425291,"(2.1, 2.42, 2.393913043478261)","(5.0, 7.0, 6.733333333333333)","(101.0, 270.0, 194.73684210526315)","(2.6, 3.15, 3.1055555555555556)","(51.0, 110.0, 105.0)","(8.0, 13.5, 13.0)","(41.0, 85.0, 81.15384615384616)"
09-01-2023 18:45:23.706777,"(2.1, 2.4, 2.3666666666666667)","(5.0, 7.0, 6.714285714285714)","(101.0, 270.0, 191.25)","(2.6, 3.15, 3.1142857142857143)","(51.0, 110.0, 105.0)","(8.0, 13.5, 13.161016949152543)","(41.0, 85.0, 79.0)"
09-01-2023 18:45:24.654954,"(2.1, 2.4, 2.376)","(5.0, 7.0, 6.714285714285714)","(101.0, 270.0, 191.25)","(2.6, 3.15, 3.1142857142857143)","(51.0, 110.0, 105.3125)","(8.0, 13.5, 13.161016949152543)","(41.0, 85.0, 77.3529411764706)"
09-01-2023 18:45:25.860897,"(2.1, 2.4, 2.367272727272727)","(5.0, 6.8, 6.557142857142857)","(101.0, 270.0, 187.5)","(2.6, 3.15, 3.1142857142857143)","(51.0, 110.0, 105.3125)","(8.0, 13.5, 13.161016949152543)","(41.0, 85.0, 77.3529411764706)"
09-01-2023 18:45:27.448302,"(2.1, 2.42, 2.2402072072072072)","(5.0, 6.8, 6.82)","(101.0, 270.0, 169.16666666666666)","(2.6, 3.15, 3.216666666666667)","(51.0, 110.0, 108.21428571428572)","(8.0, 13.5, 13.25)","(41.0, 85.0, 75.83333333333333)"
09-01-2023 18:45:29.032700,"(2.1, 2.26, 2.2929411764705883)","(5.0, 7.0, 6.6869565217391305)","(101.0, 270.0, 215.0)","(2.6, 3.3, 3.2552631578947366)","(51.0, 110.0, 108.07692307692308)","(8.0, 13.5, 13.277777777777779)","(41.0, 85.0, 80.76923076923077)"
09-01-2023 18:45:30.515396,"(2.1, 2.3, 2.3036842105263156)","(5.0, 7.0, 6.661538461538462)","(101.0, 260.0, 249.0)","(2.6, 3.3, 3.23)","(51.0, 110.0, 107.91666666666667)","(8.0, 13.5, 13.306451612903226)","(41.0, 95.0, 86.81818181818181)"
09-01-2023 18:45:32.045958,"(2.1, 2.32, 2.297307692307692)","(5.0, 7.0, 6.622857142857143)","(101.0, 260.0, 249.0)","(2.6, 3.25, 3.232222222222222)","(51.0, 110.0, 107.91666666666667)","(8.0, 13.5, 13.26923076923077)","(41.0, 95.0, 85.0)"
09-01-2023 18:45:33.229665,"(2.1, 2.32, 2.292676056338028)","(5.0, 7.0, 6.622857142857143)","(101.0, 260.0, 210.0)","(2.6, 3.25, 3.232222222222222)","(51.0, 110.0, 107.91666666666667)","(8.0, 13.5, 13.227272727272727)","(41.0, 95.0, 85.0)"
09-01-2023 18:45:34.492956,"(2.1, 2.3, 2.2948514851485147)","(5.0, 7.0, 6.622857142857143)","(101.0, 250.0, 172.85714285714286)","(2.6, 3.25, 3.232222222222222)","(51.0, 110.0, 107.91666666666667)","(8.0, 13.5, 13.227272727272727)","(41.0, 95.0, 85.0)"
09-01-2023 18:45:35.609849,"(2.1, 2.32, 2.310175438596491)","(5.0, 7.0, 6.622857142857143)","(101.0, 250.0, 183.33333333333334)","(2.6, 3.25, 3.2270833333333333)","(51.0, 110.0, 107.91666666666667)","(8.0, 13.5, 13.090909090909092)","(41.0, 95.0, 90.45454545454545)"
09-01-2023 18:45:36.746707,"(2.1, 2.32, 2.310175438596491)","(5.0, 7.0, 6.622857142857143)","(101.0, 230.0, 183.33333333333334)","(2.6, 3.25, 3.2270833333333333)","(51.0, 110.0, 107.91666666666667)","(8.0, 13.5, 13.090909090909092)","(41.0, 95.0, 86.5909090909091)"
09-01-2023 18:45:38.071807,"(2.1, 2.32, 2.311320754716981)","(5.0, 7.0, 6.622857142857143)","(101.0, 230.0, 183.33333333333334)","(2.6, 3.25, 3.2270833333333333)","(51.0, 110.0, 107.91666666666667)","(8.0, 13.5, 13.25)","(41.0, 90.0, 85.85106382978724)"
09-01-2023 18:45:39.305164,"(2.1, 2.32, 2.311320754716981)","(5.0, 7.0, 6.622857142857143)","(101.0, 230.0, 168.75)","(2.6, 3.25, 3.2270833333333333)","(51.0, 110.0, 107.91666666666667)","(8.0, 13.5, 13.318181818181818)","(41.0, 90.0, 87.4390243902439)"
09-01-2023 18:45:40.473901,"(2.1, 2.32, 2.313684210526316)","(5.0, 7.0, 6.622857142857143)","(101.0, 230.0, 185.0)","(2.6, 3.25, 3.2270833333333333)","(51.0, 110.0, 107.91666666666667)","(8.0, 13.5, 13.318181818181818)","(41.0, 90.0, 84.28571428571429)"
09-01-2023 18:45:41.525912,"(2.1, 2.32, 2.314461538461538)","(5.0, 7.0, 6.622857142857143)","(101.0, 210.0, 167.14285714285714)","(2.6, 3.25, 3.2270833333333333)","(51.0, 110.0, 107.91666666666667)","(8.0, 13.5, 13.318181818181818)","(41.0, 90.0, 92.85714285714286)"
