,Princeton Award,Almsgiver,Dirt On Harry,Springvale Road,Diamond Luke,Johandough,Takumi,Till Its Over,West Cliff,Glitter N Gold,So She Can Fly,Celtic Glory
08-12-2022 15:10:31.634381,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 24.90909090909091)","(31.0, 85.0, 79.625)","(5.0, 5.5, 5.288636363636364)","(8.5, 18.5, 16.423076923076923)","(7.0, 8.0, 7.967567567567568)","(19.0, 34.0, 31.1875)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.6, 7.530232558139534)","(21.0, 25.0, 24.08823529411765)","(8.5, 11.5, 10.185714285714285)"
08-12-2022 15:10:32.995165,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 24.90909090909091)","(31.0, 85.0, 79.625)","(5.0, 5.5, 5.288636363636364)","(8.5, 18.5, 16.423076923076923)","(7.0, 8.0, 7.967567567567568)","(19.0, 34.0, 31.1875)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.6, 7.666666666666666)","(21.0, 25.0, 24.08823529411765)","(8.5, 11.5, 10.35)"
08-12-2022 15:10:34.341712,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 24.90909090909091)","(31.0, 85.0, 79.625)","(5.0, 5.5, 5.288636363636364)","(8.5, 18.5, 16.423076923076923)","(7.0, 8.0, 7.967567567567568)","(19.0, 34.0, 31.1875)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.666666666666666)","(21.0, 25.0, 24.08823529411765)","(8.5, 11.5, 10.35)"
08-12-2022 15:10:35.601992,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 24.90909090909091)","(31.0, 85.0, 79.625)","(5.0, 5.5, 5.288636363636364)","(8.5, 18.5, 16.423076923076923)","(7.0, 8.0, 7.967567567567568)","(19.0, 34.0, 31.1875)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.666666666666666)","(21.0, 25.0, 24.08823529411765)","(8.5, 11.5, 10.0)"
08-12-2022 15:10:37.138972,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 85.0, 80.0)","(5.0, 5.5, 5.394915254237288)","(8.5, 18.5, 15.884615384615385)","(7.0, 8.0, 7.985365853658537)","(19.0, 34.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.175)","(21.0, 25.0, 24.08823529411765)","(8.5, 11.0, 9.942857142857143)"
08-12-2022 15:10:38.763201,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 85.0, 80.0)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 15.884615384615385)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.175)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 9.942857142857143)"
08-12-2022 15:10:40.325198,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.727272727272727)","(31.0, 85.0, 72.5)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 15.884615384615385)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.175)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 9.942857142857143)"
08-12-2022 15:10:41.611596,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.727272727272727)","(31.0, 80.0, 72.5)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 15.884615384615385)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.175)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 9.942857142857143)"
08-12-2022 15:10:42.994824,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.727272727272727)","(31.0, 80.0, 72.5)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.330434782608695)"
08-12-2022 15:10:44.242421,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.727272727272727)","(31.0, 80.0, 70.0)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.330434782608695)"
08-12-2022 15:10:45.487079,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.727272727272727)","(31.0, 80.0, 63.33333333333333)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.330434782608695)"
08-12-2022 15:10:47.089767,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.727272727272727)","(31.0, 80.0, 63.33333333333333)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.330434782608695)"
08-12-2022 15:10:48.408857,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.727272727272727)","(31.0, 80.0, 63.33333333333333)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.330434782608695)"
08-12-2022 15:10:49.892726,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.727272727272727)","(31.0, 80.0, 63.33333333333333)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.330434782608695)"
08-12-2022 15:10:51.386143,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.727272727272727)","(31.0, 80.0, 63.33333333333333)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.096551724137932)"
08-12-2022 15:10:52.715197,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.727272727272727)","(31.0, 80.0, 63.33333333333333)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.096551724137932)"
08-12-2022 15:10:53.989396,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.727272727272727)","(31.0, 80.0, 63.33333333333333)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.096551724137932)"
08-12-2022 15:10:55.236412,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.727272727272727)","(31.0, 80.0, 70.0)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.096551724137932)"
08-12-2022 15:10:56.553076,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.727272727272727)","(31.0, 90.0, 70.0)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.096551724137932)"
08-12-2022 15:10:57.832459,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.727272727272727)","(31.0, 90.0, 70.0)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.096551724137932)"
08-12-2022 15:10:59.218724,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.727272727272727)","(31.0, 90.0, 70.0)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.096551724137932)"
08-12-2022 15:11:00.572753,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.727272727272727)","(31.0, 90.0, 70.0)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.096551724137932)"
08-12-2022 15:11:01.842391,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.727272727272727)","(31.0, 90.0, 70.0)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.096551724137932)"
08-12-2022 15:11:03.127802,"(5.5, 6.0, 5.76)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 90.0, 70.0)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.096551724137932)"
08-12-2022 15:11:04.693768,"(5.5, 6.0, 5.75)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 90.0, 73.0)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.096551724137932)"
08-12-2022 15:11:06.003242,"(5.5, 6.0, 5.75)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 85.0, 73.0)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.096551724137932)"
08-12-2022 15:11:07.553871,"(5.5, 6.0, 5.75)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 85.0, 73.0)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.096551724137932)"
08-12-2022 15:11:09.014882,"(5.5, 6.0, 5.75)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 85.0, 73.0)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.096551724137932)"
08-12-2022 15:11:10.331882,"(5.5, 6.0, 5.75)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 85.0, 73.0)","(5.0, 5.5, 5.394915254237288)","(8.5, 17.5, 16.72222222222222)","(7.0, 8.0, 7.985365853658537)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.664864864864865)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.096551724137932)"
08-12-2022 15:11:11.715167,"(5.5, 6.0, 5.75)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 85.0, 73.0)","(5.0, 5.5, 5.3966666666666665)","(8.5, 17.5, 16.041666666666668)","(7.0, 8.0, 8.146153846153846)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.133333333333333)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 10.096551724137932)"
08-12-2022 15:11:13.205851,"(5.5, 6.0, 5.7631578947368425)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.727272727272727)","(31.0, 85.0, 73.0)","(5.0, 5.5, 5.3966666666666665)","(8.5, 17.5, 16.041666666666668)","(7.0, 8.4, 8.146153846153846)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.133333333333333)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 9.546666666666667)"
08-12-2022 15:11:14.536567,"(5.5, 6.0, 5.752173913043478)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 85.0, 73.0)","(5.0, 5.5, 5.3966666666666665)","(8.5, 17.5, 16.041666666666668)","(7.0, 8.4, 8.146153846153846)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.133333333333333)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 9.529411764705882)"
08-12-2022 15:11:15.902891,"(5.5, 6.0, 5.752173913043478)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 85.0, 73.0)","(5.0, 5.5, 5.3966666666666665)","(8.5, 17.5, 16.041666666666668)","(7.0, 8.4, 8.146153846153846)","(19.0, 32.0, 26.857142857142858)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.133333333333333)","(21.0, 25.0, 24.08823529411765)","(8.5, 10.5, 9.529411764705882)"
08-12-2022 15:11:17.286126,"(5.5, 6.0, 5.746153846153846)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 80.0, 67.5)","(5.0, 5.5, 5.3966666666666665)","(8.5, 17.5, 14.642857142857142)","(7.0, 8.4, 8.146153846153846)","(19.0, 32.0, 26.272727272727273)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.133333333333333)","(21.0, 25.0, 24.340425531914892)","(8.5, 10.5, 9.529411764705882)"
08-12-2022 15:11:18.998597,"(5.5, 6.0, 5.746153846153846)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 80.0, 67.5)","(5.0, 5.5, 5.3966666666666665)","(8.5, 17.5, 14.642857142857142)","(7.0, 8.4, 8.146153846153846)","(19.0, 32.0, 26.272727272727273)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.133333333333333)","(21.0, 25.0, 24.340425531914892)","(8.5, 10.5, 9.529411764705882)"
08-12-2022 15:11:20.361541,"(5.5, 6.0, 5.746153846153846)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 80.0, 65.71428571428572)","(5.0, 5.5, 5.3966666666666665)","(8.5, 17.5, 15.75)","(7.0, 8.4, 8.146153846153846)","(19.0, 32.0, 26.272727272727273)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.133333333333333)","(21.0, 25.0, 24.340425531914892)","(8.5, 10.5, 9.529411764705882)"
08-12-2022 15:11:21.778709,"(5.5, 6.0, 5.746153846153846)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 80.0, 65.71428571428572)","(5.0, 5.5, 5.3966666666666665)","(8.5, 17.5, 15.75)","(7.0, 8.4, 8.146153846153846)","(19.0, 32.0, 26.272727272727273)","(51.0, 95.0, 89.28571428571428)","(5.0, 7.8, 7.133333333333333)","(21.0, 25.0, 24.340425531914892)","(8.5, 10.5, 9.529411764705882)"
08-12-2022 15:11:23.403066,"(5.5, 6.0, 5.746153846153846)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 80.0, 65.71428571428572)","(5.0, 5.5, 5.3966666666666665)","(8.5, 17.5, 15.75)","(7.0, 8.4, 8.146153846153846)","(19.0, 32.0, 26.272727272727273)","(51.0, 95.0, 90.0)","(5.0, 7.8, 7.133333333333333)","(21.0, 25.0, 24.340425531914892)","(8.5, 10.5, 9.529411764705882)"
08-12-2022 15:11:24.863657,"(5.5, 6.0, 5.746153846153846)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 80.0, 65.71428571428572)","(5.0, 5.5, 5.3966666666666665)","(8.5, 17.5, 15.75)","(7.0, 8.4, 8.146153846153846)","(19.0, 32.0, 26.272727272727273)","(51.0, 95.0, 90.0)","(5.0, 7.8, 7.133333333333333)","(21.0, 25.0, 24.347826086956523)","(8.5, 10.5, 9.504761904761905)"
08-12-2022 15:11:26.487391,"(5.5, 6.0, 5.746153846153846)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 80.0, 65.71428571428572)","(5.0, 5.5, 5.3966666666666665)","(8.5, 17.5, 15.75)","(7.0, 8.4, 8.146153846153846)","(19.0, 32.0, 26.272727272727273)","(51.0, 95.0, 90.0)","(5.0, 7.8, 7.133333333333333)","(21.0, 25.0, 24.285714285714285)","(8.5, 10.5, 9.529411764705882)"
08-12-2022 15:11:27.852969,"(5.5, 6.0, 5.746153846153846)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 80.0, 61.81818181818182)","(5.0, 5.5, 5.3966666666666665)","(8.5, 17.5, 15.75)","(7.0, 8.4, 8.146153846153846)","(19.0, 32.0, 26.272727272727273)","(51.0, 95.0, 90.0)","(5.0, 7.8, 7.133333333333333)","(21.0, 25.0, 24.285714285714285)","(8.5, 10.5, 9.529411764705882)"
08-12-2022 15:11:29.353166,"(5.5, 6.0, 5.719672131147541)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 80.0, 61.81818181818182)","(5.0, 5.5, 5.3966666666666665)","(8.5, 17.5, 15.75)","(7.0, 8.4, 8.146153846153846)","(19.0, 32.0, 26.272727272727273)","(51.0, 95.0, 90.0)","(5.0, 7.8, 7.133333333333333)","(21.0, 25.0, 24.285714285714285)","(8.5, 10.5, 9.529411764705882)"
08-12-2022 15:11:30.831091,"(5.5, 6.0, 5.719672131147541)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 80.0, 61.81818181818182)","(5.0, 5.5, 5.3966666666666665)","(8.5, 17.5, 15.75)","(7.0, 8.4, 8.146153846153846)","(19.0, 32.0, 26.272727272727273)","(51.0, 95.0, 90.0)","(5.0, 7.8, 7.133333333333333)","(21.0, 25.0, 24.285714285714285)","(8.5, 10.5, 9.264999999999999)"
08-12-2022 15:11:32.229935,"(5.5, 6.0, 5.719672131147541)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 80.0, 61.81818181818182)","(5.0, 5.5, 5.3966666666666665)","(8.5, 17.5, 15.75)","(7.0, 8.4, 8.146153846153846)","(19.0, 32.0, 26.272727272727273)","(51.0, 95.0, 90.0)","(5.0, 7.8, 7.133333333333333)","(21.0, 25.0, 24.285714285714285)","(8.5, 10.5, 9.264999999999999)"
08-12-2022 15:11:33.624719,"(5.5, 6.0, 5.719672131147541)","(8.0, 11.5, 10.214285714285714)","(19.0, 30.0, 27.142857142857142)","(31.0, 80.0, 61.81818181818182)","(5.0, 5.5, 5.3966666666666665)","(8.5, 17.5, 15.75)","(7.0, 8.4, 8.146153846153846)","(19.0, 32.0, 26.272727272727273)","(51.0, 95.0, 90.0)","(5.0, 7.8, 7.133333333333333)","(21.0, 25.0, 24.285714285714285)","(8.5, 10.5, 9.264999999999999)"
