,Memumsmedad,Mungerannie,My Prediction,Nahnah Not Me,Star Of Kongo,Tyita,Grinzinger Castle,Italian Virtuoso,Sobart,Golden Beauty,Young Trella,Dupont
10-01-2023 13:52:23.193391,"(21.0, 46.0, 46.5)","(61.0, 85.0, 82.0)","(101.0, 340.0, 325.0)","(31.0, 65.0, 51.5)","(11.0, 17.0, 16.608695652173914)","(2.25, 2.72, 2.6991044776119404)","(7.0, 9.0, 8.8)","(6.0, 6.8, 6.720634920634921)","(71.0, 190.0, 180.0)","(14.0, 24.0, 22.071428571428573)","(101.0, 370.0, 313.3333333333333)","(4.6, 5.0, 4.921768707482993)"
10-01-2023 13:52:24.698481,"(21.0, 48.0, 46.5)","(61.0, 85.0, 82.0)","(101.0, 340.0, 325.0)","(31.0, 65.0, 51.5)","(11.0, 17.0, 16.608695652173914)","(2.25, 2.72, 2.70494623655914)","(7.0, 9.0, 8.8)","(6.0, 6.8, 6.720634920634921)","(71.0, 190.0, 180.0)","(14.0, 24.0, 22.071428571428573)","(101.0, 400.0, 306.6666666666667)","(4.6, 5.0, 4.921768707482993)"
10-01-2023 13:52:26.241555,"(21.0, 48.0, 46.61538461538461)","(61.0, 85.0, 81.25)","(101.0, 340.0, 325.0)","(31.0, 65.0, 51.5)","(11.0, 17.0, 16.608695652173914)","(2.25, 2.72, 2.6876190476190476)","(7.0, 9.0, 8.845454545454546)","(6.0, 6.8, 6.7216)","(71.0, 190.0, 180.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 380.0, 320.0)","(4.6, 5.0, 4.923841059602649)"
10-01-2023 13:52:27.729615,"(21.0, 48.0, 46.714285714285715)","(61.0, 85.0, 81.25)","(101.0, 340.0, 325.0)","(31.0, 65.0, 51.5)","(11.0, 17.0, 16.55)","(2.25, 2.7, 2.695882352941177)","(7.0, 9.0, 8.811111111111112)","(6.0, 6.8, 6.7216)","(71.0, 190.0, 180.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 370.0, 305.0)","(4.6, 5.0, 4.923841059602649)"
10-01-2023 13:52:29.346151,"(21.0, 48.0, 46.714285714285715)","(61.0, 85.0, 81.25)","(101.0, 340.0, 325.0)","(31.0, 65.0, 51.5)","(11.0, 17.0, 16.55)","(2.25, 2.72, 2.695882352941177)","(7.0, 9.0, 8.811111111111112)","(6.0, 6.8, 6.7216)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 340.0, 305.0)","(4.6, 5.0, 4.923841059602649)"
10-01-2023 13:52:30.855333,"(21.0, 48.0, 46.714285714285715)","(61.0, 85.0, 81.25)","(101.0, 340.0, 325.0)","(31.0, 65.0, 51.5)","(11.0, 17.0, 16.55)","(2.25, 2.72, 2.695882352941177)","(7.0, 9.0, 8.811111111111112)","(6.0, 6.8, 6.7216)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 340.0, 283.3333333333333)","(4.6, 5.0, 4.923841059602649)"
10-01-2023 13:52:32.318854,"(21.0, 48.0, 46.714285714285715)","(61.0, 85.0, 81.25)","(101.0, 340.0, 325.0)","(31.0, 65.0, 51.5)","(11.0, 17.0, 16.55)","(2.25, 2.72, 2.69125)","(7.0, 9.0, 8.811111111111112)","(6.0, 6.8, 6.7216)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.923841059602649)"
10-01-2023 13:52:33.805077,"(21.0, 48.0, 46.714285714285715)","(61.0, 85.0, 81.25)","(101.0, 340.0, 325.0)","(31.0, 65.0, 51.5)","(11.0, 17.0, 16.55)","(2.25, 2.72, 2.69125)","(7.0, 9.0, 8.811111111111112)","(6.0, 6.8, 6.7216)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.923841059602649)"
10-01-2023 13:52:35.270514,"(21.0, 48.0, 47.111111111111114)","(61.0, 85.0, 80.71428571428571)","(101.0, 340.0, 330.0)","(31.0, 65.0, 51.5)","(11.0, 17.0, 16.642857142857142)","(2.25, 2.72, 2.69125)","(7.0, 9.0, 8.811111111111112)","(6.0, 6.8, 6.7216)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.923841059602649)"
10-01-2023 13:52:36.761854,"(21.0, 48.0, 47.111111111111114)","(61.0, 90.0, 79.73684210526315)","(101.0, 350.0, 330.0)","(31.0, 65.0, 51.5)","(11.0, 17.0, 16.642857142857142)","(2.25, 2.72, 2.69125)","(7.0, 9.0, 8.8)","(6.0, 6.8, 6.7216)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.923841059602649)"
10-01-2023 13:52:38.312641,"(21.0, 48.0, 47.05882352941177)","(61.0, 90.0, 77.25)","(101.0, 350.0, 330.0)","(31.0, 65.0, 51.5)","(11.0, 17.0, 16.642857142857142)","(2.25, 2.72, 2.69125)","(7.0, 9.0, 8.8)","(6.0, 6.8, 6.7216)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.903305785123967)"
10-01-2023 13:52:39.813347,"(21.0, 48.0, 46.54545454545455)","(61.0, 90.0, 76.57894736842105)","(101.0, 350.0, 330.0)","(31.0, 65.0, 51.5)","(11.0, 17.0, 16.96153846153846)","(2.25, 2.72, 2.69125)","(7.0, 9.0, 8.8)","(6.0, 6.8, 6.7216)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.903305785123967)"
10-01-2023 13:52:41.191823,"(21.0, 48.0, 46.54545454545455)","(61.0, 90.0, 76.57894736842105)","(101.0, 350.0, 330.0)","(31.0, 65.0, 51.5)","(11.0, 17.5, 17.192307692307693)","(2.25, 2.72, 2.6875)","(7.0, 9.0, 8.8)","(6.0, 6.8, 6.7216)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.948115299334812)"
10-01-2023 13:52:42.629885,"(21.0, 48.0, 46.31578947368421)","(61.0, 90.0, 76.57894736842105)","(101.0, 350.0, 330.0)","(31.0, 65.0, 51.5)","(11.0, 17.5, 17.142857142857142)","(2.25, 2.7, 2.703265306122449)","(7.0, 9.0, 8.8)","(6.0, 6.8, 6.7216)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.948115299334812)"
10-01-2023 13:52:44.090955,"(21.0, 48.0, 45.0)","(61.0, 90.0, 80.0)","(101.0, 350.0, 330.0)","(31.0, 65.0, 51.5)","(11.0, 17.5, 17.142857142857142)","(2.25, 2.72, 2.703265306122449)","(7.0, 9.0, 8.8)","(6.0, 6.8, 6.7216)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.948115299334812)"
10-01-2023 13:52:45.461953,"(21.0, 48.0, 44.8)","(61.0, 85.0, 77.0)","(101.0, 350.0, 330.0)","(31.0, 65.0, 51.5)","(11.0, 17.5, 17.142857142857142)","(2.25, 2.72, 2.6813917525773197)","(7.0, 9.0, 8.8)","(6.0, 6.8, 6.7216)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.909302325581396)"
10-01-2023 13:52:46.809285,"(21.0, 48.0, 44.8)","(61.0, 90.0, 76.5)","(101.0, 350.0, 330.0)","(31.0, 65.0, 51.5)","(11.0, 17.5, 17.142857142857142)","(2.25, 2.7, 2.681)","(7.0, 9.0, 8.8)","(6.0, 6.8, 6.7216)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.947787610619469)"
10-01-2023 13:52:48.207434,"(21.0, 48.0, 44.8)","(61.0, 90.0, 76.5)","(101.0, 350.0, 330.0)","(31.0, 65.0, 53.75)","(11.0, 17.5, 17.416666666666668)","(2.25, 2.7, 2.681)","(7.0, 9.0, 8.89375)","(6.0, 6.8, 6.729361702127659)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.914492753623189)"
10-01-2023 13:52:49.605999,"(21.0, 48.0, 45.75)","(61.0, 90.0, 77.72727272727273)","(101.0, 350.0, 330.0)","(31.0, 65.0, 53.75)","(11.0, 17.5, 17.416666666666668)","(2.25, 2.7, 2.681)","(7.0, 9.0, 8.89375)","(6.0, 6.8, 6.732173913043478)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.914492753623189)"
10-01-2023 13:52:50.947587,"(21.0, 46.0, 45.75)","(61.0, 90.0, 77.72727272727273)","(101.0, 350.0, 330.0)","(31.0, 65.0, 53.75)","(11.0, 17.5, 17.416666666666668)","(2.25, 2.7, 2.681)","(7.0, 9.0, 8.89375)","(6.0, 6.8, 6.732173913043478)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.928484848484849)"
10-01-2023 13:52:52.294052,"(21.0, 46.0, 45.75)","(61.0, 90.0, 77.72727272727273)","(101.0, 350.0, 340.0)","(31.0, 65.0, 53.75)","(11.0, 17.5, 17.416666666666668)","(2.25, 2.68, 2.678235294117647)","(7.0, 9.0, 8.926666666666668)","(6.0, 6.8, 6.729680365296804)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.928484848484849)"
10-01-2023 13:52:53.656730,"(21.0, 46.0, 45.75)","(61.0, 90.0, 77.72727272727273)","(101.0, 350.0, 340.0)","(31.0, 65.0, 53.75)","(11.0, 17.5, 17.416666666666668)","(2.25, 2.68, 2.678723404255319)","(7.0, 9.0, 8.911764705882353)","(6.0, 6.8, 6.729680365296804)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.928484848484849)"
10-01-2023 13:52:55.071517,"(21.0, 46.0, 45.75)","(61.0, 90.0, 77.72727272727273)","(101.0, 350.0, 340.0)","(31.0, 65.0, 53.75)","(11.0, 17.5, 17.416666666666668)","(2.25, 2.68, 2.674545454545455)","(7.0, 9.0, 8.911764705882353)","(6.0, 6.8, 6.729680365296804)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.928484848484849)"
10-01-2023 13:52:56.475532,"(21.0, 46.0, 45.333333333333336)","(61.0, 90.0, 77.72727272727273)","(101.0, 350.0, 340.0)","(31.0, 65.0, 53.75)","(11.0, 17.5, 17.416666666666668)","(2.25, 2.68, 2.67)","(7.0, 9.0, 8.911764705882353)","(6.0, 6.8, 6.729680365296804)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.939166666666667)"
10-01-2023 13:52:57.882453,"(21.0, 46.0, 45.333333333333336)","(61.0, 90.0, 77.72727272727273)","(101.0, 350.0, 340.0)","(31.0, 65.0, 53.75)","(11.0, 17.5, 17.416666666666668)","(2.25, 2.68, 2.67)","(7.0, 9.0, 8.911764705882353)","(6.0, 6.8, 6.729680365296804)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.957058823529412)"
10-01-2023 13:52:59.466205,"(21.0, 46.0, 45.333333333333336)","(61.0, 85.0, 81.66666666666667)","(101.0, 350.0, 270.0)","(31.0, 65.0, 53.75)","(11.0, 17.5, 17.416666666666668)","(2.25, 2.68, 2.67)","(7.0, 9.0, 8.911764705882353)","(6.0, 6.8, 6.72803738317757)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.957058823529412)"
10-01-2023 13:53:01.046152,"(21.0, 46.0, 45.333333333333336)","(61.0, 85.0, 81.66666666666667)","(101.0, 350.0, 290.0)","(31.0, 65.0, 53.75)","(11.0, 17.5, 17.416666666666668)","(2.25, 2.68, 2.67)","(7.0, 9.0, 8.926666666666668)","(6.0, 6.8, 6.72803738317757)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.9610666666666665)"
10-01-2023 13:53:02.469402,"(21.0, 46.0, 45.333333333333336)","(61.0, 85.0, 82.77777777777777)","(101.0, 340.0, 283.3333333333333)","(31.0, 65.0, 53.75)","(11.0, 17.5, 17.416666666666668)","(2.25, 2.68, 2.670414201183432)","(7.0, 9.0, 8.926666666666668)","(6.0, 6.8, 6.72803738317757)","(71.0, 190.0, 170.0)","(14.0, 24.0, 22.363636363636363)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.961170212765958)"
10-01-2023 13:53:03.985263,"(21.0, 46.0, 45.333333333333336)","(61.0, 85.0, 84.54545454545455)","(101.0, 330.0, 283.3333333333333)","(31.0, 65.0, 61.08695652173913)","(11.0, 17.5, 17.086206896551722)","(2.25, 2.68, 2.670414201183432)","(7.0, 9.0, 8.830400000000001)","(6.0, 6.8, 6.72803738317757)","(71.0, 190.0, 165.0)","(14.0, 24.0, 22.5)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.968095238095238)"
10-01-2023 13:53:05.431783,"(21.0, 46.0, 44.166666666666664)","(61.0, 85.0, 84.16666666666667)","(101.0, 330.0, 283.3333333333333)","(31.0, 65.0, 61.08695652173913)","(11.0, 17.5, 17.086206896551722)","(2.25, 2.68, 2.6726618705035974)","(7.0, 9.0, 8.824793388429752)","(6.0, 6.8, 6.72803738317757)","(71.0, 210.0, 186.0)","(14.0, 23.0, 22.5)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.967632850241546)"
10-01-2023 13:53:06.827278,"(21.0, 46.0, 44.166666666666664)","(61.0, 90.0, 84.16666666666667)","(101.0, 330.0, 276.6666666666667)","(31.0, 65.0, 61.08695652173913)","(11.0, 17.5, 16.97826086956522)","(2.3, 2.68, 2.6712101910828028)","(7.0, 9.0, 8.834246575342465)","(6.0, 6.8, 6.72803738317757)","(71.0, 210.0, 180.0)","(14.0, 23.0, 22.5)","(101.0, 330.0, 283.3333333333333)","(4.4, 5.0, 4.90945945945946)"
10-01-2023 13:53:08.226438,"(21.0, 46.0, 44.166666666666664)","(61.0, 90.0, 84.16666666666667)","(101.0, 320.0, 227.14285714285714)","(31.0, 65.0, 61.08695652173913)","(11.0, 17.5, 16.86842105263158)","(2.3, 2.68, 2.6712101910828028)","(7.0, 9.0, 8.834246575342465)","(6.0, 6.8, 6.724878048780488)","(71.0, 210.0, 180.0)","(14.0, 23.0, 22.5)","(101.0, 330.0, 283.3333333333333)","(4.4, 5.0, 4.908433734939759)"
10-01-2023 13:53:09.622189,"(21.0, 46.0, 44.166666666666664)","(61.0, 90.0, 84.16666666666667)","(101.0, 320.0, 210.0)","(31.0, 65.0, 61.08695652173913)","(11.0, 17.5, 16.86842105263158)","(2.25, 2.68, 2.6712101910828028)","(7.0, 9.0, 8.834246575342465)","(6.0, 6.8, 6.724878048780488)","(71.0, 210.0, 180.0)","(14.0, 23.0, 22.5)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.908433734939759)"
10-01-2023 13:53:11.042361,"(21.0, 46.0, 44.166666666666664)","(61.0, 90.0, 84.16666666666667)","(101.0, 310.0, 221.42857142857142)","(31.0, 65.0, 61.08695652173913)","(11.0, 17.5, 16.772727272727273)","(2.25, 2.68, 2.6705479452054797)","(7.0, 9.0, 8.834246575342465)","(6.0, 6.8, 6.724878048780488)","(71.0, 210.0, 180.0)","(14.0, 23.0, 22.5)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.908433734939759)"
10-01-2023 13:53:12.390362,"(21.0, 46.0, 44.166666666666664)","(61.0, 90.0, 84.16666666666667)","(101.0, 300.0, 223.33333333333334)","(31.0, 65.0, 61.08695652173913)","(11.0, 17.5, 16.772727272727273)","(2.3, 2.68, 2.6705479452054797)","(7.0, 9.0, 8.834246575342465)","(6.0, 6.8, 6.724878048780488)","(71.0, 210.0, 180.0)","(14.0, 23.0, 22.5)","(101.0, 330.0, 283.3333333333333)","(4.4, 5.0, 4.908433734939759)"
10-01-2023 13:53:13.680328,"(21.0, 46.0, 44.166666666666664)","(61.0, 90.0, 84.16666666666667)","(101.0, 290.0, 235.0)","(31.0, 65.0, 58.07692307692308)","(11.0, 17.5, 16.772727272727273)","(2.3, 2.68, 2.6705479452054797)","(7.0, 9.0, 8.834246575342465)","(6.0, 6.8, 6.724878048780488)","(71.0, 210.0, 180.0)","(14.0, 23.0, 22.5)","(101.0, 330.0, 283.3333333333333)","(4.4, 5.0, 4.908433734939759)"
10-01-2023 13:53:15.043056,"(21.0, 46.0, 44.166666666666664)","(61.0, 90.0, 84.16666666666667)","(101.0, 280.0, 235.0)","(31.0, 65.0, 58.07692307692308)","(11.0, 17.5, 16.772727272727273)","(2.3, 2.68, 2.6705479452054797)","(7.0, 9.0, 8.834246575342465)","(6.0, 6.8, 6.724878048780488)","(71.0, 210.0, 180.0)","(14.0, 23.0, 22.5)","(101.0, 330.0, 283.3333333333333)","(4.4, 5.0, 4.908433734939759)"
10-01-2023 13:53:16.463383,"(21.0, 46.0, 44.166666666666664)","(61.0, 90.0, 84.16666666666667)","(101.0, 260.0, 235.0)","(31.0, 65.0, 58.07692307692308)","(11.0, 17.5, 16.772727272727273)","(2.25, 2.68, 2.6705479452054797)","(7.0, 9.0, 8.834246575342465)","(6.0, 6.8, 6.724878048780488)","(71.0, 210.0, 180.0)","(14.0, 23.0, 22.764705882352942)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.908433734939759)"
10-01-2023 13:53:17.920573,"(21.0, 46.0, 44.19047619047619)","(61.0, 90.0, 84.16666666666667)","(101.0, 260.0, 235.0)","(31.0, 65.0, 58.07692307692308)","(11.0, 17.5, 16.67241379310345)","(2.25, 2.68, 2.670727272727273)","(7.0, 9.0, 8.831111111111111)","(6.0, 6.8, 6.741436464088397)","(71.0, 210.0, 181.42857142857142)","(14.0, 23.0, 22.764705882352942)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.914000000000001)"
10-01-2023 13:53:19.416436,"(21.0, 46.0, 44.19047619047619)","(61.0, 90.0, 84.16666666666667)","(101.0, 260.0, 218.33333333333334)","(31.0, 65.0, 58.07692307692308)","(11.0, 17.5, 16.75)","(2.25, 2.68, 2.6716393442622954)","(7.0, 9.0, 8.835971223021584)","(6.0, 6.8, 6.753293413173653)","(71.0, 210.0, 180.0)","(14.0, 23.0, 22.333333333333332)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.923214285714286)"
10-01-2023 13:53:20.879861,"(21.0, 46.0, 44.27272727272727)","(61.0, 90.0, 84.16666666666667)","(101.0, 260.0, 224.28571428571428)","(31.0, 65.0, 58.07692307692308)","(11.0, 17.5, 16.75)","(2.25, 2.68, 2.6721367521367525)","(7.0, 9.0, 8.835971223021584)","(6.0, 6.8, 6.749707602339181)","(71.0, 210.0, 180.0)","(14.0, 23.0, 22.333333333333332)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.923214285714286)"
10-01-2023 13:53:22.342950,"(21.0, 46.0, 44.27272727272727)","(61.0, 90.0, 82.63157894736842)","(101.0, 260.0, 236.66666666666666)","(31.0, 65.0, 58.07692307692308)","(11.0, 17.5, 16.72222222222222)","(2.25, 2.68, 2.6721367521367525)","(7.0, 9.0, 8.835971223021584)","(6.0, 6.8, 6.749707602339181)","(71.0, 210.0, 180.0)","(14.0, 23.0, 22.142857142857142)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.912264150943397)"
10-01-2023 13:53:23.776908,"(21.0, 46.0, 44.44444444444444)","(61.0, 90.0, 82.63157894736842)","(101.0, 250.0, 236.66666666666666)","(31.0, 65.0, 58.07692307692308)","(11.0, 17.5, 16.72222222222222)","(2.25, 2.68, 2.671633986928105)","(7.0, 9.0, 8.844025157232705)","(6.0, 6.8, 6.738812785388127)","(71.0, 210.0, 180.0)","(14.0, 23.0, 21.8)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.909701492537314)"
10-01-2023 13:53:25.088480,"(21.0, 46.0, 44.44444444444444)","(61.0, 90.0, 82.63157894736842)","(101.0, 250.0, 236.66666666666666)","(31.0, 65.0, 58.57142857142857)","(11.0, 17.5, 16.72222222222222)","(2.25, 2.68, 2.671633986928105)","(7.0, 9.0, 8.844025157232705)","(6.0, 6.8, 6.738812785388127)","(71.0, 210.0, 180.0)","(14.0, 23.0, 22.076923076923077)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.909701492537314)"
10-01-2023 13:53:26.513016,"(21.0, 46.0, 44.44444444444444)","(61.0, 90.0, 82.63157894736842)","(101.0, 250.0, 236.66666666666666)","(31.0, 65.0, 58.57142857142857)","(11.0, 17.5, 16.72222222222222)","(2.25, 2.68, 2.671633986928105)","(7.0, 9.0, 8.844025157232705)","(6.0, 6.8, 6.738812785388127)","(71.0, 210.0, 180.0)","(14.0, 23.0, 22.25)","(101.0, 330.0, 283.3333333333333)","(4.6, 5.0, 4.909701492537314)"
10-01-2023 13:53:28.188420,"(21.0, 46.0, 43.906976744186046)","(61.0, 90.0, 82.63157894736842)","(101.0, 250.0, 236.66666666666666)","(31.0, 65.0, 58.57142857142857)","(11.0, 17.5, 16.72222222222222)","(2.3, 2.68, 2.671633986928105)","(7.0, 9.0, 8.844025157232705)","(6.0, 6.8, 6.738812785388127)","(71.0, 210.0, 180.0)","(14.0, 23.0, 22.25)","(101.0, 330.0, 283.3333333333333)","(4.4, 5.0, 4.909701492537314)"
10-01-2023 13:53:29.659919,"(21.0, 44.0, 39.77777777777778)","(61.0, 90.0, 82.63157894736842)","(101.0, 250.0, 236.66666666666666)","(31.0, 65.0, 58.57142857142857)","(11.0, 17.5, 16.72222222222222)","(2.3, 2.68, 2.673986928104575)","(7.0, 9.0, 8.844025157232705)","(6.0, 6.8, 6.738812785388127)","(71.0, 210.0, 180.0)","(14.0, 23.0, 21.8)","(101.0, 330.0, 283.3333333333333)","(4.4, 5.0, 4.909701492537314)"
10-01-2023 13:53:30.970108,"(21.0, 42.0, 39.77777777777778)","(61.0, 90.0, 82.63157894736842)","(101.0, 250.0, 236.66666666666666)","(31.0, 65.0, 58.57142857142857)","(11.0, 17.5, 16.72222222222222)","(2.3, 2.68, 2.673986928104575)","(7.0, 9.0, 8.844025157232705)","(6.0, 6.8, 6.738812785388127)","(71.0, 210.0, 180.0)","(14.0, 23.0, 21.8)","(101.0, 330.0, 283.3333333333333)","(4.4, 5.0, 4.909701492537314)"
10-01-2023 13:53:32.336928,"(21.0, 42.0, 40.333333333333336)","(61.0, 90.0, 82.63157894736842)","(101.0, 260.0, 222.5)","(31.0, 65.0, 58.57142857142857)","(11.0, 17.5, 16.72222222222222)","(2.3, 2.7, 2.6842857142857146)","(7.0, 9.0, 8.844025157232705)","(6.0, 6.8, 6.738812785388127)","(71.0, 210.0, 180.0)","(14.0, 23.0, 21.571428571428573)","(101.0, 330.0, 283.3333333333333)","(4.4, 5.0, 4.909701492537314)"
10-01-2023 13:53:33.692132,"(21.0, 42.0, 40.333333333333336)","(61.0, 90.0, 82.63157894736842)","(101.0, 260.0, 222.5)","(31.0, 65.0, 58.57142857142857)","(11.0, 17.5, 16.72222222222222)","(2.3, 2.7, 2.6842424242424245)","(7.0, 9.0, 8.844025157232705)","(6.0, 6.8, 6.738812785388127)","(71.0, 210.0, 180.0)","(14.0, 23.0, 21.571428571428573)","(101.0, 330.0, 283.3333333333333)","(4.4, 5.0, 4.909701492537314)"
10-01-2023 13:53:35.150001,"(21.0, 42.0, 40.4)","(61.0, 90.0, 82.63157894736842)","(101.0, 260.0, 222.5)","(31.0, 65.0, 58.57142857142857)","(11.0, 17.5, 16.72222222222222)","(2.3, 2.7, 2.6842424242424245)","(7.0, 9.0, 8.844025157232705)","(6.0, 6.8, 6.738812785388127)","(71.0, 210.0, 180.0)","(14.0, 23.0, 21.571428571428573)","(101.0, 330.0, 283.3333333333333)","(4.4, 5.0, 4.919117647058824)"
10-01-2023 13:53:36.604461,"(21.0, 42.0, 39.92)","(61.0, 90.0, 82.63157894736842)","(101.0, 260.0, 222.5)","(31.0, 65.0, 58.57142857142857)","(11.0, 17.5, 16.72222222222222)","(2.3, 2.7, 2.6845544554455447)","(7.0, 9.0, 8.844025157232705)","(6.0, 6.8, 6.738812785388127)","(71.0, 210.0, 180.0)","(14.0, 23.0, 21.88888888888889)","(101.0, 330.0, 283.3333333333333)","(4.4, 5.0, 4.913684210526316)"
10-01-2023 13:53:38.172598,"(21.0, 42.0, 39.92)","(61.0, 90.0, 82.63157894736842)","(101.0, 260.0, 222.5)","(31.0, 65.0, 58.57142857142857)","(11.0, 17.5, 16.72222222222222)","(2.3, 2.7, 2.6845544554455447)","(7.0, 9.0, 8.844025157232705)","(6.0, 6.8, 6.738812785388127)","(71.0, 210.0, 180.0)","(14.0, 23.0, 21.88888888888889)","(101.0, 330.0, 283.3333333333333)","(4.4, 5.0, 4.913684210526316)"
10-01-2023 13:53:39.560973,"(21.0, 42.0, 39.92)","(61.0, 90.0, 82.63157894736842)","(101.0, 260.0, 222.5)","(31.0, 65.0, 58.57142857142857)","(11.0, 17.5, 16.72222222222222)","(2.3, 2.7, 2.6845544554455447)","(7.0, 9.0, 8.844025157232705)","(6.0, 6.8, 6.738812785388127)","(71.0, 210.0, 180.0)","(14.0, 23.0, 21.46153846153846)","(101.0, 330.0, 283.3333333333333)","(4.4, 5.0, 4.913684210526316)"
10-01-2023 13:53:40.930196,"(21.0, 42.0, 39.92)","(61.0, 90.0, 82.63157894736842)","(101.0, 260.0, 222.5)","(31.0, 65.0, 58.57142857142857)","(11.0, 17.5, 16.72222222222222)","(2.3, 2.7, 2.672244897959184)","(7.0, 9.0, 8.844025157232705)","(6.0, 6.8, 6.738812785388127)","(71.0, 210.0, 180.0)","(14.0, 23.0, 21.823529411764707)","(101.0, 330.0, 283.3333333333333)","(4.4, 5.0, 4.9110000000000005)"
10-01-2023 13:53:42.314941,"(21.0, 42.0, 39.92)","(61.0, 90.0, 82.63157894736842)","(101.0, 260.0, 222.5)","(31.0, 65.0, 58.57142857142857)","(11.0, 17.5, 16.72222222222222)","(2.3, 2.68, 2.672244897959184)","(7.0, 9.0, 8.844025157232705)","(6.0, 6.8, 6.738812785388127)","(71.0, 210.0, 180.0)","(14.0, 23.0, 22.09090909090909)","(101.0, 330.0, 283.3333333333333)","(4.4, 5.0, 4.9110000000000005)"
10-01-2023 13:53:43.756951,"(21.0, 42.0, 39.92)","(61.0, 90.0, 82.63157894736842)","(101.0, 260.0, 222.5)","(31.0, 65.0, 58.57142857142857)","(11.0, 17.5, 16.74390243902439)","(2.3, 2.68, 2.672244897959184)","(7.0, 9.0, 8.844025157232705)","(6.0, 6.8, 6.738812785388127)","(71.0, 210.0, 180.0)","(14.0, 23.0, 21.666666666666668)","(101.0, 330.0, 283.3333333333333)","(4.4, 5.0, 4.9110000000000005)"
