,Thumbs Up,Just Like Honey,Witty Wendy,Haras Heidi,Sassy Sniper,Black Horizon
16,"[datetime.datetime(2022, 11, 28, 18, 11, 49, 369497), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 11, 49, 369497), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 11, 49, 369497), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 11, 49, 369497), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 11, 49, 369497), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 11, 49, 369497), 61.0, 570.0]"
17,"[datetime.datetime(2022, 11, 28, 18, 11, 50, 475290), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 11, 50, 475290), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 11, 50, 475290), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 11, 50, 475290), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 11, 50, 475290), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 11, 50, 475290), 61.0, 570.0]"
18,"[datetime.datetime(2022, 11, 28, 18, 11, 51, 576191), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 11, 51, 576191), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 11, 51, 576191), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 11, 51, 576191), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 11, 51, 576191), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 11, 51, 576191), 61.0, 570.0]"
19,"[datetime.datetime(2022, 11, 28, 18, 11, 52, 691533), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 11, 52, 691533), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 11, 52, 691533), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 11, 52, 691533), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 11, 52, 691533), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 11, 52, 691533), 61.0, 570.0]"
20,"[datetime.datetime(2022, 11, 28, 18, 11, 53, 805258), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 11, 53, 805258), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 11, 53, 805258), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 11, 53, 805258), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 11, 53, 805258), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 11, 53, 805258), 61.0, 570.0]"
21,"[datetime.datetime(2022, 11, 28, 18, 11, 54, 923490), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 11, 54, 923490), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 11, 54, 923490), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 11, 54, 923490), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 11, 54, 923490), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 11, 54, 923490), 61.0, 570.0]"
22,"[datetime.datetime(2022, 11, 28, 18, 11, 56, 40359), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 11, 56, 40359), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 11, 56, 40359), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 11, 56, 40359), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 11, 56, 40359), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 11, 56, 40359), 61.0, 570.0]"
23,"[datetime.datetime(2022, 11, 28, 18, 11, 57, 160370), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 11, 57, 160370), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 11, 57, 160370), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 11, 57, 160370), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 11, 57, 160370), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 11, 57, 160370), 61.0, 570.0]"
24,"[datetime.datetime(2022, 11, 28, 18, 11, 58, 265002), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 11, 58, 265002), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 11, 58, 265002), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 11, 58, 265002), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 11, 58, 265002), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 11, 58, 265002), 61.0, 570.0]"
25,"[datetime.datetime(2022, 11, 28, 18, 11, 59, 362952), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 11, 59, 362952), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 11, 59, 362952), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 11, 59, 362952), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 11, 59, 362952), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 11, 59, 362952), 61.0, 570.0]"
26,"[datetime.datetime(2022, 11, 28, 18, 12, 0, 473503), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 0, 473503), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 0, 473503), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 0, 473503), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 0, 473503), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 0, 473503), 61.0, 570.0]"
27,"[datetime.datetime(2022, 11, 28, 18, 12, 1, 579689), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 1, 579689), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 1, 579689), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 1, 579689), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 1, 579689), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 1, 579689), 61.0, 570.0]"
28,"[datetime.datetime(2022, 11, 28, 18, 12, 2, 708251), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 2, 708251), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 2, 708251), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 2, 708251), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 2, 708251), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 2, 708251), 61.0, 570.0]"
29,"[datetime.datetime(2022, 11, 28, 18, 12, 3, 804269), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 3, 804269), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 3, 804269), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 3, 804269), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 3, 804269), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 3, 804269), 61.0, 570.0]"
30,"[datetime.datetime(2022, 11, 28, 18, 12, 4, 904222), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 4, 904222), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 4, 904222), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 4, 904222), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 4, 904222), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 4, 904222), 61.0, 570.0]"
31,"[datetime.datetime(2022, 11, 28, 18, 12, 6, 58370), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 6, 58370), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 6, 58370), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 6, 58370), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 6, 58370), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 6, 58370), 61.0, 570.0]"
32,"[datetime.datetime(2022, 11, 28, 18, 12, 7, 184095), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 7, 184095), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 7, 184095), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 7, 184095), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 7, 184095), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 7, 184095), 61.0, 570.0]"
33,"[datetime.datetime(2022, 11, 28, 18, 12, 8, 293376), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 8, 293376), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 8, 293376), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 8, 293376), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 8, 293376), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 8, 293376), 61.0, 570.0]"
34,"[datetime.datetime(2022, 11, 28, 18, 12, 9, 416888), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 9, 416888), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 9, 416888), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 9, 416888), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 9, 416888), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 9, 416888), 61.0, 570.0]"
35,"[datetime.datetime(2022, 11, 28, 18, 12, 10, 519112), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 10, 519112), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 10, 519112), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 10, 519112), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 10, 519112), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 10, 519112), 61.0, 570.0]"
36,"[datetime.datetime(2022, 11, 28, 18, 12, 11, 636554), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 11, 636554), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 11, 636554), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 11, 636554), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 11, 636554), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 11, 636554), 61.0, 570.0]"
37,"[datetime.datetime(2022, 11, 28, 18, 12, 12, 742006), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 12, 742006), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 12, 742006), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 12, 742006), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 12, 742006), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 12, 742006), 61.0, 570.0]"
38,"[datetime.datetime(2022, 11, 28, 18, 12, 13, 843609), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 13, 843609), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 13, 843609), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 13, 843609), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 13, 843609), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 13, 843609), 61.0, 570.0]"
39,"[datetime.datetime(2022, 11, 28, 18, 12, 14, 939410), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 14, 939410), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 14, 939410), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 14, 939410), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 14, 939410), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 14, 939410), 61.0, 570.0]"
40,"[datetime.datetime(2022, 11, 28, 18, 12, 16, 42701), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 16, 42701), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 16, 42701), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 16, 42701), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 16, 42701), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 16, 42701), 61.0, 570.0]"
41,"[datetime.datetime(2022, 11, 28, 18, 12, 17, 140476), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 17, 140476), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 17, 140476), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 17, 140476), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 17, 140476), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 17, 140476), 61.0, 570.0]"
42,"[datetime.datetime(2022, 11, 28, 18, 12, 18, 236644), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 18, 236644), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 18, 236644), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 18, 236644), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 18, 236644), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 18, 236644), 61.0, 570.0]"
43,"[datetime.datetime(2022, 11, 28, 18, 12, 19, 346122), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 19, 346122), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 19, 346122), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 19, 346122), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 19, 346122), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 19, 346122), 61.0, 570.0]"
44,"[datetime.datetime(2022, 11, 28, 18, 12, 20, 455985), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 20, 455985), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 20, 455985), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 20, 455985), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 20, 455985), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 20, 455985), 61.0, 570.0]"
45,"[datetime.datetime(2022, 11, 28, 18, 12, 21, 599187), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 21, 599187), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 21, 599187), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 21, 599187), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 21, 599187), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 21, 599187), 61.0, 570.0]"
46,"[datetime.datetime(2022, 11, 28, 18, 12, 22, 699119), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 22, 699119), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 22, 699119), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 22, 699119), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 22, 699119), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 22, 699119), 61.0, 570.0]"
47,"[datetime.datetime(2022, 11, 28, 18, 12, 23, 806754), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 23, 806754), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 23, 806754), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 23, 806754), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 23, 806754), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 23, 806754), 61.0, 570.0]"
48,"[datetime.datetime(2022, 11, 28, 18, 12, 24, 913805), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 24, 913805), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 24, 913805), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 24, 913805), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 24, 913805), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 24, 913805), 61.0, 570.0]"
49,"[datetime.datetime(2022, 11, 28, 18, 12, 26, 21762), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 26, 21762), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 26, 21762), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 26, 21762), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 26, 21762), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 26, 21762), 61.0, 570.0]"
50,"[datetime.datetime(2022, 11, 28, 18, 12, 27, 132698), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 27, 132698), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 27, 132698), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 27, 132698), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 27, 132698), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 27, 132698), 61.0, 570.0]"
51,"[datetime.datetime(2022, 11, 28, 18, 12, 28, 239176), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 28, 239176), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 28, 239176), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 28, 239176), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 28, 239176), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 28, 239176), 61.0, 570.0]"
52,"[datetime.datetime(2022, 11, 28, 18, 12, 29, 358479), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 29, 358479), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 29, 358479), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 29, 358479), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 29, 358479), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 29, 358479), 61.0, 570.0]"
53,"[datetime.datetime(2022, 11, 28, 18, 12, 30, 461105), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 18, 12, 30, 461105), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 12, 30, 461105), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 18, 12, 30, 461105), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 12, 30, 461105), 3.1, 5.9]","[datetime.datetime(2022, 11, 28, 18, 12, 30, 461105), 61.0, 570.0]"
