,Spring Maple,Tuta Yankee,Point To Point,Spring Rock,Springview Magic,Bundy Prize,Duelling Banjos,Nando Sid
06-01-2023 15:48:23.289351,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 86.5)"
06-01-2023 15:48:24.511680,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 86.5)"
06-01-2023 15:48:25.806670,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 86.5)"
06-01-2023 15:48:27.157552,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 86.5)"
06-01-2023 15:48:28.416826,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 86.5)"
06-01-2023 15:48:29.622789,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 86.5)"
06-01-2023 15:48:30.711674,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 86.5)"
06-01-2023 15:48:31.902722,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 86.5)"
06-01-2023 15:48:33.064761,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 86.5)"
06-01-2023 15:48:34.335503,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 86.5)"
06-01-2023 15:48:35.569646,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 86.5)"
06-01-2023 15:48:37.081496,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 86.5)"
06-01-2023 15:48:38.311563,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 86.5)"
06-01-2023 15:48:40.321648,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 86.5)"
06-01-2023 15:48:41.569310,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 86.5)"
06-01-2023 15:48:43.006560,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 86.5)"
06-01-2023 15:48:44.517175,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 86.5)"
06-01-2023 15:48:46.122150,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 86.5)"
06-01-2023 15:48:47.637973,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 86.5)"
06-01-2023 15:48:48.839222,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 127.0)"
06-01-2023 15:48:49.881571,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 127.0)"
06-01-2023 15:48:51.136334,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.58)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 127.0)"
06-01-2023 15:48:52.362602,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.7, 4.55)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 127.0)"
06-01-2023 15:48:53.555718,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.55)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 127.0)"
06-01-2023 15:48:54.744172,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.55)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 127.0)"
06-01-2023 15:48:55.943344,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.55)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 127.0)"
06-01-2023 15:48:57.147254,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.55)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 127.0)"
06-01-2023 15:48:58.322828,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.55)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 128.0)"
06-01-2023 15:48:59.372125,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.55)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 128.0)"
06-01-2023 15:49:00.518152,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.55)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 128.0)"
06-01-2023 15:49:01.863138,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.55)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.876923076923077)","(51.0, 220.0, 128.0)"
06-01-2023 15:49:03.321852,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 136.36363636363637)"
06-01-2023 15:49:04.885532,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 136.36363636363637)"
06-01-2023 15:49:06.732162,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:08.223796,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:09.599959,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:10.937844,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:12.239956,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:13.390748,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:14.586130,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:15.741331,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:16.964557,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:18.388338,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:19.770620,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:21.028583,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:22.456709,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:23.708204,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:24.962137,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:26.185794,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:27.438782,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:28.746515,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:30.021736,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:31.279245,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:32.475395,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:33.674174,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:35.075811,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:36.102940,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 137.27272727272728)"
06-01-2023 15:49:37.418053,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 130.0)"
06-01-2023 15:49:38.564182,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 130.0)"
06-01-2023 15:49:39.755315,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 130.0)"
06-01-2023 15:49:41.029082,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 130.0)"
06-01-2023 15:49:42.106168,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 130.0)"
06-01-2023 15:49:43.212431,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 62.5)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 151.53846153846155)"
06-01-2023 15:49:44.314188,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 47.05882352941177)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 10.2)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 151.53846153846155)"
06-01-2023 15:49:45.462399,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 47.05882352941177)","(3.7, 5.5, 4.66875)","(9.0, 21.0, 12.830769230769231)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 108.75)"
06-01-2023 15:49:46.670328,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 47.05882352941177)","(3.7, 5.5, 4.711764705882353)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 108.75)"
06-01-2023 15:49:48.159142,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 47.05882352941177)","(3.7, 5.7, 4.711764705882353)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 108.75)"
06-01-2023 15:49:49.382721,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 47.05882352941177)","(3.7, 5.7, 4.711764705882353)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 108.75)"
06-01-2023 15:49:50.462132,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 47.05882352941177)","(3.7, 5.7, 4.711764705882353)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 108.75)"
06-01-2023 15:49:51.629308,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 47.05882352941177)","(3.7, 5.7, 4.711764705882353)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 108.75)"
06-01-2023 15:49:52.879472,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 47.05882352941177)","(3.7, 5.7, 4.711764705882353)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 108.75)"
06-01-2023 15:49:54.182212,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 47.05882352941177)","(3.7, 5.7, 4.711764705882353)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 108.75)"
06-01-2023 15:49:55.430885,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 47.05882352941177)","(3.7, 5.7, 4.711764705882353)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 108.75)"
06-01-2023 15:49:56.508105,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 47.05882352941177)","(3.7, 5.7, 4.711764705882353)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 108.75)"
06-01-2023 15:49:57.680083,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 47.05882352941177)","(3.7, 5.7, 4.711764705882353)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 108.75)"
06-01-2023 15:49:58.744768,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 47.05882352941177)","(3.7, 5.7, 4.711764705882353)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 108.75)"
06-01-2023 15:49:59.870365,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 47.05882352941177)","(3.7, 5.7, 4.711764705882353)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 108.75)"
06-01-2023 15:50:00.975160,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 45.833333333333336)","(3.7, 5.7, 4.711764705882353)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 220.0, 114.0)"
06-01-2023 15:50:02.025679,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 45.833333333333336)","(3.7, 5.7, 4.711764705882353)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 210.0, 114.0)"
06-01-2023 15:50:03.088499,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 45.833333333333336)","(3.7, 5.7, 4.65)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 210.0, 114.0)"
06-01-2023 15:50:04.199667,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 45.833333333333336)","(3.7, 5.7, 4.65)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 210.0, 114.0)"
06-01-2023 15:50:05.363929,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 45.833333333333336)","(3.7, 5.7, 4.65)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 210.0, 114.0)"
06-01-2023 15:50:06.484687,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 45.833333333333336)","(3.7, 5.7, 4.65)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 210.0, 114.0)"
06-01-2023 15:50:07.589116,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 45.833333333333336)","(3.7, 5.7, 4.65)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 210.0, 114.0)"
06-01-2023 15:50:08.598508,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 45.833333333333336)","(3.7, 5.7, 4.65)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 210.0, 114.0)"
06-01-2023 15:50:09.863026,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 45.833333333333336)","(3.7, 5.7, 4.65)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 210.0, 114.0)"
06-01-2023 15:50:11.079401,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 45.833333333333336)","(3.7, 5.7, 4.65)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 210.0, 114.0)"
06-01-2023 15:50:12.374441,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 45.833333333333336)","(3.7, 5.7, 4.65)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 210.0, 114.0)"
06-01-2023 15:50:13.913101,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 45.833333333333336)","(3.7, 5.7, 4.65)","(9.0, 21.0, 10.56)","(2.9, 5.2, 3.85625)","(51.0, 210.0, 114.0)"
