,Blue Bloodz,Sabotage,Shesfeelinspecial,Reds Star Deal,Charlie My Boy,Mister Galvinator,Certainlycallitin,Heavenly Sea
11-01-2023 19:48:46.265328,"(1.35, 1.52, 1.5194285714285714)","(9.0, 17.5, 16.785714285714285)","(41.0, 70.0, 69.0)","(3.6, 5.5, 5.242857142857143)","(101.0, 340.0, 276.6666666666667)","(12.0, 24.0, 22.0)","(61.0, 130.0, 93.33333333333333)","(71.0, 200.0, 150.0)"
11-01-2023 19:48:47.481303,"(1.35, 1.52, 1.5194285714285714)","(9.0, 17.5, 16.785714285714285)","(41.0, 70.0, 69.0)","(3.6, 5.5, 5.333333333333334)","(101.0, 340.0, 276.6666666666667)","(12.0, 24.0, 22.0)","(61.0, 130.0, 93.33333333333333)","(71.0, 200.0, 133.33333333333334)"
11-01-2023 19:48:48.879304,"(1.35, 1.52, 1.5121428571428572)","(9.0, 17.5, 16.785714285714285)","(41.0, 70.0, 68.57142857142857)","(3.6, 5.4, 5.325)","(101.0, 340.0, 276.6666666666667)","(12.0, 24.0, 22.0)","(61.0, 120.0, 98.0)","(71.0, 200.0, 122.5)"
11-01-2023 19:48:50.113647,"(1.35, 1.52, 1.5121428571428572)","(9.0, 17.5, 16.785714285714285)","(41.0, 70.0, 68.75)","(3.6, 5.4, 5.325)","(101.0, 340.0, 276.6666666666667)","(12.0, 24.0, 22.0)","(61.0, 110.0, 98.0)","(71.0, 190.0, 126.66666666666667)"
11-01-2023 19:48:51.468893,"(1.3, 1.52, 1.5251851851851852)","(9.0, 17.5, 16.785714285714285)","(41.0, 70.0, 68.75)","(3.6, 5.4, 5.325)","(101.0, 340.0, 310.0)","(12.0, 24.0, 22.0)","(61.0, 110.0, 98.0)","(71.0, 180.0, 130.0)"
11-01-2023 19:48:52.879867,"(1.3, 1.54, 1.5158823529411765)","(9.0, 17.5, 14.333333333333334)","(41.0, 70.0, 68.0)","(3.6, 5.4, 5.366666666666667)","(101.0, 390.0, 303.33333333333337)","(12.0, 24.0, 22.0)","(61.0, 110.0, 98.0)","(71.0, 160.0, 130.0)"
11-01-2023 19:48:54.256390,"(1.3, 1.53, 1.5158823529411765)","(9.0, 17.0, 15.153846153846153)","(41.0, 70.0, 68.75)","(3.6, 5.4, 5.366666666666667)","(101.0, 380.0, 303.33333333333337)","(12.0, 24.0, 22.8)","(61.0, 110.0, 98.0)","(71.0, 160.0, 166.66666666666669)"
11-01-2023 19:48:55.614667,"(1.3, 1.53, 1.5158823529411765)","(9.0, 17.0, 15.153846153846153)","(41.0, 70.0, 75.0)","(3.6, 5.4, 5.366666666666667)","(101.0, 380.0, 303.33333333333337)","(12.0, 24.0, 22.8)","(61.0, 110.0, 98.0)","(71.0, 200.0, 140.0)"
11-01-2023 19:48:56.911934,"(1.3, 1.53, 1.5071052631578947)","(9.0, 17.0, 15.153846153846153)","(41.0, 80.0, 75.0)","(3.6, 5.4, 5.366666666666667)","(101.0, 380.0, 303.33333333333337)","(12.0, 24.0, 22.8)","(61.0, 110.0, 98.0)","(71.0, 200.0, 140.0)"
11-01-2023 19:48:58.235443,"(1.3, 1.53, 1.5018421052631579)","(9.0, 17.0, 14.818181818181818)","(41.0, 80.0, 75.0)","(3.6, 5.4, 5.366666666666667)","(101.0, 380.0, 303.33333333333337)","(12.0, 24.0, 22.8)","(61.0, 110.0, 98.0)","(71.0, 200.0, 140.0)"
11-01-2023 19:48:59.445591,"(1.3, 1.52, 1.5018421052631579)","(9.0, 17.0, 14.818181818181818)","(41.0, 80.0, 75.0)","(3.6, 5.4, 5.366666666666667)","(101.0, 380.0, 303.33333333333337)","(12.0, 24.0, 22.916666666666668)","(61.0, 110.0, 98.0)","(71.0, 200.0, 140.0)"
11-01-2023 19:49:00.619920,"(1.3, 1.51, 1.505)","(9.0, 17.0, 14.176470588235293)","(41.0, 80.0, 75.0)","(3.6, 5.4, 5.366666666666667)","(101.0, 380.0, 303.33333333333337)","(12.0, 25.0, 22.916666666666668)","(61.0, 110.0, 98.0)","(71.0, 200.0, 140.0)"
11-01-2023 19:49:01.947581,"(1.3, 1.51, 1.505)","(9.0, 17.0, 14.176470588235293)","(41.0, 80.0, 75.0)","(3.6, 5.4, 5.366666666666667)","(101.0, 380.0, 296.66666666666663)","(12.0, 25.0, 23.076923076923077)","(61.0, 110.0, 101.25)","(71.0, 200.0, 116.0)"
11-01-2023 19:49:03.222293,"(1.3, 1.51, 1.505)","(9.0, 17.0, 14.176470588235293)","(41.0, 80.0, 75.0)","(3.6, 5.4, 5.366666666666667)","(101.0, 370.0, 296.66666666666663)","(12.0, 25.0, 23.076923076923077)","(61.0, 110.0, 82.0)","(71.0, 180.0, 116.0)"
11-01-2023 19:49:04.624236,"(1.3, 1.51, 1.505)","(9.0, 17.0, 14.473684210526315)","(41.0, 80.0, 75.0)","(3.6, 5.4, 5.3812500000000005)","(101.0, 370.0, 290.0)","(12.0, 25.0, 23.076923076923077)","(61.0, 110.0, 82.0)","(71.0, 180.0, 123.33333333333333)"
11-01-2023 19:49:05.902890,"(1.3, 1.51, 1.5072727272727273)","(9.0, 17.0, 14.176470588235293)","(41.0, 80.0, 75.0)","(3.6, 5.4, 5.3812500000000005)","(101.0, 360.0, 290.0)","(12.0, 25.0, 23.076923076923077)","(61.0, 110.0, 82.0)","(71.0, 170.0, 123.33333333333333)"
11-01-2023 19:49:07.224053,"(1.3, 1.51, 1.5025)","(9.0, 17.0, 14.944444444444445)","(41.0, 80.0, 75.0)","(3.6, 5.4, 5.3812500000000005)","(101.0, 360.0, 290.0)","(12.0, 25.0, 23.076923076923077)","(61.0, 110.0, 82.0)","(71.0, 170.0, 123.33333333333333)"
11-01-2023 19:49:08.513251,"(1.3, 1.51, 1.5025)","(9.0, 16.5, 14.125)","(41.0, 80.0, 75.0)","(3.6, 5.4, 5.35)","(101.0, 360.0, 290.0)","(12.0, 25.0, 23.076923076923077)","(61.0, 110.0, 82.0)","(71.0, 170.0, 123.33333333333333)"
11-01-2023 19:49:09.839407,"(1.3, 1.51, 1.5057142857142858)","(9.0, 16.0, 14.125)","(41.0, 80.0, 72.5)","(3.6, 5.5, 5.360869565217391)","(101.0, 360.0, 290.0)","(12.0, 25.0, 23.076923076923077)","(61.0, 110.0, 82.0)","(71.0, 170.0, 123.33333333333333)"
11-01-2023 19:49:11.294997,"(1.3, 1.51, 1.505)","(9.0, 16.0, 14.125)","(41.0, 80.0, 68.75)","(3.6, 5.5, 5.315384615384615)","(101.0, 360.0, 290.0)","(12.0, 25.0, 23.076923076923077)","(61.0, 110.0, 86.66666666666667)","(71.0, 170.0, 123.33333333333333)"
11-01-2023 19:49:12.609217,"(1.3, 1.51, 1.5010344827586206)","(9.0, 16.0, 14.125)","(41.0, 80.0, 61.666666666666664)","(3.6, 5.5, 5.315384615384615)","(101.0, 360.0, 290.0)","(12.0, 25.0, 22.142857142857142)","(61.0, 110.0, 86.66666666666667)","(71.0, 170.0, 123.33333333333333)"
11-01-2023 19:49:13.913858,"(1.3, 1.51, 1.5010344827586206)","(9.0, 16.0, 14.125)","(41.0, 75.0, 61.666666666666664)","(3.6, 5.5, 5.36)","(101.0, 360.0, 290.0)","(12.0, 25.0, 22.5)","(61.0, 110.0, 86.66666666666667)","(71.0, 170.0, 123.33333333333333)"
11-01-2023 19:49:15.146122,"(1.3, 1.51, 1.5010344827586206)","(9.0, 15.5, 15.0)","(41.0, 75.0, 61.666666666666664)","(3.6, 5.4, 5.36)","(101.0, 360.0, 290.0)","(12.0, 25.0, 22.5)","(61.0, 110.0, 86.66666666666667)","(71.0, 170.0, 120.0)"
11-01-2023 19:49:16.426198,"(1.3, 1.51, 1.5010344827586206)","(9.0, 17.5, 16.0)","(41.0, 75.0, 61.666666666666664)","(3.6, 5.4, 5.36)","(101.0, 360.0, 290.0)","(12.0, 25.0, 22.5)","(61.0, 110.0, 92.5)","(71.0, 160.0, 120.0)"
11-01-2023 19:49:17.726368,"(1.3, 1.51, 1.4973170731707317)","(9.0, 17.0, 15.666666666666666)","(41.0, 75.0, 70.0)","(3.6, 5.4, 5.366666666666667)","(101.0, 360.0, 290.0)","(12.0, 25.0, 22.5)","(61.0, 110.0, 97.5)","(71.0, 160.0, 116.66666666666667)"
11-01-2023 19:49:19.107357,"(1.3, 1.51, 1.4959459459459459)","(9.0, 17.0, 15.666666666666666)","(41.0, 80.0, 70.0)","(3.6, 5.4, 5.366666666666667)","(101.0, 360.0, 290.0)","(12.0, 25.0, 22.5)","(61.0, 120.0, 97.5)","(71.0, 150.0, 116.66666666666667)"
11-01-2023 19:49:20.559116,"(1.3, 1.51, 1.4959459459459459)","(9.0, 17.0, 15.0)","(41.0, 80.0, 75.0)","(3.7, 5.4, 5.366666666666667)","(101.0, 360.0, 290.0)","(12.0, 25.0, 22.5)","(61.0, 120.0, 111.66666666666666)","(71.0, 150.0, 116.66666666666667)"
11-01-2023 19:49:21.950519,"(1.3, 1.51, 1.4920689655172414)","(9.0, 17.0, 15.0)","(41.0, 80.0, 75.0)","(3.7, 5.4, 5.366666666666667)","(101.0, 360.0, 290.0)","(13.0, 25.0, 22.5)","(61.0, 130.0, 111.66666666666666)","(71.0, 150.0, 116.66666666666667)"
11-01-2023 19:49:23.556593,"(1.3, 1.51, 1.4883333333333333)","(9.0, 17.0, 14.2)","(41.0, 80.0, 85.71428571428572)","(3.7, 5.4, 5.380000000000001)","(101.0, 360.0, 290.0)","(13.0, 25.0, 22.333333333333332)","(61.0, 130.0, 111.66666666666666)","(71.0, 150.0, 116.66666666666667)"
11-01-2023 19:49:24.963325,"(1.3, 1.51, 1.4883333333333333)","(9.0, 17.0, 15.25)","(41.0, 100.0, 88.75)","(3.7, 5.4, 5.380000000000001)","(101.0, 360.0, 283.33333333333337)","(13.0, 24.0, 22.333333333333332)","(61.0, 130.0, 111.66666666666666)","(71.0, 150.0, 116.66666666666667)"
11-01-2023 19:49:26.266106,"(1.3, 1.51, 1.4905)","(9.0, 17.0, 16.5)","(41.0, 95.0, 88.75)","(3.7, 5.4, 5.380000000000001)","(101.0, 350.0, 276.6666666666667)","(13.0, 24.0, 22.5)","(61.0, 130.0, 111.66666666666666)","(71.0, 150.0, 116.66666666666667)"
11-01-2023 19:49:27.578673,"(1.3, 1.51, 1.4883333333333333)","(9.0, 17.0, 16.5)","(41.0, 95.0, 90.83333333333334)","(3.7, 5.4, 5.380000000000001)","(101.0, 340.0, 276.6666666666667)","(13.0, 25.0, 22.5)","(61.0, 130.0, 111.66666666666666)","(71.0, 150.0, 116.66666666666667)"
11-01-2023 19:49:28.884966,"(1.3, 1.5, 1.4933333333333334)","(9.0, 17.0, 16.5)","(41.0, 95.0, 90.83333333333334)","(3.9, 5.4, 5.380000000000001)","(101.0, 340.0, 276.6666666666667)","(13.0, 25.0, 22.5)","(61.0, 130.0, 111.66666666666666)","(71.0, 150.0, 116.66666666666667)"
11-01-2023 19:49:30.263684,"(1.3, 1.5, 1.4947368421052631)","(9.0, 17.0, 16.5)","(41.0, 95.0, 124.54545454545453)","(3.9, 5.4, 5.380000000000001)","(101.0, 340.0, 276.6666666666667)","(13.0, 25.0, 22.5)","(61.0, 130.0, 111.66666666666666)","(71.0, 150.0, 116.66666666666667)"
11-01-2023 19:49:31.586113,"(1.3, 1.5, 1.496)","(9.0, 17.0, 15.75)","(41.0, 130.0, 136.66666666666669)","(3.9, 5.4, 5.380000000000001)","(101.0, 340.0, 283.33333333333337)","(13.0, 25.0, 22.5)","(61.0, 130.0, 102.5)","(71.0, 150.0, 120.0)"
11-01-2023 19:49:32.878291,"(1.3, 1.5, 1.496)","(9.0, 17.0, 15.75)","(41.0, 150.0, 153.33333333333334)","(3.9, 5.4, 5.380000000000001)","(101.0, 350.0, 283.33333333333337)","(13.0, 24.0, 21.5)","(61.0, 130.0, 122.5)","(71.0, 160.0, 120.0)"
11-01-2023 19:49:34.077759,"(1.3, 1.5, 1.496)","(9.0, 17.0, 15.75)","(41.0, 170.0, 153.33333333333334)","(3.9, 5.4, 5.380000000000001)","(101.0, 350.0, 283.33333333333337)","(13.0, 24.0, 21.5)","(61.0, 170.0, 122.5)","(71.0, 160.0, 130.0)"
11-01-2023 19:49:35.290558,"(1.3, 1.5, 1.4966666666666666)","(9.0, 17.5, 16.5)","(41.0, 170.0, 153.33333333333334)","(3.9, 5.4, 5.380000000000001)","(101.0, 350.0, 283.33333333333337)","(13.0, 24.0, 21.5)","(61.0, 170.0, 122.5)","(71.0, 160.0, 130.0)"
11-01-2023 19:49:36.536389,"(1.3, 1.5, 1.495813953488372)","(9.0, 17.5, 17.166666666666668)","(41.0, 170.0, 145.0)","(3.9, 5.4, 5.380000000000001)","(101.0, 350.0, 283.33333333333337)","(13.0, 24.0, 21.5)","(61.0, 170.0, 103.33333333333333)","(71.0, 160.0, 130.0)"
11-01-2023 19:49:37.807674,"(1.3, 1.5, 1.4866666666666666)","(9.0, 17.5, 17.0)","(41.0, 160.0, 145.0)","(3.9, 5.4, 5.380000000000001)","(101.0, 350.0, 283.33333333333337)","(13.0, 24.0, 21.5)","(61.0, 160.0, 103.33333333333333)","(71.0, 160.0, 130.0)"
11-01-2023 19:49:39.043883,"(1.3, 1.5, 1.4805882352941175)","(9.0, 17.5, 17.0)","(41.0, 160.0, 145.0)","(3.9, 5.4, 5.380000000000001)","(101.0, 350.0, 283.33333333333337)","(13.0, 24.0, 21.11111111111111)","(61.0, 160.0, 103.33333333333333)","(71.0, 160.0, 130.0)"
11-01-2023 19:49:40.376073,"(1.3, 1.5, 1.4805882352941175)","(10.0, 17.5, 16.666666666666668)","(41.0, 160.0, 145.0)","(4.0, 5.4, 5.380000000000001)","(101.0, 350.0, 283.33333333333337)","(13.0, 22.0, 21.11111111111111)","(51.0, 160.0, 103.33333333333333)","(71.0, 160.0, 130.0)"
11-01-2023 19:49:41.636673,"(1.3, 1.5, 1.4816666666666667)","(10.0, 17.5, 16.666666666666668)","(41.0, 160.0, 123.33333333333333)","(4.0, 5.4, 5.380000000000001)","(101.0, 350.0, 283.33333333333337)","(13.0, 22.0, 21.11111111111111)","(51.0, 160.0, 103.33333333333333)","(71.0, 160.0, 130.0)"
11-01-2023 19:49:42.913477,"(1.3, 1.51, 1.5095833333333333)","(10.0, 17.5, 16.847826086956523)","(41.0, 150.0, 128.33333333333331)","(4.0, 5.4, 5.380000000000001)","(101.0, 350.0, 283.33333333333337)","(13.0, 22.0, 20.8)","(51.0, 160.0, 96.66666666666667)","(71.0, 160.0, 130.0)"
11-01-2023 19:49:44.174419,"(1.3, 1.51, 1.5074193548387096)","(10.0, 17.5, 16.11111111111111)","(41.0, 140.0, 128.33333333333331)","(4.0, 5.4, 5.378947368421053)","(101.0, 350.0, 230.0)","(13.0, 22.0, 20.8)","(51.0, 140.0, 96.66666666666667)","(71.0, 160.0, 130.0)"
11-01-2023 19:49:45.488735,"(1.3, 1.51, 1.5074193548387096)","(10.0, 17.5, 16.607142857142858)","(41.0, 140.0, 128.33333333333331)","(4.0, 5.4, 5.378947368421053)","(101.0, 350.0, 234.44444444444446)","(13.0, 22.0, 20.8)","(51.0, 140.0, 96.66666666666667)","(71.0, 160.0, 110.0)"
11-01-2023 19:49:46.782538,"(1.3, 1.51, 1.5022222222222221)","(10.0, 17.5, 16.607142857142858)","(41.0, 140.0, 128.33333333333331)","(4.0, 5.4, 5.431818181818182)","(101.0, 340.0, 234.44444444444446)","(13.0, 22.0, 17.0)","(51.0, 140.0, 96.66666666666667)","(71.0, 160.0, 110.0)"
11-01-2023 19:49:48.158058,"(1.3, 1.51, 1.4944444444444445)","(10.0, 17.5, 16.944444444444443)","(41.0, 140.0, 128.33333333333331)","(4.0, 5.5, 5.431818181818182)","(101.0, 340.0, 234.44444444444446)","(13.0, 23.0, 14.8)","(51.0, 140.0, 96.66666666666667)","(71.0, 160.0, 125.0)"
11-01-2023 19:49:49.529344,"(1.3, 1.51, 1.4948648648648648)","(10.0, 17.5, 17.055555555555557)","(41.0, 140.0, 128.33333333333331)","(4.0, 5.5, 5.431818181818182)","(101.0, 340.0, 234.44444444444446)","(13.0, 22.0, 14.727272727272727)","(51.0, 140.0, 96.66666666666667)","(71.0, 150.0, 125.0)"
11-01-2023 19:49:51.011747,"(1.3, 1.51, 1.4948648648648648)","(10.0, 17.5, 17.055555555555557)","(41.0, 140.0, 153.33333333333334)","(4.0, 5.5, 5.431818181818182)","(101.0, 340.0, 234.44444444444446)","(13.0, 22.0, 16.5)","(51.0, 140.0, 123.75)","(71.0, 150.0, 125.0)"
11-01-2023 19:49:52.541172,"(1.3, 1.52, 1.508)","(10.0, 17.5, 16.75)","(41.0, 170.0, 153.33333333333334)","(4.0, 5.5, 5.431818181818182)","(101.0, 340.0, 234.44444444444446)","(13.0, 21.0, 16.266666666666666)","(51.0, 140.0, 120.0)","(71.0, 150.0, 125.0)"
11-01-2023 19:49:54.006393,"(1.3, 1.52, 1.4986842105263158)","(10.0, 17.5, 16.75)","(41.0, 170.0, 153.33333333333334)","(4.0, 5.5, 5.431818181818182)","(101.0, 340.0, 234.44444444444446)","(11.0, 20.0, 14.222222222222221)","(51.0, 170.0, 155.0)","(71.0, 150.0, 125.0)"
11-01-2023 19:49:55.478096,"(1.3, 1.52, 1.4946875)","(10.0, 17.5, 14.6875)","(41.0, 170.0, 153.33333333333334)","(4.0, 5.5, 5.431818181818182)","(101.0, 340.0, 234.44444444444446)","(11.0, 20.0, 16.0)","(51.0, 170.0, 155.0)","(71.0, 150.0, 125.0)"
11-01-2023 19:49:56.809717,"(1.3, 1.52, 1.4957692307692307)","(10.0, 15.0, 14.662162162162161)","(41.0, 170.0, 153.33333333333334)","(4.0, 5.5, 5.431818181818182)","(101.0, 340.0, 234.44444444444446)","(11.0, 20.0, 15.764705882352942)","(51.0, 170.0, 155.0)","(71.0, 150.0, 125.0)"
11-01-2023 19:49:58.237378,"(1.3, 1.52, 1.5237037037037038)","(10.0, 15.0, 11.7)","(41.0, 170.0, 153.33333333333334)","(4.0, 5.5, 5.4714285714285715)","(101.0, 340.0, 234.44444444444446)","(11.0, 20.0, 16.083333333333332)","(51.0, 170.0, 155.0)","(71.0, 150.0, 125.0)"
11-01-2023 19:49:59.551104,"(1.3, 1.54, 1.5237037037037038)","(10.0, 12.5, 12.333333333333334)","(41.0, 170.0, 153.33333333333334)","(4.0, 5.6, 5.4875)","(101.0, 340.0, 270.0)","(11.0, 19.0, 16.666666666666668)","(51.0, 170.0, 137.14285714285714)","(71.0, 150.0, 132.14285714285714)"
11-01-2023 19:50:00.935198,"(1.3, 1.54, 1.5238095238095237)","(10.0, 14.0, 12.551724137931034)","(41.0, 170.0, 153.33333333333334)","(4.0, 5.6, 5.54)","(101.0, 330.0, 247.14285714285714)","(11.0, 19.0, 16.666666666666668)","(51.0, 160.0, 111.81818181818181)","(71.0, 150.0, 132.14285714285714)"
11-01-2023 19:50:02.237703,"(1.3, 1.54, 1.523404255319149)","(10.0, 14.0, 13.525)","(41.0, 170.0, 117.5)","(4.0, 5.6, 5.529411764705882)","(101.0, 320.0, 256.6666666666667)","(11.0, 19.0, 16.642857142857142)","(51.0, 150.0, 111.81818181818181)","(71.0, 150.0, 132.14285714285714)"
11-01-2023 19:50:03.446967,"(1.3, 1.54, 1.5247058823529411)","(10.0, 14.0, 13.525)","(41.0, 160.0, 117.5)","(4.0, 5.6, 5.529411764705882)","(101.0, 310.0, 214.0)","(11.0, 17.5, 15.818181818181818)","(51.0, 150.0, 110.0)","(71.0, 150.0, 132.14285714285714)"
11-01-2023 19:50:04.602037,"(1.3, 1.54, 1.5256976744186046)","(10.0, 14.0, 13.525)","(41.0, 150.0, 138.125)","(4.0, 5.6, 5.4559999999999995)","(101.0, 310.0, 214.0)","(11.0, 18.0, 16.58823529411765)","(51.0, 140.0, 110.0)","(71.0, 150.0, 130.76923076923077)"
11-01-2023 19:50:05.827624,"(1.3, 1.54, 1.5344285714285715)","(10.0, 14.0, 13.51923076923077)","(41.0, 170.0, 138.125)","(4.0, 5.6, 5.4559999999999995)","(101.0, 310.0, 270.0)","(11.0, 18.0, 16.58823529411765)","(51.0, 140.0, 110.0)","(71.0, 150.0, 130.76923076923077)"
11-01-2023 19:50:07.390840,"(1.3, 1.54, 1.5260227272727274)","(10.0, 14.0, 13.51923076923077)","(41.0, 170.0, 138.125)","(4.0, 5.6, 5.408333333333333)","(101.0, 300.0, 270.0)","(11.0, 18.0, 16.823529411764707)","(51.0, 130.0, 87.14285714285714)","(71.0, 150.0, 130.76923076923077)"
11-01-2023 19:50:08.770549,"(1.3, 1.54, 1.5260227272727274)","(10.0, 14.0, 14.837837837837839)","(41.0, 170.0, 146.0)","(4.0, 5.5, 5.319047619047619)","(101.0, 300.0, 270.0)","(11.0, 18.0, 16.75)","(51.0, 130.0, 87.14285714285714)","(71.0, 150.0, 130.76923076923077)"
11-01-2023 19:50:10.151231,"(1.3, 1.54, 1.524025974025974)","(10.0, 15.0, 14.945945945945946)","(41.0, 170.0, 141.875)","(4.0, 5.5, 5.40952380952381)","(101.0, 300.0, 270.0)","(11.0, 17.5, 16.75)","(51.0, 130.0, 87.14285714285714)","(71.0, 150.0, 130.76923076923077)"
11-01-2023 19:50:11.468998,"(1.3, 1.54, 1.524025974025974)","(10.0, 15.0, 14.945945945945946)","(41.0, 170.0, 157.5)","(4.0, 5.5, 5.40952380952381)","(101.0, 300.0, 270.0)","(11.0, 17.5, 16.75)","(51.0, 130.0, 87.14285714285714)","(71.0, 150.0, 130.76923076923077)"
11-01-2023 19:50:12.679522,"(1.3, 1.54, 1.5280582524271844)","(10.0, 15.0, 14.945945945945946)","(41.0, 170.0, 157.5)","(4.0, 5.5, 5.40952380952381)","(101.0, 300.0, 270.0)","(11.0, 17.5, 16.964285714285715)","(51.0, 130.0, 87.14285714285714)","(71.0, 150.0, 130.76923076923077)"
11-01-2023 19:50:14.042683,"(1.3, 1.54, 1.526851851851852)","(10.0, 15.0, 14.976190476190476)","(41.0, 170.0, 157.5)","(4.0, 5.5, 5.406666666666667)","(101.0, 300.0, 270.0)","(11.0, 17.5, 16.326923076923077)","(51.0, 130.0, 87.14285714285714)","(71.0, 150.0, 132.14285714285714)"
11-01-2023 19:50:15.292590,"(1.3, 1.53, 1.5214728682170542)","(10.0, 15.0, 14.977272727272727)","(41.0, 170.0, 157.5)","(4.0, 5.5, 5.406666666666667)","(101.0, 300.0, 270.0)","(12.0, 16.5, 15.557142857142857)","(51.0, 130.0, 87.14285714285714)","(71.0, 150.0, 132.14285714285714)"
11-01-2023 19:50:16.646627,"(1.3, 1.53, 1.5245098039215685)","(10.0, 15.0, 14.977777777777778)","(41.0, 170.0, 157.5)","(4.0, 5.5, 5.442105263157895)","(101.0, 300.0, 270.0)","(12.0, 16.5, 15.291666666666666)","(51.0, 130.0, 87.14285714285714)","(71.0, 150.0, 90.625)"
11-01-2023 19:50:17.927271,"(1.3, 1.53, 1.5242857142857142)","(10.0, 15.0, 14.977777777777778)","(41.0, 170.0, 157.5)","(4.0, 5.5, 5.415384615384616)","(101.0, 300.0, 270.0)","(12.0, 15.5, 15.73076923076923)","(51.0, 130.0, 87.14285714285714)","(71.0, 100.0, 85.45454545454545)"
11-01-2023 19:50:19.217659,"(1.3, 1.53, 1.5245098039215685)","(10.0, 15.5, 15.125)","(41.0, 170.0, 159.28571428571428)","(4.0, 5.5, 5.415384615384616)","(101.0, 300.0, 270.0)","(12.0, 16.5, 15.666666666666666)","(51.0, 130.0, 87.14285714285714)","(71.0, 100.0, 89.33333333333333)"
11-01-2023 19:50:20.462148,"(1.3, 1.53, 1.5214728682170542)","(10.0, 15.5, 15.58)","(41.0, 170.0, 159.28571428571428)","(4.0, 5.5, 5.415384615384616)","(101.0, 300.0, 270.0)","(12.0, 16.5, 15.630434782608695)","(51.0, 130.0, 86.25)","(71.0, 100.0, 89.33333333333333)"
11-01-2023 19:50:21.774887,"(1.3, 1.53, 1.517912087912088)","(10.0, 16.0, 15.58)","(41.0, 170.0, 159.28571428571428)","(4.0, 5.5, 5.415384615384616)","(101.0, 300.0, 270.0)","(12.0, 16.5, 15.630434782608695)","(51.0, 130.0, 86.25)","(71.0, 100.0, 88.75)"
11-01-2023 19:50:23.075159,"(1.3, 1.53, 1.5170588235294118)","(10.0, 16.0, 15.692307692307692)","(41.0, 170.0, 159.28571428571428)","(4.0, 5.5, 5.415384615384616)","(101.0, 300.0, 206.0)","(12.0, 16.5, 15.630434782608695)","(51.0, 130.0, 95.0)","(71.0, 100.0, 88.75)"
11-01-2023 19:50:24.383951,"(1.3, 1.53, 1.516734693877551)","(10.0, 16.0, 16.8125)","(41.0, 170.0, 182.5)","(4.0, 5.5, 5.447619047619048)","(101.0, 290.0, 216.66666666666669)","(12.0, 16.5, 15.875)","(51.0, 110.0, 85.0)","(71.0, 100.0, 85.45454545454545)"
11-01-2023 19:50:25.535390,"(1.3, 1.52, 1.5087058823529411)","(10.0, 17.0, 16.605263157894736)","(41.0, 200.0, 182.5)","(4.0, 5.5, 5.492307692307692)","(101.0, 250.0, 194.44444444444446)","(12.0, 16.5, 16.142857142857142)","(51.0, 110.0, 85.0)","(71.0, 100.0, 85.45454545454545)"
11-01-2023 19:50:26.741837,"(1.3, 1.51, 1.4951612903225806)","(10.0, 17.0, 16.605263157894736)","(41.0, 200.0, 182.5)","(4.0, 5.5, 5.492307692307692)","(101.0, 250.0, 194.44444444444446)","(12.0, 17.0, 16.142857142857142)","(51.0, 110.0, 85.0)","(71.0, 100.0, 85.0)"
11-01-2023 19:50:28.099268,"(1.3, 1.51, 1.4949180327868852)","(10.0, 17.0, 16.605263157894736)","(41.0, 200.0, 185.0)","(4.0, 5.5, 5.492307692307692)","(101.0, 250.0, 194.44444444444446)","(12.0, 17.0, 16.142857142857142)","(51.0, 110.0, 85.0)","(71.0, 100.0, 88.75)"
11-01-2023 19:50:29.269199,"(1.3, 1.51, 1.4949180327868852)","(10.0, 17.0, 16.605263157894736)","(41.0, 200.0, 185.0)","(4.0, 5.5, 5.56)","(101.0, 250.0, 194.44444444444446)","(12.0, 17.0, 16.142857142857142)","(51.0, 110.0, 85.0)","(71.0, 100.0, 91.42857142857143)"
11-01-2023 19:50:30.473446,"(1.3, 1.51, 1.493859649122807)","(10.0, 17.0, 16.605263157894736)","(41.0, 200.0, 185.0)","(4.0, 5.6, 5.568421052631579)","(101.0, 250.0, 194.44444444444446)","(12.0, 17.0, 16.333333333333332)","(51.0, 110.0, 85.0)","(71.0, 100.0, 91.42857142857143)"
11-01-2023 19:50:31.815904,"(1.3, 1.51, 1.4904)","(10.0, 17.0, 16.794117647058822)","(41.0, 200.0, 185.0)","(4.0, 5.6, 5.572727272727272)","(101.0, 250.0, 194.44444444444446)","(12.0, 17.0, 16.333333333333332)","(51.0, 110.0, 85.0)","(71.0, 100.0, 91.42857142857143)"
11-01-2023 19:50:33.199408,"(1.3, 1.5, 1.4904)","(10.0, 17.5, 16.794117647058822)","(41.0, 200.0, 186.875)","(4.0, 5.6, 5.596551724137932)","(101.0, 250.0, 194.44444444444446)","(12.0, 17.0, 16.321428571428573)","(51.0, 110.0, 85.0)","(71.0, 100.0, 91.42857142857143)"
11-01-2023 19:50:34.592795,"(1.3, 1.5, 1.4854838709677418)","(10.0, 17.5, 16.794117647058822)","(41.0, 200.0, 155.0)","(4.0, 5.7, 5.596551724137932)","(101.0, 250.0, 194.44444444444446)","(12.0, 17.0, 16.321428571428573)","(51.0, 110.0, 85.0)","(71.0, 100.0, 91.42857142857143)"
