,Dusty Old Road,Prince Of Egypt,Officer Rod,We Are Cousins,Cool Summer,Run Topper
12-01-2023 14:07:13.585103,"(3.9, 8.2, 7.0)","(4.8, 5.2, 4.905882352941177)","(2.1, 2.4, 2.3085714285714287)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:14.638783,"(3.9, 8.2, 7.0)","(4.8, 5.2, 4.905882352941177)","(2.1, 2.4, 2.3085714285714287)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:15.805289,"(3.9, 8.2, 7.0)","(4.8, 5.2, 4.905882352941177)","(2.1, 2.4, 2.3085714285714287)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:17.022316,"(3.9, 8.2, 7.0)","(4.8, 5.2, 4.905882352941177)","(2.1, 2.4, 2.3085714285714287)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:18.245599,"(3.9, 8.2, 7.0)","(4.8, 5.2, 4.905882352941177)","(2.1, 2.4, 2.3085714285714287)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:19.356461,"(3.9, 8.2, 7.0)","(4.8, 5.5, 5.466666666666667)","(2.1, 2.4, 2.3085714285714287)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:20.280126,"(3.9, 8.2, 7.0)","(4.8, 5.5, 5.4)","(2.1, 2.4, 2.3085714285714287)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:21.412696,"(3.9, 8.2, 7.0)","(4.8, 5.5, 5.328571428571428)","(2.1, 2.4, 2.3085714285714287)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:22.572121,"(3.9, 8.2, 7.0)","(4.8, 5.5, 5.328571428571428)","(2.1, 2.4, 2.3085714285714287)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:23.588145,"(3.9, 8.2, 6.846153846153846)","(4.8, 5.5, 5.328571428571428)","(2.1, 2.4, 2.3085714285714287)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:24.718892,"(3.9, 8.2, 6.846153846153846)","(4.8, 5.5, 5.383870967741935)","(2.1, 2.4, 2.3466666666666667)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:25.774112,"(3.9, 8.2, 6.846153846153846)","(4.8, 5.5, 5.383870967741935)","(2.1, 2.4, 2.3466666666666667)","(21.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:26.719876,"(3.9, 8.2, 6.846153846153846)","(4.8, 5.5, 5.383870967741935)","(2.1, 2.4, 2.3466666666666667)","(21.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:27.815202,"(3.9, 8.2, 6.846153846153846)","(4.8, 5.5, 5.315384615384615)","(2.1, 2.4, 2.2755555555555556)","(21.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:28.830687,"(3.9, 8.2, 6.669565217391304)","(4.8, 5.5, 5.315384615384615)","(2.1, 2.4, 2.2755555555555556)","(21.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:29.847561,"(3.9, 8.2, 6.669565217391304)","(4.8, 5.5, 5.315384615384615)","(2.1, 2.4, 2.2755555555555556)","(21.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:30.948116,"(3.9, 8.2, 6.669565217391304)","(4.8, 5.5, 5.315384615384615)","(2.1, 2.4, 2.3443478260869566)","(21.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:32.001547,"(3.9, 8.2, 6.669565217391304)","(4.8, 5.5, 5.315384615384615)","(2.1, 2.4, 2.3443478260869566)","(21.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:33.022902,"(3.9, 8.2, 6.669565217391304)","(4.8, 5.5, 5.052)","(2.1, 2.4, 2.3200000000000003)","(21.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:34.115125,"(3.9, 8.2, 6.669565217391304)","(4.8, 5.5, 5.041379310344827)","(2.1, 2.4, 2.3200000000000003)","(21.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:35.076387,"(3.9, 8.2, 6.669565217391304)","(4.8, 5.5, 5.041379310344827)","(2.1, 2.4, 2.3200000000000003)","(21.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:36.062625,"(3.9, 8.2, 6.669565217391304)","(4.8, 5.5, 5.041379310344827)","(2.1, 2.4, 2.3200000000000003)","(21.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:37.161250,"(3.9, 8.2, 6.669565217391304)","(4.8, 5.5, 5.041379310344827)","(2.1, 2.4, 2.3200000000000003)","(21.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:38.285428,"(3.9, 8.2, 6.669565217391304)","(4.8, 5.5, 5.041379310344827)","(2.1, 2.4, 2.3200000000000003)","(21.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:39.285775,"(3.9, 8.2, 6.669565217391304)","(4.8, 5.5, 5.041379310344827)","(2.1, 2.4, 2.3200000000000003)","(21.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:40.257040,"(4.0, 8.2, 6.669565217391304)","(4.8, 5.5, 5.041379310344827)","(2.05, 2.4, 2.3200000000000003)","(20.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:41.284817,"(4.0, 8.2, 6.669565217391304)","(4.8, 5.5, 5.041379310344827)","(2.05, 2.4, 2.3200000000000003)","(20.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:42.320688,"(4.0, 8.2, 6.669565217391304)","(4.8, 5.5, 5.041379310344827)","(2.05, 2.4, 2.3390476190476193)","(20.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:43.425040,"(4.0, 8.2, 6.846153846153846)","(4.8, 5.5, 5.041379310344827)","(2.05, 2.4, 2.3390476190476193)","(20.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:44.537677,"(4.0, 8.2, 6.846153846153846)","(4.8, 5.5, 5.041379310344827)","(2.05, 2.4, 2.3390476190476193)","(20.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 77.0)"
12-01-2023 14:07:45.467262,"(4.0, 8.2, 6.846153846153846)","(4.8, 5.5, 5.041379310344827)","(2.05, 2.4, 2.3390476190476193)","(20.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:07:46.567285,"(4.0, 8.2, 6.846153846153846)","(4.8, 5.5, 5.041379310344827)","(2.05, 2.4, 2.3390476190476193)","(20.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:07:47.656805,"(4.0, 8.2, 6.846153846153846)","(4.8, 5.5, 5.168421052631579)","(2.05, 2.4, 2.3573333333333335)","(20.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 68.0)"
12-01-2023 14:07:48.642234,"(4.0, 8.2, 6.846153846153846)","(4.8, 5.4, 5.04)","(2.05, 2.4, 2.3573333333333335)","(20.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 68.0)"
12-01-2023 14:07:49.594494,"(4.0, 8.2, 6.846153846153846)","(4.8, 5.4, 5.0)","(2.05, 2.4, 2.2755555555555556)","(20.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 68.0)"
12-01-2023 14:07:50.554161,"(4.0, 8.2, 6.846153846153846)","(4.8, 5.4, 5.0)","(2.05, 2.4, 2.2755555555555556)","(20.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 68.0)"
12-01-2023 14:07:51.627838,"(4.0, 8.2, 6.846153846153846)","(4.8, 5.4, 5.0)","(2.05, 2.4, 2.3573333333333335)","(20.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 68.0)"
12-01-2023 14:07:52.760061,"(4.0, 8.2, 6.846153846153846)","(4.8, 5.4, 5.0)","(2.05, 2.4, 2.313846153846154)","(20.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 68.0)"
12-01-2023 14:07:53.763821,"(4.0, 8.0, 7.109090909090909)","(4.8, 5.4, 5.0)","(2.05, 2.4, 2.313846153846154)","(20.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 68.0)"
12-01-2023 14:07:54.765306,"(4.0, 8.0, 7.410526315789474)","(4.8, 5.4, 4.95)","(2.05, 2.4, 2.313846153846154)","(20.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 68.0)"
12-01-2023 14:07:55.779679,"(4.0, 8.0, 7.410526315789474)","(4.8, 5.4, 4.95)","(2.05, 2.4, 2.313846153846154)","(20.0, 44.0, 27.73913043478261)","(3.9, 5.0, 4.975)","(61.0, 80.0, 68.0)"
12-01-2023 14:07:56.759033,"(4.0, 8.0, 6.918918918918919)","(4.8, 5.4, 4.95)","(2.05, 2.4, 2.313846153846154)","(20.0, 44.0, 27.80952380952381)","(3.9, 5.0, 4.975)","(61.0, 80.0, 68.0)"
12-01-2023 14:07:57.821652,"(4.0, 8.0, 6.918918918918919)","(4.8, 5.4, 4.95)","(2.05, 2.4, 2.313846153846154)","(20.0, 44.0, 27.80952380952381)","(3.9, 5.0, 4.975)","(61.0, 80.0, 68.0)"
12-01-2023 14:07:58.921252,"(4.0, 8.0, 6.918918918918919)","(4.8, 5.4, 4.95)","(2.05, 2.4, 2.313846153846154)","(20.0, 44.0, 27.80952380952381)","(3.9, 5.0, 4.975)","(61.0, 80.0, 68.0)"
12-01-2023 14:07:59.970771,"(4.0, 8.0, 6.918918918918919)","(4.8, 5.4, 4.95)","(2.05, 2.4, 2.313846153846154)","(20.0, 44.0, 27.80952380952381)","(3.9, 5.0, 4.975)","(61.0, 80.0, 68.0)"
12-01-2023 14:08:00.969404,"(4.0, 8.0, 6.918918918918919)","(4.8, 5.4, 4.95)","(2.05, 2.4, 2.313846153846154)","(20.0, 44.0, 27.80952380952381)","(3.9, 5.0, 4.975)","(61.0, 80.0, 68.0)"
12-01-2023 14:08:02.061469,"(4.0, 8.0, 6.918918918918919)","(4.8, 5.4, 4.95)","(2.05, 2.4, 2.3766666666666665)","(20.0, 44.0, 27.80952380952381)","(3.9, 5.0, 4.975)","(61.0, 80.0, 68.0)"
12-01-2023 14:08:03.053389,"(4.0, 8.0, 6.918918918918919)","(4.8, 5.4, 4.95)","(2.05, 2.4, 2.3833333333333333)","(20.0, 44.0, 27.80952380952381)","(3.9, 5.0, 4.975)","(61.0, 80.0, 68.0)"
12-01-2023 14:08:04.020541,"(4.0, 8.0, 7.0)","(4.8, 5.4, 4.95)","(2.05, 2.42, 2.396)","(20.0, 44.0, 27.80952380952381)","(3.9, 5.0, 4.975)","(61.0, 80.0, 68.0)"
12-01-2023 14:08:04.984676,"(4.0, 8.0, 7.0)","(4.8, 5.4, 4.95)","(2.05, 2.42, 2.396)","(20.0, 44.0, 27.80952380952381)","(3.9, 5.0, 4.975)","(61.0, 80.0, 68.0)"
12-01-2023 14:08:06.038217,"(4.0, 8.0, 7.0)","(4.8, 5.4, 4.95)","(2.05, 2.42, 2.388888888888889)","(20.0, 44.0, 27.80952380952381)","(3.9, 5.0, 4.975)","(61.0, 80.0, 60.0)"
12-01-2023 14:08:07.105573,"(4.0, 8.0, 7.0)","(4.8, 5.4, 4.95)","(2.05, 2.42, 2.3325)","(20.0, 44.0, 27.80952380952381)","(3.9, 5.0, 4.975)","(61.0, 80.0, 63.84615384615385)"
12-01-2023 14:08:08.199067,"(4.0, 8.0, 7.0)","(4.8, 5.4, 4.95)","(2.05, 2.42, 2.3325)","(20.0, 44.0, 27.80952380952381)","(3.9, 5.0, 4.975)","(61.0, 80.0, 63.84615384615385)"
12-01-2023 14:08:09.234855,"(4.0, 8.0, 7.0)","(4.8, 5.4, 4.95)","(2.05, 2.42, 2.3325)","(20.0, 44.0, 27.80952380952381)","(3.9, 5.0, 4.975)","(61.0, 80.0, 63.84615384615385)"
12-01-2023 14:08:10.212593,"(4.0, 8.0, 7.0)","(4.8, 5.4, 4.95)","(2.05, 2.42, 2.3325)","(20.0, 44.0, 27.80952380952381)","(3.9, 5.0, 4.975)","(61.0, 80.0, 63.84615384615385)"
12-01-2023 14:08:11.268976,"(4.0, 8.0, 7.0)","(4.8, 5.4, 4.95)","(2.05, 2.42, 2.3325)","(20.0, 44.0, 27.80952380952381)","(3.9, 5.0, 4.975)","(61.0, 80.0, 63.84615384615385)"
12-01-2023 14:08:12.370080,"(4.0, 8.0, 7.0)","(4.8, 5.4, 4.95)","(2.05, 2.42, 2.3325)","(20.0, 44.0, 27.80952380952381)","(3.9, 5.0, 4.975)","(61.0, 80.0, 63.84615384615385)"
12-01-2023 14:08:13.462565,"(4.0, 8.0, 6.857142857142858)","(4.8, 5.4, 4.95)","(2.05, 2.42, 2.3325)","(20.0, 44.0, 27.80952380952381)","(3.9, 5.0, 4.975)","(61.0, 80.0, 63.84615384615385)"
12-01-2023 14:08:14.606115,"(4.0, 8.0, 6.857142857142858)","(4.8, 5.4, 5.08235294117647)","(2.05, 2.42, 2.366153846153846)","(20.0, 44.0, 27.80952380952381)","(3.9, 5.0, 4.975)","(61.0, 80.0, 63.84615384615385)"
12-01-2023 14:08:15.719973,"(4.0, 7.8, 7.284210526315789)","(4.8, 5.4, 5.091428571428572)","(2.05, 2.42, 2.366153846153846)","(20.0, 44.0, 27.548387096774192)","(3.9, 5.0, 4.982352941176471)","(61.0, 80.0, 67.5)"
12-01-2023 14:08:16.893466,"(4.0, 7.8, 7.072)","(4.8, 5.4, 5.008695652173913)","(2.05, 2.42, 2.3775757575757575)","(20.0, 44.0, 27.548387096774192)","(3.9, 5.0, 4.982352941176471)","(61.0, 80.0, 67.5)"
12-01-2023 14:08:18.051310,"(4.0, 7.8, 7.072)","(4.8, 5.4, 5.008695652173913)","(2.05, 2.42, 2.3775757575757575)","(20.0, 44.0, 27.548387096774192)","(3.9, 5.0, 4.982352941176471)","(61.0, 80.0, 67.5)"
12-01-2023 14:08:19.116452,"(4.0, 7.8, 6.88)","(4.8, 5.4, 5.008695652173913)","(2.05, 2.42, 2.3775757575757575)","(20.0, 44.0, 27.548387096774192)","(3.9, 5.0, 4.955555555555556)","(61.0, 80.0, 67.5)"
12-01-2023 14:08:20.261347,"(4.0, 7.8, 6.88)","(4.8, 5.4, 5.008695652173913)","(2.05, 2.42, 2.3775757575757575)","(20.0, 44.0, 27.548387096774192)","(3.9, 5.0, 4.955555555555556)","(61.0, 80.0, 67.5)"
12-01-2023 14:08:21.387511,"(4.0, 7.8, 6.88)","(4.8, 5.4, 5.008695652173913)","(2.05, 2.42, 2.3775757575757575)","(20.0, 44.0, 27.548387096774192)","(3.9, 5.0, 4.955555555555556)","(61.0, 80.0, 67.5)"
12-01-2023 14:08:22.580021,"(4.0, 7.8, 6.88)","(4.8, 5.4, 5.127272727272728)","(2.05, 2.42, 2.3775757575757575)","(20.0, 44.0, 27.548387096774192)","(3.9, 5.0, 4.955555555555556)","(61.0, 80.0, 67.5)"
12-01-2023 14:08:23.818542,"(4.0, 7.8, 6.773333333333333)","(4.8, 5.4, 5.158620689655173)","(2.05, 2.42, 2.366153846153846)","(20.0, 44.0, 27.548387096774192)","(3.9, 5.0, 4.978947368421053)","(61.0, 80.0, 67.5)"
12-01-2023 14:08:24.995399,"(4.0, 7.8, 6.773333333333333)","(4.8, 5.4, 5.158620689655173)","(2.05, 2.42, 2.364)","(20.0, 44.0, 27.548387096774192)","(3.9, 5.0, 4.963157894736843)","(61.0, 80.0, 67.5)"
12-01-2023 14:08:26.113327,"(4.0, 7.8, 6.773333333333333)","(4.8, 5.4, 5.127272727272728)","(2.05, 2.42, 2.364)","(20.0, 44.0, 27.548387096774192)","(3.9, 5.3, 4.976923076923077)","(61.0, 80.0, 67.5)"
12-01-2023 14:08:27.208517,"(4.0, 7.8, 6.773333333333333)","(4.8, 5.4, 5.127272727272728)","(2.05, 2.42, 2.364)","(20.0, 44.0, 27.548387096774192)","(3.9, 5.3, 4.98421052631579)","(61.0, 80.0, 67.5)"
12-01-2023 14:08:28.362299,"(4.0, 7.8, 6.773333333333333)","(4.8, 5.4, 5.127272727272728)","(2.05, 2.42, 2.364)","(20.0, 44.0, 27.548387096774192)","(3.9, 5.3, 4.98421052631579)","(61.0, 80.0, 67.5)"
12-01-2023 14:08:29.502213,"(4.0, 7.8, 6.773333333333333)","(4.8, 5.4, 5.127272727272728)","(2.05, 2.42, 2.364)","(20.0, 44.0, 27.548387096774192)","(3.9, 5.3, 4.98421052631579)","(61.0, 80.0, 70.78947368421052)"
12-01-2023 14:08:30.759335,"(4.0, 7.8, 6.773333333333333)","(4.8, 5.4, 5.127272727272728)","(2.05, 2.42, 2.364)","(20.0, 44.0, 27.548387096774192)","(3.9, 5.3, 5.093103448275862)","(61.0, 80.0, 70.78947368421052)"
12-01-2023 14:08:32.060995,"(4.0, 7.8, 6.773333333333333)","(4.8, 5.4, 5.127272727272728)","(2.05, 2.42, 2.364)","(20.0, 44.0, 27.548387096774192)","(3.9, 5.3, 5.2)","(61.0, 80.0, 70.78947368421052)"
12-01-2023 14:08:33.500264,"(4.2, 7.8, 6.773333333333333)","(4.8, 5.4, 5.127272727272728)","(2.05, 2.42, 2.364)","(20.0, 44.0, 27.548387096774192)","(3.9, 5.3, 5.2)","(61.0, 80.0, 70.78947368421052)"
12-01-2023 14:08:34.750677,"(4.2, 7.8, 6.773333333333333)","(4.8, 5.4, 5.127272727272728)","(2.05, 2.42, 2.364)","(20.0, 44.0, 29.5)","(3.9, 5.3, 5.2)","(61.0, 80.0, 72.22222222222223)"
12-01-2023 14:08:35.951956,"(4.6, 7.8, 6.773333333333333)","(4.4, 5.4, 5.127272727272728)","(2.05, 2.42, 2.364)","(20.0, 42.0, 28.153846153846153)","(3.9, 5.3, 5.2)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:08:37.051943,"(4.6, 7.8, 6.773333333333333)","(4.4, 5.4, 5.127272727272728)","(2.05, 2.42, 2.364)","(20.0, 42.0, 28.153846153846153)","(3.9, 5.3, 5.2)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:08:38.305573,"(4.6, 7.8, 6.773333333333333)","(4.4, 5.4, 5.127272727272728)","(2.05, 2.42, 2.364)","(20.0, 42.0, 27.625)","(3.9, 5.3, 5.2)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:08:39.418504,"(4.6, 7.8, 6.773333333333333)","(4.4, 5.4, 5.233333333333333)","(2.05, 2.42, 2.364)","(20.0, 42.0, 27.68421052631579)","(3.9, 5.3, 5.216)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:08:40.614727,"(4.6, 7.8, 6.773333333333333)","(4.4, 5.3, 5.242857142857143)","(2.05, 2.42, 2.364)","(20.0, 40.0, 32.5)","(3.9, 5.3, 5.245454545454545)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:08:42.011216,"(4.6, 7.8, 6.773333333333333)","(4.4, 5.3, 5.207692307692308)","(2.05, 2.42, 2.364)","(20.0, 38.0, 28.1)","(3.9, 5.3, 5.245454545454545)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:08:43.301213,"(4.6, 7.8, 6.773333333333333)","(4.4, 5.3, 5.090909090909091)","(2.05, 2.42, 2.368888888888889)","(20.0, 38.0, 31.666666666666668)","(3.9, 5.3, 5.233333333333333)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:08:44.492896,"(4.6, 7.8, 7.105263157894737)","(4.4, 5.2, 5.023529411764706)","(2.05, 2.4, 2.3552)","(20.0, 38.0, 31.666666666666668)","(3.9, 5.3, 5.2625)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:08:45.706407,"(4.6, 7.8, 7.105263157894737)","(4.4, 5.2, 5.023529411764706)","(2.05, 2.4, 2.3552)","(20.0, 38.0, 31.666666666666668)","(3.9, 5.3, 5.2625)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:08:46.849489,"(4.6, 7.8, 7.105263157894737)","(4.4, 5.2, 5.023529411764706)","(2.05, 2.4, 2.344)","(20.0, 38.0, 32.0)","(3.9, 5.3, 5.2625)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:08:48.003181,"(4.6, 7.8, 7.105263157894737)","(4.4, 5.2, 5.023529411764706)","(2.05, 2.4, 2.344)","(20.0, 36.0, 32.0)","(3.9, 5.3, 5.2625)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:08:49.193879,"(4.6, 7.8, 7.105263157894737)","(4.4, 5.2, 5.023529411764706)","(2.05, 2.4, 2.344)","(20.0, 36.0, 31.333333333333332)","(3.9, 5.3, 5.2625)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:08:50.363173,"(4.6, 7.8, 7.105263157894737)","(4.4, 5.2, 5.023529411764706)","(2.05, 2.4, 2.348235294117647)","(20.0, 34.0, 28.866666666666667)","(3.9, 5.3, 5.2625)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:08:51.498442,"(4.6, 7.8, 6.699999999999999)","(4.4, 5.2, 5.050000000000001)","(2.05, 2.4, 2.348235294117647)","(20.0, 34.0, 30.5)","(3.9, 5.3, 5.2625)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:08:52.751973,"(4.6, 7.8, 7.278947368421052)","(4.4, 5.2, 5.0600000000000005)","(2.05, 2.4, 2.348235294117647)","(20.0, 34.0, 30.363636363636363)","(3.9, 5.3, 5.2625)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:08:53.928663,"(4.6, 7.8, 7.278947368421052)","(4.4, 5.2, 5.0600000000000005)","(2.05, 2.4, 2.3714285714285714)","(20.0, 34.0, 30.258064516129032)","(3.9, 5.3, 5.2625)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:08:55.311473,"(4.6, 7.8, 7.278947368421052)","(4.4, 5.2, 5.050000000000001)","(2.05, 2.38, 2.2987499999999996)","(20.0, 34.0, 30.258064516129032)","(3.9, 5.3, 5.2625)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:08:56.529669,"(4.6, 7.8, 7.278947368421052)","(4.4, 5.2, 5.050000000000001)","(2.05, 2.38, 2.34)","(20.0, 34.0, 27.823529411764707)","(3.9, 5.3, 5.185714285714285)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:08:57.658215,"(4.6, 7.8, 6.699999999999999)","(4.4, 5.2, 5.090909090909091)","(2.05, 2.36, 2.34)","(20.0, 34.0, 27.4375)","(3.9, 5.3, 5.199999999999999)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:08:58.938098,"(4.6, 7.8, 6.699999999999999)","(4.4, 5.2, 5.090909090909091)","(2.05, 2.36, 2.344)","(20.0, 34.0, 27.76923076923077)","(3.9, 5.3, 5.199999999999999)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:09:00.277476,"(4.6, 7.8, 6.72972972972973)","(4.4, 5.2, 4.9375)","(2.05, 2.36, 2.344)","(20.0, 32.0, 27.76923076923077)","(3.9, 5.3, 5.24)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:09:01.587292,"(4.6, 7.8, 7.278947368421052)","(4.4, 5.2, 5.025)","(2.05, 2.36, 2.3266666666666667)","(20.0, 32.0, 27.454545454545453)","(3.9, 5.3, 5.24)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:09:03.056608,"(4.6, 7.8, 7.278947368421052)","(4.4, 5.2, 5.0285714285714285)","(2.05, 2.34, 2.3266666666666667)","(20.0, 32.0, 27.46153846153846)","(3.9, 5.3, 5.26551724137931)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:09:04.173122,"(4.6, 7.8, 7.278947368421052)","(4.4, 5.2, 5.0285714285714285)","(2.05, 2.34, 2.3266666666666667)","(20.0, 30.0, 27.46153846153846)","(3.9, 5.3, 5.26551724137931)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:09:05.256642,"(4.6, 7.8, 7.278947368421052)","(4.4, 5.2, 5.0285714285714285)","(2.05, 2.34, 2.3266666666666667)","(20.0, 30.0, 27.285714285714285)","(3.9, 5.3, 5.26551724137931)","(61.0, 80.0, 71.92307692307692)"
12-01-2023 14:09:06.647582,"(4.6, 7.8, 7.278947368421052)","(4.4, 5.2, 4.933333333333334)","(2.05, 2.34, 2.344102564102564)","(20.0, 30.0, 27.193548387096776)","(3.9, 5.3, 5.26551724137931)","(61.0, 80.0, 77.85714285714286)"
12-01-2023 14:09:07.790822,"(4.6, 7.8, 6.699999999999999)","(4.4, 5.2, 4.933333333333334)","(2.05, 2.38, 2.3449999999999998)","(20.0, 30.0, 27.193548387096776)","(3.9, 5.3, 5.26551724137931)","(61.0, 80.0, 74.0)"
12-01-2023 14:09:09.001940,"(4.6, 7.2, 7.052631578947368)","(4.4, 5.2, 4.771428571428571)","(2.05, 2.36, 2.3527272727272726)","(20.0, 30.0, 27.321428571428573)","(3.9, 5.3, 5.36)","(61.0, 80.0, 74.0)"
12-01-2023 14:09:10.236653,"(5.0, 7.2, 7.1)","(4.4, 5.2, 4.771428571428571)","(2.05, 2.38, 2.358181818181818)","(20.0, 30.0, 27.321428571428573)","(4.0, 5.5, 5.36)","(61.0, 80.0, 74.0)"
12-01-2023 14:09:11.399494,"(5.0, 7.2, 7.1)","(4.4, 5.2, 5.075)","(2.05, 2.38, 2.3577777777777778)","(20.0, 30.0, 27.321428571428573)","(4.0, 5.5, 5.314285714285714)","(61.0, 80.0, 74.0)"
