,Manila Aurora,Moment To Shiver,Stranger Within,Call Me Trinity,West On Blossom,Spider Venom,Mongolian Tiger,Sand Cruiser
11-01-2023 21:40:29.600170,"(5.5, 6.6, 6.472727272727273)","(26.0, 32.0, 30.216216216216218)","(5.0, 6.4, 6.2)","(9.0, 12.0, 11.523809523809524)","(7.5, 8.8, 8.0)","(6.0, 9.4, 9.392307692307693)","(31.0, 55.0, 45.25)","(2.5, 3.2, 3.104761904761905)"
11-01-2023 21:40:30.649958,"(5.5, 6.8, 6.533333333333333)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.4, 6.2)","(9.0, 12.0, 11.565217391304348)","(7.5, 8.4, 8.0)","(6.0, 9.4, 9.576)","(31.0, 55.0, 48.8421052631579)","(2.5, 3.2, 3.104761904761905)"
11-01-2023 21:40:31.710984,"(5.5, 6.8, 6.555555555555555)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.4, 6.2)","(9.0, 12.0, 11.612903225806452)","(7.5, 8.8, 8.323076923076922)","(6.0, 9.6, 9.733333333333333)","(31.0, 55.0, 50.125)","(2.5, 3.2, 3.1444444444444444)"
11-01-2023 21:40:33.029608,"(5.5, 6.8, 6.59047619047619)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.4, 6.1)","(9.0, 12.0, 11.612903225806452)","(7.5, 8.6, 8.272727272727272)","(6.0, 10.0, 9.841176470588236)","(31.0, 55.0, 50.125)","(2.5, 3.2, 3.1482758620689655)"
11-01-2023 21:40:34.118366,"(5.5, 6.8, 6.59047619047619)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.4, 6.1)","(9.0, 12.0, 11.612903225806452)","(7.5, 8.6, 8.272727272727272)","(6.0, 10.0, 9.75)","(31.0, 55.0, 52.26315789473684)","(2.5, 3.2, 3.1482758620689655)"
11-01-2023 21:40:35.293823,"(5.5, 6.8, 6.622222222222223)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.4, 6.16)","(9.0, 12.0, 11.5)","(7.5, 8.6, 8.3)","(6.0, 10.0, 9.75)","(31.0, 55.0, 52.73913043478261)","(2.5, 3.2, 3.1517857142857144)"
11-01-2023 21:40:36.447561,"(5.5, 6.8, 6.622222222222223)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.4, 6.16)","(9.0, 12.0, 11.5)","(7.0, 8.6, 8.3)","(6.0, 10.0, 9.75)","(31.0, 55.0, 48.90909090909091)","(2.5, 3.2, 3.1517857142857144)"
11-01-2023 21:40:37.516017,"(5.5, 6.8, 6.59047619047619)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.4, 6.16)","(9.0, 12.0, 11.5)","(7.0, 8.6, 8.2)","(6.0, 10.0, 9.933333333333334)","(31.0, 50.0, 47.51724137931035)","(2.5, 3.2, 3.1517857142857144)"
11-01-2023 21:40:38.648206,"(5.5, 6.8, 6.622222222222223)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.4, 6.16)","(9.0, 12.0, 11.5)","(7.5, 8.6, 8.2)","(6.5, 10.0, 9.927272727272728)","(31.0, 50.0, 42.8)","(2.6, 3.2, 3.1517857142857144)"
11-01-2023 21:40:39.689356,"(5.5, 6.8, 6.622222222222223)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.2, 6.094117647058823)","(9.0, 12.0, 11.5)","(7.5, 8.6, 8.2)","(6.5, 10.0, 9.927272727272728)","(31.0, 50.0, 42.857142857142854)","(2.6, 3.2, 3.128)"
11-01-2023 21:40:40.809501,"(5.5, 6.8, 6.622222222222223)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.2, 6.061538461538461)","(9.0, 12.0, 11.571428571428571)","(7.5, 8.6, 8.309090909090909)","(6.5, 10.0, 9.925)","(31.0, 48.0, 42.6)","(2.6, 3.2, 3.128)"
11-01-2023 21:40:41.854236,"(5.5, 6.8, 6.685714285714286)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.2, 6.094117647058823)","(9.0, 12.0, 11.571428571428571)","(7.5, 8.6, 8.309090909090909)","(6.5, 10.0, 9.933333333333334)","(31.0, 48.0, 43.0)","(2.6, 3.2, 3.128)"
11-01-2023 21:40:42.866642,"(5.5, 6.8, 6.685714285714286)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.2, 6.094117647058823)","(9.0, 12.0, 11.571428571428571)","(7.5, 8.6, 8.309090909090909)","(6.5, 10.0, 9.933333333333334)","(31.0, 46.0, 42.8)","(2.6, 3.2, 3.121739130434783)"
11-01-2023 21:40:43.848867,"(5.5, 6.8, 6.685714285714286)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.2, 6.094117647058823)","(9.0, 12.0, 11.571428571428571)","(7.5, 8.6, 7.96)","(6.5, 10.0, 9.933333333333334)","(31.0, 46.0, 42.4)","(2.6, 3.2, 3.121739130434783)"
11-01-2023 21:40:44.943913,"(5.5, 6.8, 6.622222222222223)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.4, 6.266666666666667)","(9.0, 12.0, 11.5)","(7.5, 8.4, 8.088888888888889)","(6.5, 10.0, 9.933333333333334)","(31.0, 46.0, 42.4)","(2.6, 3.2, 3.1357142857142857)"
11-01-2023 21:40:46.056285,"(5.5, 6.8, 6.581818181818182)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.4, 6.314285714285715)","(9.0, 12.0, 11.5)","(7.5, 8.4, 8.058823529411764)","(6.5, 10.0, 9.975)","(31.0, 46.0, 42.4)","(2.6, 3.2, 3.1357142857142857)"
11-01-2023 21:40:47.152038,"(5.5, 6.8, 6.581818181818182)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.4, 6.525)","(9.0, 12.0, 11.478260869565217)","(7.5, 8.2, 7.991304347826087)","(6.5, 10.0, 9.975000000000001)","(31.0, 46.0, 43.42857142857143)","(2.6, 3.2, 3.1517857142857144)"
11-01-2023 21:40:48.263815,"(5.5, 6.8, 6.622222222222223)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.6, 6.552)","(9.0, 12.0, 11.478260869565217)","(7.5, 8.2, 7.991304347826087)","(6.5, 10.5, 10.043478260869566)","(31.0, 44.0, 43.42857142857143)","(2.6, 3.2, 3.114583333333333)"
11-01-2023 21:40:49.400722,"(5.5, 6.8, 6.622222222222223)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.6, 6.552)","(9.0, 12.0, 11.555555555555555)","(7.5, 8.2, 7.991304347826087)","(6.5, 10.5, 10.043478260869566)","(31.0, 44.0, 43.42857142857143)","(2.6, 3.15, 3.123809523809524)"
11-01-2023 21:40:50.528411,"(5.5, 6.8, 6.622222222222223)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.6, 6.552)","(9.0, 12.0, 11.483870967741936)","(7.5, 8.2, 7.991304347826087)","(6.5, 10.5, 10.043478260869566)","(31.0, 44.0, 43.42857142857143)","(2.6, 3.15, 3.123809523809524)"
11-01-2023 21:40:51.677834,"(5.5, 6.8, 6.581818181818182)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.6, 6.552)","(9.0, 12.0, 11.478260869565217)","(7.5, 8.2, 7.9)","(6.5, 10.5, 10.043478260869566)","(31.0, 44.0, 42.666666666666664)","(2.6, 3.15, 3.123809523809524)"
11-01-2023 21:40:52.820431,"(5.5, 6.8, 6.666666666666667)","(26.0, 32.0, 30.235294117647058)","(5.0, 6.6, 6.552)","(9.0, 12.0, 11.407407407407407)","(7.5, 8.0, 7.863157894736842)","(6.5, 10.5, 10.173913043478262)","(31.0, 44.0, 40.827586206896555)","(2.6, 3.15, 3.1881250000000003)"
11-01-2023 21:40:54.252428,"(5.5, 6.8, 6.635294117647059)","(26.0, 32.0, 29.56756756756757)","(5.0, 6.6, 6.552)","(9.0, 12.0, 11.289473684210526)","(7.5, 8.0, 7.76)","(6.5, 10.5, 10.173913043478262)","(31.0, 44.0, 40.827586206896555)","(2.6, 3.2, 3.187820512820513)"
11-01-2023 21:40:55.455774,"(5.5, 6.8, 6.635294117647059)","(26.0, 32.0, 29.56756756756757)","(5.0, 6.6, 6.552)","(9.0, 11.5, 11.478260869565217)","(7.5, 7.8, 7.722222222222222)","(6.5, 10.5, 10.224242424242425)","(31.0, 44.0, 41.582089552238806)","(2.6, 3.2, 3.2289473684210526)"
11-01-2023 21:40:56.606600,"(5.5, 6.8, 6.3076923076923075)","(26.0, 32.0, 28.129032258064516)","(5.0, 6.6, 6.552)","(9.0, 12.0, 11.407407407407407)","(7.5, 7.8, 7.666666666666666)","(6.5, 10.5, 10.223684210526317)","(31.0, 44.0, 41.582089552238806)","(2.6, 3.25, 3.2194444444444446)"
11-01-2023 21:40:57.862441,"(5.5, 6.6, 6.428571428571429)","(26.0, 32.0, 28.129032258064516)","(5.0, 6.4, 6.342857142857143)","(9.0, 12.0, 11.407407407407407)","(7.5, 7.8, 7.666666666666666)","(6.5, 10.5, 10.25)","(31.0, 44.0, 41.582089552238806)","(2.6, 3.25, 3.2717391304347827)"
11-01-2023 21:40:59.147219,"(5.5, 6.6, 6.52)","(26.0, 32.0, 28.114285714285714)","(5.0, 6.4, 6.342857142857143)","(9.0, 12.0, 11.407407407407407)","(7.5, 7.8, 7.666666666666666)","(6.5, 10.5, 10.31081081081081)","(31.0, 44.0, 40.69387755102041)","(2.6, 3.3, 3.2804878048780486)"
11-01-2023 21:41:00.407682,"(5.5, 6.4, 6.36923076923077)","(26.0, 32.0, 28.114285714285714)","(5.0, 6.4, 6.342857142857143)","(9.0, 12.0, 11.407407407407407)","(7.5, 7.8, 7.756363636363636)","(6.5, 10.5, 10.045454545454545)","(31.0, 44.0, 41.0)","(2.6, 3.3, 3.2804878048780486)"
11-01-2023 21:41:01.645784,"(5.5, 6.4, 6.36923076923077)","(26.0, 32.0, 28.2)","(5.0, 6.4, 6.2827586206896555)","(9.0, 11.5, 11.331460674157304)","(7.5, 7.8, 8.8)","(6.5, 10.5, 9.957894736842105)","(31.0, 44.0, 41.0)","(2.6, 3.3, 3.2636363636363637)"
11-01-2023 21:41:02.893365,"(5.5, 6.4, 6.2956521739130435)","(26.0, 30.0, 28.2)","(5.0, 6.4, 6.2)","(9.0, 11.5, 11.33695652173913)","(7.5, 9.2, 8.569230769230769)","(6.5, 10.0, 9.483333333333334)","(31.0, 44.0, 41.0)","(2.6, 3.3, 3.2644067796610168)"
11-01-2023 21:41:04.062797,"(5.5, 6.4, 6.305555555555556)","(26.0, 30.0, 27.214285714285715)","(5.0, 6.2, 6.08125)","(9.0, 11.5, 11.302083333333334)","(7.5, 8.8, 8.514285714285714)","(6.5, 9.6, 9.483333333333334)","(31.0, 44.0, 40.4)","(2.6, 3.3, 3.2618181818181817)"
11-01-2023 21:41:05.215382,"(5.5, 6.4, 6.317073170731708)","(26.0, 30.0, 27.294117647058822)","(5.0, 6.2, 6.125925925925926)","(9.0, 11.5, 11.302083333333334)","(7.5, 8.8, 8.514285714285714)","(6.5, 9.6, 9.483333333333334)","(31.0, 44.0, 40.4)","(2.6, 3.3, 3.258064516129032)"
11-01-2023 21:41:06.375885,"(5.5, 6.4, 6.296)","(26.0, 30.0, 27.294117647058822)","(5.0, 6.2, 6.125925925925926)","(9.0, 11.5, 11.307692307692308)","(7.5, 8.8, 8.514285714285714)","(6.5, 9.6, 9.407407407407407)","(31.0, 44.0, 40.4)","(2.6, 3.3, 3.2357142857142858)"
11-01-2023 21:41:07.539934,"(5.5, 6.4, 6.296)","(26.0, 30.0, 27.128205128205128)","(5.0, 6.2, 6.023076923076923)","(9.0, 11.5, 12.071428571428571)","(7.5, 8.8, 8.533333333333333)","(6.5, 9.6, 9.290909090909091)","(31.0, 44.0, 40.4)","(2.6, 3.3, 3.2425531914893617)"
11-01-2023 21:41:08.776675,"(5.5, 6.4, 6.264406779661017)","(26.0, 27.0, 26.916666666666668)","(5.0, 6.2, 6.04)","(9.0, 12.5, 12.011111111111111)","(7.5, 8.8, 8.533333333333333)","(6.5, 9.4, 9.290909090909091)","(31.0, 44.0, 40.4)","(2.6, 3.3, 3.2578947368421054)"
11-01-2023 21:41:10.021905,"(5.5, 6.4, 6.243137254901961)","(26.0, 29.0, 26.580645161290324)","(5.0, 6.2, 6.04)","(9.0, 12.5, 12.08974358974359)","(7.5, 8.8, 8.533333333333333)","(6.5, 9.4, 9.177777777777777)","(31.0, 44.0, 40.4)","(2.6, 3.3, 3.27734375)"
11-01-2023 21:41:11.260781,"(5.5, 6.4, 6.22608695652174)","(26.0, 29.0, 26.514285714285712)","(5.0, 6.2, 6.085714285714285)","(9.0, 12.5, 12.19811320754717)","(7.5, 8.8, 8.533333333333333)","(6.5, 9.4, 9.019047619047619)","(31.0, 44.0, 41.0)","(2.6, 3.35, 3.276190476190476)"
11-01-2023 21:41:12.436799,"(5.5, 6.4, 6.243137254901961)","(26.0, 29.0, 26.5)","(5.0, 6.2, 6.085714285714285)","(9.0, 12.5, 12.19811320754717)","(7.5, 8.8, 8.533333333333333)","(6.5, 9.4, 9.019047619047619)","(31.0, 44.0, 41.0)","(2.6, 3.35, 3.269230769230769)"
11-01-2023 21:41:13.611044,"(5.5, 6.4, 6.24)","(26.0, 29.0, 26.5)","(5.0, 6.4, 6.238095238095238)","(9.0, 12.5, 12.19811320754717)","(7.5, 8.8, 8.533333333333333)","(6.5, 9.4, 9.019047619047619)","(31.0, 44.0, 41.0)","(2.6, 3.3, 3.265625)"
11-01-2023 21:41:14.797516,"(5.5, 6.4, 6.24)","(26.0, 29.0, 26.5)","(5.0, 6.4, 6.157575757575758)","(9.0, 12.5, 12.333333333333334)","(7.5, 8.8, 8.533333333333333)","(6.5, 9.4, 9.022222222222222)","(31.0, 44.0, 41.0)","(2.6, 3.3, 3.270833333333333)"
11-01-2023 21:41:15.920388,"(5.5, 6.4, 6.153846153846154)","(26.0, 29.0, 26.580645161290324)","(5.0, 6.4, 6.157575757575758)","(9.0, 12.5, 12.333333333333334)","(7.5, 8.8, 8.430769230769231)","(6.5, 9.2, 9.022222222222222)","(31.0, 44.0, 41.0)","(2.6, 3.3, 3.270833333333333)"
11-01-2023 21:41:16.988158,"(5.5, 6.4, 6.153846153846154)","(26.0, 28.0, 27.5)","(5.0, 6.4, 6.157575757575758)","(9.0, 12.5, 12.333333333333334)","(7.5, 8.8, 8.45)","(6.5, 9.2, 9.133333333333333)","(31.0, 44.0, 41.0)","(2.6, 3.3, 3.2525)"
11-01-2023 21:41:18.082010,"(5.5, 6.4, 6.153846153846154)","(26.0, 28.0, 27.285714285714285)","(5.0, 6.4, 6.204444444444444)","(9.0, 12.5, 12.333333333333334)","(7.5, 8.6, 8.45)","(6.5, 9.4, 9.133333333333333)","(31.0, 44.0, 41.054545454545455)","(2.6, 3.3, 3.2512820512820513)"
11-01-2023 21:41:19.095860,"(5.5, 6.4, 6.153846153846154)","(26.0, 28.0, 27.0)","(5.0, 6.4, 6.168888888888889)","(9.0, 12.5, 12.369565217391305)","(7.5, 8.6, 8.45)","(6.5, 9.4, 9.133333333333333)","(31.0, 44.0, 41.054545454545455)","(2.6, 3.3, 3.203846153846154)"
11-01-2023 21:41:20.187654,"(5.5, 6.4, 6.153846153846154)","(26.0, 28.0, 27.0)","(5.0, 6.4, 6.24)","(9.0, 12.5, 12.413793103448276)","(7.5, 8.6, 8.56)","(6.5, 9.4, 9.22)","(31.0, 44.0, 41.054545454545455)","(2.6, 3.25, 3.2189655172413794)"
11-01-2023 21:41:21.279248,"(5.5, 6.4, 6.24)","(26.0, 27.0, 25.4)","(5.0, 6.4, 6.220754716981133)","(9.0, 13.0, 12.387096774193548)","(7.5, 8.8, 8.577777777777778)","(6.5, 9.4, 9.25)","(31.0, 44.0, 41.054545454545455)","(2.6, 3.25, 3.1562724014336916)"
11-01-2023 21:41:22.508031,"(5.5, 6.4, 6.283333333333333)","(26.0, 27.0, 25.333333333333332)","(5.0, 6.4, 6.2)","(9.0, 13.0, 12.387096774193548)","(7.5, 8.8, 8.613333333333333)","(6.5, 9.4, 9.25)","(31.0, 44.0, 40.13333333333333)","(2.6, 3.25, 3.1545537340619307)"
11-01-2023 21:41:23.831447,"(5.5, 6.4, 6.283333333333333)","(26.0, 27.0, 25.37037037037037)","(5.0, 6.4, 6.2)","(9.0, 13.0, 12.387096774193548)","(7.5, 8.8, 8.666666666666668)","(6.5, 9.4, 9.266666666666666)","(31.0, 44.0, 40.13333333333333)","(2.6, 3.25, 3.167857142857143)"
11-01-2023 21:41:25.207320,"(5.5, 6.6, 6.40952380952381)","(26.0, 26.0, 24.5)","(5.0, 6.4, 6.211764705882353)","(9.0, 13.0, 12.415384615384616)","(7.5, 8.8, 8.666666666666668)","(6.5, 9.4, 9.285714285714286)","(31.0, 44.0, 40.588235294117645)","(2.6, 3.2, 3.1575757575757577)"
11-01-2023 21:41:26.630108,"(5.5, 6.6, 6.49)","(26.0, 26.0, 24.32)","(5.0, 6.4, 6.211764705882353)","(9.0, 13.0, 12.415384615384616)","(7.5, 8.8, 8.666666666666668)","(6.5, 9.4, 9.285714285714286)","(31.0, 44.0, 40.484848484848484)","(2.6, 3.2, 3.1575757575757577)"
11-01-2023 21:41:27.978526,"(5.5, 6.6, 6.49)","(21.0, 26.0, 24.32)","(5.0, 6.4, 6.211764705882353)","(9.0, 13.0, 12.457142857142857)","(7.5, 8.8, 8.704761904761906)","(6.5, 9.4, 9.266666666666667)","(31.0, 44.0, 41.2)","(2.6, 3.2, 3.1487179487179486)"
11-01-2023 21:41:29.220282,"(5.5, 6.6, 6.49)","(21.0, 26.0, 24.32)","(5.0, 6.4, 6.231578947368421)","(9.0, 13.0, 12.415384615384616)","(7.5, 8.8, 8.666666666666668)","(6.5, 9.4, 9.063157894736841)","(31.0, 42.0, 40.4)","(2.6, 3.2, 3.1350877192982454)"
11-01-2023 21:41:30.439389,"(5.5, 7.0, 6.885714285714285)","(21.0, 26.0, 24.32)","(5.0, 6.4, 6.194594594594594)","(9.0, 13.0, 12.457627118644067)","(7.5, 8.8, 8.688888888888888)","(6.5, 9.4, 8.578947368421053)","(31.0, 42.0, 40.333333333333336)","(2.6, 3.15, 3.094705882352941)"
11-01-2023 21:41:31.611955,"(5.5, 7.0, 6.853521126760564)","(21.0, 26.0, 24.608695652173914)","(5.0, 6.4, 6.16969696969697)","(9.0, 13.0, 12.457627118644067)","(7.5, 8.8, 8.688888888888888)","(6.5, 8.6, 8.578947368421053)","(31.0, 42.0, 40.214285714285715)","(2.6, 3.15, 2.961917098445596)"
11-01-2023 21:41:32.773830,"(5.5, 7.0, 6.8538461538461535)","(21.0, 26.0, 25.0)","(5.0, 6.6, 6.3310344827586205)","(9.0, 13.0, 12.826923076923077)","(7.5, 9.0, 8.875862068965517)","(6.5, 8.6, 8.588235294117647)","(31.0, 42.0, 40.206896551724135)","(2.6, 2.98, 3.117857142857143)"
11-01-2023 21:41:33.911091,"(5.5, 7.0, 6.986666666666666)","(21.0, 26.0, 25.0)","(5.0, 6.6, 6.3310344827586205)","(9.0, 13.0, 12.78125)","(7.0, 9.0, 8.9625)","(6.5, 8.8, 8.52)","(31.0, 42.0, 40.206896551724135)","(2.7, 3.15, 3.0595238095238093)"
11-01-2023 21:41:35.006972,"(5.5, 7.0, 6.977777777777778)","(21.0, 26.0, 24.96)","(5.0, 6.6, 6.315254237288135)","(9.0, 13.0, 12.5625)","(7.0, 9.0, 9.072727272727272)","(6.5, 8.6, 8.52)","(31.0, 42.0, 40.2)","(2.7, 3.1, 3.058139534883721)"
11-01-2023 21:41:36.136770,"(5.5, 7.0, 6.96)","(21.0, 26.0, 24.96)","(5.0, 6.6, 6.230769230769231)","(9.0, 13.0, 12.472222222222221)","(7.0, 9.4, 9.053333333333333)","(6.5, 8.6, 8.233333333333333)","(31.0, 42.0, 39.916666666666664)","(2.7, 3.1, 3.1621621621621623)"
11-01-2023 21:41:37.205647,"(5.5, 7.0, 6.96)","(21.0, 26.0, 24.96)","(5.0, 6.4, 6.230769230769231)","(9.0, 12.5, 12.472222222222221)","(7.0, 9.4, 9.289655172413793)","(6.5, 8.4, 8.112499999999999)","(31.0, 40.0, 39.916666666666664)","(2.7, 3.2, 3.192)"
11-01-2023 21:41:38.303586,"(5.5, 7.0, 6.983333333333333)","(21.0, 26.0, 25.1875)","(5.0, 6.2, 6.078571428571428)","(9.0, 12.5, 12.46774193548387)","(7.0, 9.4, 9.268085106382978)","(6.5, 8.2, 8.068)","(31.0, 40.0, 38.827586206896555)","(2.7, 3.2, 3.1942708333333334)"
11-01-2023 21:41:39.490912,"(5.5, 7.0, 6.888)","(21.0, 25.0, 24.76)","(5.0, 6.2, 6.073333333333333)","(9.0, 12.5, 12.357142857142858)","(7.0, 9.6, 9.273913043478261)","(6.5, 8.4, 8.02)","(31.0, 40.0, 38.96969696969697)","(2.7, 3.2, 3.187019230769231)"
11-01-2023 21:41:40.653328,"(5.5, 7.0, 6.91)","(21.0, 25.0, 24.77777777777778)","(5.0, 6.4, 6.264285714285714)","(9.0, 12.5, 12.370967741935484)","(7.0, 9.6, 9.273913043478261)","(6.5, 8.2, 7.813207547169811)","(31.0, 40.0, 38.74418604651163)","(2.7, 3.2, 3.186764705882353)"
11-01-2023 21:41:41.784011,"(5.5, 7.0, 6.922580645161291)","(21.0, 25.0, 24.807692307692307)","(5.0, 6.4, 6.258064516129033)","(9.0, 12.5, 12.370967741935484)","(7.0, 9.6, 9.273913043478261)","(6.5, 8.0, 7.813207547169811)","(31.0, 40.0, 38.74418604651163)","(2.7, 3.2, 3.1865)"
11-01-2023 21:41:42.949037,"(5.5, 7.2, 7.005405405405406)","(21.0, 25.0, 24.807692307692307)","(5.0, 6.4, 6.258064516129033)","(9.0, 12.5, 12.370967741935484)","(7.0, 9.6, 9.273913043478261)","(6.5, 8.0, 7.803883495145631)","(31.0, 40.0, 38.74418604651163)","(2.7, 3.2, 3.2396341463414635)"
11-01-2023 21:41:44.083088,"(5.5, 7.2, 6.99)","(21.0, 25.0, 24.8)","(5.0, 6.4, 6.241666666666667)","(9.0, 12.5, 12.26923076923077)","(7.0, 9.6, 9.2875)","(6.0, 8.0, 7.796296296296296)","(31.0, 40.0, 38.63157894736842)","(2.7, 3.25, 3.2467455621301777)"
11-01-2023 21:41:45.240024,"(5.5, 7.2, 6.99)","(21.0, 25.0, 24.1875)","(5.0, 6.4, 6.241666666666667)","(9.0, 12.5, 12.26923076923077)","(7.0, 9.4, 9.32857142857143)","(6.0, 7.8, 7.579591836734694)","(31.0, 40.0, 38.63157894736842)","(2.7, 3.25, 3.243646408839779)"
11-01-2023 21:41:46.386531,"(5.5, 7.2, 7.113043478260869)","(21.0, 25.0, 24.15)","(5.0, 6.4, 6.237037037037037)","(9.0, 12.5, 12.241379310344827)","(7.0, 9.4, 9.32857142857143)","(6.0, 7.6, 7.47741935483871)","(31.0, 40.0, 38.55)","(2.7, 3.25, 3.2479651162790697)"
11-01-2023 21:41:47.598198,"(5.5, 7.2, 7.172413793103448)","(21.0, 25.0, 24.15)","(5.0, 6.4, 6.3388888888888895)","(9.0, 12.5, 11.973214285714286)","(7.0, 9.4, 9.16)","(6.0, 7.6, 7.966666666666667)","(31.0, 40.0, 38.42424242424242)","(2.7, 3.25, 3.2642857142857142)"
11-01-2023 21:41:48.736916,"(5.5, 7.2, 7.171428571428572)","(21.0, 25.0, 24.037037037037038)","(5.0, 6.4, 6.277777777777778)","(9.0, 12.0, 12.121951219512194)","(7.0, 9.4, 9.153846153846153)","(6.0, 8.0, 7.913043478260869)","(31.0, 40.0, 38.42424242424242)","(2.7, 3.3, 3.2751243781094526)"
11-01-2023 21:41:49.916824,"(5.5, 7.2, 7.188888888888889)","(21.0, 25.0, 23.903225806451612)","(5.0, 6.4, 6.277777777777778)","(9.0, 12.5, 12.198630136986301)","(7.0, 9.4, 9.153846153846153)","(6.0, 8.0, 7.913043478260869)","(31.0, 40.0, 38.42424242424242)","(2.7, 3.3, 3.259016393442623)"
11-01-2023 21:41:51.103039,"(5.5, 7.4, 7.213333333333334)","(21.0, 25.0, 23.903225806451612)","(5.0, 6.4, 6.277777777777778)","(9.0, 12.5, 12.198630136986301)","(7.0, 9.4, 9.153846153846153)","(6.0, 8.0, 7.9714285714285715)","(31.0, 40.0, 38.294117647058826)","(2.7, 3.3, 3.2747474747474747)"
11-01-2023 21:41:52.306309,"(5.5, 7.2, 7.15)","(21.0, 25.0, 23.9375)","(5.0, 6.4, 6.195348837209303)","(9.0, 12.5, 12.26923076923077)","(7.0, 9.4, 8.896666666666667)","(6.0, 8.0, 7.9)","(31.0, 40.0, 37.42857142857143)","(2.7, 3.3, 3.2846666666666664)"
11-01-2023 21:41:53.457351,"(5.5, 7.2, 7.162162162162162)","(21.0, 25.0, 24.625)","(5.0, 6.4, 6.144186046511628)","(9.0, 12.5, 12.4375)","(7.0, 9.0, 8.660869565217391)","(6.0, 8.0, 7.9)","(31.0, 38.0, 36.666666666666664)","(2.7, 3.3, 3.273134328358209)"
11-01-2023 21:41:54.630516,"(5.5, 7.2, 7.1)","(21.0, 25.0, 24.875)","(5.0, 6.0, 5.948484848484848)","(9.0, 12.5, 12.444444444444445)","(7.0, 8.8, 8.646666666666667)","(6.0, 8.0, 7.983333333333333)","(31.0, 38.0, 36.588235294117645)","(2.7, 3.3, 3.2787037037037035)"
11-01-2023 21:41:55.799768,"(5.5, 7.0, 6.966666666666667)","(21.0, 26.0, 25.41176470588235)","(5.0, 6.2, 6.0055555555555555)","(9.0, 13.0, 12.616279069767442)","(7.0, 8.8, 8.595555555555556)","(6.0, 8.0, 7.983333333333333)","(31.0, 38.0, 36.588235294117645)","(2.7, 3.3, 3.2795454545454543)"
11-01-2023 21:41:56.938404,"(5.5, 7.2, 7.008333333333334)","(21.0, 26.0, 25.53846153846154)","(5.0, 6.2, 6.0476190476190474)","(9.0, 13.0, 12.514705882352942)","(7.0, 8.8, 8.600000000000001)","(6.0, 8.0, 8.004651162790697)","(31.0, 38.0, 36.4)","(2.7, 3.3, 3.2758241758241757)"
11-01-2023 21:41:58.116130,"(5.5, 7.2, 6.992)","(21.0, 26.0, 25.4)","(5.0, 6.2, 6.04390243902439)","(9.0, 13.0, 12.50925925925926)","(7.0, 8.8, 8.576744186046513)","(6.0, 8.2, 7.925714285714285)","(31.0, 38.0, 36.22222222222222)","(2.7, 3.3, 3.262015503875969)"
11-01-2023 21:41:59.306409,"(5.5, 7.0, 6.96)","(21.0, 25.0, 24.77777777777778)","(5.0, 6.2, 6.055)","(9.0, 13.0, 12.50925925925926)","(7.0, 8.8, 8.433333333333334)","(6.0, 8.0, 7.925714285714285)","(31.0, 38.0, 36.22222222222222)","(2.7, 3.3, 3.265463917525773)"
11-01-2023 21:42:00.454172,"(5.5, 7.0, 6.96)","(21.0, 25.0, 24.166666666666668)","(5.0, 6.2, 5.14)","(9.0, 13.0, 12.75)","(7.0, 8.6, 8.695454545454545)","(6.0, 8.0, 8.5)","(31.0, 38.0, 35.77777777777778)","(2.7, 3.3, 3.338709677419355)"
11-01-2023 21:42:01.691818,"(5.5, 7.4, 7.336363636363637)","(21.0, 26.0, 24.42105263157895)","(5.0, 5.2, 5.14)","(9.0, 13.0, 12.931818181818182)","(7.0, 8.8, 8.757575757575758)","(6.0, 8.6, 8.18)","(31.0, 38.0, 36.93333333333333)","(2.7, 3.35, 3.2481617647058822)"
11-01-2023 21:42:02.849224,"(5.5, 7.4, 7.233333333333333)","(21.0, 26.0, 24.56)","(5.0, 5.6, 5.4941176470588236)","(9.0, 13.5, 12.904761904761905)","(7.0, 8.8, 8.757575757575758)","(6.0, 8.6, 8.18)","(31.0, 38.0, 35.1764705882353)","(2.7, 3.25, 3.3115384615384613)"
