,Oklahoma Heat,Mistys Fool,Dancing Devil,Gospel Buzz,Gamma Ray,Great Realization,Our Silver Temple,Georges Vision,Ears To Me
08-12-2022 13:12:40.293892,"(41.0, 44.0, 37.333333333333336)","(5.5, 4.9, 4.592307692307692)","(3.7, 4.1, 3.931578947368421)","(26.0, 690.0, 359.0)","(10.0, 13.0, 10.120000000000001)","(21.0, 95.0, 75.33333333333334)","(3.8, 10.0, 8.2375)","(9.0, 15.0, 12.825)","(4.0, 15.0, 8.866666666666667)"
08-12-2022 13:12:41.565015,"(41.0, 44.0, 37.333333333333336)","(5.5, 4.9, 4.4714285714285715)","(3.7, 4.1, 3.931578947368421)","(26.0, 690.0, 359.0)","(10.0, 13.0, 10.120000000000001)","(21.0, 95.0, 75.33333333333334)","(3.8, 10.0, 8.2375)","(9.0, 15.0, 12.825)","(4.0, 15.0, 8.866666666666667)"
08-12-2022 13:12:42.860609,"(41.0, 44.0, 37.333333333333336)","(5.5, 4.9, 4.4714285714285715)","(3.7, 4.1, 3.98)","(26.0, 690.0, 469.3333333333333)","(10.0, 13.0, 10.942857142857143)","(21.0, 95.0, 75.33333333333334)","(3.8, 10.0, 7.24)","(9.0, 15.0, 11.64)","(4.0, 15.0, 11.32)"
08-12-2022 13:12:44.210340,"(41.0, 44.0, 31.333333333333332)","(5.5, 4.9, 4.4714285714285715)","(3.7, 4.0, 3.9266666666666667)","(26.0, 690.0, 469.3333333333333)","(10.0, 13.0, 10.942857142857143)","(21.0, 95.0, 75.33333333333334)","(3.8, 10.0, 7.24)","(9.0, 15.0, 11.64)","(4.0, 15.0, 13.18)"
08-12-2022 13:12:45.506175,"(41.0, 44.0, 31.333333333333332)","(5.5, 4.9, 4.4714285714285715)","(3.7, 4.0, 3.9266666666666667)","(26.0, 690.0, 469.3333333333333)","(10.0, 13.0, 10.942857142857143)","(21.0, 95.0, 75.33333333333334)","(3.8, 10.0, 6.4222222222222225)","(9.0, 15.0, 10.857142857142858)","(4.0, 15.0, 9.75)"
08-12-2022 13:12:46.813876,"(41.0, 44.0, 31.333333333333332)","(5.5, 4.9, 4.4714285714285715)","(3.7, 4.0, 3.9266666666666667)","(26.0, 690.0, 469.3333333333333)","(10.0, 13.0, 10.942857142857143)","(21.0, 95.0, 72.0)","(3.8, 10.0, 6.4222222222222225)","(9.0, 14.5, 10.857142857142858)","(4.0, 15.0, 9.75)"
08-12-2022 13:12:48.249832,"(41.0, 44.0, 31.333333333333332)","(5.5, 4.9, 4.4714285714285715)","(3.7, 4.0, 3.9266666666666667)","(26.0, 690.0, 469.3333333333333)","(10.0, 13.0, 10.942857142857143)","(21.0, 90.0, 72.0)","(3.8, 10.0, 6.4222222222222225)","(9.0, 14.5, 10.857142857142858)","(4.0, 15.0, 9.75)"
08-12-2022 13:12:49.682601,"(41.0, 44.0, 31.333333333333332)","(5.5, 4.9, 4.4714285714285715)","(3.7, 4.0, 3.9266666666666667)","(26.0, 690.0, 469.3333333333333)","(10.0, 13.0, 10.942857142857143)","(21.0, 90.0, 72.0)","(3.8, 10.0, 6.5)","(9.0, 14.5, 10.857142857142858)","(4.0, 15.0, 9.75)"
08-12-2022 13:12:51.153471,"(41.0, 44.0, 31.333333333333332)","(5.5, 4.9, 4.4714285714285715)","(3.7, 4.0, 3.9266666666666667)","(26.0, 690.0, 469.3333333333333)","(10.0, 13.0, 10.942857142857143)","(21.0, 90.0, 72.0)","(3.8, 9.8, 6.5)","(9.0, 14.5, 10.857142857142858)","(4.0, 15.0, 9.75)"
08-12-2022 13:12:52.663632,"(41.0, 44.0, 31.333333333333332)","(5.5, 4.9, 4.4714285714285715)","(3.7, 4.0, 3.9266666666666667)","(26.0, 690.0, 469.3333333333333)","(10.0, 13.0, 10.942857142857143)","(21.0, 90.0, 72.0)","(3.8, 9.8, 6.5)","(9.0, 14.5, 10.857142857142858)","(4.0, 15.0, 9.75)"
08-12-2022 13:12:54.314847,"(41.0, 44.0, 31.333333333333332)","(5.5, 4.9, 4.4714285714285715)","(3.7, 4.0, 3.9266666666666667)","(26.0, 690.0, 469.3333333333333)","(10.0, 13.0, 10.942857142857143)","(21.0, 90.0, 72.0)","(3.8, 9.8, 6.5)","(9.0, 14.5, 10.857142857142858)","(4.0, 15.0, 9.75)"
08-12-2022 13:12:55.769556,"(41.0, 44.0, 31.333333333333332)","(5.5, 4.9, 4.515384615384615)","(3.7, 4.0, 3.9266666666666667)","(26.0, 690.0, 469.3333333333333)","(10.0, 13.0, 10.942857142857143)","(21.0, 90.0, 72.0)","(3.8, 9.8, 6.5)","(9.0, 14.5, 10.857142857142858)","(4.0, 15.0, 9.75)"
08-12-2022 13:12:57.165203,"(41.0, 44.0, 32.0)","(5.5, 4.9, 4.65)","(3.7, 4.0, 3.9266666666666667)","(26.0, 690.0, 469.3333333333333)","(10.0, 13.0, 10.942857142857143)","(21.0, 90.0, 60.5)","(3.8, 9.8, 6.5)","(9.0, 14.5, 10.857142857142858)","(4.0, 15.0, 9.75)"
08-12-2022 13:12:58.530259,"(41.0, 44.0, 32.0)","(5.5, 4.9, 4.65)","(3.7, 4.0, 3.89)","(26.0, 690.0, 469.3333333333333)","(10.0, 13.0, 10.942857142857143)","(21.0, 85.0, 60.5)","(3.8, 9.8, 6.5)","(9.0, 14.5, 10.857142857142858)","(4.0, 15.0, 9.75)"
08-12-2022 13:12:59.910641,"(41.0, 44.0, 32.0)","(5.5, 4.9, 4.685714285714286)","(3.7, 4.0, 3.923076923076923)","(26.0, 690.0, 469.3333333333333)","(10.0, 13.0, 10.942857142857143)","(21.0, 85.0, 60.5)","(3.8, 9.8, 6.5)","(9.0, 14.5, 10.857142857142858)","(4.0, 15.0, 13.083333333333334)"
08-12-2022 13:13:01.283757,"(41.0, 44.0, 32.0)","(5.5, 4.9, 4.6647058823529415)","(3.7, 4.0, 3.8846153846153846)","(26.0, 690.0, 469.3333333333333)","(10.0, 13.0, 10.942857142857143)","(21.0, 85.0, 58.0)","(3.8, 9.8, 6.5)","(9.0, 14.5, 10.857142857142858)","(4.0, 14.5, 13.808333333333334)"
08-12-2022 13:13:02.624524,"(41.0, 44.0, 32.0)","(5.5, 4.9, 4.6647058823529415)","(3.7, 4.0, 3.8846153846153846)","(26.0, 690.0, 249.33333333333334)","(10.0, 13.0, 10.942857142857143)","(21.0, 80.0, 58.0)","(3.8, 9.8, 7.16)","(9.0, 14.5, 10.857142857142858)","(4.0, 14.5, 11.8)"
08-12-2022 13:13:04.030412,"(41.0, 44.0, 32.0)","(5.5, 4.9, 4.6647058823529415)","(3.7, 4.0, 3.8846153846153846)","(26.0, 690.0, 249.33333333333334)","(10.0, 13.0, 10.942857142857143)","(21.0, 80.0, 58.0)","(3.8, 9.8, 7.16)","(9.0, 14.5, 10.857142857142858)","(4.0, 14.5, 11.8)"
08-12-2022 13:13:05.687879,"(41.0, 44.0, 32.0)","(5.5, 4.9, 4.6647058823529415)","(3.7, 4.0, 3.8846153846153846)","(26.0, 690.0, 249.33333333333334)","(10.0, 13.0, 10.942857142857143)","(21.0, 80.0, 58.0)","(3.8, 9.8, 7.16)","(9.0, 14.5, 10.857142857142858)","(4.0, 14.5, 11.8)"
08-12-2022 13:13:07.235550,"(41.0, 44.0, 32.0)","(5.5, 4.9, 4.6647058823529415)","(3.7, 4.0, 3.8846153846153846)","(26.0, 690.0, 249.33333333333334)","(10.0, 13.0, 10.942857142857143)","(21.0, 80.0, 58.0)","(3.8, 9.8, 7.16)","(9.0, 14.5, 10.857142857142858)","(4.0, 14.5, 11.8)"
08-12-2022 13:13:08.732559,"(41.0, 44.0, 32.0)","(5.5, 4.9, 4.6647058823529415)","(3.7, 4.0, 3.8846153846153846)","(26.0, 690.0, 249.33333333333334)","(10.0, 13.0, 10.942857142857143)","(21.0, 80.0, 58.0)","(3.8, 9.8, 7.454545454545455)","(9.0, 14.5, 10.857142857142858)","(4.2, 14.5, 11.8)"
08-12-2022 13:13:10.246156,"(41.0, 44.0, 32.0)","(5.5, 4.9, 4.6647058823529415)","(3.7, 4.0, 3.8846153846153846)","(26.0, 690.0, 249.33333333333334)","(10.0, 13.0, 10.942857142857143)","(21.0, 80.0, 58.0)","(3.8, 9.8, 7.454545454545455)","(9.0, 14.5, 10.857142857142858)","(4.2, 14.5, 11.8)"
08-12-2022 13:13:11.636409,"(41.0, 44.0, 32.0)","(5.5, 4.9, 4.6647058823529415)","(3.7, 4.0, 3.8846153846153846)","(26.0, 690.0, 249.33333333333334)","(10.0, 13.0, 10.942857142857143)","(21.0, 80.0, 58.0)","(3.8, 9.8, 7.454545454545455)","(9.0, 14.5, 10.857142857142858)","(4.2, 14.5, 11.8)"
08-12-2022 13:13:12.867097,"(41.0, 44.0, 32.0)","(5.5, 4.9, 4.6647058823529415)","(3.7, 4.0, 3.8846153846153846)","(26.0, 690.0, 249.33333333333334)","(10.0, 13.0, 10.942857142857143)","(21.0, 80.0, 58.0)","(3.8, 9.8, 7.454545454545455)","(9.0, 14.5, 10.857142857142858)","(4.2, 14.5, 11.8)"
08-12-2022 13:13:14.124032,"(41.0, 44.0, 32.0)","(5.5, 4.9, 4.6647058823529415)","(3.7, 4.0, 3.8846153846153846)","(26.0, 690.0, 249.33333333333334)","(10.0, 13.0, 10.942857142857143)","(21.0, 80.0, 58.0)","(3.8, 9.8, 7.454545454545455)","(9.0, 14.5, 10.083333333333332)","(4.2, 14.5, 11.8)"
08-12-2022 13:13:15.394205,"(26.0, 44.0, 32.0)","(5.0, 4.9, 4.6647058823529415)","(3.5, 4.0, 3.8846153846153846)","(26.0, 690.0, 249.33333333333334)","(10.0, 13.0, 10.942857142857143)","(21.0, 80.0, 58.0)","(4.0, 9.8, 7.454545454545455)","(9.0, 14.5, 10.083333333333332)","(5.0, 14.5, 11.8)"
08-12-2022 13:13:16.714013,"(26.0, 44.0, 32.0)","(5.0, 4.9, 4.6647058823529415)","(3.5, 4.0, 3.783333333333333)","(26.0, 690.0, 249.33333333333334)","(10.0, 13.0, 10.5625)","(21.0, 80.0, 58.0)","(4.0, 9.8, 7.28)","(9.0, 14.5, 10.083333333333332)","(5.0, 14.5, 11.8)"
08-12-2022 13:13:18.051902,"(26.0, 44.0, 32.0)","(5.0, 4.9, 4.6647058823529415)","(3.5, 3.8, 3.783333333333333)","(26.0, 690.0, 359.5)","(10.0, 12.5, 10.5625)","(21.0, 80.0, 58.0)","(4.0, 9.8, 7.28)","(9.0, 14.5, 12.09090909090909)","(5.0, 14.5, 11.8)"
08-12-2022 13:13:19.373997,"(26.0, 44.0, 32.0)","(5.0, 4.9, 4.6647058823529415)","(3.5, 3.8, 3.783333333333333)","(26.0, 690.0, 359.5)","(10.0, 12.5, 10.942857142857143)","(21.0, 80.0, 58.0)","(4.0, 9.8, 9.05)","(9.0, 14.5, 12.09090909090909)","(5.0, 14.5, 11.8)"
08-12-2022 13:13:20.751620,"(26.0, 44.0, 32.0)","(5.0, 4.9, 4.6647058823529415)","(3.5, 3.8, 3.7199999999999998)","(26.0, 690.0, 359.5)","(10.0, 13.0, 10.942857142857143)","(21.0, 80.0, 58.0)","(4.0, 12.5, 7.472727272727273)","(9.0, 14.5, 12.09090909090909)","(5.0, 14.5, 11.8)"
08-12-2022 13:13:22.147570,"(26.0, 44.0, 32.0)","(5.0, 4.9, 4.685714285714286)","(3.5, 3.8, 3.6999999999999997)","(26.0, 690.0, 359.5)","(10.0, 13.0, 10.942857142857143)","(21.0, 80.0, 58.0)","(4.0, 9.6, 7.472727272727273)","(9.0, 14.5, 12.09090909090909)","(5.0, 14.5, 11.8)"
08-12-2022 13:13:23.524234,"(26.0, 44.0, 32.0)","(5.0, 4.9, 4.685714285714286)","(3.5, 3.8, 3.7545454545454544)","(26.0, 690.0, 249.33333333333334)","(10.0, 13.0, 11.8)","(21.0, 80.0, 58.0)","(4.0, 9.6, 7.472727272727273)","(9.0, 14.5, 12.09090909090909)","(5.0, 14.5, 11.8)"
08-12-2022 13:13:24.935485,"(26.0, 44.0, 32.0)","(5.0, 4.9, 4.685714285714286)","(3.5, 3.8, 3.7545454545454544)","(26.0, 690.0, 249.33333333333334)","(10.0, 13.0, 11.615384615384615)","(21.0, 80.0, 58.0)","(4.0, 9.6, 7.472727272727273)","(9.0, 14.5, 12.09090909090909)","(5.0, 14.5, 11.8)"
08-12-2022 13:13:26.223881,"(26.0, 44.0, 32.0)","(5.0, 4.9, 4.685714285714286)","(3.5, 3.8, 3.728571428571428)","(26.0, 690.0, 249.33333333333334)","(10.0, 13.0, 11.615384615384615)","(21.0, 80.0, 58.0)","(4.0, 9.6, 7.472727272727273)","(9.0, 14.5, 12.09090909090909)","(5.0, 14.5, 11.8)"
08-12-2022 13:13:27.564777,"(26.0, 44.0, 32.0)","(5.0, 4.9, 4.6647058823529415)","(3.5, 3.8, 3.7199999999999998)","(26.0, 690.0, 249.33333333333334)","(10.0, 13.0, 11.615384615384615)","(21.0, 80.0, 58.0)","(4.0, 9.6, 7.472727272727273)","(9.0, 14.5, 12.09090909090909)","(5.0, 14.5, 11.8)"
08-12-2022 13:13:28.952974,"(26.0, 44.0, 32.0)","(5.0, 4.9, 4.685714285714286)","(3.5, 3.8, 3.7199999999999998)","(26.0, 690.0, 249.33333333333334)","(10.0, 13.0, 11.615384615384615)","(21.0, 80.0, 58.0)","(4.0, 9.6, 7.472727272727273)","(9.0, 14.5, 12.09090909090909)","(5.0, 14.5, 11.8)"
08-12-2022 13:13:30.245090,"(26.0, 44.0, 32.0)","(5.0, 4.9, 4.6647058823529415)","(3.5, 3.8, 3.728571428571428)","(26.0, 690.0, 249.33333333333334)","(10.0, 13.0, 11.879999999999999)","(21.0, 80.0, 58.0)","(4.0, 9.6, 8.342857142857143)","(9.0, 14.5, 12.09090909090909)","(5.0, 14.5, 11.8)"
08-12-2022 13:13:31.459948,"(26.0, 44.0, 32.0)","(5.0, 4.9, 4.6647058823529415)","(3.5, 3.8, 3.7199999999999998)","(26.0, 690.0, 249.33333333333334)","(10.0, 12.5, 11.05)","(21.0, 80.0, 58.0)","(4.0, 9.4, 8.342857142857143)","(9.0, 14.5, 12.461538461538462)","(5.0, 14.5, 11.8)"
08-12-2022 13:13:32.704006,"(26.0, 44.0, 32.0)","(5.0, 4.9, 4.685714285714286)","(3.5, 3.8, 3.7199999999999998)","(26.0, 690.0, 359.0)","(10.0, 12.5, 11.05)","(21.0, 80.0, 58.0)","(4.0, 9.4, 8.342857142857143)","(9.0, 14.5, 12.461538461538462)","(5.0, 14.5, 13.285714285714285)"
08-12-2022 13:13:33.972666,"(26.0, 44.0, 32.0)","(5.0, 4.9, 4.685714285714286)","(3.5, 3.8, 3.7199999999999998)","(26.0, 690.0, 359.0)","(10.0, 12.5, 11.05)","(21.0, 80.0, 60.333333333333336)","(4.0, 9.4, 8.342857142857143)","(9.0, 14.5, 12.461538461538462)","(5.0, 14.5, 13.285714285714285)"
08-12-2022 13:13:35.223386,"(26.0, 44.0, 32.0)","(5.0, 4.9, 4.685714285714286)","(3.5, 3.8, 3.7199999999999998)","(26.0, 690.0, 359.0)","(10.0, 12.5, 11.05)","(21.0, 80.0, 60.333333333333336)","(4.0, 9.4, 8.342857142857143)","(9.0, 14.5, 12.461538461538462)","(5.0, 14.5, 13.285714285714285)"
08-12-2022 13:13:36.505176,"(26.0, 44.0, 32.0)","(5.0, 4.9, 4.685714285714286)","(3.5, 3.8, 3.7199999999999998)","(26.0, 690.0, 359.0)","(10.0, 12.5, 11.05)","(21.0, 80.0, 60.333333333333336)","(4.0, 9.4, 8.342857142857143)","(9.0, 14.5, 12.09090909090909)","(5.0, 14.5, 13.285714285714285)"
08-12-2022 13:13:37.839019,"(26.0, 44.0, 32.0)","(5.0, 4.9, 4.685714285714286)","(3.5, 3.8, 3.7199999999999998)","(26.0, 690.0, 359.0)","(10.0, 12.5, 11.05)","(21.0, 80.0, 68.2)","(4.0, 9.4, 8.342857142857143)","(9.0, 14.5, 12.09090909090909)","(5.0, 14.5, 13.285714285714285)"
08-12-2022 13:13:39.112679,"(21.0, 44.0, 32.0)","(4.8, 4.9, 4.685714285714286)","(3.4, 3.8, 3.7199999999999998)","(26.0, 690.0, 359.0)","(9.0, 12.5, 11.05)","(21.0, 80.0, 68.2)","(4.2, 9.4, 8.342857142857143)","(9.0, 14.5, 12.09090909090909)","(6.0, 14.5, 13.285714285714285)"
08-12-2022 13:13:40.507312,"(21.0, 44.0, 32.0)","(4.8, 4.9, 4.685714285714286)","(3.4, 3.8, 3.7199999999999998)","(26.0, 690.0, 359.0)","(9.0, 12.5, 11.05)","(21.0, 80.0, 68.2)","(4.2, 9.4, 8.342857142857143)","(9.0, 14.5, 12.09090909090909)","(6.0, 14.5, 13.285714285714285)"
08-12-2022 13:13:42.055265,"(21.0, 44.0, 32.0)","(4.8, 4.9, 4.685714285714286)","(3.4, 3.8, 3.63)","(26.0, 690.0, 359.0)","(9.0, 12.5, 11.05)","(21.0, 80.0, 68.2)","(4.2, 9.4, 8.342857142857143)","(9.0, 14.5, 12.09090909090909)","(6.0, 14.5, 13.285714285714285)"
08-12-2022 13:13:43.696046,"(21.0, 44.0, 32.0)","(4.8, 4.9, 4.685714285714286)","(3.4, 3.8, 3.63)","(26.0, 690.0, 359.0)","(9.0, 12.5, 11.05)","(21.0, 80.0, 68.2)","(4.2, 9.4, 8.342857142857143)","(9.0, 14.5, 12.09090909090909)","(6.0, 14.5, 13.649999999999999)"
08-12-2022 13:13:45.255064,"(21.0, 44.0, 32.0)","(4.8, 4.9, 4.685714285714286)","(3.4, 3.8, 3.682758620689655)","(26.0, 690.0, 359.0)","(9.0, 12.5, 10.36)","(21.0, 80.0, 51.0)","(4.2, 9.4, 8.342857142857143)","(9.0, 14.5, 12.09090909090909)","(6.0, 14.5, 13.649999999999999)"
08-12-2022 13:13:46.916067,"(21.0, 44.0, 32.0)","(4.8, 4.9, 4.685714285714286)","(3.4, 3.8, 3.682758620689655)","(26.0, 690.0, 359.0)","(9.0, 11.5, 10.36)","(21.0, 80.0, 51.0)","(4.2, 9.4, 8.342857142857143)","(9.0, 14.5, 12.09090909090909)","(6.0, 14.5, 13.649999999999999)"
08-12-2022 13:13:48.443820,"(21.0, 44.0, 32.0)","(4.8, 4.9, 4.685714285714286)","(3.4, 3.8, 3.682758620689655)","(26.0, 690.0, 359.0)","(9.0, 11.5, 10.36)","(21.0, 80.0, 51.0)","(4.2, 9.4, 8.342857142857143)","(9.0, 14.5, 12.09090909090909)","(6.5, 14.5, 13.649999999999999)"
08-12-2022 13:13:49.857661,"(18.0, 44.0, 32.0)","(4.6, 4.9, 4.685714285714286)","(3.3, 3.8, 3.682758620689655)","(26.0, 690.0, 359.0)","(9.0, 11.5, 10.36)","(21.0, 80.0, 51.0)","(4.2, 9.4, 8.342857142857143)","(9.0, 14.5, 12.09090909090909)","(6.5, 14.5, 13.649999999999999)"
08-12-2022 13:13:51.268263,"(18.0, 44.0, 32.0)","(4.6, 4.9, 4.685714285714286)","(3.3, 3.8, 3.6785714285714284)","(26.0, 690.0, 469.6666666666667)","(9.0, 11.5, 11.042105263157895)","(21.0, 80.0, 63.71428571428571)","(4.2, 9.4, 9.08695652173913)","(9.0, 14.5, 13.083333333333334)","(6.5, 14.5, 14.104761904761904)"
08-12-2022 13:13:52.546067,"(18.0, 44.0, 32.0)","(4.6, 4.9, 4.685714285714286)","(3.3, 3.8, 3.6785714285714284)","(26.0, 690.0, 359.0)","(9.0, 11.5, 10.342857142857143)","(21.0, 80.0, 57.2)","(4.2, 9.4, 8.0)","(9.0, 14.5, 12.15)","(6.5, 14.5, 13.5125)"
08-12-2022 13:13:53.885512,"(18.0, 44.0, 32.0)","(4.6, 4.9, 4.685714285714286)","(3.3, 3.8, 3.7150000000000003)","(26.0, 690.0, 359.0)","(8.5, 11.5, 10.257142857142856)","(26.0, 80.0, 51.0)","(4.4, 9.4, 6.866666666666666)","(10.0, 14.5, 10.083333333333332)","(6.5, 14.5, 13.5125)"
08-12-2022 13:13:55.111914,"(18.0, 44.0, 32.0)","(4.6, 4.9, 4.685714285714286)","(3.3, 3.8, 3.7150000000000003)","(26.0, 690.0, 359.0)","(8.5, 11.5, 9.88)","(26.0, 80.0, 51.0)","(4.4, 9.4, 6.114285714285714)","(10.0, 14.5, 10.083333333333332)","(6.5, 14.5, 13.5125)"
08-12-2022 13:13:56.419232,"(18.0, 44.0, 32.0)","(4.6, 4.9, 4.685714285714286)","(3.3, 3.8, 3.7150000000000003)","(26.0, 690.0, 469.6666666666667)","(8.5, 11.5, 9.88)","(26.0, 80.0, 63.71428571428571)","(4.4, 9.2, 6.114285714285714)","(10.0, 14.5, 10.083333333333332)","(6.5, 14.5, 10.350000000000001)"
08-12-2022 13:13:57.617818,"(18.0, 44.0, 32.0)","(4.6, 4.9, 4.685714285714286)","(3.3, 3.8, 3.7150000000000003)","(26.0, 690.0, 469.6666666666667)","(8.5, 11.5, 9.475000000000001)","(26.0, 80.0, 51.0)","(4.4, 9.2, 6.114285714285714)","(10.0, 14.5, 10.083333333333332)","(6.5, 14.5, 10.350000000000001)"
08-12-2022 13:13:58.862311,"(18.0, 44.0, 31.799999999999997)","(4.6, 4.9, 4.685714285714286)","(3.3, 3.8, 3.7150000000000003)","(26.0, 690.0, 359.0)","(8.5, 11.5, 10.257142857142856)","(26.0, 80.0, 51.0)","(4.4, 9.2, 6.114285714285714)","(10.0, 14.5, 10.083333333333332)","(6.5, 14.5, 10.350000000000001)"
08-12-2022 13:14:00.055992,"(18.0, 44.0, 35.285714285714285)","(4.6, 4.9, 4.4714285714285715)","(3.3, 3.8, 3.7150000000000003)","(26.0, 690.0, 359.0)","(8.5, 11.5, 9.76)","(26.0, 80.0, 51.0)","(4.4, 9.2, 6.114285714285714)","(10.0, 14.5, 10.083333333333332)","(6.5, 14.5, 10.350000000000001)"
08-12-2022 13:14:01.259877,"(18.0, 44.0, 35.285714285714285)","(4.6, 4.9, 4.4714285714285715)","(3.3, 3.8, 3.7150000000000003)","(26.0, 690.0, 359.0)","(8.5, 11.5, 9.88)","(26.0, 80.0, 45.2)","(4.4, 9.2, 6.114285714285714)","(10.0, 14.5, 10.083333333333332)","(6.5, 14.5, 10.350000000000001)"
08-12-2022 13:14:02.942891,"(18.0, 44.0, 24.0)","(4.6, 4.9, 4.4714285714285715)","(3.3, 3.8, 3.7150000000000003)","(26.0, 690.0, 469.3333333333333)","(8.5, 11.5, 10.45)","(26.0, 80.0, 61.75)","(4.4, 9.2, 6.114285714285714)","(10.0, 14.0, 11.6)","(6.5, 14.5, 12.84)"
08-12-2022 13:14:04.346129,"(18.0, 44.0, 24.0)","(4.6, 4.9, 4.4714285714285715)","(3.3, 3.8, 3.7150000000000003)","(26.0, 690.0, 469.3333333333333)","(8.5, 11.0, 10.45)","(26.0, 75.0, 61.75)","(4.4, 9.2, 6.114285714285714)","(10.0, 14.0, 11.6)","(6.5, 14.5, 12.744444444444444)"
08-12-2022 13:14:05.889929,"(18.0, 44.0, 24.0)","(4.6, 4.9, 4.58421052631579)","(3.3, 3.8, 3.7150000000000003)","(26.0, 690.0, 469.3333333333333)","(8.5, 11.0, 10.45)","(26.0, 75.0, 61.75)","(4.4, 9.2, 6.279999999999999)","(10.0, 14.0, 11.6)","(6.5, 14.5, 12.744444444444444)"
08-12-2022 13:14:07.204909,"(18.0, 44.0, 24.0)","(4.6, 4.9, 4.58421052631579)","(3.3, 3.8, 3.7150000000000003)","(26.0, 690.0, 249.33333333333334)","(8.5, 11.0, 10.45)","(26.0, 75.0, 61.75)","(4.4, 9.0, 5.872727272727272)","(10.0, 14.0, 11.6)","(6.5, 14.5, 13.100000000000001)"
08-12-2022 13:14:08.586717,"(18.0, 44.0, 24.0)","(4.6, 4.9, 4.58421052631579)","(3.3, 3.8, 3.7150000000000003)","(26.0, 690.0, 249.33333333333334)","(8.5, 11.0, 10.45)","(26.0, 75.0, 61.75)","(4.4, 8.6, 6.699999999999999)","(10.0, 14.0, 11.6)","(6.5, 14.5, 13.100000000000001)"
08-12-2022 13:14:09.923502,"(18.0, 44.0, 24.0)","(4.6, 4.9, 4.614285714285715)","(3.3, 3.8, 3.7150000000000003)","(26.0, 690.0, 470.0)","(8.5, 11.0, 10.857142857142858)","(26.0, 75.0, 67.57142857142857)","(4.4, 7.8, 7.556818181818182)","(10.0, 14.0, 13.67142857142857)","(6.5, 14.5, 13.710526315789473)"
08-12-2022 13:14:11.357209,"(18.0, 44.0, 37.666666666666664)","(4.6, 4.9, 4.614285714285715)","(3.3, 3.8, 3.7150000000000003)","(26.0, 690.0, 249.33333333333334)","(8.5, 11.0, 10.857142857142858)","(26.0, 75.0, 66.5)","(4.4, 7.6, 7.328571428571429)","(10.0, 14.0, 13.676923076923078)","(6.5, 14.5, 13.823809523809523)"
08-12-2022 13:14:12.541087,"(18.0, 44.0, 37.666666666666664)","(4.6, 4.9, 4.614285714285715)","(3.3, 3.8, 3.7150000000000003)","(26.0, 690.0, 249.33333333333334)","(8.5, 11.0, 10.266666666666667)","(26.0, 75.0, 62.0)","(4.4, 7.4, 7.519047619047619)","(10.0, 14.0, 11.7)","(6.5, 14.5, 12.775)"
08-12-2022 13:14:13.840208,"(18.0, 44.0, 32.4)","(4.6, 4.9, 4.614285714285715)","(3.3, 3.8, 3.7150000000000003)","(26.0, 690.0, 501.14285714285717)","(8.5, 11.0, 10.45)","(26.0, 75.0, 66.5)","(4.4, 7.6, 7.375)","(10.0, 14.0, 13.5)","(6.5, 14.5, 13.925)"
08-12-2022 13:14:15.217422,"(18.0, 44.0, 32.6)","(4.6, 4.9, 4.614285714285715)","(3.3, 3.8, 3.7150000000000003)","(26.0, 690.0, 557.8)","(8.5, 11.0, 10.857142857142858)","(26.0, 75.0, 57.666666666666664)","(4.4, 7.6, 7.519047619047619)","(10.0, 14.0, 13.4)","(6.5, 14.5, 12.875)"
08-12-2022 13:14:16.428494,"(18.0, 44.0, 32.6)","(4.6, 4.9, 4.614285714285715)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 470.0)","(8.5, 11.0, 10.1)","(26.0, 75.0, 66.5)","(4.4, 7.6, 7.199999999999999)","(10.0, 14.0, 13.857142857142858)","(6.5, 14.5, 13.98)"
08-12-2022 13:14:17.712662,"(18.0, 44.0, 37.77777777777778)","(4.6, 4.9, 4.614285714285715)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 249.33333333333334)","(8.5, 11.0, 9.966666666666667)","(26.0, 75.0, 57.666666666666664)","(4.4, 7.6, 7.371428571428571)","(10.0, 14.0, 14.125)","(6.5, 14.5, 13.777777777777779)"
08-12-2022 13:14:18.933398,"(18.0, 44.0, 34.5)","(4.6, 4.9, 4.614285714285715)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 249.33333333333334)","(8.5, 11.5, 10.733333333333333)","(26.0, 75.0, 57.666666666666664)","(4.4, 7.6, 7.422222222222222)","(10.0, 15.0, 14.125)","(6.5, 14.5, 13.777777777777779)"
08-12-2022 13:14:20.195233,"(18.0, 44.0, 34.5)","(4.6, 4.9, 4.614285714285715)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 249.33333333333334)","(8.5, 11.5, 10.733333333333333)","(26.0, 75.0, 57.666666666666664)","(4.4, 7.6, 7.422222222222222)","(10.0, 15.0, 14.125)","(6.5, 14.5, 13.45)"
08-12-2022 13:14:21.357319,"(18.0, 44.0, 34.5)","(4.6, 4.9, 4.614285714285715)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 249.33333333333334)","(8.5, 11.5, 9.857142857142856)","(26.0, 75.0, 57.666666666666664)","(4.4, 7.6, 7.422222222222222)","(10.0, 15.0, 14.125)","(6.5, 14.5, 13.483333333333334)"
