,Buddy Beauty,Velocity Tori,Look No Hands,Aussie Axle,Good Charlotte,Ladies Day,More Speed
08-01-2023 19:28:20.025914,"(41.0, 70.0, 65.1470588235294)","(31.0, 40.0, 36.83018867924528)","(7.5, 10.5, 10.052)","(4.2, 5.3, 5.2)","(4.6, 6.8, 6.514285714285714)","(11.0, 17.5, 16.880434782608695)","(1.95, 2.28, 2.255)"
08-01-2023 19:28:21.102881,"(41.0, 70.0, 65.1470588235294)","(31.0, 40.0, 36.83018867924528)","(7.5, 10.5, 10.052)","(4.2, 5.3, 5.15)","(4.6, 6.8, 5.837037037037037)","(11.0, 17.5, 16.880434782608695)","(1.95, 2.26, 2.24)"
08-01-2023 19:28:22.258681,"(41.0, 70.0, 65.1470588235294)","(31.0, 40.0, 36.83018867924528)","(7.5, 10.5, 10.052)","(4.2, 5.3, 5.2)","(4.6, 6.0, 6.371428571428571)","(11.0, 17.5, 16.880434782608695)","(1.95, 2.26, 2.2575)"
08-01-2023 19:28:23.325158,"(41.0, 70.0, 65.1470588235294)","(31.0, 40.0, 36.83018867924528)","(7.5, 10.5, 10.052)","(4.2, 5.3, 5.2)","(4.6, 6.8, 6.345454545454546)","(11.0, 17.5, 16.880434782608695)","(1.95, 2.26, 2.297843137254902)"
08-01-2023 19:28:24.474456,"(41.0, 70.0, 65.1470588235294)","(31.0, 40.0, 36.83018867924528)","(7.5, 10.5, 9.866666666666667)","(4.2, 5.3, 5.16)","(4.6, 6.8, 6.3)","(11.0, 17.5, 16.880434782608695)","(1.95, 2.3, 2.2997647058823527)"
08-01-2023 19:28:25.633326,"(41.0, 70.0, 65.1470588235294)","(31.0, 40.0, 36.83018867924528)","(7.5, 10.0, 9.5)","(4.2, 5.2, 5.16)","(4.6, 6.8, 6.345454545454546)","(11.0, 17.5, 16.880434782608695)","(1.95, 2.3, 2.3181249999999998)"
08-01-2023 19:28:26.594375,"(41.0, 70.0, 64.76190476190476)","(31.0, 40.0, 36.83018867924528)","(7.5, 10.0, 9.5)","(4.2, 5.2, 5.16)","(4.6, 6.8, 6.4)","(11.0, 17.5, 16.880434782608695)","(1.95, 2.32, 2.2991666666666664)"
08-01-2023 19:28:27.645538,"(41.0, 70.0, 64.76190476190476)","(31.0, 40.0, 36.83018867924528)","(7.5, 10.0, 9.307692307692308)","(4.2, 5.2, 5.16)","(4.6, 6.8, 6.4)","(11.0, 17.5, 16.880434782608695)","(1.95, 2.3, 2.2985714285714285)"
08-01-2023 19:28:28.764835,"(41.0, 70.0, 64.76190476190476)","(31.0, 40.0, 36.83018867924528)","(7.5, 10.0, 9.5)","(4.2, 5.2, 5.16)","(4.6, 6.8, 6.4)","(11.0, 17.5, 16.880434782608695)","(1.95, 2.3, 2.275)"
08-01-2023 19:28:29.844920,"(41.0, 70.0, 64.76190476190476)","(31.0, 40.0, 36.83018867924528)","(7.5, 10.0, 9.5)","(4.2, 5.2, 5.16)","(4.6, 6.8, 6.4)","(11.0, 17.5, 16.880434782608695)","(1.95, 2.28, 2.25)"
08-01-2023 19:28:30.954322,"(41.0, 70.0, 64.76190476190476)","(31.0, 40.0, 36.83018867924528)","(7.5, 10.0, 9.666666666666666)","(4.2, 5.2, 5.08)","(4.6, 6.8, 6.419047619047619)","(11.0, 17.5, 16.880434782608695)","(1.95, 2.28, 2.25)"
08-01-2023 19:28:32.124104,"(41.0, 70.0, 64.76190476190476)","(31.0, 40.0, 36.90909090909091)","(7.5, 10.5, 9.54)","(4.2, 5.1, 5.16)","(4.6, 6.8, 6.4)","(11.0, 17.5, 16.880434782608695)","(1.95, 2.28, 2.2466666666666666)"
08-01-2023 19:28:33.451212,"(41.0, 70.0, 66.25)","(31.0, 38.0, 36.810810810810814)","(7.5, 10.5, 9.610526315789475)","(4.2, 5.2, 5.171428571428572)","(4.6, 6.8, 6.410526315789474)","(11.0, 17.5, 16.941176470588236)","(1.95, 2.28, 2.254285714285714)"
08-01-2023 19:28:34.562420,"(41.0, 70.0, 66.36363636363636)","(31.0, 38.0, 36.833333333333336)","(7.5, 9.8, 9.74375)","(4.2, 5.2, 5.20625)","(4.6, 6.6, 6.644444444444444)","(11.0, 17.5, 16.941176470588236)","(1.95, 2.26, 2.2536842105263157)"
08-01-2023 19:28:35.649536,"(41.0, 70.0, 66.36363636363636)","(31.0, 38.0, 36.833333333333336)","(7.5, 10.5, 9.777142857142858)","(4.2, 5.3, 5.2749999999999995)","(4.6, 6.8, 6.644444444444445)","(11.0, 17.5, 16.98181818181818)","(1.95, 2.26, 2.2541176470588233)"
08-01-2023 19:28:36.761418,"(41.0, 70.0, 66.36363636363636)","(31.0, 38.0, 36.833333333333336)","(7.5, 10.5, 9.777142857142858)","(4.2, 5.3, 5.2749999999999995)","(4.6, 7.0, 6.711111111111111)","(11.0, 17.5, 16.98181818181818)","(1.95, 2.26, 2.2399999999999998)"
08-01-2023 19:28:37.919236,"(41.0, 70.0, 66.36363636363636)","(31.0, 38.0, 36.833333333333336)","(7.5, 10.5, 9.777142857142858)","(4.2, 5.3, 5.2749999999999995)","(4.6, 7.0, 6.711111111111111)","(11.0, 17.5, 16.98181818181818)","(1.95, 2.26, 2.2488888888888887)"
08-01-2023 19:28:39.125554,"(41.0, 70.0, 66.36363636363636)","(31.0, 38.0, 36.833333333333336)","(7.5, 10.5, 9.805263157894737)","(4.2, 5.3, 5.2749999999999995)","(4.6, 7.0, 6.6)","(11.0, 17.5, 16.97222222222222)","(1.95, 2.26, 2.2488888888888887)"
08-01-2023 19:28:40.318154,"(41.0, 70.0, 65.0)","(31.0, 38.0, 37.42857142857143)","(7.5, 10.5, 9.760714285714286)","(4.2, 5.3, 5.13157894736842)","(4.6, 7.0, 6.6380952380952385)","(11.0, 17.5, 16.796296296296298)","(1.95, 2.26, 2.186666666666667)"
08-01-2023 19:28:41.446263,"(41.0, 70.0, 65.0)","(31.0, 38.0, 37.42857142857143)","(7.5, 10.5, 9.755172413793103)","(4.2, 5.4, 5.2178571428571425)","(4.6, 7.0, 6.6380952380952385)","(11.0, 17.5, 16.703389830508474)","(1.95, 2.2, 2.2095652173913045)"
08-01-2023 19:28:42.496451,"(41.0, 70.0, 64.8)","(31.0, 38.0, 37.47826086956522)","(7.5, 10.5, 9.755172413793103)","(4.2, 5.4, 5.2178571428571425)","(4.6, 7.0, 6.6380952380952385)","(11.0, 17.0, 16.698275862068964)","(1.95, 2.22, 2.213684210526316)"
08-01-2023 19:28:43.579151,"(41.0, 70.0, 64.8)","(31.0, 38.0, 37.47826086956522)","(7.5, 10.5, 9.755172413793103)","(4.2, 5.4, 5.2178571428571425)","(4.6, 7.0, 6.580952380952381)","(11.0, 17.0, 16.602272727272727)","(1.95, 2.22, 2.213684210526316)"
08-01-2023 19:28:44.769011,"(41.0, 70.0, 64.8)","(31.0, 38.0, 37.47826086956522)","(7.5, 10.5, 9.760714285714286)","(4.2, 5.4, 5.578536585365853)","(4.6, 7.0, 6.613793103448276)","(11.0, 17.0, 16.076923076923077)","(1.95, 2.22, 2.210769230769231)"
08-01-2023 19:28:45.934656,"(41.0, 70.0, 64.8)","(31.0, 38.0, 37.47826086956522)","(7.5, 10.5, 9.760714285714286)","(4.2, 5.6, 5.521428571428571)","(4.6, 6.8, 6.5702127659574465)","(11.0, 17.0, 15.923076923076923)","(1.95, 2.22, 2.1733333333333333)"
08-01-2023 19:28:47.090474,"(41.0, 70.0, 64.34782608695652)","(31.0, 38.0, 37.47826086956522)","(7.5, 10.5, 9.872727272727273)","(4.2, 5.6, 5.628571428571429)","(4.6, 6.8, 6.547826086956522)","(11.0, 17.0, 16.07894736842105)","(1.95, 2.2, 2.162702702702703)"
08-01-2023 19:28:48.256830,"(41.0, 70.0, 64.54545454545455)","(31.0, 38.0, 37.47826086956522)","(7.5, 10.5, 9.81)","(4.2, 5.7, 5.7823529411764705)","(4.6, 6.6, 6.547826086956522)","(11.0, 17.0, 16.09090909090909)","(1.95, 2.2, 2.151764705882353)"
08-01-2023 19:28:49.342260,"(41.0, 65.0, 64.54545454545455)","(31.0, 40.0, 37.743589743589745)","(7.5, 10.5, 9.81)","(4.2, 5.8, 5.7823529411764705)","(4.6, 6.6, 6.547826086956522)","(11.0, 17.0, 16.09090909090909)","(1.95, 2.16, 2.1566666666666667)"
08-01-2023 19:28:50.372944,"(41.0, 65.0, 64.54545454545455)","(31.0, 40.0, 37.8)","(7.5, 10.5, 9.908571428571427)","(4.2, 5.8, 5.677777777777778)","(4.6, 6.6, 6.547826086956522)","(11.0, 17.0, 16.423728813559322)","(1.95, 2.16, 2.145714285714286)"
08-01-2023 19:28:51.482779,"(41.0, 65.0, 63.57142857142857)","(31.0, 40.0, 37.7)","(7.5, 10.5, 10.033333333333333)","(4.2, 5.8, 5.602127659574468)","(4.6, 6.6, 6.547826086956522)","(11.0, 17.0, 16.089285714285715)","(1.95, 2.16, 2.155890410958904)"
08-01-2023 19:28:52.522849,"(41.0, 65.0, 63.57142857142857)","(31.0, 40.0, 37.7)","(7.5, 10.5, 10.033333333333333)","(4.2, 5.8, 5.6022727272727275)","(4.6, 6.6, 6.547826086956522)","(11.0, 17.0, 16.105263157894736)","(1.95, 2.16, 2.159130434782609)"
08-01-2023 19:28:53.561353,"(41.0, 65.0, 64.16666666666667)","(31.0, 40.0, 37.7)","(7.5, 10.5, 10.033333333333333)","(4.2, 5.8, 5.595744680851063)","(4.6, 6.6, 6.547826086956522)","(11.0, 17.0, 16.346153846153847)","(1.95, 2.16, 2.165)"
08-01-2023 19:28:54.846345,"(41.0, 65.0, 63.57142857142857)","(31.0, 40.0, 37.7)","(7.5, 10.5, 10.033333333333333)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.547826086956522)","(11.0, 17.0, 16.105263157894736)","(1.95, 2.18, 2.176842105263158)"
08-01-2023 19:28:56.077939,"(41.0, 65.0, 63.57142857142857)","(31.0, 40.0, 37.7)","(7.5, 10.5, 10.033333333333333)","(4.2, 5.7, 5.675)","(4.6, 6.6, 6.547826086956522)","(11.0, 17.0, 16.055555555555557)","(1.95, 2.18, 2.144615384615385)"
08-01-2023 19:28:57.238611,"(41.0, 65.0, 64.54545454545455)","(31.0, 40.0, 37.64102564102564)","(7.5, 10.5, 9.858333333333334)","(4.2, 5.7, 5.5777777777777775)","(4.6, 6.6, 6.384615384615385)","(11.0, 17.0, 16.055555555555557)","(1.9, 2.2, 2.1524324324324327)"
08-01-2023 19:28:58.298386,"(41.0, 65.0, 64.54545454545455)","(31.0, 40.0, 37.64102564102564)","(7.5, 10.5, 9.674999999999999)","(4.2, 5.7, 5.5777777777777775)","(4.6, 6.4, 6.384615384615385)","(11.0, 17.0, 16.105263157894736)","(1.9, 2.2, 2.1746153846153846)"
08-01-2023 19:28:59.509063,"(41.0, 65.0, 64.16666666666667)","(31.0, 40.0, 37.64102564102564)","(7.5, 10.5, 9.674999999999999)","(4.2, 5.7, 5.573684210526316)","(4.6, 6.4, 6.384615384615385)","(11.0, 17.0, 16.105263157894736)","(1.9, 2.2, 2.185)"
08-01-2023 19:29:00.695825,"(41.0, 65.0, 64.16666666666667)","(31.0, 40.0, 37.64102564102564)","(7.5, 10.5, 9.93720930232558)","(4.2, 5.7, 5.573684210526316)","(4.6, 6.4, 6.384615384615385)","(11.0, 17.0, 16.055555555555557)","(1.9, 2.2, 2.1953846153846155)"
08-01-2023 19:29:01.700590,"(41.0, 65.0, 63.57142857142857)","(31.0, 40.0, 37.64102564102564)","(7.5, 10.5, 9.93720930232558)","(4.2, 5.7, 5.573684210526316)","(4.6, 6.4, 6.384615384615385)","(11.0, 17.0, 16.291666666666668)","(1.9, 2.2, 2.168)"
08-01-2023 19:29:02.819016,"(41.0, 65.0, 63.94736842105263)","(31.0, 40.0, 37.64102564102564)","(7.5, 10.5, 9.933333333333334)","(4.2, 5.6, 5.535294117647059)","(4.6, 6.4, 6.384615384615385)","(11.0, 17.0, 16.055555555555557)","(1.9, 2.22, 2.1882352941176473)"
08-01-2023 19:29:04.079898,"(41.0, 65.0, 64.41176470588235)","(31.0, 40.0, 37.64102564102564)","(7.5, 10.0, 9.763636363636364)","(4.2, 5.6, 5.588888888888889)","(4.6, 6.4, 6.384615384615385)","(11.0, 17.0, 15.985294117647058)","(1.9, 2.22, 2.206666666666667)"
08-01-2023 19:29:05.299576,"(41.0, 65.0, 63.94736842105263)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.8, 9.763636363636364)","(4.2, 5.6, 5.588888888888889)","(4.6, 6.4, 6.384615384615385)","(11.0, 17.0, 15.985294117647058)","(1.9, 2.22, 2.218787878787879)"
08-01-2023 19:29:06.405610,"(41.0, 65.0, 64.6875)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.8, 9.763636363636364)","(4.2, 5.6, 5.588888888888889)","(4.6, 6.4, 6.384615384615385)","(11.0, 17.0, 15.985294117647058)","(1.9, 2.22, 2.216)"
08-01-2023 19:29:07.740782,"(41.0, 65.0, 63.94736842105263)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.8, 9.763636363636364)","(4.2, 5.6, 5.588888888888889)","(4.6, 6.4, 6.373333333333334)","(11.0, 17.0, 15.985294117647058)","(1.9, 2.24, 2.2174358974358976)"
08-01-2023 19:29:09.093144,"(41.0, 65.0, 63.94736842105263)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.8, 9.763636363636364)","(4.2, 5.6, 5.588888888888889)","(4.6, 6.4, 6.373333333333334)","(11.0, 17.0, 16.1)","(1.9, 2.24, 2.219076923076923)"
08-01-2023 19:29:10.242231,"(41.0, 65.0, 63.888888888888886)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.8, 9.763636363636364)","(4.2, 5.6, 5.588888888888889)","(4.6, 6.4, 6.376470588235295)","(11.0, 16.5, 16.1)","(1.9, 2.24, 2.220377358490566)"
08-01-2023 19:29:11.282753,"(41.0, 65.0, 64.16666666666667)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.8, 9.763636363636364)","(4.2, 5.6, 5.588888888888889)","(4.6, 6.4, 6.376470588235295)","(11.0, 16.5, 16.147058823529413)","(1.9, 2.24, 2.2204444444444444)"
08-01-2023 19:29:12.369802,"(41.0, 65.0, 64.16666666666667)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.8, 9.733333333333334)","(4.2, 5.6, 5.588888888888889)","(4.6, 6.4, 6.376470588235295)","(11.0, 16.5, 16.03846153846154)","(1.9, 2.24, 2.23)"
08-01-2023 19:29:13.456843,"(41.0, 65.0, 63.57142857142857)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.8, 9.75)","(4.2, 5.6, 5.588888888888889)","(4.6, 6.4, 6.376470588235295)","(11.0, 16.5, 15.642857142857142)","(1.9, 2.26, 2.232258064516129)"
08-01-2023 19:29:14.539551,"(41.0, 65.0, 64.54545454545455)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.6, 9.28)","(4.2, 5.6, 5.588888888888889)","(4.6, 6.4, 6.376470588235295)","(11.0, 16.5, 15.642857142857142)","(1.9, 2.24, 2.224)"
08-01-2023 19:29:15.659512,"(41.0, 65.0, 64.54545454545455)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.6, 9.244444444444444)","(4.2, 5.6, 5.588888888888889)","(4.6, 6.4, 6.376470588235295)","(11.0, 16.5, 16.1)","(1.9, 2.24, 2.228)"
08-01-2023 19:29:16.740461,"(41.0, 65.0, 64.54545454545455)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.6, 9.28)","(4.2, 5.6, 5.588888888888889)","(4.6, 6.4, 6.376470588235295)","(11.0, 16.5, 16.1)","(1.9, 2.24, 2.225)"
08-01-2023 19:29:17.775642,"(41.0, 65.0, 64.54545454545455)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.6, 9.28)","(4.2, 5.6, 5.525)","(4.6, 6.4, 6.366666666666667)","(11.0, 16.5, 16.1)","(1.9, 2.24, 2.2325925925925927)"
08-01-2023 19:29:18.874494,"(41.0, 65.0, 64.54545454545455)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.6, 9.244444444444444)","(4.2, 5.6, 5.566666666666666)","(4.6, 6.4, 6.504761904761905)","(11.0, 16.5, 16.1)","(1.9, 2.24, 2.214666666666667)"
08-01-2023 19:29:20.021333,"(41.0, 65.0, 63.333333333333336)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.4, 9.32)","(4.2, 5.6, 5.593782383419689)","(4.6, 6.6, 6.504761904761905)","(11.0, 16.5, 15.7)","(1.9, 2.22, 2.214666666666667)"
08-01-2023 19:29:21.099631,"(41.0, 65.0, 64.0)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.4, 9.32)","(4.2, 5.6, 5.556521739130434)","(4.6, 6.6, 6.504761904761905)","(11.0, 16.5, 15.7)","(1.9, 2.22, 2.206666666666667)"
08-01-2023 19:29:22.166035,"(41.0, 65.0, 64.0)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.4, 9.363636363636363)","(4.2, 5.6, 5.423076923076923)","(4.6, 6.6, 6.504761904761905)","(11.0, 16.5, 16.1)","(1.9, 2.22, 2.212727272727273)"
08-01-2023 19:29:23.277202,"(41.0, 65.0, 63.333333333333336)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.4, 9.333333333333334)","(4.2, 5.5, 5.338461538461538)","(4.6, 6.6, 6.509090909090909)","(11.0, 16.5, 16.214285714285715)","(1.9, 2.22, 2.216666666666667)"
08-01-2023 19:29:24.305657,"(41.0, 65.0, 64.0)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.4, 9.133333333333333)","(4.2, 5.4, 5.426666666666667)","(4.6, 6.6, 6.6)","(11.0, 16.5, 16.045454545454547)","(1.9, 2.22, 2.21)"
08-01-2023 19:29:25.343228,"(41.0, 65.0, 64.44444444444444)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.6, 9.327272727272726)","(4.2, 5.5, 5.426666666666667)","(4.6, 6.8, 6.6)","(11.0, 17.0, 16.5)","(1.9, 2.22, 2.232835820895523)"
08-01-2023 19:29:26.494385,"(41.0, 65.0, 64.44444444444444)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.4, 9.366666666666667)","(4.2, 5.4, 5.426666666666667)","(4.6, 6.8, 6.6)","(11.0, 16.5, 16.25)","(1.9, 2.24, 2.235081967213115)"
08-01-2023 19:29:27.635394,"(41.0, 65.0, 64.44444444444444)","(31.0, 40.0, 37.64102564102564)","(7.5, 9.6, 9.378947368421052)","(4.2, 5.5, 5.426666666666667)","(4.6, 6.8, 6.581818181818182)","(11.0, 16.5, 16.40909090909091)","(1.9, 2.24, 2.2272727272727275)"
08-01-2023 19:29:28.709924,"(41.0, 65.0, 64.375)","(31.0, 40.0, 37.86046511627907)","(7.5, 9.6, 9.378947368421052)","(4.2, 5.5, 5.408163265306123)","(4.6, 6.8, 6.5440000000000005)","(11.0, 16.5, 16.40909090909091)","(1.9, 2.24, 2.2272727272727275)"
08-01-2023 19:29:29.799023,"(41.0, 65.0, 63.18181818181818)","(31.0, 40.0, 37.86046511627907)","(7.5, 9.6, 9.378947368421052)","(4.2, 5.5, 5.408163265306123)","(4.6, 6.8, 6.571428571428571)","(11.0, 16.5, 16.40909090909091)","(1.9, 2.24, 2.2272727272727275)"
08-01-2023 19:29:30.955544,"(41.0, 65.0, 63.888888888888886)","(31.0, 40.0, 37.86046511627907)","(7.5, 9.6, 9.378947368421052)","(4.2, 5.5, 5.408163265306123)","(4.6, 6.8, 6.521739130434783)","(11.0, 16.5, 16.3)","(1.9, 2.24, 2.2272727272727275)"
08-01-2023 19:29:32.112592,"(41.0, 65.0, 63.18181818181818)","(31.0, 40.0, 37.86046511627907)","(7.5, 9.6, 9.466666666666667)","(4.2, 5.5, 5.408163265306123)","(4.6, 6.8, 6.385714285714286)","(11.0, 16.5, 16.043478260869566)","(1.9, 2.24, 2.2288)"
08-01-2023 19:29:33.178772,"(41.0, 65.0, 63.18181818181818)","(31.0, 40.0, 37.86046511627907)","(7.5, 9.6, 9.466666666666667)","(4.2, 5.5, 5.363636363636363)","(4.6, 6.4, 6.385714285714286)","(11.0, 17.0, 16.043478260869566)","(1.9, 2.24, 2.231304347826087)"
08-01-2023 19:29:34.306613,"(41.0, 65.0, 64.375)","(31.0, 40.0, 37.86046511627907)","(7.5, 9.6, 9.542857142857143)","(4.2, 5.5, 5.34468085106383)","(4.6, 6.4, 6.385714285714286)","(11.0, 17.0, 16.043478260869566)","(1.9, 2.24, 2.218947368421053)"
08-01-2023 19:29:35.338290,"(41.0, 65.0, 64.375)","(31.0, 40.0, 37.86046511627907)","(7.5, 9.6, 9.581818181818182)","(4.2, 5.4, 5.34468085106383)","(4.6, 6.4, 6.385714285714286)","(11.0, 17.0, 16.043478260869566)","(1.9, 2.24, 2.2091525423728813)"
08-01-2023 19:29:36.587464,"(41.0, 65.0, 64.375)","(31.0, 40.0, 37.86046511627907)","(7.5, 9.8, 9.586666666666668)","(4.2, 5.4, 5.378947368421053)","(4.6, 6.4, 6.385714285714286)","(11.0, 17.0, 16.0)","(1.9, 2.26, 2.2183333333333333)"
08-01-2023 19:29:37.758758,"(41.0, 65.0, 63.888888888888886)","(31.0, 40.0, 37.86046511627907)","(7.5, 9.8, 9.48)","(4.2, 5.4, 5.394285714285715)","(4.6, 6.4, 6.385714285714286)","(11.0, 17.0, 16.0)","(1.9, 2.26, 2.217142857142857)"
08-01-2023 19:29:38.802308,"(41.0, 65.0, 63.888888888888886)","(31.0, 40.0, 37.86046511627907)","(7.5, 9.8, 9.48)","(4.2, 5.4, 5.394285714285715)","(4.6, 6.4, 6.385714285714286)","(11.0, 17.0, 16.0)","(1.9, 2.26, 2.217142857142857)"
08-01-2023 19:29:39.989584,"(41.0, 65.0, 63.18181818181818)","(26.0, 44.0, 40.0)","(7.5, 9.8, 9.48)","(4.4, 5.4, 5.395348837209303)","(5.0, 6.4, 6.388888888888889)","(12.0, 17.0, 16.142857142857142)","(1.9, 2.26, 2.2212727272727273)"
08-01-2023 19:29:41.152802,"(41.0, 65.0, 64.28571428571429)","(26.0, 42.0, 41.55555555555556)","(7.5, 9.8, 9.571428571428571)","(4.4, 5.4, 5.24)","(5.0, 6.4, 6.426666666666667)","(12.0, 17.0, 16.176470588235293)","(1.9, 2.26, 2.2212727272727273)"
08-01-2023 19:29:42.348400,"(41.0, 65.0, 64.28571428571429)","(26.0, 42.0, 41.42857142857143)","(7.5, 9.8, 9.636363636363637)","(4.4, 5.3, 5.131578947368421)","(5.0, 6.6, 6.426666666666667)","(12.0, 17.0, 16.176470588235293)","(1.9, 2.26, 2.2319148936170214)"
08-01-2023 19:29:43.374884,"(41.0, 65.0, 64.61538461538461)","(26.0, 42.0, 41.42857142857143)","(7.5, 10.0, 9.61111111111111)","(4.4, 5.2, 5.287234042553191)","(5.0, 6.6, 6.45)","(12.0, 17.0, 16.490909090909092)","(1.9, 2.26, 2.2275)"
08-01-2023 19:29:44.395565,"(41.0, 65.0, 64.61538461538461)","(26.0, 42.0, 41.42857142857143)","(7.5, 10.5, 9.871794871794872)","(4.4, 5.3, 5.16)","(5.0, 6.6, 6.461538461538462)","(12.0, 17.0, 16.54901960784314)","(1.9, 2.24, 2.2242857142857146)"
08-01-2023 19:29:45.534012,"(41.0, 65.0, 64.61538461538461)","(26.0, 42.0, 41.42857142857143)","(7.5, 10.5, 9.877777777777778)","(4.4, 5.2, 5.18)","(5.0, 6.6, 6.4363636363636365)","(12.0, 17.0, 16.54901960784314)","(1.9, 2.24, 2.231666666666667)"
08-01-2023 19:29:46.605752,"(41.0, 65.0, 63.75)","(26.0, 42.0, 41.42857142857143)","(7.5, 10.5, 9.877777777777778)","(4.4, 5.2, 5.18)","(5.0, 6.6, 6.4363636363636365)","(12.0, 17.0, 16.54901960784314)","(1.9, 2.24, 2.175294117647059)"
08-01-2023 19:29:47.663236,"(41.0, 65.0, 64.61538461538461)","(26.0, 42.0, 41.42857142857143)","(7.5, 10.5, 10.088235294117647)","(4.4, 5.3, 5.188)","(5.0, 6.6, 6.460869565217391)","(12.0, 17.0, 16.571428571428573)","(1.9, 2.2, 2.193214285714286)"
08-01-2023 19:29:48.858778,"(41.0, 65.0, 63.75)","(26.0, 42.0, 41.42857142857143)","(7.5, 10.5, 10.10344827586207)","(4.4, 5.3, 5.155)","(5.0, 6.6, 6.460869565217391)","(12.0, 17.0, 18.5)","(1.95, 2.22, 2.1855555555555557)"
08-01-2023 19:29:49.993082,"(41.0, 65.0, 63.75)","(26.0, 42.0, 41.42857142857143)","(7.5, 10.5, 10.10344827586207)","(4.4, 5.2, 5.15)","(5.0, 6.6, 6.460869565217391)","(12.0, 19.0, 19.0)","(1.95, 2.2, 2.1802197802197805)"
08-01-2023 19:29:51.076319,"(41.0, 65.0, 64.61538461538461)","(26.0, 42.0, 41.42857142857143)","(7.5, 10.5, 10.10344827586207)","(4.4, 5.2, 5.199999999999999)","(5.0, 6.6, 6.511111111111111)","(12.0, 19.5, 19.045454545454547)","(1.95, 2.2, 2.1533333333333333)"
08-01-2023 19:29:52.250402,"(41.0, 65.0, 64.61538461538461)","(26.0, 42.0, 41.42857142857143)","(7.5, 10.5, 10.203703703703704)","(4.4, 5.3, 5.188)","(5.0, 6.6, 6.51578947368421)","(12.0, 19.5, 18.944444444444443)","(1.95, 2.16, 2.152)"
08-01-2023 19:29:53.418331,"(41.0, 65.0, 64.61538461538461)","(26.0, 42.0, 41.42857142857143)","(7.5, 10.5, 10.203703703703704)","(4.4, 5.3, 5.188)","(5.0, 6.6, 6.51578947368421)","(12.0, 19.5, 18.944444444444443)","(1.95, 2.16, 2.152)"
08-01-2023 19:29:54.543527,"(41.0, 65.0, 64.61538461538461)","(26.0, 42.0, 41.42857142857143)","(7.5, 10.5, 10.211538461538462)","(4.4, 5.3, 5.199999999999999)","(5.0, 6.6, 6.51578947368421)","(12.0, 19.5, 18.944444444444443)","(1.95, 2.16, 2.133731343283582)"
08-01-2023 19:29:55.680067,"(41.0, 65.0, 64.61538461538461)","(26.0, 42.0, 41.42857142857143)","(7.5, 10.5, 10.211538461538462)","(4.4, 5.3, 5.199999999999999)","(5.0, 6.6, 6.51578947368421)","(12.0, 19.5, 19.0)","(1.95, 2.16, 2.141276595744681)"
08-01-2023 19:29:56.879753,"(41.0, 65.0, 64.61538461538461)","(26.0, 42.0, 41.27272727272727)","(7.5, 10.5, 10.211538461538462)","(4.4, 5.3, 5.199999999999999)","(5.0, 6.6, 6.51578947368421)","(12.0, 20.0, 18.6875)","(1.95, 2.16, 2.135555555555556)"
08-01-2023 19:29:57.900954,"(41.0, 65.0, 64.61538461538461)","(26.0, 42.0, 41.45454545454545)","(7.5, 10.5, 10.211538461538462)","(4.4, 5.3, 5.199999999999999)","(5.0, 6.6, 6.51578947368421)","(12.0, 20.0, 18.6875)","(1.95, 2.16, 2.1393750000000002)"
08-01-2023 19:29:58.981656,"(41.0, 65.0, 64.61538461538461)","(26.0, 42.0, 41.45454545454545)","(7.5, 10.5, 10.211538461538462)","(4.4, 5.3, 5.199999999999999)","(5.0, 6.6, 6.51578947368421)","(12.0, 20.0, 18.714285714285715)","(1.95, 2.16, 2.1393750000000002)"
08-01-2023 19:30:00.213406,"(41.0, 65.0, 64.61538461538461)","(26.0, 42.0, 41.4)","(7.5, 10.5, 10.211538461538462)","(4.4, 5.3, 5.199999999999999)","(5.0, 6.6, 6.51578947368421)","(12.0, 20.0, 18.714285714285715)","(1.95, 2.16, 2.1393750000000002)"
