,Secret Reaction,Miss Boudica,Altair Star,Special Lady,Good Day Sunshine Nz,Dont Look,Eye Better,Foxy Rose,Bramante Steps,Caruba
10-01-2023 18:49:28.701127,"(13.0, 26.0, 22.571428571428573)","(1.24, 1.32, 1.3184615384615386)","(91.0, 180.0, 171.0)","(5.0, 12.5, 12.153846153846153)","(11.0, 99999, 99990)","(26.0, 40.0, 35.4)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 220.76923076923077)","(41.0, 95.0, 81.66666666666667)"
10-01-2023 18:49:29.946078,"(13.0, 26.0, 22.571428571428573)","(1.24, 1.32, 1.3184615384615386)","(91.0, 180.0, 171.0)","(5.0, 12.5, 12.153846153846153)","(11.0, 99999, 99990)","(26.0, 40.0, 35.4)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 220.76923076923077)","(41.0, 95.0, 81.66666666666667)"
10-01-2023 18:49:31.222512,"(13.0, 26.0, 22.571428571428573)","(1.24, 1.32, 1.3139285714285716)","(91.0, 180.0, 171.0)","(5.0, 12.5, 12.189655172413794)","(11.0, 99999, 99990)","(26.0, 40.0, 36.714285714285715)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 220.76923076923077)","(41.0, 95.0, 81.66666666666667)"
10-01-2023 18:49:32.411797,"(13.0, 26.0, 22.571428571428573)","(1.24, 1.32, 1.3139285714285716)","(91.0, 180.0, 171.0)","(5.0, 12.5, 12.189655172413794)","(11.0, 99999, 99990)","(26.0, 40.0, 36.714285714285715)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 217.14285714285714)","(41.0, 95.0, 81.66666666666667)"
10-01-2023 18:49:33.592999,"(13.0, 26.0, 22.571428571428573)","(1.24, 1.32, 1.31046875)","(91.0, 180.0, 171.0)","(5.0, 12.5, 12.357142857142858)","(11.0, 99999, 99990)","(26.0, 40.0, 36.74074074074074)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 217.14285714285714)","(41.0, 95.0, 81.66666666666667)"
10-01-2023 18:49:34.763897,"(13.0, 26.0, 23.6)","(1.24, 1.31, 1.3050000000000002)","(91.0, 180.0, 171.0)","(5.0, 12.5, 12.357142857142858)","(11.0, 99999, 99990)","(26.0, 40.0, 36.74074074074074)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 217.14285714285714)","(41.0, 95.0, 81.66666666666667)"
10-01-2023 18:49:35.904198,"(13.0, 26.0, 23.684210526315788)","(1.24, 1.31, 1.3050000000000002)","(91.0, 180.0, 171.0)","(5.0, 12.5, 12.357142857142858)","(11.0, 99999, 99990)","(26.0, 40.0, 36.74074074074074)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 217.14285714285714)","(41.0, 95.0, 80.0)"
10-01-2023 18:49:37.044777,"(13.0, 26.0, 24.0)","(1.24, 1.31, 1.3050000000000002)","(91.0, 180.0, 171.0)","(5.0, 12.5, 11.7)","(11.0, 99999, 99990)","(26.0, 40.0, 36.22857142857143)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 217.14285714285714)","(41.0, 90.0, 80.0)"
10-01-2023 18:49:38.229915,"(13.0, 26.0, 24.0)","(1.24, 1.31, 1.3068)","(91.0, 180.0, 171.0)","(5.0, 12.5, 11.7)","(11.0, 99999, 99990)","(26.0, 40.0, 36.526315789473685)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 217.14285714285714)","(41.0, 90.0, 80.0)"
10-01-2023 18:49:39.413905,"(13.0, 26.0, 22.727272727272727)","(1.24, 1.32, 1.3047222222222223)","(91.0, 180.0, 171.0)","(5.0, 12.5, 12.366666666666667)","(11.0, 99999, 99990)","(26.0, 40.0, 36.526315789473685)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 217.14285714285714)","(41.0, 90.0, 80.0)"
10-01-2023 18:49:40.617616,"(13.0, 26.0, 22.727272727272727)","(1.24, 1.32, 1.3090000000000002)","(91.0, 200.0, 185.0)","(5.0, 12.0, 12.205882352941176)","(11.0, 99999, 99990)","(26.0, 40.0, 36.526315789473685)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 217.14285714285714)","(41.0, 90.0, 80.0)"
10-01-2023 18:49:41.778208,"(13.0, 26.0, 22.727272727272727)","(1.24, 1.32, 1.306904761904762)","(91.0, 200.0, 185.0)","(5.0, 12.5, 12.205882352941176)","(11.0, 99999, 99990)","(26.0, 40.0, 36.526315789473685)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 217.14285714285714)","(41.0, 90.0, 80.0)"
10-01-2023 18:49:42.928020,"(13.0, 26.0, 22.727272727272727)","(1.24, 1.32, 1.306904761904762)","(91.0, 200.0, 185.0)","(5.0, 12.5, 12.366666666666667)","(11.0, 99999, 99990)","(26.0, 40.0, 36.0)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 266.25)","(41.0, 90.0, 80.0)"
10-01-2023 18:49:44.052914,"(13.0, 26.0, 22.727272727272727)","(1.24, 1.32, 1.306904761904762)","(91.0, 200.0, 185.0)","(5.0, 12.5, 12.366666666666667)","(11.0, 99999, 99990)","(26.0, 40.0, 36.61538461538461)","(26.0, 50.0, 48.0)","(81.0, 120.0, 107.5)","(101.0, 280.0, 252.3529411764706)","(41.0, 90.0, 81.66666666666667)"
10-01-2023 18:49:45.174285,"(13.0, 26.0, 22.727272727272727)","(1.24, 1.32, 1.306904761904762)","(91.0, 200.0, 185.0)","(5.0, 12.5, 12.353658536585366)","(11.0, 99999, 99990)","(26.0, 40.0, 36.61538461538461)","(26.0, 50.0, 48.0)","(81.0, 120.0, 107.5)","(101.0, 270.0, 252.3529411764706)","(41.0, 95.0, 81.66666666666667)"
10-01-2023 18:49:46.392166,"(13.0, 26.0, 22.727272727272727)","(1.22, 1.32, 1.306904761904762)","(91.0, 200.0, 188.88888888888889)","(5.0, 12.5, 12.353658536585366)","(11.0, 99999, 99990)","(26.0, 40.0, 36.61538461538461)","(26.0, 50.0, 48.0)","(81.0, 120.0, 107.5)","(101.0, 270.0, 257.5)","(41.0, 95.0, 81.66666666666667)"
10-01-2023 18:49:47.586235,"(13.0, 26.0, 22.727272727272727)","(1.22, 1.32, 1.306904761904762)","(91.0, 230.0, 204.44444444444446)","(5.0, 12.5, 12.353658536585366)","(11.0, 99999, 99990)","(26.0, 40.0, 36.61538461538461)","(26.0, 50.0, 48.0)","(81.0, 120.0, 107.5)","(101.0, 270.0, 257.5)","(41.0, 95.0, 81.66666666666667)"
10-01-2023 18:49:48.767410,"(13.0, 26.0, 24.0)","(1.22, 1.32, 1.3075)","(91.0, 220.0, 204.44444444444446)","(5.0, 12.5, 11.928571428571429)","(11.0, 99999, 99990)","(26.0, 40.0, 36.61538461538461)","(26.0, 50.0, 48.0)","(81.0, 120.0, 107.5)","(101.0, 270.0, 257.5)","(41.0, 95.0, 81.66666666666667)"
10-01-2023 18:49:49.945931,"(13.0, 26.0, 24.105263157894736)","(1.22, 1.32, 1.3075)","(101.0, 220.0, 204.44444444444446)","(5.0, 12.5, 11.928571428571429)","(12.0, 99999, 99990)","(26.0, 40.0, 36.61538461538461)","(31.0, 50.0, 48.0)","(81.0, 120.0, 107.5)","(101.0, 270.0, 257.5)","(41.0, 95.0, 81.66666666666667)"
10-01-2023 18:49:51.106186,"(13.0, 26.0, 24.4)","(1.22, 1.32, 1.3075)","(101.0, 220.0, 204.44444444444446)","(5.0, 12.5, 11.928571428571429)","(12.0, 99999, 99990)","(26.0, 40.0, 36.61538461538461)","(31.0, 50.0, 48.0)","(81.0, 120.0, 107.5)","(101.0, 270.0, 257.5)","(41.0, 95.0, 81.66666666666667)"
10-01-2023 18:49:52.248785,"(13.0, 26.0, 24.4)","(1.22, 1.32, 1.3075)","(101.0, 220.0, 204.44444444444446)","(5.0, 12.5, 11.928571428571429)","(12.0, 99999, 99990)","(26.0, 40.0, 36.61538461538461)","(31.0, 50.0, 48.0)","(81.0, 120.0, 107.5)","(101.0, 270.0, 257.5)","(41.0, 95.0, 81.66666666666667)"
10-01-2023 18:49:53.352845,"(13.0, 26.0, 24.76923076923077)","(1.22, 1.32, 1.3075)","(101.0, 220.0, 204.44444444444446)","(5.0, 12.5, 11.928571428571429)","(12.0, 99999, 99990)","(26.0, 40.0, 36.61538461538461)","(31.0, 50.0, 48.0)","(81.0, 120.0, 107.5)","(101.0, 270.0, 257.5)","(41.0, 95.0, 81.66666666666667)"
10-01-2023 18:49:54.508659,"(13.0, 26.0, 24.76923076923077)","(1.22, 1.32, 1.3075)","(101.0, 220.0, 204.44444444444446)","(5.0, 12.5, 11.928571428571429)","(12.0, 99999, 99990)","(26.0, 40.0, 36.61538461538461)","(31.0, 50.0, 48.0)","(81.0, 120.0, 107.5)","(101.0, 270.0, 257.5)","(41.0, 95.0, 81.66666666666667)"
10-01-2023 18:49:55.697656,"(13.0, 26.0, 24.76923076923077)","(1.22, 1.32, 1.3086315789473684)","(101.0, 220.0, 204.44444444444446)","(5.0, 12.5, 11.928571428571429)","(12.0, 99999, 99990)","(26.0, 40.0, 36.61538461538461)","(31.0, 50.0, 48.0)","(81.0, 120.0, 107.5)","(101.0, 270.0, 257.5)","(41.0, 95.0, 85.0)"
10-01-2023 18:49:56.905144,"(13.0, 26.0, 24.76923076923077)","(1.22, 1.32, 1.3086315789473684)","(101.0, 220.0, 209.23076923076923)","(5.0, 12.5, 11.928571428571429)","(12.0, 99999, 99990)","(26.0, 40.0, 36.61538461538461)","(31.0, 50.0, 48.0)","(81.0, 120.0, 107.5)","(101.0, 270.0, 257.5)","(41.0, 95.0, 90.0)"
10-01-2023 18:49:58.067784,"(13.0, 26.0, 24.76923076923077)","(1.22, 1.32, 1.3086315789473684)","(101.0, 220.0, 209.23076923076923)","(5.0, 12.5, 11.928571428571429)","(12.0, 99999, 99990)","(26.0, 40.0, 36.61538461538461)","(31.0, 50.0, 48.0)","(81.0, 120.0, 107.5)","(101.0, 270.0, 257.5)","(41.0, 95.0, 92.77777777777777)"
10-01-2023 18:49:59.256442,"(13.0, 26.0, 24.76923076923077)","(1.22, 1.32, 1.3086315789473684)","(101.0, 220.0, 209.23076923076923)","(5.0, 12.5, 12.25)","(12.0, 99999, 99990)","(26.0, 40.0, 36.61538461538461)","(31.0, 50.0, 48.0)","(81.0, 120.0, 107.5)","(101.0, 270.0, 257.5)","(41.0, 95.0, 87.3076923076923)"
10-01-2023 18:50:00.475256,"(13.0, 26.0, 24.857142857142858)","(1.22, 1.31, 1.303157894736842)","(101.0, 220.0, 209.23076923076923)","(5.0, 12.5, 12.25)","(12.0, 99999, 99990)","(26.0, 40.0, 36.61538461538461)","(31.0, 50.0, 48.0)","(81.0, 120.0, 115.0)","(101.0, 270.0, 257.5)","(41.0, 95.0, 87.3076923076923)"
10-01-2023 18:50:01.742560,"(13.0, 26.0, 24.857142857142858)","(1.22, 1.31, 1.303157894736842)","(101.0, 220.0, 201.33333333333334)","(5.0, 12.5, 12.25)","(12.0, 99999, 99990)","(26.0, 40.0, 36.64)","(31.0, 50.0, 48.0)","(81.0, 120.0, 115.0)","(101.0, 270.0, 257.5)","(41.0, 95.0, 87.3076923076923)"
10-01-2023 18:50:02.892276,"(13.0, 26.0, 24.352941176470587)","(1.22, 1.31, 1.306388888888889)","(101.0, 220.0, 201.33333333333334)","(5.0, 12.5, 12.25)","(12.0, 99999, 99990)","(26.0, 40.0, 36.64)","(31.0, 50.0, 48.0)","(81.0, 120.0, 116.0)","(101.0, 270.0, 257.5)","(41.0, 95.0, 87.3076923076923)"
10-01-2023 18:50:04.047739,"(13.0, 26.0, 24.352941176470587)","(1.22, 1.31, 1.306388888888889)","(101.0, 220.0, 190.5263157894737)","(5.0, 12.5, 12.25)","(12.0, 99999, 99990)","(26.0, 40.0, 36.64)","(31.0, 50.0, 48.0)","(81.0, 120.0, 116.0)","(101.0, 270.0, 328.6666666666667)","(41.0, 95.0, 87.3076923076923)"
10-01-2023 18:50:05.254024,"(13.0, 26.0, 24.352941176470587)","(1.22, 1.31, 1.306388888888889)","(101.0, 220.0, 190.5263157894737)","(5.0, 12.5, 12.25)","(12.0, 99999, 99990)","(26.0, 40.0, 36.64)","(31.0, 50.0, 48.0)","(81.0, 120.0, 115.83333333333334)","(101.0, 340.0, 295.2631578947369)","(41.0, 95.0, 87.3076923076923)"
10-01-2023 18:50:06.508247,"(13.0, 26.0, 24.6875)","(1.22, 1.31, 1.3056666666666668)","(101.0, 220.0, 190.5263157894737)","(5.0, 13.0, 11.333333333333334)","(12.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 50.0, 50.5)","(81.0, 120.0, 125.55555555555556)","(101.0, 340.0, 255.0)","(41.0, 95.0, 87.3076923076923)"
10-01-2023 18:50:07.719377,"(13.0, 26.0, 24.6875)","(1.22, 1.32, 1.3066666666666666)","(101.0, 220.0, 166.66666666666666)","(5.0, 12.0, 11.333333333333334)","(12.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 50.5)","(81.0, 150.0, 125.55555555555556)","(101.0, 330.0, 300.0)","(41.0, 95.0, 87.3076923076923)"
10-01-2023 18:50:08.933985,"(13.0, 26.0, 24.6875)","(1.22, 1.32, 1.3063529411764707)","(101.0, 220.0, 166.66666666666666)","(5.0, 12.0, 11.333333333333334)","(12.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 49.166666666666664)","(81.0, 150.0, 128.0)","(101.0, 330.0, 273.3333333333333)","(41.0, 95.0, 87.3076923076923)"
10-01-2023 18:50:10.194689,"(13.0, 26.0, 24.6875)","(1.22, 1.32, 1.3063529411764707)","(101.0, 220.0, 166.66666666666666)","(5.0, 12.0, 11.333333333333334)","(12.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 49.166666666666664)","(81.0, 150.0, 128.0)","(101.0, 320.0, 273.3333333333333)","(41.0, 95.0, 87.3076923076923)"
10-01-2023 18:50:11.370198,"(13.0, 26.0, 24.6875)","(1.22, 1.32, 1.3063529411764707)","(101.0, 220.0, 166.66666666666666)","(5.0, 12.0, 11.333333333333334)","(12.0, 99999, 99990)","(26.0, 40.0, 37.241379310344826)","(31.0, 55.0, 49.166666666666664)","(81.0, 150.0, 127.5)","(101.0, 320.0, 273.3333333333333)","(41.0, 95.0, 90.71428571428571)"
10-01-2023 18:50:12.599656,"(13.0, 26.0, 24.8)","(1.22, 1.32, 1.308846153846154)","(101.0, 220.0, 166.66666666666666)","(5.0, 12.0, 11.333333333333334)","(12.0, 99999, 99990)","(26.0, 40.0, 37.241379310344826)","(31.0, 55.0, 49.166666666666664)","(81.0, 160.0, 120.0)","(101.0, 320.0, 257.77777777777777)","(41.0, 95.0, 92.5)"
10-01-2023 18:50:13.764075,"(13.0, 26.0, 24.8)","(1.22, 1.32, 1.3073913043478262)","(101.0, 220.0, 166.66666666666666)","(5.0, 12.0, 11.333333333333334)","(12.0, 99999, 99990)","(26.0, 40.0, 37.241379310344826)","(31.0, 55.0, 49.166666666666664)","(81.0, 140.0, 120.0)","(101.0, 320.0, 257.77777777777777)","(41.0, 95.0, 92.5)"
10-01-2023 18:50:14.940079,"(13.0, 26.0, 24.8)","(1.22, 1.32, 1.3069662921348315)","(101.0, 220.0, 166.66666666666666)","(5.0, 12.0, 11.478260869565217)","(12.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 49.166666666666664)","(81.0, 140.0, 122.22222222222223)","(101.0, 320.0, 257.77777777777777)","(41.0, 95.0, 92.14285714285714)"
10-01-2023 18:50:16.082995,"(13.0, 26.0, 25.454545454545453)","(1.22, 1.32, 1.3069662921348315)","(101.0, 220.0, 166.66666666666666)","(5.0, 12.0, 11.478260869565217)","(12.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 49.166666666666664)","(81.0, 140.0, 122.22222222222223)","(101.0, 320.0, 257.77777777777777)","(41.0, 95.0, 92.14285714285714)"
10-01-2023 18:50:17.228553,"(13.0, 26.0, 25.454545454545453)","(1.22, 1.32, 1.3069662921348315)","(101.0, 220.0, 166.66666666666666)","(5.0, 12.0, 11.478260869565217)","(12.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 49.166666666666664)","(81.0, 140.0, 122.22222222222223)","(101.0, 320.0, 272.8571428571429)","(41.0, 95.0, 92.14285714285714)"
10-01-2023 18:50:18.441715,"(13.0, 26.0, 25.454545454545453)","(1.22, 1.32, 1.309056603773585)","(101.0, 220.0, 172.0)","(5.0, 11.5, 11.392857142857142)","(12.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 49.166666666666664)","(81.0, 140.0, 122.22222222222223)","(101.0, 310.0, 272.8571428571429)","(41.0, 95.0, 90.0)"
10-01-2023 18:50:19.620308,"(13.0, 26.0, 25.454545454545453)","(1.22, 1.32, 1.307294117647059)","(101.0, 220.0, 180.0)","(5.0, 12.0, 11.392857142857142)","(12.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 49.166666666666664)","(81.0, 140.0, 122.22222222222223)","(101.0, 310.0, 272.8571428571429)","(41.0, 95.0, 90.0)"
10-01-2023 18:50:20.775984,"(13.0, 26.0, 25.454545454545453)","(1.22, 1.32, 1.307294117647059)","(101.0, 220.0, 180.0)","(5.0, 12.0, 11.392857142857142)","(12.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 52.666666666666664)","(81.0, 140.0, 124.0)","(101.0, 310.0, 286.6666666666667)","(41.0, 95.0, 90.0)"
10-01-2023 18:50:21.938930,"(13.0, 26.0, 25.454545454545453)","(1.22, 1.32, 1.3065957446808512)","(101.0, 220.0, 180.0)","(5.0, 12.0, 11.392857142857142)","(12.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 52.666666666666664)","(81.0, 140.0, 124.0)","(101.0, 300.0, 286.6666666666667)","(41.0, 95.0, 90.0)"
10-01-2023 18:50:23.069002,"(13.0, 26.0, 24.8)","(1.22, 1.32, 1.3047058823529412)","(101.0, 220.0, 180.0)","(5.0, 12.0, 11.392857142857142)","(12.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 52.666666666666664)","(81.0, 140.0, 124.0)","(101.0, 300.0, 253.84615384615384)","(41.0, 95.0, 90.0)"
10-01-2023 18:50:24.246784,"(13.0, 26.0, 24.8)","(1.22, 1.32, 1.3047058823529412)","(101.0, 220.0, 180.0)","(5.0, 12.0, 11.392857142857142)","(12.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 52.666666666666664)","(81.0, 140.0, 124.0)","(101.0, 300.0, 268.0)","(41.0, 95.0, 90.0)"
10-01-2023 18:50:25.401941,"(13.0, 26.0, 24.8)","(1.22, 1.32, 1.3047058823529412)","(101.0, 220.0, 180.0)","(5.0, 12.0, 11.392857142857142)","(12.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 52.666666666666664)","(81.0, 140.0, 124.0)","(101.0, 290.0, 268.0)","(41.0, 95.0, 90.0)"
10-01-2023 18:50:26.582649,"(13.0, 26.0, 24.8)","(1.22, 1.32, 1.3047058823529412)","(101.0, 220.0, 180.0)","(5.0, 12.0, 11.392857142857142)","(12.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 52.666666666666664)","(81.0, 140.0, 124.0)","(101.0, 290.0, 268.0)","(41.0, 95.0, 90.0)"
10-01-2023 18:50:27.769654,"(13.0, 26.0, 24.8)","(1.22, 1.32, 1.3047058823529412)","(101.0, 220.0, 185.0)","(5.0, 12.0, 11.392857142857142)","(12.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 52.666666666666664)","(81.0, 140.0, 124.0)","(101.0, 290.0, 268.0)","(41.0, 95.0, 92.85714285714286)"
10-01-2023 18:50:28.924687,"(13.0, 26.0, 24.8)","(1.22, 1.32, 1.3047058823529412)","(101.0, 210.0, 183.33333333333334)","(5.0, 12.0, 11.392857142857142)","(12.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 52.666666666666664)","(81.0, 140.0, 124.0)","(101.0, 290.0, 268.0)","(41.0, 95.0, 92.85714285714286)"
10-01-2023 18:50:30.116005,"(16.0, 26.0, 24.8)","(1.2, 1.32, 1.3047058823529412)","(81.0, 230.0, 183.33333333333334)","(5.5, 12.0, 11.392857142857142)","(13.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 51.5)","(71.0, 140.0, 124.0)","(101.0, 290.0, 268.0)","(51.0, 95.0, 92.85714285714286)"
10-01-2023 18:50:31.223200,"(16.0, 26.0, 24.4)","(1.2, 1.33, 1.320502512562814)","(81.0, 230.0, 183.33333333333334)","(5.5, 12.0, 11.227272727272727)","(13.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 51.5)","(71.0, 140.0, 124.0)","(101.0, 290.0, 268.0)","(51.0, 95.0, 92.85714285714286)"
10-01-2023 18:50:32.373829,"(16.0, 26.0, 24.4)","(1.2, 1.33, 1.320502512562814)","(81.0, 230.0, 183.33333333333334)","(5.5, 12.0, 11.666666666666666)","(13.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 51.5)","(71.0, 140.0, 124.0)","(101.0, 290.0, 268.0)","(51.0, 95.0, 92.85714285714286)"
10-01-2023 18:50:33.584684,"(16.0, 26.0, 25.11111111111111)","(1.2, 1.32, 1.3117241379310345)","(81.0, 230.0, 183.33333333333334)","(5.5, 12.0, 11.666666666666666)","(13.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 51.5)","(71.0, 140.0, 125.71428571428572)","(101.0, 290.0, 247.69230769230768)","(51.0, 95.0, 92.0)"
10-01-2023 18:50:34.759174,"(16.0, 26.0, 25.11111111111111)","(1.2, 1.32, 1.3156626506024096)","(81.0, 230.0, 183.33333333333334)","(5.5, 12.0, 11.68)","(13.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 51.5)","(71.0, 130.0, 125.71428571428572)","(101.0, 290.0, 268.8888888888889)","(51.0, 95.0, 90.0)"
10-01-2023 18:50:35.937838,"(16.0, 26.0, 25.11111111111111)","(1.2, 1.31, 1.3074285714285714)","(81.0, 230.0, 183.33333333333334)","(5.5, 12.0, 11.68)","(13.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 51.5)","(71.0, 130.0, 125.71428571428572)","(101.0, 280.0, 268.8888888888889)","(51.0, 95.0, 90.0)"
10-01-2023 18:50:37.033586,"(16.0, 26.0, 25.11111111111111)","(1.2, 1.31, 1.3078048780487805)","(81.0, 230.0, 183.33333333333334)","(5.5, 12.0, 11.714285714285714)","(13.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 51.5)","(71.0, 130.0, 125.71428571428572)","(101.0, 280.0, 250.0)","(51.0, 95.0, 90.0)"
10-01-2023 18:50:38.106844,"(16.0, 26.0, 25.11111111111111)","(1.2, 1.31, 1.306842105263158)","(81.0, 230.0, 183.33333333333334)","(5.5, 12.0, 11.714285714285714)","(13.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 55.0, 51.5)","(71.0, 130.0, 125.71428571428572)","(101.0, 280.0, 250.0)","(51.0, 95.0, 90.0)"
10-01-2023 18:50:39.259803,"(16.0, 26.0, 25.11111111111111)","(1.2, 1.31, 1.306842105263158)","(81.0, 230.0, 183.33333333333334)","(5.5, 12.0, 11.703703703703704)","(13.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 70.0, 58.0)","(71.0, 130.0, 125.71428571428572)","(101.0, 280.0, 250.0)","(51.0, 95.0, 90.0)"
10-01-2023 18:50:40.435687,"(16.0, 26.0, 25.11111111111111)","(1.2, 1.31, 1.3058139534883721)","(81.0, 230.0, 183.33333333333334)","(5.5, 12.0, 11.703703703703704)","(13.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 70.0, 60.0)","(71.0, 130.0, 125.71428571428572)","(101.0, 280.0, 250.0)","(51.0, 95.0, 90.0)"
10-01-2023 18:50:41.602615,"(16.0, 26.0, 25.11111111111111)","(1.2, 1.31, 1.3058139534883721)","(81.0, 230.0, 183.33333333333334)","(5.5, 12.0, 11.703703703703704)","(13.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 70.0, 60.0)","(71.0, 130.0, 125.71428571428572)","(101.0, 280.0, 250.0)","(51.0, 95.0, 90.0)"
10-01-2023 18:50:42.788290,"(16.0, 26.0, 25.11111111111111)","(1.2, 1.31, 1.3058139534883721)","(81.0, 230.0, 183.33333333333334)","(5.5, 12.0, 11.703703703703704)","(13.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 70.0, 60.0)","(71.0, 130.0, 125.71428571428572)","(101.0, 280.0, 250.0)","(51.0, 95.0, 90.0)"
10-01-2023 18:50:43.946113,"(16.0, 26.0, 25.11111111111111)","(1.2, 1.31, 1.3058139534883721)","(81.0, 230.0, 183.33333333333334)","(5.5, 12.0, 11.703703703703704)","(13.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 70.0, 60.0)","(71.0, 130.0, 125.71428571428572)","(101.0, 280.0, 250.0)","(51.0, 95.0, 90.0)"
10-01-2023 18:50:45.121375,"(17.0, 26.0, 25.11111111111111)","(1.2, 1.31, 1.3058139534883721)","(81.0, 230.0, 183.33333333333334)","(5.5, 12.0, 11.703703703703704)","(13.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 70.0, 60.0)","(71.0, 130.0, 125.71428571428572)","(101.0, 280.0, 222.5)","(51.0, 95.0, 90.0)"
10-01-2023 18:50:46.283284,"(17.0, 26.0, 25.11111111111111)","(1.2, 1.31, 1.3058139534883721)","(81.0, 230.0, 183.33333333333334)","(5.5, 12.0, 11.703703703703704)","(13.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 70.0, 60.0)","(71.0, 130.0, 125.71428571428572)","(101.0, 320.0, 222.5)","(51.0, 95.0, 90.0)"
10-01-2023 18:50:47.493566,"(17.0, 26.0, 24.153846153846153)","(1.2, 1.31, 1.3058139534883721)","(81.0, 230.0, 183.33333333333334)","(5.5, 12.0, 11.612903225806452)","(13.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 70.0, 60.0)","(71.0, 130.0, 125.71428571428572)","(101.0, 320.0, 222.5)","(51.0, 95.0, 87.5)"
10-01-2023 18:50:48.616815,"(17.0, 26.0, 24.58823529411765)","(1.2, 1.31, 1.3073118279569893)","(81.0, 230.0, 183.33333333333334)","(5.5, 12.0, 11.612903225806452)","(13.0, 99999, 99990)","(26.0, 40.0, 36.666666666666664)","(31.0, 70.0, 60.0)","(71.0, 130.0, 125.71428571428572)","(101.0, 320.0, 250.0)","(51.0, 95.0, 87.5)"
