,Realaide,Top Boy,Vantan Express,Danezel,Sequin Dress,Rose Of Duporth,The Brumby
08-01-2023 14:43:41.149115,"(16.0, 25.0, 24.458333333333332)","(3.2, 3.6, 3.5875)","(6.0, 10.5, 9.766666666666667)","(5.0, 6.4, 6.351851851851852)","(10.0, 12.5, 12.086206896551724)","(2.8, 3.1, 3.063409090909091)","(41.0, 110.0, 86.66666666666667)"
08-01-2023 14:43:42.175046,"(16.0, 25.0, 24.403508771929825)","(3.2, 3.6, 3.5875)","(6.0, 10.5, 9.766666666666667)","(5.0, 6.4, 6.351851851851852)","(10.0, 12.5, 12.086206896551724)","(2.8, 3.1, 3.063409090909091)","(41.0, 110.0, 86.66666666666667)"
08-01-2023 14:43:43.367468,"(16.0, 25.0, 24.403508771929825)","(3.2, 3.6, 3.5791666666666666)","(6.0, 10.5, 9.766666666666667)","(5.0, 6.4, 6.351851851851852)","(10.0, 12.5, 11.8625)","(2.8, 3.1, 3.0801020408163264)","(41.0, 110.0, 86.66666666666667)"
08-01-2023 14:43:44.377775,"(16.0, 25.0, 24.403508771929825)","(3.2, 3.6, 3.5651162790697675)","(6.0, 10.5, 9.766666666666667)","(5.0, 6.4, 6.351851851851852)","(10.0, 12.5, 11.8625)","(2.8, 3.1, 3.0453271028037383)","(41.0, 110.0, 98.33333333333333)"
08-01-2023 14:43:45.344093,"(16.0, 25.0, 24.403508771929825)","(3.2, 3.6, 3.573684210526316)","(6.0, 10.5, 9.766666666666667)","(5.0, 6.4, 6.351851851851852)","(10.0, 12.5, 11.8625)","(2.8, 3.05, 3.045652173913043)","(41.0, 110.0, 98.33333333333333)"
08-01-2023 14:43:46.358524,"(16.0, 25.0, 24.403508771929825)","(3.2, 3.6, 3.573684210526316)","(6.0, 10.5, 9.766666666666667)","(5.0, 6.4, 6.326153846153846)","(10.0, 12.5, 12.018867924528301)","(2.8, 3.05, 3.0647398843930636)","(41.0, 110.0, 91.66666666666667)"
08-01-2023 14:43:47.521504,"(16.0, 25.0, 24.055555555555557)","(3.2, 3.6, 3.5736842105263156)","(6.0, 10.5, 10.161538461538461)","(5.0, 6.4, 6.331428571428572)","(10.0, 12.5, 12.018867924528301)","(2.8, 3.1, 3.0647398843930636)","(41.0, 100.0, 87.5)"
08-01-2023 14:43:48.632316,"(16.0, 25.0, 24.055555555555557)","(3.2, 3.6, 3.5736842105263156)","(6.0, 10.5, 10.161538461538461)","(5.0, 6.4, 6.331428571428572)","(10.0, 12.5, 12.018867924528301)","(2.8, 3.1, 3.0647398843930636)","(41.0, 100.0, 87.5)"
08-01-2023 14:43:49.599866,"(16.0, 25.0, 24.055555555555557)","(3.2, 3.6, 3.5736842105263156)","(6.0, 10.5, 10.161538461538461)","(5.0, 6.4, 6.331428571428572)","(10.0, 12.5, 12.018867924528301)","(2.8, 3.1, 3.0647398843930636)","(41.0, 100.0, 87.5)"
08-01-2023 14:43:50.603725,"(16.0, 25.0, 24.055555555555557)","(3.2, 3.6, 3.5736842105263156)","(6.0, 10.5, 10.161538461538461)","(5.0, 6.4, 6.331428571428572)","(10.0, 12.5, 12.018867924528301)","(2.8, 3.1, 3.0647398843930636)","(41.0, 100.0, 87.5)"
08-01-2023 14:43:51.613765,"(16.0, 25.0, 24.055555555555557)","(3.2, 3.6, 3.5736842105263156)","(6.0, 10.5, 10.161538461538461)","(5.0, 6.4, 6.331428571428572)","(10.0, 12.5, 12.018867924528301)","(2.8, 3.1, 3.080575539568345)","(41.0, 100.0, 87.5)"
08-01-2023 14:43:52.651442,"(16.0, 25.0, 24.055555555555557)","(3.2, 3.6, 3.56875)","(6.0, 10.5, 10.161538461538461)","(5.0, 6.4, 6.331428571428572)","(10.0, 12.5, 12.018867924528301)","(2.8, 3.1, 3.080575539568345)","(41.0, 100.0, 87.5)"
08-01-2023 14:43:53.703061,"(16.0, 25.0, 24.379310344827587)","(3.2, 3.6, 3.56875)","(6.0, 10.5, 10.161538461538461)","(5.0, 6.4, 6.331428571428572)","(10.0, 12.5, 12.018867924528301)","(2.8, 3.1, 3.080575539568345)","(41.0, 100.0, 87.5)"
08-01-2023 14:43:54.734819,"(16.0, 25.0, 24.379310344827587)","(3.2, 3.6, 3.56875)","(6.0, 10.5, 10.161538461538461)","(5.0, 6.4, 6.331428571428572)","(10.0, 12.5, 12.018867924528301)","(2.8, 3.1, 3.080575539568345)","(41.0, 100.0, 87.5)"
08-01-2023 14:43:55.785649,"(16.0, 25.0, 24.379310344827587)","(3.2, 3.6, 3.56875)","(6.0, 10.5, 10.161538461538461)","(5.0, 6.4, 6.335135135135135)","(10.0, 12.5, 12.119402985074627)","(2.8, 3.1, 2.980153846153846)","(41.0, 100.0, 90.0)"
08-01-2023 14:43:56.835006,"(16.0, 25.0, 24.227272727272727)","(3.2, 3.6, 3.5736842105263156)","(6.0, 10.5, 9.658333333333333)","(5.0, 6.4, 6.366666666666667)","(10.0, 12.5, 12.119402985074627)","(2.8, 3.0, 2.9606714628297364)","(41.0, 100.0, 88.46153846153845)"
08-01-2023 14:43:57.917846,"(16.0, 25.0, 24.227272727272727)","(3.2, 3.6, 3.5736842105263156)","(6.0, 11.0, 10.520833333333334)","(5.0, 6.4, 6.366666666666667)","(10.0, 12.5, 12.119402985074627)","(2.8, 3.0, 2.9606714628297364)","(41.0, 100.0, 86.66666666666667)"
08-01-2023 14:43:59.015252,"(16.0, 25.0, 24.227272727272727)","(3.2, 3.6, 3.5791666666666666)","(6.0, 10.5, 10.32)","(5.0, 6.4, 6.336986301369864)","(10.0, 12.5, 12.119402985074627)","(2.8, 3.0, 2.9606714628297364)","(41.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:00.124943,"(16.0, 25.0, 24.227272727272727)","(3.2, 3.6, 3.5615384615384613)","(6.0, 10.5, 10.023529411764706)","(5.0, 6.4, 6.336986301369864)","(10.0, 12.5, 12.119402985074627)","(2.8, 3.0, 2.953333333333333)","(41.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:01.310510,"(16.0, 25.0, 24.227272727272727)","(3.2, 3.6, 3.5615384615384613)","(6.0, 10.5, 9.876923076923077)","(5.0, 6.6, 6.433333333333334)","(10.0, 12.5, 12.119402985074627)","(2.8, 2.98, 2.953333333333333)","(41.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:02.350220,"(16.0, 25.0, 24.227272727272727)","(3.2, 3.6, 3.5615384615384613)","(6.0, 10.5, 9.876923076923077)","(5.0, 6.6, 6.431460674157304)","(10.0, 12.5, 12.119402985074627)","(2.8, 2.98, 2.953333333333333)","(41.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:03.344653,"(16.0, 25.0, 24.227272727272727)","(3.2, 3.6, 3.5588235294117645)","(6.0, 10.5, 9.876923076923077)","(5.0, 6.6, 6.428571428571429)","(10.0, 12.5, 12.282051282051283)","(2.8, 2.98, 2.9492307692307693)","(41.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:04.352699,"(16.0, 25.0, 24.227272727272727)","(3.2, 3.6, 3.5588235294117645)","(6.0, 10.5, 10.05)","(5.0, 6.6, 6.4268456375838925)","(10.0, 12.5, 12.541666666666666)","(2.8, 2.98, 2.9492307692307693)","(41.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:05.303915,"(16.0, 25.0, 24.625)","(3.2, 3.6, 3.5588235294117645)","(6.0, 10.5, 10.05)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.541666666666666)","(2.8, 2.98, 2.9492307692307693)","(41.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:06.297786,"(16.0, 25.0, 24.833333333333332)","(3.2, 3.6, 3.5588235294117645)","(6.0, 10.5, 10.05)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.554054054054054)","(2.8, 2.98, 2.946315789473684)","(41.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:07.267188,"(16.0, 25.0, 24.833333333333332)","(3.2, 3.6, 3.5588235294117645)","(6.0, 10.5, 9.871428571428572)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.554054054054054)","(2.8, 2.98, 2.946315789473684)","(41.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:08.358143,"(16.0, 25.0, 24.833333333333332)","(3.2, 3.6, 3.5588235294117645)","(6.0, 10.5, 9.95)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.554054054054054)","(2.8, 2.98, 2.949310344827586)","(41.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:09.415264,"(16.0, 26.0, 24.205128205128204)","(3.2, 3.6, 3.5588235294117645)","(6.0, 10.5, 10.225)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.554054054054054)","(2.8, 3.0, 2.9563636363636365)","(41.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:10.518044,"(16.0, 26.0, 24.205128205128204)","(3.2, 3.6, 3.566666666666667)","(6.0, 10.5, 10.246153846153847)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.509900990099009)","(2.8, 2.98, 2.9563636363636365)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:11.545785,"(16.0, 26.0, 24.205128205128204)","(3.2, 3.6, 3.566666666666667)","(6.0, 10.5, 10.246153846153847)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.509900990099009)","(2.8, 2.98, 2.9563636363636365)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:12.581916,"(16.0, 26.0, 24.205128205128204)","(3.2, 3.6, 3.566666666666667)","(6.0, 10.5, 10.246153846153847)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.509900990099009)","(2.8, 2.98, 2.9492307692307693)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:13.655322,"(16.0, 26.0, 24.205128205128204)","(3.2, 3.6, 3.575675675675676)","(6.0, 10.5, 10.246153846153847)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.509900990099009)","(2.8, 2.98, 2.949642857142857)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:14.718846,"(16.0, 26.0, 24.205128205128204)","(3.2, 3.6, 3.567857142857143)","(6.0, 10.5, 10.246153846153847)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.509900990099009)","(2.8, 3.0, 2.949642857142857)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:15.814582,"(16.0, 26.0, 24.205128205128204)","(3.2, 3.6, 3.567857142857143)","(6.0, 10.5, 10.246153846153847)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.509900990099009)","(2.8, 3.0, 2.949642857142857)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:16.816984,"(16.0, 26.0, 24.205128205128204)","(3.2, 3.6, 3.567857142857143)","(6.0, 10.5, 10.246153846153847)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.509900990099009)","(2.8, 3.0, 2.949642857142857)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:17.780057,"(16.0, 26.0, 24.205128205128204)","(3.2, 3.6, 3.567857142857143)","(6.0, 10.5, 10.246153846153847)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.509900990099009)","(2.8, 3.0, 2.9472972972972973)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:18.849713,"(16.0, 26.0, 24.205128205128204)","(3.2, 3.6, 3.567857142857143)","(6.0, 10.5, 10.246153846153847)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.403614457831326)","(2.8, 3.0, 2.952)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:19.859548,"(16.0, 26.0, 24.372093023255815)","(3.2, 3.6, 3.567857142857143)","(6.0, 10.5, 10.246153846153847)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.403614457831326)","(2.8, 2.98, 2.952)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:20.886558,"(16.0, 26.0, 24.372093023255815)","(3.2, 3.6, 3.567857142857143)","(6.0, 10.5, 10.1625)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.403614457831326)","(2.8, 2.98, 2.952)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:21.856679,"(16.0, 26.0, 24.372093023255815)","(3.2, 3.6, 3.564)","(6.0, 10.5, 10.1625)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.403614457831326)","(2.8, 2.98, 2.952)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:22.916741,"(16.0, 26.0, 24.372093023255815)","(3.2, 3.6, 3.564)","(6.0, 10.5, 10.1625)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.403614457831326)","(2.8, 2.98, 2.952)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:23.980573,"(16.0, 26.0, 24.372093023255815)","(3.2, 3.6, 3.564)","(6.0, 10.5, 10.1625)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.403614457831326)","(2.8, 2.98, 2.952)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:25.052618,"(16.0, 26.0, 24.372093023255815)","(3.2, 3.6, 3.564)","(6.0, 10.5, 10.1625)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.403614457831326)","(2.8, 2.98, 2.952)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:26.129716,"(16.0, 26.0, 24.372093023255815)","(3.2, 3.6, 3.564)","(6.0, 10.5, 10.1625)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.403614457831326)","(2.8, 2.98, 2.952)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:27.117174,"(16.0, 26.0, 24.372093023255815)","(3.2, 3.6, 3.564)","(6.0, 10.5, 10.1625)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.403614457831326)","(2.8, 2.98, 2.952)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:28.177831,"(16.0, 26.0, 24.372093023255815)","(3.2, 3.6, 3.564)","(6.0, 10.5, 10.1625)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.403614457831326)","(2.8, 2.98, 2.952)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:29.271539,"(16.0, 26.0, 24.372093023255815)","(3.2, 3.6, 3.564)","(6.0, 10.5, 10.1625)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.403614457831326)","(2.8, 2.98, 2.9470588235294115)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:30.346917,"(16.0, 26.0, 24.372093023255815)","(3.2, 3.6, 3.564)","(6.0, 10.5, 10.1625)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.403614457831326)","(2.8, 2.98, 2.9470588235294115)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:31.391614,"(16.0, 26.0, 24.6)","(3.2, 3.6, 3.564)","(6.0, 10.5, 10.1625)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.403614457831326)","(2.8, 2.98, 2.9470588235294115)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:32.320504,"(16.0, 26.0, 24.6)","(3.2, 3.6, 3.564)","(6.0, 10.5, 10.1625)","(5.0, 6.6, 6.4268456375838925)","(10.0, 13.0, 12.403614457831326)","(2.8, 2.98, 2.9483720930232558)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:33.279645,"(16.0, 26.0, 24.612244897959183)","(3.2, 3.65, 3.6227272727272726)","(6.0, 10.5, 10.35)","(5.0, 6.6, 6.433333333333334)","(10.0, 13.0, 12.408536585365853)","(2.8, 2.96, 2.9155555555555557)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:34.308973,"(16.0, 26.0, 24.612244897959183)","(3.2, 3.7, 3.64)","(6.0, 10.5, 10.35)","(5.0, 6.6, 6.433333333333334)","(10.0, 13.0, 12.408536585365853)","(2.8, 2.94, 2.8929411764705883)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:35.309077,"(16.0, 26.0, 24.612244897959183)","(3.2, 3.7, 3.64)","(6.0, 10.5, 10.35)","(5.0, 6.6, 6.433333333333334)","(10.0, 13.0, 12.408536585365853)","(2.8, 2.94, 2.8929411764705883)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:36.285325,"(16.0, 26.0, 24.612244897959183)","(3.2, 3.7, 3.66)","(6.0, 10.5, 10.35)","(5.0, 6.6, 6.433333333333334)","(10.0, 13.0, 12.408536585365853)","(2.8, 2.94, 2.8929411764705883)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:37.220319,"(16.0, 26.0, 24.612244897959183)","(3.2, 3.7, 3.657142857142857)","(6.0, 10.5, 10.35)","(5.0, 6.6, 6.433333333333334)","(10.0, 13.0, 12.408536585365853)","(2.8, 2.94, 2.8929411764705883)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:38.309435,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.7, 3.664285714285714)","(6.0, 10.5, 9.675)","(5.0, 6.6, 6.433333333333334)","(10.0, 13.0, 12.408536585365853)","(2.8, 2.92, 2.8923076923076922)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:39.421539,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.664285714285714)","(6.0, 10.5, 9.88888888888889)","(5.0, 6.6, 6.433333333333334)","(10.0, 13.0, 12.408536585365853)","(2.8, 2.92, 2.8899999999999997)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:40.507223,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.6576923076923076)","(6.0, 10.5, 9.88888888888889)","(5.0, 6.6, 6.433333333333334)","(10.0, 13.0, 12.408536585365853)","(2.8, 2.92, 2.8899999999999997)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:41.578353,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.6576923076923076)","(6.0, 10.5, 9.88888888888889)","(5.0, 6.6, 6.423584905660378)","(10.0, 13.0, 12.408536585365853)","(2.8, 2.92, 2.8899999999999997)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:42.544809,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.6576923076923076)","(6.0, 10.5, 9.88888888888889)","(5.0, 6.6, 6.423584905660378)","(10.0, 13.0, 12.408536585365853)","(2.8, 2.92, 2.8899999999999997)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:43.614486,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.6576923076923076)","(6.0, 10.5, 9.88888888888889)","(5.0, 6.6, 6.423584905660378)","(10.0, 13.0, 12.408536585365853)","(2.8, 2.92, 2.874285714285714)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:44.715272,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.6576923076923076)","(6.0, 10.5, 9.88888888888889)","(5.0, 6.6, 6.423584905660378)","(10.0, 13.0, 12.408536585365853)","(2.8, 2.92, 2.874285714285714)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:45.828750,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.6576923076923076)","(6.0, 10.5, 9.88888888888889)","(5.0, 6.6, 6.423584905660378)","(10.0, 13.0, 12.408536585365853)","(2.8, 2.92, 2.874285714285714)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:46.855828,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.6576923076923076)","(6.0, 10.5, 9.88888888888889)","(5.0, 6.6, 6.423584905660378)","(10.0, 13.0, 12.408536585365853)","(2.8, 2.92, 2.874285714285714)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:47.914658,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.6576923076923076)","(6.0, 10.5, 9.88888888888889)","(5.0, 6.6, 6.423584905660378)","(10.0, 13.0, 12.408536585365853)","(2.8, 2.92, 2.874285714285714)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:48.936800,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.6576923076923076)","(6.0, 10.5, 9.88888888888889)","(5.0, 6.6, 6.423584905660378)","(10.0, 13.0, 12.408536585365853)","(2.8, 2.92, 2.874285714285714)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:50.001123,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.6576923076923076)","(6.0, 10.5, 9.88888888888889)","(5.0, 6.6, 6.423584905660378)","(10.0, 13.0, 12.408536585365853)","(2.8, 2.92, 2.874285714285714)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:51.115780,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.6576923076923076)","(6.0, 10.5, 9.88888888888889)","(5.0, 6.6, 6.423584905660378)","(10.0, 13.0, 12.408536585365853)","(2.8, 2.92, 2.874285714285714)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:52.128302,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.6576923076923076)","(6.0, 10.5, 9.88888888888889)","(5.0, 6.6, 6.419323671497585)","(10.0, 13.0, 12.574561403508772)","(2.8, 2.92, 2.874285714285714)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:53.089085,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.6794117647058826)","(6.0, 10.5, 9.88888888888889)","(5.0, 6.6, 6.419323671497585)","(10.0, 13.0, 12.574561403508772)","(2.8, 2.92, 2.874285714285714)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:54.080135,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.6794117647058826)","(6.0, 10.5, 9.88888888888889)","(5.0, 6.6, 6.419323671497585)","(10.0, 13.0, 12.574561403508772)","(2.8, 2.92, 2.874285714285714)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:55.112820,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.6794117647058826)","(6.0, 10.5, 9.88888888888889)","(5.0, 6.6, 6.419323671497585)","(10.0, 13.0, 12.574561403508772)","(2.8, 2.92, 2.874285714285714)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:56.114175,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.6794117647058826)","(6.0, 10.5, 9.88888888888889)","(5.0, 6.6, 6.419323671497585)","(10.0, 13.0, 12.574561403508772)","(2.8, 2.92, 2.874285714285714)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:57.109341,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.6794117647058826)","(6.0, 10.5, 10.0)","(5.0, 6.6, 6.419323671497585)","(10.0, 13.0, 12.574561403508772)","(2.8, 2.92, 2.874285714285714)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:58.084100,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.703846153846154)","(6.0, 10.5, 9.7125)","(5.0, 6.6, 6.419323671497585)","(10.0, 13.0, 12.574561403508772)","(2.8, 2.92, 2.874285714285714)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:44:59.130078,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.703846153846154)","(6.0, 10.5, 9.799999999999999)","(5.0, 6.6, 6.423584905660378)","(10.0, 13.0, 12.643382352941176)","(2.8, 2.92, 2.874285714285714)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:45:00.258834,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.65625)","(6.0, 10.5, 9.825)","(5.0, 6.6, 6.423584905660378)","(10.0, 13.0, 12.643382352941176)","(2.8, 2.92, 2.874285714285714)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:45:01.374813,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.65625)","(6.0, 10.5, 9.825)","(5.0, 6.6, 6.423584905660378)","(10.0, 13.0, 12.643382352941176)","(2.8, 2.92, 2.8649999999999998)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:45:02.424179,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.65625)","(6.0, 10.5, 9.825)","(5.0, 6.6, 6.423584905660378)","(10.0, 13.0, 12.643382352941176)","(2.8, 2.9, 2.8649999999999998)","(51.0, 95.0, 86.66666666666667)"
08-01-2023 14:45:03.472663,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.65625)","(6.0, 10.5, 10.02)","(5.0, 6.6, 6.332075471698113)","(10.0, 13.0, 12.69496855345912)","(2.8, 2.9, 2.8440506329113924)","(51.0, 95.0, 92.5)"
08-01-2023 14:45:04.459309,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.7096153846153848)","(6.0, 10.5, 10.214285714285714)","(5.0, 6.4, 6.332075471698113)","(10.0, 13.0, 12.69496855345912)","(2.8, 2.88, 2.842176870748299)","(51.0, 95.0, 93.84615384615384)"
08-01-2023 14:45:05.503453,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.7096153846153848)","(6.0, 10.5, 10.277777777777779)","(5.0, 6.4, 6.332075471698113)","(10.0, 13.0, 12.69496855345912)","(2.8, 2.88, 2.84)","(51.0, 95.0, 93.84615384615384)"
08-01-2023 14:45:06.562292,"(16.0, 26.0, 24.583333333333332)","(3.2, 3.75, 3.7227272727272727)","(6.0, 10.5, 10.289473684210526)","(5.0, 6.4, 6.321126760563381)","(10.0, 13.0, 12.702453987730062)","(2.8, 2.84, 2.8326315789473684)","(51.0, 95.0, 93.84615384615384)"
08-01-2023 14:45:07.517026,"(16.0, 26.0, 24.612244897959183)","(3.2, 3.75, 3.736046511627907)","(6.0, 10.5, 10.326086956521738)","(5.0, 6.4, 6.321126760563381)","(10.0, 13.0, 12.702453987730062)","(2.8, 2.86, 2.8096875)","(51.0, 95.0, 93.84615384615384)"
08-01-2023 14:45:08.535133,"(16.0, 26.0, 24.612244897959183)","(3.2, 3.8, 3.7967391304347826)","(6.0, 11.0, 10.764705882352942)","(5.0, 6.4, 6.3343750000000005)","(10.0, 13.0, 12.667808219178083)","(2.8, 2.82, 2.8068)","(51.0, 95.0, 92.5)"
08-01-2023 14:45:09.542223,"(16.0, 26.0, 24.612244897959183)","(3.2, 3.9, 3.857462686567164)","(6.0, 11.0, 10.833333333333334)","(5.0, 6.4, 6.336)","(10.0, 13.0, 12.667808219178083)","(2.8, 2.82, 2.805333333333333)","(51.0, 95.0, 92.5)"
08-01-2023 14:45:10.581785,"(16.0, 26.0, 24.612244897959183)","(3.2, 3.9, 3.8107142857142855)","(6.0, 11.0, 10.6)","(5.0, 6.4, 6.336)","(10.0, 13.0, 12.667808219178083)","(2.8, 2.82, 2.805333333333333)","(51.0, 95.0, 92.5)"
08-01-2023 14:45:11.604406,"(16.0, 26.0, 24.612244897959183)","(3.2, 3.9, 3.8107142857142855)","(6.0, 11.0, 10.6)","(5.0, 6.4, 6.336)","(10.0, 13.0, 12.702453987730062)","(2.8, 2.82, 2.805333333333333)","(51.0, 95.0, 92.5)"
08-01-2023 14:45:12.577127,"(16.0, 26.0, 24.612244897959183)","(3.2, 3.9, 3.825373134328358)","(6.0, 11.0, 10.692307692307692)","(5.0, 6.4, 6.336)","(10.0, 13.0, 12.702453987730062)","(2.8, 2.82, 2.805333333333333)","(51.0, 95.0, 92.5)"
