,My Catalina,Starburst Candy,Just A Brew,Major Sentence,Donnington Girl,Lederhosen Boy,Rumour Is
12-01-2023 17:57:18.151274,"(1.8, 1.98, 1.9444927536231884)","(8.5, 12.0, 11.928571428571429)","(51.0, 130.0, 123.2258064516129)","(41.0, 350.0, 270.0)","(4.0, 5.7, 5.661538461538462)","(4.6, 5.7, 5.358333333333333)","(15.0, 40.0, 39.69230769230769)"
12-01-2023 17:57:19.480924,"(1.8, 1.98, 1.9216666666666666)","(8.5, 12.0, 11.928571428571429)","(51.0, 130.0, 123.2258064516129)","(41.0, 350.0, 270.0)","(4.0, 5.7, 5.661538461538462)","(4.6, 5.7, 5.390566037735849)","(15.0, 40.0, 39.69230769230769)"
12-01-2023 17:57:20.692936,"(1.8, 1.98, 1.9216666666666666)","(8.5, 12.0, 11.928571428571429)","(51.0, 130.0, 123.2258064516129)","(41.0, 350.0, 270.0)","(4.0, 5.7, 5.44)","(4.6, 5.7, 5.344444444444444)","(15.0, 40.0, 35.44827586206897)"
12-01-2023 17:57:21.929027,"(1.8, 1.98, 1.9449999999999998)","(8.5, 12.0, 12.526315789473685)","(51.0, 130.0, 123.2258064516129)","(41.0, 350.0, 270.0)","(4.0, 5.5, 5.42)","(4.6, 5.7, 5.205555555555556)","(15.0, 36.0, 35.44827586206897)"
12-01-2023 17:57:23.177479,"(1.8, 1.98, 1.9707894736842104)","(8.5, 13.0, 12.475)","(51.0, 130.0, 123.2258064516129)","(41.0, 350.0, 270.0)","(4.0, 5.5, 5.42)","(4.6, 5.3, 5.203571428571429)","(15.0, 36.0, 35.333333333333336)"
12-01-2023 17:57:24.459392,"(1.8, 1.98, 1.9707894736842104)","(8.5, 13.0, 12.475)","(51.0, 130.0, 123.2258064516129)","(41.0, 350.0, 270.0)","(4.0, 5.5, 5.42)","(4.6, 5.3, 5.203571428571429)","(15.0, 36.0, 35.333333333333336)"
12-01-2023 17:57:25.686970,"(1.8, 1.98, 1.9707894736842104)","(8.5, 13.0, 12.447368421052632)","(51.0, 130.0, 123.2258064516129)","(41.0, 350.0, 270.0)","(4.0, 5.5, 5.452)","(4.6, 5.3, 5.13125)","(15.0, 36.0, 35.333333333333336)"
12-01-2023 17:57:26.843686,"(1.8, 2.02, 2.0159420289855072)","(8.5, 13.0, 12.447368421052632)","(51.0, 130.0, 123.2258064516129)","(41.0, 350.0, 270.0)","(4.0, 5.5, 5.536)","(4.6, 5.3, 5.054545454545455)","(15.0, 36.0, 35.84615384615385)"
12-01-2023 17:57:27.955486,"(1.8, 2.02, 2.016)","(8.5, 13.0, 12.472972972972974)","(51.0, 130.0, 123.2258064516129)","(41.0, 350.0, 270.0)","(4.0, 5.6, 5.536)","(4.6, 5.3, 5.06875)","(15.0, 36.0, 35.84615384615385)"
12-01-2023 17:57:29.079597,"(1.8, 2.02, 2.0187692307692306)","(8.5, 13.0, 12.528571428571428)","(51.0, 130.0, 123.2258064516129)","(41.0, 350.0, 270.0)","(4.0, 5.6, 5.356521739130435)","(4.6, 5.3, 5.06875)","(15.0, 36.0, 33.7037037037037)"
12-01-2023 17:57:30.324952,"(1.8, 2.02, 2.0140425531914894)","(8.5, 13.0, 12.528571428571428)","(51.0, 130.0, 123.2258064516129)","(41.0, 350.0, 270.0)","(4.0, 5.4, 5.327272727272727)","(4.6, 5.3, 5.0040000000000004)","(15.0, 34.0, 33.7037037037037)"
12-01-2023 17:57:31.488896,"(1.8, 2.02, 2.018095238095238)","(8.5, 13.0, 12.528571428571428)","(51.0, 130.0, 123.2258064516129)","(41.0, 350.0, 270.0)","(4.0, 5.6, 5.327272727272727)","(4.6, 5.3, 5.0040000000000004)","(15.0, 34.0, 33.7037037037037)"
12-01-2023 17:57:32.566314,"(1.8, 2.02, 2.018095238095238)","(8.5, 13.0, 12.528571428571428)","(51.0, 130.0, 123.2258064516129)","(41.0, 350.0, 295.0)","(4.0, 5.6, 5.327272727272727)","(4.6, 5.3, 5.025925925925926)","(15.0, 34.0, 37.76)"
12-01-2023 17:57:33.764254,"(1.8, 2.02, 2.0140425531914894)","(8.5, 13.0, 12.528571428571428)","(51.0, 130.0, 123.2258064516129)","(41.0, 400.0, 295.0)","(4.0, 5.6, 5.457142857142857)","(4.6, 5.3, 5.0040000000000004)","(15.0, 38.0, 38.62068965517241)"
12-01-2023 17:57:35.011746,"(1.8, 2.04, 2.0300000000000002)","(8.5, 13.0, 12.423076923076923)","(51.0, 130.0, 123.2258064516129)","(41.0, 400.0, 295.0)","(4.0, 5.6, 5.4799999999999995)","(4.6, 5.3, 5.0040000000000004)","(15.0, 40.0, 38.0)"
12-01-2023 17:57:36.103330,"(1.8, 2.04, 2.0300000000000002)","(8.5, 13.0, 12.423076923076923)","(51.0, 130.0, 123.2258064516129)","(41.0, 400.0, 295.0)","(4.0, 5.6, 5.4799999999999995)","(4.6, 5.3, 5.0040000000000004)","(15.0, 40.0, 37.09090909090909)"
12-01-2023 17:57:37.272800,"(1.8, 2.04, 2.035813953488372)","(8.5, 13.0, 12.528571428571428)","(51.0, 130.0, 123.2258064516129)","(41.0, 400.0, 295.0)","(4.0, 5.6, 5.4799999999999995)","(4.6, 5.3, 4.99811320754717)","(15.0, 40.0, 37.09090909090909)"
12-01-2023 17:57:38.467274,"(1.8, 2.04, 2.0300000000000002)","(8.5, 13.0, 12.528571428571428)","(51.0, 130.0, 123.2258064516129)","(41.0, 400.0, 295.0)","(4.0, 5.6, 5.393750000000001)","(4.6, 5.3, 5.0040000000000004)","(15.0, 40.0, 37.77777777777778)"
12-01-2023 17:57:39.646745,"(1.8, 2.06, 2.0514285714285716)","(8.5, 13.0, 12.528571428571428)","(51.0, 130.0, 123.2258064516129)","(41.0, 400.0, 295.0)","(4.0, 5.4, 5.393750000000001)","(4.6, 5.3, 5.0040000000000004)","(15.0, 38.0, 37.5)"
12-01-2023 17:57:40.733690,"(1.8, 2.06, 2.0527272727272727)","(8.5, 13.0, 12.558823529411764)","(51.0, 130.0, 123.2258064516129)","(41.0, 400.0, 295.0)","(4.0, 5.4, 5.393750000000001)","(4.6, 5.3, 5.0040000000000004)","(15.0, 38.0, 37.857142857142854)"
12-01-2023 17:57:41.880502,"(1.8, 2.06, 2.032459016393443)","(8.5, 13.0, 12.558823529411764)","(51.0, 130.0, 123.2258064516129)","(41.0, 400.0, 270.0)","(4.0, 5.4, 5.393750000000001)","(4.6, 5.3, 5.0040000000000004)","(15.0, 38.0, 39.30434782608695)"
12-01-2023 17:57:43.017406,"(1.8, 2.02, 2.0190243902439025)","(8.5, 13.0, 12.558823529411764)","(51.0, 130.0, 123.2258064516129)","(41.0, 350.0, 270.0)","(4.0, 5.4, 5.4799999999999995)","(4.6, 5.3, 5.0040000000000004)","(15.0, 40.0, 41.7)"
12-01-2023 17:57:44.209855,"(1.8, 2.0, 1.9988235294117647)","(8.5, 13.0, 12.558823529411764)","(51.0, 130.0, 123.2258064516129)","(41.0, 350.0, 270.0)","(4.0, 5.6, 5.58125)","(4.6, 5.3, 5.0040000000000004)","(15.0, 42.0, 41.0)"
12-01-2023 17:57:45.353647,"(1.8, 2.0, 1.9849999999999999)","(8.5, 13.0, 12.558823529411764)","(51.0, 130.0, 123.2258064516129)","(41.0, 350.0, 270.0)","(4.0, 5.6, 5.571428571428572)","(4.6, 5.3, 5.0040000000000004)","(15.0, 46.0, 41.0)"
12-01-2023 17:57:46.359311,"(1.8, 2.02, 1.977142857142857)","(8.5, 13.0, 12.558823529411764)","(51.0, 130.0, 123.2258064516129)","(41.0, 350.0, 270.0)","(4.0, 5.7, 5.492307692307692)","(4.6, 5.3, 5.0040000000000004)","(15.0, 46.0, 40.523809523809526)"
12-01-2023 17:57:47.550849,"(1.8, 2.02, 2.015)","(8.5, 13.0, 12.558823529411764)","(51.0, 130.0, 123.2258064516129)","(41.0, 350.0, 270.0)","(4.0, 5.5, 5.495652173913044)","(4.6, 5.3, 5.0040000000000004)","(15.0, 46.0, 43.6)"
12-01-2023 17:57:48.755619,"(1.8, 2.02, 2.015)","(8.5, 13.0, 12.558823529411764)","(51.0, 130.0, 123.2258064516129)","(41.0, 350.0, 263.3333333333333)","(4.0, 5.5, 5.495652173913044)","(4.6, 5.3, 5.085714285714286)","(15.0, 44.0, 40.523809523809526)"
12-01-2023 17:57:49.831924,"(1.8, 2.02, 2.015)","(8.5, 13.0, 12.558823529411764)","(51.0, 130.0, 123.2258064516129)","(41.0, 410.0, 263.3333333333333)","(4.0, 5.5, 5.495652173913044)","(4.6, 5.2, 5.085714285714286)","(15.0, 46.0, 43.6)"
12-01-2023 17:57:50.974778,"(1.8, 2.02, 2.015)","(8.5, 13.0, 12.558823529411764)","(51.0, 130.0, 123.2258064516129)","(41.0, 410.0, 245.0)","(4.0, 5.5, 5.495652173913044)","(4.6, 5.2, 5.085714285714286)","(15.0, 44.0, 43.6)"
12-01-2023 17:57:52.192114,"(1.8, 2.02, 2.015)","(8.5, 13.0, 12.558823529411764)","(51.0, 130.0, 123.2258064516129)","(41.0, 410.0, 245.0)","(4.0, 5.5, 5.578378378378378)","(4.6, 5.2, 5.025806451612904)","(15.0, 44.0, 40.523809523809526)"
12-01-2023 17:57:53.267592,"(1.8, 2.02, 1.9933333333333334)","(8.5, 13.0, 12.558823529411764)","(51.0, 130.0, 123.2258064516129)","(41.0, 410.0, 245.0)","(4.0, 5.7, 5.594117647058824)","(4.6, 5.2, 5.025806451612904)","(15.0, 46.0, 43.6)"
12-01-2023 17:57:54.333584,"(1.8, 2.02, 2.0)","(8.5, 13.0, 12.558823529411764)","(51.0, 130.0, 123.2258064516129)","(41.0, 410.0, 245.0)","(4.0, 5.7, 5.495652173913044)","(4.6, 5.2, 4.995121951219512)","(15.0, 44.0, 40.0)"
12-01-2023 17:57:55.425932,"(1.8, 2.02, 2.01)","(8.5, 13.0, 12.472972972972974)","(51.0, 130.0, 123.4375)","(41.0, 410.0, 245.0)","(4.0, 5.5, 5.470588235294118)","(4.6, 5.2, 4.995121951219512)","(15.0, 46.0, 42.785714285714285)"
12-01-2023 17:57:56.586929,"(1.8, 2.02, 1.9849999999999999)","(8.5, 13.0, 12.472972972972974)","(51.0, 130.0, 123.4375)","(41.0, 410.0, 245.0)","(4.0, 5.5, 5.470588235294118)","(4.6, 5.2, 5.085714285714285)","(15.0, 46.0, 42.785714285714285)"
12-01-2023 17:57:57.694761,"(1.8, 2.04, 1.983157894736842)","(8.5, 13.0, 12.472972972972974)","(51.0, 130.0, 123.4375)","(41.0, 410.0, 295.0)","(4.0, 5.5, 5.470588235294118)","(4.6, 5.1, 5.085714285714285)","(15.0, 46.0, 42.785714285714285)"
12-01-2023 17:57:58.727653,"(1.8, 2.04, 1.983157894736842)","(8.5, 13.0, 12.472972972972974)","(51.0, 130.0, 123.4375)","(41.0, 400.0, 295.0)","(4.0, 5.5, 5.470588235294118)","(4.6, 5.1, 5.085714285714285)","(15.0, 46.0, 42.785714285714285)"
12-01-2023 17:57:59.880287,"(1.8, 2.02, 1.9933333333333334)","(8.5, 13.0, 12.472972972972974)","(51.0, 130.0, 123.4375)","(41.0, 400.0, 295.0)","(4.0, 5.5, 5.475)","(4.6, 5.1, 5.008333333333333)","(15.0, 46.0, 42.785714285714285)"
12-01-2023 17:58:01.022012,"(1.8, 2.02, 1.9933333333333334)","(8.5, 13.0, 12.472972972972974)","(51.0, 130.0, 123.4375)","(41.0, 400.0, 290.0)","(4.0, 5.5, 5.472413793103448)","(4.6, 5.1, 4.975)","(15.0, 46.0, 42.44444444444444)"
12-01-2023 17:58:02.171582,"(1.8, 2.04, 1.9927777777777778)","(8.5, 13.0, 12.472972972972974)","(51.0, 130.0, 123.4375)","(41.0, 400.0, 290.0)","(4.0, 5.5, 5.472413793103448)","(4.6, 5.0, 4.933333333333334)","(15.0, 46.0, 43.21739130434783)"
12-01-2023 17:58:03.320877,"(1.8, 2.04, 1.9927777777777778)","(8.5, 13.0, 12.524390243902438)","(51.0, 130.0, 123.4375)","(41.0, 400.0, 290.0)","(4.0, 5.5, 5.472413793103448)","(4.6, 5.0, 4.975)","(15.0, 46.0, 43.21739130434783)"
12-01-2023 17:58:04.484639,"(1.8, 2.04, 2.0128)","(8.5, 13.0, 12.524390243902438)","(51.0, 130.0, 123.4375)","(41.0, 400.0, 290.0)","(4.0, 5.5, 5.474193548387097)","(4.6, 5.0, 4.933333333333334)","(15.0, 46.0, 43.21739130434783)"
12-01-2023 17:58:05.821046,"(1.8, 2.04, 2.0128)","(8.5, 13.0, 12.472972972972974)","(51.0, 130.0, 123.4375)","(41.0, 400.0, 270.0)","(4.0, 5.5, 5.474193548387097)","(4.6, 5.0, 4.825)","(15.0, 46.0, 43.21739130434783)"
12-01-2023 17:58:07.176249,"(1.8, 2.04, 2.0228571428571427)","(8.5, 13.0, 12.472972972972974)","(51.0, 130.0, 123.4375)","(41.0, 350.0, 300.0)","(4.0, 5.5, 5.474193548387097)","(4.6, 5.1, 4.848275862068966)","(15.0, 46.0, 43.0)"
12-01-2023 17:58:08.428222,"(1.8, 2.04, 2.026666666666667)","(8.5, 13.0, 12.472972972972974)","(51.0, 130.0, 123.4375)","(41.0, 350.0, 270.0)","(4.0, 5.5, 5.474193548387097)","(4.6, 5.0, 4.816666666666666)","(15.0, 46.0, 43.0)"
12-01-2023 17:58:09.671598,"(1.8, 2.04, 2.026666666666667)","(8.5, 13.0, 12.472972972972974)","(51.0, 130.0, 123.4375)","(41.0, 350.0, 300.0)","(4.0, 5.5, 5.474193548387097)","(4.6, 5.0, 4.848275862068966)","(15.0, 46.0, 43.0)"
12-01-2023 17:58:10.660121,"(1.75, 2.04, 2.026666666666667)","(9.0, 13.0, 12.472972972972974)","(61.0, 130.0, 123.4375)","(51.0, 350.0, 300.0)","(4.2, 5.5, 5.474193548387097)","(4.4, 5.0, 4.848275862068966)","(19.0, 46.0, 43.0)"
12-01-2023 17:58:11.827034,"(1.75, 2.04, 2.026666666666667)","(9.0, 13.0, 12.472972972972974)","(61.0, 130.0, 123.4375)","(51.0, 350.0, 300.0)","(4.2, 5.5, 5.474193548387097)","(4.4, 5.0, 4.848275862068966)","(19.0, 46.0, 43.0)"
12-01-2023 17:58:13.043668,"(1.75, 2.04, 2.026666666666667)","(9.0, 13.0, 12.472972972972974)","(61.0, 130.0, 123.4375)","(51.0, 350.0, 305.0)","(4.2, 5.5, 5.3)","(4.4, 5.0, 4.816666666666666)","(19.0, 46.0, 43.0)"
12-01-2023 17:58:14.151678,"(1.75, 2.06, 2.004)","(9.0, 13.0, 12.472972972972974)","(61.0, 130.0, 123.4375)","(51.0, 350.0, 305.0)","(4.2, 5.5, 5.356)","(4.4, 5.0, 4.848275862068966)","(19.0, 46.0, 43.0)"
12-01-2023 17:58:15.287665,"(1.75, 2.04, 2.02)","(9.0, 13.0, 12.472972972972974)","(61.0, 130.0, 126.78571428571428)","(51.0, 350.0, 305.0)","(4.2, 5.5, 5.375862068965517)","(4.4, 5.0, 4.848275862068966)","(19.0, 46.0, 43.0)"
12-01-2023 17:58:16.510972,"(1.75, 2.04, 2.008888888888889)","(9.0, 13.0, 13.214285714285714)","(61.0, 130.0, 126.78571428571428)","(51.0, 350.0, 305.0)","(4.2, 5.5, 5.23)","(4.4, 5.0, 4.816666666666666)","(19.0, 46.0, 43.0)"
12-01-2023 17:58:17.662151,"(1.75, 2.04, 2.008888888888889)","(9.0, 13.5, 13.214285714285714)","(61.0, 130.0, 126.78571428571428)","(51.0, 350.0, 305.0)","(4.2, 5.5, 5.23)","(4.4, 5.0, 5.036363636363636)","(19.0, 46.0, 43.0)"
12-01-2023 17:58:18.815210,"(1.75, 2.04, 2.015)","(9.0, 13.5, 13.155172413793103)","(61.0, 130.0, 126.78571428571428)","(51.0, 350.0, 305.0)","(4.2, 5.5, 5.2272727272727275)","(4.4, 5.2, 5.052173913043478)","(19.0, 46.0, 43.0)"
12-01-2023 17:58:19.995191,"(1.75, 2.02, 1.988888888888889)","(9.0, 13.5, 13.155172413793103)","(61.0, 130.0, 126.78571428571428)","(51.0, 350.0, 305.0)","(4.2, 5.5, 5.2272727272727275)","(4.4, 5.3, 5.1034482758620685)","(19.0, 46.0, 43.0)"
12-01-2023 17:58:21.245217,"(1.75, 2.02, 1.988)","(9.0, 13.5, 12.46)","(61.0, 130.0, 126.78571428571428)","(51.0, 350.0, 320.0)","(4.2, 5.5, 5.24)","(4.4, 5.3, 5.0625)","(19.0, 46.0, 43.0)"
12-01-2023 17:58:22.410365,"(1.75, 2.04, 2.0092307692307694)","(9.0, 12.5, 12.46)","(61.0, 130.0, 126.78571428571428)","(51.0, 350.0, 280.0)","(4.2, 5.4, 5.24)","(4.4, 5.3, 5.0625)","(19.0, 46.0, 43.0)"
12-01-2023 17:58:23.507379,"(1.75, 2.04, 2.007741935483871)","(9.0, 12.5, 12.46)","(61.0, 130.0, 126.78571428571428)","(61.0, 350.0, 280.0)","(4.2, 5.4, 5.24)","(4.2, 5.3, 5.0625)","(20.0, 46.0, 43.0)"
12-01-2023 17:58:24.574282,"(1.75, 2.04, 2.007741935483871)","(9.0, 12.5, 12.46)","(61.0, 130.0, 126.78571428571428)","(61.0, 350.0, 325.0)","(4.2, 5.4, 5.24)","(4.2, 5.3, 5.1034482758620685)","(20.0, 46.0, 43.0)"
12-01-2023 17:58:25.735000,"(1.75, 2.04, 2.007741935483871)","(9.0, 12.5, 12.46)","(61.0, 130.0, 126.78571428571428)","(61.0, 350.0, 325.0)","(4.2, 5.4, 5.24)","(4.2, 5.3, 5.0625)","(20.0, 46.0, 43.0)"
12-01-2023 17:58:26.820760,"(1.75, 2.04, 2.007741935483871)","(9.0, 12.5, 12.46)","(61.0, 130.0, 126.78571428571428)","(71.0, 350.0, 275.0)","(4.2, 5.4, 5.32)","(4.2, 5.3, 5.1034482758620685)","(20.0, 46.0, 43.51724137931035)"
12-01-2023 17:58:27.949698,"(1.75, 2.04, 1.993125)","(9.0, 13.5, 13.205882352941176)","(61.0, 130.0, 127.27272727272728)","(71.0, 350.0, 334.44444444444446)","(4.2, 5.4, 5.346666666666667)","(4.2, 5.3, 5.1034482758620685)","(20.0, 46.0, 43.0)"
12-01-2023 17:58:29.142208,"(1.75, 2.04, 1.993125)","(9.0, 13.5, 12.466666666666667)","(61.0, 130.0, 127.27272727272728)","(71.0, 350.0, 290.0)","(4.2, 5.4, 5.283333333333333)","(4.2, 5.3, 5.1034482758620685)","(20.0, 46.0, 43.53846153846154)"
12-01-2023 17:58:30.301870,"(1.75, 2.04, 2.021818181818182)","(9.0, 12.5, 12.283783783783784)","(61.0, 130.0, 127.27272727272728)","(71.0, 350.0, 290.0)","(4.2, 5.3, 5.278947368421052)","(4.2, 5.3, 5.1034482758620685)","(20.0, 46.0, 41.63636363636363)"
12-01-2023 17:58:31.534042,"(1.75, 2.04, 1.993125)","(9.0, 13.5, 13.067567567567568)","(61.0, 130.0, 127.27272727272728)","(71.0, 350.0, 290.0)","(4.2, 5.3, 5.288888888888889)","(4.2, 5.3, 5.1034482758620685)","(20.0, 46.0, 43.91304347826087)"
12-01-2023 17:58:32.639482,"(1.75, 2.04, 1.993125)","(9.0, 13.5, 13.067567567567568)","(61.0, 130.0, 127.27272727272728)","(71.0, 350.0, 290.0)","(4.2, 5.3, 5.288888888888889)","(4.2, 5.3, 5.1034482758620685)","(20.0, 46.0, 44.15384615384615)"
12-01-2023 17:58:33.794739,"(1.75, 2.04, 1.993125)","(9.0, 13.0, 12.95)","(61.0, 130.0, 127.27272727272728)","(71.0, 350.0, 290.0)","(4.2, 5.3, 5.29)","(4.2, 5.3, 5.1034482758620685)","(20.0, 46.0, 44.15384615384615)"
12-01-2023 17:58:35.179035,"(1.75, 2.04, 1.993125)","(9.0, 13.5, 12.95)","(61.0, 130.0, 127.27272727272728)","(71.0, 350.0, 290.0)","(4.2, 5.3, 5.3478260869565215)","(4.2, 5.3, 5.1034482758620685)","(20.0, 46.0, 44.69565217391305)"
12-01-2023 17:58:36.630862,"(1.75, 2.04, 1.993125)","(9.0, 13.5, 12.95)","(61.0, 130.0, 127.27272727272728)","(71.0, 350.0, 290.0)","(4.2, 5.4, 5.3478260869565215)","(4.2, 5.3, 5.1034482758620685)","(20.0, 46.0, 44.69565217391305)"
12-01-2023 17:58:37.855955,"(1.75, 2.04, 1.993125)","(9.0, 13.5, 12.8)","(61.0, 130.0, 127.27272727272728)","(71.0, 350.0, 326.0)","(4.2, 5.4, 5.366666666666667)","(4.2, 5.3, 5.1034482758620685)","(20.0, 46.0, 44.69565217391305)"
12-01-2023 17:58:39.124521,"(1.75, 2.04, 1.993125)","(9.0, 13.0, 12.761904761904763)","(61.0, 130.0, 127.27272727272728)","(71.0, 350.0, 326.0)","(4.2, 5.4, 5.295238095238095)","(4.2, 5.3, 5.1034482758620685)","(20.0, 46.0, 44.15384615384615)"
12-01-2023 17:58:40.352908,"(1.75, 2.04, 2.0036363636363634)","(9.0, 13.0, 12.761904761904763)","(61.0, 130.0, 127.27272727272728)","(71.0, 350.0, 326.0)","(4.2, 5.3, 5.295238095238095)","(4.2, 5.3, 5.1034482758620685)","(20.0, 46.0, 44.69565217391305)"
12-01-2023 17:58:41.622836,"(1.75, 2.04, 2.0034782608695654)","(9.0, 13.0, 12.838709677419354)","(61.0, 130.0, 127.27272727272728)","(71.0, 350.0, 326.0)","(4.2, 5.3, 5.295238095238095)","(4.2, 5.3, 5.1034482758620685)","(20.0, 46.0, 44.69565217391305)"
12-01-2023 17:58:42.824418,"(1.75, 2.04, 2.0034782608695654)","(9.0, 13.0, 12.838709677419354)","(61.0, 130.0, 127.27272727272728)","(71.0, 350.0, 326.0)","(4.2, 5.3, 5.295238095238095)","(4.2, 5.3, 5.13235294117647)","(20.0, 46.0, 44.69565217391305)"
12-01-2023 17:58:44.007639,"(1.75, 2.04, 2.0034782608695654)","(9.0, 13.0, 12.964285714285714)","(61.0, 130.0, 126.47058823529412)","(71.0, 350.0, 326.0)","(4.2, 5.3, 5.36)","(4.2, 5.3, 5.13235294117647)","(20.0, 46.0, 44.15384615384615)"
12-01-2023 17:58:45.147347,"(1.75, 2.04, 2.01)","(9.0, 13.5, 13.038461538461538)","(61.0, 130.0, 126.47058823529412)","(71.0, 350.0, 326.0)","(4.2, 5.4, 5.36)","(4.2, 5.3, 5.13235294117647)","(20.0, 46.0, 44.15384615384615)"
12-01-2023 17:58:46.330232,"(1.75, 2.04, 2.01)","(9.0, 13.5, 12.964285714285714)","(61.0, 130.0, 126.47058823529412)","(71.0, 350.0, 295.0)","(4.2, 5.4, 5.36)","(4.2, 5.3, 5.13235294117647)","(20.0, 46.0, 44.15384615384615)"
12-01-2023 17:58:47.488429,"(1.75, 2.04, 2.01)","(9.0, 13.5, 13.06578947368421)","(61.0, 130.0, 126.47058823529412)","(71.0, 350.0, 295.0)","(4.2, 5.4, 5.290909090909091)","(4.2, 5.3, 5.13235294117647)","(20.0, 46.0, 44.15384615384615)"
12-01-2023 17:58:48.638866,"(1.75, 2.04, 2.0255172413793106)","(9.0, 13.5, 13.06578947368421)","(61.0, 130.0, 126.47058823529412)","(71.0, 350.0, 310.0)","(4.2, 5.3, 5.290909090909091)","(4.2, 5.3, 5.13235294117647)","(20.0, 46.0, 44.69565217391305)"
12-01-2023 17:58:49.736553,"(1.75, 2.04, 2.0259649122807017)","(9.0, 13.5, 12.964285714285714)","(61.0, 130.0, 127.27272727272728)","(71.0, 380.0, 265.0)","(4.2, 5.3, 5.290909090909091)","(4.2, 5.3, 5.13235294117647)","(20.0, 46.0, 43.09090909090909)"
12-01-2023 17:58:50.916584,"(1.75, 2.04, 2.0246153846153847)","(9.0, 13.5, 12.964285714285714)","(61.0, 130.0, 127.27272727272728)","(71.0, 390.0, 265.0)","(4.2, 5.3, 5.264705882352941)","(4.2, 5.3, 5.109756097560975)","(20.0, 46.0, 44.31578947368421)"
12-01-2023 17:58:52.074183,"(1.75, 2.04, 2.0345945945945947)","(9.0, 13.5, 13.06578947368421)","(61.0, 130.0, 127.27272727272728)","(71.0, 390.0, 265.0)","(4.2, 5.3, 5.27391304347826)","(4.2, 5.3, 5.088235294117647)","(20.0, 46.0, 44.421052631578945)"
12-01-2023 17:58:53.190914,"(1.75, 2.06, 2.054705882352941)","(9.0, 13.5, 13.01086956521739)","(61.0, 130.0, 127.27272727272728)","(71.0, 390.0, 265.0)","(4.2, 5.3, 5.3)","(4.2, 5.3, 5.15)","(20.0, 46.0, 45.04761904761905)"
12-01-2023 17:58:54.379875,"(1.75, 2.04, 2.018666666666667)","(9.0, 13.5, 13.01086956521739)","(61.0, 130.0, 127.27272727272728)","(71.0, 390.0, 265.0)","(4.2, 5.4, 5.325)","(4.2, 5.2, 5.1871794871794865)","(20.0, 46.0, 45.04761904761905)"
12-01-2023 17:58:55.621003,"(1.75, 2.04, 2.013529411764706)","(9.0, 13.5, 13.107142857142858)","(61.0, 130.0, 127.27272727272728)","(71.0, 390.0, 265.0)","(4.2, 5.4, 5.325)","(4.2, 5.3, 5.109090909090909)","(20.0, 46.0, 45.04761904761905)"
12-01-2023 17:58:56.893507,"(1.75, 2.04, 1.9947619047619047)","(9.0, 13.5, 13.056818181818182)","(61.0, 130.0, 126.78571428571428)","(71.0, 390.0, 273.3333333333333)","(4.2, 5.4, 5.325)","(4.2, 5.3, 5.1909090909090905)","(20.0, 46.0, 45.04761904761905)"
12-01-2023 17:58:58.094536,"(1.75, 2.04, 1.9947619047619047)","(9.0, 13.5, 12.948979591836734)","(61.0, 130.0, 127.27272727272728)","(81.0, 390.0, 273.3333333333333)","(4.0, 5.4, 5.327272727272727)","(4.2, 5.3, 5.1909090909090905)","(20.0, 46.0, 45.04761904761905)"
12-01-2023 17:58:59.389211,"(1.75, 2.04, 1.9955555555555555)","(9.0, 13.5, 12.98936170212766)","(61.0, 130.0, 127.27272727272728)","(81.0, 390.0, 273.3333333333333)","(4.0, 5.4, 5.327272727272727)","(4.2, 5.3, 5.168)","(20.0, 46.0, 45.04761904761905)"
12-01-2023 17:59:00.596944,"(1.75, 2.04, 1.9955555555555555)","(9.0, 13.5, 12.98936170212766)","(61.0, 130.0, 127.27272727272728)","(81.0, 390.0, 273.3333333333333)","(4.0, 5.4, 5.237142857142857)","(4.2, 5.3, 5.168)","(20.0, 46.0, 45.04761904761905)"
12-01-2023 17:59:01.780890,"(1.75, 2.06, 2.0016666666666665)","(9.0, 13.5, 12.885714285714286)","(61.0, 130.0, 127.27272727272728)","(81.0, 390.0, 273.3333333333333)","(4.0, 5.3, 5.237142857142857)","(4.2, 5.3, 5.168)","(20.0, 46.0, 45.04761904761905)"
12-01-2023 17:59:03.009755,"(1.75, 2.06, 2.01)","(9.0, 13.0, 12.885714285714286)","(61.0, 130.0, 127.27272727272728)","(81.0, 390.0, 273.3333333333333)","(4.0, 5.3, 5.237142857142857)","(4.2, 5.3, 5.168)","(20.0, 46.0, 45.04761904761905)"
12-01-2023 17:59:04.217351,"(1.75, 2.04, 2.0257894736842106)","(9.0, 13.0, 12.704545454545455)","(61.0, 130.0, 127.27272727272728)","(81.0, 390.0, 273.3333333333333)","(4.0, 5.3, 5.237142857142857)","(4.2, 5.3, 5.182142857142857)","(20.0, 46.0, 45.04761904761905)"
12-01-2023 17:59:05.352211,"(1.75, 2.04, 2.0257894736842106)","(9.0, 13.0, 12.025)","(61.0, 130.0, 127.27272727272728)","(81.0, 390.0, 273.3333333333333)","(4.0, 5.3, 5.237142857142857)","(4.2, 5.3, 5.204)","(20.0, 46.0, 45.04761904761905)"
