,Zouologist,Sizzleonthebridge,Participator,Smugglers Run,Brothers Of Antrim,Pindarras Dream,Saiko,Merc,Gironde,Zarsnip
05-01-2023 16:28:19.529991,"(10.0, 17.0, 16.5)","(31.0, 70.0, 67.14285714285714)","(2.0, 2.2, 2.187809523809524)","(11.0, 14.5, 14.375)","(10.0, 12.5, 12.045454545454545)","(21.0, 50.0, 47.09090909090909)","(3.8, 4.6, 4.378947368421052)","(20.0, 38.0, 37.0)","(26.0, 40.0, 39.6)","(41.0, 90.0, 86.30434782608695)"
05-01-2023 16:28:20.876670,"(10.0, 18.0, 16.928571428571427)","(31.0, 70.0, 67.14285714285714)","(2.0, 2.2, 2.187809523809524)","(11.0, 14.5, 14.375)","(10.0, 12.5, 12.115384615384615)","(21.0, 50.0, 47.09090909090909)","(3.8, 4.6, 4.358208955223881)","(20.0, 38.0, 36.888888888888886)","(26.0, 42.0, 39.6)","(41.0, 90.0, 81.9047619047619)"
05-01-2023 16:28:22.161900,"(10.0, 18.0, 17.166666666666668)","(31.0, 70.0, 65.76923076923077)","(2.0, 2.14, 2.188433734939759)","(11.0, 14.5, 14.214285714285714)","(10.0, 12.5, 12.115384615384615)","(21.0, 50.0, 47.333333333333336)","(3.8, 4.6, 4.338709677419355)","(20.0, 38.0, 36.888888888888886)","(26.0, 42.0, 39.6)","(41.0, 90.0, 82.27272727272727)"
05-01-2023 16:28:23.705744,"(10.0, 18.0, 17.166666666666668)","(31.0, 75.0, 64.0909090909091)","(2.0, 2.2, 2.188433734939759)","(11.0, 14.5, 14.214285714285714)","(10.0, 12.5, 12.115384615384615)","(21.0, 50.0, 47.333333333333336)","(3.8, 4.6, 4.338709677419355)","(20.0, 38.0, 36.888888888888886)","(26.0, 42.0, 39.75)","(41.0, 90.0, 82.27272727272727)"
05-01-2023 16:28:25.047916,"(10.0, 17.0, 16.7)","(31.0, 75.0, 64.0909090909091)","(2.0, 2.2, 2.188433734939759)","(11.0, 14.5, 14.214285714285714)","(10.0, 12.5, 12.222222222222221)","(21.0, 50.0, 47.333333333333336)","(3.8, 4.6, 4.338709677419355)","(20.0, 38.0, 36.888888888888886)","(26.0, 42.0, 40.5)","(41.0, 90.0, 82.6086956521739)"
05-01-2023 16:28:26.561182,"(10.0, 17.0, 16.7)","(31.0, 75.0, 65.0)","(2.0, 2.2, 2.1873684210526316)","(11.0, 14.5, 14.1)","(10.0, 12.5, 12.222222222222221)","(21.0, 50.0, 47.333333333333336)","(3.8, 4.6, 4.338709677419355)","(20.0, 38.0, 36.888888888888886)","(26.0, 42.0, 37.8)","(41.0, 90.0, 82.6086956521739)"
05-01-2023 16:28:27.854375,"(10.0, 17.0, 16.5)","(31.0, 75.0, 65.0)","(2.0, 2.2, 2.1873684210526316)","(11.0, 14.5, 14.166666666666666)","(10.0, 12.5, 12.222222222222221)","(21.0, 50.0, 47.333333333333336)","(3.8, 4.6, 4.445454545454545)","(20.0, 38.0, 36.0)","(26.0, 38.0, 37.8)","(41.0, 90.0, 82.6086956521739)"
05-01-2023 16:28:29.101704,"(10.0, 18.0, 17.142857142857142)","(31.0, 75.0, 65.0)","(2.0, 2.2, 2.143529411764706)","(11.0, 14.5, 14.4)","(10.0, 12.5, 12.25)","(21.0, 50.0, 46.72727272727273)","(3.8, 4.5, 4.912280701754386)","(20.0, 38.0, 34.0)","(26.0, 38.0, 37.666666666666664)","(41.0, 90.0, 82.27272727272727)"
05-01-2023 16:28:30.458411,"(10.0, 18.0, 16.714285714285715)","(31.0, 75.0, 65.0)","(2.0, 2.2, 2.143529411764706)","(11.0, 14.5, 14.4)","(10.0, 12.5, 12.25)","(21.0, 50.0, 46.72727272727273)","(3.8, 5.2, 4.588235294117647)","(20.0, 36.0, 34.0)","(26.0, 38.0, 35.6)","(41.0, 90.0, 82.27272727272727)"
05-01-2023 16:28:31.764317,"(10.0, 18.0, 16.61111111111111)","(31.0, 75.0, 62.69230769230769)","(2.0, 2.2, 2.143529411764706)","(11.0, 14.5, 13.73076923076923)","(10.0, 12.5, 12.18421052631579)","(21.0, 50.0, 47.75)","(3.8, 5.1, 4.819999999999999)","(20.0, 36.0, 34.8)","(26.0, 36.0, 37.666666666666664)","(41.0, 90.0, 82.5)"
05-01-2023 16:28:32.979412,"(10.0, 18.0, 17.166666666666668)","(31.0, 75.0, 62.69230769230769)","(2.0, 2.2, 2.0592)","(11.0, 15.0, 13.833333333333334)","(10.0, 13.0, 12.592105263157896)","(21.0, 50.0, 47.0)","(3.8, 5.1, 4.89)","(20.0, 36.0, 34.0)","(26.0, 38.0, 37.666666666666664)","(41.0, 90.0, 82.10526315789474)"
05-01-2023 16:28:34.204172,"(10.0, 17.0, 16.25)","(31.0, 70.0, 68.75)","(2.0, 2.04, 2.026)","(11.0, 15.0, 14.222222222222221)","(10.0, 13.0, 12.592105263157896)","(21.0, 50.0, 47.0)","(3.8, 5.1, 4.89)","(20.0, 36.0, 34.0)","(26.0, 38.0, 37.666666666666664)","(41.0, 90.0, 82.10526315789474)"
05-01-2023 16:28:35.552197,"(10.0, 17.0, 16.25)","(31.0, 70.0, 68.84615384615384)","(2.0, 2.1, 2.085)","(11.0, 15.0, 14.222222222222221)","(10.0, 13.0, 12.685714285714285)","(21.0, 50.0, 47.0)","(3.8, 5.1, 4.925)","(20.0, 36.0, 34.0)","(26.0, 38.0, 37.666666666666664)","(41.0, 90.0, 82.10526315789474)"
05-01-2023 16:28:36.816726,"(10.0, 17.0, 16.25)","(31.0, 75.0, 67.0)","(2.0, 2.1, 2.085)","(11.0, 15.0, 14.222222222222221)","(11.0, 13.0, 12.607142857142858)","(21.0, 50.0, 47.0)","(3.8, 5.1, 4.79)","(20.0, 36.0, 34.0)","(26.0, 38.0, 37.666666666666664)","(41.0, 90.0, 82.10526315789474)"
05-01-2023 16:28:38.074176,"(10.0, 17.0, 16.25)","(31.0, 75.0, 62.27272727272727)","(2.0, 2.1, 2.0890909090909093)","(11.0, 15.0, 14.34375)","(11.0, 13.0, 12.630434782608695)","(21.0, 50.0, 47.333333333333336)","(3.8, 5.2, 4.79)","(20.0, 36.0, 34.0)","(26.0, 38.0, 37.666666666666664)","(41.0, 90.0, 82.10526315789474)"
05-01-2023 16:28:39.287174,"(10.0, 17.0, 16.25)","(31.0, 65.0, 59.0)","(2.0, 2.1, 2.070666666666667)","(11.0, 15.0, 14.34375)","(11.0, 13.0, 12.630434782608695)","(21.0, 50.0, 47.333333333333336)","(3.8, 5.2, 4.79)","(20.0, 36.0, 34.0)","(26.0, 38.0, 37.666666666666664)","(41.0, 90.0, 83.18181818181819)"
05-01-2023 16:28:40.486232,"(10.0, 17.0, 16.25)","(31.0, 65.0, 62.0)","(2.0, 2.1, 2.070666666666667)","(11.0, 15.0, 14.34375)","(11.0, 13.0, 12.630434782608695)","(21.0, 50.0, 45.55555555555556)","(3.8, 5.2, 4.79)","(20.0, 36.0, 34.0)","(26.0, 38.0, 37.666666666666664)","(41.0, 90.0, 83.18181818181819)"
05-01-2023 16:28:41.663716,"(10.0, 17.0, 16.25)","(31.0, 65.0, 62.0)","(2.0, 2.1, 2.070666666666667)","(11.0, 15.0, 14.34375)","(11.0, 13.0, 12.630434782608695)","(21.0, 46.0, 45.55555555555556)","(3.8, 5.2, 4.79)","(20.0, 36.0, 34.90909090909091)","(26.0, 38.0, 37.666666666666664)","(41.0, 90.0, 83.18181818181819)"
05-01-2023 16:28:42.825283,"(10.0, 17.0, 16.25)","(41.0, 65.0, 62.0)","(2.0, 2.1, 2.070666666666667)","(11.0, 15.0, 14.222222222222221)","(11.0, 13.0, 12.630434782608695)","(21.0, 46.0, 45.0)","(3.8, 5.2, 4.79)","(21.0, 36.0, 34.0)","(26.0, 38.0, 37.81818181818182)","(41.0, 90.0, 78.46153846153847)"
05-01-2023 16:28:44.288061,"(10.0, 17.0, 16.25)","(41.0, 65.0, 64.0909090909091)","(2.0, 2.1, 2.0785714285714287)","(11.0, 15.0, 14.222222222222221)","(11.0, 13.0, 12.527777777777779)","(21.0, 46.0, 45.53846153846154)","(3.8, 5.2, 4.8510638297872335)","(21.0, 36.0, 33.0)","(26.0, 38.0, 37.81818181818182)","(41.0, 90.0, 79.65517241379311)"
05-01-2023 16:28:45.535365,"(10.0, 17.0, 16.25)","(41.0, 65.0, 64.0909090909091)","(2.0, 2.1, 2.0785714285714287)","(11.0, 15.0, 14.222222222222221)","(11.0, 13.0, 12.527777777777779)","(21.0, 46.0, 45.53846153846154)","(3.8, 5.2, 4.96)","(21.0, 34.0, 33.0)","(26.0, 38.0, 37.81818181818182)","(41.0, 90.0, 78.46153846153847)"
05-01-2023 16:28:46.803336,"(10.0, 17.0, 16.25)","(41.0, 65.0, 63.75)","(2.0, 2.1, 2.0625)","(11.0, 15.0, 14.222222222222221)","(11.0, 13.0, 12.527777777777779)","(21.0, 46.0, 45.53846153846154)","(3.8, 5.2, 4.96)","(21.0, 34.0, 33.2)","(26.0, 38.0, 37.81818181818182)","(41.0, 90.0, 78.46153846153847)"
05-01-2023 16:28:48.124347,"(10.0, 17.0, 16.357142857142858)","(41.0, 65.0, 61.666666666666664)","(2.0, 2.1, 2.0833333333333335)","(11.0, 15.0, 14.222222222222221)","(11.0, 13.0, 12.527777777777779)","(21.0, 46.0, 45.53846153846154)","(3.8, 5.2, 4.925)","(21.0, 34.0, 33.2)","(26.0, 38.0, 37.81818181818182)","(41.0, 90.0, 76.76470588235294)"
05-01-2023 16:28:49.428524,"(10.0, 17.0, 16.625)","(41.0, 65.0, 63.333333333333336)","(2.0, 2.1, 2.0833333333333335)","(11.0, 15.0, 14.222222222222221)","(11.0, 13.0, 12.527777777777779)","(21.0, 46.0, 45.53846153846154)","(3.8, 5.3, 4.925)","(21.0, 34.0, 33.2)","(26.0, 38.0, 37.81818181818182)","(41.0, 90.0, 78.15789473684211)"
05-01-2023 16:28:50.618106,"(10.0, 17.0, 16.571428571428573)","(41.0, 65.0, 63.333333333333336)","(2.0, 2.1, 2.0833333333333335)","(11.0, 15.0, 14.222222222222221)","(11.0, 13.0, 12.527777777777779)","(21.0, 46.0, 45.53846153846154)","(3.8, 5.3, 4.925)","(21.0, 34.0, 33.2)","(26.0, 38.0, 37.81818181818182)","(41.0, 90.0, 78.15789473684211)"
05-01-2023 16:28:51.737457,"(10.0, 17.0, 16.4375)","(41.0, 65.0, 63.333333333333336)","(2.0, 2.1, 2.0833333333333335)","(11.0, 15.0, 14.222222222222221)","(11.0, 13.0, 12.527777777777779)","(21.0, 46.0, 45.14285714285714)","(3.8, 5.3, 4.925)","(21.0, 34.0, 32.90909090909091)","(26.0, 38.0, 37.81818181818182)","(41.0, 90.0, 78.15789473684211)"
05-01-2023 16:28:52.855278,"(10.0, 17.0, 16.4375)","(41.0, 65.0, 63.333333333333336)","(2.0, 2.1, 2.0833333333333335)","(11.0, 15.0, 14.222222222222221)","(11.0, 13.0, 12.527777777777779)","(21.0, 46.0, 45.14285714285714)","(3.8, 5.3, 4.925)","(21.0, 34.0, 32.90909090909091)","(26.0, 38.0, 37.81818181818182)","(41.0, 90.0, 78.15789473684211)"
05-01-2023 16:28:54.064618,"(10.0, 17.0, 16.4)","(41.0, 65.0, 63.57142857142857)","(2.0, 2.14, 2.0455900621118013)","(11.0, 15.0, 14.222222222222221)","(11.0, 12.5, 12.098360655737705)","(21.0, 46.0, 45.38461538461539)","(3.8, 5.3, 4.925)","(21.0, 34.0, 32.90909090909091)","(26.0, 38.0, 37.8)","(41.0, 90.0, 76.76470588235294)"
05-01-2023 16:28:55.426477,"(10.0, 17.0, 16.1)","(41.0, 65.0, 63.75)","(2.0, 2.08, 2.0757894736842104)","(11.0, 15.0, 14.222222222222221)","(11.0, 12.5, 12.098360655737705)","(21.0, 46.0, 45.14285714285714)","(3.8, 5.3, 4.9)","(21.0, 34.0, 33.6)","(26.0, 38.0, 37.8)","(41.0, 90.0, 75.71428571428571)"
05-01-2023 16:28:56.892822,"(10.0, 17.0, 16.1)","(41.0, 65.0, 63.333333333333336)","(2.0, 2.08, 2.0757894736842104)","(11.0, 15.0, 14.32258064516129)","(11.0, 12.5, 12.098360655737705)","(21.0, 46.0, 45.14285714285714)","(3.8, 5.3, 4.890909090909091)","(21.0, 34.0, 33.6)","(26.0, 38.0, 37.8)","(41.0, 90.0, 76.36363636363636)"
05-01-2023 16:28:58.155354,"(10.0, 17.0, 16.1)","(41.0, 65.0, 63.333333333333336)","(1.95, 2.08, 2.0757894736842104)","(11.0, 15.0, 14.32258064516129)","(11.0, 12.5, 12.090909090909092)","(21.0, 46.0, 45.38461538461539)","(3.8, 5.3, 4.890909090909091)","(20.0, 34.0, 33.6)","(26.0, 38.0, 37.8)","(41.0, 90.0, 76.36363636363636)"
05-01-2023 16:28:59.359469,"(10.0, 17.0, 16.1)","(41.0, 65.0, 63.333333333333336)","(1.95, 2.08, 2.0757894736842104)","(11.0, 15.0, 14.32258064516129)","(11.0, 12.5, 12.090909090909092)","(21.0, 46.0, 45.38461538461539)","(3.8, 5.3, 4.871428571428571)","(20.0, 34.0, 33.6)","(26.0, 38.0, 37.8)","(41.0, 90.0, 76.36363636363636)"
05-01-2023 16:29:00.565803,"(10.0, 17.0, 16.1)","(41.0, 65.0, 63.57142857142857)","(1.95, 2.08, 2.0757894736842104)","(11.0, 15.0, 14.32258064516129)","(11.0, 12.5, 12.090909090909092)","(21.0, 46.0, 45.38461538461539)","(3.8, 5.3, 4.871428571428571)","(20.0, 34.0, 33.6)","(26.0, 38.0, 37.8)","(41.0, 90.0, 76.36363636363636)"
05-01-2023 16:29:01.780253,"(10.0, 17.0, 16.4)","(41.0, 65.0, 64.0909090909091)","(1.95, 2.08, 2.0757894736842104)","(11.0, 15.0, 14.32258064516129)","(11.0, 12.5, 12.090909090909092)","(21.0, 46.0, 45.14285714285714)","(3.8, 5.3, 4.9363636363636365)","(20.0, 34.0, 33.6)","(26.0, 38.0, 37.666666666666664)","(41.0, 90.0, 76.36363636363636)"
05-01-2023 16:29:02.972970,"(10.0, 17.0, 16.4)","(41.0, 65.0, 63.75)","(1.95, 2.08, 2.0757894736842104)","(11.0, 15.0, 14.32258064516129)","(11.0, 12.5, 12.090909090909092)","(21.0, 46.0, 43.0)","(3.8, 5.3, 5.146153846153846)","(20.0, 34.0, 34.5)","(26.0, 38.0, 39.75)","(41.0, 90.0, 76.95652173913044)"
05-01-2023 16:29:04.208339,"(10.0, 17.0, 16.357142857142858)","(41.0, 65.0, 63.75)","(1.9, 2.08, 2.078888888888889)","(11.0, 15.0, 14.263157894736842)","(11.0, 12.5, 12.086206896551724)","(21.0, 46.0, 45.76470588235294)","(3.9, 5.3, 5.146153846153846)","(21.0, 36.0, 35.4)","(26.0, 42.0, 40.666666666666664)","(51.0, 90.0, 75.9375)"
05-01-2023 16:29:05.512347,"(10.0, 17.0, 16.4375)","(41.0, 65.0, 63.75)","(1.9, 2.08, 2.0785185185185187)","(11.0, 15.0, 14.263157894736842)","(11.0, 12.5, 11.660377358490566)","(21.0, 46.0, 45.76470588235294)","(3.9, 5.3, 5.146153846153846)","(21.0, 36.0, 35.4)","(26.0, 42.0, 40.666666666666664)","(51.0, 90.0, 75.9375)"
05-01-2023 16:29:06.735303,"(10.0, 17.0, 16.4375)","(41.0, 65.0, 63.75)","(1.9, 2.08, 2.0785185185185187)","(11.0, 15.0, 14.263157894736842)","(11.0, 12.0, 11.660377358490566)","(21.0, 46.0, 45.76470588235294)","(3.9, 5.3, 5.146153846153846)","(21.0, 36.0, 35.4)","(26.0, 42.0, 39.04347826086956)","(51.0, 90.0, 75.9375)"
05-01-2023 16:29:07.941061,"(10.0, 17.0, 16.4375)","(41.0, 65.0, 63.75)","(1.9, 2.08, 2.0785964912280703)","(11.0, 15.0, 14.363636363636363)","(11.0, 12.0, 11.660377358490566)","(21.0, 46.0, 45.2)","(3.9, 5.3, 5.014285714285714)","(21.0, 36.0, 34.0)","(26.0, 42.0, 39.04347826086956)","(51.0, 90.0, 75.9375)"
05-01-2023 16:29:09.117201,"(10.0, 17.0, 16.4375)","(41.0, 65.0, 62.5)","(1.9, 2.08, 2.0785964912280703)","(11.0, 16.5, 16.2)","(11.0, 12.0, 11.608695652173912)","(21.0, 46.0, 45.2)","(3.9, 5.3, 5.014285714285714)","(21.0, 36.0, 43.018181818181816)","(26.0, 42.0, 39.04347826086956)","(51.0, 90.0, 75.9375)"
05-01-2023 16:29:10.296017,"(10.0, 17.0, 16.4375)","(41.0, 65.0, 62.5)","(1.9, 2.08, 2.0784905660377357)","(11.0, 16.5, 15.772727272727273)","(11.0, 12.0, 11.657142857142857)","(21.0, 46.0, 45.2)","(3.9, 5.3, 5.014285714285714)","(21.0, 44.0, 42.92857142857143)","(26.0, 42.0, 39.04347826086956)","(51.0, 90.0, 75.9375)"
05-01-2023 16:29:11.623001,"(10.0, 17.0, 16.4375)","(41.0, 65.0, 62.85714285714286)","(1.9, 2.04, 2.0277142857142856)","(11.0, 16.5, 15.772727272727273)","(11.0, 12.0, 11.657142857142857)","(21.0, 46.0, 45.2)","(3.9, 5.3, 5.014285714285714)","(21.0, 44.0, 42.92857142857143)","(26.0, 42.0, 39.04347826086956)","(51.0, 90.0, 76.36363636363636)"
05-01-2023 16:29:12.897427,"(10.0, 17.0, 16.357142857142858)","(41.0, 75.0, 63.0)","(1.9, 2.04, 2.0285333333333333)","(11.0, 16.5, 16.058823529411764)","(11.0, 12.0, 11.595505617977528)","(21.0, 46.0, 45.0)","(3.9, 5.3, 5.1)","(21.0, 44.0, 41.857142857142854)","(26.0, 42.0, 38.90909090909091)","(51.0, 90.0, 78.0)"
05-01-2023 16:29:14.198380,"(10.0, 17.0, 16.4)","(41.0, 75.0, 63.0)","(1.9, 2.08, 2.0778947368421052)","(11.0, 16.5, 15.666666666666666)","(11.0, 12.0, 11.544303797468354)","(21.0, 46.0, 45.0)","(3.9, 5.3, 5.1)","(21.0, 44.0, 41.857142857142854)","(26.0, 42.0, 38.90909090909091)","(51.0, 90.0, 78.0)"
05-01-2023 16:29:15.499091,"(10.0, 17.0, 16.0)","(41.0, 75.0, 61.666666666666664)","(1.9, 2.08, 2.0727272727272728)","(11.0, 16.5, 15.666666666666666)","(11.0, 12.0, 11.526315789473685)","(21.0, 46.0, 45.0)","(3.9, 5.3, 5.05)","(21.0, 44.0, 41.857142857142854)","(26.0, 42.0, 38.90909090909091)","(51.0, 90.0, 78.0)"
05-01-2023 16:29:16.745871,"(10.0, 17.0, 16.0)","(41.0, 75.0, 61.666666666666664)","(1.9, 2.08, 2.0727272727272728)","(11.0, 16.5, 15.666666666666666)","(11.0, 12.0, 11.526315789473685)","(21.0, 46.0, 45.53846153846154)","(3.9, 5.3, 4.9363636363636365)","(21.0, 44.0, 41.857142857142854)","(26.0, 42.0, 38.90909090909091)","(51.0, 90.0, 78.0)"
05-01-2023 16:29:17.994784,"(10.0, 17.0, 16.0)","(41.0, 75.0, 61.666666666666664)","(1.9, 2.08, 2.0727272727272728)","(11.0, 16.5, 15.75)","(11.0, 12.0, 11.526315789473685)","(21.0, 46.0, 45.53846153846154)","(3.9, 5.3, 4.9363636363636365)","(21.0, 44.0, 41.857142857142854)","(26.0, 42.0, 38.90909090909091)","(51.0, 90.0, 78.0)"
05-01-2023 16:29:19.378734,"(10.0, 17.0, 16.0)","(41.0, 75.0, 62.69230769230769)","(1.9, 2.08, 2.0727272727272728)","(11.0, 16.5, 15.75)","(11.0, 12.0, 11.526315789473685)","(21.0, 46.0, 45.53846153846154)","(3.9, 5.3, 4.9363636363636365)","(21.0, 44.0, 41.857142857142854)","(26.0, 42.0, 38.90909090909091)","(51.0, 90.0, 78.0)"
05-01-2023 16:29:20.492855,"(10.0, 17.0, 16.0)","(41.0, 75.0, 62.69230769230769)","(1.9, 2.08, 2.0727272727272728)","(11.0, 16.5, 15.73076923076923)","(11.0, 12.0, 11.526315789473685)","(21.0, 46.0, 45.53846153846154)","(3.9, 5.3, 4.9363636363636365)","(21.0, 44.0, 41.857142857142854)","(26.0, 42.0, 38.90909090909091)","(51.0, 90.0, 79.65517241379311)"
05-01-2023 16:29:21.719741,"(10.0, 17.0, 16.0)","(41.0, 75.0, 62.69230769230769)","(1.9, 2.08, 2.0727272727272728)","(11.0, 16.0, 15.25)","(11.0, 12.0, 11.523529411764706)","(21.0, 46.0, 45.25)","(3.9, 5.3, 4.966666666666667)","(21.0, 44.0, 41.857142857142854)","(26.0, 42.0, 38.90909090909091)","(51.0, 90.0, 79.65517241379311)"
05-01-2023 16:29:23.010827,"(10.0, 17.0, 16.0)","(41.0, 75.0, 62.69230769230769)","(1.9, 2.08, 2.0727272727272728)","(11.0, 16.0, 15.454545454545455)","(11.0, 12.0, 11.523529411764706)","(21.0, 46.0, 45.25)","(3.9, 5.3, 4.933333333333334)","(21.0, 44.0, 41.857142857142854)","(26.0, 42.0, 38.90909090909091)","(51.0, 90.0, 79.65517241379311)"
05-01-2023 16:29:24.313906,"(10.0, 17.0, 16.0)","(41.0, 75.0, 62.69230769230769)","(1.9, 2.08, 2.0727272727272728)","(11.0, 16.0, 14.390243902439025)","(11.0, 12.0, 11.523529411764706)","(21.0, 46.0, 45.0)","(3.9, 5.2, 4.933333333333334)","(21.0, 44.0, 41.857142857142854)","(26.0, 42.0, 38.90909090909091)","(51.0, 90.0, 80.9090909090909)"
05-01-2023 16:29:25.606232,"(10.0, 17.0, 16.0)","(41.0, 75.0, 62.69230769230769)","(1.9, 2.08, 2.0727272727272728)","(11.0, 16.0, 14.18867924528302)","(11.0, 12.0, 11.689024390243903)","(21.0, 46.0, 44.22222222222222)","(3.9, 5.2, 4.933333333333334)","(21.0, 44.0, 41.857142857142854)","(26.0, 42.0, 38.90909090909091)","(51.0, 90.0, 80.9090909090909)"
05-01-2023 16:29:26.857630,"(10.0, 17.0, 16.0)","(41.0, 75.0, 62.69230769230769)","(1.9, 2.08, 2.0727272727272728)","(11.0, 16.0, 14.18867924528302)","(11.0, 12.0, 11.689024390243903)","(21.0, 46.0, 44.22222222222222)","(3.9, 5.2, 4.933333333333334)","(21.0, 44.0, 41.857142857142854)","(26.0, 42.0, 38.90909090909091)","(51.0, 90.0, 80.9090909090909)"
05-01-2023 16:29:28.044727,"(10.0, 17.0, 16.4)","(41.0, 75.0, 62.69230769230769)","(1.9, 2.08, 2.0727272727272728)","(11.0, 16.0, 14.18867924528302)","(11.0, 12.0, 11.689024390243903)","(21.0, 46.0, 44.46153846153846)","(3.9, 5.2, 4.933333333333334)","(21.0, 44.0, 41.857142857142854)","(26.0, 42.0, 38.90909090909091)","(51.0, 90.0, 79.28571428571429)"
05-01-2023 16:29:29.196493,"(10.0, 17.0, 16.4)","(41.0, 75.0, 62.69230769230769)","(1.9, 2.08, 2.0727272727272728)","(11.0, 16.0, 14.18867924528302)","(11.0, 12.0, 11.689024390243903)","(21.0, 46.0, 36.8421052631579)","(3.9, 5.2, 4.933333333333334)","(21.0, 44.0, 41.857142857142854)","(26.0, 42.0, 38.90909090909091)","(51.0, 90.0, 79.28571428571429)"
05-01-2023 16:29:30.343381,"(10.0, 17.0, 16.4)","(41.0, 75.0, 62.69230769230769)","(1.9, 2.08, 2.0727272727272728)","(11.0, 16.0, 14.18867924528302)","(11.0, 12.0, 11.689024390243903)","(21.0, 38.0, 36.625)","(3.9, 5.2, 4.933333333333334)","(21.0, 44.0, 41.857142857142854)","(26.0, 42.0, 38.90909090909091)","(51.0, 90.0, 79.28571428571429)"
05-01-2023 16:29:31.712706,"(10.0, 17.0, 16.0)","(41.0, 75.0, 67.5)","(1.9, 2.12, 2.0555223880597016)","(11.0, 16.0, 14.285714285714286)","(11.0, 12.0, 11.689024390243903)","(21.0, 38.0, 36.625)","(3.9, 5.2, 4.866666666666667)","(21.0, 44.0, 41.857142857142854)","(26.0, 42.0, 38.90909090909091)","(51.0, 90.0, 81.30434782608695)"
05-01-2023 16:29:33.084699,"(10.0, 17.0, 16.0)","(41.0, 75.0, 67.5)","(1.9, 2.12, 2.0555223880597016)","(11.0, 16.0, 14.285714285714286)","(11.0, 12.0, 11.689024390243903)","(21.0, 38.0, 36.625)","(3.9, 5.2, 4.8)","(21.0, 44.0, 41.857142857142854)","(26.0, 42.0, 38.90909090909091)","(51.0, 90.0, 77.5)"
05-01-2023 16:29:34.610230,"(10.0, 17.0, 16.1)","(41.0, 75.0, 67.5)","(1.9, 2.12, 2.070153846153846)","(11.0, 16.0, 14.617647058823529)","(11.0, 12.0, 11.673333333333334)","(21.0, 38.0, 36.0)","(3.9, 5.2, 4.720454545454546)","(21.0, 44.0, 41.333333333333336)","(26.0, 42.0, 38.95238095238095)","(51.0, 90.0, 80.35714285714286)"
05-01-2023 16:29:35.895258,"(10.0, 17.0, 16.25)","(41.0, 75.0, 67.5)","(1.9, 2.12, 2.070153846153846)","(11.0, 16.0, 14.617647058823529)","(11.0, 12.0, 11.673333333333334)","(21.0, 38.0, 36.0)","(3.9, 4.8, 4.720454545454546)","(21.0, 44.0, 41.142857142857146)","(26.0, 42.0, 38.95238095238095)","(51.0, 90.0, 80.35714285714286)"
05-01-2023 16:29:37.088139,"(10.0, 17.0, 16.727272727272727)","(41.0, 60.0, 65.0)","(1.9, 2.12, 2.1635714285714287)","(11.0, 16.0, 14.617647058823529)","(11.0, 12.0, 11.654929577464788)","(21.0, 38.0, 35.77777777777778)","(3.9, 4.8, 4.716666666666667)","(21.0, 44.0, 43.2)","(26.0, 42.0, 38.95238095238095)","(51.0, 90.0, 78.75)"
05-01-2023 16:29:38.317329,"(10.0, 17.0, 16.666666666666668)","(41.0, 75.0, 66.76470588235294)","(1.9, 2.2, 2.1635714285714287)","(11.0, 16.0, 14.617647058823529)","(11.0, 12.0, 11.654929577464788)","(21.0, 38.0, 35.77777777777778)","(3.9, 4.8, 4.716666666666667)","(21.0, 44.0, 43.2)","(26.0, 42.0, 38.95238095238095)","(51.0, 90.0, 78.75)"
05-01-2023 16:29:39.463438,"(10.0, 17.0, 16.666666666666668)","(41.0, 75.0, 66.76470588235294)","(1.9, 2.2, 2.1703092783505156)","(11.0, 16.0, 14.710526315789474)","(11.0, 12.0, 11.879310344827585)","(21.0, 36.0, 35.27272727272727)","(3.9, 4.8, 4.62)","(21.0, 44.0, 43.2)","(26.0, 42.0, 38.95238095238095)","(51.0, 90.0, 78.75)"
05-01-2023 16:29:40.580753,"(10.0, 17.0, 16.666666666666668)","(41.0, 75.0, 66.76470588235294)","(1.9, 2.2, 2.1703092783505156)","(11.0, 16.0, 14.710526315789474)","(11.0, 12.0, 11.879310344827585)","(21.0, 36.0, 35.27272727272727)","(3.9, 4.7, 4.601666666666667)","(21.0, 44.0, 43.2)","(26.0, 42.0, 38.95238095238095)","(51.0, 90.0, 82.05882352941177)"
05-01-2023 16:29:41.706293,"(10.0, 17.0, 16.666666666666668)","(41.0, 75.0, 66.76470588235294)","(1.9, 2.2, 2.1728301886792454)","(11.0, 15.5, 15.363636363636363)","(11.0, 12.0, 12.053333333333333)","(21.0, 36.0, 35.27272727272727)","(3.9, 4.7, 4.609999999999999)","(21.0, 44.0, 43.2)","(26.0, 42.0, 38.95238095238095)","(51.0, 90.0, 82.05882352941177)"
05-01-2023 16:29:42.832739,"(10.0, 17.0, 16.666666666666668)","(41.0, 75.0, 66.76470588235294)","(1.9, 2.2, 2.1728301886792454)","(11.0, 15.5, 15.285714285714285)","(11.0, 12.5, 12.053333333333333)","(21.0, 36.0, 37.69230769230769)","(3.9, 4.7, 4.609999999999999)","(21.0, 44.0, 43.2)","(26.0, 42.0, 38.95238095238095)","(51.0, 90.0, 82.05882352941177)"
