,All Inn Scooby,Moyarra Minstrel,Jaggers Lady,Stylish Ken,Soda Brock,Raw Panic,Smiling Spaniard,Dark Krystal
12-01-2023 09:29:36.166289,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:37.200035,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:38.204523,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:39.201748,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:40.288987,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:41.359381,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:42.406633,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:43.424813,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:44.409560,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:45.375182,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:46.407761,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:47.438638,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:48.422664,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:49.433473,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:50.432136,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:51.521701,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:52.546577,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.914285714285718)","(9.0, 28.0, 19.636363636363633)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:53.619340,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 19.636363636363633)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:54.622993,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 19.636363636363633)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:55.714090,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 19.636363636363633)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:56.830743,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 19.636363636363633)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:57.923926,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 19.636363636363633)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:29:59.000088,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 19.636363636363633)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:00.073333,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 19.636363636363633)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:01.111210,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 19.636363636363633)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:02.164037,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 19.454545454545453)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:03.177753,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:04.217982,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:05.235709,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:06.241694,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:07.175510,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:08.151515,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:09.136378,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:10.137193,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:11.122475,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:12.151358,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:13.198637,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:14.311621,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:15.349970,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:16.346167,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:17.381655,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:18.438581,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:19.451270,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:20.597521,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:21.721764,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.6)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:22.857668,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.633333333333333)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:23.914712,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.633333333333333)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:24.991655,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:26.090375,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:27.158199,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:28.194718,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:29.264109,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:30.302200,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:31.329319,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:32.334147,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 19.636363636363633)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:33.429833,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 19.636363636363633)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:34.536793,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 19.636363636363633)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:35.609297,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 19.636363636363633)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:36.667514,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 19.636363636363633)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:37.694780,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 19.636363636363633)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:38.724456,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 19.636363636363633)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:39.802811,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 19.636363636363633)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:40.897277,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 19.636363636363633)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:42.060163,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 19.454545454545453)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:43.163688,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:44.222172,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:45.201496,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:46.270174,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:47.353055,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:48.518674,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:49.635557,"(5.0, 8.8, 5.92)","(13.0, 29.0, 18.6875)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:50.705703,"(5.0, 8.8, 5.92)","(13.0, 29.0, 19.833333333333332)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:51.746054,"(5.0, 8.8, 5.92)","(13.0, 29.0, 19.833333333333332)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.2)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:52.812370,"(5.0, 8.8, 5.92)","(13.0, 29.0, 19.833333333333332)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:53.825543,"(5.0, 8.8, 5.92)","(13.0, 29.0, 19.833333333333332)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:54.916404,"(5.0, 8.8, 5.92)","(13.0, 29.0, 19.833333333333332)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:56.006201,"(5.0, 8.8, 5.92)","(13.0, 29.0, 19.833333333333332)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:57.059280,"(5.0, 8.8, 5.92)","(13.0, 29.0, 19.833333333333332)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:58.082827,"(5.0, 8.8, 5.92)","(13.0, 29.0, 19.833333333333332)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:30:59.136414,"(5.0, 8.8, 5.92)","(13.0, 29.0, 19.833333333333332)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:31:00.132844,"(5.0, 8.8, 5.92)","(13.0, 29.0, 19.833333333333332)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:31:01.170195,"(5.0, 8.8, 5.92)","(13.0, 29.0, 19.833333333333332)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:31:02.201185,"(5.0, 8.8, 5.92)","(13.0, 29.0, 19.833333333333332)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
12-01-2023 09:31:03.235193,"(5.0, 8.8, 5.92)","(13.0, 29.0, 19.833333333333332)","(3.8, 5.8, 4.008333333333333)","(3.2, 4.6, 3.7299999999999995)","(11.0, 24.0, 21.75)","(9.0, 28.0, 18.700000000000003)","(8.5, 17.0, 14.2)","(6.5, 11.5, 6.788888888888889)"
