,Fly To Eden,Tralee Beth,Remember Always,Oak Barrel,Whispering Misty,Act Of Kindness,Nora Carat,Hot Temper
11-01-2023 09:21:47.740298,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:49.182073,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:50.631462,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:51.980441,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:53.266620,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:54.564736,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:55.913446,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:57.264940,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:58.633475,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:00.022514,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:01.465884,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:02.853021,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:04.195429,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:05.506316,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:06.950168,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:08.587266,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:10.057087,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:11.694333,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:13.172888,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:14.668195,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:16.171977,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:17.678368,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:19.123936,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:20.642330,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:22.009959,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:23.335860,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:24.806800,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:26.202799,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:27.578847,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:29.031594,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:30.427018,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:31.824225,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:33.328801,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:34.801625,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:36.276528,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:37.672579,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:39.153952,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:40.625408,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:42.051138,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:43.417852,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:44.797140,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:46.285380,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:47.752543,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:49.181765,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:50.622291,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:52.125788,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:53.701927,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:55.267313,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:56.847911,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:58.327700,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:22:59.857389,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:01.312506,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:02.704239,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:04.134236,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:05.517750,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:07.044996,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:08.561187,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:10.486662,"(4.6, 9.4, 5.733333333333333)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:12.099015,"(4.6, 9.4, 5.733333333333333)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:13.628172,"(4.6, 9.4, 5.733333333333333)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:15.176713,"(4.6, 9.4, 5.733333333333333)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:16.739626,"(4.6, 9.4, 5.733333333333333)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:18.208508,"(4.6, 9.4, 5.733333333333333)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:19.557393,"(4.6, 9.4, 5.733333333333333)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:20.968178,"(4.6, 9.4, 5.733333333333333)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:22.433078,"(4.6, 9.4, 5.733333333333333)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:23.877967,"(4.6, 9.4, 6.257142857142857)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:25.321986,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:26.672714,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:28.046266,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:29.463173,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:30.881235,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:32.217190,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:33.610304,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:34.884451,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:36.197878,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:37.347298,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:38.733494,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:40.190125,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:41.519609,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:23:42.906708,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
