,Bold Prophet,Danncity,Wojtek,Luckee Floran,The Frenchman,Lead Guitar,Reactionary,Butterflyrock,American Agent,Go Go Gracie,Pio Kerri
08-12-2022 15:44:53.849711,"(11.0, 15.0, 14.910714285714286)","(61.0, 90.0, 83.07692307692308)","(11.0, 15.0, 14.421052631578947)","(11.0, 15.5, 15.185185185185185)","(91.0, 190.0, 185.0)","(17.0, 27.0, 26.294117647058822)","(41.0, 95.0, 88.0)","(51.0, 95.0, 92.6923076923077)","(1.8, 1.96, 1.9542384105960264)","(8.0, 10.0, 9.883333333333333)","(7.5, 9.4, 9.069565217391304)"
08-12-2022 15:44:55.137076,"(11.0, 15.0, 14.965909090909092)","(61.0, 90.0, 80.0)","(11.0, 15.0, 14.421052631578947)","(11.0, 15.5, 15.185185185185185)","(91.0, 190.0, 185.0)","(17.0, 27.0, 26.294117647058822)","(41.0, 95.0, 86.76470588235294)","(51.0, 95.0, 92.6923076923077)","(1.8, 1.96, 1.9398019801980197)","(8.0, 10.0, 10.018518518518519)","(7.5, 9.2, 9.076190476190476)"
08-12-2022 15:44:56.424539,"(11.0, 15.0, 14.951612903225806)","(61.0, 90.0, 80.0)","(11.0, 15.0, 14.421052631578947)","(11.0, 15.5, 15.185185185185185)","(91.0, 190.0, 185.0)","(17.0, 27.0, 26.294117647058822)","(41.0, 95.0, 88.0)","(51.0, 95.0, 92.6923076923077)","(1.8, 1.94, 1.9398019801980197)","(8.0, 10.5, 10.1)","(7.5, 9.2, 9.076190476190476)"
08-12-2022 15:44:57.743106,"(11.0, 15.0, 14.951612903225806)","(61.0, 90.0, 80.0)","(11.0, 15.0, 14.421052631578947)","(11.0, 15.5, 15.185185185185185)","(101.0, 190.0, 185.0)","(17.0, 27.0, 26.04)","(41.0, 95.0, 87.85714285714286)","(51.0, 95.0, 91.66666666666667)","(1.8, 1.94, 1.9398019801980197)","(8.0, 10.5, 10.23943661971831)","(7.5, 9.2, 9.057142857142857)"
08-12-2022 15:44:59.107307,"(11.0, 15.0, 14.951612903225806)","(61.0, 90.0, 80.0)","(11.0, 15.0, 14.454545454545455)","(11.0, 15.5, 15.185185185185185)","(101.0, 190.0, 185.0)","(17.0, 27.0, 26.04)","(41.0, 95.0, 86.66666666666667)","(51.0, 95.0, 90.625)","(1.8, 1.94, 1.94584)","(8.0, 10.5, 10.178947368421053)","(7.5, 9.2, 9.035555555555556)"
08-12-2022 15:45:00.646718,"(11.0, 15.0, 14.95945945945946)","(61.0, 90.0, 80.0)","(11.0, 15.0, 14.492957746478874)","(11.0, 15.5, 15.185185185185185)","(101.0, 190.0, 185.0)","(17.0, 27.0, 26.235294117647058)","(41.0, 95.0, 86.66666666666667)","(51.0, 95.0, 90.625)","(1.8, 1.95, 1.9207777777777777)","(8.5, 10.5, 10.20673076923077)","(7.5, 9.2, 9.091891891891892)"
08-12-2022 15:45:01.997379,"(11.0, 15.0, 14.921052631578947)","(61.0, 90.0, 80.0)","(11.0, 15.0, 14.492957746478874)","(11.0, 15.5, 15.238095238095237)","(101.0, 190.0, 177.5)","(17.0, 27.0, 26.235294117647058)","(41.0, 95.0, 87.85714285714286)","(51.0, 95.0, 90.625)","(1.8, 1.93, 1.9176579925650556)","(8.5, 10.5, 10.36986301369863)","(7.5, 9.2, 9.113333333333333)"
08-12-2022 15:45:03.357107,"(11.0, 15.5, 14.807692307692308)","(61.0, 90.0, 82.5)","(11.0, 15.0, 14.513513513513514)","(11.0, 15.5, 15.326923076923077)","(101.0, 190.0, 170.0)","(17.0, 27.0, 26.071428571428573)","(41.0, 95.0, 88.18181818181819)","(51.0, 95.0, 90.625)","(1.8, 1.93, 1.921822222222222)","(8.5, 10.5, 10.366071428571429)","(7.5, 9.2, 9.127777777777776)"
08-12-2022 15:45:04.709139,"(11.0, 15.5, 14.865384615384615)","(61.0, 90.0, 83.18181818181819)","(11.0, 15.0, 14.593023255813954)","(11.0, 15.5, 15.1875)","(91.0, 190.0, 156.66666666666666)","(17.0, 27.0, 26.36)","(41.0, 95.0, 88.33333333333333)","(51.0, 95.0, 91.42857142857143)","(1.8, 1.93, 1.904642857142857)","(8.5, 10.5, 10.45)","(7.5, 9.2, 9.296774193548387)"
08-12-2022 15:45:06.068740,"(11.0, 15.5, 14.931818181818182)","(61.0, 90.0, 85.0)","(11.0, 15.0, 14.593023255813954)","(11.0, 15.5, 15.214285714285714)","(91.0, 210.0, 175.0)","(17.0, 27.0, 26.17241379310345)","(41.0, 95.0, 91.36363636363636)","(51.0, 95.0, 91.92307692307692)","(1.8, 1.92, 1.904642857142857)","(8.5, 11.0, 10.540322580645162)","(7.5, 9.4, 9.276923076923078)"
08-12-2022 15:45:07.462650,"(11.0, 15.5, 15.142857142857142)","(61.0, 90.0, 85.3125)","(11.0, 15.0, 14.539473684210526)","(11.0, 15.5, 15.214285714285714)","(91.0, 200.0, 160.0)","(17.0, 27.0, 26.04)","(41.0, 95.0, 91.36363636363636)","(51.0, 95.0, 91.92307692307692)","(1.8, 1.92, 1.902736842105263)","(8.5, 11.0, 10.514814814814814)","(7.5, 9.4, 9.211764705882354)"
08-12-2022 15:45:08.858593,"(11.0, 15.5, 15.043478260869565)","(61.0, 90.0, 84.23076923076923)","(11.0, 15.0, 14.539473684210526)","(11.0, 15.5, 15.382352941176471)","(91.0, 190.0, 169.0)","(17.0, 27.0, 26.04)","(41.0, 95.0, 91.36363636363636)","(51.0, 95.0, 91.92307692307692)","(1.8, 1.92, 1.8993877551020408)","(8.5, 11.0, 10.514492753623188)","(7.5, 9.4, 9.290909090909091)"
08-12-2022 15:45:10.280301,"(11.0, 15.5, 15.1)","(61.0, 90.0, 83.33333333333333)","(11.0, 15.0, 14.539473684210526)","(11.0, 15.5, 15.382352941176471)","(91.0, 190.0, 175.0)","(17.0, 27.0, 26.17241379310345)","(41.0, 95.0, 90.83333333333333)","(51.0, 95.0, 91.92307692307692)","(1.8, 1.9, 1.8993877551020408)","(8.5, 11.0, 10.517985611510792)","(7.5, 9.4, 9.311111111111112)"
08-12-2022 15:45:11.587912,"(11.0, 15.5, 15.192307692307692)","(61.0, 90.0, 83.6842105263158)","(11.0, 15.0, 14.539473684210526)","(11.0, 15.5, 15.382352941176471)","(91.0, 190.0, 175.0)","(17.0, 27.0, 25.857142857142858)","(41.0, 95.0, 90.83333333333333)","(51.0, 95.0, 91.92307692307692)","(1.8, 1.9, 1.899556786703601)","(8.5, 11.0, 10.517985611510792)","(7.5, 9.4, 9.311111111111112)"
08-12-2022 15:45:12.967608,"(11.0, 15.5, 15.192307692307692)","(61.0, 90.0, 83.6842105263158)","(11.0, 15.0, 14.539473684210526)","(11.0, 15.5, 15.333333333333334)","(91.0, 190.0, 175.0)","(17.0, 27.0, 25.857142857142858)","(41.0, 95.0, 90.83333333333333)","(51.0, 95.0, 91.92307692307692)","(1.8, 1.9, 1.9249999999999998)","(8.5, 11.0, 10.202380952380953)","(7.0, 9.4, 9.295238095238094)"
08-12-2022 15:45:14.307704,"(11.0, 15.5, 15.192307692307692)","(61.0, 90.0, 83.6842105263158)","(11.0, 15.0, 14.539473684210526)","(11.0, 15.5, 15.333333333333334)","(91.0, 190.0, 181.8181818181818)","(17.0, 27.0, 26.2)","(41.0, 95.0, 90.83333333333333)","(51.0, 95.0, 91.92307692307692)","(1.8, 1.93, 1.9213253012048193)","(8.5, 10.5, 10.291666666666666)","(7.0, 9.6, 9.266666666666667)"
08-12-2022 15:45:15.610812,"(11.0, 15.5, 15.359649122807017)","(61.0, 90.0, 83.6842105263158)","(11.0, 15.0, 14.539473684210526)","(11.0, 15.5, 15.333333333333334)","(91.0, 190.0, 181.42857142857142)","(17.0, 27.0, 26.2)","(41.0, 95.0, 90.83333333333333)","(51.0, 95.0, 91.92307692307692)","(1.8, 1.93, 1.9213095238095237)","(8.5, 10.5, 10.125954198473282)","(7.0, 9.4, 9.224)"
08-12-2022 15:45:17.051395,"(11.0, 15.5, 15.289473684210526)","(61.0, 90.0, 83.75)","(11.0, 15.0, 14.488636363636363)","(11.0, 15.5, 15.194444444444445)","(101.0, 190.0, 182.5)","(17.0, 27.0, 26.2)","(41.0, 95.0, 87.5)","(51.0, 95.0, 91.92307692307692)","(1.8, 1.93, 1.9213095238095237)","(8.5, 10.5, 10.102272727272727)","(7.0, 9.4, 9.257142857142856)"
08-12-2022 15:45:18.443341,"(11.0, 15.5, 15.289473684210526)","(61.0, 90.0, 83.75)","(11.0, 14.5, 14.488636363636363)","(11.0, 15.5, 15.194444444444445)","(101.0, 190.0, 181.11111111111111)","(17.0, 27.0, 26.2)","(41.0, 90.0, 86.5)","(51.0, 95.0, 91.92307692307692)","(1.8, 1.93, 1.919032258064516)","(8.5, 10.5, 10.102272727272727)","(7.0, 9.6, 9.336)"
08-12-2022 15:45:20.164169,"(11.0, 15.5, 15.121621621621621)","(61.0, 90.0, 83.75)","(11.0, 15.0, 14.527777777777779)","(11.0, 15.5, 15.166666666666666)","(101.0, 190.0, 181.11111111111111)","(17.0, 27.0, 26.266666666666666)","(41.0, 90.0, 87.5)","(51.0, 95.0, 91.92307692307692)","(1.75, 1.92, 1.9217171717171717)","(8.5, 10.5, 9.707042253521127)","(7.5, 9.4, 9.36)"
08-12-2022 15:45:21.511660,"(11.0, 15.5, 15.121621621621621)","(61.0, 85.0, 83.75)","(11.0, 15.0, 14.739583333333334)","(11.0, 15.5, 15.375)","(101.0, 190.0, 182.5)","(17.0, 27.0, 26.25)","(41.0, 90.0, 87.66666666666667)","(51.0, 95.0, 91.0)","(1.75, 1.93, 1.9274166666666666)","(8.5, 9.8, 9.794520547945206)","(7.5, 9.4, 9.385074626865672)"
08-12-2022 15:45:22.914380,"(11.0, 15.5, 15.310344827586206)","(61.0, 85.0, 84.0)","(11.0, 15.0, 14.739583333333334)","(11.0, 15.5, 15.375)","(91.0, 190.0, 182.5)","(17.0, 27.0, 26.4)","(41.0, 90.0, 87.08333333333333)","(51.0, 95.0, 91.0)","(1.75, 1.93, 1.9336046511627907)","(8.5, 9.8, 9.789830508474576)","(7.5, 9.6, 9.375)"
08-12-2022 15:45:24.267960,"(11.0, 15.5, 15.240384615384615)","(61.0, 85.0, 84.33333333333333)","(11.0, 15.0, 14.739583333333334)","(11.0, 15.5, 15.375)","(91.0, 190.0, 182.5)","(17.0, 27.0, 26.4)","(41.0, 90.0, 87.66666666666667)","(51.0, 95.0, 91.0)","(1.75, 1.94, 1.9343589743589742)","(8.5, 9.8, 9.789830508474576)","(7.5, 9.6, 9.375)"
08-12-2022 15:45:25.870959,"(11.0, 15.5, 15.355263157894736)","(61.0, 85.0, 84.33333333333333)","(11.0, 15.0, 14.739583333333334)","(11.0, 15.5, 15.26086956521739)","(101.0, 190.0, 182.5)","(17.0, 27.0, 26.4)","(41.0, 90.0, 86.92307692307692)","(51.0, 95.0, 91.0)","(1.75, 1.94, 1.9343225806451612)","(8.5, 9.8, 9.789830508474576)","(7.5, 9.6, 9.375)"
08-12-2022 15:45:27.390399,"(11.0, 15.5, 15.525)","(61.0, 85.0, 86.05263157894737)","(11.0, 15.0, 14.866197183098592)","(11.0, 15.5, 15.7)","(101.0, 190.0, 182.5)","(17.0, 27.0, 26.735294117647058)","(41.0, 90.0, 87.14285714285714)","(51.0, 95.0, 92.0)","(1.75, 1.94, 1.916153846153846)","(8.5, 9.8, 9.804081632653062)","(7.5, 9.6, 9.5)"
08-12-2022 15:45:28.842756,"(11.0, 16.0, 15.525)","(61.0, 90.0, 83.33333333333333)","(11.0, 15.5, 15.148936170212766)","(11.0, 16.0, 15.4375)","(101.0, 190.0, 182.5)","(17.0, 27.0, 26.838709677419356)","(41.0, 90.0, 87.5)","(51.0, 95.0, 92.0)","(1.75, 1.93, 1.8994369973190348)","(8.5, 10.0, 9.756521739130434)","(7.5, 9.6, 9.635897435897437)"
08-12-2022 15:45:30.165442,"(11.0, 16.0, 15.612244897959183)","(61.0, 90.0, 88.33333333333333)","(11.0, 15.5, 14.758620689655173)","(11.0, 15.5, 15.717391304347826)","(101.0, 190.0, 222.22222222222223)","(17.0, 27.0, 27.25)","(41.0, 90.0, 88.33333333333333)","(51.0, 95.0, 96.89655172413794)","(1.75, 1.9, 1.8995058823529412)","(8.5, 9.8, 9.777272727272727)","(7.5, 9.8, 9.736507936507937)"
08-12-2022 15:45:31.442460,"(11.0, 15.5, 15.319148936170214)","(61.0, 90.0, 88.33333333333333)","(11.0, 15.0, 14.727272727272727)","(11.0, 16.0, 15.717391304347826)","(101.0, 250.0, 229.0909090909091)","(17.0, 28.0, 27.22222222222222)","(41.0, 90.0, 88.0)","(51.0, 100.0, 97.27272727272728)","(1.75, 1.9, 1.899642431466031)","(8.5, 9.8, 9.777272727272727)","(7.5, 9.8, 9.54857142857143)"
08-12-2022 15:45:32.769267,"(11.0, 15.5, 15.857142857142858)","(61.0, 90.0, 83.84615384615384)","(11.0, 15.0, 15.155172413793103)","(11.0, 16.0, 16.125)","(101.0, 240.0, 308.0)","(17.0, 28.0, 28.071428571428573)","(41.0, 90.0, 96.25)","(51.0, 100.0, 98.23529411764706)","(1.75, 1.9, 1.8798529411764704)","(8.5, 9.8, 9.69047619047619)","(7.5, 9.8, 9.676923076923078)"
08-12-2022 15:45:34.108757,"(11.0, 16.0, 15.868421052631579)","(61.0, 90.0, 83.84615384615384)","(11.0, 15.5, 15.15)","(11.0, 16.5, 16.166666666666668)","(101.0, 320.0, 305.0)","(17.0, 29.0, 28.09090909090909)","(41.0, 100.0, 101.53846153846153)","(51.0, 100.0, 98.125)","(1.75, 1.88, 1.879855072463768)","(8.5, 9.8, 9.69047619047619)","(7.5, 9.8, 9.647619047619049)"
08-12-2022 15:45:35.426932,"(11.0, 16.0, 15.590909090909092)","(61.0, 90.0, 86.92307692307692)","(11.0, 15.5, 15.15)","(11.0, 16.5, 16.166666666666668)","(101.0, 320.0, 305.0)","(17.0, 29.0, 28.09090909090909)","(41.0, 120.0, 100.0)","(51.0, 100.0, 97.42857142857143)","(1.75, 1.88, 1.879966216216216)","(8.5, 9.8, 9.69047619047619)","(7.5, 9.8, 9.647619047619049)"
08-12-2022 15:45:36.876006,"(11.0, 16.0, 15.9125)","(61.0, 90.0, 83.33333333333333)","(11.0, 15.5, 15.15)","(11.0, 16.5, 16.166666666666668)","(101.0, 320.0, 305.0)","(17.0, 29.0, 28.09090909090909)","(41.0, 120.0, 99.6875)","(51.0, 100.0, 97.42857142857143)","(1.75, 1.88, 1.8798924731182796)","(8.5, 10.0, 9.73103448275862)","(7.5, 9.8, 9.647619047619049)"
08-12-2022 15:45:38.237427,"(11.0, 16.0, 15.9125)","(61.0, 90.0, 85.71428571428571)","(11.0, 15.5, 15.166666666666666)","(11.0, 16.5, 16.166666666666668)","(101.0, 320.0, 305.0)","(17.0, 29.0, 28.09090909090909)","(41.0, 110.0, 97.3076923076923)","(51.0, 100.0, 97.42857142857143)","(1.75, 1.88, 1.8798275862068965)","(8.5, 10.0, 9.730285714285714)","(7.5, 9.8, 9.622222222222222)"
08-12-2022 15:45:39.542678,"(11.0, 16.0, 15.9125)","(61.0, 90.0, 83.33333333333333)","(11.0, 15.5, 15.166666666666666)","(11.0, 16.5, 16.166666666666668)","(101.0, 320.0, 293.33333333333337)","(17.0, 29.0, 27.571428571428573)","(41.0, 110.0, 97.3076923076923)","(51.0, 100.0, 97.42857142857143)","(1.75, 1.88, 1.8773076923076923)","(8.5, 10.0, 9.770992366412214)","(7.5, 9.8, 9.622222222222222)"
08-12-2022 15:45:41.172580,"(11.0, 16.0, 15.9125)","(61.0, 90.0, 83.33333333333333)","(11.0, 15.5, 15.263157894736842)","(11.0, 16.5, 16.428571428571427)","(101.0, 320.0, 278.57142857142856)","(18.0, 29.0, 28.25925925925926)","(41.0, 110.0, 97.3076923076923)","(51.0, 100.0, 97.42857142857143)","(1.7, 1.88, 1.876551724137931)","(8.5, 10.0, 9.859701492537313)","(7.0, 9.8, 9.581818181818182)"
08-12-2022 15:45:42.516884,"(11.0, 16.0, 15.844827586206897)","(61.0, 90.0, 83.33333333333333)","(11.0, 15.5, 15.263157894736842)","(11.0, 17.0, 16.333333333333332)","(101.0, 310.0, 255.0)","(18.0, 29.0, 28.25925925925926)","(41.0, 110.0, 97.3076923076923)","(51.0, 100.0, 97.42857142857143)","(1.7, 1.88, 1.8600657894736843)","(8.5, 10.0, 9.852830188679246)","(7.0, 9.8, 9.577777777777778)"
08-12-2022 15:45:43.957298,"(11.0, 16.0, 15.844827586206897)","(61.0, 90.0, 83.33333333333333)","(11.0, 15.5, 15.263157894736842)","(11.0, 17.0, 16.333333333333332)","(101.0, 310.0, 271.42857142857144)","(18.0, 29.0, 28.25925925925926)","(51.0, 110.0, 97.3076923076923)","(51.0, 100.0, 97.42857142857143)","(1.65, 1.87, 1.8600657894736843)","(8.5, 10.0, 9.852830188679246)","(7.5, 9.6, 9.59)"
08-12-2022 15:45:45.482699,"(11.0, 16.0, 15.93859649122807)","(61.0, 90.0, 88.0)","(11.0, 15.5, 15.256410256410255)","(11.0, 17.0, 16.5)","(101.0, 300.0, 287.77777777777777)","(18.0, 29.0, 28.615384615384617)","(51.0, 110.0, 99.6875)","(51.0, 100.0, 97.42857142857143)","(1.65, 1.87, 1.8550000000000002)","(8.5, 10.0, 9.854901960784314)","(7.5, 9.8, 9.681481481481482)"
08-12-2022 15:45:47.018923,"(11.0, 16.0, 15.93859649122807)","(61.0, 90.0, 88.0)","(11.0, 15.5, 15.293478260869565)","(11.0, 17.0, 16.666666666666668)","(101.0, 310.0, 280.0)","(18.0, 29.0, 28.615384615384617)","(51.0, 110.0, 100.76923076923077)","(51.0, 100.0, 97.42857142857143)","(1.65, 1.87, 1.8676000000000001)","(8.5, 10.0, 9.891176470588235)","(7.5, 9.8, 9.681481481481482)"
08-12-2022 15:45:48.367813,"(11.0, 16.0, 15.875)","(61.0, 90.0, 86.25)","(11.0, 15.5, 15.293478260869565)","(11.0, 17.0, 15.901960784313726)","(101.0, 300.0, 280.0)","(18.0, 29.0, 28.666666666666668)","(51.0, 110.0, 102.0)","(51.0, 100.0, 97.56756756756756)","(1.65, 1.87, 1.872751677852349)","(8.5, 10.0, 9.882539682539683)","(7.5, 9.8, 9.717948717948719)"
08-12-2022 15:45:49.712681,"(11.0, 16.0, 15.91304347826087)","(61.0, 90.0, 86.25)","(11.0, 15.5, 15.394736842105264)","(11.0, 16.0, 16.61904761904762)","(101.0, 300.0, 272.22222222222223)","(18.0, 29.0, 28.714285714285715)","(51.0, 110.0, 100.76923076923077)","(51.0, 100.0, 97.56756756756756)","(1.65, 1.88, 1.8499484536082476)","(8.5, 10.0, 9.883464566929133)","(7.5, 9.8, 9.683333333333334)"
08-12-2022 15:45:51.083489,"(11.0, 16.0, 15.816666666666666)","(61.0, 90.0, 84.54545454545455)","(11.0, 15.5, 15.414893617021276)","(11.0, 17.0, 16.714285714285715)","(101.0, 290.0, 274.0)","(18.0, 29.0, 28.743589743589745)","(51.0, 110.0, 96.25)","(51.0, 100.0, 93.45238095238095)","(1.65, 1.85, 1.8646303501945527)","(8.5, 10.0, 9.887769784172662)","(7.5, 9.8, 9.736363636363636)"
08-12-2022 15:45:52.366477,"(11.0, 16.5, 16.15625)","(61.0, 90.0, 84.54545454545455)","(11.0, 15.5, 15.414893617021276)","(11.0, 17.0, 16.714285714285715)","(101.0, 290.0, 282.0)","(18.0, 29.0, 28.714285714285715)","(51.0, 100.0, 96.25)","(51.0, 95.0, 92.5)","(1.65, 1.87, 1.8529577464788733)","(8.5, 10.0, 9.992156862745098)","(7.5, 9.8, 9.736363636363636)"
08-12-2022 15:45:53.899909,"(11.0, 16.5, 16.15625)","(61.0, 90.0, 84.54545454545455)","(11.0, 15.5, 15.414893617021276)","(11.0, 17.0, 16.714285714285715)","(101.0, 300.0, 270.0)","(18.0, 29.0, 28.714285714285715)","(51.0, 100.0, 96.25)","(51.0, 95.0, 92.29166666666667)","(1.65, 1.87, 1.8590123456790124)","(8.5, 10.0, 9.996946564885496)","(7.5, 9.8, 9.736363636363636)"
08-12-2022 15:45:55.390279,"(11.0, 16.5, 16.291044776119403)","(61.0, 85.0, 81.47058823529412)","(11.0, 15.5, 15.414893617021276)","(11.0, 17.0, 16.714285714285715)","(101.0, 300.0, 270.0)","(18.0, 29.0, 28.743589743589745)","(51.0, 100.0, 95.45454545454545)","(51.0, 95.0, 92.29166666666667)","(1.65, 1.86, 1.8593984962406016)","(8.5, 10.0, 9.996946564885496)","(7.5, 9.8, 9.736363636363636)"
08-12-2022 15:45:56.972632,"(11.0, 16.5, 16.383333333333333)","(61.0, 85.0, 81.47058823529412)","(11.0, 15.5, 15.42)","(11.0, 17.0, 16.741935483870968)","(101.0, 280.0, 260.0)","(18.0, 29.0, 28.5)","(51.0, 100.0, 95.625)","(51.0, 95.0, 92.29166666666667)","(1.65, 1.86, 1.859488817891374)","(8.5, 10.0, 9.912941176470587)","(7.5, 9.8, 9.73)"
08-12-2022 15:45:58.338776,"(11.0, 16.5, 16.338709677419356)","(61.0, 85.0, 81.38888888888889)","(11.0, 15.5, 15.428571428571429)","(11.0, 17.0, 16.7)","(101.0, 280.0, 282.85714285714283)","(18.0, 29.0, 28.444444444444443)","(51.0, 100.0, 95.71428571428571)","(51.0, 95.0, 92.29166666666667)","(1.65, 1.86, 1.8391558441558442)","(8.5, 10.0, 9.857692307692307)","(7.5, 9.8, 9.78857142857143)"
08-12-2022 15:45:59.702102,"(11.0, 16.5, 16.285714285714285)","(61.0, 85.0, 81.38888888888889)","(11.0, 15.5, 15.488372093023255)","(11.0, 17.5, 16.88888888888889)","(101.0, 330.0, 292.0)","(18.0, 29.0, 27.607142857142858)","(51.0, 100.0, 95.71428571428571)","(51.0, 95.0, 92.3913043478261)","(1.65, 1.86, 1.8389162561576355)","(8.5, 10.0, 9.875555555555556)","(7.5, 9.8, 9.977777777777778)"
08-12-2022 15:46:00.993063,"(11.0, 16.5, 16.272727272727273)","(61.0, 85.0, 80.86206896551724)","(11.0, 15.5, 15.488372093023255)","(11.0, 17.5, 16.86842105263158)","(101.0, 310.0, 292.0)","(18.0, 28.0, 27.633333333333333)","(51.0, 100.0, 95.71428571428571)","(51.0, 95.0, 92.5)","(1.65, 1.86, 1.8324157303370787)","(8.5, 10.0, 9.898245614035089)","(7.5, 10.0, 10.017777777777779)"
08-12-2022 15:46:02.389946,"(11.0, 16.5, 16.295454545454547)","(61.0, 85.0, 81.03448275862068)","(11.0, 16.0, 15.614583333333334)","(11.0, 17.5, 17.184210526315788)","(101.0, 310.0, 280.0)","(18.0, 28.0, 27.612903225806452)","(51.0, 100.0, 95.71428571428571)","(51.0, 95.0, 92.5)","(1.65, 1.84, 1.8178571428571428)","(8.5, 10.0, 9.96)","(7.5, 10.5, 9.986666666666666)"
08-12-2022 15:46:03.772379,"(11.0, 16.5, 16.25)","(61.0, 85.0, 81.16666666666667)","(11.0, 16.0, 15.60377358490566)","(11.0, 17.5, 17.175)","(101.0, 310.0, 271.42857142857144)","(18.0, 28.0, 27.612903225806452)","(51.0, 100.0, 95.71428571428571)","(51.0, 95.0, 92.5)","(1.65, 1.84, 1.8170815450643778)","(8.5, 10.0, 9.974468085106382)","(7.5, 10.5, 9.986666666666666)"
08-12-2022 15:46:05.054679,"(11.0, 16.5, 16.203125)","(61.0, 85.0, 81.16666666666667)","(11.0, 16.0, 15.60377358490566)","(11.0, 17.5, 17.0)","(101.0, 310.0, 264.44444444444446)","(18.0, 28.0, 27.559322033898304)","(51.0, 100.0, 95.71428571428571)","(51.0, 95.0, 91.84210526315789)","(1.65, 1.84, 1.8236032388663967)","(8.5, 10.0, 10.032710280373832)","(7.5, 10.5, 10.078861788617887)"
08-12-2022 15:46:06.458788,"(12.0, 16.0, 15.375)","(61.0, 85.0, 80.74074074074075)","(12.0, 16.0, 15.60377358490566)","(12.0, 17.5, 17.0)","(101.0, 300.0, 278.3333333333333)","(19.0, 28.0, 27.563636363636363)","(51.0, 100.0, 95.71428571428571)","(61.0, 95.0, 88.84615384615384)","(1.7, 1.84, 1.8244827586206898)","(8.5, 10.5, 10.033980582524272)","(7.5, 10.5, 10.104580152671756)"
08-12-2022 15:46:07.742830,"(12.0, 16.0, 15.62962962962963)","(61.0, 80.0, 78.0)","(12.0, 16.0, 15.60377358490566)","(12.0, 17.5, 17.11904761904762)","(101.0, 290.0, 286.6666666666667)","(19.0, 28.0, 27.732142857142858)","(51.0, 100.0, 97.27272727272727)","(61.0, 95.0, 90.55555555555556)","(1.7, 1.84, 1.835159574468085)","(8.5, 10.5, 10.07615894039735)","(7.5, 10.5, 10.241935483870968)"
08-12-2022 15:46:09.032173,"(12.0, 16.0, 15.766666666666667)","(61.0, 80.0, 78.84615384615384)","(12.0, 16.0, 15.796296296296296)","(12.0, 17.5, 17.271428571428572)","(101.0, 300.0, 295.0)","(19.0, 28.0, 27.782608695652172)","(51.0, 100.0, 97.6923076923077)","(61.0, 95.0, 91.0)","(1.7, 1.84, 1.8366804979253113)","(8.5, 10.5, 10.185096153846153)","(7.5, 10.5, 10.25)"
08-12-2022 15:46:10.287108,"(12.0, 16.0, 15.81578947368421)","(61.0, 80.0, 78.84615384615384)","(12.0, 16.0, 15.796296296296296)","(12.0, 17.5, 17.271428571428572)","(101.0, 310.0, 280.0)","(19.0, 28.0, 27.782608695652172)","(51.0, 100.0, 94.54545454545455)","(61.0, 95.0, 91.0)","(1.7, 1.84, 1.8340740740740742)","(8.5, 10.5, 10.185096153846153)","(7.5, 10.5, 10.201492537313433)"
08-12-2022 15:46:11.613821,"(12.0, 16.0, 15.81578947368421)","(61.0, 80.0, 77.85714285714286)","(12.0, 16.0, 15.796296296296296)","(12.0, 17.5, 17.271428571428572)","(101.0, 310.0, 283.3333333333333)","(19.0, 28.0, 27.654545454545456)","(51.0, 100.0, 95.71428571428571)","(61.0, 95.0, 91.0)","(1.7, 1.84, 1.8340298507462687)","(8.5, 10.5, 10.195348837209302)","(7.5, 10.5, 10.181208053691275)"
08-12-2022 15:46:12.906901,"(12.0, 16.0, 15.695652173913043)","(61.0, 80.0, 75.76923076923077)","(12.0, 16.0, 15.796296296296296)","(12.0, 17.5, 17.35185185185185)","(101.0, 310.0, 298.57142857142856)","(19.0, 28.0, 27.654545454545456)","(51.0, 100.0, 95.71428571428571)","(61.0, 95.0, 91.0)","(1.7, 1.84, 1.8340298507462687)","(8.5, 10.5, 10.195348837209302)","(7.5, 10.5, 10.181208053691275)"
08-12-2022 15:46:14.271235,"(12.0, 16.0, 15.695652173913043)","(61.0, 80.0, 75.74074074074075)","(12.0, 16.0, 15.796296296296296)","(12.0, 17.5, 17.42)","(101.0, 310.0, 300.0)","(19.0, 28.0, 27.654545454545456)","(51.0, 100.0, 95.71428571428571)","(61.0, 95.0, 91.8)","(1.7, 1.84, 1.842857142857143)","(8.5, 10.5, 10.215217391304348)","(7.5, 10.5, 10.184397163120567)"
08-12-2022 15:46:15.906783,"(12.0, 16.0, 15.695652173913043)","(61.0, 80.0, 76.89189189189189)","(12.0, 16.0, 15.796296296296296)","(12.0, 17.5, 17.401960784313726)","(101.0, 310.0, 264.0)","(19.0, 28.0, 27.641509433962263)","(51.0, 100.0, 96.84210526315789)","(61.0, 95.0, 91.0)","(1.7, 1.83, 1.8294444444444444)","(9.0, 10.5, 10.260526315789473)","(7.5, 10.5, 10.184397163120567)"
