,Acapulco,Youre In Luck,Rumour Confirmed,Gabriella Maree,My Romper,Cyclone Summer,Ohana Ranadi
05-01-2023 14:03:21.338816,"(6.5, 12.5, 11.652173913043478)","(15.0, 34.0, 32.15384615384615)","(5.0, 6.0, 5.4387096774193555)","(2.15, 2.44, 2.381904761904762)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 490.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:22.858958,"(6.5, 12.5, 11.652173913043478)","(15.0, 34.0, 32.32)","(5.0, 6.0, 5.516666666666667)","(2.15, 2.42, 2.4046153846153846)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 490.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:24.057338,"(6.5, 12.5, 11.652173913043478)","(15.0, 34.0, 32.64516129032258)","(5.0, 6.0, 5.516666666666667)","(2.15, 2.42, 2.4046153846153846)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 490.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:25.467600,"(6.5, 12.5, 11.652173913043478)","(15.0, 34.0, 32.64516129032258)","(5.0, 6.0, 5.4387096774193555)","(2.15, 2.42, 2.4004878048780487)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 485.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:26.630011,"(6.5, 12.5, 11.652173913043478)","(15.0, 34.0, 32.64516129032258)","(5.0, 6.0, 5.4387096774193555)","(2.15, 2.42, 2.4004878048780487)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 490.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:27.969806,"(6.5, 12.5, 11.652173913043478)","(15.0, 34.0, 26.92857142857143)","(5.0, 6.0, 5.488235294117647)","(2.15, 2.42, 2.3955882352941176)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 485.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:29.160778,"(6.5, 12.5, 11.652173913043478)","(15.0, 34.0, 26.384615384615383)","(5.0, 6.0, 5.488235294117647)","(2.15, 2.4, 2.3951612903225805)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 490.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:30.218287,"(6.5, 12.5, 11.652173913043478)","(15.0, 34.0, 26.384615384615383)","(5.0, 6.0, 5.553846153846154)","(2.15, 2.4, 2.391044776119403)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 490.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:31.384246,"(6.5, 12.5, 11.666666666666666)","(15.0, 34.0, 26.8)","(5.0, 6.0, 5.488235294117647)","(2.15, 2.4, 2.391044776119403)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 490.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:32.469889,"(6.5, 12.5, 11.666666666666666)","(15.0, 34.0, 26.8)","(5.0, 6.0, 5.488235294117647)","(2.15, 2.4, 2.3951612903225805)","(3.6, 4.2, 3.9416666666666664)","(101.0, 650.0, 490.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:33.549347,"(6.5, 12.5, 11.666666666666666)","(15.0, 34.0, 26.8)","(5.0, 6.0, 5.553846153846154)","(2.15, 2.4, 2.4775862068965515)","(3.6, 4.2, 3.941666666666667)","(101.0, 650.0, 485.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:34.700319,"(6.5, 12.5, 11.666666666666666)","(15.0, 34.0, 26.8)","(5.0, 6.0, 5.42)","(2.15, 2.48, 2.442089552238806)","(3.6, 4.2, 3.9416666666666664)","(101.0, 650.0, 490.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:35.988653,"(6.5, 12.5, 11.666666666666666)","(15.0, 34.0, 26.8)","(5.0, 6.0, 5.42)","(2.15, 2.46, 2.4393103448275864)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 490.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:37.311886,"(6.5, 12.5, 11.666666666666666)","(15.0, 34.0, 26.8)","(5.0, 6.0, 5.42)","(2.15, 2.46, 2.4247058823529413)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 490.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:38.540104,"(6.5, 12.5, 11.666666666666666)","(15.0, 34.0, 26.8)","(5.0, 6.0, 5.525)","(2.15, 2.46, 2.442089552238806)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 490.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:39.697654,"(6.5, 12.5, 11.666666666666666)","(15.0, 34.0, 26.8)","(5.0, 5.9, 5.525)","(2.1, 2.46, 2.3766666666666665)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 485.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:40.715565,"(7.0, 12.5, 11.666666666666666)","(15.0, 34.0, 26.8)","(5.0, 5.8, 5.741176470588235)","(2.1, 2.46, 2.4299999999999997)","(3.6, 4.2, 3.915254237288136)","(101.0, 650.0, 485.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:41.925895,"(7.0, 12.5, 11.666666666666666)","(15.0, 34.0, 27.333333333333332)","(5.0, 5.8, 5.5777777777777775)","(2.1, 2.5, 2.404137931034483)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 490.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:42.933594,"(7.0, 12.5, 11.666666666666666)","(15.0, 32.0, 27.333333333333332)","(5.0, 5.8, 5.5777777777777775)","(2.1, 2.44, 2.4092307692307693)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 495.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:44.003549,"(7.0, 12.5, 11.589285714285714)","(15.0, 32.0, 27.333333333333332)","(5.0, 5.8, 5.5027027027027025)","(2.1, 2.44, 2.4270967741935485)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 495.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:45.061552,"(7.0, 12.5, 11.589285714285714)","(15.0, 32.0, 26.75)","(5.0, 5.8, 5.5027027027027025)","(2.1, 2.44, 2.4270967741935485)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 495.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:46.205864,"(7.0, 12.5, 11.589285714285714)","(15.0, 32.0, 26.75)","(5.0, 5.8, 5.5027027027027025)","(2.1, 2.44, 2.4270967741935485)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 495.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:47.341050,"(7.0, 12.5, 11.589285714285714)","(15.0, 32.0, 26.75)","(5.0, 5.8, 5.5027027027027025)","(2.1, 2.44, 2.4114285714285715)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 495.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:48.482012,"(7.0, 12.5, 11.589285714285714)","(15.0, 32.0, 26.75)","(5.0, 5.8, 5.5027027027027025)","(2.1, 2.48, 2.4292307692307693)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 495.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:49.554411,"(7.0, 12.5, 11.589285714285714)","(15.0, 32.0, 26.75)","(5.0, 5.8, 5.5027027027027025)","(2.1, 2.46, 2.4292307692307693)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 500.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:50.659486,"(7.0, 12.5, 11.589285714285714)","(15.0, 32.0, 26.75)","(5.0, 5.7, 5.5)","(2.1, 2.46, 2.4389473684210525)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 500.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:51.869793,"(7.0, 12.5, 11.589285714285714)","(15.0, 32.0, 26.75)","(5.0, 5.7, 5.5)","(2.1, 2.46, 2.4478787878787878)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 500.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:53.062439,"(7.0, 12.5, 11.589285714285714)","(15.0, 32.0, 26.75)","(5.0, 5.7, 5.425)","(2.1, 2.46, 2.4904761904761905)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 500.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:54.216778,"(7.0, 12.5, 11.589285714285714)","(15.0, 32.0, 26.75)","(5.0, 5.7, 5.425)","(2.1, 2.5, 2.4823529411764707)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 500.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:55.249360,"(7.0, 12.5, 11.589285714285714)","(15.0, 32.0, 26.75)","(5.0, 5.7, 5.4904761904761905)","(2.1, 2.5, 2.4823529411764707)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 500.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:56.208725,"(7.0, 12.5, 11.589285714285714)","(15.0, 32.0, 26.75)","(5.0, 5.7, 5.4904761904761905)","(2.1, 2.5, 2.4823529411764707)","(3.6, 4.2, 3.9283018867924526)","(101.0, 650.0, 500.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:57.314346,"(7.0, 12.5, 11.51923076923077)","(15.0, 32.0, 26.75)","(5.0, 5.7, 5.397560975609756)","(2.1, 2.5, 2.4823529411764707)","(3.6, 4.2, 3.9473684210526314)","(101.0, 650.0, 500.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:58.402583,"(7.0, 12.5, 11.51923076923077)","(15.0, 32.0, 26.75)","(5.0, 5.7, 5.355555555555555)","(2.1, 2.5, 2.4904761904761905)","(3.6, 4.2, 3.9559322033898305)","(101.0, 650.0, 500.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:03:59.538238,"(7.0, 12.5, 11.51923076923077)","(15.0, 30.0, 26.153846153846153)","(5.0, 5.7, 5.355555555555555)","(2.1, 2.5, 2.504923076923077)","(3.6, 4.2, 3.9559322033898305)","(101.0, 650.0, 500.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:04:00.712362,"(7.0, 12.5, 11.51923076923077)","(15.0, 30.0, 26.153846153846153)","(5.0, 5.7, 5.397560975609756)","(2.1, 2.52, 2.4904761904761905)","(3.6, 4.2, 3.9559322033898305)","(101.0, 650.0, 500.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:04:01.820884,"(7.0, 12.5, 11.51923076923077)","(15.0, 30.0, 26.071428571428573)","(5.0, 5.7, 5.397560975609756)","(2.1, 2.5, 2.4904761904761905)","(3.6, 4.2, 3.9735849056603776)","(101.0, 650.0, 500.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:04:02.946062,"(7.0, 12.5, 11.51923076923077)","(15.0, 30.0, 25.285714285714285)","(5.0, 5.7, 5.355555555555555)","(2.1, 2.5, 2.4823529411764707)","(3.6, 4.2, 3.9735849056603776)","(101.0, 650.0, 500.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:04:04.029312,"(7.0, 12.5, 11.51923076923077)","(15.0, 30.0, 25.6)","(5.0, 5.7, 5.355555555555555)","(2.1, 2.5, 2.4904761904761905)","(3.6, 4.2, 3.9735849056603776)","(101.0, 650.0, 500.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:04:05.201942,"(7.0, 12.5, 11.51923076923077)","(15.0, 30.0, 25.6)","(5.0, 5.7, 5.397560975609756)","(2.1, 2.5, 2.4904761904761905)","(3.6, 4.2, 3.9735849056603776)","(101.0, 650.0, 500.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:04:06.243631,"(7.0, 12.5, 11.51923076923077)","(15.0, 30.0, 25.6)","(5.0, 5.7, 5.397560975609756)","(2.1, 2.5, 2.4823529411764707)","(3.6, 4.2, 3.9735849056603776)","(101.0, 650.0, 500.0)","(10.0, 23.0, 22.5)"
05-01-2023 14:04:07.336732,"(8.0, 12.5, 11.51923076923077)","(17.0, 30.0, 25.6)","(4.8, 5.7, 5.397560975609756)","(2.05, 2.5, 2.472063492063492)","(3.4, 4.2, 3.9735849056603776)","(101.0, 650.0, 500.0)","(13.0, 23.0, 22.5)"
05-01-2023 14:04:08.436948,"(8.0, 12.5, 11.51923076923077)","(17.0, 30.0, 25.6)","(4.8, 5.7, 5.355555555555555)","(2.05, 2.48, 2.465294117647059)","(3.4, 4.2, 3.933333333333333)","(101.0, 650.0, 500.0)","(13.0, 23.0, 22.5)"
05-01-2023 14:04:09.560110,"(8.0, 12.5, 11.51923076923077)","(17.0, 30.0, 25.6)","(4.8, 5.7, 5.395238095238095)","(2.05, 2.48, 2.453684210526316)","(3.4, 4.2, 3.9735849056603776)","(101.0, 650.0, 500.0)","(13.0, 23.0, 22.5)"
05-01-2023 14:04:10.805154,"(8.0, 12.5, 11.51923076923077)","(17.0, 30.0, 25.6)","(4.8, 5.7, 5.453846153846154)","(2.05, 2.48, 2.464848484848485)","(3.4, 4.2, 3.9735849056603776)","(101.0, 650.0, 500.0)","(13.0, 23.0, 22.5)"
05-01-2023 14:04:11.891008,"(8.0, 12.5, 11.51923076923077)","(17.0, 30.0, 25.6)","(4.8, 5.7, 5.453846153846154)","(2.05, 2.48, 2.453684210526316)","(3.4, 4.2, 3.9735849056603776)","(101.0, 650.0, 500.0)","(13.0, 23.0, 22.5)"
05-01-2023 14:04:12.905439,"(8.0, 12.5, 11.51923076923077)","(17.0, 29.0, 25.666666666666668)","(4.8, 5.7, 5.395238095238095)","(2.05, 2.48, 2.453684210526316)","(3.4, 4.2, 3.9735849056603776)","(101.0, 650.0, 500.0)","(13.0, 23.0, 22.5)"
05-01-2023 14:04:13.984311,"(8.0, 12.5, 11.6)","(17.0, 29.0, 25.666666666666668)","(4.8, 5.7, 5.453846153846154)","(2.05, 2.48, 2.4536507936507936)","(3.4, 4.2, 3.9735849056603776)","(101.0, 650.0, 505.0)","(13.0, 23.0, 22.5)"
05-01-2023 14:04:15.171648,"(8.0, 12.5, 11.589285714285714)","(17.0, 29.0, 25.666666666666668)","(4.8, 5.7, 5.395238095238095)","(2.05, 2.46, 2.448235294117647)","(3.4, 4.2, 3.9735849056603776)","(101.0, 650.0, 505.0)","(13.0, 23.0, 22.5)"
05-01-2023 14:04:16.274583,"(8.0, 12.5, 11.589285714285714)","(17.0, 29.0, 25.666666666666668)","(4.8, 5.7, 5.41764705882353)","(2.05, 2.46, 2.508888888888889)","(3.4, 4.2, 3.9391304347826086)","(101.0, 650.0, 505.0)","(13.0, 23.0, 22.5)"
05-01-2023 14:04:17.329445,"(8.0, 12.5, 10.475000000000001)","(17.0, 29.0, 26.857142857142858)","(4.8, 5.7, 5.4818181818181815)","(2.05, 2.52, 2.5291428571428574)","(3.4, 4.2, 3.9391304347826086)","(101.0, 650.0, 566.6666666666666)","(13.0, 23.0, 22.5)"
05-01-2023 14:04:18.312559,"(8.0, 12.5, 10.700000000000001)","(17.0, 29.0, 24.5)","(4.8, 5.7, 5.4818181818181815)","(2.05, 2.56, 2.5291428571428574)","(3.4, 4.2, 3.9391304347826086)","(101.0, 980.0, 566.6666666666666)","(13.0, 23.0, 22.25)"
05-01-2023 14:04:19.403947,"(8.0, 12.5, 10.185714285714287)","(17.0, 29.0, 25.57142857142857)","(4.8, 5.7, 5.41764705882353)","(2.05, 2.56, 2.4853658536585366)","(3.4, 4.2, 3.9391304347826086)","(101.0, 980.0, 566.6666666666666)","(13.0, 23.0, 26.545454545454547)"
05-01-2023 14:04:20.501963,"(8.0, 12.5, 10.475000000000001)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.41764705882353)","(2.05, 2.54, 2.4828571428571427)","(3.4, 4.2, 3.9391304347826086)","(101.0, 980.0, 566.6666666666666)","(13.0, 27.0, 26.615384615384617)"
05-01-2023 14:04:21.623945,"(8.0, 12.5, 10.185714285714287)","(17.0, 29.0, 24.714285714285715)","(4.8, 5.7, 5.41764705882353)","(2.05, 2.54, 2.515)","(3.4, 4.2, 3.977777777777778)","(101.0, 980.0, 505.0)","(13.0, 28.0, 23.5)"
05-01-2023 14:04:22.672089,"(7.5, 12.5, 10.185714285714287)","(17.0, 29.0, 24.714285714285715)","(4.8, 5.7, 5.41764705882353)","(2.05, 2.54, 2.462222222222222)","(3.4, 4.2, 3.977777777777778)","(101.0, 650.0, 505.0)","(13.0, 28.0, 24.823529411764707)"
05-01-2023 14:04:23.690168,"(7.5, 12.5, 10.475000000000001)","(17.0, 29.0, 24.714285714285715)","(4.8, 5.7, 5.4818181818181815)","(2.05, 2.54, 2.5244444444444443)","(3.4, 4.2, 3.977777777777778)","(101.0, 650.0, 505.0)","(13.0, 28.0, 23.5)"
05-01-2023 14:04:24.746031,"(7.5, 12.5, 10.185714285714287)","(17.0, 29.0, 24.714285714285715)","(4.8, 5.7, 5.423076923076923)","(2.05, 2.54, 2.4786206896551723)","(3.4, 4.2, 3.977777777777778)","(101.0, 650.0, 500.0)","(13.0, 28.0, 25.0)"
05-01-2023 14:04:25.827474,"(7.5, 12.5, 10.475000000000001)","(17.0, 29.0, 24.714285714285715)","(4.8, 5.7, 5.423076923076923)","(2.05, 2.52, 2.4842857142857144)","(3.4, 4.2, 3.977777777777778)","(101.0, 650.0, 500.0)","(13.0, 28.0, 25.5)"
05-01-2023 14:04:26.907979,"(7.5, 12.5, 10.185714285714287)","(17.0, 29.0, 24.714285714285715)","(4.8, 5.7, 5.423076923076923)","(2.05, 2.52, 2.4991666666666665)","(3.4, 4.2, 3.977777777777778)","(101.0, 650.0, 500.0)","(13.0, 28.0, 25.93103448275862)"
05-01-2023 14:04:27.978701,"(7.5, 12.0, 10.307692307692308)","(17.0, 29.0, 24.714285714285715)","(4.8, 5.7, 5.423076923076923)","(2.05, 2.52, 2.4991666666666665)","(3.4, 4.2, 3.977777777777778)","(101.0, 650.0, 500.0)","(13.0, 28.0, 25.93103448275862)"
05-01-2023 14:04:29.078690,"(7.5, 11.5, 11.257142857142856)","(17.0, 29.0, 24.714285714285715)","(4.8, 5.7, 5.423076923076923)","(2.05, 2.52, 2.4855172413793105)","(3.4, 4.2, 3.977777777777778)","(101.0, 650.0, 587.1428571428571)","(13.0, 28.0, 25.93103448275862)"
05-01-2023 14:04:30.189545,"(7.5, 11.5, 11.075)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.423076923076923)","(2.05, 2.52, 2.4991666666666665)","(3.4, 4.2, 3.977777777777778)","(101.0, 650.0, 435.0)","(13.0, 28.0, 25.93103448275862)"
05-01-2023 14:04:31.302511,"(7.5, 11.5, 11.257142857142856)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.423076923076923)","(2.05, 2.52, 2.505294117647059)","(3.4, 4.2, 3.977777777777778)","(101.0, 650.0, 435.0)","(13.0, 28.0, 25.93103448275862)"
05-01-2023 14:04:32.386627,"(7.5, 11.5, 11.075)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.423076923076923)","(2.05, 2.5, 2.45)","(3.4, 4.2, 3.977777777777778)","(101.0, 650.0, 435.0)","(13.0, 28.0, 25.93103448275862)"
05-01-2023 14:04:33.490537,"(7.5, 11.5, 11.075)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.423076923076923)","(2.05, 2.5, 2.4454545454545453)","(3.4, 4.2, 3.977777777777778)","(101.0, 650.0, 435.0)","(13.0, 28.0, 25.93103448275862)"
05-01-2023 14:04:34.519364,"(7.5, 11.5, 11.257142857142856)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.423076923076923)","(2.05, 2.5, 2.4454545454545453)","(3.4, 4.2, 3.977777777777778)","(101.0, 650.0, 435.0)","(13.0, 28.0, 25.36842105263158)"
05-01-2023 14:04:35.537550,"(7.5, 11.5, 11.075)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.423076923076923)","(2.05, 2.5, 2.4833333333333334)","(3.4, 4.2, 3.977777777777778)","(101.0, 650.0, 435.0)","(13.0, 28.0, 24.428571428571427)"
05-01-2023 14:04:36.549976,"(7.5, 11.5, 11.075)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.423076923076923)","(2.05, 2.5, 2.481818181818182)","(3.4, 4.2, 3.977777777777778)","(101.0, 650.0, 435.0)","(13.0, 28.0, 24.53846153846154)"
05-01-2023 14:04:37.628899,"(7.5, 11.5, 11.257142857142856)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.423076923076923)","(2.05, 2.5, 2.535833333333333)","(3.4, 4.2, 3.977777777777778)","(101.0, 650.0, 435.0)","(13.0, 28.0, 25.5)"
05-01-2023 14:04:38.695535,"(7.5, 11.5, 11.075)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.423076923076923)","(2.05, 2.54, 2.5013953488372094)","(3.4, 4.2, 4.007692307692308)","(101.0, 650.0, 435.0)","(13.0, 28.0, 24.53846153846154)"
05-01-2023 14:04:39.964571,"(7.5, 11.5, 11.257142857142856)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.52, 2.472)","(3.4, 4.1, 4.033333333333333)","(101.0, 650.0, 435.0)","(13.0, 28.0, 24.666666666666668)"
05-01-2023 14:04:41.193669,"(7.5, 11.5, 11.0)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.52, 2.488)","(3.4, 4.1, 3.98)","(101.0, 650.0, 435.0)","(13.0, 28.0, 26.47826086956522)"
05-01-2023 14:04:42.271806,"(7.5, 11.5, 10.061538461538461)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.52, 2.5646153846153847)","(3.4, 4.1, 3.98)","(101.0, 650.0, 435.0)","(13.0, 28.0, 26.47826086956522)"
05-01-2023 14:04:43.486930,"(7.5, 11.5, 10.0)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.58, 2.535)","(3.4, 4.1, 3.978846153846154)","(101.0, 650.0, 435.0)","(13.0, 28.0, 26.47826086956522)"
05-01-2023 14:04:44.789664,"(7.5, 11.5, 10.0)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.56, 2.5446153846153847)","(3.4, 4.1, 3.98)","(101.0, 650.0, 435.0)","(13.0, 28.0, 26.47826086956522)"
05-01-2023 14:04:46.007164,"(7.5, 11.5, 10.0)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.56, 2.5054545454545454)","(3.4, 4.1, 3.98)","(101.0, 650.0, 435.0)","(13.0, 28.0, 26.47826086956522)"
05-01-2023 14:04:47.191370,"(7.5, 11.5, 10.225000000000001)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.56, 2.5412500000000002)","(3.4, 4.1, 3.98)","(101.0, 650.0, 473.33333333333337)","(13.0, 28.0, 26.47826086956522)"
05-01-2023 14:04:48.321658,"(7.5, 11.5, 10.0)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.56, 2.56)","(3.4, 4.1, 3.9235294117647057)","(101.0, 980.0, 473.33333333333337)","(13.0, 28.0, 26.47826086956522)"
05-01-2023 14:04:49.345213,"(7.5, 11.5, 10.0)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.6, 2.56)","(3.4, 4.1, 3.970833333333333)","(101.0, 980.0, 473.33333333333337)","(13.0, 28.0, 27.03448275862069)"
05-01-2023 14:04:50.415285,"(7.5, 11.5, 10.225000000000001)","(17.0, 29.0, 23.857142857142858)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.58, 2.5254545454545454)","(3.4, 4.1, 3.970833333333333)","(101.0, 980.0, 475.0)","(13.0, 28.0, 27.03448275862069)"
05-01-2023 14:04:51.516925,"(7.5, 11.5, 10.0)","(17.0, 29.0, 26.0)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.58, 2.5254545454545454)","(3.4, 4.1, 3.970833333333333)","(101.0, 730.0, 475.0)","(13.0, 28.0, 26.782608695652172)"
05-01-2023 14:04:52.714136,"(7.5, 11.5, 10.0)","(17.0, 29.0, 26.0)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.58, 2.56)","(3.4, 4.1, 3.9714285714285715)","(101.0, 730.0, 475.0)","(13.0, 28.0, 26.782608695652172)"
05-01-2023 14:04:53.832473,"(7.5, 11.5, 10.225000000000001)","(17.0, 29.0, 26.0)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.58, 2.56)","(3.4, 4.1, 3.9714285714285715)","(101.0, 730.0, 475.0)","(13.0, 28.0, 26.782608695652172)"
05-01-2023 14:04:54.911359,"(7.5, 11.5, 9.772580645161291)","(17.0, 29.0, 26.0)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.58, 2.568)","(3.4, 4.1, 3.9714285714285715)","(101.0, 730.0, 475.0)","(13.0, 28.0, 26.782608695652172)"
05-01-2023 14:04:56.065278,"(7.5, 11.5, 9.772580645161291)","(17.0, 29.0, 26.0)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.58, 2.610909090909091)","(3.4, 4.1, 4.016666666666667)","(101.0, 730.0, 475.0)","(13.0, 28.0, 26.782608695652172)"
05-01-2023 14:04:57.218127,"(7.5, 11.0, 9.457831325301205)","(17.0, 29.0, 26.0)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.62, 2.6123076923076924)","(3.4, 4.1, 4.016666666666667)","(101.0, 730.0, 475.0)","(13.0, 28.0, 26.782608695652172)"
05-01-2023 14:04:58.264310,"(7.5, 10.5, 9.84)","(17.0, 29.0, 26.0)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.64, 2.5757142857142856)","(3.4, 4.1, 4.016666666666667)","(101.0, 730.0, 475.0)","(13.0, 28.0, 26.782608695652172)"
05-01-2023 14:04:59.354176,"(7.5, 10.5, 9.75)","(17.0, 29.0, 26.0)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.66, 2.613684210526316)","(3.4, 4.1, 4.016666666666667)","(101.0, 730.0, 475.0)","(13.0, 28.0, 26.782608695652172)"
05-01-2023 14:05:00.326201,"(7.5, 10.5, 9.083333333333334)","(16.0, 29.0, 26.0)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.64, 2.6221428571428573)","(3.4, 4.1, 4.016666666666667)","(101.0, 730.0, 475.0)","(13.0, 28.0, 26.782608695652172)"
05-01-2023 14:05:01.518880,"(7.5, 10.5, 10.025)","(16.0, 29.0, 26.0)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.66, 2.6100000000000003)","(3.4, 4.1, 4.016666666666667)","(101.0, 730.0, 475.0)","(13.0, 28.0, 26.782608695652172)"
05-01-2023 14:05:02.782661,"(7.5, 10.5, 10.025)","(16.0, 29.0, 26.0)","(4.8, 5.7, 5.425000000000001)","(2.05, 2.64, 2.615)","(3.4, 4.1, 3.9846153846153847)","(101.0, 730.0, 475.0)","(13.0, 28.0, 26.782608695652172)"
05-01-2023 14:05:04.011718,"(7.5, 10.5, 10.025)","(16.0, 29.0, 26.0)","(4.8, 5.7, 5.516666666666667)","(2.05, 2.64, 2.611764705882353)","(3.4, 4.1, 3.9846153846153847)","(101.0, 730.0, 475.0)","(13.0, 28.0, 26.782608695652172)"
05-01-2023 14:05:06.189053,"(7.5, 10.5, 10.12)","(16.0, 29.0, 26.0)","(4.8, 5.7, 5.577777777777778)","(2.05, 2.64, 2.6125000000000003)","(3.4, 4.1, 3.979032258064516)","(101.0, 730.0, 475.0)","(13.0, 28.0, 27.0)"
