,Archarch Cat,Limited Doro,Storminunclejack,Roses Pepino,Baytown Jagger,Baytown Get It On
21,"[datetime.datetime(2022, 11, 28, 10, 12, 7, 604821), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 7, 604821), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 7, 604821), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 7, 604821), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 7, 604821), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 7, 604821), 26.0, 220.0]"
22,"[datetime.datetime(2022, 11, 28, 10, 12, 8, 701277), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 8, 701277), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 8, 701277), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 8, 701277), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 8, 701277), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 8, 701277), 26.0, 220.0]"
23,"[datetime.datetime(2022, 11, 28, 10, 12, 9, 812913), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 9, 812913), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 9, 812913), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 9, 812913), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 9, 812913), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 9, 812913), 26.0, 220.0]"
24,"[datetime.datetime(2022, 11, 28, 10, 12, 10, 919921), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 10, 919921), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 10, 919921), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 10, 919921), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 10, 919921), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 10, 919921), 26.0, 220.0]"
25,"[datetime.datetime(2022, 11, 28, 10, 12, 12, 4138), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 12, 4138), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 12, 4138), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 12, 4138), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 12, 4138), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 12, 4138), 26.0, 220.0]"
26,"[datetime.datetime(2022, 11, 28, 10, 12, 13, 115383), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 13, 115383), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 13, 115383), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 13, 115383), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 13, 115383), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 13, 115383), 26.0, 220.0]"
27,"[datetime.datetime(2022, 11, 28, 10, 12, 14, 237353), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 14, 237353), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 14, 237353), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 14, 237353), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 14, 237353), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 14, 237353), 26.0, 220.0]"
28,"[datetime.datetime(2022, 11, 28, 10, 12, 15, 337820), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 15, 337820), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 15, 337820), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 15, 337820), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 15, 337820), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 15, 337820), 26.0, 220.0]"
29,"[datetime.datetime(2022, 11, 28, 10, 12, 16, 443890), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 16, 443890), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 16, 443890), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 16, 443890), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 16, 443890), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 16, 443890), 26.0, 220.0]"
30,"[datetime.datetime(2022, 11, 28, 10, 12, 17, 548501), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 17, 548501), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 17, 548501), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 17, 548501), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 17, 548501), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 17, 548501), 26.0, 220.0]"
31,"[datetime.datetime(2022, 11, 28, 10, 12, 18, 643715), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 18, 643715), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 18, 643715), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 18, 643715), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 18, 643715), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 18, 643715), 26.0, 220.0]"
32,"[datetime.datetime(2022, 11, 28, 10, 12, 19, 752574), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 19, 752574), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 19, 752574), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 19, 752574), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 19, 752574), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 19, 752574), 26.0, 220.0]"
33,"[datetime.datetime(2022, 11, 28, 10, 12, 20, 860942), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 20, 860942), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 20, 860942), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 20, 860942), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 20, 860942), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 20, 860942), 26.0, 220.0]"
34,"[datetime.datetime(2022, 11, 28, 10, 12, 21, 976335), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 21, 976335), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 21, 976335), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 21, 976335), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 21, 976335), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 21, 976335), 26.0, 220.0]"
35,"[datetime.datetime(2022, 11, 28, 10, 12, 23, 64720), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 23, 64720), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 23, 64720), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 23, 64720), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 23, 64720), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 23, 64720), 26.0, 220.0]"
36,"[datetime.datetime(2022, 11, 28, 10, 12, 24, 162150), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 24, 162150), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 24, 162150), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 24, 162150), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 24, 162150), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 24, 162150), 26.0, 220.0]"
37,"[datetime.datetime(2022, 11, 28, 10, 12, 25, 280226), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 25, 280226), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 25, 280226), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 25, 280226), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 25, 280226), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 25, 280226), 26.0, 220.0]"
38,"[datetime.datetime(2022, 11, 28, 10, 12, 26, 371852), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 26, 371852), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 26, 371852), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 26, 371852), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 26, 371852), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 26, 371852), 26.0, 220.0]"
39,"[datetime.datetime(2022, 11, 28, 10, 12, 27, 465297), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 27, 465297), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 27, 465297), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 27, 465297), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 27, 465297), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 27, 465297), 26.0, 220.0]"
40,"[datetime.datetime(2022, 11, 28, 10, 12, 28, 564156), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 28, 564156), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 28, 564156), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 28, 564156), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 28, 564156), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 28, 564156), 26.0, 220.0]"
41,"[datetime.datetime(2022, 11, 28, 10, 12, 29, 669553), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 29, 669553), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 29, 669553), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 29, 669553), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 29, 669553), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 29, 669553), 26.0, 220.0]"
42,"[datetime.datetime(2022, 11, 28, 10, 12, 30, 772653), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 30, 772653), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 30, 772653), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 30, 772653), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 30, 772653), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 30, 772653), 26.0, 220.0]"
43,"[datetime.datetime(2022, 11, 28, 10, 12, 31, 879480), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 31, 879480), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 31, 879480), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 31, 879480), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 31, 879480), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 31, 879480), 26.0, 220.0]"
44,"[datetime.datetime(2022, 11, 28, 10, 12, 32, 987801), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 32, 987801), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 32, 987801), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 32, 987801), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 32, 987801), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 32, 987801), 26.0, 220.0]"
45,"[datetime.datetime(2022, 11, 28, 10, 12, 34, 89373), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 34, 89373), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 34, 89373), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 34, 89373), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 34, 89373), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 34, 89373), 26.0, 220.0]"
46,"[datetime.datetime(2022, 11, 28, 10, 12, 35, 199156), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 35, 199156), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 35, 199156), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 35, 199156), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 35, 199156), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 35, 199156), 26.0, 220.0]"
47,"[datetime.datetime(2022, 11, 28, 10, 12, 36, 307832), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 36, 307832), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 36, 307832), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 36, 307832), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 36, 307832), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 36, 307832), 26.0, 220.0]"
48,"[datetime.datetime(2022, 11, 28, 10, 12, 37, 402505), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 37, 402505), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 37, 402505), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 37, 402505), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 37, 402505), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 37, 402505), 26.0, 220.0]"
49,"[datetime.datetime(2022, 11, 28, 10, 12, 38, 509445), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 38, 509445), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 38, 509445), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 38, 509445), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 38, 509445), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 38, 509445), 26.0, 220.0]"
50,"[datetime.datetime(2022, 11, 28, 10, 12, 39, 639514), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 39, 639514), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 39, 639514), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 39, 639514), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 39, 639514), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 39, 639514), 26.0, 220.0]"
51,"[datetime.datetime(2022, 11, 28, 10, 12, 40, 732569), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 40, 732569), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 40, 732569), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 40, 732569), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 40, 732569), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 40, 732569), 26.0, 220.0]"
52,"[datetime.datetime(2022, 11, 28, 10, 12, 41, 838711), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 41, 838711), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 41, 838711), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 41, 838711), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 41, 838711), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 41, 838711), 26.0, 220.0]"
53,"[datetime.datetime(2022, 11, 28, 10, 12, 42, 932373), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 12, 42, 932373), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 12, 42, 932373), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 12, 42, 932373), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 12, 42, 932373), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 12, 42, 932373), 26.0, 220.0]"
