,Little Burrito,Sketchy Zara,Winlock Too Much,Winlock Augustus,Molly And Me,Stay Humble,Askey,Typhoon Nellie
15-12-2022 15:27:58.178824,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:27:59.179646,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:00.213236,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:01.235408,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:02.261773,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:03.329600,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:04.341500,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:05.365242,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:06.372791,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:07.410885,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:08.384658,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:09.367143,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:10.432094,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:11.443769,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:12.471426,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:13.587086,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:14.669221,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:15.716652,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:16.848665,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:17.929947,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:18.971779,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:20.033978,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:21.064092,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:22.058544,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:23.066604,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:24.087996,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:25.070427,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:26.092943,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:27.160544,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:28.196001,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:29.265715,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:30.317081,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:31.358618,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:32.441770,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:33.515258,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:34.619305,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:35.668734,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:36.711741,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:37.776875,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:38.857882,"(2.9, 5.5, 3.54)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:39.909502,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:40.895572,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.636363636363637)"
15-12-2022 15:28:41.904176,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:28:42.958063,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 40.0)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:28:43.982711,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 24.6875)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:28:45.047973,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 24.6875)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:28:46.172647,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 24.6875)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:28:47.456399,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 24.6875)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:28:48.854814,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:28:50.050388,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:28:51.178251,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:28:52.244165,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:28:53.323002,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:28:54.410511,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:28:55.602134,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:28:56.824380,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:28:57.993955,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:28:59.262902,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:29:00.553138,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:29:01.709734,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:29:02.828596,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:29:03.893735,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:29:04.990505,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:29:05.995111,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:29:07.048552,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 12.176470588235293)"
15-12-2022 15:29:08.121150,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.745454545454546)"
15-12-2022 15:29:09.268252,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.440000000000001)"
15-12-2022 15:29:10.422056,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:29:11.557370,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:29:12.671877,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:29:13.749940,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:29:14.794782,"(2.9, 5.5, 3.863076923076923)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:29:15.760849,"(2.9, 5.5, 3.54)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:29:16.763877,"(2.9, 5.5, 3.54)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:29:17.787415,"(2.9, 5.5, 3.54)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:29:18.864900,"(2.9, 5.5, 3.54)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:29:19.958340,"(2.9, 5.5, 3.54)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:29:21.116313,"(2.9, 5.5, 3.54)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:29:22.210470,"(2.9, 5.5, 3.54)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:29:23.301509,"(2.9, 5.5, 3.54)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:29:24.414256,"(2.9, 5.3, 4.597142857142857)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:29:25.450187,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:29:26.485158,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:29:27.532637,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:29:28.542207,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:29:29.536637,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:29:30.578951,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 15.0, 10.2)"
