,Little Burrito,Sketchy Zara,Winlock Too Much,Winlock Augustus,Molly And Me,Stay Humble,Askey,Typhoon Nellie
15-12-2022 15:37:45.335862,"(2.9, 3.45, 3.4050000000000002)","(81.0, 580.0, 325.0)","(16.0, 44.0, 35.6)","(21.0, 65.0, 48.42857142857143)","(19.0, 36.0, 26.294117647058822)","(4.4, 5.5, 4.729629629629629)","(2.3, 3.1, 3.02)","(7.5, 14.0, 12.25)"
15-12-2022 15:37:46.305907,"(2.9, 3.45, 3.4050000000000002)","(81.0, 580.0, 325.0)","(16.0, 44.0, 35.6)","(21.0, 65.0, 48.42857142857143)","(19.0, 36.0, 26.294117647058822)","(4.4, 5.5, 4.729629629629629)","(2.3, 3.1, 3.02)","(7.5, 14.0, 12.25)"
15-12-2022 15:37:47.288006,"(2.9, 3.5, 3.4921875)","(81.0, 580.0, 325.0)","(16.0, 44.0, 36.72727272727273)","(21.0, 65.0, 48.42857142857143)","(19.0, 36.0, 26.375)","(4.4, 5.4, 5.0)","(2.3, 3.1, 3.02)","(7.5, 14.0, 12.25)"
15-12-2022 15:37:48.265595,"(2.9, 3.5, 3.4921875)","(81.0, 580.0, 325.0)","(16.0, 44.0, 36.72727272727273)","(21.0, 65.0, 48.42857142857143)","(19.0, 36.0, 26.375)","(4.4, 5.4, 4.945454545454546)","(2.3, 3.05, 3.025)","(7.5, 14.0, 12.25)"
15-12-2022 15:37:49.246347,"(2.9, 3.5, 3.4921875)","(81.0, 580.0, 325.0)","(16.0, 44.0, 36.72727272727273)","(21.0, 65.0, 48.42857142857143)","(19.0, 36.0, 26.375)","(4.4, 5.4, 4.9714285714285715)","(2.3, 3.05, 3.025)","(7.5, 14.0, 12.571428571428571)"
15-12-2022 15:37:50.216357,"(2.9, 3.5, 3.4921875)","(81.0, 580.0, 325.0)","(16.0, 44.0, 36.72727272727273)","(21.0, 65.0, 48.42857142857143)","(19.0, 36.0, 26.375)","(4.4, 5.4, 4.9714285714285715)","(2.3, 3.05, 3.011111111111111)","(7.5, 15.0, 12.666666666666666)"
15-12-2022 15:37:51.229265,"(2.9, 3.5, 3.4921875)","(81.0, 580.0, 325.0)","(16.0, 44.0, 36.72727272727273)","(21.0, 65.0, 48.42857142857143)","(19.0, 36.0, 26.375)","(4.4, 5.4, 4.9714285714285715)","(2.3, 3.05, 3.011111111111111)","(7.5, 15.0, 12.666666666666666)"
15-12-2022 15:37:52.171011,"(2.9, 3.5, 3.4921875)","(81.0, 580.0, 325.0)","(16.0, 44.0, 36.72727272727273)","(21.0, 65.0, 48.42857142857143)","(19.0, 36.0, 26.375)","(4.4, 5.4, 4.861538461538462)","(2.3, 3.05, 2.989655172413793)","(7.5, 15.0, 14.125)"
15-12-2022 15:37:53.170222,"(2.9, 3.5, 3.4921875)","(81.0, 580.0, 325.0)","(16.0, 44.0, 36.72727272727273)","(21.0, 65.0, 48.42857142857143)","(19.0, 36.0, 26.375)","(4.4, 5.4, 4.945454545454546)","(2.3, 3.05, 2.989655172413793)","(7.5, 15.0, 14.125)"
15-12-2022 15:37:54.128174,"(2.9, 3.5, 3.44375)","(81.0, 580.0, 325.0)","(16.0, 44.0, 36.72727272727273)","(21.0, 65.0, 48.42857142857143)","(19.0, 36.0, 26.375)","(4.4, 5.4, 4.945454545454546)","(2.3, 3.05, 2.989655172413793)","(7.5, 15.0, 14.0)"
15-12-2022 15:37:55.120941,"(2.9, 3.5, 3.4594594594594597)","(81.0, 580.0, 325.0)","(16.0, 44.0, 36.72727272727273)","(21.0, 65.0, 48.42857142857143)","(19.0, 36.0, 26.375)","(4.4, 5.4, 4.945454545454546)","(2.3, 3.05, 2.989655172413793)","(7.5, 15.0, 14.0)"
15-12-2022 15:37:56.083816,"(2.9, 3.5, 3.4594594594594597)","(81.0, 580.0, 325.0)","(16.0, 46.0, 34.266666666666666)","(21.0, 70.0, 50.57142857142857)","(19.0, 36.0, 27.384615384615383)","(4.4, 5.4, 4.945454545454546)","(2.3, 3.05, 2.989655172413793)","(7.5, 15.0, 14.0)"
15-12-2022 15:37:57.127733,"(2.9, 3.5, 3.4594594594594597)","(81.0, 580.0, 325.0)","(16.0, 46.0, 34.266666666666666)","(21.0, 70.0, 50.57142857142857)","(19.0, 36.0, 27.384615384615383)","(4.4, 5.4, 5.133333333333334)","(2.3, 3.0, 2.9586206896551723)","(7.5, 15.0, 14.125)"
15-12-2022 15:37:58.167993,"(2.9, 3.5, 3.4594594594594597)","(81.0, 580.0, 325.0)","(16.0, 46.0, 34.266666666666666)","(21.0, 70.0, 50.57142857142857)","(19.0, 36.0, 27.384615384615383)","(4.4, 5.4, 5.181818181818182)","(2.3, 3.0, 2.9586206896551723)","(7.5, 15.0, 14.125)"
15-12-2022 15:37:59.283978,"(2.9, 3.5, 3.4594594594594597)","(81.0, 580.0, 325.0)","(16.0, 46.0, 34.266666666666666)","(21.0, 70.0, 50.57142857142857)","(19.0, 36.0, 27.384615384615383)","(4.4, 5.4, 5.133333333333334)","(2.3, 3.0, 2.916)","(7.5, 15.0, 14.125)"
15-12-2022 15:38:00.376025,"(2.9, 3.5, 3.4594594594594597)","(81.0, 580.0, 325.0)","(16.0, 46.0, 34.266666666666666)","(21.0, 70.0, 50.57142857142857)","(19.0, 36.0, 27.384615384615383)","(4.4, 5.4, 4.763636363636364)","(2.3, 2.94, 2.9355555555555557)","(7.5, 15.0, 14.125)"
15-12-2022 15:38:01.394096,"(2.9, 3.5, 3.4594594594594597)","(81.0, 580.0, 325.0)","(16.0, 46.0, 34.266666666666666)","(21.0, 70.0, 50.57142857142857)","(19.0, 36.0, 27.384615384615383)","(4.4, 5.4, 4.763636363636364)","(2.3, 2.98, 2.9714285714285715)","(7.5, 15.0, 14.125)"
15-12-2022 15:38:02.380892,"(2.9, 3.5, 3.4594594594594597)","(81.0, 580.0, 325.0)","(16.0, 46.0, 34.266666666666666)","(21.0, 70.0, 47.33333333333333)","(19.0, 34.0, 30.57142857142857)","(4.4, 5.4, 4.988235294117647)","(2.35, 3.15, 2.9714285714285715)","(8.0, 15.0, 14.125)"
15-12-2022 15:38:03.407243,"(2.9, 3.5, 3.4594594594594597)","(81.0, 580.0, 325.0)","(16.0, 46.0, 34.266666666666666)","(21.0, 70.0, 46.2)","(19.0, 34.0, 30.57142857142857)","(4.4, 5.3, 4.925000000000001)","(2.35, 3.15, 2.9353333333333333)","(8.0, 15.0, 14.125)"
15-12-2022 15:38:04.449004,"(2.9, 3.5, 3.4765625)","(81.0, 580.0, 325.0)","(16.0, 46.0, 34.266666666666666)","(21.0, 70.0, 46.2)","(19.0, 34.0, 30.57142857142857)","(4.4, 5.3, 4.925)","(2.35, 3.15, 2.9353333333333333)","(8.0, 15.0, 14.125)"
15-12-2022 15:38:05.432979,"(2.9, 3.5, 3.4772727272727275)","(81.0, 580.0, 325.0)","(16.0, 46.0, 34.266666666666666)","(21.0, 70.0, 46.2)","(19.0, 34.0, 30.57142857142857)","(4.4, 5.3, 4.925)","(2.35, 3.15, 2.9353333333333333)","(8.0, 15.0, 14.125)"
15-12-2022 15:38:06.437881,"(2.9, 3.5, 3.4772727272727275)","(81.0, 580.0, 325.0)","(16.0, 46.0, 34.266666666666666)","(21.0, 70.0, 46.2)","(19.0, 34.0, 30.57142857142857)","(4.4, 5.2, 4.825)","(2.35, 3.15, 2.9353333333333333)","(8.0, 15.0, 14.125)"
15-12-2022 15:38:07.394864,"(2.9, 3.5, 3.4838709677419355)","(81.0, 580.0, 325.0)","(16.0, 46.0, 34.266666666666666)","(21.0, 70.0, 46.2)","(19.0, 34.0, 30.57142857142857)","(4.4, 5.2, 4.866666666666667)","(2.35, 3.15, 2.9353333333333333)","(8.0, 15.0, 14.125)"
15-12-2022 15:38:08.371205,"(2.9, 3.5, 3.4838709677419355)","(81.0, 580.0, 325.0)","(16.0, 46.0, 34.266666666666666)","(21.0, 70.0, 46.2)","(19.0, 34.0, 30.57142857142857)","(4.4, 5.2, 4.9818181818181815)","(2.35, 3.15, 2.9353333333333333)","(8.0, 15.0, 14.125)"
15-12-2022 15:38:09.315460,"(2.9, 3.5, 3.4838709677419355)","(81.0, 580.0, 325.0)","(16.0, 46.0, 34.266666666666666)","(21.0, 70.0, 46.2)","(19.0, 34.0, 30.57142857142857)","(4.4, 5.2, 4.9818181818181815)","(2.35, 3.15, 2.9353333333333333)","(8.0, 15.0, 14.125)"
15-12-2022 15:38:10.378442,"(2.9, 3.5, 3.4838709677419355)","(81.0, 580.0, 325.0)","(16.0, 46.0, 34.266666666666666)","(21.0, 70.0, 46.2)","(19.0, 34.0, 30.57142857142857)","(4.4, 5.2, 4.9818181818181815)","(2.35, 3.15, 2.9353333333333333)","(8.0, 15.0, 14.125)"
15-12-2022 15:38:11.343260,"(2.9, 3.5, 3.4838709677419355)","(81.0, 580.0, 325.0)","(16.0, 46.0, 34.266666666666666)","(21.0, 70.0, 46.2)","(19.0, 34.0, 30.57142857142857)","(4.4, 5.2, 4.8)","(2.35, 3.15, 2.9353333333333333)","(8.0, 15.0, 13.25)"
15-12-2022 15:38:12.316883,"(2.9, 3.5, 3.4838709677419355)","(81.0, 580.0, 325.0)","(16.0, 46.0, 34.266666666666666)","(21.0, 70.0, 46.2)","(19.0, 34.0, 30.57142857142857)","(4.4, 5.2, 4.872727272727273)","(2.35, 3.15, 2.9353333333333333)","(8.0, 15.0, 14.5)"
15-12-2022 15:38:13.392878,"(2.9, 3.5, 3.4838709677419355)","(81.0, 580.0, 325.0)","(16.0, 46.0, 34.266666666666666)","(21.0, 70.0, 50.57142857142857)","(19.0, 36.0, 27.384615384615383)","(4.4, 5.2, 4.927272727272728)","(2.35, 3.15, 2.9353333333333333)","(8.0, 15.0, 14.625)"
