,Alberio,King Kulafu,Justrollingaround,Charlotte Caslick,Arena Queen,Delight To Watch,Roll Play,Bated Breath
06-01-2023 13:34:41.274799,"(1.65, 2.88, 2.782222222222222)","(31.0, 65.0, 45.666666666666664)","(81.0, 170.0, 141.42857142857144)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 10.711111111111112)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 80.75)","(3.5, 4.4, 3.8543650793650794)"
06-01-2023 13:34:42.356468,"(1.65, 2.88, 2.782222222222222)","(31.0, 65.0, 45.666666666666664)","(81.0, 170.0, 141.42857142857144)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 10.755555555555556)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 80.75)","(3.5, 4.4, 3.8543650793650794)"
06-01-2023 13:34:43.402137,"(1.65, 2.48, 2.4266666666666667)","(31.0, 65.0, 45.666666666666664)","(81.0, 170.0, 141.42857142857144)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 10.879999999999999)","(7.5, 9.4, 9.2)","(41.0, 95.0, 80.75)","(3.5, 4.4, 3.8543650793650794)"
06-01-2023 13:34:44.525290,"(1.65, 2.88, 2.792)","(31.0, 65.0, 45.666666666666664)","(81.0, 170.0, 141.42857142857144)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 10.879999999999999)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 80.75)","(3.5, 4.4, 3.8543650793650794)"
06-01-2023 13:34:45.678959,"(1.65, 2.88, 2.792)","(31.0, 65.0, 45.666666666666664)","(81.0, 170.0, 141.42857142857144)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 10.8)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 80.75)","(3.5, 4.4, 3.8543650793650794)"
06-01-2023 13:34:46.808633,"(1.65, 2.88, 2.792)","(31.0, 65.0, 60.5)","(81.0, 170.0, 141.42857142857144)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 10.8)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 80.75)","(3.5, 4.4, 3.8543650793650794)"
06-01-2023 13:34:47.867039,"(1.65, 2.88, 2.792)","(31.0, 85.0, 60.5)","(81.0, 170.0, 141.42857142857144)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 10.8)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 80.75)","(3.5, 4.4, 3.8543650793650794)"
06-01-2023 13:34:48.957732,"(1.65, 2.88, 2.792)","(31.0, 80.0, 50.666666666666664)","(81.0, 170.0, 141.42857142857144)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 10.8)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 80.75)","(3.5, 4.4, 3.8543650793650794)"
06-01-2023 13:34:50.029645,"(1.65, 2.88, 2.792)","(31.0, 80.0, 50.666666666666664)","(81.0, 170.0, 141.42857142857144)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 10.8)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 80.75)","(3.5, 4.4, 3.857377049180328)"
06-01-2023 13:34:51.089968,"(1.65, 2.88, 2.782222222222222)","(31.0, 80.0, 50.666666666666664)","(81.0, 170.0, 141.42857142857144)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 10.8)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 80.75)","(3.5, 4.3, 3.857377049180328)"
06-01-2023 13:34:52.263543,"(1.65, 2.88, 2.44)","(31.0, 80.0, 50.666666666666664)","(81.0, 170.0, 141.42857142857144)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 10.8)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 80.75)","(3.5, 4.3, 3.857377049180328)"
06-01-2023 13:34:53.397445,"(1.65, 2.88, 2.44)","(31.0, 80.0, 50.666666666666664)","(81.0, 170.0, 141.42857142857144)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 10.8)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 80.75)","(3.5, 4.3, 3.857377049180328)"
06-01-2023 13:34:54.531334,"(1.65, 2.88, 2.44)","(31.0, 80.0, 50.666666666666664)","(81.0, 170.0, 141.42857142857144)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 10.8)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 80.75)","(3.5, 4.3, 3.857377049180328)"
06-01-2023 13:34:55.696688,"(1.65, 2.98, 2.8018181818181818)","(31.0, 80.0, 50.666666666666664)","(81.0, 170.0, 141.42857142857144)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 10.8)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 80.75)","(3.5, 4.3, 3.857377049180328)"
06-01-2023 13:34:56.751727,"(1.65, 2.98, 2.7666666666666666)","(31.0, 80.0, 50.666666666666664)","(81.0, 170.0, 141.42857142857144)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 10.8)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 80.75)","(3.5, 4.3, 3.857377049180328)"
06-01-2023 13:34:57.778124,"(1.65, 2.96, 2.64)","(31.0, 80.0, 50.666666666666664)","(81.0, 170.0, 141.42857142857144)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 11.280000000000001)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 80.75)","(3.5, 4.3, 3.966666666666667)"
06-01-2023 13:34:58.838929,"(1.65, 2.76, 2.38)","(31.0, 80.0, 50.666666666666664)","(81.0, 170.0, 141.42857142857144)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 8.666666666666666)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 80.75)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:34:59.931833,"(1.65, 2.74, 2.37)","(31.0, 80.0, 50.666666666666664)","(81.0, 160.0, 115.0)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 8.533333333333333)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 80.75)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:01.110420,"(1.65, 2.72, 2.64)","(31.0, 80.0, 50.666666666666664)","(81.0, 150.0, 127.14285714285714)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 8.533333333333333)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 80.75)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:02.190353,"(1.65, 2.72, 2.64)","(31.0, 80.0, 50.666666666666664)","(81.0, 130.0, 112.85714285714286)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 8.533333333333333)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 80.75)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:03.229184,"(1.65, 2.68, 2.604444444444445)","(31.0, 80.0, 50.666666666666664)","(81.0, 130.0, 112.85714285714286)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 8.533333333333333)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:04.354354,"(1.65, 2.68, 2.604444444444445)","(31.0, 80.0, 50.666666666666664)","(81.0, 130.0, 112.85714285714286)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 8.533333333333333)","(7.5, 9.4, 8.733333333333334)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:05.491200,"(1.7, 2.98, 2.784)","(31.0, 75.0, 45.75)","(81.0, 120.0, 105.71428571428572)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 8.533333333333333)","(7.0, 9.4, 8.733333333333334)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:06.678773,"(1.7, 2.96, 2.768)","(31.0, 65.0, 50.5)","(81.0, 120.0, 105.71428571428572)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 8.533333333333333)","(7.0, 9.4, 8.733333333333334)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:07.864708,"(1.7, 2.96, 2.7511111111111113)","(31.0, 65.0, 41.8)","(81.0, 120.0, 105.71428571428572)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 8.533333333333333)","(7.0, 9.4, 8.733333333333334)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:08.954529,"(1.7, 2.94, 2.825)","(31.0, 65.0, 41.8)","(81.0, 120.0, 105.71428571428572)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 8.533333333333333)","(7.0, 9.4, 8.733333333333334)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:10.091543,"(1.7, 2.94, 2.825)","(31.0, 65.0, 41.8)","(81.0, 120.0, 105.71428571428572)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 8.533333333333333)","(7.0, 9.4, 8.733333333333334)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:11.238495,"(1.7, 2.92, 2.7199999999999998)","(31.0, 65.0, 41.8)","(81.0, 120.0, 113.52941176470588)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 8.533333333333333)","(7.0, 9.4, 8.95)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:12.316493,"(1.7, 2.9, 2.79)","(31.0, 65.0, 41.8)","(81.0, 120.0, 113.52941176470588)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 8.533333333333333)","(7.0, 9.4, 8.733333333333334)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:13.439462,"(1.7, 2.9, 2.777142857142857)","(31.0, 55.0, 45.5)","(81.0, 120.0, 113.52941176470588)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 8.533333333333333)","(7.0, 9.4, 8.733333333333334)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:14.540536,"(1.7, 2.88, 2.67)","(31.0, 55.0, 45.5)","(81.0, 120.0, 113.52941176470588)","(21.0, 40.0, 33.57142857142857)","(7.0, 12.0, 8.533333333333333)","(7.0, 9.4, 8.733333333333334)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:15.542267,"(1.7, 2.86, 2.742857142857143)","(31.0, 50.0, 40.666666666666664)","(81.0, 120.0, 113.52941176470588)","(20.0, 40.0, 33.57142857142857)","(7.0, 12.0, 8.533333333333333)","(7.0, 9.4, 8.733333333333334)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:16.562324,"(1.7, 2.84, 2.6399999999999997)","(31.0, 50.0, 40.666666666666664)","(81.0, 120.0, 113.52941176470588)","(20.0, 40.0, 33.57142857142857)","(7.0, 12.0, 8.533333333333333)","(7.0, 9.4, 8.733333333333334)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:17.706044,"(1.7, 2.84, 2.6399999999999997)","(31.0, 50.0, 40.666666666666664)","(81.0, 120.0, 103.33333333333334)","(20.0, 40.0, 33.57142857142857)","(7.0, 12.0, 8.533333333333333)","(7.0, 9.4, 8.733333333333334)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:18.824864,"(1.75, 2.84, 2.6399999999999997)","(31.0, 50.0, 40.666666666666664)","(81.0, 120.0, 103.33333333333334)","(18.0, 40.0, 33.57142857142857)","(6.5, 12.0, 8.533333333333333)","(7.0, 9.4, 8.733333333333334)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:19.917042,"(1.75, 2.86, 2.742857142857143)","(31.0, 50.0, 40.666666666666664)","(81.0, 120.0, 103.33333333333334)","(18.0, 40.0, 33.57142857142857)","(6.5, 12.0, 8.533333333333333)","(7.0, 9.4, 8.733333333333334)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:21.010420,"(1.75, 2.86, 2.742857142857143)","(31.0, 50.0, 40.666666666666664)","(81.0, 120.0, 113.52941176470588)","(20.0, 40.0, 33.57142857142857)","(6.5, 12.0, 11.377777777777778)","(7.0, 9.4, 8.733333333333334)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:22.146995,"(1.75, 2.86, 2.742857142857143)","(31.0, 50.0, 40.666666666666664)","(81.0, 120.0, 113.52941176470588)","(20.0, 40.0, 33.57142857142857)","(6.5, 12.0, 11.377777777777778)","(7.0, 9.4, 8.733333333333334)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:23.212680,"(1.75, 2.86, 2.742857142857143)","(31.0, 50.0, 40.666666666666664)","(81.0, 120.0, 113.52941176470588)","(20.0, 40.0, 33.57142857142857)","(6.5, 12.0, 11.627586206896552)","(7.0, 9.4, 8.4)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:24.501152,"(1.75, 2.86, 2.742857142857143)","(31.0, 50.0, 40.666666666666664)","(81.0, 120.0, 104.28571428571428)","(20.0, 40.0, 33.57142857142857)","(6.5, 12.0, 11.627586206896552)","(7.0, 9.4, 8.4)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:25.517672,"(1.75, 2.86, 2.742857142857143)","(31.0, 50.0, 40.666666666666664)","(81.0, 120.0, 104.28571428571428)","(20.0, 40.0, 33.57142857142857)","(6.5, 12.0, 10.844444444444445)","(7.0, 9.4, 8.4)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:26.612894,"(1.75, 2.86, 2.742857142857143)","(31.0, 50.0, 40.666666666666664)","(81.0, 120.0, 80.0)","(20.0, 40.0, 33.57142857142857)","(6.5, 12.0, 9.5)","(7.0, 9.4, 8.4)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:27.734206,"(1.75, 2.86, 2.742857142857143)","(31.0, 50.0, 40.666666666666664)","(81.0, 120.0, 113.52941176470588)","(20.0, 40.0, 36.0)","(6.5, 12.0, 9.5)","(7.0, 9.4, 8.4)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:28.905293,"(1.75, 2.86, 2.742857142857143)","(31.0, 50.0, 40.666666666666664)","(81.0, 120.0, 113.52941176470588)","(20.0, 40.0, 36.0)","(6.5, 12.0, 9.6)","(7.0, 9.4, 8.4)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:30.003579,"(1.75, 2.86, 2.742857142857143)","(31.0, 50.0, 40.666666666666664)","(81.0, 120.0, 113.52941176470588)","(20.0, 40.0, 36.0)","(6.5, 12.0, 9.6)","(7.0, 9.4, 8.4)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:31.347471,"(1.75, 2.86, 2.742857142857143)","(31.0, 50.0, 40.666666666666664)","(81.0, 120.0, 113.52941176470588)","(20.0, 40.0, 36.0)","(6.5, 12.0, 9.6)","(7.0, 9.4, 8.4)","(41.0, 95.0, 78.71428571428571)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:32.527284,"(1.75, 2.86, 2.742857142857143)","(31.0, 50.0, 40.666666666666664)","(81.0, 120.0, 131.1764705882353)","(20.0, 40.0, 44.666666666666664)","(6.5, 12.0, 9.72)","(7.0, 9.4, 8.4)","(41.0, 95.0, 108.28571428571428)","(3.5, 4.2, 3.966666666666667)"
06-01-2023 13:35:33.556290,"(1.8, 2.86, 2.742857142857143)","(31.0, 55.0, 42.333333333333336)","(71.0, 140.0, 131.1764705882353)","(19.0, 50.0, 53.0)","(6.5, 13.5, 9.72)","(7.0, 9.4, 8.4)","(41.0, 120.0, 167.0)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:34.618672,"(1.8, 2.86, 2.742857142857143)","(31.0, 55.0, 42.333333333333336)","(71.0, 140.0, 131.1764705882353)","(19.0, 60.0, 53.0)","(6.5, 13.5, 9.72)","(7.0, 9.4, 8.4)","(41.0, 210.0, 103.14285714285714)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:35.611672,"(1.8, 2.86, 2.742857142857143)","(31.0, 50.0, 40.666666666666664)","(71.0, 140.0, 131.1764705882353)","(19.0, 60.0, 46.0)","(6.5, 13.5, 9.72)","(7.0, 9.4, 8.4)","(41.0, 190.0, 137.0)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:36.620639,"(1.8, 2.82, 2.482222222222222)","(31.0, 50.0, 40.666666666666664)","(71.0, 140.0, 131.1764705882353)","(19.0, 60.0, 46.0)","(6.5, 13.5, 9.72)","(7.0, 9.4, 8.4)","(41.0, 170.0, 137.0)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:37.650244,"(1.8, 2.76, 2.6963636363636363)","(31.0, 50.0, 40.666666666666664)","(71.0, 140.0, 131.1764705882353)","(19.0, 60.0, 44.42857142857143)","(6.5, 13.5, 9.72)","(7.0, 9.4, 8.4)","(41.0, 170.0, 137.0)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:38.664399,"(1.8, 2.76, 2.7016666666666667)","(31.0, 50.0, 40.666666666666664)","(71.0, 140.0, 131.1764705882353)","(19.0, 55.0, 48.833333333333336)","(6.5, 13.5, 9.72)","(7.0, 9.4, 8.4)","(41.0, 170.0, 122.0)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:39.697732,"(1.8, 2.88, 2.8116666666666665)","(31.0, 50.0, 40.666666666666664)","(71.0, 140.0, 131.1764705882353)","(19.0, 50.0, 44.666666666666664)","(6.5, 13.5, 9.72)","(7.0, 9.4, 8.4)","(41.0, 150.0, 94.0)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:40.721638,"(1.8, 2.88, 2.8116666666666665)","(31.0, 50.0, 40.666666666666664)","(71.0, 140.0, 131.1764705882353)","(19.0, 50.0, 44.666666666666664)","(6.5, 13.5, 9.72)","(7.0, 9.4, 8.4)","(41.0, 150.0, 114.5)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:41.721543,"(1.8, 2.88, 2.8116666666666665)","(31.0, 50.0, 40.666666666666664)","(71.0, 140.0, 131.1764705882353)","(19.0, 50.0, 44.666666666666664)","(6.5, 13.5, 9.72)","(7.0, 9.4, 7.733333333333333)","(41.0, 140.0, 114.5)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:42.713078,"(1.8, 2.88, 2.78)","(31.0, 50.0, 40.666666666666664)","(71.0, 140.0, 131.1764705882353)","(19.0, 50.0, 44.666666666666664)","(6.5, 13.5, 9.72)","(7.0, 9.4, 7.733333333333333)","(41.0, 140.0, 114.5)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:43.744116,"(1.8, 2.88, 2.78)","(31.0, 50.0, 40.666666666666664)","(71.0, 140.0, 131.1764705882353)","(19.0, 50.0, 44.666666666666664)","(6.5, 13.5, 9.72)","(7.0, 9.4, 7.622222222222223)","(41.0, 140.0, 89.0)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:45.059737,"(1.8, 2.74, 2.645714285714286)","(31.0, 50.0, 40.666666666666664)","(71.0, 150.0, 140.0)","(19.0, 50.0, 44.666666666666664)","(6.5, 13.5, 11.4)","(7.0, 9.4, 7.96)","(41.0, 140.0, 84.0)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:46.264576,"(1.8, 2.86, 2.748571428571428)","(31.0, 50.0, 40.666666666666664)","(71.0, 150.0, 140.0)","(19.0, 50.0, 44.666666666666664)","(6.5, 13.5, 9.72)","(7.0, 9.4, 7.96)","(41.0, 130.0, 99.5)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:47.409698,"(1.8, 2.86, 2.748571428571428)","(31.0, 50.0, 40.666666666666664)","(71.0, 160.0, 148.8235294117647)","(19.0, 50.0, 44.666666666666664)","(6.5, 13.5, 11.4)","(7.0, 9.4, 7.96)","(41.0, 120.0, 99.5)","(3.6, 4.2, 3.8846153846153846)"
06-01-2023 13:35:48.721959,"(1.8, 2.86, 2.748571428571428)","(31.0, 50.0, 40.666666666666664)","(71.0, 160.0, 93.33333333333334)","(19.0, 50.0, 44.666666666666664)","(6.5, 13.5, 11.4)","(7.0, 9.4, 7.96)","(41.0, 120.0, 99.5)","(3.6, 4.3, 3.966666666666667)"
06-01-2023 13:35:49.986866,"(1.8, 2.86, 2.748571428571428)","(31.0, 50.0, 40.666666666666664)","(71.0, 160.0, 93.33333333333334)","(19.0, 50.0, 44.666666666666664)","(6.5, 13.5, 11.4)","(7.0, 9.4, 7.96)","(41.0, 120.0, 93.33333333333334)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:51.136133,"(1.8, 2.86, 2.748571428571428)","(31.0, 50.0, 40.666666666666664)","(71.0, 160.0, 93.33333333333334)","(19.0, 50.0, 44.666666666666664)","(6.5, 13.5, 11.4)","(7.0, 9.4, 7.96)","(41.0, 120.0, 93.33333333333334)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:52.129751,"(1.8, 2.86, 2.7857142857142856)","(31.0, 50.0, 40.666666666666664)","(71.0, 160.0, 93.33333333333334)","(19.0, 50.0, 44.666666666666664)","(6.5, 13.5, 11.4)","(7.0, 9.4, 7.96)","(41.0, 120.0, 93.33333333333334)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:53.300126,"(1.8, 2.86, 2.768235294117647)","(31.0, 50.0, 40.666666666666664)","(71.0, 160.0, 132.85714285714286)","(19.0, 50.0, 44.666666666666664)","(6.5, 13.5, 11.4)","(7.0, 9.4, 7.96)","(41.0, 120.0, 78.18181818181819)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:54.419359,"(1.8, 2.86, 2.48)","(31.0, 50.0, 40.666666666666664)","(71.0, 160.0, 132.85714285714286)","(19.0, 50.0, 44.666666666666664)","(6.5, 13.5, 11.4)","(7.0, 9.4, 7.96)","(41.0, 110.0, 86.66666666666666)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:55.528810,"(1.8, 2.86, 2.8337142857142856)","(31.0, 50.0, 40.666666666666664)","(71.0, 160.0, 132.85714285714286)","(19.0, 50.0, 44.666666666666664)","(6.5, 13.5, 11.4)","(7.0, 9.4, 7.96)","(41.0, 110.0, 87.14285714285714)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:56.600544,"(1.8, 2.86, 2.684)","(31.0, 50.0, 45.0)","(71.0, 160.0, 132.85714285714286)","(19.0, 50.0, 53.0)","(6.5, 13.5, 11.4)","(7.0, 9.4, 7.96)","(41.0, 95.0, 87.14285714285714)","(3.6, 4.2, 3.966666666666667)"
06-01-2023 13:35:57.685131,"(1.8, 2.9, 2.708)","(31.0, 50.0, 43.333333333333336)","(71.0, 160.0, 132.85714285714286)","(19.0, 60.0, 53.0)","(6.5, 13.5, 11.4)","(7.0, 9.4, 7.96)","(41.0, 95.0, 87.14285714285714)","(3.6, 4.2, 3.6975806451612905)"
06-01-2023 13:35:58.777354,"(1.9, 2.76, 2.5127272727272727)","(31.0, 50.0, 43.333333333333336)","(71.0, 160.0, 132.85714285714286)","(18.0, 60.0, 44.666666666666664)","(6.5, 13.5, 11.4)","(6.5, 9.4, 7.96)","(41.0, 95.0, 87.14285714285714)","(3.5, 3.7, 3.458333333333333)"
06-01-2023 13:35:59.881500,"(1.9, 2.74, 2.59)","(31.0, 50.0, 43.333333333333336)","(71.0, 160.0, 132.85714285714286)","(18.0, 50.0, 44.666666666666664)","(6.5, 13.5, 11.4)","(6.5, 9.4, 8.2)","(41.0, 95.0, 87.14285714285714)","(3.5, 4.1, 3.802083333333333)"
06-01-2023 13:36:00.974391,"(1.9, 2.74, 2.59)","(31.0, 50.0, 43.333333333333336)","(71.0, 160.0, 93.33333333333334)","(18.0, 50.0, 44.666666666666664)","(6.5, 13.5, 11.4)","(6.5, 9.4, 7.96)","(41.0, 95.0, 87.14285714285714)","(3.5, 4.1, 3.7685714285714287)"
06-01-2023 13:36:02.074074,"(1.9, 2.94, 2.8927272727272726)","(31.0, 50.0, 43.333333333333336)","(71.0, 160.0, 93.33333333333334)","(18.0, 50.0, 44.666666666666664)","(6.5, 13.5, 11.4)","(6.5, 9.4, 7.96)","(41.0, 95.0, 77.5)","(3.5, 4.0, 3.7685714285714287)"
06-01-2023 13:36:03.194260,"(1.9, 2.94, 2.8927272727272726)","(31.0, 50.0, 43.333333333333336)","(71.0, 160.0, 76.66666666666667)","(18.0, 50.0, 44.666666666666664)","(6.5, 13.5, 11.4)","(6.5, 9.4, 7.96)","(41.0, 90.0, 77.5)","(3.5, 4.0, 3.7685714285714287)"
06-01-2023 13:36:04.317497,"(1.9, 2.94, 2.8927272727272726)","(31.0, 50.0, 43.333333333333336)","(71.0, 150.0, 105.0)","(18.0, 50.0, 44.666666666666664)","(6.5, 13.5, 11.4)","(6.5, 9.4, 7.96)","(41.0, 90.0, 78.57142857142857)","(3.5, 4.0, 3.7685714285714287)"
06-01-2023 13:36:05.463733,"(1.9, 2.94, 2.7914285714285714)","(31.0, 50.0, 43.333333333333336)","(71.0, 150.0, 105.0)","(18.0, 46.0, 43.45454545454545)","(6.5, 13.5, 10.35)","(6.5, 9.4, 7.96)","(41.0, 85.0, 78.57142857142857)","(3.5, 4.0, 3.7685714285714287)"
06-01-2023 13:36:06.643257,"(1.9, 2.9, 2.852)","(31.0, 50.0, 43.333333333333336)","(71.0, 150.0, 105.0)","(18.0, 46.0, 43.45454545454545)","(6.5, 13.5, 10.35)","(6.5, 9.4, 8.5)","(41.0, 85.0, 78.57142857142857)","(3.5, 4.0, 4.007692307692308)"
06-01-2023 13:36:07.813782,"(1.9, 2.9, 2.834285714285714)","(31.0, 70.0, 62.0)","(71.0, 150.0, 105.0)","(18.0, 46.0, 43.2)","(6.5, 13.5, 10.35)","(6.5, 9.4, 8.5)","(41.0, 85.0, 78.57142857142857)","(3.5, 4.2, 4.02)"
06-01-2023 13:36:08.936178,"(1.9, 2.94, 2.8685714285714283)","(31.0, 70.0, 65.0)","(71.0, 150.0, 105.0)","(18.0, 44.0, 41.63636363636364)","(6.5, 13.5, 10.35)","(6.5, 9.4, 8.5)","(41.0, 85.0, 79.375)","(3.5, 4.1, 4.02)"
06-01-2023 13:36:10.010983,"(1.9, 2.44, 2.4368421052631577)","(31.0, 70.0, 65.0)","(71.0, 150.0, 105.0)","(18.0, 44.0, 41.63636363636364)","(6.5, 13.5, 10.35)","(6.5, 9.4, 8.5)","(41.0, 85.0, 79.375)","(3.5, 4.1, 4.02)"
06-01-2023 13:36:11.041692,"(1.9, 2.72, 2.6033333333333335)","(31.0, 70.0, 60.0)","(71.0, 150.0, 105.0)","(18.0, 44.0, 31.25)","(6.5, 13.0, 11.85)","(6.5, 9.4, 8.5)","(41.0, 85.0, 79.375)","(3.5, 4.1, 4.02)"
