,Arch Of Titus,Cmon Mate,Clendenning,Decider,Pharoah Magic,Sir Tom,Oakfield Macka,Pudacious,Bubbas Bay,Majeedis,Emphatic Bel,Misty Dreams
15-12-2022 14:25:08.180942,"(8.0, 14.5, 11.8)","(21.0, 95.0, 84.0)","(18.0, 90.0, 57.5)","(16.0, 85.0, 31.0)","(5.0, 6.8, 6.4)","(6.5, 10.5, 9.8)","(81.0, 480.0, 217.5)","(15.0, 21.0, 20.89189189189189)","(3.1, 3.95, 3.6821428571428574)","(7.0, 9.8, 8.82)","(17.0, 30.0, 26.0)","(15.0, 27.0, 22.75)"
15-12-2022 14:25:09.716727,"(8.0, 14.5, 11.8)","(21.0, 95.0, 84.0)","(18.0, 90.0, 57.5)","(16.0, 36.0, 31.0)","(5.0, 6.8, 6.4)","(6.5, 10.5, 9.8)","(81.0, 480.0, 217.5)","(15.0, 21.0, 20.89189189189189)","(3.1, 3.95, 3.675)","(7.0, 9.8, 8.914285714285715)","(17.0, 30.0, 25.5)","(15.0, 27.0, 24.5)"
15-12-2022 14:25:11.369174,"(8.0, 14.5, 11.8)","(21.0, 95.0, 62.5)","(18.0, 90.0, 58.0)","(16.0, 36.0, 31.0)","(5.0, 6.8, 6.575)","(6.5, 10.5, 9.8)","(81.0, 460.0, 210.0)","(15.0, 21.0, 19.25)","(3.1, 3.9, 3.7)","(7.0, 9.6, 8.914285714285715)","(17.0, 30.0, 25.5)","(15.0, 26.0, 24.5)"
15-12-2022 14:25:13.303823,"(8.0, 14.5, 11.8)","(21.0, 95.0, 62.5)","(18.0, 90.0, 58.0)","(16.0, 36.0, 31.0)","(5.0, 6.8, 6.575)","(6.5, 10.5, 9.8)","(81.0, 450.0, 233.33333333333331)","(15.0, 21.0, 19.5)","(3.1, 3.9, 3.675)","(7.0, 9.6, 8.914285714285715)","(17.0, 30.0, 26.0)","(15.0, 26.0, 24.5)"
15-12-2022 14:25:15.048959,"(8.0, 14.5, 11.8)","(21.0, 95.0, 63.5)","(18.0, 90.0, 58.0)","(16.0, 36.0, 31.0)","(5.0, 6.8, 6.575)","(6.5, 10.5, 9.8)","(81.0, 440.0, 205.0)","(15.0, 21.0, 19.5)","(3.1, 3.85, 3.675)","(7.0, 9.6, 8.914285714285715)","(17.0, 30.0, 26.0)","(15.0, 26.0, 24.5)"
15-12-2022 14:25:16.565484,"(8.0, 14.5, 11.8)","(21.0, 95.0, 63.5)","(18.0, 90.0, 68.0)","(16.0, 36.0, 31.0)","(5.0, 6.8, 6.575)","(6.5, 10.5, 9.8)","(81.0, 430.0, 205.0)","(15.0, 21.0, 19.5)","(3.1, 3.85, 3.7807692307692307)","(7.0, 9.6, 8.914285714285715)","(17.0, 30.0, 26.0)","(15.0, 26.0, 22.75)"
15-12-2022 14:25:18.144685,"(8.0, 14.5, 11.8)","(21.0, 95.0, 63.5)","(18.0, 90.0, 57.5)","(16.0, 36.0, 33.0)","(5.0, 6.8, 6.575)","(6.5, 10.5, 9.233333333333333)","(81.0, 430.0, 205.0)","(15.0, 21.0, 19.5)","(3.1, 3.85, 3.796666666666667)","(7.0, 9.6, 8.914285714285715)","(17.0, 30.0, 26.8)","(15.0, 27.0, 22.75)"
15-12-2022 14:25:19.667317,"(8.0, 14.5, 12.571428571428571)","(21.0, 95.0, 69.8)","(18.0, 90.0, 57.5)","(16.0, 36.0, 33.0)","(5.0, 6.8, 6.575)","(6.5, 10.5, 9.233333333333333)","(81.0, 430.0, 188.0)","(15.0, 21.0, 19.5)","(3.1, 3.85, 3.796666666666667)","(7.0, 9.6, 8.914285714285715)","(17.0, 30.0, 26.8)","(15.0, 27.0, 22.75)"
15-12-2022 14:25:21.156637,"(8.0, 14.5, 12.571428571428571)","(21.0, 95.0, 69.8)","(18.0, 90.0, 57.5)","(16.0, 36.0, 33.0)","(5.0, 6.8, 6.575)","(6.5, 10.5, 9.233333333333333)","(81.0, 420.0, 200.0)","(15.0, 21.0, 19.5)","(3.1, 3.85, 3.796666666666667)","(7.0, 9.6, 8.914285714285715)","(17.0, 30.0, 26.8)","(15.0, 27.0, 22.75)"
15-12-2022 14:25:22.695862,"(8.0, 14.5, 12.571428571428571)","(21.0, 95.0, 69.8)","(18.0, 90.0, 58.0)","(16.0, 36.0, 31.333333333333336)","(5.0, 6.8, 6.575)","(6.5, 10.5, 9.233333333333333)","(81.0, 410.0, 200.0)","(15.0, 21.0, 20.89189189189189)","(3.1, 3.85, 3.675)","(7.0, 9.6, 8.05)","(17.0, 30.0, 26.8)","(15.0, 27.0, 24.5)"
15-12-2022 14:25:24.313166,"(8.0, 14.5, 12.277777777777779)","(21.0, 95.0, 69.8)","(18.0, 90.0, 58.0)","(16.0, 36.0, 31.333333333333336)","(5.0, 6.8, 6.575)","(6.5, 10.5, 9.233333333333333)","(81.0, 410.0, 200.0)","(15.0, 21.0, 20.89189189189189)","(3.1, 3.85, 3.675)","(7.0, 9.8, 8.05)","(17.0, 30.0, 26.8)","(15.0, 26.0, 24.5)"
15-12-2022 14:25:25.783435,"(8.0, 14.5, 12.277777777777779)","(21.0, 95.0, 69.8)","(18.0, 90.0, 58.0)","(16.0, 36.0, 31.333333333333336)","(5.0, 6.8, 6.575)","(6.5, 10.5, 9.233333333333333)","(81.0, 410.0, 200.0)","(15.0, 21.0, 20.89189189189189)","(3.1, 3.85, 3.675)","(7.0, 9.8, 8.05)","(17.0, 30.0, 26.8)","(15.0, 26.0, 24.5)"
15-12-2022 14:25:27.240373,"(8.0, 14.5, 12.277777777777779)","(21.0, 95.0, 84.5)","(18.0, 90.0, 58.0)","(16.0, 36.0, 31.333333333333336)","(5.0, 6.8, 6.575)","(6.5, 10.5, 9.233333333333333)","(81.0, 410.0, 200.0)","(15.0, 21.0, 20.89189189189189)","(3.1, 3.85, 3.675)","(7.0, 9.8, 8.05)","(17.0, 30.0, 26.8)","(15.0, 26.0, 24.5)"
15-12-2022 14:25:28.577266,"(8.0, 14.5, 12.277777777777779)","(21.0, 95.0, 84.5)","(18.0, 90.0, 58.0)","(16.0, 36.0, 31.333333333333336)","(5.0, 6.8, 6.575)","(6.5, 10.5, 9.233333333333333)","(81.0, 410.0, 200.0)","(15.0, 21.0, 20.89189189189189)","(3.1, 3.85, 3.675)","(7.0, 9.8, 8.05)","(17.0, 30.0, 26.8)","(15.0, 26.0, 24.5)"
15-12-2022 14:25:29.989437,"(8.0, 14.5, 12.277777777777779)","(21.0, 95.0, 84.5)","(18.0, 90.0, 58.0)","(16.0, 36.0, 28.0)","(5.0, 6.8, 6.575)","(6.5, 10.5, 9.233333333333333)","(81.0, 410.0, 200.0)","(15.0, 21.0, 19.333333333333332)","(3.1, 3.85, 3.675)","(7.0, 9.8, 8.05)","(17.0, 30.0, 26.8)","(15.0, 26.0, 24.5)"
15-12-2022 14:25:31.447273,"(8.0, 14.5, 12.277777777777779)","(21.0, 95.0, 84.5)","(18.0, 90.0, 58.0)","(16.0, 34.0, 28.0)","(5.0, 6.8, 5.94)","(6.5, 10.5, 9.233333333333333)","(81.0, 410.0, 200.0)","(15.0, 23.0, 19.333333333333332)","(3.1, 3.85, 3.675)","(7.0, 9.8, 8.05)","(17.0, 30.0, 26.8)","(15.0, 26.0, 24.5)"
15-12-2022 14:25:32.829620,"(8.0, 14.5, 12.277777777777779)","(21.0, 95.0, 84.5)","(18.0, 90.0, 58.0)","(16.0, 34.0, 28.0)","(5.0, 6.0, 5.94)","(6.5, 10.5, 9.233333333333333)","(81.0, 410.0, 200.0)","(15.0, 23.0, 19.333333333333332)","(3.1, 3.85, 3.675)","(7.0, 9.8, 8.05)","(17.0, 30.0, 26.8)","(15.0, 26.0, 24.5)"
15-12-2022 14:25:34.159684,"(8.0, 14.5, 12.277777777777779)","(21.0, 95.0, 84.5)","(18.0, 90.0, 58.0)","(16.0, 34.0, 28.0)","(5.0, 6.0, 5.94)","(6.5, 10.5, 9.233333333333333)","(81.0, 410.0, 200.0)","(15.0, 23.0, 19.333333333333332)","(3.1, 3.85, 3.675)","(7.0, 9.8, 8.05)","(17.0, 30.0, 26.8)","(15.0, 26.0, 24.5)"
15-12-2022 14:25:35.509664,"(8.0, 14.5, 12.277777777777779)","(21.0, 95.0, 84.5)","(18.0, 90.0, 58.0)","(16.0, 34.0, 28.0)","(5.0, 6.0, 5.94)","(6.5, 10.5, 9.233333333333333)","(81.0, 400.0, 220.0)","(15.0, 23.0, 20.5)","(3.1, 3.85, 3.675)","(7.0, 9.8, 8.05)","(17.0, 30.0, 26.8)","(15.0, 26.0, 24.5)"
15-12-2022 14:25:36.895395,"(8.0, 14.5, 12.277777777777779)","(21.0, 95.0, 84.5)","(18.0, 90.0, 58.0)","(16.0, 34.0, 28.0)","(5.0, 6.0, 5.9)","(6.5, 10.5, 9.233333333333333)","(81.0, 390.0, 213.33333333333331)","(15.0, 23.0, 20.75)","(3.1, 3.85, 3.675)","(7.0, 9.8, 7.977777777777778)","(17.0, 30.0, 26.8)","(15.0, 26.0, 24.5)"
15-12-2022 14:25:38.227847,"(8.0, 14.5, 12.277777777777779)","(21.0, 95.0, 84.5)","(18.0, 90.0, 58.0)","(16.0, 34.0, 28.0)","(5.0, 6.0, 5.857142857142857)","(6.5, 10.5, 9.233333333333333)","(81.0, 380.0, 213.33333333333331)","(15.0, 23.0, 20.75)","(3.1, 3.85, 3.675)","(7.0, 9.4, 7.977777777777778)","(17.0, 30.0, 26.8)","(15.0, 26.0, 22.75)"
15-12-2022 14:25:39.626940,"(8.0, 14.5, 12.277777777777779)","(21.0, 95.0, 84.5)","(18.0, 90.0, 58.0)","(16.0, 34.0, 28.0)","(5.0, 6.0, 5.857142857142857)","(6.5, 10.5, 9.55)","(81.0, 380.0, 210.0)","(15.0, 23.0, 20.75)","(3.1, 3.85, 3.675)","(7.0, 9.4, 7.8)","(17.0, 30.0, 27.333333333333332)","(15.0, 27.0, 22.75)"
15-12-2022 14:25:41.331703,"(8.0, 14.5, 12.277777777777779)","(21.0, 95.0, 84.5)","(18.0, 90.0, 58.0)","(16.0, 34.0, 28.0)","(5.0, 6.0, 5.857142857142857)","(6.5, 10.5, 10.025)","(81.0, 370.0, 210.0)","(15.0, 23.0, 20.75)","(3.1, 3.85, 3.675)","(7.0, 9.4, 8.292307692307693)","(17.0, 30.0, 25.333333333333332)","(15.0, 27.0, 22.75)"
15-12-2022 14:25:42.747418,"(8.0, 14.5, 12.277777777777779)","(21.0, 95.0, 84.5)","(18.0, 90.0, 58.0)","(16.0, 34.0, 28.0)","(5.0, 6.0, 5.857142857142857)","(6.5, 10.5, 10.025)","(81.0, 370.0, 210.0)","(15.0, 23.0, 20.75)","(3.1, 3.85, 3.675)","(7.0, 9.4, 8.292307692307693)","(17.0, 30.0, 25.333333333333332)","(15.0, 27.0, 22.75)"
15-12-2022 14:25:44.107810,"(8.0, 14.5, 12.277777777777779)","(21.0, 95.0, 84.5)","(18.0, 90.0, 68.66666666666666)","(16.0, 34.0, 30.0)","(5.0, 6.0, 5.963636363636364)","(6.5, 10.5, 10.122222222222222)","(81.0, 370.0, 210.0)","(15.0, 23.0, 20.75)","(3.1, 3.85, 3.8195652173913044)","(7.0, 9.4, 8.516666666666667)","(17.0, 30.0, 27.666666666666668)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:25:45.569180,"(8.0, 14.5, 12.5)","(21.0, 95.0, 84.5)","(18.0, 90.0, 68.66666666666666)","(16.0, 34.0, 30.0)","(5.0, 6.0, 5.963636363636364)","(6.5, 10.5, 10.122222222222222)","(81.0, 370.0, 210.0)","(15.0, 23.0, 20.75)","(3.1, 3.85, 3.8195652173913044)","(7.0, 9.8, 8.516666666666667)","(17.0, 30.0, 27.666666666666668)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:25:47.062552,"(8.0, 14.5, 12.5)","(21.0, 95.0, 84.5)","(18.0, 90.0, 68.66666666666666)","(16.0, 34.0, 30.0)","(5.0, 6.0, 5.963636363636364)","(6.5, 10.5, 10.122222222222222)","(81.0, 370.0, 210.0)","(15.0, 23.0, 20.75)","(3.1, 3.85, 3.8195652173913044)","(7.0, 9.8, 8.516666666666667)","(17.0, 30.0, 27.666666666666668)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:25:48.693315,"(8.0, 14.5, 12.5)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 68.66666666666666)","(16.0, 34.0, 30.0)","(5.0, 6.0, 5.963636363636364)","(6.5, 10.5, 10.122222222222222)","(81.0, 370.0, 210.0)","(15.0, 23.0, 20.75)","(3.1, 3.85, 3.8195652173913044)","(7.0, 9.8, 8.516666666666667)","(17.0, 30.0, 27.666666666666668)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:25:50.079421,"(8.0, 14.5, 12.5)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 68.66666666666666)","(16.0, 34.0, 28.0)","(5.0, 6.0, 5.963636363636364)","(6.5, 10.5, 10.122222222222222)","(81.0, 370.0, 210.0)","(15.0, 23.0, 20.75)","(3.1, 3.85, 3.8195652173913044)","(7.0, 9.8, 8.516666666666667)","(17.0, 30.0, 27.666666666666668)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:25:51.347224,"(8.0, 14.5, 12.5)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 68.66666666666666)","(16.0, 34.0, 28.0)","(5.0, 6.0, 5.963636363636364)","(6.5, 10.5, 10.122222222222222)","(81.0, 370.0, 210.0)","(15.0, 23.0, 20.75)","(3.1, 3.85, 3.8195652173913044)","(7.0, 9.8, 8.516666666666667)","(17.0, 30.0, 27.666666666666668)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:25:52.666735,"(8.0, 14.5, 12.5)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 68.66666666666666)","(16.0, 34.0, 28.0)","(5.0, 6.0, 5.963636363636364)","(6.5, 10.5, 10.122222222222222)","(81.0, 370.0, 210.0)","(15.0, 23.0, 20.75)","(3.1, 3.85, 3.8195652173913044)","(7.0, 9.8, 8.6)","(17.0, 30.0, 27.666666666666668)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:25:54.009578,"(8.0, 14.5, 12.5)","(21.0, 95.0, 63.5)","(18.0, 90.0, 68.66666666666666)","(16.0, 34.0, 28.0)","(5.0, 6.0, 5.963636363636364)","(6.5, 10.5, 10.122222222222222)","(81.0, 370.0, 210.0)","(15.0, 23.0, 20.75)","(3.1, 3.85, 3.8195652173913044)","(7.0, 9.6, 8.475)","(17.0, 30.0, 27.666666666666668)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:25:55.345308,"(8.0, 14.5, 12.5)","(21.0, 95.0, 63.5)","(18.0, 90.0, 68.66666666666666)","(16.0, 34.0, 28.0)","(5.0, 6.0, 5.963636363636364)","(6.5, 10.5, 10.122222222222222)","(81.0, 370.0, 210.0)","(15.0, 23.0, 20.75)","(3.1, 3.85, 3.8195652173913044)","(7.0, 9.6, 8.475)","(17.0, 30.0, 27.666666666666668)","(15.0, 27.0, 24.5)"
15-12-2022 14:25:56.619478,"(8.0, 14.5, 12.5)","(21.0, 95.0, 63.5)","(18.0, 90.0, 68.66666666666666)","(16.0, 34.0, 28.0)","(5.0, 6.0, 5.963636363636364)","(6.5, 10.5, 10.122222222222222)","(81.0, 370.0, 210.0)","(15.0, 23.0, 20.75)","(3.1, 3.85, 3.8195652173913044)","(7.0, 9.6, 8.475)","(17.0, 30.0, 27.666666666666668)","(15.0, 26.0, 24.5)"
15-12-2022 14:25:58.011441,"(8.0, 14.5, 12.5)","(21.0, 95.0, 63.5)","(18.0, 90.0, 68.66666666666666)","(16.0, 34.0, 28.0)","(5.0, 6.0, 5.963636363636364)","(6.5, 10.5, 10.122222222222222)","(81.0, 370.0, 210.0)","(15.0, 23.0, 20.75)","(3.1, 3.85, 3.8195652173913044)","(7.0, 9.6, 8.475)","(17.0, 30.0, 27.666666666666668)","(15.0, 26.0, 24.5)"
15-12-2022 14:25:59.415781,"(8.0, 14.5, 12.5)","(21.0, 95.0, 63.5)","(18.0, 90.0, 68.66666666666666)","(16.0, 34.0, 28.0)","(5.0, 6.0, 5.963636363636364)","(6.5, 10.5, 10.122222222222222)","(81.0, 370.0, 210.0)","(15.0, 23.0, 20.75)","(3.1, 3.85, 3.8195652173913044)","(7.0, 9.6, 8.475)","(17.0, 30.0, 27.666666666666668)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:00.759085,"(8.0, 14.5, 12.5)","(21.0, 95.0, 63.5)","(18.0, 90.0, 68.66666666666666)","(16.0, 34.0, 28.0)","(5.0, 6.0, 5.973333333333334)","(6.5, 10.5, 10.122222222222222)","(81.0, 370.0, 210.0)","(15.0, 23.0, 20.75)","(3.1, 3.85, 3.8195652173913044)","(7.0, 9.6, 8.475)","(17.0, 30.0, 27.666666666666668)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:02.388225,"(8.0, 14.5, 12.5)","(21.0, 95.0, 63.5)","(18.0, 90.0, 68.66666666666666)","(16.0, 34.0, 28.0)","(5.0, 6.0, 5.973333333333334)","(6.5, 10.5, 10.122222222222222)","(81.0, 370.0, 210.0)","(15.0, 23.0, 20.75)","(3.1, 3.85, 3.8195652173913044)","(7.0, 9.6, 8.475)","(17.0, 30.0, 27.666666666666668)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:03.851604,"(8.0, 14.5, 12.5)","(21.0, 95.0, 74.0)","(18.0, 90.0, 58.5)","(16.0, 34.0, 26.666666666666668)","(5.0, 6.0, 5.973333333333334)","(6.5, 10.5, 9.75)","(81.0, 370.0, 206.66666666666669)","(15.0, 23.0, 19.75)","(3.1, 3.85, 3.8195652173913044)","(7.0, 9.6, 8.4)","(17.0, 30.0, 27.666666666666668)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:05.565671,"(8.0, 14.5, 12.3125)","(21.0, 95.0, 74.0)","(18.0, 90.0, 64.8)","(16.0, 34.0, 26.666666666666668)","(5.0, 6.0, 5.973333333333334)","(6.5, 12.0, 9.75)","(81.0, 360.0, 203.33333333333331)","(15.0, 21.0, 19.75)","(3.1, 3.85, 3.8195652173913044)","(7.0, 9.2, 8.4)","(17.0, 30.0, 26.0)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:07.208840,"(8.0, 14.5, 12.25)","(21.0, 95.0, 74.0)","(18.0, 90.0, 64.8)","(16.0, 34.0, 26.666666666666668)","(5.0, 6.0, 5.973333333333334)","(6.5, 12.0, 9.75)","(81.0, 350.0, 203.33333333333331)","(15.0, 21.0, 19.75)","(3.1, 3.85, 3.8195652173913044)","(7.0, 9.2, 8.4)","(17.0, 30.0, 26.0)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:08.778508,"(8.0, 14.5, 12.25)","(21.0, 95.0, 74.0)","(18.0, 90.0, 64.8)","(16.0, 34.0, 26.666666666666668)","(5.0, 6.0, 5.973333333333334)","(6.5, 12.0, 9.75)","(81.0, 350.0, 203.33333333333331)","(15.0, 21.0, 19.5)","(3.1, 3.85, 3.816666666666667)","(7.0, 9.2, 7.92)","(17.0, 30.0, 26.0)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:10.137535,"(8.0, 14.5, 13.0)","(21.0, 95.0, 74.0)","(18.0, 90.0, 64.8)","(16.0, 34.0, 26.666666666666668)","(5.0, 6.0, 5.973333333333334)","(6.5, 12.0, 9.75)","(81.0, 350.0, 203.33333333333331)","(15.0, 21.0, 19.5)","(3.1, 3.85, 3.816666666666667)","(7.0, 9.2, 7.92)","(17.0, 30.0, 26.0)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:11.566422,"(8.0, 14.5, 13.0)","(21.0, 95.0, 74.0)","(18.0, 90.0, 64.8)","(16.0, 34.0, 26.666666666666668)","(5.0, 6.0, 5.973333333333334)","(6.5, 12.0, 9.75)","(81.0, 350.0, 203.33333333333331)","(15.0, 21.0, 19.5)","(3.1, 3.85, 3.808823529411765)","(7.0, 9.2, 7.92)","(17.0, 30.0, 26.0)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:12.887143,"(8.0, 14.5, 13.0)","(21.0, 95.0, 74.0)","(18.0, 90.0, 64.8)","(16.0, 34.0, 26.666666666666668)","(5.0, 6.0, 5.973333333333334)","(6.5, 12.0, 9.75)","(81.0, 350.0, 203.33333333333331)","(15.0, 21.0, 19.5)","(3.1, 3.85, 3.808823529411765)","(7.0, 9.2, 7.92)","(17.0, 30.0, 23.77777777777778)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:14.391455,"(8.0, 14.5, 13.0)","(21.0, 95.0, 74.0)","(18.0, 90.0, 64.8)","(16.0, 34.0, 26.666666666666668)","(5.0, 6.0, 5.973333333333334)","(6.5, 12.0, 9.75)","(81.0, 350.0, 203.33333333333331)","(15.0, 21.0, 19.5)","(3.1, 3.85, 3.808823529411765)","(7.0, 9.2, 7.92)","(17.0, 30.0, 23.77777777777778)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:15.861518,"(8.0, 14.5, 13.0)","(21.0, 95.0, 74.0)","(18.0, 90.0, 64.8)","(16.0, 34.0, 26.666666666666668)","(5.0, 6.0, 5.973333333333334)","(6.5, 12.0, 9.75)","(81.0, 350.0, 203.33333333333331)","(15.0, 21.0, 19.5)","(3.1, 3.85, 3.808823529411765)","(7.0, 9.2, 7.92)","(17.0, 30.0, 23.77777777777778)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:17.385572,"(8.0, 14.5, 13.0)","(21.0, 95.0, 74.0)","(18.0, 90.0, 64.8)","(16.0, 34.0, 26.666666666666668)","(5.0, 6.0, 5.973333333333334)","(6.5, 12.0, 9.75)","(81.0, 350.0, 203.33333333333331)","(15.0, 21.0, 19.5)","(3.1, 3.85, 3.808823529411765)","(7.0, 9.2, 7.92)","(17.0, 30.0, 23.77777777777778)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:18.798892,"(8.0, 14.5, 13.0)","(21.0, 95.0, 74.0)","(18.0, 90.0, 64.8)","(16.0, 34.0, 26.666666666666668)","(5.0, 6.0, 5.973333333333334)","(6.5, 12.0, 9.75)","(81.0, 350.0, 203.33333333333331)","(15.0, 21.0, 19.5)","(3.1, 3.85, 3.808823529411765)","(7.0, 9.2, 7.92)","(17.0, 30.0, 23.77777777777778)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:20.199391,"(8.0, 14.5, 13.0)","(21.0, 95.0, 74.0)","(18.0, 90.0, 64.8)","(16.0, 34.0, 26.666666666666668)","(5.0, 6.0, 5.973333333333334)","(6.5, 12.0, 9.833333333333334)","(81.0, 350.0, 203.33333333333331)","(15.0, 21.0, 20.89189189189189)","(3.1, 3.85, 3.808823529411765)","(7.0, 9.2, 7.92)","(17.0, 30.0, 23.77777777777778)","(15.0, 26.0, 23.304347826086957)"
