,Sholto,Capacitor,Pereira,Easy Eddie,Say Some Words,Mean Pop,San Marco
11-01-2023 20:42:43.259351,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:42:44.356964,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:42:45.416867,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:42:46.449735,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:42:47.492826,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:42:48.493784,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:42:49.548807,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:42:50.585783,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:42:51.688630,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:42:52.690402,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:42:53.739634,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:42:54.696906,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:42:55.752535,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:42:56.923431,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:42:58.013949,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:42:59.025031,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:00.053849,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:01.053013,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:02.044798,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:03.060953,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:04.137872,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:05.229736,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:06.233927,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:07.187060,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:08.153908,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:09.177444,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:10.241491,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:11.288522,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:12.273803,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:13.224344,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:14.180740,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:15.148427,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:16.163213,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:17.147926,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:18.116989,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:19.038828,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:20.040461,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:21.071210,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:22.120846,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.856666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:23.186448,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 3.95, 2.8266666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:24.176650,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.8266666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:25.149807,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:26.076789,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:27.129128,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:28.193038,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:29.231256,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:30.227942,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:31.216798,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:32.202238,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:33.193599,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:34.264407,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:35.345497,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:36.393687,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.6625)"
11-01-2023 20:43:37.308775,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.2, 2.6625)"
11-01-2023 20:43:38.304694,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.2, 2.631304347826087)"
11-01-2023 20:43:39.323716,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.2, 2.631304347826087)"
11-01-2023 20:43:40.461740,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.2, 2.631304347826087)"
11-01-2023 20:43:41.540418,"(3.4, 5.7, 3.73125)","(51.0, 540.0, 295.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.2, 2.631304347826087)"
11-01-2023 20:43:42.622488,"(3.4, 5.7, 3.73125)","(51.0, 530.0, 370.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.2, 2.631304347826087)"
11-01-2023 20:43:43.623660,"(3.4, 5.7, 3.73125)","(51.0, 530.0, 370.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.2, 2.631304347826087)"
11-01-2023 20:43:44.663634,"(3.4, 5.7, 3.73125)","(51.0, 530.0, 370.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.2, 2.631304347826087)"
11-01-2023 20:43:45.722511,"(3.4, 5.7, 3.73125)","(51.0, 530.0, 370.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.2, 2.631304347826087)"
11-01-2023 20:43:46.849262,"(3.4, 5.7, 3.73125)","(51.0, 530.0, 370.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.7840000000000003)","(41.0, 390.0, 216.0)","(2.5, 4.2, 2.631304347826087)"
11-01-2023 20:43:47.956211,"(3.4, 5.7, 3.73125)","(51.0, 530.0, 370.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.8622222222222224)","(41.0, 390.0, 216.0)","(2.5, 4.2, 2.631304347826087)"
11-01-2023 20:43:49.027430,"(3.4, 5.7, 3.73125)","(51.0, 530.0, 370.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.8622222222222224)","(41.0, 390.0, 216.0)","(2.5, 4.2, 2.7525)"
11-01-2023 20:43:50.069050,"(3.4, 5.7, 3.73125)","(51.0, 530.0, 370.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.789)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:51.116716,"(3.4, 5.7, 3.73125)","(51.0, 530.0, 370.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.1, 2.789)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:52.131066,"(3.4, 5.7, 3.73125)","(51.0, 530.0, 370.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.1, 2.789)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
11-01-2023 20:43:53.382971,"(3.4, 5.7, 3.73125)","(51.0, 530.0, 370.0)","(5.5, 11.0, 8.721428571428572)","(41.0, 350.0, 196.0)","(2.6, 4.1, 2.7692857142857146)","(41.0, 390.0, 216.0)","(2.5, 4.1, 2.7525)"
