,Sholto,Capacitor,Pereira,Easy Eddie,Say Some Words,Mean Pop,San Marco
11-01-2023 20:52:21.008522,"(3.4, 4.4, 3.9272727272727272)","(61.0, 310.0, 288.75)","(5.5, 6.8, 6.75)","(51.0, 120.0, 96.66666666666667)","(2.6, 3.65, 3.496153846153846)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.9, 3.7125)"
11-01-2023 20:52:22.234641,"(3.4, 4.4, 4.271428571428571)","(61.0, 310.0, 222.3529411764706)","(5.5, 6.8, 6.75)","(51.0, 120.0, 103.75)","(2.6, 3.65, 3.496153846153846)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.9, 3.6999999999999997)"
11-01-2023 20:52:23.487062,"(3.4, 4.4, 4.271428571428571)","(61.0, 340.0, 280.0)","(5.5, 6.8, 6.626086956521739)","(51.0, 120.0, 105.0)","(2.6, 3.65, 3.496153846153846)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.9, 3.75)"
11-01-2023 20:52:24.664904,"(3.4, 4.4, 4.271428571428571)","(61.0, 300.0, 280.0)","(5.5, 6.8, 6.626086956521739)","(51.0, 120.0, 105.0)","(2.6, 3.65, 3.4136363636363636)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.8)"
11-01-2023 20:52:25.766043,"(3.4, 4.4, 4.271428571428571)","(61.0, 300.0, 280.0)","(5.5, 6.8, 6.626086956521739)","(51.0, 120.0, 105.0)","(2.6, 3.65, 3.55)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7982758620689654)"
11-01-2023 20:52:26.937344,"(3.4, 4.4, 4.271428571428571)","(61.0, 300.0, 280.0)","(5.5, 6.8, 6.626086956521739)","(51.0, 120.0, 105.0)","(2.6, 3.6, 3.55)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7982758620689654)"
11-01-2023 20:52:28.078759,"(3.4, 4.4, 4.2700000000000005)","(61.0, 300.0, 280.0)","(5.5, 6.8, 6.535294117647059)","(51.0, 120.0, 105.0)","(2.6, 3.6, 3.55)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7982758620689654)"
11-01-2023 20:52:29.161250,"(3.4, 4.4, 4.092307692307692)","(61.0, 300.0, 280.0)","(5.5, 6.8, 6.535294117647059)","(51.0, 120.0, 105.0)","(2.6, 3.6, 3.55)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7982758620689654)"
11-01-2023 20:52:30.287253,"(3.4, 4.3, 4.185714285714286)","(61.0, 300.0, 280.0)","(5.5, 6.8, 6.228571428571429)","(51.0, 120.0, 105.0)","(2.6, 3.6, 3.55)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.75)"
11-01-2023 20:52:31.387909,"(3.4, 4.3, 4.185714285714286)","(61.0, 300.0, 280.0)","(5.5, 6.8, 6.228571428571429)","(51.0, 120.0, 105.0)","(2.6, 3.6, 3.5681818181818183)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.75)"
11-01-2023 20:52:32.472363,"(3.4, 4.3, 4.185714285714286)","(61.0, 300.0, 280.0)","(5.5, 6.8, 6.228571428571429)","(51.0, 120.0, 105.0)","(2.6, 3.6, 3.496153846153846)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.75)"
11-01-2023 20:52:33.552956,"(3.4, 4.3, 4.081818181818182)","(61.0, 300.0, 280.0)","(5.5, 6.8, 6.228571428571429)","(51.0, 120.0, 105.0)","(2.6, 3.65, 3.496153846153846)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.75)"
11-01-2023 20:52:34.726108,"(3.4, 4.3, 4.135)","(61.0, 300.0, 280.0)","(5.5, 6.8, 6.228571428571429)","(51.0, 120.0, 102.85714285714286)","(2.6, 3.65, 3.496153846153846)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.75)"
11-01-2023 20:52:35.883205,"(3.4, 4.2, 3.925)","(61.0, 300.0, 280.0)","(5.5, 6.8, 6.228571428571429)","(51.0, 120.0, 87.77777777777777)","(2.6, 3.65, 3.473529411764706)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7214285714285715)"
11-01-2023 20:52:36.942564,"(3.4, 4.2, 3.9454545454545453)","(61.0, 300.0, 280.0)","(5.5, 6.8, 6.16)","(51.0, 110.0, 94.61538461538461)","(2.6, 3.65, 3.496153846153846)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.8045454545454547)"
11-01-2023 20:52:37.924894,"(3.4, 4.1, 4.018181818181818)","(61.0, 300.0, 280.0)","(5.5, 6.8, 6.16)","(51.0, 110.0, 94.61538461538461)","(2.6, 3.65, 3.496153846153846)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.8)"
11-01-2023 20:52:38.852471,"(3.4, 4.1, 4.018181818181818)","(61.0, 300.0, 280.0)","(5.5, 6.8, 6.16)","(51.0, 110.0, 94.61538461538461)","(2.6, 3.65, 3.496153846153846)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.8)"
11-01-2023 20:52:39.951417,"(3.4, 4.1, 3.9499999999999997)","(61.0, 300.0, 280.0)","(5.5, 6.8, 6.16)","(51.0, 110.0, 94.61538461538461)","(2.6, 3.6, 3.456818181818182)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.8)"
11-01-2023 20:52:41.172694,"(3.4, 4.1, 3.9499999999999997)","(61.0, 300.0, 220.0)","(5.5, 6.8, 6.16)","(51.0, 110.0, 87.5)","(2.6, 3.6, 3.456818181818182)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.8)"
11-01-2023 20:52:42.394383,"(3.4, 4.1, 3.946153846153846)","(61.0, 300.0, 230.0)","(5.5, 6.8, 6.16)","(51.0, 110.0, 93.33333333333334)","(2.6, 3.6, 3.425)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.8)"
11-01-2023 20:52:43.573889,"(3.4, 4.1, 3.9749999999999996)","(61.0, 300.0, 230.0)","(5.5, 6.8, 6.3076923076923075)","(51.0, 100.0, 93.33333333333334)","(2.6, 3.6, 3.425)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.725)"
11-01-2023 20:52:44.734952,"(3.4, 4.1, 3.966666666666667)","(61.0, 300.0, 230.0)","(5.5, 6.8, 6.3076923076923075)","(51.0, 100.0, 93.33333333333334)","(2.6, 3.6, 3.5125)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7750000000000004)"
11-01-2023 20:52:45.906913,"(3.4, 4.1, 3.8708333333333336)","(61.0, 300.0, 230.0)","(5.5, 6.8, 6.16)","(51.0, 100.0, 92.5)","(2.6, 3.6, 3.5125)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7750000000000004)"
11-01-2023 20:52:47.041846,"(3.4, 4.1, 3.9519230769230766)","(61.0, 300.0, 230.0)","(5.5, 6.8, 6.16)","(51.0, 110.0, 93.33333333333333)","(2.6, 3.6, 3.5125)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7750000000000004)"
11-01-2023 20:52:48.275154,"(3.4, 4.1, 3.9519230769230766)","(61.0, 300.0, 230.0)","(5.5, 6.8, 6.404)","(51.0, 110.0, 93.33333333333333)","(2.6, 3.6, 3.54375)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7535714285714286)"
11-01-2023 20:52:49.361173,"(3.4, 4.1, 3.9625)","(61.0, 300.0, 230.0)","(5.5, 6.8, 6.404)","(51.0, 110.0, 89.16666666666667)","(2.6, 3.6, 3.54375)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7535714285714286)"
11-01-2023 20:52:50.444305,"(3.3, 4.1, 3.913953488372093)","(61.0, 300.0, 230.0)","(5.5, 6.8, 6.404)","(61.0, 110.0, 89.16666666666667)","(2.6, 3.6, 3.54375)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7535714285714286)"
11-01-2023 20:52:51.403388,"(3.3, 4.1, 3.91025641025641)","(61.0, 300.0, 230.0)","(5.5, 6.8, 6.336842105263158)","(61.0, 110.0, 89.16666666666667)","(2.6, 3.6, 3.5052631578947366)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7750000000000004)"
11-01-2023 20:52:52.355674,"(3.3, 4.1, 3.91025641025641)","(61.0, 300.0, 230.0)","(5.5, 6.8, 6.463157894736842)","(61.0, 110.0, 89.16666666666667)","(2.6, 3.6, 3.5142857142857142)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7750000000000004)"
11-01-2023 20:52:53.316927,"(3.3, 4.1, 3.91025641025641)","(61.0, 300.0, 230.0)","(5.5, 6.8, 6.463157894736842)","(61.0, 100.0, 90.0)","(2.6, 3.6, 3.5142857142857142)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7750000000000004)"
11-01-2023 20:52:54.275663,"(3.3, 4.1, 3.91025641025641)","(61.0, 300.0, 230.0)","(5.5, 6.8, 6.463157894736842)","(61.0, 110.0, 93.33333333333333)","(2.6, 3.6, 3.5142857142857142)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7750000000000004)"
11-01-2023 20:52:55.347440,"(3.3, 4.1, 3.855)","(61.0, 290.0, 225.0)","(5.5, 6.8, 6.553846153846154)","(61.0, 100.0, 90.0)","(2.6, 3.6, 3.5142857142857142)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7750000000000004)"
11-01-2023 20:52:56.327523,"(3.3, 4.1, 3.983333333333333)","(61.0, 290.0, 225.0)","(5.5, 6.8, 6.553846153846154)","(61.0, 100.0, 90.0)","(2.6, 3.6, 3.533333333333333)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7750000000000004)"
11-01-2023 20:52:57.628407,"(3.3, 4.1, 3.983333333333333)","(61.0, 290.0, 225.0)","(5.5, 6.8, 6.553846153846154)","(61.0, 100.0, 93.33333333333333)","(2.6, 3.6, 3.518181818181818)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7666666666666666)"
11-01-2023 20:52:58.603405,"(3.3, 4.1, 4.0249999999999995)","(61.0, 290.0, 225.0)","(5.5, 6.8, 6.553846153846154)","(61.0, 110.0, 93.33333333333333)","(2.6, 3.6, 3.518181818181818)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7805555555555554)"
11-01-2023 20:52:59.616943,"(3.3, 4.1, 4.0249999999999995)","(61.0, 290.0, 225.0)","(5.5, 6.8, 6.553846153846154)","(61.0, 110.0, 93.33333333333333)","(2.6, 3.6, 3.533333333333333)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7666666666666666)"
11-01-2023 20:53:01.054673,"(3.3, 4.1, 4.0249999999999995)","(61.0, 290.0, 225.0)","(5.5, 6.8, 6.553846153846154)","(61.0, 100.0, 90.0)","(2.6, 3.6, 3.533333333333333)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7666666666666666)"
11-01-2023 20:53:02.073701,"(3.3, 4.1, 4.0249999999999995)","(61.0, 290.0, 225.0)","(5.5, 6.8, 6.553846153846154)","(61.0, 100.0, 93.33333333333333)","(2.6, 3.6, 3.573913043478261)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7805555555555554)"
11-01-2023 20:53:03.214265,"(3.3, 4.1, 3.9875)","(61.0, 290.0, 225.0)","(5.5, 6.8, 6.32)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.533333333333333)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7805555555555554)"
11-01-2023 20:53:04.263987,"(3.3, 4.3, 4.157142857142857)","(61.0, 290.0, 225.0)","(5.5, 6.8, 6.32)","(61.0, 110.0, 80.0)","(2.6, 3.6, 3.533333333333333)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.725)"
11-01-2023 20:53:05.318490,"(3.3, 4.3, 4.008333333333333)","(61.0, 290.0, 271.25)","(5.5, 6.8, 6.32)","(61.0, 100.0, 80.0)","(2.6, 3.6, 3.518181818181818)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.75)"
11-01-2023 20:53:06.436302,"(3.3, 4.3, 4.094117647058823)","(61.0, 350.0, 250.0)","(5.5, 6.8, 6.32)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.525)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.75)"
11-01-2023 20:53:07.485864,"(3.3, 4.3, 4.094117647058823)","(61.0, 350.0, 200.0)","(5.5, 6.8, 6.32)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.525)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.75)"
11-01-2023 20:53:08.540006,"(3.3, 4.3, 4.094117647058823)","(61.0, 350.0, 200.0)","(5.5, 6.8, 6.32)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.525)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.75)"
11-01-2023 20:53:09.514090,"(3.3, 4.3, 4.008333333333333)","(61.0, 350.0, 200.0)","(5.5, 6.8, 6.32)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.525)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7214285714285715)"
11-01-2023 20:53:10.532515,"(3.3, 4.3, 4.081818181818182)","(61.0, 350.0, 200.0)","(5.5, 6.8, 6.32)","(61.0, 100.0, 83.33333333333333)","(2.6, 3.6, 3.525)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7214285714285715)"
11-01-2023 20:53:11.566891,"(3.3, 4.3, 4.081818181818182)","(61.0, 290.0, 225.0)","(5.5, 6.8, 6.32)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.525)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7315789473684213)"
11-01-2023 20:53:12.598574,"(3.3, 4.3, 4.081818181818182)","(61.0, 290.0, 225.0)","(5.5, 6.8, 6.32)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.5052631578947366)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.7)"
11-01-2023 20:53:13.591174,"(3.3, 4.3, 4.081818181818182)","(61.0, 290.0, 225.0)","(5.5, 6.8, 6.32)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.5052631578947366)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.725)"
11-01-2023 20:53:14.553632,"(3.3, 4.3, 4.081818181818182)","(61.0, 290.0, 225.0)","(5.5, 6.8, 6.32)","(61.0, 100.0, 80.0)","(2.6, 3.6, 3.5052631578947366)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.6892857142857145)"
11-01-2023 20:53:15.493658,"(3.3, 4.3, 4.081818181818182)","(61.0, 290.0, 225.0)","(5.5, 6.8, 6.32)","(61.0, 100.0, 80.0)","(2.6, 3.6, 3.456)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.6892857142857145)"
11-01-2023 20:53:16.421535,"(3.3, 4.3, 4.027272727272727)","(61.0, 280.0, 262.5)","(5.5, 6.8, 6.32)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.4105263157894736)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.725)"
11-01-2023 20:53:17.414254,"(3.3, 4.2, 4.10625)","(61.0, 280.0, 262.5)","(5.5, 6.8, 6.32)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.4941176470588236)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.6833333333333336)"
11-01-2023 20:53:18.367893,"(3.3, 4.3, 4.109090909090909)","(61.0, 280.0, 262.5)","(5.5, 6.8, 6.32)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.4941176470588236)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.773076923076923)"
11-01-2023 20:53:19.801448,"(3.3, 4.3, 4.075)","(61.0, 280.0, 262.5)","(5.5, 6.8, 6.32)","(61.0, 110.0, 80.0)","(2.6, 3.6, 3.4941176470588236)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.773076923076923)"
11-01-2023 20:53:20.930146,"(3.3, 4.3, 4.075)","(61.0, 280.0, 262.5)","(5.5, 6.8, 6.32)","(61.0, 100.0, 83.33333333333333)","(2.6, 3.6, 3.5035714285714286)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.757142857142857)"
11-01-2023 20:53:22.062023,"(3.3, 4.3, 4.075)","(61.0, 280.0, 262.5)","(5.5, 6.8, 6.32)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.5035714285714286)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.757142857142857)"
11-01-2023 20:53:23.159677,"(3.3, 4.3, 4.075)","(61.0, 280.0, 262.5)","(5.5, 6.8, 6.32)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.5035714285714286)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.757142857142857)"
11-01-2023 20:53:24.417372,"(3.3, 4.2, 4.158333333333333)","(61.0, 280.0, 262.5)","(5.5, 6.8, 6.32)","(61.0, 110.0, 85.0)","(2.6, 3.6, 3.477272727272727)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.85, 3.763235294117647)"
11-01-2023 20:53:25.704838,"(3.3, 4.3, 4.10625)","(61.0, 280.0, 262.5)","(5.5, 6.8, 6.292307692307692)","(61.0, 100.0, 83.33333333333333)","(2.6, 3.6, 3.5076923076923077)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7076923076923074)"
11-01-2023 20:53:26.873354,"(3.3, 4.2, 4.10625)","(61.0, 280.0, 315.0)","(5.5, 6.8, 6.433333333333334)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.496875)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.6941176470588233)"
11-01-2023 20:53:27.929716,"(3.3, 4.3, 3.9830188679245286)","(61.0, 340.0, 315.0)","(5.5, 6.8, 6.433333333333334)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.496875)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.6941176470588233)"
11-01-2023 20:53:29.025303,"(3.3, 4.3, 3.9830188679245286)","(61.0, 340.0, 315.0)","(5.5, 6.8, 6.433333333333334)","(61.0, 110.0, 80.0)","(2.6, 3.6, 3.496875)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.74375)"
11-01-2023 20:53:30.067565,"(3.3, 4.3, 3.9830188679245286)","(61.0, 340.0, 315.0)","(5.5, 6.8, 6.6117647058823525)","(61.0, 100.0, 80.0)","(2.6, 3.6, 3.54375)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.74375)"
11-01-2023 20:53:31.117179,"(3.3, 4.2, 3.965217391304348)","(61.0, 340.0, 250.0)","(5.5, 6.6, 6.458823529411765)","(61.0, 100.0, 83.33333333333333)","(2.6, 3.6, 3.506818181818182)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.74375)"
11-01-2023 20:53:32.285497,"(3.3, 4.1, 3.811111111111111)","(61.0, 340.0, 250.0)","(5.5, 6.6, 6.557142857142857)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.65, 3.5)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7035714285714283)"
11-01-2023 20:53:33.376911,"(3.3, 4.3, 3.851020408163265)","(61.0, 340.0, 250.0)","(5.5, 6.6, 6.557142857142857)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.65, 3.53)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7035714285714283)"
11-01-2023 20:53:34.400668,"(3.3, 4.2, 4.022222222222222)","(61.0, 340.0, 250.0)","(5.5, 6.6, 6.557142857142857)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.65, 3.53)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7035714285714283)"
11-01-2023 20:53:35.526099,"(3.3, 4.2, 4.022222222222222)","(61.0, 350.0, 187.14285714285714)","(5.5, 6.6, 6.557142857142857)","(61.0, 100.0, 83.33333333333333)","(2.6, 3.65, 3.53)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7035714285714283)"
11-01-2023 20:53:36.491211,"(3.3, 4.2, 3.966666666666667)","(61.0, 280.0, 220.0)","(5.5, 6.6, 6.557142857142857)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.65, 3.53)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7035714285714283)"
11-01-2023 20:53:37.575654,"(3.3, 4.2, 3.9958333333333336)","(61.0, 280.0, 220.0)","(5.5, 6.6, 6.564705882352941)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.65, 3.4625)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7035714285714283)"
11-01-2023 20:53:38.624855,"(3.3, 4.2, 3.9958333333333336)","(61.0, 280.0, 220.0)","(5.5, 6.6, 6.557142857142857)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.44375)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7035714285714283)"
11-01-2023 20:53:39.760960,"(3.3, 4.2, 3.9958333333333336)","(61.0, 270.0, 215.0)","(5.5, 6.6, 6.557142857142857)","(61.0, 110.0, 80.0)","(2.6, 3.6, 3.497727272727273)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7625)"
11-01-2023 20:53:40.827112,"(3.3, 4.2, 3.9295454545454547)","(61.0, 270.0, 215.0)","(5.5, 6.6, 6.557142857142857)","(61.0, 100.0, 80.0)","(2.6, 3.6, 3.497727272727273)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7625)"
11-01-2023 20:53:41.951346,"(3.3, 4.2, 3.9295454545454547)","(61.0, 270.0, 215.0)","(5.5, 6.6, 6.433333333333333)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.52)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7625)"
11-01-2023 20:53:43.056336,"(3.3, 4.2, 3.9295454545454547)","(61.0, 270.0, 215.0)","(5.5, 6.6, 6.433333333333333)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.52)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7625)"
11-01-2023 20:53:44.221198,"(3.3, 4.2, 3.9295454545454547)","(61.0, 270.0, 215.0)","(5.5, 6.6, 6.433333333333333)","(61.0, 110.0, 76.66666666666667)","(2.6, 3.6, 3.5076923076923077)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.6714285714285713)"
11-01-2023 20:53:45.289334,"(3.3, 4.1, 4.05)","(61.0, 270.0, 215.0)","(5.5, 6.6, 6.433333333333333)","(61.0, 110.0, 76.66666666666667)","(2.6, 3.6, 3.5076923076923077)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.76875)"
11-01-2023 20:53:46.538710,"(3.3, 4.1, 3.9875)","(61.0, 270.0, 215.0)","(5.5, 6.6, 6.557142857142857)","(61.0, 100.0, 83.33333333333333)","(2.6, 3.6, 3.5076923076923077)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7642857142857142)"
11-01-2023 20:53:47.662015,"(3.3, 4.2, 3.8857142857142857)","(61.0, 270.0, 215.0)","(5.5, 6.6, 6.564705882352941)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.5076923076923077)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7642857142857142)"
11-01-2023 20:53:48.826294,"(3.3, 4.2, 3.9454545454545453)","(61.0, 270.0, 215.0)","(5.5, 6.6, 6.557142857142857)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.5076923076923077)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7642857142857142)"
11-01-2023 20:53:49.932755,"(3.3, 4.2, 3.9565217391304346)","(61.0, 270.0, 215.0)","(5.5, 6.6, 6.557142857142857)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.5076923076923077)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7555555555555555)"
11-01-2023 20:53:51.018679,"(3.3, 4.2, 3.9229166666666666)","(61.0, 350.0, 178.57142857142858)","(5.5, 6.6, 6.557142857142857)","(61.0, 100.0, 83.33333333333333)","(2.6, 3.6, 3.5035714285714286)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7555555555555555)"
11-01-2023 20:53:52.104086,"(3.3, 4.2, 3.88125)","(61.0, 340.0, 245.0)","(5.5, 6.6, 6.557142857142857)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.5035714285714286)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7555555555555555)"
11-01-2023 20:53:53.140179,"(3.3, 4.1, 4.058333333333333)","(61.0, 340.0, 245.0)","(5.5, 6.6, 6.433333333333333)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.48)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7555555555555555)"
11-01-2023 20:53:54.224473,"(3.3, 4.1, 4.058333333333333)","(61.0, 340.0, 245.0)","(5.5, 6.6, 6.433333333333333)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.5076923076923077)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7555555555555555)"
11-01-2023 20:53:55.322691,"(3.3, 4.1, 4.058333333333333)","(61.0, 340.0, 245.0)","(5.5, 6.6, 6.433333333333333)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.5076923076923077)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7555555555555555)"
11-01-2023 20:53:56.442329,"(3.3, 4.1, 4.058333333333333)","(61.0, 340.0, 245.0)","(5.5, 7.0, 6.722222222222222)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.4181818181818184)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7111111111111112)"
11-01-2023 20:53:57.602225,"(3.3, 4.2, 3.9789473684210526)","(61.0, 340.0, 245.0)","(5.5, 7.0, 6.555555555555555)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.6, 3.4181818181818184)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.8, 3.7875)"
11-01-2023 20:53:58.757737,"(3.3, 4.2, 3.9789473684210526)","(61.0, 340.0, 225.0)","(5.5, 7.0, 6.36)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.55, 3.4586956521739127)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.9, 3.6882352941176473)"
11-01-2023 20:53:59.969559,"(3.3, 4.2, 3.9267857142857143)","(61.0, 270.0, 225.0)","(5.5, 7.0, 6.36)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.55, 3.4375)","(51.0, 80.0, 73.18181818181819)","(2.6, 3.9, 3.7736842105263158)"
11-01-2023 20:54:01.084560,"(3.3, 4.2, 3.9288461538461537)","(61.0, 270.0, 240.0)","(5.5, 7.0, 6.36)","(61.0, 110.0, 93.33333333333333)","(2.6, 3.55, 3.3138888888888887)","(51.0, 80.0, 68.0)","(2.6, 3.9, 3.792)"
11-01-2023 20:54:02.224191,"(3.3, 4.2, 3.9517241379310346)","(61.0, 270.0, 240.0)","(5.5, 7.0, 6.9)","(61.0, 110.0, 83.33333333333333)","(2.6, 3.55, 3.4)","(51.0, 80.0, 74.23076923076923)","(2.6, 3.9, 3.7714285714285714)"
