,Fleur Bale,Zodiac Bale,Tiggers Run,Crooked Shadows,Kentucky Giblet,Saint Bogan,Son Of Kimetto,Send It Blue
16,"[datetime.datetime(2022, 11, 28, 14, 5, 41, 556515), 2.35, 2.36]","[datetime.datetime(2022, 11, 28, 14, 5, 41, 556515), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 5, 41, 556515), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 5, 41, 556515), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 5, 41, 556515), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 14, 5, 41, 556515), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 5, 41, 556515), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 41, 556515), 8.0, 16.5]"
17,"[datetime.datetime(2022, 11, 28, 14, 5, 42, 688034), 2.35, 2.36]","[datetime.datetime(2022, 11, 28, 14, 5, 42, 688034), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 5, 42, 688034), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 5, 42, 688034), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 5, 42, 688034), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 14, 5, 42, 688034), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 5, 42, 688034), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 42, 688034), 8.0, 16.5]"
18,"[datetime.datetime(2022, 11, 28, 14, 5, 43, 815078), 2.35, 2.36]","[datetime.datetime(2022, 11, 28, 14, 5, 43, 815078), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 5, 43, 815078), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 5, 43, 815078), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 5, 43, 815078), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 14, 5, 43, 815078), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 5, 43, 815078), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 43, 815078), 8.0, 16.5]"
19,"[datetime.datetime(2022, 11, 28, 14, 5, 44, 949273), 2.35, 2.36]","[datetime.datetime(2022, 11, 28, 14, 5, 44, 949273), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 5, 44, 949273), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 5, 44, 949273), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 5, 44, 949273), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 14, 5, 44, 949273), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 5, 44, 949273), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 44, 949273), 8.0, 16.5]"
20,"[datetime.datetime(2022, 11, 28, 14, 5, 46, 78340), 2.35, 2.36]","[datetime.datetime(2022, 11, 28, 14, 5, 46, 78340), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 5, 46, 78340), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 5, 46, 78340), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 5, 46, 78340), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 14, 5, 46, 78340), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 5, 46, 78340), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 46, 78340), 8.0, 16.5]"
21,"[datetime.datetime(2022, 11, 28, 14, 5, 47, 214309), 2.35, 2.36]","[datetime.datetime(2022, 11, 28, 14, 5, 47, 214309), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 5, 47, 214309), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 5, 47, 214309), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 5, 47, 214309), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 14, 5, 47, 214309), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 5, 47, 214309), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 47, 214309), 8.0, 16.5]"
22,"[datetime.datetime(2022, 11, 28, 14, 5, 48, 387278), 2.35, 2.36]","[datetime.datetime(2022, 11, 28, 14, 5, 48, 387278), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 5, 48, 387278), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 5, 48, 387278), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 5, 48, 387278), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 14, 5, 48, 387278), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 5, 48, 387278), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 48, 387278), 8.0, 16.5]"
23,"[datetime.datetime(2022, 11, 28, 14, 5, 49, 515724), 2.35, 2.36]","[datetime.datetime(2022, 11, 28, 14, 5, 49, 515724), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 5, 49, 515724), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 5, 49, 515724), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 5, 49, 515724), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 14, 5, 49, 515724), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 5, 49, 515724), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 49, 515724), 8.0, 16.5]"
24,"[datetime.datetime(2022, 11, 28, 14, 5, 50, 648820), 2.35, 2.36]","[datetime.datetime(2022, 11, 28, 14, 5, 50, 648820), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 5, 50, 648820), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 5, 50, 648820), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 5, 50, 648820), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 14, 5, 50, 648820), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 5, 50, 648820), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 50, 648820), 8.0, 16.5]"
25,"[datetime.datetime(2022, 11, 28, 14, 5, 51, 782959), 2.35, 2.36]","[datetime.datetime(2022, 11, 28, 14, 5, 51, 782959), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 5, 51, 782959), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 5, 51, 782959), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 5, 51, 782959), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 14, 5, 51, 782959), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 5, 51, 782959), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 51, 782959), 8.0, 16.5]"
26,"[datetime.datetime(2022, 11, 28, 14, 5, 52, 935221), 2.35, 2.36]","[datetime.datetime(2022, 11, 28, 14, 5, 52, 935221), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 5, 52, 935221), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 5, 52, 935221), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 5, 52, 935221), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 14, 5, 52, 935221), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 5, 52, 935221), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 52, 935221), 8.0, 16.5]"
27,"[datetime.datetime(2022, 11, 28, 14, 5, 54, 74885), 2.3, 2.36]","[datetime.datetime(2022, 11, 28, 14, 5, 54, 74885), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 5, 54, 74885), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 5, 54, 74885), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 5, 54, 74885), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 14, 5, 54, 74885), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 5, 54, 74885), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 54, 74885), 8.0, 16.5]"
28,"[datetime.datetime(2022, 11, 28, 14, 5, 55, 208830), 2.3, 2.36]","[datetime.datetime(2022, 11, 28, 14, 5, 55, 208830), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 5, 55, 208830), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 5, 55, 208830), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 5, 55, 208830), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 14, 5, 55, 208830), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 5, 55, 208830), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 55, 208830), 8.0, 16.5]"
29,"[datetime.datetime(2022, 11, 28, 14, 5, 56, 345818), 2.3, 2.36]","[datetime.datetime(2022, 11, 28, 14, 5, 56, 345818), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 5, 56, 345818), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 5, 56, 345818), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 5, 56, 345818), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 14, 5, 56, 345818), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 5, 56, 345818), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 56, 345818), 8.0, 16.5]"
30,"[datetime.datetime(2022, 11, 28, 14, 5, 57, 483683), 2.3, 2.36]","[datetime.datetime(2022, 11, 28, 14, 5, 57, 483683), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 5, 57, 483683), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 5, 57, 483683), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 5, 57, 483683), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 14, 5, 57, 483683), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 5, 57, 483683), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 57, 483683), 8.0, 16.5]"
31,"[datetime.datetime(2022, 11, 28, 14, 5, 58, 620090), 2.3, 2.36]","[datetime.datetime(2022, 11, 28, 14, 5, 58, 620090), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 5, 58, 620090), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 5, 58, 620090), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 5, 58, 620090), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 14, 5, 58, 620090), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 5, 58, 620090), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 58, 620090), 8.0, 16.5]"
32,"[datetime.datetime(2022, 11, 28, 14, 5, 59, 755753), 2.3, 2.36]","[datetime.datetime(2022, 11, 28, 14, 5, 59, 755753), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 5, 59, 755753), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 5, 59, 755753), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 5, 59, 755753), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 5, 59, 755753), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 5, 59, 755753), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 59, 755753), 8.0, 16.5]"
33,"[datetime.datetime(2022, 11, 28, 14, 6, 0, 893037), 2.3, 2.36]","[datetime.datetime(2022, 11, 28, 14, 6, 0, 893037), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 6, 0, 893037), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 6, 0, 893037), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 6, 0, 893037), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 6, 0, 893037), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 6, 0, 893037), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 0, 893037), 8.0, 16.5]"
34,"[datetime.datetime(2022, 11, 28, 14, 6, 2, 19073), 2.3, 2.36]","[datetime.datetime(2022, 11, 28, 14, 6, 2, 19073), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 6, 2, 19073), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 6, 2, 19073), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 6, 2, 19073), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 6, 2, 19073), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 6, 2, 19073), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 2, 19073), 8.0, 16.5]"
35,"[datetime.datetime(2022, 11, 28, 14, 6, 3, 150603), 2.3, 2.36]","[datetime.datetime(2022, 11, 28, 14, 6, 3, 151603), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 6, 3, 151603), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 6, 3, 151603), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 6, 3, 151603), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 6, 3, 151603), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 6, 3, 151603), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 3, 151603), 8.0, 16.5]"
36,"[datetime.datetime(2022, 11, 28, 14, 6, 4, 280951), 2.3, 2.36]","[datetime.datetime(2022, 11, 28, 14, 6, 4, 280951), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 6, 4, 280951), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 6, 4, 280951), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 6, 4, 280951), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 6, 4, 280951), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 6, 4, 280951), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 4, 280951), 8.0, 16.5]"
37,"[datetime.datetime(2022, 11, 28, 14, 6, 5, 417856), 2.3, 2.36]","[datetime.datetime(2022, 11, 28, 14, 6, 5, 417856), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 6, 5, 417856), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 6, 5, 417856), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 6, 5, 417856), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 6, 5, 417856), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 6, 5, 417856), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 5, 417856), 8.0, 16.5]"
38,"[datetime.datetime(2022, 11, 28, 14, 6, 6, 547603), 2.3, 2.36]","[datetime.datetime(2022, 11, 28, 14, 6, 6, 547603), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 6, 6, 547603), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 6, 6, 547603), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 6, 6, 547603), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 6, 6, 547603), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 6, 6, 547603), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 6, 547603), 8.0, 16.5]"
39,"[datetime.datetime(2022, 11, 28, 14, 6, 7, 675194), 2.3, 2.36]","[datetime.datetime(2022, 11, 28, 14, 6, 7, 675194), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 6, 7, 675194), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 6, 7, 675194), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 6, 7, 675194), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 6, 7, 675194), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 6, 7, 675194), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 7, 675194), 8.0, 16.5]"
