,Wonder Brahma,Justadude,Wine Oclock,Bracewell,Ghost Hunter,Nomoretawq,Trogan Prince,Super Bound
10,"[datetime.datetime(2022, 11, 28, 15, 28, 33, 992280), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 33, 992280), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 33, 992280), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 28, 33, 992280), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 33, 992280), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 15, 28, 33, 992280), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 33, 992280), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 33, 992280), 21.0, 48.0]"
11,"[datetime.datetime(2022, 11, 28, 15, 28, 35, 119543), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 35, 119543), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 35, 119543), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 28, 35, 119543), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 35, 119543), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 15, 28, 35, 119543), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 35, 119543), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 35, 119543), 21.0, 48.0]"
12,"[datetime.datetime(2022, 11, 28, 15, 28, 36, 264140), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 36, 264140), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 36, 264140), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 28, 36, 264140), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 36, 264140), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 15, 28, 36, 264140), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 36, 264140), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 36, 264140), 21.0, 48.0]"
13,"[datetime.datetime(2022, 11, 28, 15, 28, 37, 400747), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 37, 400747), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 37, 400747), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 28, 37, 400747), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 37, 400747), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 15, 28, 37, 400747), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 37, 400747), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 37, 400747), 21.0, 48.0]"
14,"[datetime.datetime(2022, 11, 28, 15, 28, 38, 555058), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 38, 555058), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 38, 555058), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 28, 38, 555058), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 38, 555058), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 15, 28, 38, 555058), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 38, 555058), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 38, 555058), 21.0, 48.0]"
15,"[datetime.datetime(2022, 11, 28, 15, 28, 39, 691922), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 39, 691922), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 39, 691922), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 28, 39, 691922), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 39, 691922), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 15, 28, 39, 691922), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 39, 691922), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 39, 691922), 21.0, 48.0]"
16,"[datetime.datetime(2022, 11, 28, 15, 28, 40, 847462), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 40, 847462), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 40, 847462), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 28, 40, 847462), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 40, 847462), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 15, 28, 40, 847462), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 40, 847462), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 40, 847462), 21.0, 48.0]"
17,"[datetime.datetime(2022, 11, 28, 15, 28, 42, 8963), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 42, 8963), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 42, 8963), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 28, 42, 8963), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 42, 8963), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 15, 28, 42, 8963), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 42, 8963), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 42, 8963), 21.0, 48.0]"
18,"[datetime.datetime(2022, 11, 28, 15, 28, 43, 193440), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 43, 193440), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 43, 193440), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 28, 43, 193440), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 43, 193440), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 15, 28, 43, 193440), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 43, 193440), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 43, 193440), 21.0, 48.0]"
19,"[datetime.datetime(2022, 11, 28, 15, 28, 44, 339772), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 44, 339772), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 44, 339772), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 28, 44, 339772), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 44, 339772), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 15, 28, 44, 339772), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 44, 339772), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 44, 339772), 21.0, 48.0]"
20,"[datetime.datetime(2022, 11, 28, 15, 28, 45, 491508), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 45, 491508), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 45, 491508), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 28, 45, 491508), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 45, 491508), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 15, 28, 45, 491508), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 45, 491508), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 45, 491508), 21.0, 48.0]"
21,"[datetime.datetime(2022, 11, 28, 15, 28, 46, 629306), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 46, 629306), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 46, 629306), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 28, 46, 629306), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 46, 629306), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 15, 28, 46, 629306), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 46, 629306), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 46, 629306), 21.0, 48.0]"
22,"[datetime.datetime(2022, 11, 28, 15, 28, 47, 768914), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 47, 768914), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 47, 768914), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 28, 47, 768914), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 47, 768914), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 15, 28, 47, 768914), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 47, 768914), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 47, 768914), 21.0, 48.0]"
23,"[datetime.datetime(2022, 11, 28, 15, 28, 48, 929194), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 48, 929194), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 48, 929194), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 28, 48, 929194), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 48, 929194), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 15, 28, 48, 929194), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 48, 929194), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 48, 929194), 21.0, 48.0]"
24,"[datetime.datetime(2022, 11, 28, 15, 28, 50, 85705), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 50, 85705), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 50, 85705), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 28, 50, 85705), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 50, 85705), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 15, 28, 50, 85705), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 50, 85705), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 50, 85705), 21.0, 48.0]"
25,"[datetime.datetime(2022, 11, 28, 15, 28, 51, 226191), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 51, 226191), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 51, 226191), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 28, 51, 226191), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 51, 226191), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 15, 28, 51, 226191), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 51, 226191), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 51, 226191), 21.0, 48.0]"
26,"[datetime.datetime(2022, 11, 28, 15, 28, 52, 367377), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 52, 367377), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 52, 367377), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 28, 52, 367377), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 52, 367377), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 15, 28, 52, 367377), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 52, 367377), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 52, 367377), 21.0, 48.0]"
27,"[datetime.datetime(2022, 11, 28, 15, 28, 53, 504628), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 53, 504628), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 53, 504628), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 28, 53, 504628), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 53, 504628), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 15, 28, 53, 504628), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 53, 504628), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 53, 504628), 21.0, 48.0]"
28,"[datetime.datetime(2022, 11, 28, 15, 28, 54, 639169), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 54, 639169), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 54, 639169), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 28, 54, 639169), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 54, 639169), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 15, 28, 54, 639169), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 54, 639169), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 54, 639169), 21.0, 48.0]"
29,"[datetime.datetime(2022, 11, 28, 15, 28, 55, 767220), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 55, 767220), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 55, 767220), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 28, 55, 767220), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 55, 767220), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 15, 28, 55, 767220), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 55, 767220), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 55, 767220), 21.0, 48.0]"
30,"[datetime.datetime(2022, 11, 28, 15, 28, 56, 926147), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 56, 926147), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 56, 926147), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 28, 56, 926147), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 56, 926147), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 15, 28, 56, 926147), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 56, 926147), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 56, 926147), 21.0, 48.0]"
31,"[datetime.datetime(2022, 11, 28, 15, 28, 58, 66374), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 58, 66374), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 58, 66374), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 28, 58, 66374), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 58, 66374), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 15, 28, 58, 66374), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 58, 66374), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 58, 66374), 21.0, 48.0]"
32,"[datetime.datetime(2022, 11, 28, 15, 28, 59, 213374), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 28, 59, 213374), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 28, 59, 213374), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 28, 59, 213374), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 28, 59, 213374), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 15, 28, 59, 213374), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 28, 59, 213374), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 28, 59, 213374), 21.0, 48.0]"
33,"[datetime.datetime(2022, 11, 28, 15, 29, 0, 360830), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 29, 0, 360830), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 29, 0, 360830), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 29, 0, 360830), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 29, 0, 360830), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 15, 29, 0, 360830), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 29, 0, 360830), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 29, 0, 360830), 21.0, 48.0]"
34,"[datetime.datetime(2022, 11, 28, 15, 29, 1, 487404), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 29, 1, 487404), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 29, 1, 487404), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 29, 1, 487404), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 29, 1, 487404), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 15, 29, 1, 487404), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 29, 1, 487404), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 29, 1, 487404), 21.0, 48.0]"
35,"[datetime.datetime(2022, 11, 28, 15, 29, 2, 626771), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 29, 2, 626771), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 29, 2, 626771), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 29, 2, 626771), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 29, 2, 626771), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 15, 29, 2, 626771), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 29, 2, 626771), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 29, 2, 626771), 21.0, 48.0]"
36,"[datetime.datetime(2022, 11, 28, 15, 29, 3, 752537), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 29, 3, 752537), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 29, 3, 752537), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 29, 3, 752537), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 29, 3, 752537), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 15, 29, 3, 752537), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 29, 3, 752537), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 29, 3, 752537), 21.0, 48.0]"
37,"[datetime.datetime(2022, 11, 28, 15, 29, 4, 893061), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 29, 4, 893061), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 29, 4, 893061), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 29, 4, 893061), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 29, 4, 893061), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 15, 29, 4, 893061), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 29, 4, 893061), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 29, 4, 893061), 21.0, 48.0]"
38,"[datetime.datetime(2022, 11, 28, 15, 29, 6, 18449), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 29, 6, 18449), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 29, 6, 18449), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 29, 6, 18449), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 29, 6, 18449), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 15, 29, 6, 18449), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 29, 6, 18449), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 29, 6, 18449), 21.0, 48.0]"
39,"[datetime.datetime(2022, 11, 28, 15, 29, 7, 159661), 3.4, 4.2]","[datetime.datetime(2022, 11, 28, 15, 29, 7, 159661), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 29, 7, 159661), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 29, 7, 159661), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 29, 7, 159661), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 15, 29, 7, 159661), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 15, 29, 7, 159661), 31.0, 210.0]","[datetime.datetime(2022, 11, 28, 15, 29, 7, 159661), 21.0, 48.0]"
