,Born A Diamond,Sketchy Deliver,Toppers The One,Lucky Bundy,Perjury,Hooked On Jack,Stuck In Mud,Cosmologist
14-12-2022 12:49:57.322039,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:49:58.710826,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:00.138107,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.69)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:01.467089,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.69)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:02.731956,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.69)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:04.214460,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.69)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:05.571312,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.69)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:06.851948,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.69)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:08.148404,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.69)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:09.529694,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.69)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:10.862368,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.69)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:12.003258,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.69)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:13.228284,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.69)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:14.462028,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.69)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:15.565097,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.69)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:16.709485,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.69)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:18.038334,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.69)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:19.279666,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:20.436000,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:21.542219,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:22.687976,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:23.791331,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:24.965227,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:26.049126,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:27.127043,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:28.269079,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:29.370215,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:30.489155,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:31.629275,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:32.659639,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:33.706071,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:34.847676,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:35.961845,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:37.260102,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:38.658529,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:39.905101,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:41.492211,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:43.077821,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:50:44.465884,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 38.63636363636364)","(11.0, 24.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:50:45.715439,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:50:47.074411,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:50:48.212115,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:50:49.407241,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:50:50.563536,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:50:51.623431,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:50:52.789511,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:50:53.906308,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:50:54.971734,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:50:56.094306,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:50:57.201251,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:50:58.406477,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:50:59.621117,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:01.005229,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:02.195148,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:03.321253,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:04.381628,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:05.410852,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:06.475998,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:07.571760,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:08.664145,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:09.784817,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:10.831237,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:11.913982,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:13.029061,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:14.062821,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:15.111832,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:16.125035,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:17.172035,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:18.514677,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:19.744060,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:21.037017,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:22.218780,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:23.340773,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:24.436902,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:25.543791,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:26.601652,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:27.676803,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:28.688955,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:29.709825,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:30.747342,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:31.804360,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:32.828181,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:33.948110,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:35.015546,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:36.029176,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:51:37.058316,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
