,Gunther,Our Frankie,All Inn Maggie,Nyssas Girl,Myola Knight,Reel It In,Caribbean Queen,Zambora Jay
10,"[datetime.datetime(2022, 11, 28, 17, 29, 54, 723358), 3.3, 5.4]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 723358), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 723358), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 723358), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 723358), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 723358), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 723358), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 723358), 3.6, 5.1]"
11,"[datetime.datetime(2022, 11, 28, 17, 29, 55, 883652), 3.3, 5.4]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 883652), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 883652), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 883652), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 883652), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 883652), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 883652), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 883652), 3.6, 5.1]"
12,"[datetime.datetime(2022, 11, 28, 17, 29, 57, 40040), 3.3, 3.2]","[datetime.datetime(2022, 11, 28, 17, 29, 57, 41041), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 29, 57, 41041), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 17, 29, 57, 41041), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 17, 29, 57, 41041), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 29, 57, 41041), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 29, 57, 41041), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 29, 57, 41041), 3.6, 5.1]"
13,"[datetime.datetime(2022, 11, 28, 17, 29, 58, 201600), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 201600), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 201600), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 201600), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 201600), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 201600), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 201600), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 201600), 3.6, 5.1]"
14,"[datetime.datetime(2022, 11, 28, 17, 29, 59, 353120), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 353120), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 353120), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 353120), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 353120), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 353120), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 353120), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 353120), 3.6, 5.1]"
15,"[datetime.datetime(2022, 11, 28, 17, 30, 0, 504637), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 504637), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 504637), 3.0, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 504637), 13.0, 46.0]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 504637), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 504637), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 504637), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 504637), 3.6, 5.1]"
16,"[datetime.datetime(2022, 11, 28, 17, 30, 1, 654045), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 1, 654045), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 1, 654045), 3.0, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 1, 654045), 13.0, 46.0]","[datetime.datetime(2022, 11, 28, 17, 30, 1, 654045), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 1, 654045), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 30, 1, 654045), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 1, 654045), 3.6, 5.1]"
17,"[datetime.datetime(2022, 11, 28, 17, 30, 2, 783582), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 783582), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 783582), 3.0, 3.85]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 783582), 13.0, 46.0]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 783582), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 783582), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 783582), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 783582), 3.6, 5.1]"
18,"[datetime.datetime(2022, 11, 28, 17, 30, 3, 938613), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 938613), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 938613), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 938613), 13.0, 46.0]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 938613), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 938613), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 938613), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 938613), 3.6, 5.1]"
19,"[datetime.datetime(2022, 11, 28, 17, 30, 5, 83377), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 83377), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 83377), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 83377), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 83377), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 83377), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 83377), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 83377), 3.6, 5.4]"
20,"[datetime.datetime(2022, 11, 28, 17, 30, 6, 225157), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 6, 225157), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 6, 225157), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 6, 225157), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 6, 225157), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 6, 225157), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 6, 225157), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 6, 225157), 3.6, 5.3]"
21,"[datetime.datetime(2022, 11, 28, 17, 30, 7, 368878), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 368878), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 368878), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 368878), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 368878), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 368878), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 368878), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 368878), 3.6, 5.3]"
22,"[datetime.datetime(2022, 11, 28, 17, 30, 8, 512162), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 512162), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 512162), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 512162), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 512162), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 512162), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 512162), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 512162), 3.6, 5.3]"
23,"[datetime.datetime(2022, 11, 28, 17, 30, 9, 666805), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 666805), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 666805), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 666805), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 666805), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 666805), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 666805), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 666805), 3.6, 5.3]"
24,"[datetime.datetime(2022, 11, 28, 17, 30, 10, 834599), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 834599), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 834599), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 834599), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 834599), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 834599), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 834599), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 834599), 3.6, 5.3]"
25,"[datetime.datetime(2022, 11, 28, 17, 30, 11, 978489), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 11, 978489), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 11, 978489), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 11, 978489), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 11, 978489), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 11, 978489), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 11, 978489), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 11, 978489), 3.6, 5.3]"
26,"[datetime.datetime(2022, 11, 28, 17, 30, 13, 102235), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 102235), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 102235), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 102235), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 102235), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 102235), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 102235), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 102235), 3.6, 5.3]"
27,"[datetime.datetime(2022, 11, 28, 17, 30, 14, 230662), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 14, 230662), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 14, 230662), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 14, 230662), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 14, 230662), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 14, 230662), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 14, 230662), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 14, 230662), 3.6, 5.3]"
28,"[datetime.datetime(2022, 11, 28, 17, 30, 15, 358644), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 358644), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 358644), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 358644), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 358644), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 358644), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 358644), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 358644), 3.6, 5.3]"
29,"[datetime.datetime(2022, 11, 28, 17, 30, 16, 487190), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 16, 487190), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 16, 487190), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 16, 487190), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 16, 487190), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 16, 487190), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 16, 487190), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 16, 487190), 3.6, 5.3]"
30,"[datetime.datetime(2022, 11, 28, 17, 30, 17, 696286), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 696286), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 696286), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 696286), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 696286), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 696286), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 696286), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 696286), 3.6, 5.3]"
31,"[datetime.datetime(2022, 11, 28, 17, 30, 18, 830148), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 830148), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 830148), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 830148), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 830148), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 830148), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 830148), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 830148), 3.6, 5.3]"
32,"[datetime.datetime(2022, 11, 28, 17, 30, 19, 960952), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 960952), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 960952), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 960952), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 960952), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 960952), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 960952), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 960952), 3.6, 5.3]"
33,"[datetime.datetime(2022, 11, 28, 17, 30, 21, 89304), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 21, 89304), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 21, 89304), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 21, 89304), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 21, 89304), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 21, 89304), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 21, 89304), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 21, 89304), 3.6, 5.3]"
34,"[datetime.datetime(2022, 11, 28, 17, 30, 22, 235382), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 235382), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 235382), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 235382), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 235382), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 235382), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 235382), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 235382), 3.6, 5.3]"
35,"[datetime.datetime(2022, 11, 28, 17, 30, 23, 374061), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 23, 374061), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 23, 374061), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 23, 374061), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 23, 374061), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 23, 374061), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 23, 374061), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 23, 374061), 3.6, 5.0]"
36,"[datetime.datetime(2022, 11, 28, 17, 30, 24, 519933), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 24, 519933), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 24, 519933), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 24, 519933), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 24, 519933), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 24, 519933), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 24, 519933), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 24, 519933), 3.6, 5.0]"
37,"[datetime.datetime(2022, 11, 28, 17, 30, 25, 650189), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 25, 650189), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 30, 25, 650189), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 25, 650189), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 25, 650189), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 25, 650189), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 25, 650189), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 25, 650189), 3.6, 5.0]"
38,"[datetime.datetime(2022, 11, 28, 17, 30, 26, 810709), 3.3, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 26, 810709), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 17, 30, 26, 810709), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 26, 810709), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 26, 810709), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 26, 810709), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 26, 810709), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 26, 810709), 3.6, 5.0]"
39,"[datetime.datetime(2022, 11, 28, 17, 30, 27, 946068), 3.2, 3.9]","[datetime.datetime(2022, 11, 28, 17, 30, 27, 946068), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 27, 946068), 3.0, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 27, 946068), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 30, 27, 946068), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 17, 30, 27, 946068), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 27, 946068), 51.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 27, 946068), 3.6, 5.0]"
