,Much More Torque,Rinnero,Bjorn Ironside,Duke Of James,Stratum Chief,Romantic Approach,Taylas One,Uninsurabal,Escaped Prisoner,Iama Princess
09-01-2023 15:26:09.045037,"(3.2, 3.5, 3.4778280542986426)","(8.5, 11.0, 10.954545454545455)","(14.0, 22.0, 21.638297872340427)","(21.0, 42.0, 39.5)","(5.5, 5.9, 5.755045871559633)","(21.0, 36.0, 34.16326530612245)","(7.5, 9.6, 9.59627906976744)","(8.0, 9.8, 9.796638655462186)","(31.0, 60.0, 58.93617021276596)","(6.0, 8.0, 7.831292517006802)"
09-01-2023 15:26:10.345008,"(3.2, 3.5, 3.4778280542986426)","(8.5, 11.0, 10.954545454545455)","(14.0, 22.0, 21.75)","(21.0, 42.0, 39.5)","(5.5, 5.9, 5.755045871559633)","(21.0, 36.0, 33.0)","(7.5, 9.6, 9.685906040268456)","(8.0, 9.8, 9.98)","(31.0, 60.0, 58.93617021276596)","(6.0, 8.0, 7.831292517006802)"
09-01-2023 15:26:11.588068,"(3.2, 3.5, 3.4778280542986426)","(8.5, 11.0, 10.954545454545455)","(14.0, 22.0, 21.75)","(21.0, 42.0, 39.5)","(5.5, 5.9, 5.7683333333333335)","(21.0, 36.0, 33.81818181818182)","(7.5, 10.0, 9.608571428571429)","(8.0, 10.0, 9.866666666666667)","(31.0, 60.0, 58.93617021276596)","(6.0, 8.0, 7.839655172413793)"
09-01-2023 15:26:12.837008,"(3.2, 3.5, 3.4746)","(8.5, 11.0, 10.658730158730158)","(15.0, 22.0, 21.75)","(21.0, 42.0, 39.5)","(5.5, 5.9, 5.8107344632768365)","(21.0, 36.0, 34.73684210526316)","(7.5, 10.0, 9.818181818181818)","(8.0, 10.0, 9.866666666666667)","(31.0, 60.0, 58.93617021276596)","(6.0, 8.0, 7.856410256410256)"
09-01-2023 15:26:14.412114,"(3.2, 3.5, 3.494311377245509)","(8.5, 11.5, 10.658730158730158)","(15.0, 22.0, 21.75)","(21.0, 42.0, 39.5)","(5.5, 5.9, 5.812707182320442)","(21.0, 36.0, 35.25)","(7.5, 10.0, 9.814035087719299)","(8.0, 10.0, 9.866666666666667)","(31.0, 60.0, 58.93617021276596)","(6.0, 8.0, 7.856410256410256)"
09-01-2023 15:26:15.993990,"(3.2, 3.5, 3.494311377245509)","(8.5, 11.5, 10.669491525423728)","(15.0, 22.0, 21.75)","(21.0, 42.0, 39.77777777777778)","(5.5, 5.9, 5.812707182320442)","(21.0, 36.0, 34.888888888888886)","(7.5, 10.0, 9.872289156626506)","(8.0, 10.0, 9.966666666666667)","(31.0, 60.0, 58.93617021276596)","(6.0, 8.0, 7.85)"
09-01-2023 15:26:17.475471,"(3.2, 3.5, 3.525728155339806)","(8.5, 11.5, 10.669491525423728)","(15.0, 22.0, 21.75)","(21.0, 42.0, 38.875)","(5.5, 5.9, 5.7793893129770995)","(21.0, 36.0, 32.857142857142854)","(7.5, 10.0, 9.872289156626506)","(8.0, 10.0, 9.966666666666667)","(31.0, 60.0, 59.77272727272727)","(6.0, 8.0, 7.85)"
09-01-2023 15:26:18.977332,"(3.2, 3.55, 3.525728155339806)","(8.5, 11.5, 10.746153846153845)","(15.0, 22.0, 21.75)","(21.0, 42.0, 40.46153846153846)","(5.5, 5.9, 5.505988023952096)","(21.0, 36.0, 34.565217391304344)","(7.5, 10.0, 9.872289156626506)","(8.0, 10.0, 9.966666666666667)","(31.0, 60.0, 59.77272727272727)","(6.0, 8.0, 7.863414634146341)"
09-01-2023 15:26:20.535578,"(3.2, 3.55, 3.530916030534351)","(8.5, 11.5, 10.746153846153845)","(15.0, 22.0, 21.75)","(21.0, 42.0, 40.46153846153846)","(5.5, 5.6, 5.503086419753086)","(21.0, 36.0, 34.883720930232556)","(7.5, 10.0, 9.872289156626506)","(8.0, 10.0, 9.966666666666667)","(31.0, 60.0, 59.77272727272727)","(6.0, 8.0, 7.863414634146341)"
09-01-2023 15:26:21.901703,"(3.2, 3.55, 3.530916030534351)","(8.5, 11.5, 10.746153846153845)","(15.0, 22.0, 21.75)","(21.0, 42.0, 40.46153846153846)","(5.5, 5.6, 5.503086419753086)","(21.0, 36.0, 33.78378378378378)","(7.5, 10.0, 9.836923076923078)","(8.0, 10.0, 9.966666666666667)","(31.0, 60.0, 59.77272727272727)","(6.0, 8.0, 7.85)"
09-01-2023 15:26:23.272035,"(3.2, 3.65, 3.623333333333333)","(8.5, 11.5, 10.746153846153845)","(15.0, 22.0, 21.636363636363637)","(21.0, 42.0, 38.875)","(5.5, 5.6, 5.503086419753086)","(21.0, 38.0, 35.5)","(7.5, 10.0, 9.836923076923078)","(8.0, 10.0, 9.966666666666667)","(31.0, 60.0, 59.77272727272727)","(6.0, 8.0, 7.875555555555556)"
09-01-2023 15:26:24.630013,"(3.2, 3.65, 3.614705882352941)","(8.5, 11.5, 10.746153846153845)","(15.0, 22.0, 21.636363636363637)","(21.0, 42.0, 38.875)","(5.5, 5.6, 5.503086419753086)","(21.0, 36.0, 34.54545454545455)","(7.5, 10.0, 9.883516483516484)","(8.0, 10.0, 9.975)","(31.0, 60.0, 59.77272727272727)","(6.0, 8.0, 7.875555555555556)"
09-01-2023 15:26:25.935227,"(3.2, 3.65, 3.623529411764706)","(8.5, 11.5, 10.746153846153845)","(15.0, 22.0, 21.636363636363637)","(21.0, 42.0, 38.875)","(5.5, 5.6, 5.503086419753086)","(21.0, 36.0, 34.54545454545455)","(7.5, 10.0, 9.883516483516484)","(8.0, 10.0, 9.975)","(31.0, 60.0, 59.77272727272727)","(6.0, 8.0, 7.875555555555556)"
09-01-2023 15:26:27.295177,"(3.2, 3.65, 3.590983606557377)","(8.5, 11.5, 10.746153846153845)","(15.0, 22.0, 21.636363636363637)","(21.0, 42.0, 38.875)","(5.5, 5.6, 5.509770114942529)","(21.0, 36.0, 35.81818181818182)","(7.5, 10.0, 9.864102564102565)","(8.0, 10.0, 9.975)","(31.0, 60.0, 59.77272727272727)","(6.0, 8.0, 7.886486486486486)"
09-01-2023 15:26:28.778717,"(3.2, 3.6, 3.585714285714286)","(8.5, 11.5, 10.746153846153845)","(15.0, 22.0, 21.636363636363637)","(26.0, 42.0, 39.333333333333336)","(5.5, 5.6, 5.509770114942529)","(21.0, 36.0, 35.25)","(7.5, 10.0, 9.751020408163265)","(8.0, 10.0, 9.947368421052632)","(31.0, 60.0, 59.0)","(6.0, 8.0, 8.3)"
09-01-2023 15:26:30.095642,"(3.2, 3.7, 3.6298245614035087)","(8.5, 11.0, 10.8)","(15.0, 22.0, 20.152542372881356)","(26.0, 42.0, 39.85714285714286)","(5.5, 5.6, 5.505988023952096)","(21.0, 36.0, 35.25)","(7.5, 9.8, 9.73846153846154)","(8.0, 10.0, 9.90909090909091)","(31.0, 60.0, 58.57142857142857)","(6.0, 8.4, 8.276923076923078)"
09-01-2023 15:26:31.342357,"(3.2, 3.7, 3.629203539823009)","(8.5, 11.0, 10.714285714285714)","(15.0, 21.0, 19.627118644067796)","(26.0, 42.0, 35.76923076923077)","(5.5, 5.6, 5.637142857142857)","(21.0, 36.0, 35.25)","(7.5, 9.8, 9.683870967741935)","(8.0, 10.0, 9.90909090909091)","(31.0, 60.0, 56.0)","(6.0, 8.4, 8.08)"
09-01-2023 15:26:32.590652,"(3.2, 3.65, 3.6411764705882352)","(8.5, 11.0, 10.91304347826087)","(15.0, 21.0, 19.627118644067796)","(26.0, 46.0, 35.76923076923077)","(5.5, 5.8, 5.552702702702702)","(21.0, 36.0, 34.41860465116279)","(7.5, 9.8, 9.32)","(8.0, 10.0, 9.90909090909091)","(31.0, 60.0, 58.0)","(6.0, 8.4, 8.08)"
09-01-2023 15:26:33.902037,"(3.2, 3.65, 3.6411764705882352)","(8.5, 11.0, 10.91304347826087)","(15.0, 21.0, 19.137931034482758)","(26.0, 44.0, 40.25)","(5.5, 5.8, 5.573584905660377)","(21.0, 36.0, 34.41860465116279)","(7.5, 9.8, 9.457142857142857)","(8.0, 10.0, 9.90909090909091)","(31.0, 60.0, 58.0)","(6.0, 8.4, 8.1)"
09-01-2023 15:26:35.333323,"(3.2, 3.65, 3.64)","(8.5, 11.0, 10.91304347826087)","(15.0, 21.0, 19.137931034482758)","(26.0, 44.0, 40.25)","(5.5, 5.8, 5.582978723404255)","(21.0, 36.0, 33.806451612903224)","(7.5, 9.8, 9.457142857142857)","(8.0, 10.0, 9.90909090909091)","(31.0, 60.0, 57.5)","(6.0, 8.4, 8.17)"
09-01-2023 15:26:36.609104,"(3.2, 3.65, 3.64)","(8.5, 11.0, 10.91304347826087)","(15.0, 21.0, 19.137931034482758)","(26.0, 44.0, 40.25)","(5.5, 5.8, 5.582978723404255)","(21.0, 36.0, 34.54545454545455)","(7.5, 9.8, 9.353191489361702)","(8.0, 10.0, 9.90909090909091)","(31.0, 60.0, 57.5)","(6.0, 8.2, 8.141666666666666)"
09-01-2023 15:26:37.895446,"(3.2, 3.65, 3.64)","(8.5, 11.0, 10.91304347826087)","(15.0, 21.0, 19.137931034482758)","(26.0, 44.0, 40.25)","(5.5, 5.8, 5.4512820512820515)","(21.0, 36.0, 34.0)","(7.5, 9.8, 9.428571428571429)","(8.0, 10.0, 9.90909090909091)","(31.0, 60.0, 59.375)","(6.0, 8.2, 8.109677419354838)"
09-01-2023 15:26:39.249579,"(3.2, 3.65, 3.64)","(8.5, 11.0, 10.91304347826087)","(15.0, 21.0, 19.137931034482758)","(26.0, 44.0, 40.25)","(5.5, 5.8, 5.702857142857143)","(21.0, 36.0, 34.0)","(7.5, 9.8, 9.549397590361446)","(8.0, 10.0, 9.90909090909091)","(31.0, 60.0, 65.3225806451613)","(6.0, 8.2, 8.08235294117647)"
09-01-2023 15:26:40.612775,"(3.2, 3.65, 3.616216216216216)","(8.5, 11.0, 10.91304347826087)","(15.0, 21.0, 19.137931034482758)","(26.0, 44.0, 34.12903225806451)","(5.5, 5.8, 5.7846153846153845)","(21.0, 36.0, 34.0)","(7.5, 9.8, 9.216666666666667)","(8.0, 10.0, 9.90909090909091)","(31.0, 75.0, 65.3225806451613)","(6.0, 8.2, 8.092307692307692)"
09-01-2023 15:26:41.977785,"(3.2, 3.65, 3.6410714285714283)","(8.5, 11.0, 10.933333333333334)","(15.0, 21.0, 19.137931034482758)","(26.0, 38.0, 34.12903225806451)","(5.5, 5.8, 5.7846153846153845)","(21.0, 36.0, 35.2)","(7.5, 9.4, 9.157575757575758)","(8.0, 10.0, 10.126666666666667)","(31.0, 75.0, 64.84375)","(6.0, 8.2, 8.11111111111111)"
09-01-2023 15:26:43.288922,"(3.2, 3.65, 3.6106481481481483)","(8.5, 11.0, 10.933333333333334)","(15.0, 21.0, 19.137931034482758)","(26.0, 38.0, 34.12903225806451)","(5.5, 5.8, 5.7846153846153845)","(21.0, 36.0, 34.90909090909091)","(7.5, 9.4, 8.877551020408163)","(8.0, 10.5, 10.023809523809524)","(31.0, 75.0, 64.84375)","(6.0, 8.2, 8.155555555555555)"
09-01-2023 15:26:44.538277,"(3.2, 3.65, 3.6106481481481483)","(8.5, 11.0, 10.933333333333334)","(15.0, 21.0, 19.137931034482758)","(26.0, 38.0, 34.12903225806451)","(5.5, 5.8, 5.779999999999999)","(21.0, 36.0, 34.90909090909091)","(7.5, 9.4, 8.911627906976745)","(8.0, 10.5, 10.25)","(31.0, 75.0, 64.84375)","(6.0, 8.2, 8.155555555555555)"
09-01-2023 15:26:45.761299,"(3.2, 3.65, 3.6106481481481483)","(8.5, 11.0, 10.933333333333334)","(15.0, 21.0, 19.137931034482758)","(26.0, 38.0, 34.25)","(5.5, 5.8, 5.779999999999999)","(21.0, 36.0, 34.90909090909091)","(7.5, 9.4, 9.066666666666666)","(8.0, 10.5, 10.25)","(31.0, 75.0, 64.84375)","(6.0, 8.2, 8.155555555555555)"
09-01-2023 15:26:46.978534,"(3.2, 3.65, 3.6106481481481483)","(8.5, 11.0, 10.933333333333334)","(15.0, 21.0, 19.137931034482758)","(26.0, 38.0, 34.25)","(5.5, 5.8, 5.779999999999999)","(21.0, 36.0, 35.2)","(7.5, 9.4, 9.095238095238095)","(8.0, 10.5, 10.25)","(31.0, 75.0, 64.84375)","(6.0, 8.2, 8.155555555555555)"
09-01-2023 15:26:48.467805,"(3.2, 3.65, 3.6153333333333335)","(8.5, 11.0, 10.933333333333334)","(15.0, 21.0, 19.137931034482758)","(26.0, 38.0, 34.25)","(5.5, 5.8, 5.881896551724139)","(21.0, 36.0, 35.2)","(7.5, 9.4, 9.121739130434783)","(8.0, 10.5, 10.25)","(31.0, 75.0, 60.55555555555556)","(6.0, 8.2, 8.155555555555555)"
09-01-2023 15:26:49.751123,"(3.2, 3.65, 3.6153333333333335)","(8.5, 11.0, 10.933333333333334)","(15.0, 21.0, 19.137931034482758)","(26.0, 38.0, 34.25)","(5.5, 5.9, 5.8877323420074354)","(21.0, 36.0, 35.2)","(7.5, 9.4, 9.114285714285714)","(8.0, 10.5, 10.25)","(31.0, 75.0, 60.55555555555556)","(6.0, 8.2, 7.839751552795031)"
09-01-2023 15:26:51.098218,"(3.2, 3.65, 3.6153333333333335)","(8.5, 11.5, 11.028846153846153)","(15.0, 21.0, 19.137931034482758)","(26.0, 38.0, 34.25)","(5.5, 5.9, 5.887956204379562)","(21.0, 36.0, 35.2)","(7.5, 9.4, 9.114285714285714)","(8.0, 10.5, 10.333333333333334)","(31.0, 75.0, 62.61904761904762)","(6.0, 8.0, 7.8130434782608695)"
09-01-2023 15:26:52.447429,"(3.2, 3.65, 3.6153333333333335)","(8.5, 11.5, 11.028301886792454)","(15.0, 21.0, 19.137931034482758)","(26.0, 38.0, 34.25)","(5.5, 5.9, 5.896616541353384)","(21.0, 36.0, 35.2)","(7.5, 9.4, 9.114285714285714)","(8.0, 10.5, 10.461538461538462)","(31.0, 75.0, 62.61904761904762)","(6.0, 8.0, 7.8130434782608695)"
09-01-2023 15:26:53.811048,"(3.2, 3.65, 3.6119791666666665)","(8.5, 11.5, 11.028301886792454)","(15.0, 21.0, 19.137931034482758)","(26.0, 38.0, 34.25)","(5.5, 5.9, 5.885338345864662)","(21.0, 36.0, 33.0)","(7.5, 9.4, 9.114285714285714)","(8.0, 10.5, 10.461538461538462)","(31.0, 75.0, 62.61904761904762)","(6.0, 8.0, 7.8130434782608695)"
09-01-2023 15:26:55.247026,"(3.2, 3.65, 3.6119791666666665)","(8.5, 11.5, 11.028301886792454)","(15.0, 21.0, 19.137931034482758)","(26.0, 38.0, 34.25)","(5.5, 5.9, 5.885338345864662)","(21.0, 36.0, 33.0)","(7.5, 9.4, 9.086567164179105)","(8.0, 10.5, 10.375)","(31.0, 75.0, 62.61904761904762)","(6.5, 8.0, 7.8130434782608695)"
09-01-2023 15:26:56.647649,"(3.2, 3.65, 3.6119791666666665)","(8.5, 11.5, 11.028301886792454)","(15.0, 21.0, 18.67241379310345)","(26.0, 38.0, 35.142857142857146)","(5.5, 5.9, 5.884765625)","(21.0, 36.0, 33.0)","(7.5, 9.4, 9.178947368421053)","(8.0, 10.5, 10.4)","(31.0, 75.0, 62.61904761904762)","(6.5, 8.0, 7.8130434782608695)"
09-01-2023 15:26:57.948139,"(3.2, 3.65, 3.6119791666666665)","(8.5, 11.5, 11.028301886792454)","(15.0, 21.0, 18.67241379310345)","(26.0, 38.0, 35.94871794871795)","(5.5, 5.9, 5.7555555555555555)","(21.0, 36.0, 33.523809523809526)","(7.5, 9.4, 9.162264150943397)","(8.0, 10.5, 10.45)","(31.0, 75.0, 62.61904761904762)","(6.5, 8.0, 7.8130434782608695)"
09-01-2023 15:26:59.186927,"(3.2, 3.65, 3.6119791666666665)","(8.5, 11.5, 11.00909090909091)","(15.0, 21.0, 18.67241379310345)","(26.0, 38.0, 35.94871794871795)","(5.5, 5.9, 5.7555555555555555)","(21.0, 40.0, 33.523809523809526)","(7.5, 9.4, 9.162264150943397)","(8.0, 10.5, 10.45)","(31.0, 75.0, 62.61904761904762)","(6.5, 8.0, 7.8130434782608695)"
09-01-2023 15:27:00.407477,"(3.2, 3.65, 3.6119791666666665)","(8.5, 11.5, 11.00909090909091)","(15.0, 21.0, 18.67241379310345)","(26.0, 38.0, 34.666666666666664)","(5.5, 6.0, 5.845714285714285)","(21.0, 40.0, 33.523809523809526)","(7.5, 9.4, 9.26)","(8.0, 10.5, 10.45)","(31.0, 75.0, 62.61904761904762)","(6.5, 8.0, 7.827999999999999)"
09-01-2023 15:27:01.642653,"(3.2, 3.65, 3.6119791666666665)","(8.5, 11.5, 11.00909090909091)","(15.0, 21.0, 18.67241379310345)","(26.0, 38.0, 34.666666666666664)","(5.5, 6.0, 5.723809523809524)","(21.0, 40.0, 33.523809523809526)","(7.5, 9.4, 9.26)","(8.0, 10.5, 10.45)","(31.0, 75.0, 64.6)","(6.5, 8.0, 7.827999999999999)"
09-01-2023 15:27:02.919804,"(3.2, 3.6, 3.5885135135135133)","(8.5, 11.5, 11.00909090909091)","(15.0, 21.0, 18.67241379310345)","(26.0, 38.0, 34.666666666666664)","(5.5, 5.7, 5.699619771863118)","(21.0, 40.0, 33.82857142857143)","(7.5, 9.4, 9.26)","(8.0, 10.5, 10.45)","(31.0, 75.0, 64.6)","(6.5, 8.0, 7.827814569536423)"
09-01-2023 15:27:04.249847,"(3.2, 3.6, 3.588302752293578)","(8.5, 11.5, 11.009803921568627)","(15.0, 21.0, 18.20689655172414)","(26.0, 38.0, 35.142857142857146)","(5.5, 5.7, 5.733333333333333)","(21.0, 40.0, 35.5)","(7.5, 9.2, 9.126666666666667)","(8.0, 10.5, 10.45)","(31.0, 75.0, 67.0)","(6.5, 8.0, 7.827814569536423)"
09-01-2023 15:27:05.773901,"(3.2, 3.6, 3.588302752293578)","(8.5, 11.5, 11.010204081632653)","(15.0, 21.0, 18.20689655172414)","(26.0, 38.0, 34.93333333333333)","(5.5, 5.9, 5.74)","(21.0, 40.0, 34.0)","(7.5, 9.2, 9.132307692307691)","(8.0, 10.5, 10.45)","(31.0, 70.0, 65.0)","(6.5, 8.0, 7.8276315789473685)"
09-01-2023 15:27:07.109464,"(3.2, 3.6, 3.5909313725490195)","(8.5, 11.5, 11.010204081632653)","(15.0, 21.0, 18.20689655172414)","(26.0, 38.0, 35.03703703703704)","(5.5, 5.9, 5.864285714285715)","(21.0, 38.0, 33.2)","(7.5, 9.2, 9.135294117647058)","(8.0, 10.5, 10.444444444444445)","(31.0, 70.0, 65.0)","(6.5, 8.0, 7.82875816993464)"
09-01-2023 15:27:08.798701,"(3.2, 3.6, 3.589018691588785)","(8.5, 11.5, 11.071428571428571)","(15.0, 21.0, 18.20689655172414)","(26.0, 38.0, 35.03703703703704)","(5.5, 5.9, 5.863028169014084)","(21.0, 38.0, 32.857142857142854)","(7.5, 9.2, 9.135294117647058)","(8.0, 10.5, 10.444444444444445)","(31.0, 70.0, 64.47368421052632)","(6.5, 8.0, 7.82875816993464)"
09-01-2023 15:27:10.319347,"(3.2, 3.6, 3.589018691588785)","(9.0, 11.5, 11.13076923076923)","(15.0, 21.0, 18.20689655172414)","(26.0, 38.0, 35.03703703703704)","(5.0, 5.9, 5.76)","(26.0, 34.0, 32.857142857142854)","(7.5, 9.2, 9.215384615384615)","(8.5, 10.5, 10.444444444444445)","(41.0, 70.0, 64.47368421052632)","(6.5, 8.0, 7.828387096774193)"
09-01-2023 15:27:11.868265,"(3.2, 3.6, 3.596910112359551)","(9.0, 11.5, 11.13076923076923)","(15.0, 21.0, 18.157894736842106)","(26.0, 38.0, 35.03703703703704)","(5.0, 5.9, 5.76)","(26.0, 34.0, 32.666666666666664)","(7.5, 9.4, 9.22439024390244)","(8.5, 10.5, 10.444444444444445)","(41.0, 70.0, 61.0)","(6.5, 8.0, 7.658959537572254)"
09-01-2023 15:27:13.671495,"(3.2, 3.6, 3.596910112359551)","(9.0, 11.5, 10.791044776119403)","(15.0, 21.0, 18.545454545454547)","(26.0, 38.0, 35.41935483870968)","(5.0, 5.9, 5.772727272727273)","(26.0, 34.0, 32.857142857142854)","(7.5, 9.4, 9.254545454545454)","(8.5, 10.5, 10.333333333333334)","(41.0, 65.0, 61.42857142857143)","(6.5, 7.8, 7.658959537572254)"
09-01-2023 15:27:15.332223,"(3.2, 3.6, 3.5604651162790697)","(9.0, 11.0, 10.767123287671232)","(15.0, 20.0, 18.25)","(26.0, 38.0, 35.77777777777778)","(5.0, 5.9, 5.833333333333334)","(26.0, 34.0, 32.0)","(7.5, 9.4, 8.941176470588236)","(8.5, 10.5, 10.066666666666666)","(41.0, 65.0, 61.42857142857143)","(6.5, 7.8, 7.66951871657754)"
09-01-2023 15:27:17.068762,"(3.2, 3.7, 3.6685039370078742)","(9.0, 11.0, 10.767123287671232)","(15.0, 20.0, 19.675257731958762)","(26.0, 38.0, 40.72)","(5.0, 5.9, 5.738167938931298)","(21.0, 34.0, 30.413793103448278)","(7.5, 9.0, 9.553125)","(8.5, 10.5, 10.347826086956522)","(41.0, 65.0, 63.97435897435897)","(6.5, 7.8, 7.565986394557823)"
09-01-2023 15:27:18.514468,"(3.2, 3.7, 3.6685039370078742)","(9.0, 11.0, 10.767123287671232)","(15.0, 20.0, 19.675257731958762)","(26.0, 46.0, 40.72)","(5.0, 5.8, 5.738167938931298)","(21.0, 32.0, 30.413793103448278)","(7.5, 9.6, 9.582954545454545)","(8.5, 10.5, 10.347826086956522)","(41.0, 65.0, 64.30555555555556)","(6.5, 7.8, 7.614035087719298)"
09-01-2023 15:27:19.913421,"(3.2, 3.7, 3.658333333333333)","(9.0, 11.0, 10.767123287671232)","(15.0, 20.0, 19.685)","(26.0, 46.0, 40.72)","(5.5, 5.8, 5.735714285714286)","(21.0, 32.0, 29.384615384615383)","(8.0, 9.6, 9.96878612716763)","(8.5, 10.5, 10.347826086956522)","(41.0, 65.0, 64.1891891891892)","(6.5, 7.8, 7.614035087719298)"
09-01-2023 15:27:21.394843,"(3.2, 3.7, 3.6574999999999998)","(9.0, 11.0, 10.764705882352942)","(15.0, 20.0, 19.685)","(26.0, 46.0, 41.6)","(5.5, 5.8, 5.750909090909091)","(21.0, 30.0, 29.384615384615383)","(8.0, 10.0, 9.94364640883978)","(8.5, 10.5, 10.414634146341463)","(41.0, 65.0, 64.1891891891892)","(6.5, 7.8, 7.614035087719298)"
09-01-2023 15:27:22.944997,"(3.2, 3.7, 3.657070707070707)","(9.0, 11.0, 10.76)","(16.0, 20.0, 19.685)","(31.0, 46.0, 41.6)","(5.0, 5.8, 5.750909090909091)","(21.0, 30.0, 29.384615384615383)","(8.0, 10.0, 9.953211009174312)","(8.5, 10.5, 10.128205128205128)","(41.0, 65.0, 64.1891891891892)","(6.5, 7.8, 7.828048780487805)"
09-01-2023 15:27:24.374757,"(3.2, 3.7, 3.656862745098039)","(9.0, 11.0, 10.76)","(16.0, 20.0, 19.685)","(31.0, 46.0, 41.6)","(5.0, 5.8, 5.750909090909091)","(21.0, 30.0, 29.263157894736842)","(8.0, 10.0, 9.953211009174312)","(8.5, 11.0, 10.128205128205128)","(41.0, 65.0, 64.1891891891892)","(6.5, 8.0, 7.8538461538461535)"
09-01-2023 15:27:25.864077,"(3.2, 3.7, 3.624786324786325)","(9.0, 11.0, 10.76)","(16.0, 20.0, 19.685)","(31.0, 46.0, 41.6)","(5.0, 5.8, 5.750909090909091)","(21.0, 30.0, 29.263157894736842)","(8.0, 10.0, 9.929655172413794)","(8.5, 11.0, 10.15)","(41.0, 65.0, 64.55882352941177)","(6.5, 8.0, 7.865656565656566)"
09-01-2023 15:27:27.384447,"(3.2, 3.7, 3.612871287128713)","(9.0, 11.0, 10.76)","(16.0, 20.0, 19.711009174311926)","(31.0, 46.0, 41.6)","(5.0, 5.8, 5.756476683937824)","(21.0, 30.0, 29.263157894736842)","(8.0, 10.0, 9.929655172413794)","(8.5, 11.0, 10.15)","(41.0, 65.0, 64.55882352941177)","(6.5, 8.0, 7.865)"
09-01-2023 15:27:28.850408,"(3.2, 3.7, 3.624390243902439)","(9.0, 11.0, 10.368421052631579)","(16.0, 20.0, 19.82)","(31.0, 46.0, 41.6)","(5.0, 5.8, 5.756476683937824)","(21.0, 30.0, 29.263157894736842)","(8.0, 10.0, 9.76551724137931)","(8.5, 11.0, 10.13953488372093)","(41.0, 65.0, 64.55882352941177)","(6.5, 8.0, 7.865)"
09-01-2023 15:27:30.292387,"(3.2, 3.7, 3.6279069767441863)","(9.0, 11.0, 10.13953488372093)","(16.0, 20.0, 19.571428571428573)","(31.0, 46.0, 41.6)","(5.0, 5.8, 5.75578947368421)","(21.0, 30.0, 29.6)","(8.0, 10.0, 9.76551724137931)","(8.5, 11.0, 10.177777777777777)","(41.0, 65.0, 64.6969696969697)","(6.5, 8.0, 7.865)"
09-01-2023 15:27:31.735240,"(3.2, 3.7, 3.618691588785047)","(9.0, 11.0, 10.066666666666666)","(16.0, 20.0, 19.571428571428573)","(31.0, 46.0, 42.22857142857143)","(5.0, 5.8, 5.738356164383561)","(21.0, 30.0, 28.82758620689655)","(8.0, 10.0, 9.72972972972973)","(8.5, 11.0, 10.177777777777777)","(41.0, 65.0, 64.72222222222223)","(6.5, 8.0, 7.870652173913044)"
09-01-2023 15:27:33.077286,"(3.2, 3.7, 3.637037037037037)","(9.0, 10.5, 10.066666666666666)","(16.0, 20.0, 19.571428571428573)","(31.0, 46.0, 42.22857142857143)","(5.0, 5.8, 5.739189189189189)","(21.0, 32.0, 29.321428571428573)","(8.0, 10.0, 9.904458598726114)","(8.5, 11.0, 10.177777777777777)","(41.0, 65.0, 64.65116279069767)","(6.5, 8.0, 7.870652173913044)"
09-01-2023 15:27:34.440574,"(3.2, 3.65, 3.637037037037037)","(9.0, 10.5, 10.066666666666666)","(16.0, 20.0, 19.571428571428573)","(31.0, 46.0, 42.22857142857143)","(5.0, 5.8, 5.739189189189189)","(21.0, 32.0, 29.321428571428573)","(8.0, 10.0, 9.89192546583851)","(8.5, 11.0, 10.177777777777777)","(41.0, 65.0, 71.36363636363636)","(6.5, 8.0, 7.870652173913044)"
09-01-2023 15:27:35.702477,"(3.2, 3.65, 3.6466666666666665)","(8.5, 10.5, 10.066666666666666)","(16.0, 20.0, 19.571428571428573)","(31.0, 46.0, 42.08)","(5.0, 5.8, 5.75360824742268)","(21.0, 32.0, 29.321428571428573)","(8.0, 10.0, 9.89192546583851)","(8.5, 11.0, 10.177777777777777)","(41.0, 75.0, 70.71428571428571)","(6.5, 8.0, 7.870652173913044)"
09-01-2023 15:27:37.015977,"(3.2, 3.65, 3.6466507177033494)","(8.5, 10.5, 10.066666666666666)","(16.0, 20.0, 19.571428571428573)","(31.0, 44.0, 42.08)","(5.0, 5.8, 5.8062499999999995)","(21.0, 32.0, 29.321428571428573)","(8.0, 10.0, 9.89192546583851)","(8.5, 11.0, 10.177777777777777)","(41.0, 75.0, 70.71428571428571)","(6.5, 8.0, 7.870652173913044)"
09-01-2023 15:27:38.317080,"(3.2, 3.65, 3.6466507177033494)","(8.5, 10.5, 10.066666666666666)","(15.0, 20.0, 19.571428571428573)","(31.0, 44.0, 42.08)","(5.0, 5.9, 5.819047619047619)","(21.0, 32.0, 29.321428571428573)","(8.0, 10.0, 9.843478260869565)","(8.5, 11.0, 10.177777777777777)","(41.0, 75.0, 70.71428571428571)","(6.5, 8.0, 7.870652173913044)"
09-01-2023 15:27:39.777297,"(3.1, 3.65, 3.6466507177033494)","(8.5, 10.5, 10.066666666666666)","(15.0, 20.0, 19.571428571428573)","(31.0, 44.0, 41.6)","(5.0, 5.9, 5.811764705882353)","(21.0, 32.0, 30.8)","(8.0, 10.0, 9.590243902439024)","(8.5, 11.0, 10.177777777777777)","(41.0, 75.0, 69.8)","(6.5, 8.0, 7.870652173913044)"
