,Zoutons,Jaazeb,Cork Harbour,Devils Rain,Huntley Lady,Lil Piper,Syncretism,Miss Miduki,Opal Beach,Isa Secret,Tea Rav
07-01-2023 16:39:27.261016,"(10.0, 14.0, 13.921052631578947)","(8.0, 8.6, 8.472727272727273)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 31.294117647058822)","(2.8, 3.3, 3.2583333333333333)","(18.0, 22.0, 20.526315789473685)","(8.0, 13.0, 12.481481481481481)","(3.4, 3.8, 3.765625)","(41.0, 80.0, 76.0)","(51.0, 170.0, 146.66666666666666)","(91.0, 130.0, 127.5)"
07-01-2023 16:39:28.670625,"(10.0, 14.0, 13.921052631578947)","(8.0, 8.6, 8.472727272727273)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 31.294117647058822)","(2.8, 3.3, 3.2583333333333333)","(18.0, 22.0, 20.526315789473685)","(8.0, 13.0, 12.481481481481481)","(3.4, 3.8, 3.765625)","(41.0, 80.0, 76.0)","(51.0, 170.0, 146.66666666666666)","(91.0, 130.0, 127.5)"
07-01-2023 16:39:30.083085,"(10.0, 14.0, 13.921052631578947)","(8.0, 8.6, 8.181818181818182)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 31.294117647058822)","(2.8, 3.3, 3.2583333333333333)","(18.0, 22.0, 20.133333333333333)","(8.0, 13.0, 12.481481481481481)","(3.4, 3.8, 3.819230769230769)","(41.0, 80.0, 76.0)","(51.0, 170.0, 146.66666666666666)","(91.0, 130.0, 125.0)"
07-01-2023 16:39:31.484865,"(10.0, 14.0, 13.921052631578947)","(8.0, 8.2, 8.181818181818182)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 31.294117647058822)","(2.8, 3.3, 3.2583333333333333)","(18.0, 22.0, 20.133333333333333)","(8.0, 13.0, 12.481481481481481)","(3.4, 3.85, 3.819230769230769)","(41.0, 80.0, 76.0)","(51.0, 170.0, 146.66666666666666)","(91.0, 130.0, 125.0)"
07-01-2023 16:39:33.135516,"(10.0, 14.5, 13.88679245283019)","(8.0, 8.2, 7.8999999999999995)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 31.294117647058822)","(2.8, 3.3, 3.2583333333333333)","(18.0, 22.0, 20.105263157894736)","(8.0, 13.0, 12.481481481481481)","(3.4, 3.85, 3.811904761904762)","(41.0, 80.0, 73.33333333333333)","(51.0, 170.0, 146.66666666666666)","(91.0, 130.0, 125.0)"
07-01-2023 16:39:34.837714,"(10.0, 14.5, 13.88679245283019)","(8.0, 8.2, 7.8)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 31.294117647058822)","(2.8, 3.3, 3.2583333333333333)","(18.0, 22.0, 20.105263157894736)","(8.0, 13.0, 12.481481481481481)","(3.4, 3.85, 3.8264705882352943)","(41.0, 80.0, 73.33333333333333)","(51.0, 170.0, 146.66666666666666)","(91.0, 130.0, 125.0)"
07-01-2023 16:39:36.555977,"(10.0, 14.5, 13.88679245283019)","(8.0, 8.2, 7.8)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 31.294117647058822)","(2.8, 3.3, 3.2583333333333333)","(18.0, 22.0, 20.105263157894736)","(8.0, 13.0, 12.62962962962963)","(3.4, 3.85, 3.8264705882352943)","(41.0, 80.0, 73.33333333333333)","(51.0, 170.0, 146.66666666666666)","(91.0, 130.0, 125.0)"
07-01-2023 16:39:38.270445,"(10.0, 14.5, 13.88679245283019)","(8.0, 8.2, 8.16875)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 31.294117647058822)","(2.8, 3.3, 3.2583333333333333)","(18.0, 22.0, 20.105263157894736)","(8.0, 13.0, 12.62962962962963)","(3.4, 3.85, 3.8264705882352943)","(41.0, 80.0, 73.33333333333333)","(51.0, 170.0, 146.66666666666666)","(91.0, 130.0, 127.5)"
07-01-2023 16:39:40.030612,"(10.0, 14.5, 13.88679245283019)","(8.0, 8.2, 8.16875)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 31.294117647058822)","(2.7, 3.3, 3.2935897435897434)","(18.0, 22.0, 20.133333333333333)","(8.0, 13.0, 12.472222222222221)","(3.4, 3.85, 3.816666666666667)","(41.0, 80.0, 73.33333333333333)","(51.0, 170.0, 146.66666666666666)","(91.0, 130.0, 127.5)"
07-01-2023 16:39:41.588784,"(10.0, 14.5, 13.88679245283019)","(8.0, 8.2, 8.192857142857143)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 31.294117647058822)","(2.7, 3.3, 3.2935897435897434)","(18.0, 22.0, 20.133333333333333)","(8.0, 12.5, 12.472222222222221)","(3.4, 3.85, 3.816666666666667)","(41.0, 80.0, 73.33333333333333)","(51.0, 170.0, 146.66666666666666)","(91.0, 130.0, 127.5)"
07-01-2023 16:39:43.188496,"(10.0, 14.5, 13.88679245283019)","(8.0, 8.2, 8.149999999999999)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 31.294117647058822)","(2.7, 3.3, 3.2935897435897434)","(18.0, 22.0, 20.133333333333333)","(8.0, 12.5, 12.472222222222221)","(3.4, 3.85, 3.816666666666667)","(41.0, 80.0, 73.33333333333333)","(51.0, 170.0, 146.66666666666666)","(91.0, 130.0, 127.5)"
07-01-2023 16:39:44.777764,"(10.0, 14.5, 13.88679245283019)","(8.0, 8.2, 8.149999999999999)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 31.294117647058822)","(2.7, 3.3, 3.2935897435897434)","(18.0, 22.0, 20.133333333333333)","(8.0, 12.5, 12.472222222222221)","(3.4, 3.85, 3.816666666666667)","(41.0, 80.0, 73.33333333333333)","(51.0, 170.0, 146.66666666666666)","(91.0, 130.0, 127.5)"
07-01-2023 16:39:46.496477,"(10.0, 14.5, 13.898148148148149)","(8.0, 8.2, 8.145454545454545)","(19.0, 29.0, 26.692307692307693)","(21.0, 32.0, 31.294117647058822)","(2.7, 3.3, 3.2935897435897434)","(18.0, 22.0, 20.133333333333333)","(8.0, 12.5, 12.472222222222221)","(3.4, 3.85, 3.816666666666667)","(41.0, 80.0, 73.33333333333333)","(51.0, 170.0, 146.66666666666666)","(91.0, 140.0, 126.66666666666667)"
07-01-2023 16:39:48.229624,"(10.0, 14.5, 13.666666666666666)","(8.0, 8.2, 8.145454545454545)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 29.333333333333332)","(2.7, 3.3, 3.2935897435897434)","(18.0, 22.0, 21.0)","(8.0, 12.5, 12.472222222222221)","(3.4, 3.85, 3.8264705882352943)","(41.0, 80.0, 73.33333333333333)","(51.0, 170.0, 146.66666666666666)","(91.0, 140.0, 124.44444444444444)"
07-01-2023 16:39:49.856382,"(10.0, 14.5, 13.666666666666666)","(8.0, 8.2, 8.145454545454545)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 29.333333333333332)","(2.7, 3.3, 3.2935897435897434)","(18.0, 23.0, 21.0)","(8.0, 12.5, 12.472222222222221)","(3.4, 3.85, 3.8264705882352943)","(41.0, 80.0, 73.33333333333333)","(51.0, 170.0, 146.66666666666666)","(91.0, 140.0, 124.44444444444444)"
07-01-2023 16:39:51.266817,"(10.0, 14.5, 13.666666666666666)","(8.0, 8.2, 8.145454545454545)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 29.333333333333332)","(2.7, 3.3, 3.2935897435897434)","(18.0, 23.0, 21.0)","(8.0, 12.5, 12.472222222222221)","(3.4, 3.85, 3.8264705882352943)","(41.0, 80.0, 73.33333333333333)","(51.0, 170.0, 146.66666666666666)","(91.0, 140.0, 124.44444444444444)"
07-01-2023 16:39:52.818630,"(10.0, 14.5, 13.666666666666666)","(8.0, 8.2, 8.145454545454545)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 29.333333333333332)","(2.7, 3.3, 3.3280000000000003)","(18.0, 23.0, 21.0)","(8.0, 12.5, 11.947368421052632)","(3.4, 3.85, 3.8264705882352943)","(41.0, 80.0, 73.33333333333333)","(51.0, 170.0, 146.66666666666666)","(91.0, 140.0, 124.44444444444444)"
07-01-2023 16:39:54.229702,"(10.0, 14.5, 13.666666666666666)","(8.0, 8.2, 8.145454545454545)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 29.333333333333332)","(2.7, 3.35, 3.3235849056603772)","(18.0, 23.0, 21.0)","(8.0, 12.0, 11.909090909090908)","(3.4, 3.85, 3.8264705882352943)","(41.0, 80.0, 73.33333333333333)","(51.0, 170.0, 146.66666666666666)","(91.0, 140.0, 124.44444444444444)"
07-01-2023 16:39:55.703387,"(10.0, 14.5, 13.666666666666666)","(8.0, 8.2, 8.145454545454545)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 29.333333333333332)","(2.7, 3.35, 3.3235849056603772)","(18.0, 23.0, 21.0)","(8.0, 12.0, 11.909090909090908)","(3.4, 3.85, 3.8264705882352943)","(41.0, 80.0, 73.33333333333333)","(51.0, 170.0, 146.66666666666666)","(91.0, 140.0, 124.44444444444444)"
07-01-2023 16:39:57.195436,"(10.0, 14.5, 13.666666666666666)","(8.0, 8.2, 8.145454545454545)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 29.333333333333332)","(2.7, 3.35, 3.325438596491228)","(18.0, 23.0, 21.0)","(8.0, 12.0, 11.909090909090908)","(3.4, 3.85, 3.8264705882352943)","(41.0, 80.0, 73.33333333333333)","(51.0, 170.0, 146.66666666666666)","(91.0, 140.0, 124.44444444444444)"
07-01-2023 16:39:58.632349,"(10.0, 14.5, 13.666666666666666)","(8.0, 8.2, 8.145454545454545)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 29.333333333333332)","(2.7, 3.35, 3.325438596491228)","(18.0, 23.0, 22.11764705882353)","(8.0, 12.0, 11.909090909090908)","(3.4, 3.85, 3.8264705882352943)","(41.0, 80.0, 73.33333333333333)","(51.0, 170.0, 146.66666666666666)","(91.0, 140.0, 124.44444444444444)"
07-01-2023 16:40:00.237544,"(10.0, 14.5, 13.666666666666666)","(8.0, 8.2, 8.139999999999999)","(19.0, 29.0, 26.272727272727273)","(21.0, 32.0, 29.333333333333332)","(2.7, 3.35, 3.325438596491228)","(18.0, 23.0, 22.11764705882353)","(8.0, 12.0, 11.909090909090908)","(3.4, 3.85, 3.7766666666666664)","(41.0, 80.0, 75.0)","(51.0, 170.0, 146.66666666666666)","(91.0, 140.0, 124.44444444444444)"
07-01-2023 16:40:01.730147,"(10.0, 14.5, 13.627450980392156)","(8.0, 8.2, 8.139999999999999)","(19.0, 29.0, 27.42105263157895)","(21.0, 32.0, 28.8)","(2.7, 3.35, 3.3313333333333333)","(18.0, 23.0, 22.166666666666668)","(8.0, 12.0, 11.909090909090908)","(3.4, 3.8, 3.832222222222222)","(41.0, 80.0, 70.0)","(51.0, 170.0, 135.0)","(91.0, 140.0, 122.0)"
07-01-2023 16:40:03.304594,"(10.0, 14.5, 13.627450980392156)","(8.0, 8.2, 7.883333333333333)","(19.0, 29.0, 27.42105263157895)","(21.0, 32.0, 28.8)","(2.7, 3.35, 3.334722222222222)","(18.0, 23.0, 22.166666666666668)","(8.0, 12.0, 11.909090909090908)","(3.4, 3.85, 3.832222222222222)","(41.0, 80.0, 70.0)","(51.0, 160.0, 135.0)","(91.0, 140.0, 120.0)"
07-01-2023 16:40:05.007487,"(10.0, 14.5, 13.627450980392156)","(8.0, 8.0, 7.733333333333333)","(19.0, 29.0, 27.42105263157895)","(21.0, 32.0, 28.8)","(2.7, 3.35, 3.331012658227848)","(18.0, 23.0, 21.857142857142858)","(8.0, 12.0, 11.842105263157894)","(3.4, 3.85, 3.857894736842105)","(41.0, 80.0, 70.0)","(51.0, 160.0, 135.0)","(91.0, 140.0, 125.0)"
07-01-2023 16:40:06.596487,"(10.0, 14.5, 13.627450980392156)","(8.0, 7.8, 7.714285714285714)","(19.0, 29.0, 27.42105263157895)","(21.0, 32.0, 28.8)","(2.7, 3.35, 3.331012658227848)","(18.0, 23.0, 21.857142857142858)","(8.0, 12.0, 11.933333333333334)","(3.4, 3.9, 3.8694444444444445)","(41.0, 80.0, 70.0)","(51.0, 160.0, 135.0)","(91.0, 140.0, 125.0)"
07-01-2023 16:40:08.258207,"(10.0, 14.5, 13.782608695652174)","(8.0, 7.8, 7.742857142857143)","(19.0, 29.0, 27.42105263157895)","(21.0, 32.0, 28.8)","(2.7, 3.35, 3.29)","(18.0, 23.0, 22.25)","(8.0, 12.0, 11.916666666666666)","(3.4, 3.9, 3.8694444444444445)","(41.0, 80.0, 70.0)","(51.0, 160.0, 135.0)","(91.0, 140.0, 125.45454545454545)"
07-01-2023 16:40:09.873804,"(10.0, 14.0, 13.782608695652174)","(8.0, 7.8, 7.742857142857143)","(19.0, 29.0, 27.8)","(21.0, 32.0, 28.8)","(2.7, 3.3, 3.29)","(18.0, 23.0, 21.833333333333332)","(8.0, 12.0, 11.933333333333334)","(3.4, 3.9, 3.8755555555555556)","(41.0, 80.0, 70.0)","(51.0, 170.0, 125.0)","(91.0, 140.0, 125.45454545454545)"
07-01-2023 16:40:11.373086,"(10.0, 14.0, 13.782608695652174)","(8.0, 7.8, 7.742857142857143)","(19.0, 29.0, 27.8)","(21.0, 32.0, 28.8)","(2.7, 3.3, 3.29)","(18.0, 23.0, 21.833333333333332)","(8.0, 12.0, 11.933333333333334)","(3.4, 3.9, 3.8755555555555556)","(41.0, 80.0, 70.0)","(51.0, 170.0, 125.0)","(91.0, 140.0, 125.45454545454545)"
07-01-2023 16:40:12.804181,"(10.0, 14.0, 13.782608695652174)","(8.0, 7.8, 7.742857142857143)","(19.0, 29.0, 27.8)","(21.0, 32.0, 28.8)","(2.7, 3.3, 3.29)","(18.0, 23.0, 21.923076923076923)","(8.0, 12.0, 11.933333333333334)","(3.4, 3.9, 3.8755555555555556)","(41.0, 80.0, 70.0)","(51.0, 170.0, 125.0)","(91.0, 140.0, 125.45454545454545)"
07-01-2023 16:40:14.430922,"(10.0, 14.0, 13.782608695652174)","(8.0, 7.8, 7.742857142857143)","(19.0, 29.0, 27.8)","(21.0, 32.0, 28.8)","(2.7, 3.3, 3.29)","(18.0, 23.0, 21.923076923076923)","(8.0, 12.0, 11.933333333333334)","(3.4, 3.9, 3.8755555555555556)","(41.0, 80.0, 70.0)","(51.0, 170.0, 125.0)","(91.0, 140.0, 127.5)"
07-01-2023 16:40:16.074674,"(10.0, 14.0, 13.782608695652174)","(8.0, 7.8, 7.742857142857143)","(19.0, 29.0, 27.8)","(21.0, 32.0, 28.8)","(2.7, 3.3, 3.29)","(18.0, 23.0, 21.923076923076923)","(8.0, 12.0, 11.933333333333334)","(3.4, 3.9, 3.8755555555555556)","(41.0, 80.0, 70.0)","(51.0, 170.0, 125.0)","(91.0, 140.0, 128.57142857142858)"
07-01-2023 16:40:17.731873,"(10.0, 14.0, 13.736842105263158)","(8.0, 7.8, 7.742857142857143)","(19.0, 29.0, 27.8)","(21.0, 32.0, 28.8)","(2.7, 3.3, 3.289333333333333)","(18.0, 23.0, 21.923076923076923)","(8.0, 12.0, 11.916666666666666)","(3.4, 3.9, 3.8875)","(41.0, 80.0, 70.0)","(51.0, 170.0, 125.0)","(91.0, 140.0, 128.57142857142858)"
07-01-2023 16:40:19.716503,"(10.0, 14.0, 13.736842105263158)","(8.0, 7.8, 7.742857142857143)","(19.0, 29.0, 27.8)","(21.0, 32.0, 28.8)","(2.7, 3.3, 3.289333333333333)","(18.0, 23.0, 21.923076923076923)","(8.0, 12.0, 11.933333333333334)","(3.4, 3.95, 3.8875)","(41.0, 80.0, 70.0)","(51.0, 170.0, 125.0)","(91.0, 140.0, 128.57142857142858)"
07-01-2023 16:40:21.618140,"(10.0, 14.0, 13.736842105263158)","(8.0, 7.8, 7.742857142857143)","(19.0, 29.0, 28.2)","(21.0, 32.0, 28.8)","(2.7, 3.3, 3.289333333333333)","(18.0, 23.0, 21.75)","(8.0, 12.0, 11.916666666666666)","(3.4, 3.95, 3.8875)","(41.0, 80.0, 70.0)","(51.0, 160.0, 126.66666666666667)","(91.0, 140.0, 128.57142857142858)"
07-01-2023 16:40:23.595306,"(10.0, 14.0, 13.736842105263158)","(8.0, 7.8, 7.742857142857143)","(19.0, 29.0, 28.2)","(21.0, 32.0, 28.8)","(2.7, 3.3, 3.289333333333333)","(18.0, 23.0, 21.75)","(8.0, 12.0, 11.933333333333334)","(3.4, 3.95, 3.8875)","(41.0, 80.0, 70.0)","(51.0, 160.0, 117.14285714285714)","(91.0, 140.0, 128.57142857142858)"
07-01-2023 16:40:25.406972,"(10.0, 14.0, 13.736842105263158)","(8.0, 7.8, 7.742857142857143)","(19.0, 29.0, 28.25)","(21.0, 32.0, 28.8)","(2.7, 3.3, 3.289333333333333)","(18.0, 23.0, 22.8)","(8.0, 12.0, 11.933333333333334)","(3.4, 3.95, 3.8875)","(41.0, 80.0, 70.0)","(51.0, 160.0, 117.14285714285714)","(91.0, 140.0, 128.57142857142858)"
07-01-2023 16:40:27.010874,"(10.0, 14.0, 13.736842105263158)","(8.0, 7.8, 7.742857142857143)","(19.0, 29.0, 28.25)","(21.0, 32.0, 28.8)","(2.7, 3.3, 3.289333333333333)","(18.0, 24.0, 22.8)","(8.0, 12.0, 11.933333333333334)","(3.4, 3.95, 3.8875)","(41.0, 80.0, 70.0)","(51.0, 160.0, 117.14285714285714)","(91.0, 140.0, 128.57142857142858)"
07-01-2023 16:40:28.711023,"(10.0, 14.0, 13.736842105263158)","(8.0, 7.8, 7.742857142857143)","(19.0, 29.0, 27.285714285714285)","(21.0, 32.0, 28.8)","(2.7, 3.3, 3.289333333333333)","(18.0, 24.0, 23.7)","(8.0, 12.0, 11.933333333333334)","(3.4, 3.95, 3.8875)","(41.0, 80.0, 70.0)","(51.0, 160.0, 117.14285714285714)","(91.0, 140.0, 128.57142857142858)"
07-01-2023 16:40:30.230649,"(10.0, 14.0, 13.736842105263158)","(8.0, 7.8, 7.742857142857143)","(19.0, 29.0, 27.285714285714285)","(21.0, 32.0, 28.8)","(2.7, 3.3, 3.289333333333333)","(18.0, 24.0, 22.8)","(8.0, 12.0, 11.933333333333334)","(3.4, 3.95, 3.8875)","(41.0, 80.0, 70.0)","(51.0, 160.0, 117.14285714285714)","(91.0, 140.0, 128.57142857142858)"
