,Hipster Dufuss,Loubowski Nz,Village Area,Shes Going Places,Schiavone Nz,Yoo Trish,Master Of Illusion,Rocknburn Nz,Need A Penny
06-01-2023 14:44:12.052317,"(51.0, 130.0, 84.61538461538461)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 110.0, 51.25)","(101.0, 99999, 99990)","(26.0, 110.0, 61.111111111111114)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:13.333423,"(51.0, 130.0, 84.61538461538461)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 100.0, 51.25)","(101.0, 99999, 99990)","(26.0, 110.0, 61.111111111111114)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:14.600467,"(51.0, 130.0, 84.61538461538461)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 100.0, 51.25)","(101.0, 99999, 99990)","(26.0, 110.0, 61.111111111111114)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:15.785060,"(51.0, 130.0, 84.61538461538461)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 100.0, 51.25)","(101.0, 99999, 99990)","(26.0, 110.0, 61.111111111111114)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:16.985433,"(51.0, 130.0, 84.61538461538461)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 100.0, 51.25)","(101.0, 99999, 99990)","(26.0, 110.0, 61.111111111111114)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:18.254706,"(51.0, 130.0, 108.0)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 100.0, 51.25)","(101.0, 99999, 99990)","(26.0, 110.0, 61.111111111111114)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:19.571833,"(51.0, 120.0, 110.22727272727273)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 100.0, 51.25)","(101.0, 99999, 99990)","(26.0, 110.0, 61.111111111111114)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:20.845632,"(51.0, 120.0, 110.22727272727273)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 100.0, 51.25)","(101.0, 99999, 99990)","(26.0, 110.0, 61.111111111111114)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:22.082089,"(51.0, 110.0, 93.75)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 100.0, 51.25)","(101.0, 99999, 99990)","(26.0, 110.0, 61.111111111111114)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:23.220388,"(51.0, 110.0, 93.75)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 100.0, 51.25)","(101.0, 99999, 99990)","(26.0, 110.0, 61.111111111111114)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:24.432245,"(51.0, 110.0, 93.75)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 100.0, 51.25)","(101.0, 99999, 99990)","(26.0, 110.0, 61.111111111111114)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:25.687168,"(51.0, 110.0, 93.75)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 100.0, 48.0)","(101.0, 99999, 99990)","(26.0, 110.0, 72.28571428571428)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:26.880979,"(51.0, 110.0, 87.5)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 100.0, 48.0)","(101.0, 99999, 99990)","(26.0, 110.0, 72.28571428571428)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:27.933235,"(51.0, 110.0, 79.21052631578948)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 100.0, 48.0)","(101.0, 99999, 99990)","(26.0, 110.0, 72.28571428571428)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:29.116023,"(51.0, 110.0, 79.21052631578948)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 100.0, 48.0)","(101.0, 99999, 99990)","(26.0, 110.0, 67.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:30.369497,"(51.0, 110.0, 79.21052631578948)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 100.0, 48.0)","(101.0, 99999, 99990)","(26.0, 110.0, 67.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:31.629454,"(51.0, 110.0, 79.21052631578948)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 100.0, 48.0)","(101.0, 99999, 99990)","(26.0, 110.0, 67.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:32.837939,"(51.0, 110.0, 87.5)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 100.0, 53.2)","(101.0, 99999, 99990)","(26.0, 110.0, 67.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:34.054364,"(51.0, 110.0, 37.25)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 100.0, 121.0)","(101.0, 99999, 99990)","(26.0, 110.0, 67.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:35.330977,"(51.0, 190.0, 101.5)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 220.0, 84.66666666666666)","(101.0, 99999, 99990)","(26.0, 110.0, 67.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:36.703846,"(51.0, 190.0, 101.5)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 210.0, 84.66666666666666)","(101.0, 99999, 99990)","(26.0, 110.0, 67.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:38.143773,"(51.0, 190.0, 101.5)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 210.0, 140.66666666666669)","(101.0, 99999, 99990)","(26.0, 110.0, 67.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:39.446776,"(51.0, 190.0, 48.4)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 200.0, 106.0)","(101.0, 99999, 99990)","(26.0, 110.0, 67.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:40.637352,"(51.0, 190.0, 92.5)","(1.35, 99999, 99990)","(8.5, 18.5, 11.9)","(26.0, 190.0, 112.28571428571429)","(101.0, 99999, 99990)","(26.0, 110.0, 67.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 74.4)"
06-01-2023 14:44:41.971576,"(51.0, 170.0, 27.7)","(1.35, 99999, 99990)","(8.5, 18.5, 10.25)","(26.0, 180.0, 70.61538461538461)","(101.0, 99999, 99990)","(26.0, 110.0, 52.666666666666664)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 54.375)"
06-01-2023 14:44:43.170155,"(31.0, 160.0, 27.7)","(1.35, 99999, 99990)","(8.5, 18.5, 11.9)","(26.0, 180.0, 85.2)","(101.0, 99999, 99990)","(26.0, 110.0, 67.0)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 74.4)"
06-01-2023 14:44:44.401304,"(31.0, 150.0, 35.83333333333333)","(1.35, 99999, 99990)","(8.5, 18.5, 11.9)","(26.0, 180.0, 96.0)","(101.0, 99999, 99990)","(26.0, 110.0, 67.0)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 74.4)"
06-01-2023 14:44:45.672048,"(31.0, 140.0, 77.77777777777777)","(1.35, 99999, 99990)","(8.5, 18.5, 11.9)","(26.0, 170.0, 91.0)","(101.0, 99999, 99990)","(26.0, 110.0, 67.0)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 74.4)"
06-01-2023 14:44:46.811500,"(31.0, 130.0, 98.61538461538461)","(1.35, 99999, 99990)","(8.5, 18.5, 10.25)","(26.0, 160.0, 72.18181818181819)","(101.0, 99999, 99990)","(26.0, 110.0, 52.666666666666664)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 54.375)"
06-01-2023 14:44:47.970015,"(31.0, 120.0, 87.14285714285714)","(1.35, 99999, 99990)","(8.5, 18.5, 10.25)","(26.0, 160.0, 61.38461538461539)","(101.0, 99999, 99990)","(26.0, 110.0, 52.666666666666664)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 54.375)"
06-01-2023 14:44:49.203773,"(31.0, 100.0, 86.9090909090909)","(1.35, 99999, 99990)","(8.5, 18.5, 10.25)","(26.0, 150.0, 61.38461538461539)","(101.0, 99999, 99990)","(26.0, 110.0, 52.666666666666664)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 54.375)"
06-01-2023 14:44:50.345593,"(31.0, 100.0, 69.14285714285714)","(1.35, 99999, 99990)","(8.5, 18.5, 10.25)","(26.0, 150.0, 61.38461538461539)","(101.0, 99999, 99990)","(26.0, 110.0, 52.666666666666664)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 54.375)"
06-01-2023 14:44:51.683044,"(31.0, 95.0, 88.30000000000001)","(1.35, 99999, 99990)","(8.5, 18.5, 10.25)","(26.0, 130.0, 48.0)","(101.0, 99999, 99990)","(26.0, 110.0, 52.666666666666664)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 77.5)"
06-01-2023 14:44:53.022553,"(31.0, 90.0, 74.5)","(1.35, 99999, 99990)","(8.5, 18.5, 10.25)","(26.0, 120.0, 45.5)","(101.0, 99999, 99990)","(26.0, 110.0, 52.666666666666664)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 77.5)"
06-01-2023 14:44:54.366512,"(31.0, 90.0, 65.2)","(1.35, 99999, 99990)","(8.5, 18.5, 15.75)","(26.0, 110.0, 52.666666666666664)","(101.0, 99999, 99990)","(26.0, 110.0, 56.25)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 77.5)"
06-01-2023 14:44:55.721459,"(31.0, 90.0, 65.2)","(1.35, 99999, 99990)","(8.5, 18.5, 15.72857142857143)","(26.0, 110.0, 56.0)","(101.0, 99999, 99990)","(26.0, 110.0, 75.6)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 93.45454545454547)"
06-01-2023 14:44:57.008184,"(31.0, 90.0, 69.33333333333334)","(1.35, 99999, 99990)","(8.5, 18.5, 15.72857142857143)","(26.0, 120.0, 79.28571428571428)","(101.0, 99999, 99990)","(26.0, 110.0, 75.6)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 93.45454545454547)"
06-01-2023 14:44:58.282502,"(31.0, 90.0, 74.5)","(1.35, 99999, 99990)","(8.5, 18.5, 15.72857142857143)","(26.0, 120.0, 79.28571428571428)","(101.0, 99999, 99990)","(26.0, 110.0, 75.6)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 93.45454545454547)"
06-01-2023 14:44:59.633036,"(31.0, 90.0, 74.5)","(1.35, 99999, 99990)","(8.5, 18.5, 14.7)","(26.0, 120.0, 49.5)","(101.0, 99999, 99990)","(26.0, 110.0, 75.6)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 93.45454545454547)"
06-01-2023 14:45:00.996633,"(31.0, 90.0, 69.33333333333334)","(1.35, 99999, 99990)","(8.5, 18.5, 12.5625)","(26.0, 120.0, 49.5)","(101.0, 99999, 99990)","(26.0, 110.0, 93.0)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 93.45454545454547)"
06-01-2023 14:45:02.661604,"(31.0, 90.0, 74.63636363636363)","(1.35, 99999, 99990)","(8.5, 18.5, 14.7)","(26.0, 120.0, 86.28571428571429)","(101.0, 99999, 99990)","(26.0, 110.0, 68.0)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 93.45454545454547)"
06-01-2023 14:45:04.159214,"(31.0, 85.0, 70.54545454545455)","(1.35, 99999, 99990)","(8.5, 18.5, 14.7)","(26.0, 110.0, 75.57142857142857)","(101.0, 99999, 99990)","(26.0, 110.0, 75.33333333333334)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 93.45454545454547)"
06-01-2023 14:45:05.616532,"(31.0, 80.0, 70.54545454545455)","(1.35, 99999, 99990)","(8.5, 18.5, 13.5)","(26.0, 95.0, 72.0)","(101.0, 99999, 99990)","(26.0, 100.0, 46.888888888888886)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 93.45454545454547)"
06-01-2023 14:45:07.049927,"(31.0, 75.0, 59.333333333333336)","(1.35, 99999, 99990)","(8.5, 18.0, 10.5)","(26.0, 90.0, 56.0)","(101.0, 99999, 99990)","(26.0, 120.0, 65.16666666666666)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 75.19999999999999)"
06-01-2023 14:45:08.340031,"(31.0, 75.0, 59.333333333333336)","(1.35, 99999, 99990)","(8.5, 18.0, 9.944444444444445)","(26.0, 85.0, 68.42857142857143)","(101.0, 99999, 99990)","(26.0, 120.0, 86.0)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 75.19999999999999)"
06-01-2023 14:45:09.594022,"(31.0, 65.0, 57.6)","(1.35, 99999, 99990)","(8.5, 17.5, 9.944444444444445)","(26.0, 85.0, 68.42857142857143)","(101.0, 99999, 99990)","(26.0, 110.0, 61.0)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 75.19999999999999)"
06-01-2023 14:45:10.790663,"(31.0, 55.0, 52.92307692307693)","(1.35, 99999, 99990)","(8.5, 17.0, 10.142857142857142)","(26.0, 85.0, 68.42857142857143)","(101.0, 99999, 99990)","(26.0, 95.0, 46.42857142857143)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 75.19999999999999)"
06-01-2023 14:45:12.060486,"(31.0, 50.0, 46.85714285714286)","(1.35, 99999, 99990)","(8.5, 16.0, 11.333333333333334)","(26.0, 85.0, 68.42857142857143)","(101.0, 99999, 99990)","(26.0, 95.0, 61.0)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 92.4)"
06-01-2023 14:45:13.464799,"(31.0, 48.0, 42.11764705882353)","(1.35, 99999, 99990)","(8.5, 16.0, 10.75)","(26.0, 85.0, 63.25)","(101.0, 99999, 99990)","(26.0, 95.0, 69.0)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 92.4)"
06-01-2023 14:45:14.795482,"(31.0, 46.0, 44.61538461538461)","(1.35, 99999, 99990)","(8.5, 19.5, 9.954545454545455)","(26.0, 85.0, 71.16666666666667)","(101.0, 99999, 99990)","(26.0, 90.0, 56.2)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 92.4)"
06-01-2023 14:45:16.144948,"(31.0, 42.0, 40.92307692307692)","(1.35, 99999, 99990)","(8.5, 19.0, 12.166666666666666)","(26.0, 80.0, 71.16666666666667)","(101.0, 99999, 99990)","(26.0, 100.0, 56.2)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 66.5)"
06-01-2023 14:45:17.516531,"(31.0, 42.0, 37.88235294117647)","(1.35, 99999, 99990)","(8.5, 18.5, 12.0)","(26.0, 80.0, 71.16666666666667)","(101.0, 99999, 99990)","(26.0, 100.0, 45.25)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 85.14285714285714)"
06-01-2023 14:45:18.905565,"(31.0, 42.0, 37.88235294117647)","(1.35, 99999, 99990)","(8.5, 18.0, 12.0)","(26.0, 80.0, 71.16666666666667)","(101.0, 99999, 99990)","(26.0, 100.0, 45.25)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 85.14285714285714)"
06-01-2023 14:45:20.381354,"(31.0, 42.0, 36.16666666666667)","(1.35, 99999, 99990)","(8.5, 18.0, 12.0)","(26.0, 80.0, 71.16666666666667)","(101.0, 99999, 99990)","(26.0, 100.0, 45.25)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 85.14285714285714)"
06-01-2023 14:45:21.789151,"(31.0, 42.0, 36.16666666666667)","(1.35, 99999, 99990)","(8.5, 18.0, 12.0)","(26.0, 80.0, 71.16666666666667)","(101.0, 99999, 99990)","(26.0, 100.0, 45.25)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 85.14285714285714)"
06-01-2023 14:45:23.160459,"(31.0, 42.0, 39.2)","(1.35, 99999, 99990)","(8.5, 18.0, 12.0)","(26.0, 80.0, 71.16666666666667)","(101.0, 99999, 99990)","(26.0, 100.0, 45.25)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 85.14285714285714)"
06-01-2023 14:45:24.536374,"(31.0, 42.0, 38.333333333333336)","(1.35, 99999, 99990)","(8.5, 18.0, 12.0)","(26.0, 80.0, 71.16666666666667)","(101.0, 99999, 99990)","(26.0, 100.0, 45.25)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 85.14285714285714)"
06-01-2023 14:45:25.927477,"(31.0, 44.0, 53.4)","(1.35, 99999, 99990)","(8.5, 18.0, 12.0)","(26.0, 80.0, 71.16666666666667)","(101.0, 99999, 99990)","(26.0, 100.0, 45.25)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 85.14285714285714)"
06-01-2023 14:45:27.249201,"(31.0, 60.0, 53.4)","(1.35, 99999, 99990)","(8.5, 18.0, 12.0)","(26.0, 80.0, 71.16666666666667)","(101.0, 99999, 99990)","(26.0, 100.0, 45.25)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 85.14285714285714)"
06-01-2023 14:45:28.633873,"(31.0, 60.0, 53.4)","(1.35, 99999, 99990)","(8.5, 18.0, 12.0)","(26.0, 80.0, 71.16666666666667)","(101.0, 99999, 99990)","(26.0, 100.0, 45.25)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 85.14285714285714)"
06-01-2023 14:45:30.050535,"(31.0, 60.0, 53.4)","(1.35, 99999, 99990)","(8.5, 18.0, 13.0)","(26.0, 80.0, 45.33333333333333)","(101.0, 99999, 99990)","(26.0, 100.0, 51.33333333333333)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 75.6)"
06-01-2023 14:45:31.533956,"(31.0, 60.0, 49.33333333333333)","(1.35, 99999, 99990)","(8.5, 18.0, 11.666666666666666)","(26.0, 80.0, 54.0)","(101.0, 99999, 99990)","(26.0, 100.0, 54.375)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 110.0, 81.0)"
06-01-2023 14:45:32.953432,"(31.0, 60.0, 51.75)","(1.35, 99999, 99990)","(8.5, 17.5, 14.8)","(26.0, 80.0, 63.5)","(101.0, 99999, 99990)","(26.0, 100.0, 67.27272727272728)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 100.0, 98.88888888888889)"
06-01-2023 14:45:34.514930,"(31.0, 55.0, 48.75)","(1.35, 99999, 99990)","(8.5, 17.0, 15.9)","(26.0, 75.0, 57.0)","(101.0, 99999, 99990)","(26.0, 100.0, 55.625)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 120.0, 82.4)"
06-01-2023 14:45:35.974468,"(31.0, 55.0, 48.75)","(1.35, 99999, 99990)","(8.5, 17.0, 18.26923076923077)","(26.0, 75.0, 63.75)","(101.0, 99999, 99990)","(26.0, 100.0, 55.625)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 120.0, 171.5)"
06-01-2023 14:45:37.702510,"(31.0, 55.0, 48.75)","(1.35, 99999, 99990)","(8.5, 19.5, 16.954545454545453)","(26.0, 75.0, 57.0)","(101.0, 99999, 99990)","(26.0, 100.0, 55.625)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 220.0, 154.66666666666666)"
06-01-2023 14:45:39.377350,"(31.0, 55.0, 48.75)","(1.35, 99999, 99990)","(8.5, 19.0, 16.5)","(26.0, 75.0, 57.0)","(101.0, 99999, 99990)","(26.0, 100.0, 55.625)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 220.0, 117.5)"
06-01-2023 14:45:40.871940,"(31.0, 55.0, 48.75)","(1.35, 99999, 99990)","(8.5, 19.0, 17.133333333333333)","(26.0, 75.0, 57.0)","(101.0, 99999, 99990)","(26.0, 100.0, 55.625)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 200.0, 112.5)"
06-01-2023 14:45:42.264045,"(31.0, 55.0, 48.75)","(1.35, 99999, 99990)","(8.5, 19.0, 17.133333333333333)","(26.0, 75.0, 57.0)","(101.0, 99999, 99990)","(26.0, 100.0, 55.625)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 200.0, 107.5)"
06-01-2023 14:45:43.627229,"(31.0, 55.0, 48.75)","(1.35, 99999, 99990)","(8.5, 19.0, 15.5)","(26.0, 75.0, 57.0)","(101.0, 99999, 99990)","(26.0, 100.0, 55.625)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 190.0, 112.0)"
06-01-2023 14:45:45.047116,"(31.0, 55.0, 48.75)","(1.35, 99999, 99990)","(8.5, 19.0, 15.5)","(26.0, 75.0, 57.0)","(101.0, 99999, 99990)","(26.0, 100.0, 55.625)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 170.0, 133.75)"
06-01-2023 14:45:46.467595,"(31.0, 55.0, 48.75)","(1.35, 99999, 99990)","(8.5, 19.0, 15.5)","(26.0, 75.0, 57.0)","(101.0, 99999, 99990)","(26.0, 100.0, 59.42857142857143)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 170.0, 136.0)"
06-01-2023 14:45:47.925362,"(31.0, 55.0, 48.75)","(1.35, 99999, 99990)","(8.5, 19.0, 17.133333333333333)","(26.0, 75.0, 138.0)","(101.0, 99999, 99990)","(26.0, 100.0, 59.42857142857143)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 210.0, 136.0)"
06-01-2023 14:45:49.957587,"(31.0, 55.0, 39.666666666666664)","(1.35, 99999, 99990)","(8.5, 19.0, 16.833333333333332)","(26.0, 210.0, 136.66666666666669)","(101.0, 99999, 99990)","(26.0, 100.0, 52.66666666666667)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 210.0, 157.42857142857142)"
06-01-2023 14:45:51.634968,"(31.0, 55.0, 39.666666666666664)","(1.35, 99999, 99990)","(8.5, 19.0, 16.833333333333332)","(26.0, 190.0, 143.0)","(101.0, 99999, 99990)","(26.0, 100.0, 82.5)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 210.0, 136.8)"
06-01-2023 14:45:53.118401,"(31.0, 100.0, 58.4)","(1.35, 99999, 99990)","(8.5, 19.0, 16.833333333333332)","(26.0, 180.0, 102.0)","(101.0, 99999, 99990)","(26.0, 100.0, 66.0)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 210.0, 136.8)"
06-01-2023 14:45:54.573330,"(31.0, 95.0, 58.4)","(1.35, 99999, 99990)","(8.5, 19.0, 16.833333333333332)","(26.0, 170.0, 91.0)","(101.0, 99999, 99990)","(26.0, 100.0, 72.0)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 210.0, 136.8)"
06-01-2023 14:45:55.990632,"(31.0, 120.0, 77.0)","(1.35, 99999, 99990)","(8.5, 19.0, 16.833333333333332)","(26.0, 150.0, 91.0)","(101.0, 99999, 99990)","(26.0, 100.0, 72.0)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 210.0, 136.8)"
06-01-2023 14:45:57.380958,"(31.0, 100.0, 67.0)","(1.35, 99999, 99990)","(8.5, 19.0, 16.833333333333332)","(26.0, 150.0, 62.85714285714286)","(101.0, 99999, 99990)","(26.0, 100.0, 72.0)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 210.0, 136.8)"
06-01-2023 14:45:58.775540,"(31.0, 100.0, 83.5)","(1.35, 99999, 99990)","(8.5, 19.0, 16.833333333333332)","(26.0, 140.0, 53.77777777777778)","(101.0, 99999, 99990)","(26.0, 100.0, 72.0)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 210.0, 136.8)"
06-01-2023 14:46:00.186339,"(31.0, 95.0, 58.0)","(1.35, 99999, 99990)","(8.5, 19.0, 16.833333333333332)","(26.0, 130.0, 84.0)","(101.0, 99999, 99990)","(26.0, 100.0, 75.0)","(71.0, 99999, 99990)","(3.4, 99999, 99990)","(21.0, 210.0, 130.8)"
06-01-2023 14:46:01.633909,"(26.0, 80.0, 51.6)","(1.35, 99999, 99990)","(8.5, 19.0, 16.833333333333332)","(26.0, 110.0, 76.0)","(101.0, 99999, 99990)","(26.0, 90.0, 63.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 190.0, 124.80000000000001)"
06-01-2023 14:46:02.974756,"(26.0, 75.0, 53.0)","(1.35, 99999, 99990)","(8.5, 19.0, 13.222222222222221)","(26.0, 120.0, 84.0)","(101.0, 99999, 99990)","(26.0, 85.0, 63.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 190.0, 124.80000000000001)"
06-01-2023 14:46:04.368318,"(26.0, 70.0, 60.5)","(1.35, 99999, 99990)","(8.5, 19.0, 13.8)","(26.0, 110.0, 66.0)","(101.0, 99999, 99990)","(26.0, 85.0, 63.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 190.0, 124.80000000000001)"
06-01-2023 14:46:05.643524,"(26.0, 85.0, 60.5)","(1.35, 99999, 99990)","(8.5, 19.0, 13.8)","(26.0, 100.0, 66.0)","(101.0, 99999, 99990)","(26.0, 85.0, 63.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 190.0, 124.80000000000001)"
