,Gagan Muldoon,Friend Or Foe,Ruby Sannette,Despicable Danny,Maddy Northcott,Noras Boy,Hooked On Jack,Bad Habits
11-01-2023 12:11:59.778277,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.269230769230769)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 140.0, 117.8)"
11-01-2023 12:12:00.898974,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.269230769230769)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 140.0, 117.8)"
11-01-2023 12:12:02.145575,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.269230769230769)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 140.0, 117.8)"
11-01-2023 12:12:03.440168,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.925)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 140.0, 117.8)"
11-01-2023 12:12:04.679752,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 140.0, 117.8)"
11-01-2023 12:12:05.849347,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 140.0, 117.8)"
11-01-2023 12:12:06.981495,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 140.0, 117.8)"
11-01-2023 12:12:08.137741,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 140.0, 117.8)"
11-01-2023 12:12:09.244620,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 140.0, 117.8)"
11-01-2023 12:12:10.340988,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 140.0, 117.8)"
11-01-2023 12:12:11.472898,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 140.0, 117.8)"
11-01-2023 12:12:12.606241,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 140.0, 117.8)"
11-01-2023 12:12:13.809813,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 140.0, 117.8)"
11-01-2023 12:12:14.937662,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 140.0, 117.8)"
11-01-2023 12:12:16.364685,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 140.0, 117.8)"
11-01-2023 12:12:17.604841,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 140.0, 173.8)"
11-01-2023 12:12:18.759313,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:19.954649,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:21.339406,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:22.537194,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:23.653865,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:24.892356,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:26.238554,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:27.366475,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:28.449448,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:29.732140,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:31.043883,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:32.273496,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:33.470431,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:34.610132,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:35.754776,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:36.784269,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:37.848541,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:38.951536,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:40.112771,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:41.284547,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 70.76923076923077)","(31.0, 210.0, 87.76923076923077)"
11-01-2023 12:12:42.659972,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 70.76923076923077)","(31.0, 220.0, 173.8)"
11-01-2023 12:12:44.084900,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 17.75)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 70.76923076923077)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:45.398515,"(10.0, 21.0, 13.083333333333334)","(11.0, 23.0, 17.75)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 70.76923076923077)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:46.706264,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 70.76923076923077)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:48.008030,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:49.371199,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:50.668059,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:51.850378,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:53.091960,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:54.281288,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:55.488704,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:56.684212,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:57.846674,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:12:58.990640,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:00.161521,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:01.318298,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:02.592255,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:03.826711,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:05.107259,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:06.421317,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:07.713432,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 87.76923076923077)"
11-01-2023 12:13:08.949495,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 220.0, 173.8)"
11-01-2023 12:13:10.146326,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:11.388563,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:12.623117,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.184615384615385)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:13.878519,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.916666666666667)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:15.104118,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.916666666666667)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:16.343175,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.916666666666667)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:17.554502,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.916666666666667)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:18.786564,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.916666666666667)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:19.946716,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.916666666666667)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:21.193258,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.916666666666667)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:22.437625,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.916666666666667)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:23.723584,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.916666666666667)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:24.957891,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.916666666666667)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:26.102219,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.916666666666667)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:27.299873,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.916666666666667)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:28.570103,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.916666666666667)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:30.069222,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.916666666666667)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:31.423965,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.916666666666667)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 59.76470588235294)","(31.0, 210.0, 173.8)"
11-01-2023 12:13:32.776871,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.916666666666667)","(71.0, 550.0, 502.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 32.5)","(31.0, 210.0, 87.76923076923077)"
11-01-2023 12:13:34.195320,"(10.0, 21.0, 13.083333333333334)","(11.0, 24.0, 18.25)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.916666666666667)","(71.0, 550.0, 315.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 32.5)","(31.0, 220.0, 184.28571428571428)"
11-01-2023 12:13:35.537990,"(10.0, 21.0, 16.68181818181818)","(11.0, 24.0, 20.166666666666668)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.916666666666667)","(71.0, 550.0, 315.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 32.5)","(31.0, 210.0, 184.28571428571428)"
11-01-2023 12:13:36.835640,"(10.0, 21.0, 16.68181818181818)","(11.0, 24.0, 20.166666666666668)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.916666666666667)","(71.0, 550.0, 315.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 32.5)","(31.0, 210.0, 184.28571428571428)"
11-01-2023 12:13:38.147027,"(10.0, 21.0, 16.68181818181818)","(11.0, 24.0, 20.166666666666668)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.641666666666667)","(71.0, 550.0, 265.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 32.5)","(31.0, 210.0, 184.28571428571428)"
11-01-2023 12:13:39.494206,"(10.0, 21.0, 16.68181818181818)","(11.0, 24.0, 20.166666666666668)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.3538461538461535)","(71.0, 450.0, 265.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 32.5)","(31.0, 210.0, 124.28571428571428)"
11-01-2023 12:13:40.840719,"(10.0, 21.0, 16.68181818181818)","(11.0, 24.0, 20.166666666666668)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.3538461538461535)","(71.0, 450.0, 265.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 32.5)","(31.0, 140.0, 118.4)"
