,Gagan Muldoon,Friend Or Foe,Ruby Sannette,Despicable Danny,Maddy Northcott,Noras Boy,Hooked On Jack,Bad Habits
11-01-2023 12:04:02.867682,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:03.930277,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:05.012649,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:06.116722,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:07.161812,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:08.193654,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:09.248879,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:10.295902,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:11.349499,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:12.462493,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:13.550162,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:14.565296,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:15.659396,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:16.626613,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:17.577188,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:18.622759,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:19.663302,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:20.675408,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:21.697315,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:22.746963,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:23.806873,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:24.867281,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:25.912559,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:26.911790,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:27.926197,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:28.979126,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:30.093137,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:31.131245,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:32.231294,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:33.302656,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:34.365146,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:35.397436,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:36.467576,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:37.556257,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:38.655068,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:39.672230,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:40.814932,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:41.869421,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:42.896738,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:43.923825,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:45.039056,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:46.175135,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:47.291795,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:48.349802,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:49.424290,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:50.539145,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:51.661595,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:52.701817,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:53.669514,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:54.656311,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:55.605027,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:56.543774,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:57.496703,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:58.508923,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:59.839372,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:05:00.861997,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:05:01.933788,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:05:02.982807,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:05:04.082349,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:05.122678,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:06.348671,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:07.475926,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:08.546944,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:09.691674,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:10.759186,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:11.749669,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:12.771071,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:13.929328,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:14.999547,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:16.053194,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:17.194685,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:18.260676,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:19.390358,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:20.517261,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:21.645239,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:22.748676,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:24.044986,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:25.192635,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:26.401350,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:27.556279,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
11-01-2023 12:05:28.581016,"(10.0, 21.0, 15.166666666666668)","(11.0, 23.0, 21.954545454545453)","(3.0, 4.5, 3.3636363636363638)","(5.5, 10.5, 6.54)","(71.0, 550.0, 496.6666666666667)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 112.5625)"
