,Exciting Times,Holdingno Currency,Voodoo Fella,Malinjang,Shakalakaboomboom,Dollarbill,Peppa Bliss,Slingin A Gun,Studleigh Mark
06-01-2023 14:20:53.667137,"(2.0, 3.0, 2.76)","(14.0, 27.0, 18.0)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.7, 4.41)","(21.0, 55.0, 40.42857142857143)","(51.0, 170.0, 93.75)","(5.0, 8.8, 7.700000000000001)","(51.0, 110.0, 94.28571428571428)","(19.0, 38.0, 31.0)"
06-01-2023 14:20:54.927656,"(2.0, 3.0, 2.76)","(14.0, 27.0, 18.0)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.7, 4.41)","(21.0, 55.0, 40.42857142857143)","(51.0, 170.0, 93.75)","(5.0, 8.8, 7.700000000000001)","(51.0, 110.0, 94.28571428571428)","(19.0, 38.0, 31.0)"
06-01-2023 14:20:56.214515,"(2.0, 3.0, 2.7666666666666666)","(14.0, 27.0, 18.0)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.7, 4.41)","(21.0, 55.0, 40.42857142857143)","(51.0, 170.0, 93.75)","(5.0, 8.8, 6.49)","(51.0, 110.0, 94.28571428571428)","(19.0, 38.0, 31.0)"
06-01-2023 14:20:57.546524,"(2.0, 3.0, 2.7666666666666666)","(14.0, 27.0, 18.0)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.7, 4.41)","(21.0, 55.0, 40.42857142857143)","(51.0, 170.0, 93.75)","(5.0, 8.8, 6.49)","(51.0, 110.0, 94.28571428571428)","(19.0, 38.0, 31.0)"
06-01-2023 14:20:58.902330,"(2.0, 3.0, 2.7666666666666666)","(14.0, 27.0, 18.0)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.7, 4.41)","(21.0, 55.0, 40.42857142857143)","(51.0, 170.0, 93.75)","(5.0, 8.8, 6.49)","(51.0, 110.0, 94.28571428571428)","(19.0, 38.0, 31.0)"
06-01-2023 14:21:00.163071,"(2.0, 3.0, 2.7666666666666666)","(14.0, 27.0, 18.0)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.7, 4.41)","(21.0, 55.0, 40.42857142857143)","(51.0, 170.0, 93.75)","(5.0, 8.8, 6.49)","(51.0, 110.0, 94.28571428571428)","(19.0, 38.0, 31.0)"
06-01-2023 14:21:01.499099,"(2.0, 3.0, 2.7666666666666666)","(14.0, 27.0, 18.0)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.7, 4.41)","(21.0, 55.0, 40.42857142857143)","(51.0, 170.0, 93.75)","(5.0, 8.8, 6.49)","(51.0, 110.0, 94.28571428571428)","(19.0, 38.0, 31.0)"
06-01-2023 14:21:02.747120,"(2.0, 3.0, 2.7666666666666666)","(14.0, 27.0, 18.0)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.7, 4.41)","(21.0, 55.0, 40.42857142857143)","(51.0, 170.0, 93.75)","(5.0, 8.8, 6.49)","(51.0, 110.0, 94.28571428571428)","(19.0, 38.0, 31.0)"
06-01-2023 14:21:03.988835,"(2.0, 3.0, 2.7666666666666666)","(14.0, 27.0, 18.0)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.7, 4.41)","(21.0, 55.0, 40.42857142857143)","(51.0, 170.0, 93.75)","(5.0, 8.8, 6.49)","(51.0, 110.0, 94.28571428571428)","(19.0, 38.0, 31.0)"
06-01-2023 14:21:05.299861,"(2.0, 3.0, 2.7666666666666666)","(14.0, 27.0, 18.0)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.7, 4.41)","(21.0, 55.0, 40.42857142857143)","(51.0, 170.0, 93.75)","(5.0, 8.8, 6.49)","(51.0, 110.0, 94.28571428571428)","(19.0, 38.0, 31.0)"
06-01-2023 14:21:06.612093,"(2.0, 3.0, 2.7733333333333334)","(14.0, 27.0, 18.0)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.7, 4.41)","(21.0, 55.0, 40.42857142857143)","(51.0, 170.0, 93.75)","(5.0, 8.8, 6.49)","(51.0, 110.0, 94.28571428571428)","(19.0, 38.0, 31.0)"
06-01-2023 14:21:08.046304,"(2.0, 3.0, 2.7733333333333334)","(14.0, 27.0, 16.625)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.7, 4.37)","(21.0, 55.0, 33.0)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.8, 7.566666666666666)","(51.0, 110.0, 76.66666666666667)","(19.0, 38.0, 31.0)"
06-01-2023 14:21:09.351063,"(2.0, 3.0, 2.7733333333333334)","(14.0, 26.0, 16.625)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.6, 4.37)","(21.0, 55.0, 33.0)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.6, 7.566666666666666)","(51.0, 110.0, 76.66666666666667)","(19.0, 38.0, 31.0)"
06-01-2023 14:21:10.581581,"(2.0, 3.0, 2.7733333333333334)","(14.0, 26.0, 16.625)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.6, 4.37)","(21.0, 55.0, 33.0)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.6, 7.566666666666666)","(51.0, 110.0, 76.66666666666667)","(19.0, 38.0, 31.0)"
06-01-2023 14:21:11.842395,"(2.0, 3.0, 2.7733333333333334)","(14.0, 26.0, 16.625)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.6, 4.37)","(21.0, 55.0, 33.0)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.6, 7.566666666666666)","(51.0, 110.0, 76.66666666666667)","(19.0, 38.0, 31.0)"
06-01-2023 14:21:13.088973,"(2.0, 3.0, 2.4631578947368418)","(14.0, 26.0, 16.625)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.6, 4.37)","(21.0, 55.0, 33.0)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.6, 7.566666666666666)","(51.0, 110.0, 76.66666666666667)","(19.0, 38.0, 31.0)"
06-01-2023 14:21:14.420947,"(2.0, 3.0, 2.4631578947368418)","(14.0, 26.0, 16.625)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.6, 4.37)","(21.0, 55.0, 33.0)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.6, 7.566666666666666)","(51.0, 110.0, 76.66666666666667)","(19.0, 38.0, 31.0)"
06-01-2023 14:21:15.740937,"(2.0, 3.0, 2.4631578947368418)","(14.0, 26.0, 16.625)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.6, 4.37)","(21.0, 55.0, 33.0)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.6, 7.566666666666666)","(51.0, 110.0, 76.66666666666667)","(19.0, 38.0, 31.0)"
06-01-2023 14:21:17.001718,"(2.0, 3.0, 2.517857142857143)","(14.0, 26.0, 16.625)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.6, 4.37)","(21.0, 55.0, 33.0)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.6, 7.566666666666666)","(51.0, 110.0, 76.66666666666667)","(19.0, 38.0, 31.0)"
06-01-2023 14:21:18.306803,"(2.0, 3.0, 2.517857142857143)","(14.0, 26.0, 16.625)","(8.0, 13.0, 11.266666666666666)","(3.5, 5.6, 4.37)","(21.0, 55.0, 33.0)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.6, 7.566666666666666)","(51.0, 110.0, 76.66666666666667)","(19.0, 38.0, 31.0)"
06-01-2023 14:21:19.563057,"(2.0, 3.0, 2.511111111111111)","(14.0, 26.0, 16.625)","(8.0, 13.0, 11.266666666666666)","(3.4, 5.6, 4.1)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.6, 6.8)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 24.333333333333332)"
06-01-2023 14:21:20.899820,"(2.0, 3.0, 2.511111111111111)","(14.0, 26.0, 18.5)","(8.0, 13.0, 10.5)","(3.4, 5.6, 4.1)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.6, 6.8)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:22.189189,"(2.0, 3.0, 2.511111111111111)","(14.0, 26.0, 18.5)","(8.0, 13.0, 10.5)","(3.4, 5.6, 5.0)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.6, 6.8)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:23.396085,"(2.0, 3.0, 2.511111111111111)","(14.0, 26.0, 18.5)","(8.0, 13.0, 10.5)","(3.4, 5.6, 4.949999999999999)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.6, 6.8)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:24.682838,"(2.0, 3.0, 2.511111111111111)","(14.0, 26.0, 18.5)","(8.0, 13.0, 10.5)","(3.4, 5.6, 4.949999999999999)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.6, 6.8)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:25.979474,"(2.0, 3.0, 2.511111111111111)","(14.0, 26.0, 18.5)","(8.0, 13.0, 10.5)","(3.4, 5.6, 4.949999999999999)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.6, 6.8)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:27.247036,"(2.0, 3.0, 2.511111111111111)","(14.0, 26.0, 18.5)","(8.0, 13.0, 10.5)","(3.4, 5.6, 4.949999999999999)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.6, 6.8)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:28.515662,"(2.0, 3.0, 2.511111111111111)","(14.0, 26.0, 18.5)","(8.0, 13.0, 10.5)","(3.4, 5.6, 4.949999999999999)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.6, 6.8)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:29.829003,"(2.0, 3.0, 2.511111111111111)","(14.0, 26.0, 18.5)","(8.0, 13.0, 10.5)","(3.4, 5.6, 4.949999999999999)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.6, 6.8)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:31.104847,"(2.0, 3.0, 2.511111111111111)","(14.0, 26.0, 18.5)","(8.0, 13.0, 10.5)","(3.4, 5.6, 4.949999999999999)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.6, 6.8)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:32.359162,"(2.0, 3.0, 2.511111111111111)","(14.0, 26.0, 18.5)","(8.0, 13.0, 10.5)","(3.4, 5.6, 4.949999999999999)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 60.90909090909091)","(5.0, 8.6, 6.8)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:33.661696,"(2.0, 3.0, 2.511111111111111)","(14.0, 26.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.6, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.6, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:34.963903,"(2.0, 3.0, 2.511111111111111)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:36.242426,"(2.0, 3.0, 2.511111111111111)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:37.412785,"(2.0, 3.0, 2.511111111111111)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:38.733797,"(2.0, 3.0, 2.511111111111111)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:40.065987,"(2.0, 3.0, 2.511111111111111)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:41.316451,"(2.0, 3.0, 2.511111111111111)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:42.604838,"(2.0, 3.0, 2.511111111111111)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:43.955024,"(2.0, 3.0, 2.6416666666666666)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:45.244350,"(2.0, 3.0, 2.6416666666666666)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:46.617611,"(2.0, 3.0, 2.6416666666666666)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:47.845440,"(2.0, 3.0, 2.6416666666666666)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:49.161883,"(2.0, 3.0, 2.4)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:50.415143,"(2.0, 3.0, 2.335)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 37.54545454545455)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:51.650240,"(2.0, 2.86, 2.335)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 37.54545454545455)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:52.889109,"(2.0, 2.86, 2.335)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:54.184268,"(2.0, 2.84, 2.67)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:55.512332,"(2.0, 2.84, 2.67)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:56.760363,"(2.0, 2.84, 2.67)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:58.045954,"(2.0, 2.84, 2.62)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:21:59.410722,"(2.0, 2.84, 2.62)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:01.013272,"(2.0, 2.84, 2.62)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:02.542061,"(2.0, 2.84, 2.62)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:03.991664,"(2.0, 2.84, 2.62)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 6.109090909090909)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:05.482620,"(2.0, 2.84, 2.6266666666666665)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 6.109090909090909)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:06.818550,"(2.0, 2.84, 2.6266666666666665)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 6.109090909090909)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:08.259094,"(2.0, 2.84, 2.6266666666666665)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 6.109090909090909)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:09.618234,"(2.0, 2.84, 2.6266666666666665)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 6.109090909090909)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:10.968760,"(2.0, 2.84, 2.6266666666666665)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 6.109090909090909)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:12.243710,"(2.0, 2.84, 2.6266666666666665)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 6.109090909090909)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:13.598922,"(2.0, 2.84, 2.6333333333333333)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 6.109090909090909)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:15.002404,"(2.0, 2.84, 2.6333333333333333)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 6.109090909090909)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:16.456752,"(2.0, 2.84, 2.6333333333333333)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 6.109090909090909)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:17.930568,"(2.0, 2.84, 2.6333333333333333)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 6.109090909090909)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:19.344474,"(2.0, 2.84, 2.6333333333333333)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 6.109090909090909)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:20.728458,"(2.0, 2.84, 2.468)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:22.061078,"(2.0, 2.54, 2.3480000000000003)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(41.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:23.366066,"(2.0, 2.54, 2.3480000000000003)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.4, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(51.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(51.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:24.714888,"(2.0, 2.54, 2.3600000000000003)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(31.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(51.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:26.079495,"(2.0, 2.54, 2.3600000000000003)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(31.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(51.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:27.449797,"(2.0, 2.82, 2.3408695652173916)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(31.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(51.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:28.677097,"(2.0, 2.82, 2.3408695652173916)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(31.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(51.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:29.943587,"(2.0, 2.82, 2.3408695652173916)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(31.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(51.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:31.248316,"(2.0, 2.82, 2.3408695652173916)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(31.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(51.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:32.704431,"(2.0, 2.82, 2.416)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(31.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(51.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
06-01-2023 14:22:34.202948,"(2.0, 2.46, 2.4580357142857143)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.0375)","(21.0, 55.0, 27.57142857142857)","(31.0, 170.0, 93.33333333333334)","(5.0, 8.4, 7.0)","(51.0, 110.0, 76.66666666666667)","(19.0, 38.0, 27.75)"
