,Atomic Julia,Cheers Poverty,Chemical Reactor,Makaila,Orator,Supercharged,Spearhead,Whodat Boodat
09-01-2023 15:59:39.040100,"(41.0, 90.0, 76.66666666666667)","(101.0, 200.0, 133.33333333333334)","(21.0, 34.0, 26.0)","(11.0, 13.5, 12.61111111111111)","(1.45, 1.92, 1.8587500000000001)","(3.4, 4.8, 4.62)","(9.0, 10.5, 9.728571428571428)","(41.0, 65.0, 59.0)"
09-01-2023 15:59:40.247771,"(31.0, 90.0, 76.66666666666667)","(101.0, 200.0, 133.33333333333334)","(21.0, 34.0, 23.6)","(11.0, 13.5, 12.738095238095237)","(1.5, 1.92, 1.8587500000000001)","(3.4, 4.8, 4.62)","(8.5, 10.5, 9.728571428571428)","(31.0, 65.0, 59.0)"
09-01-2023 15:59:41.532303,"(31.0, 90.0, 77.5)","(101.0, 200.0, 133.33333333333334)","(21.0, 34.0, 23.6)","(11.0, 13.5, 12.61111111111111)","(1.5, 1.92, 1.8587500000000001)","(3.4, 4.8, 4.62)","(8.5, 10.5, 9.728571428571428)","(31.0, 65.0, 59.0)"
09-01-2023 15:59:42.802870,"(31.0, 90.0, 75.71428571428572)","(101.0, 200.0, 133.33333333333334)","(21.0, 34.0, 23.6)","(11.0, 13.5, 12.61111111111111)","(1.5, 1.92, 1.8587500000000001)","(3.4, 4.8, 4.62)","(8.5, 10.5, 9.62093023255814)","(31.0, 65.0, 59.0)"
09-01-2023 15:59:44.012178,"(31.0, 90.0, 75.71428571428572)","(101.0, 200.0, 133.33333333333334)","(21.0, 34.0, 26.5)","(11.0, 13.5, 12.61111111111111)","(1.5, 1.92, 1.8587500000000001)","(3.4, 4.8, 4.62)","(8.5, 10.5, 9.62093023255814)","(31.0, 65.0, 59.0)"
09-01-2023 15:59:45.167413,"(31.0, 90.0, 75.71428571428572)","(101.0, 200.0, 133.33333333333334)","(21.0, 32.0, 24.142857142857142)","(11.0, 13.5, 12.868421052631579)","(1.5, 1.92, 1.885)","(3.4, 4.8, 4.592307692307692)","(8.5, 10.5, 9.62093023255814)","(31.0, 65.0, 61.22222222222222)"
09-01-2023 15:59:46.263484,"(31.0, 85.0, 68.33333333333333)","(101.0, 200.0, 133.33333333333334)","(21.0, 32.0, 24.75)","(11.0, 13.5, 12.868421052631579)","(1.5, 1.92, 1.8966666666666667)","(3.4, 4.8, 4.62)","(8.5, 10.5, 9.62093023255814)","(31.0, 65.0, 61.22222222222222)"
09-01-2023 15:59:47.367428,"(31.0, 90.0, 76.66666666666667)","(101.0, 200.0, 133.33333333333334)","(21.0, 30.0, 23.0)","(11.0, 13.5, 12.868421052631579)","(1.5, 1.92, 1.8927777777777777)","(3.4, 4.8, 4.62)","(8.5, 10.5, 9.62093023255814)","(31.0, 65.0, 61.22222222222222)"
09-01-2023 15:59:48.516689,"(31.0, 90.0, 70.0)","(101.0, 200.0, 133.33333333333334)","(21.0, 30.0, 25.0)","(11.0, 13.5, 13.029411764705882)","(1.5, 1.92, 1.8927777777777777)","(3.4, 4.8, 4.62)","(8.5, 10.5, 9.62093023255814)","(31.0, 65.0, 61.22222222222222)"
09-01-2023 15:59:49.679159,"(31.0, 90.0, 70.0)","(101.0, 200.0, 133.33333333333334)","(21.0, 29.0, 25.0)","(11.0, 13.5, 13.029411764705882)","(1.5, 1.92, 1.8995833333333334)","(3.4, 4.8, 4.62)","(8.5, 10.5, 9.62093023255814)","(31.0, 65.0, 61.22222222222222)"
09-01-2023 15:59:50.837309,"(31.0, 90.0, 70.0)","(101.0, 200.0, 133.33333333333334)","(21.0, 29.0, 25.0)","(11.0, 13.5, 13.029411764705882)","(1.5, 1.92, 1.8995833333333334)","(3.4, 4.8, 4.592307692307692)","(8.5, 10.5, 9.62093023255814)","(31.0, 65.0, 61.22222222222222)"
09-01-2023 15:59:51.955263,"(31.0, 90.0, 70.0)","(101.0, 200.0, 133.33333333333334)","(21.0, 29.0, 25.0)","(11.0, 13.5, 13.029411764705882)","(1.5, 1.92, 1.8995833333333334)","(3.4, 4.8, 4.62)","(8.5, 10.5, 9.62093023255814)","(31.0, 65.0, 61.22222222222222)"
09-01-2023 15:59:53.020876,"(31.0, 90.0, 70.0)","(101.0, 200.0, 133.33333333333334)","(21.0, 29.0, 25.0)","(11.0, 13.5, 12.928571428571429)","(1.5, 1.92, 1.9693749999999999)","(3.4, 4.8, 4.62)","(8.5, 10.5, 9.62093023255814)","(31.0, 65.0, 61.22222222222222)"
09-01-2023 15:59:54.019529,"(31.0, 90.0, 72.85714285714286)","(101.0, 200.0, 133.33333333333334)","(21.0, 29.0, 25.11111111111111)","(11.0, 13.5, 12.928571428571429)","(1.5, 2.02, 1.9708333333333332)","(3.4, 4.8, 4.62)","(8.5, 10.5, 9.489795918367347)","(31.0, 65.0, 61.22222222222222)"
09-01-2023 15:59:55.103601,"(31.0, 90.0, 71.25)","(101.0, 200.0, 180.9090909090909)","(21.0, 28.0, 22.166666666666668)","(11.0, 13.5, 12.928571428571429)","(1.5, 2.0, 1.9626666666666666)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.5, 9.489795918367347)","(31.0, 65.0, 59.888888888888886)"
09-01-2023 15:59:56.240224,"(31.0, 90.0, 70.9090909090909)","(101.0, 200.0, 180.9090909090909)","(21.0, 28.0, 22.166666666666668)","(11.0, 13.5, 12.928571428571429)","(1.5, 2.0, 1.9708333333333332)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.5, 9.489795918367347)","(31.0, 65.0, 57.75)"
09-01-2023 15:59:57.407951,"(31.0, 85.0, 78.27272727272728)","(101.0, 200.0, 180.9090909090909)","(21.0, 28.0, 22.166666666666668)","(11.0, 13.5, 12.928571428571429)","(1.5, 2.0, 1.9708333333333332)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.5, 9.58)","(31.0, 60.0, 62.0)"
09-01-2023 15:59:58.615943,"(31.0, 75.0, 70.0909090909091)","(101.0, 200.0, 180.9090909090909)","(21.0, 28.0, 22.166666666666668)","(11.0, 13.5, 12.928571428571429)","(1.5, 2.0, 1.9708333333333332)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.44)","(31.0, 70.0, 58.666666666666664)"
09-01-2023 15:59:59.823727,"(31.0, 75.0, 66.6923076923077)","(101.0, 200.0, 180.9090909090909)","(21.0, 28.0, 22.166666666666668)","(11.0, 13.5, 12.928571428571429)","(1.5, 2.0, 1.9708333333333332)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.44)","(31.0, 65.0, 56.0)"
09-01-2023 16:00:00.989418,"(31.0, 70.0, 63.230769230769226)","(101.0, 200.0, 180.9090909090909)","(21.0, 28.0, 22.166666666666668)","(11.0, 13.5, 12.928571428571429)","(1.5, 2.0, 1.9708333333333332)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.44)","(31.0, 70.0, 56.0)"
09-01-2023 16:00:02.041215,"(31.0, 70.0, 63.230769230769226)","(101.0, 200.0, 180.9090909090909)","(21.0, 28.0, 22.166666666666668)","(11.0, 13.5, 12.928571428571429)","(1.5, 2.0, 1.9708333333333332)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.44)","(31.0, 70.0, 56.0)"
09-01-2023 16:00:03.057741,"(31.0, 65.0, 61.90909090909091)","(101.0, 200.0, 180.9090909090909)","(21.0, 28.0, 22.166666666666668)","(11.0, 13.5, 12.928571428571429)","(1.5, 2.0, 1.9708333333333332)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.44)","(31.0, 70.0, 56.0)"
09-01-2023 16:00:04.106228,"(31.0, 65.0, 61.90909090909091)","(101.0, 200.0, 180.9090909090909)","(21.0, 28.0, 22.285714285714285)","(11.0, 13.5, 12.8)","(1.5, 2.0, 1.9666666666666666)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.44)","(31.0, 70.0, 56.0)"
09-01-2023 16:00:05.204454,"(31.0, 65.0, 61.90909090909091)","(101.0, 200.0, 180.9090909090909)","(21.0, 27.0, 23.18181818181818)","(11.0, 13.5, 12.882352941176471)","(1.5, 2.02, 1.9849999999999999)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.44)","(31.0, 70.0, 61.83333333333333)"
09-01-2023 16:00:06.376990,"(31.0, 65.0, 58.92857142857143)","(101.0, 200.0, 180.9090909090909)","(21.0, 27.0, 23.0)","(11.0, 13.5, 12.882352941176471)","(1.5, 2.0, 1.9849999999999999)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.44)","(31.0, 65.0, 51.0)"
09-01-2023 16:00:07.515030,"(31.0, 65.0, 61.90909090909091)","(101.0, 200.0, 180.9090909090909)","(21.0, 26.0, 22.25)","(11.0, 13.5, 12.882352941176471)","(1.5, 2.0, 1.9849999999999999)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.44)","(31.0, 65.0, 49.333333333333336)"
09-01-2023 16:00:08.641008,"(31.0, 80.0, 76.8)","(101.0, 200.0, 180.9090909090909)","(21.0, 26.0, 23.0)","(11.0, 13.5, 12.882352941176471)","(1.5, 2.0, 1.9849999999999999)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.44)","(31.0, 60.0, 49.333333333333336)"
09-01-2023 16:00:09.728280,"(31.0, 80.0, 67.5)","(101.0, 200.0, 180.9090909090909)","(21.0, 26.0, 23.0)","(11.0, 13.5, 12.882352941176471)","(1.5, 2.0, 1.9849999999999999)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.44)","(31.0, 60.0, 49.333333333333336)"
09-01-2023 16:00:10.769426,"(31.0, 80.0, 57.5)","(101.0, 200.0, 180.9090909090909)","(21.0, 26.0, 23.0)","(11.0, 13.5, 13.25)","(1.5, 2.0, 1.945625)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.44)","(31.0, 60.0, 49.333333333333336)"
09-01-2023 16:00:11.825708,"(31.0, 80.0, 57.5)","(101.0, 200.0, 180.9090909090909)","(21.0, 26.0, 23.0)","(11.0, 13.0, 12.76923076923077)","(1.5, 2.0, 1.9903333333333333)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.65)","(31.0, 60.0, 54.4)"
09-01-2023 16:00:12.980319,"(31.0, 85.0, 67.5)","(101.0, 200.0, 180.9090909090909)","(21.0, 26.0, 22.25)","(11.0, 13.0, 12.76923076923077)","(1.5, 2.0, 1.9516666666666667)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.65)","(31.0, 60.0, 53.6)"
09-01-2023 16:00:14.168417,"(31.0, 85.0, 71.875)","(101.0, 200.0, 180.9090909090909)","(21.0, 26.0, 22.25)","(11.0, 13.0, 13.11111111111111)","(1.5, 2.0, 1.9625806451612904)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.775)","(31.0, 60.0, 53.6)"
09-01-2023 16:00:15.363029,"(31.0, 85.0, 71.875)","(101.0, 200.0, 180.9090909090909)","(21.0, 26.0, 22.25)","(11.0, 14.0, 12.952380952380953)","(1.5, 2.0, 1.9384848484848485)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.775)","(31.0, 60.0, 53.6)"
09-01-2023 16:00:16.615996,"(31.0, 85.0, 77.5)","(101.0, 200.0, 180.9090909090909)","(21.0, 26.0, 22.25)","(11.0, 14.0, 12.952380952380953)","(1.5, 2.0, 1.989485294117647)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.775)","(31.0, 60.0, 53.6)"
09-01-2023 16:00:17.821636,"(31.0, 85.0, 81.25)","(101.0, 200.0, 180.9090909090909)","(21.0, 26.0, 22.25)","(11.0, 14.0, 13.25)","(1.5, 1.99, 1.9602127659574469)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.775)","(31.0, 60.0, 53.6)"
09-01-2023 16:00:19.013631,"(31.0, 85.0, 74.0909090909091)","(101.0, 200.0, 180.9090909090909)","(21.0, 26.0, 22.25)","(11.0, 13.5, 12.8125)","(1.5, 1.99, 1.9333333333333333)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.775)","(31.0, 60.0, 53.6)"
09-01-2023 16:00:20.187280,"(31.0, 85.0, 74.0909090909091)","(101.0, 200.0, 180.9090909090909)","(21.0, 26.0, 22.25)","(11.0, 13.0, 12.8125)","(1.5, 1.98, 1.9333333333333333)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.775)","(31.0, 60.0, 53.6)"
09-01-2023 16:00:21.315849,"(31.0, 85.0, 74.0909090909091)","(101.0, 200.0, 158.0)","(21.0, 26.0, 22.25)","(11.0, 13.0, 12.8125)","(1.5, 1.98, 1.9438709677419355)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.775)","(31.0, 60.0, 53.0)"
09-01-2023 16:00:22.421713,"(31.0, 85.0, 74.0909090909091)","(101.0, 200.0, 158.0)","(21.0, 26.0, 22.25)","(11.0, 13.0, 12.8125)","(1.5, 1.98, 1.912121212121212)","(3.4, 4.8, 4.523076923076923)","(8.5, 10.0, 9.775)","(31.0, 60.0, 53.0)"
09-01-2023 16:00:23.555381,"(31.0, 85.0, 74.0909090909091)","(81.0, 200.0, 158.0)","(21.0, 26.0, 22.25)","(10.0, 13.0, 13.0)","(1.6, 1.98, 1.912121212121212)","(3.4, 4.8, 4.523076923076923)","(7.5, 10.0, 9.775)","(31.0, 60.0, 53.0)"
09-01-2023 16:00:24.656918,"(31.0, 85.0, 74.0909090909091)","(81.0, 200.0, 158.0)","(21.0, 26.0, 22.25)","(10.0, 13.5, 13.0)","(1.6, 1.98, 1.9185714285714286)","(3.4, 4.8, 4.523076923076923)","(7.5, 10.0, 9.775)","(31.0, 60.0, 53.6)"
09-01-2023 16:00:25.818929,"(31.0, 85.0, 73.88888888888889)","(81.0, 200.0, 133.33333333333334)","(21.0, 26.0, 22.25)","(10.0, 13.5, 13.342105263157894)","(1.6, 1.97, 1.9185714285714286)","(3.4, 4.8, 4.523076923076923)","(7.5, 10.0, 9.775)","(31.0, 60.0, 53.6)"
09-01-2023 16:00:26.973315,"(31.0, 85.0, 76.66666666666667)","(81.0, 200.0, 133.33333333333334)","(21.0, 26.0, 22.25)","(10.0, 13.5, 13.342105263157894)","(1.6, 1.97, 1.9249999999999998)","(3.4, 4.8, 4.523076923076923)","(7.5, 10.0, 9.775)","(31.0, 60.0, 60.66666666666667)"
09-01-2023 16:00:28.124653,"(31.0, 90.0, 77.14285714285714)","(81.0, 200.0, 158.0)","(21.0, 26.0, 22.25)","(10.0, 13.5, 13.36)","(1.6, 1.97, 1.94)","(3.4, 4.8, 4.523076923076923)","(7.5, 10.0, 9.775)","(31.0, 70.0, 55.333333333333336)"
09-01-2023 16:00:29.338607,"(31.0, 90.0, 77.14285714285714)","(81.0, 200.0, 158.0)","(21.0, 26.0, 22.25)","(11.0, 14.0, 13.214285714285714)","(1.6, 1.97, 1.94)","(3.4, 4.8, 4.523076923076923)","(7.5, 10.0, 8.661538461538461)","(31.0, 60.0, 58.25)"
09-01-2023 16:00:30.535671,"(31.0, 90.0, 77.14285714285714)","(81.0, 200.0, 126.66666666666667)","(21.0, 26.0, 23.916666666666668)","(10.0, 14.0, 12.833333333333334)","(1.6, 1.97, 1.9607692307692308)","(3.4, 4.8, 4.523076923076923)","(7.5, 9.0, 8.55)","(31.0, 60.0, 57.6)"
09-01-2023 16:00:31.756294,"(31.0, 90.0, 69.16666666666667)","(81.0, 180.0, 142.0)","(21.0, 26.0, 24.75)","(10.0, 13.5, 12.4)","(1.6, 1.97, 1.9714285714285713)","(3.4, 4.8, 4.66)","(7.5, 9.0, 7.913333333333333)","(31.0, 60.0, 57.05882352941177)"
09-01-2023 16:00:32.869991,"(31.0, 90.0, 69.16666666666667)","(81.0, 170.0, 140.0)","(21.0, 26.0, 24.75)","(10.0, 12.5, 12.4)","(1.6, 1.98, 1.9718181818181817)","(3.4, 4.9, 4.793333333333334)","(7.5, 8.0, 7.929032258064516)","(31.0, 70.0, 58.0)"
09-01-2023 16:00:34.007536,"(31.0, 90.0, 70.0)","(81.0, 170.0, 154.44444444444446)","(21.0, 26.0, 24.75)","(10.0, 12.5, 12.409090909090908)","(1.6, 1.98, 1.9507407407407407)","(3.4, 4.9, 4.786666666666666)","(7.5, 8.0, 7.929032258064516)","(31.0, 70.0, 58.0)"
09-01-2023 16:00:35.092977,"(31.0, 90.0, 70.0)","(81.0, 170.0, 154.44444444444446)","(21.0, 26.0, 24.75)","(10.0, 12.5, 12.409090909090908)","(1.6, 2.0, 1.9507407407407407)","(3.4, 5.3, 4.866666666666666)","(7.5, 8.0, 7.929032258064516)","(31.0, 70.0, 58.0)"
09-01-2023 16:00:36.138955,"(31.0, 90.0, 75.71428571428572)","(81.0, 170.0, 154.44444444444446)","(21.0, 26.0, 24.75)","(10.0, 12.5, 12.409090909090908)","(1.6, 1.99, 1.9805263157894737)","(3.4, 5.2, 4.942857142857143)","(7.5, 8.0, 7.929032258064516)","(31.0, 70.0, 58.0)"
09-01-2023 16:00:37.243580,"(31.0, 90.0, 80.9090909090909)","(81.0, 170.0, 154.44444444444446)","(21.0, 26.0, 24.75)","(10.0, 12.5, 12.409090909090908)","(1.6, 1.99, 1.9805263157894737)","(3.4, 5.2, 4.942857142857143)","(7.5, 8.0, 7.929032258064516)","(31.0, 70.0, 58.0)"
09-01-2023 16:00:38.414386,"(31.0, 90.0, 80.9090909090909)","(81.0, 170.0, 156.0)","(21.0, 26.0, 24.75)","(10.0, 12.5, 12.409090909090908)","(1.6, 1.99, 1.9805263157894737)","(3.4, 5.2, 4.942857142857143)","(7.5, 8.0, 7.929032258064516)","(31.0, 70.0, 58.0)"
09-01-2023 16:00:39.675971,"(31.0, 90.0, 80.9090909090909)","(81.0, 170.0, 156.0)","(21.0, 26.0, 24.75)","(10.0, 12.5, 12.409090909090908)","(1.6, 1.99, 1.9805263157894737)","(3.4, 5.2, 4.942857142857143)","(7.5, 8.0, 7.929032258064516)","(31.0, 70.0, 58.0)"
09-01-2023 16:00:40.919600,"(31.0, 90.0, 80.9090909090909)","(81.0, 170.0, 156.0)","(21.0, 26.0, 24.75)","(10.0, 12.5, 12.4)","(1.6, 1.99, 1.9805263157894737)","(3.4, 5.2, 4.857142857142857)","(7.5, 8.0, 7.924137931034482)","(31.0, 70.0, 58.0)"
09-01-2023 16:00:42.080281,"(31.0, 90.0, 80.9090909090909)","(81.0, 170.0, 156.0)","(21.0, 26.0, 24.75)","(10.0, 12.5, 12.4)","(1.6, 1.99, 1.9864705882352942)","(3.4, 5.2, 4.866666666666667)","(7.5, 8.0, 7.924137931034482)","(31.0, 70.0, 58.0)"
09-01-2023 16:00:43.295860,"(31.0, 90.0, 84.44444444444444)","(81.0, 160.0, 134.28571428571428)","(21.0, 26.0, 24.75)","(10.0, 12.5, 12.4)","(1.6, 1.99, 1.9757142857142858)","(3.4, 5.2, 4.866666666666667)","(7.5, 8.0, 7.924137931034482)","(31.0, 70.0, 58.0)"
09-01-2023 16:00:44.556211,"(31.0, 90.0, 84.44444444444444)","(81.0, 160.0, 140.0)","(21.0, 26.0, 24.75)","(10.0, 12.5, 12.4)","(1.6, 1.99, 1.9805263157894737)","(3.4, 5.2, 4.9)","(7.5, 8.0, 7.929032258064516)","(31.0, 70.0, 58.0)"
09-01-2023 16:00:45.757915,"(31.0, 90.0, 84.44444444444444)","(81.0, 150.0, 140.0)","(21.0, 26.0, 24.75)","(10.0, 12.5, 12.333333333333334)","(1.6, 1.99, 1.9864705882352942)","(3.4, 5.2, 5.113043478260869)","(7.5, 8.0, 7.929032258064516)","(31.0, 70.0, 58.0)"
09-01-2023 16:00:46.963429,"(31.0, 90.0, 84.44444444444444)","(81.0, 150.0, 140.0)","(21.0, 26.0, 25.0)","(10.0, 12.5, 11.833333333333334)","(1.6, 1.99, 1.9864705882352942)","(3.4, 5.2, 4.866666666666667)","(7.5, 8.0, 7.929032258064516)","(31.0, 70.0, 58.0)"
09-01-2023 16:00:48.239024,"(31.0, 90.0, 84.44444444444444)","(81.0, 150.0, 140.0)","(21.0, 26.0, 25.0)","(10.0, 12.0, 11.833333333333334)","(1.6, 1.99, 1.9757142857142858)","(3.4, 5.2, 4.866666666666667)","(7.5, 8.0, 7.929032258064516)","(31.0, 70.0, 58.0)"
09-01-2023 16:00:49.505756,"(31.0, 90.0, 84.44444444444444)","(81.0, 150.0, 140.0)","(21.0, 26.0, 25.0)","(10.0, 12.0, 11.833333333333334)","(1.6, 1.99, 1.9496491228070174)","(3.4, 5.2, 5.125925925925926)","(7.5, 8.0, 7.929032258064516)","(31.0, 70.0, 58.0)"
09-01-2023 16:00:50.730763,"(31.0, 85.0, 79.0)","(81.0, 150.0, 140.0)","(21.0, 26.0, 25.0)","(10.0, 12.0, 11.833333333333334)","(1.6, 2.0, 1.9864705882352942)","(3.4, 5.2, 5.057142857142857)","(7.5, 8.0, 7.533333333333333)","(31.0, 70.0, 61.0)"
09-01-2023 16:00:51.890157,"(31.0, 85.0, 79.0)","(81.0, 150.0, 140.0)","(21.0, 26.0, 25.0)","(10.0, 12.0, 11.833333333333334)","(1.6, 1.99, 2.015862068965517)","(3.4, 5.2, 4.977777777777778)","(7.5, 8.0, 7.16)","(31.0, 70.0, 61.0)"
09-01-2023 16:00:52.929896,"(31.0, 85.0, 79.0)","(81.0, 150.0, 140.0)","(21.0, 26.0, 25.0)","(10.0, 12.0, 11.833333333333334)","(1.6, 2.02, 2.0286206896551726)","(3.4, 5.2, 4.977777777777778)","(7.5, 8.0, 7.3538461538461535)","(31.0, 70.0, 61.0)"
09-01-2023 16:00:53.965577,"(31.0, 85.0, 79.0)","(81.0, 150.0, 140.0)","(21.0, 26.0, 25.0)","(10.0, 12.0, 11.807692307692308)","(1.6, 2.06, 1.9685714285714286)","(3.4, 5.2, 4.977777777777778)","(7.5, 8.0, 7.6)","(31.0, 70.0, 61.0)"
09-01-2023 16:00:55.138197,"(31.0, 85.0, 79.0)","(81.0, 150.0, 140.0)","(21.0, 26.0, 25.0)","(10.0, 12.0, 11.807692307692308)","(1.6, 2.04, 1.99)","(3.4, 5.2, 4.977777777777778)","(7.5, 7.8, 7.6)","(31.0, 70.0, 61.0)"
09-01-2023 16:00:56.304539,"(31.0, 85.0, 79.0)","(81.0, 150.0, 140.0)","(21.0, 26.0, 25.0)","(10.0, 12.0, 11.807692307692308)","(1.6, 2.04, 1.99)","(3.4, 5.2, 4.977777777777778)","(7.5, 7.8, 7.56)","(31.0, 70.0, 58.333333333333336)"
09-01-2023 16:00:57.567972,"(31.0, 85.0, 79.0)","(81.0, 150.0, 140.0)","(21.0, 26.0, 25.0)","(10.0, 12.0, 11.807692307692308)","(1.6, 2.04, 1.9849999999999999)","(3.4, 5.2, 4.977777777777778)","(7.5, 7.8, 7.6)","(31.0, 70.0, 58.333333333333336)"
09-01-2023 16:00:58.768977,"(31.0, 85.0, 79.0)","(81.0, 150.0, 140.0)","(21.0, 26.0, 25.0)","(10.0, 12.0, 11.807692307692308)","(1.6, 2.04, 1.9845454545454546)","(3.4, 5.2, 4.977777777777778)","(7.5, 8.0, 7.5)","(31.0, 70.0, 58.333333333333336)"
09-01-2023 16:00:59.877864,"(31.0, 85.0, 79.0)","(81.0, 150.0, 140.0)","(21.0, 26.0, 25.0)","(10.0, 12.0, 11.807692307692308)","(1.6, 1.99, 1.9845454545454546)","(3.4, 5.2, 4.977777777777778)","(7.5, 8.0, 7.5)","(31.0, 70.0, 58.333333333333336)"
09-01-2023 16:01:00.978596,"(31.0, 85.0, 79.0)","(81.0, 150.0, 140.0)","(21.0, 26.0, 25.0)","(10.0, 12.0, 11.807692307692308)","(1.6, 1.99, 1.9845454545454546)","(3.4, 5.2, 4.977777777777778)","(7.5, 8.0, 7.5)","(31.0, 70.0, 61.0)"
09-01-2023 16:01:02.052022,"(31.0, 85.0, 79.0)","(81.0, 150.0, 140.0)","(21.0, 26.0, 25.0)","(10.0, 12.0, 11.807692307692308)","(1.6, 1.99, 1.9845454545454546)","(3.4, 5.2, 4.977777777777778)","(7.5, 8.0, 7.622222222222222)","(31.0, 70.0, 61.0)"
09-01-2023 16:01:03.228555,"(31.0, 85.0, 79.0)","(81.0, 150.0, 140.0)","(21.0, 26.0, 25.0)","(10.0, 12.0, 11.807692307692308)","(1.6, 1.99, 1.9849999999999999)","(3.4, 5.2, 5.011111111111111)","(7.5, 7.8, 7.466666666666667)","(31.0, 70.0, 65.0)"
09-01-2023 16:01:04.437564,"(31.0, 80.0, 78.125)","(81.0, 150.0, 140.0)","(21.0, 26.0, 25.0)","(10.0, 12.0, 11.807692307692308)","(1.6, 1.99, 1.9893617021276595)","(3.4, 5.1, 5.003571428571428)","(7.5, 7.6, 7.466666666666667)","(31.0, 70.0, 65.0)"
09-01-2023 16:01:05.626915,"(31.0, 80.0, 78.125)","(81.0, 150.0, 140.0)","(21.0, 26.0, 25.0)","(10.0, 12.0, 12.3)","(1.6, 1.99, 1.987142857142857)","(3.4, 5.1, 4.983870967741935)","(7.5, 7.6, 7.225)","(31.0, 70.0, 66.66666666666667)"
09-01-2023 16:01:06.771230,"(31.0, 80.0, 78.125)","(81.0, 150.0, 138.57142857142858)","(21.0, 26.0, 25.0)","(10.0, 12.5, 12.3)","(1.6, 1.99, 1.988936170212766)","(3.4, 5.1, 5.071428571428571)","(7.5, 7.6, 7.257142857142857)","(31.0, 70.0, 66.66666666666667)"
09-01-2023 16:01:07.835771,"(31.0, 80.0, 78.125)","(81.0, 150.0, 130.0)","(21.0, 26.0, 25.0)","(10.0, 12.5, 12.357142857142858)","(1.6, 1.99, 1.9889655172413794)","(3.4, 5.2, 5.004)","(7.5, 7.6, 7.066666666666666)","(31.0, 70.0, 66.66666666666667)"
09-01-2023 16:01:08.856620,"(31.0, 80.0, 78.125)","(81.0, 150.0, 130.0)","(21.0, 26.0, 25.0)","(10.0, 12.5, 12.357142857142858)","(1.6, 1.99, 1.9889655172413794)","(3.4, 5.1, 4.928571428571428)","(7.5, 7.6, 7.1)","(31.0, 70.0, 75.0)"
09-01-2023 16:01:09.995503,"(31.0, 80.0, 78.125)","(81.0, 150.0, 136.66666666666666)","(21.0, 26.0, 25.0)","(10.0, 12.5, 12.357142857142858)","(1.6, 1.99, 1.9833333333333334)","(3.4, 5.1, 4.928571428571428)","(7.5, 7.4, 7.0)","(31.0, 90.0, 78.75)"
09-01-2023 16:01:11.111859,"(31.0, 80.0, 78.125)","(81.0, 150.0, 136.66666666666666)","(21.0, 26.0, 25.0)","(10.0, 12.5, 12.346153846153847)","(1.6, 1.99, 1.9775)","(3.4, 5.1, 4.928571428571428)","(7.5, 7.4, 7.057142857142857)","(31.0, 85.0, 75.0)"
09-01-2023 16:01:12.235346,"(31.0, 80.0, 78.125)","(81.0, 150.0, 130.0)","(21.0, 26.0, 25.0)","(10.0, 12.5, 12.346153846153847)","(1.6, 1.99, 1.9775)","(3.4, 5.1, 4.928571428571428)","(7.5, 7.4, 7.11764705882353)","(31.0, 85.0, 70.0)"
09-01-2023 16:01:13.314468,"(31.0, 80.0, 78.125)","(81.0, 180.0, 146.66666666666666)","(21.0, 26.0, 25.0)","(10.0, 12.5, 12.346153846153847)","(1.6, 1.99, 1.9816666666666667)","(3.4, 5.1, 5.004)","(7.5, 7.4, 7.030769230769231)","(31.0, 80.0, 70.0)"
09-01-2023 16:01:14.372843,"(31.0, 80.0, 78.125)","(81.0, 170.0, 143.33333333333334)","(21.0, 26.0, 25.2)","(10.0, 12.5, 12.346153846153847)","(1.6, 1.99, 1.9895744680851064)","(3.4, 5.1, 5.004)","(7.5, 7.4, 7.030769230769231)","(31.0, 80.0, 70.0)"
