,Mr Bean,Jayville Crew,Pretty Reef,No More Issues,Call Me John,Winged Dominance,Fernbank Flyer
08-01-2023 17:12:24.283663,"(7.0, 14.5, 10.214285714285715)","(26.0, 110.0, 56.25)","(4.2, 6.8, 6.0875)","(2.0, 2.94, 2.2694117647058825)","(5.0, 9.6, 8.453333333333333)","(10.0, 23.0, 21.5625)","(10.0, 23.0, 21.4375)"
08-01-2023 17:12:25.350335,"(7.0, 14.5, 10.214285714285715)","(26.0, 110.0, 56.25)","(4.2, 6.8, 6.0875)","(2.0, 2.94, 2.2694117647058825)","(5.0, 9.6, 8.453333333333333)","(10.0, 23.0, 21.5625)","(10.0, 23.0, 21.4375)"
08-01-2023 17:12:26.401661,"(7.0, 14.5, 10.214285714285715)","(26.0, 110.0, 56.25)","(4.2, 6.8, 6.0875)","(2.0, 2.94, 2.2694117647058825)","(5.0, 9.6, 8.453333333333333)","(10.0, 23.0, 21.5625)","(10.0, 23.0, 21.4375)"
08-01-2023 17:12:27.510784,"(7.0, 14.5, 10.214285714285715)","(26.0, 110.0, 56.25)","(4.2, 6.8, 6.0875)","(2.0, 2.94, 2.2694117647058825)","(5.0, 9.6, 8.453333333333333)","(10.0, 23.0, 21.5625)","(10.0, 23.0, 21.4375)"
08-01-2023 17:12:28.620522,"(7.0, 14.5, 10.214285714285715)","(26.0, 110.0, 56.25)","(4.2, 6.8, 4.745)","(2.0, 2.94, 2.2694117647058825)","(5.0, 9.6, 8.453333333333333)","(10.0, 23.0, 21.5625)","(10.0, 23.0, 21.4375)"
08-01-2023 17:12:29.711620,"(7.0, 14.5, 10.214285714285715)","(26.0, 110.0, 56.25)","(4.2, 6.6, 4.745)","(2.0, 2.94, 2.2694117647058825)","(5.0, 9.6, 8.453333333333333)","(10.0, 23.0, 21.5625)","(10.0, 23.0, 21.4375)"
08-01-2023 17:12:30.746008,"(7.0, 14.5, 10.214285714285715)","(26.0, 110.0, 56.25)","(4.2, 6.8, 4.7272727272727275)","(2.0, 2.94, 2.2694117647058825)","(5.0, 9.6, 8.453333333333333)","(10.0, 23.0, 21.5625)","(10.0, 23.0, 21.4375)"
08-01-2023 17:12:31.741507,"(7.0, 14.5, 10.214285714285715)","(26.0, 110.0, 56.25)","(4.2, 6.8, 4.7272727272727275)","(2.0, 2.94, 2.2694117647058825)","(5.0, 9.6, 8.266666666666666)","(10.0, 23.0, 21.5625)","(10.0, 23.0, 21.4375)"
08-01-2023 17:12:32.846407,"(7.0, 14.5, 10.214285714285715)","(26.0, 110.0, 56.25)","(4.2, 6.8, 4.7272727272727275)","(2.0, 2.94, 2.2694117647058825)","(5.0, 9.6, 8.333333333333332)","(10.0, 23.0, 21.5625)","(10.0, 23.0, 21.4375)"
08-01-2023 17:12:33.903943,"(7.0, 14.5, 10.214285714285715)","(26.0, 110.0, 56.25)","(4.2, 6.8, 4.7272727272727275)","(2.0, 2.94, 2.2694117647058825)","(5.0, 9.6, 8.611764705882353)","(10.0, 23.0, 21.5625)","(10.0, 23.0, 21.4375)"
08-01-2023 17:12:35.000625,"(7.0, 14.5, 10.214285714285715)","(26.0, 110.0, 56.25)","(4.2, 6.8, 4.7272727272727275)","(2.0, 2.94, 2.2694117647058825)","(5.0, 9.6, 8.611764705882353)","(10.0, 23.0, 21.5625)","(10.0, 23.0, 21.4375)"
08-01-2023 17:12:36.053353,"(7.0, 14.5, 10.214285714285715)","(26.0, 110.0, 56.25)","(4.2, 6.8, 4.7272727272727275)","(2.0, 2.94, 2.2694117647058825)","(5.0, 9.6, 8.611764705882353)","(10.0, 23.0, 21.5625)","(10.0, 23.0, 21.4375)"
08-01-2023 17:12:37.065829,"(7.0, 14.5, 10.214285714285715)","(26.0, 110.0, 56.25)","(4.2, 6.8, 4.7272727272727275)","(2.0, 2.94, 2.2694117647058825)","(5.0, 9.6, 8.611764705882353)","(10.0, 23.0, 21.5625)","(10.0, 23.0, 21.4375)"
08-01-2023 17:12:38.145207,"(7.0, 14.5, 10.214285714285715)","(26.0, 110.0, 56.25)","(4.2, 6.8, 4.7272727272727275)","(2.0, 2.94, 2.2725)","(5.0, 9.6, 8.611764705882353)","(10.0, 23.0, 21.5625)","(10.0, 23.0, 21.4375)"
08-01-2023 17:12:39.241694,"(7.0, 14.5, 10.214285714285715)","(26.0, 110.0, 56.25)","(4.2, 6.8, 4.7272727272727275)","(2.0, 2.92, 2.4266666666666667)","(5.0, 9.6, 8.611764705882353)","(10.0, 23.0, 20.25)","(10.0, 23.0, 20.0)"
08-01-2023 17:12:40.357680,"(7.0, 14.5, 10.85)","(26.0, 110.0, 56.875)","(4.2, 6.8, 4.933333333333334)","(2.0, 2.92, 2.327058823529412)","(5.0, 9.6, 8.611764705882353)","(10.0, 23.0, 20.25)","(10.0, 23.0, 20.125)"
08-01-2023 17:12:41.366560,"(7.0, 14.5, 10.32857142857143)","(26.0, 110.0, 56.875)","(4.2, 6.8, 4.836363636363636)","(2.0, 2.92, 2.327058823529412)","(5.0, 9.6, 8.611764705882353)","(10.0, 23.0, 20.25)","(10.0, 23.0, 20.125)"
08-01-2023 17:12:42.378682,"(7.0, 14.5, 10.32857142857143)","(26.0, 110.0, 56.875)","(4.2, 6.6, 5.4)","(2.0, 2.92, 2.402)","(5.0, 9.6, 8.611764705882353)","(10.0, 23.0, 20.25)","(10.0, 23.0, 20.125)"
08-01-2023 17:12:43.400956,"(7.0, 14.5, 10.32857142857143)","(26.0, 110.0, 56.875)","(4.2, 6.6, 6.095238095238095)","(2.0, 2.92, 2.402)","(5.0, 9.6, 8.611764705882353)","(10.0, 23.0, 20.25)","(10.0, 23.0, 20.25)"
08-01-2023 17:12:44.420305,"(7.0, 14.5, 10.95)","(26.0, 110.0, 56.875)","(4.2, 6.6, 5.171428571428571)","(2.0, 2.92, 2.343529411764706)","(5.0, 9.6, 7.814285714285715)","(10.0, 23.0, 20.25)","(10.0, 23.0, 20.25)"
08-01-2023 17:12:45.376227,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.6, 5.75)","(2.0, 2.92, 2.343529411764706)","(5.0, 8.0, 7.814285714285715)","(10.0, 23.0, 20.25)","(10.0, 23.0, 20.25)"
08-01-2023 17:12:46.420393,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.6, 5.66)","(2.0, 2.92, 2.402)","(5.0, 8.0, 7.277272727272727)","(10.0, 23.0, 20.25)","(10.0, 23.0, 20.25)"
08-01-2023 17:12:47.445071,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.8, 5.66)","(2.0, 2.92, 2.402)","(5.0, 8.2, 7.277272727272727)","(10.0, 23.0, 20.25)","(10.0, 23.0, 20.25)"
08-01-2023 17:12:48.478649,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.8, 5.66)","(2.0, 2.92, 2.402)","(5.0, 8.2, 7.277272727272727)","(10.0, 23.0, 20.25)","(10.0, 23.0, 20.25)"
08-01-2023 17:12:49.527298,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.8, 5.66)","(2.0, 2.92, 2.402)","(5.0, 8.2, 8.018181818181818)","(10.0, 23.0, 20.25)","(10.0, 23.0, 20.25)"
08-01-2023 17:12:50.526202,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.8, 4.625)","(2.0, 2.92, 2.3600000000000003)","(5.0, 9.0, 8.072727272727272)","(10.0, 23.0, 20.25)","(10.0, 23.0, 20.25)"
08-01-2023 17:12:51.615438,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.8, 5.64)","(2.0, 2.92, 2.343529411764706)","(5.0, 9.0, 7.35)","(10.0, 23.0, 20.25)","(10.0, 23.0, 20.25)"
08-01-2023 17:12:52.688662,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.8, 5.769230769230769)","(2.0, 2.92, 2.343529411764706)","(5.0, 9.0, 7.140000000000001)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:12:53.879224,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.6, 6.15)","(2.0, 2.92, 2.402)","(5.0, 9.0, 6.383333333333334)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:12:54.900150,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.4, 5.800000000000001)","(2.0, 2.92, 2.402)","(5.0, 9.8, 7.26)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:12:55.874447,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.4, 6.195833333333334)","(2.0, 2.92, 2.402)","(5.0, 9.6, 7.26)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:12:57.050405,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.4, 6.2250000000000005)","(2.0, 2.92, 2.402)","(5.0, 9.6, 7.26)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:12:58.155907,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.4, 6.2250000000000005)","(2.0, 2.92, 2.343529411764706)","(5.0, 9.6, 7.26)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:12:59.278045,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.4, 6.2250000000000005)","(2.0, 2.92, 2.343529411764706)","(5.0, 9.6, 7.26)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:13:00.521969,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.4, 6.2250000000000005)","(2.0, 2.92, 2.343529411764706)","(5.0, 9.6, 7.26)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:13:01.752752,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.4, 6.2250000000000005)","(2.0, 2.92, 2.343529411764706)","(5.0, 9.6, 7.26)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:13:02.972059,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.4, 6.2250000000000005)","(2.0, 2.92, 2.343529411764706)","(5.0, 9.6, 7.26)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:13:04.078936,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.4, 6.2250000000000005)","(2.0, 2.92, 2.343529411764706)","(5.0, 9.6, 7.26)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:13:05.124042,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.4, 6.2250000000000005)","(2.0, 2.92, 2.343529411764706)","(5.0, 9.6, 7.26)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:13:06.136660,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.4, 5.92)","(2.0, 2.92, 2.3911111111111114)","(5.0, 8.2, 6.2555555555555555)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:13:07.197717,"(7.0, 13.0, 11.879999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.4, 6.185714285714286)","(2.0, 2.92, 2.376470588235294)","(5.0, 8.2, 6.2555555555555555)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:13:08.212193,"(7.0, 13.0, 11.7)","(26.0, 110.0, 56.875)","(4.2, 6.6, 5.92)","(2.0, 2.92, 2.376470588235294)","(5.0, 9.6, 8.175)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:13:09.232271,"(7.0, 13.0, 9.75)","(26.0, 110.0, 56.875)","(4.2, 6.8, 6.5285714285714285)","(2.0, 2.92, 2.3075)","(5.0, 9.6, 8.49)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:13:10.348249,"(7.0, 13.0, 9.75)","(26.0, 110.0, 56.875)","(4.2, 6.6, 5.684615384615385)","(2.0, 2.92, 2.3075)","(5.0, 9.6, 7.8)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:13:11.451031,"(7.0, 13.0, 9.75)","(26.0, 110.0, 56.875)","(4.2, 6.4, 6.195833333333334)","(2.0, 2.92, 2.3075)","(5.0, 9.6, 7.68)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:13:12.510778,"(7.0, 13.0, 9.75)","(26.0, 110.0, 56.875)","(4.2, 6.6, 5.484210526315789)","(2.0, 2.92, 2.3075)","(5.0, 9.6, 7.68)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:13:13.559028,"(7.0, 13.0, 10.363636363636363)","(26.0, 110.0, 56.875)","(4.2, 6.6, 5.484210526315789)","(2.0, 2.92, 2.3075)","(5.0, 9.6, 7.68)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:13:14.630868,"(7.0, 13.0, 9.5)","(26.0, 110.0, 56.875)","(4.2, 6.6, 5.746666666666667)","(2.0, 2.92, 2.305)","(5.0, 9.6, 7.68)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:13:15.753216,"(7.0, 13.0, 9.5)","(26.0, 110.0, 56.875)","(4.2, 6.4, 5.746666666666667)","(2.0, 2.9, 2.305)","(5.0, 9.6, 7.68)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:13:16.821707,"(7.0, 13.0, 9.5)","(26.0, 110.0, 56.875)","(4.2, 6.4, 5.746666666666667)","(2.0, 2.9, 2.305)","(5.0, 9.6, 7.68)","(10.0, 23.0, 17.5)","(10.0, 23.0, 16.714285714285715)"
08-01-2023 17:13:17.891997,"(7.0, 13.0, 9.5)","(26.0, 110.0, 56.875)","(4.2, 6.4, 5.746666666666667)","(2.0, 2.9, 2.305)","(5.0, 9.6, 7.68)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:18.917146,"(7.0, 13.0, 9.25)","(26.0, 110.0, 56.875)","(4.2, 6.4, 5.746666666666667)","(2.0, 2.9, 2.305)","(5.0, 9.6, 7.68)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:19.961295,"(7.0, 13.0, 10.363636363636363)","(26.0, 110.0, 56.875)","(4.2, 6.4, 5.746666666666667)","(2.0, 2.9, 2.3842105263157896)","(5.0, 9.6, 7.68)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:21.034558,"(7.0, 13.0, 10.363636363636363)","(26.0, 110.0, 56.875)","(4.2, 6.4, 5.746666666666667)","(2.0, 2.9, 2.3590909090909093)","(5.0, 9.6, 7.68)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:21.968386,"(7.0, 13.0, 10.363636363636363)","(26.0, 110.0, 56.875)","(4.2, 6.4, 5.746666666666667)","(2.0, 2.9, 2.3590909090909093)","(5.0, 9.6, 7.68)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:23.014218,"(7.0, 13.0, 10.363636363636363)","(26.0, 110.0, 56.875)","(4.2, 6.4, 4.48)","(2.0, 2.9, 2.2915789473684214)","(5.0, 9.6, 7.68)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:24.007315,"(7.0, 13.0, 9.88888888888889)","(26.0, 110.0, 56.875)","(4.2, 6.4, 4.48)","(2.0, 2.9, 2.2915789473684214)","(5.0, 9.6, 7.68)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:25.023561,"(7.0, 13.0, 10.5)","(26.0, 110.0, 56.875)","(4.2, 6.4, 4.48)","(2.0, 2.9, 2.2915789473684214)","(5.0, 9.6, 7.68)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:26.016209,"(7.0, 13.0, 9.88888888888889)","(26.0, 110.0, 56.875)","(4.2, 6.4, 4.48)","(2.0, 2.9, 2.2915789473684214)","(5.0, 9.6, 7.68)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:26.991001,"(7.0, 13.0, 9.88888888888889)","(26.0, 110.0, 56.875)","(4.2, 6.4, 4.48)","(2.0, 2.9, 2.2915789473684214)","(5.0, 9.6, 7.68)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:28.040710,"(7.0, 13.0, 9.88888888888889)","(26.0, 110.0, 56.875)","(4.2, 6.4, 4.48)","(2.0, 2.9, 2.2915789473684214)","(5.0, 9.6, 8.672727272727272)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:29.339959,"(7.0, 13.0, 9.88888888888889)","(26.0, 110.0, 56.875)","(4.2, 6.4, 5.257142857142857)","(2.0, 2.9, 2.2915789473684214)","(5.0, 9.6, 7.8)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:30.340152,"(7.0, 13.0, 9.88888888888889)","(26.0, 110.0, 56.875)","(4.2, 6.4, 5.257142857142857)","(2.0, 2.9, 2.2915789473684214)","(5.0, 9.6, 7.8)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:31.296960,"(7.0, 13.0, 10.583333333333334)","(26.0, 110.0, 56.875)","(4.2, 6.0, 4.6875)","(2.0, 2.84, 2.657142857142857)","(5.0, 9.6, 8.672727272727272)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:32.497894,"(7.0, 13.0, 10.583333333333334)","(26.0, 110.0, 56.875)","(4.2, 5.9, 4.925)","(2.0, 2.86, 2.6714285714285713)","(5.0, 9.6, 8.672727272727272)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:33.656922,"(7.0, 13.0, 10.583333333333334)","(26.0, 110.0, 56.875)","(4.2, 6.2, 4.925)","(2.0, 2.86, 2.6714285714285713)","(5.0, 9.6, 8.672727272727272)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:34.732016,"(7.0, 13.0, 10.583333333333334)","(26.0, 110.0, 56.875)","(4.2, 6.2, 4.925)","(2.0, 2.86, 2.342857142857143)","(5.0, 9.6, 8.59090909090909)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:35.787018,"(7.0, 13.0, 9.88888888888889)","(26.0, 110.0, 56.875)","(4.2, 6.2, 4.925)","(2.0, 2.8, 2.6142857142857143)","(5.0, 9.6, 7.4399999999999995)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:36.998248,"(7.0, 13.0, 11.133333333333333)","(26.0, 110.0, 56.875)","(4.2, 6.2, 4.925)","(2.0, 2.78, 2.6142857142857143)","(5.0, 9.6, 7.4399999999999995)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:38.108244,"(7.0, 13.0, 11.133333333333333)","(26.0, 110.0, 56.875)","(4.2, 6.2, 4.925)","(2.0, 2.78, 2.6142857142857143)","(5.0, 9.6, 7.4399999999999995)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:39.222516,"(7.0, 13.0, 11.133333333333333)","(26.0, 110.0, 56.875)","(4.2, 6.2, 4.925)","(2.0, 2.78, 2.3333333333333335)","(5.0, 9.6, 7.4399999999999995)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:40.272664,"(7.0, 13.0, 11.133333333333333)","(26.0, 110.0, 56.875)","(4.2, 6.2, 4.925)","(2.0, 2.76, 2.585714285714286)","(5.0, 9.6, 7.4399999999999995)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:41.405308,"(7.0, 13.0, 11.133333333333333)","(26.0, 110.0, 56.875)","(4.2, 6.2, 4.925)","(2.0, 2.74, 2.58)","(5.0, 9.6, 7.4399999999999995)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:42.555974,"(7.0, 13.0, 11.133333333333333)","(26.0, 110.0, 56.875)","(4.2, 6.2, 4.925)","(2.0, 2.74, 2.58)","(5.0, 9.6, 7.4399999999999995)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:43.641936,"(7.0, 13.0, 11.133333333333333)","(26.0, 110.0, 56.875)","(4.2, 6.2, 4.925)","(2.0, 2.74, 2.58)","(5.0, 9.6, 7.4399999999999995)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:44.812933,"(7.0, 13.0, 11.133333333333333)","(26.0, 110.0, 56.875)","(4.2, 6.2, 4.925)","(2.0, 2.74, 2.58)","(5.0, 9.6, 7.4399999999999995)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:45.887415,"(7.0, 13.0, 11.133333333333333)","(26.0, 110.0, 56.875)","(4.2, 6.2, 4.925)","(2.0, 2.74, 2.58)","(5.0, 9.6, 7.4399999999999995)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:47.076779,"(7.0, 13.0, 11.133333333333333)","(26.0, 110.0, 56.875)","(4.2, 6.2, 4.925)","(2.0, 2.74, 2.58)","(5.0, 9.6, 7.4399999999999995)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:48.217848,"(7.0, 13.0, 11.133333333333333)","(26.0, 110.0, 56.875)","(4.2, 6.2, 4.875)","(2.0, 2.74, 2.58)","(5.0, 9.6, 7.4399999999999995)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:49.470861,"(7.0, 13.0, 8.5)","(26.0, 110.0, 56.875)","(4.2, 6.0, 4.875)","(2.0, 2.74, 2.58)","(5.0, 9.6, 7.4399999999999995)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:50.584128,"(7.0, 13.0, 10.5)","(26.0, 110.0, 56.875)","(4.2, 6.0, 4.875)","(2.0, 2.74, 2.58)","(5.0, 9.6, 7.4399999999999995)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:51.739699,"(7.0, 13.0, 10.0)","(26.0, 110.0, 56.875)","(4.2, 6.0, 4.875)","(2.0, 2.74, 2.58)","(5.0, 9.6, 7.4399999999999995)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:53.158039,"(7.0, 13.0, 10.0)","(26.0, 110.0, 56.875)","(4.2, 6.0, 4.875)","(2.0, 2.74, 2.46)","(5.0, 9.0, 7.5)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:54.337043,"(7.0, 13.0, 10.727272727272727)","(26.0, 110.0, 56.875)","(4.2, 6.0, 4.875)","(2.0, 2.74, 2.46)","(5.0, 9.0, 7.5)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:55.532757,"(7.0, 13.0, 10.727272727272727)","(26.0, 110.0, 56.875)","(4.2, 6.0, 4.875)","(2.0, 2.74, 2.46)","(5.0, 9.0, 7.5)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:56.843770,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 6.0, 4.675)","(2.0, 2.74, 2.46)","(5.0, 9.0, 7.5)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:58.261463,"(7.0, 13.0, 12.228571428571428)","(26.0, 110.0, 56.875)","(4.2, 5.9, 5.6)","(2.0, 2.74, 2.46)","(5.0, 9.0, 7.5)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:13:59.540593,"(7.0, 13.0, 12.228571428571428)","(26.0, 110.0, 56.875)","(4.2, 6.0, 5.1)","(2.0, 2.74, 2.46)","(5.0, 9.0, 7.5)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:00.631345,"(7.0, 13.0, 12.228571428571428)","(26.0, 110.0, 56.875)","(4.2, 6.0, 5.1)","(2.0, 2.74, 2.46)","(5.0, 9.0, 7.5)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:01.857457,"(7.0, 13.0, 12.228571428571428)","(26.0, 110.0, 56.875)","(4.2, 6.0, 5.1)","(2.0, 2.74, 2.46)","(5.0, 9.0, 7.5)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:03.045787,"(7.0, 13.0, 12.228571428571428)","(26.0, 110.0, 56.875)","(4.2, 6.0, 5.1)","(2.0, 2.74, 2.46)","(5.0, 9.0, 7.5)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:04.106763,"(7.0, 13.0, 12.228571428571428)","(26.0, 110.0, 56.875)","(4.2, 6.0, 5.1)","(2.0, 2.74, 2.46)","(5.0, 9.0, 7.8)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:05.217195,"(7.0, 13.0, 12.228571428571428)","(26.0, 110.0, 56.875)","(4.2, 6.0, 5.050000000000001)","(2.0, 2.74, 2.46)","(5.0, 9.6, 7.8)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:06.432048,"(7.0, 13.0, 12.228571428571428)","(26.0, 110.0, 56.875)","(4.2, 5.9, 5.050000000000001)","(2.0, 2.74, 2.27)","(5.0, 9.6, 7.8)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:07.588656,"(7.0, 13.0, 12.228571428571428)","(26.0, 110.0, 56.875)","(4.2, 5.9, 5.050000000000001)","(2.0, 2.72, 2.27)","(5.0, 9.6, 7.8)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:08.637493,"(7.0, 13.0, 12.228571428571428)","(26.0, 110.0, 56.875)","(4.2, 5.9, 5.050000000000001)","(2.0, 2.7, 2.3533333333333335)","(5.0, 9.6, 7.8)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:09.774309,"(7.0, 13.0, 12.228571428571428)","(26.0, 110.0, 56.875)","(4.2, 5.9, 5.050000000000001)","(2.0, 2.7, 2.3533333333333335)","(5.0, 9.6, 7.8)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:10.928325,"(7.0, 13.0, 12.228571428571428)","(26.0, 110.0, 56.875)","(4.2, 5.9, 5.050000000000001)","(2.0, 2.7, 2.3533333333333335)","(5.0, 9.6, 7.8)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
