,Tranquil Coco,Clover Door,Little Gomez,Velocity Shinae,Colonel Angus,Bugatti Spiral,Smooth Grace,Ember Lad
15-12-2022 12:34:21.990382,"(21.0, 44.0, 41.333333333333336)","(21.0, 50.0, 37.4)","(1.55, 1.72, 1.7025)","(3.2, 5.2, 5.05)","(10.0, 18.0, 16.25)","(13.0, 32.0, 31.342105263157897)","(61.0, 540.0, 345.0)","(21.0, 75.0, 39.6)"
15-12-2022 12:34:23.143191,"(21.0, 44.0, 41.333333333333336)","(21.0, 50.0, 37.4)","(1.55, 1.73, 1.6604545454545454)","(3.2, 5.2, 5.15)","(10.0, 18.0, 16.083333333333332)","(13.0, 32.0, 31.342105263157897)","(61.0, 540.0, 335.0)","(21.0, 70.0, 50.66666666666667)"
15-12-2022 12:34:24.200548,"(21.0, 44.0, 40.142857142857146)","(21.0, 46.0, 41.0)","(1.55, 1.73, 1.6604545454545454)","(3.2, 5.2, 5.15)","(10.0, 16.5, 16.0625)","(13.0, 32.0, 31.342105263157897)","(61.0, 520.0, 396.66666666666663)","(21.0, 60.0, 58.13333333333333)"
15-12-2022 12:34:25.343170,"(21.0, 44.0, 40.142857142857146)","(21.0, 46.0, 44.57142857142857)","(1.55, 1.72, 1.657391304347826)","(3.2, 5.2, 5.163157894736842)","(10.0, 16.5, 15.333333333333334)","(13.0, 32.0, 32.33333333333333)","(61.0, 520.0, 444.0)","(21.0, 60.0, 58.0)"
15-12-2022 12:34:26.432756,"(26.0, 44.0, 41.0)","(20.0, 46.0, 44.333333333333336)","(1.55, 1.72, 1.657391304347826)","(3.3, 5.2, 5.163157894736842)","(10.0, 16.5, 16.083333333333332)","(13.0, 38.0, 24.80952380952381)","(61.0, 520.0, 444.0)","(21.0, 60.0, 58.0)"
15-12-2022 12:34:27.489733,"(26.0, 44.0, 41.0)","(20.0, 46.0, 44.75)","(1.55, 1.72, 1.6553846153846152)","(3.3, 5.2, 5.163157894736842)","(10.0, 16.5, 16.083333333333332)","(13.0, 26.0, 24.80952380952381)","(61.0, 520.0, 444.0)","(21.0, 60.0, 58.0)"
15-12-2022 12:34:28.603425,"(26.0, 44.0, 41.0)","(20.0, 46.0, 44.75)","(1.55, 1.72, 1.6705882352941175)","(3.3, 5.2, 5.163157894736842)","(10.0, 16.5, 16.083333333333332)","(13.0, 26.0, 23.77777777777778)","(61.0, 520.0, 370.0)","(21.0, 60.0, 51.0)"
15-12-2022 12:34:29.614870,"(26.0, 44.0, 41.27272727272727)","(20.0, 46.0, 44.75)","(1.55, 1.68, 1.66)","(3.3, 5.1, 5.068421052631579)","(10.0, 16.5, 16.0)","(13.0, 26.0, 23.77777777777778)","(61.0, 520.0, 370.0)","(21.0, 60.0, 51.0)"
15-12-2022 12:34:31.119543,"(26.0, 44.0, 41.27272727272727)","(20.0, 46.0, 44.75)","(1.55, 1.68, 1.6533333333333333)","(3.3, 5.1, 5.064705882352941)","(10.0, 16.5, 16.0)","(13.0, 26.0, 24.928571428571427)","(61.0, 520.0, 370.0)","(21.0, 60.0, 51.0)"
15-12-2022 12:34:32.168885,"(26.0, 44.0, 41.27272727272727)","(20.0, 46.0, 44.75)","(1.55, 1.68, 1.6533333333333333)","(3.3, 5.1, 5.064705882352941)","(10.0, 16.5, 16.0)","(13.0, 26.0, 24.928571428571427)","(61.0, 520.0, 370.0)","(21.0, 60.0, 51.0)"
15-12-2022 12:34:33.255342,"(26.0, 40.0, 38.57142857142857)","(20.0, 46.0, 44.75)","(1.55, 1.68, 1.6533333333333333)","(3.3, 5.1, 5.064705882352941)","(10.0, 16.5, 16.0)","(13.0, 26.0, 24.928571428571427)","(61.0, 520.0, 360.0)","(21.0, 60.0, 51.0)"
15-12-2022 12:34:34.389604,"(26.0, 40.0, 37.69230769230769)","(20.0, 46.0, 44.75)","(1.55, 1.68, 1.6514285714285712)","(3.3, 5.1, 5.064705882352941)","(10.0, 16.5, 16.0)","(13.0, 26.0, 24.928571428571427)","(61.0, 500.0, 428.0)","(21.0, 60.0, 57.66666666666667)"
15-12-2022 12:34:35.612884,"(26.0, 40.0, 37.69230769230769)","(20.0, 46.0, 44.75)","(1.55, 1.68, 1.6428571428571428)","(3.3, 5.2, 5.158823529411765)","(10.0, 16.5, 16.333333333333332)","(13.0, 26.0, 23.333333333333332)","(61.0, 500.0, 320.0)","(21.0, 60.0, 57.66666666666667)"
15-12-2022 12:34:36.697765,"(26.0, 40.0, 37.69230769230769)","(20.0, 46.0, 44.888888888888886)","(1.55, 1.68, 1.6428571428571428)","(3.3, 5.2, 5.158823529411765)","(10.0, 16.5, 16.333333333333332)","(13.0, 26.0, 23.333333333333332)","(61.0, 500.0, 380.0)","(21.0, 60.0, 45.391304347826086)"
15-12-2022 12:34:37.867520,"(26.0, 40.0, 37.69230769230769)","(20.0, 48.0, 40.8)","(1.55, 1.68, 1.6475)","(3.3, 5.2, 5.158823529411765)","(10.0, 16.5, 19.428571428571427)","(13.0, 26.0, 23.333333333333332)","(61.0, 500.0, 313.3333333333333)","(21.0, 60.0, 45.44)"
15-12-2022 12:34:38.970435,"(26.0, 40.0, 37.69230769230769)","(20.0, 48.0, 40.8)","(1.55, 1.68, 1.6393749999999998)","(3.3, 5.2, 5.122222222222223)","(10.0, 21.0, 18.0)","(13.0, 26.0, 23.333333333333332)","(61.0, 500.0, 265.0)","(21.0, 60.0, 45.44)"
15-12-2022 12:34:40.122994,"(26.0, 40.0, 37.69230769230769)","(20.0, 48.0, 40.8)","(1.55, 1.68, 1.6393749999999998)","(3.3, 5.2, 5.122222222222223)","(10.0, 20.0, 17.23076923076923)","(13.0, 26.0, 23.333333333333332)","(61.0, 490.0, 258.57142857142856)","(21.0, 60.0, 45.44)"
15-12-2022 12:34:41.254056,"(26.0, 40.0, 37.69230769230769)","(20.0, 48.0, 40.8)","(1.55, 1.68, 1.6393749999999998)","(3.3, 5.2, 5.122222222222223)","(10.0, 20.0, 18.0)","(13.0, 26.0, 23.333333333333332)","(61.0, 490.0, 258.57142857142856)","(21.0, 60.0, 45.44)"
15-12-2022 12:34:42.981924,"(26.0, 40.0, 37.69230769230769)","(20.0, 48.0, 40.8)","(1.55, 1.68, 1.6393749999999998)","(3.3, 5.2, 5.158823529411765)","(10.0, 20.0, 17.23076923076923)","(13.0, 26.0, 23.333333333333332)","(61.0, 490.0, 276.6666666666667)","(21.0, 60.0, 44.833333333333336)"
15-12-2022 12:34:44.384188,"(26.0, 40.0, 37.69230769230769)","(20.0, 48.0, 40.8)","(1.55, 1.68, 1.6393749999999998)","(3.3, 5.2, 5.1825)","(10.0, 20.0, 18.0)","(13.0, 26.0, 23.333333333333332)","(61.0, 490.0, 265.38461538461536)","(21.0, 60.0, 44.833333333333336)"
15-12-2022 12:34:45.745040,"(26.0, 40.0, 37.69230769230769)","(20.0, 48.0, 40.8)","(1.55, 1.68, 1.6375)","(3.3, 5.2, 5.183425414364641)","(10.0, 20.0, 17.23076923076923)","(13.0, 26.0, 23.333333333333332)","(61.0, 480.0, 200.0)","(21.0, 60.0, 44.833333333333336)"
15-12-2022 12:34:47.174083,"(26.0, 40.0, 37.69230769230769)","(20.0, 48.0, 40.8)","(1.55, 1.65, 1.62)","(3.3, 5.2, 5.1863636363636365)","(10.0, 20.0, 17.23076923076923)","(13.0, 26.0, 23.333333333333332)","(61.0, 480.0, 237.33333333333334)","(21.0, 60.0, 44.833333333333336)"
15-12-2022 12:34:48.460848,"(26.0, 40.0, 37.69230769230769)","(20.0, 48.0, 40.8)","(1.55, 1.65, 1.62)","(3.3, 5.3, 5.1863636363636365)","(10.0, 20.0, 17.23076923076923)","(13.0, 26.0, 23.333333333333332)","(61.0, 480.0, 237.33333333333334)","(21.0, 60.0, 44.5)"
15-12-2022 12:34:49.747280,"(26.0, 40.0, 37.69230769230769)","(20.0, 48.0, 40.8)","(1.55, 1.65, 1.634)","(3.3, 5.3, 5.1863636363636365)","(10.0, 20.0, 18.0)","(13.0, 26.0, 23.333333333333332)","(61.0, 480.0, 237.33333333333334)","(21.0, 55.0, 36.333333333333336)"
15-12-2022 12:34:51.137388,"(26.0, 40.0, 37.69230769230769)","(20.0, 48.0, 40.8)","(1.55, 1.65, 1.6261538461538463)","(3.3, 5.3, 5.177777777777778)","(10.0, 20.0, 18.0)","(13.0, 26.0, 23.333333333333332)","(61.0, 480.0, 238.88888888888889)","(21.0, 55.0, 36.333333333333336)"
15-12-2022 12:34:52.636573,"(26.0, 40.0, 37.69230769230769)","(20.0, 48.0, 40.8)","(1.55, 1.68, 1.6275)","(3.3, 5.4, 5.129032258064516)","(10.0, 20.0, 17.23076923076923)","(13.0, 26.0, 23.333333333333332)","(61.0, 480.0, 238.88888888888889)","(21.0, 55.0, 36.333333333333336)"
15-12-2022 12:34:54.491873,"(26.0, 40.0, 37.69230769230769)","(20.0, 48.0, 41.14285714285714)","(1.55, 1.68, 1.637391304347826)","(3.3, 5.4, 5.166666666666667)","(10.0, 20.0, 17.23076923076923)","(13.0, 26.0, 22.363636363636363)","(61.0, 460.0, 263.46153846153845)","(21.0, 55.0, 36.333333333333336)"
15-12-2022 12:34:55.676937,"(26.0, 40.0, 37.69230769230769)","(20.0, 48.0, 41.14285714285714)","(1.55, 1.68, 1.673)","(3.3, 5.4, 5.138461538461539)","(10.0, 20.0, 17.23076923076923)","(13.0, 26.0, 22.363636363636363)","(61.0, 460.0, 193.33333333333334)","(21.0, 55.0, 38.2)"
15-12-2022 12:34:56.949173,"(26.0, 40.0, 37.69230769230769)","(20.0, 48.0, 40.0)","(1.55, 1.64, 1.637)","(3.3, 5.4, 5.138461538461539)","(10.0, 20.0, 17.23076923076923)","(13.0, 26.0, 22.363636363636363)","(61.0, 460.0, 193.33333333333334)","(21.0, 55.0, 43.44444444444444)"
15-12-2022 12:34:58.388033,"(26.0, 40.0, 37.69230769230769)","(20.0, 48.0, 40.0)","(1.55, 1.64, 1.637)","(3.3, 5.4, 5.329655172413793)","(10.0, 20.0, 18.0)","(13.0, 26.0, 22.363636363636363)","(61.0, 460.0, 193.33333333333334)","(21.0, 55.0, 38.2)"
15-12-2022 12:34:59.631754,"(26.0, 40.0, 37.69230769230769)","(20.0, 48.0, 40.0)","(1.55, 1.64, 1.637)","(3.3, 5.4, 5.329655172413793)","(10.0, 20.0, 18.0)","(13.0, 26.0, 22.363636363636363)","(61.0, 460.0, 193.33333333333334)","(21.0, 55.0, 38.2)"
15-12-2022 12:35:00.931516,"(26.0, 40.0, 37.69230769230769)","(20.0, 48.0, 40.0)","(1.55, 1.64, 1.6292857142857142)","(3.3, 5.4, 5.340845070422535)","(10.0, 20.0, 17.23076923076923)","(13.0, 26.0, 22.363636363636363)","(61.0, 460.0, 277.5)","(21.0, 55.0, 36.333333333333336)"
15-12-2022 12:35:02.283821,"(26.0, 40.0, 38.125)","(20.0, 48.0, 40.0)","(1.55, 1.64, 1.6242105263157895)","(3.3, 5.4, 5.356521739130435)","(10.0, 20.0, 18.0)","(13.0, 26.0, 22.363636363636363)","(61.0, 460.0, 277.5)","(21.0, 55.0, 43.0)"
15-12-2022 12:35:04.099156,"(26.0, 40.0, 38.125)","(20.0, 48.0, 41.14285714285714)","(1.55, 1.64, 1.6353125)","(3.3, 5.4, 5.337062937062937)","(10.0, 20.0, 17.23076923076923)","(13.0, 26.0, 22.363636363636363)","(61.0, 460.0, 193.33333333333334)","(21.0, 55.0, 43.625)"
15-12-2022 12:35:05.584361,"(26.0, 40.0, 38.125)","(20.0, 48.0, 41.14285714285714)","(1.55, 1.64, 1.6353125)","(3.3, 5.4, 5.340845070422535)","(10.0, 20.0, 17.23076923076923)","(13.0, 26.0, 22.363636363636363)","(61.0, 460.0, 200.0)","(21.0, 55.0, 43.625)"
15-12-2022 12:35:07.187079,"(26.0, 40.0, 38.125)","(20.0, 48.0, 41.14285714285714)","(1.55, 1.64, 1.6324999999999998)","(3.3, 5.4, 5.187878787878788)","(10.0, 20.0, 17.23076923076923)","(13.0, 26.0, 35.411764705882355)","(61.0, 440.0, 200.0)","(21.0, 55.0, 43.625)"
15-12-2022 12:35:08.729025,"(26.0, 40.0, 38.125)","(20.0, 48.0, 39.0)","(1.55, 1.64, 1.625)","(3.3, 5.2, 5.3671875)","(10.0, 20.0, 17.85)","(13.0, 36.0, 27.75)","(61.0, 440.0, 376.0)","(21.0, 55.0, 45.2)"
15-12-2022 12:35:10.095587,"(26.0, 40.0, 35.63636363636363)","(20.0, 48.0, 39.0)","(1.55, 1.63, 1.6219999999999999)","(3.3, 5.4, 5.295901639344262)","(10.0, 19.5, 15.318181818181818)","(13.0, 36.0, 30.6)","(71.0, 430.0, 376.0)","(21.0, 55.0, 40.22222222222222)"
15-12-2022 12:35:11.463873,"(26.0, 40.0, 35.63636363636363)","(20.0, 48.0, 39.0)","(1.55, 1.63, 1.6175000000000002)","(3.3, 5.3, 5.287903225806452)","(10.0, 19.0, 15.318181818181818)","(13.0, 36.0, 30.6)","(71.0, 430.0, 330.0)","(21.0, 55.0, 45.5)"
15-12-2022 12:35:12.707975,"(26.0, 40.0, 34.666666666666664)","(20.0, 48.0, 39.0)","(1.55, 1.62, 1.616)","(3.3, 5.3, 5.287903225806452)","(10.0, 19.0, 15.318181818181818)","(13.0, 36.0, 30.6)","(71.0, 430.0, 330.0)","(21.0, 55.0, 45.5)"
15-12-2022 12:35:13.934774,"(26.0, 40.0, 35.04761904761905)","(20.0, 48.0, 39.0)","(1.55, 1.62, 1.616)","(3.3, 5.3, 5.287903225806452)","(10.0, 19.0, 15.318181818181818)","(13.0, 36.0, 30.6)","(71.0, 430.0, 330.0)","(21.0, 55.0, 45.5)"
15-12-2022 12:35:15.281758,"(26.0, 40.0, 35.666666666666664)","(20.0, 48.0, 45.333333333333336)","(1.55, 1.62, 1.6175000000000002)","(3.3, 5.3, 5.288372093023256)","(10.0, 19.0, 15.318181818181818)","(13.0, 36.0, 30.6)","(71.0, 430.0, 330.0)","(21.0, 55.0, 45.5)"
15-12-2022 12:35:16.575176,"(26.0, 40.0, 35.666666666666664)","(20.0, 48.0, 45.333333333333336)","(1.55, 1.62, 1.616)","(3.3, 5.3, 5.187692307692307)","(10.0, 19.0, 17.342105263157894)","(13.0, 36.0, 29.36842105263158)","(71.0, 430.0, 212.0)","(21.0, 55.0, 44.76923076923077)"
15-12-2022 12:35:17.719049,"(26.0, 40.0, 35.666666666666664)","(20.0, 48.0, 45.0)","(1.55, 1.63, 1.6273684210526316)","(3.3, 5.2, 5.187692307692307)","(10.0, 19.0, 17.342105263157894)","(13.0, 36.0, 29.36842105263158)","(71.0, 420.0, 225.0)","(21.0, 55.0, 44.76923076923077)"
15-12-2022 12:35:18.965829,"(26.0, 40.0, 35.666666666666664)","(20.0, 48.0, 45.0)","(1.55, 1.63, 1.6294845360824741)","(3.3, 5.2, 5.083333333333333)","(10.0, 19.0, 17.342105263157894)","(13.0, 36.0, 31.09090909090909)","(71.0, 420.0, 225.0)","(21.0, 55.0, 44.76923076923077)"
15-12-2022 12:35:20.271859,"(26.0, 40.0, 35.666666666666664)","(20.0, 48.0, 45.0)","(1.55, 1.63, 1.6294565217391304)","(3.3, 5.2, 4.970212765957447)","(10.0, 19.0, 17.342105263157894)","(13.0, 36.0, 29.647058823529413)","(71.0, 420.0, 245.83333333333334)","(21.0, 55.0, 44.76923076923077)"
15-12-2022 12:35:21.557433,"(26.0, 40.0, 36.0)","(20.0, 48.0, 45.0)","(1.55, 1.63, 1.6293506493506493)","(3.3, 5.2, 4.9904761904761905)","(10.0, 19.0, 17.342105263157894)","(13.0, 36.0, 29.647058823529413)","(71.0, 420.0, 245.83333333333334)","(21.0, 55.0, 44.76923076923077)"
15-12-2022 12:35:22.894094,"(26.0, 40.0, 35.27272727272727)","(20.0, 48.0, 45.0)","(1.55, 1.63, 1.6293506493506493)","(3.3, 5.2, 4.9904761904761905)","(10.0, 19.0, 17.342105263157894)","(13.0, 36.0, 30.5)","(71.0, 420.0, 245.83333333333334)","(21.0, 55.0, 47.06666666666666)"
15-12-2022 12:35:24.150247,"(26.0, 40.0, 35.27272727272727)","(20.0, 48.0, 45.0)","(1.55, 1.63, 1.6293506493506493)","(3.3, 5.2, 4.9904761904761905)","(10.0, 19.0, 17.444444444444443)","(13.0, 34.0, 30.733333333333334)","(71.0, 420.0, 245.83333333333334)","(21.0, 55.0, 48.0)"
15-12-2022 12:35:25.465842,"(26.0, 40.0, 35.27272727272727)","(20.0, 48.0, 45.0)","(1.55, 1.63, 1.6292957746478873)","(3.3, 5.2, 4.989473684210527)","(10.0, 19.0, 17.444444444444443)","(13.0, 34.0, 31.772727272727273)","(71.0, 420.0, 229.33333333333331)","(21.0, 55.0, 48.0)"
15-12-2022 12:35:26.694123,"(26.0, 40.0, 35.27272727272727)","(20.0, 48.0, 45.0)","(1.55, 1.63, 1.6292957746478873)","(3.3, 5.2, 4.989473684210527)","(10.0, 19.0, 17.444444444444443)","(13.0, 34.0, 31.772727272727273)","(71.0, 420.0, 229.33333333333331)","(21.0, 55.0, 48.0)"
15-12-2022 12:35:27.908328,"(26.0, 40.0, 35.27272727272727)","(20.0, 48.0, 45.0)","(1.55, 1.63, 1.6292957746478873)","(3.3, 5.2, 5.179310344827586)","(10.0, 19.0, 17.444444444444443)","(13.0, 34.0, 30.88888888888889)","(71.0, 420.0, 229.33333333333331)","(21.0, 55.0, 48.0)"
15-12-2022 12:35:29.104110,"(26.0, 40.0, 35.27272727272727)","(21.0, 48.0, 45.0)","(1.55, 1.62, 1.60375)","(3.3, 5.3, 5.179310344827586)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 30.88888888888889)","(71.0, 420.0, 241.875)","(21.0, 55.0, 48.0)"
15-12-2022 12:35:30.354400,"(26.0, 40.0, 35.130434782608695)","(21.0, 48.0, 45.0)","(1.55, 1.62, 1.594)","(3.3, 5.3, 5.179310344827586)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 30.88888888888889)","(71.0, 420.0, 245.83333333333334)","(21.0, 55.0, 48.0)"
15-12-2022 12:35:31.582546,"(26.0, 40.0, 35.0)","(21.0, 48.0, 45.0)","(1.55, 1.62, 1.6)","(3.3, 5.3, 5.135483870967742)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 30.88888888888889)","(71.0, 420.0, 245.83333333333334)","(21.0, 55.0, 48.0)"
15-12-2022 12:35:32.862978,"(26.0, 40.0, 35.0)","(21.0, 48.0, 45.0)","(1.5, 1.61, 1.5950000000000002)","(3.4, 5.2, 5.135483870967742)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 30.88888888888889)","(71.0, 420.0, 245.83333333333334)","(21.0, 55.0, 48.0)"
15-12-2022 12:35:34.112759,"(26.0, 40.0, 35.0)","(21.0, 48.0, 45.0)","(1.5, 1.6, 1.588)","(3.4, 5.2, 5.050000000000001)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 30.88888888888889)","(71.0, 420.0, 229.33333333333331)","(21.0, 55.0, 48.0)"
15-12-2022 12:35:35.376489,"(26.0, 40.0, 35.130434782608695)","(21.0, 48.0, 45.0)","(1.5, 1.6, 1.5885714285714287)","(3.4, 5.2, 5.050000000000001)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 30.88888888888889)","(71.0, 420.0, 229.33333333333331)","(21.0, 55.0, 48.0)"
15-12-2022 12:35:36.570134,"(26.0, 40.0, 35.130434782608695)","(21.0, 48.0, 45.0)","(1.5, 1.61, 1.586923076923077)","(3.4, 5.2, 5.116666666666667)","(10.0, 19.0, 17.526315789473685)","(14.0, 34.0, 29.8)","(71.0, 420.0, 245.83333333333334)","(21.0, 55.0, 45.375)"
15-12-2022 12:35:37.758667,"(26.0, 40.0, 35.130434782608695)","(21.0, 48.0, 45.0)","(1.5, 1.61, 1.5950000000000002)","(3.4, 5.2, 5.146428571428571)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 29.8)","(71.0, 420.0, 245.83333333333334)","(21.0, 55.0, 45.375)"
15-12-2022 12:35:38.964002,"(26.0, 40.0, 35.130434782608695)","(21.0, 48.0, 45.0)","(1.5, 1.61, 1.598)","(3.4, 5.2, 5.153125)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 29.8)","(71.0, 420.0, 245.83333333333334)","(21.0, 55.0, 45.375)"
15-12-2022 12:35:40.122203,"(26.0, 40.0, 35.130434782608695)","(21.0, 48.0, 45.0)","(1.5, 1.6, 1.598)","(3.4, 5.2, 5.153125)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 29.8)","(71.0, 420.0, 245.83333333333334)","(21.0, 55.0, 45.375)"
15-12-2022 12:35:41.353241,"(26.0, 40.0, 35.130434782608695)","(21.0, 48.0, 45.0)","(1.5, 1.6, 1.598)","(3.4, 5.2, 5.153125)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 30.0)","(71.0, 420.0, 245.83333333333334)","(21.0, 55.0, 45.375)"
15-12-2022 12:35:42.567847,"(26.0, 40.0, 35.130434782608695)","(21.0, 48.0, 45.0)","(1.5, 1.6, 1.606949152542373)","(3.4, 5.2, 5.222857142857142)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 30.0)","(71.0, 420.0, 229.33333333333331)","(21.0, 55.0, 46.94736842105263)"
15-12-2022 12:35:43.750047,"(26.0, 40.0, 35.333333333333336)","(21.0, 48.0, 45.333333333333336)","(1.5, 1.61, 1.5996296296296297)","(3.4, 5.3, 5.222857142857142)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 30.0)","(71.0, 420.0, 229.33333333333331)","(21.0, 55.0, 46.94736842105263)"
15-12-2022 12:35:44.990999,"(26.0, 40.0, 35.333333333333336)","(21.0, 48.0, 44.44444444444444)","(1.5, 1.6, 1.5979661016949154)","(3.4, 5.3, 5.230769230769231)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 30.0)","(71.0, 420.0, 229.33333333333331)","(21.0, 55.0, 48.625)"
15-12-2022 12:35:46.262288,"(26.0, 40.0, 35.333333333333336)","(21.0, 48.0, 46.5)","(1.5, 1.6, 1.5889830508474576)","(3.4, 5.3, 5.209302325581395)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 29.8)","(71.0, 420.0, 245.83333333333334)","(21.0, 55.0, 45.57142857142857)"
15-12-2022 12:35:47.596765,"(26.0, 40.0, 35.333333333333336)","(21.0, 48.0, 46.5)","(1.5, 1.59, 1.585)","(3.5, 5.3, 5.364705882352942)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 29.666666666666668)","(71.0, 420.0, 245.83333333333334)","(21.0, 55.0, 45.57142857142857)"
15-12-2022 12:35:48.825758,"(26.0, 40.0, 35.333333333333336)","(21.0, 48.0, 46.5)","(1.5, 1.59, 1.5672727272727274)","(3.5, 5.4, 5.433333333333334)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 29.666666666666668)","(71.0, 420.0, 245.83333333333334)","(21.0, 55.0, 45.57142857142857)"
15-12-2022 12:35:50.063567,"(26.0, 40.0, 35.333333333333336)","(21.0, 48.0, 46.22222222222222)","(1.5, 1.57, 1.55375)","(3.5, 5.5, 5.553846153846154)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 29.666666666666668)","(71.0, 420.0, 245.83333333333334)","(21.0, 55.0, 45.57142857142857)"
15-12-2022 12:35:51.349725,"(26.0, 40.0, 35.333333333333336)","(21.0, 48.0, 46.22222222222222)","(1.5, 1.57, 1.55375)","(3.5, 5.6, 5.564705882352941)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 30.62962962962963)","(71.0, 420.0, 229.33333333333331)","(21.0, 55.0, 48.625)"
15-12-2022 12:35:52.601500,"(26.0, 40.0, 35.333333333333336)","(21.0, 48.0, 46.22222222222222)","(1.5, 1.57, 1.55375)","(3.5, 5.6, 5.564705882352941)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 30.62962962962963)","(71.0, 420.0, 229.33333333333331)","(21.0, 55.0, 48.625)"
15-12-2022 12:35:53.847705,"(26.0, 40.0, 35.333333333333336)","(21.0, 48.0, 46.22222222222222)","(1.5, 1.57, 1.55375)","(3.5, 5.6, 5.564705882352941)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 31.15625)","(71.0, 420.0, 229.33333333333331)","(21.0, 55.0, 48.625)"
15-12-2022 12:35:55.093653,"(26.0, 40.0, 35.333333333333336)","(21.0, 48.0, 46.4)","(1.5, 1.57, 1.559090909090909)","(3.5, 5.6, 5.581818181818181)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 31.29032258064516)","(71.0, 420.0, 229.33333333333331)","(21.0, 55.0, 45.714285714285715)"
15-12-2022 12:35:56.296580,"(26.0, 40.0, 35.333333333333336)","(21.0, 48.0, 47.25)","(1.5, 1.57, 1.559090909090909)","(3.5, 5.6, 5.581818181818181)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 31.29032258064516)","(71.0, 420.0, 229.33333333333331)","(21.0, 50.0, 45.5)"
15-12-2022 12:35:57.536820,"(26.0, 40.0, 35.333333333333336)","(21.0, 48.0, 47.25)","(1.5, 1.57, 1.553125)","(3.5, 5.6, 5.5874999999999995)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 31.29032258064516)","(71.0, 420.0, 229.33333333333331)","(21.0, 50.0, 45.09090909090909)"
15-12-2022 12:35:58.750487,"(26.0, 40.0, 35.333333333333336)","(21.0, 48.0, 47.25)","(1.5, 1.57, 1.559090909090909)","(3.5, 5.6, 5.5874999999999995)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 31.29032258064516)","(71.0, 420.0, 229.33333333333331)","(21.0, 50.0, 45.142857142857146)"
15-12-2022 12:35:59.988192,"(26.0, 40.0, 35.333333333333336)","(21.0, 48.0, 47.25)","(1.5, 1.57, 1.542857142857143)","(3.5, 5.6, 5.592307692307692)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 31.29032258064516)","(71.0, 420.0, 229.33333333333331)","(21.0, 48.0, 41.6)"
15-12-2022 12:36:01.250466,"(26.0, 40.0, 35.333333333333336)","(21.0, 48.0, 47.25)","(1.5, 1.57, 1.542857142857143)","(3.5, 5.6, 5.627272727272728)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 31.29032258064516)","(71.0, 420.0, 229.33333333333331)","(21.0, 48.0, 40.0)"
15-12-2022 12:36:02.492936,"(26.0, 40.0, 35.333333333333336)","(21.0, 48.0, 47.25)","(1.5, 1.57, 1.542857142857143)","(3.5, 5.7, 5.651612903225806)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 31.29032258064516)","(71.0, 420.0, 256.25)","(21.0, 48.0, 42.4)"
15-12-2022 12:36:04.003901,"(26.0, 40.0, 35.333333333333336)","(21.0, 48.0, 47.4)","(1.5, 1.57, 1.542857142857143)","(3.5, 5.7, 5.6571428571428575)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 31.29032258064516)","(71.0, 400.0, 216.0)","(21.0, 48.0, 42.666666666666664)"
15-12-2022 12:36:05.678393,"(26.0, 40.0, 35.333333333333336)","(21.0, 48.0, 47.4)","(1.5, 1.57, 1.542857142857143)","(3.5, 5.7, 5.6571428571428575)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 31.29032258064516)","(71.0, 400.0, 216.0)","(21.0, 46.0, 42.266666666666666)"
15-12-2022 12:36:07.233496,"(26.0, 40.0, 35.47826086956522)","(21.0, 48.0, 47.4)","(1.5, 1.57, 1.5454545454545454)","(3.5, 5.7, 5.690322580645161)","(10.0, 19.0, 17.444444444444443)","(14.0, 34.0, 31.29032258064516)","(71.0, 400.0, 216.0)","(21.0, 46.0, 42.266666666666666)"
